('https://image1.ljcdn.com/shfdfs-image/20171209/e819dd92-18cb-4c90-b7ce-8b48f51b336f.jpg.296x216.jpg', '配套齐全的公寓，价格低，采光充足', '派克公寓  | 1室1厅 | 52.32平米 | 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  元和', '52万', '单价9939元/平米')
('https://image1.ljcdn.com/320500-inspection/test-574de671-9c31-43f6-aa23-38fb0c15b10a.png.296x216.jpg', '班芙春天 精装两房带弧形大阳台 业主诚售', '首开班芙春天花园  | 2室2厅 | 98平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2015年建板楼  -  活力岛', '190万', '单价19388元/平米')
('https://image1.ljcdn.com/320500-inspection/8fb3f058-ee3c-44a0-b70b-62935c3fa403.jpg.296x216.jpg', '精装小两房 自住装修可拎包入住', '红鼎湾花园  | 2室1厅 | 55.5平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2013年建板楼  -  元和', '118万', '单价21262元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170710/20c0a59a-39c5-4e86-9c37-95cb14a0f71d.jpg.296x216.jpg', '姑苏裕沁庭 统装大三房 满二年 置换诚售', '姑苏裕沁庭  | 3室2厅 | 187平米 | 南 北 | 精装 | 有电梯', '中楼层(共31层)2016年建板楼  -  活力岛', '531万', '单价28396元/平米')
('https://image1.ljcdn.com/320500-inspection/e2654592-2d04-4855-929d-59917aa168fd.jpg.296x216.jpg', '康桥丽都 3室2厅 298万', '康桥丽都  | 3室2厅 | 130平米 | 南 | 精装 | 有电梯', '低楼层(共15层)2011年建板楼  -  元和', '298万', '单价22924元/平米')
('https://image1.ljcdn.com/320500-inspection/test-27a014e6-8f85-4665-8691-57ee27127a6c.png.296x216.jpg', '香府绿洲 5室2厅 225万', '香府绿洲  | 5室2厅 | 83平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2009年建板楼  -  元和', '225万', '单价27109元/平米')
('https://image1.ljcdn.com/320500-inspection/fb37ba9e-5203-4c52-8e9f-5d82f613aa50.jpg.296x216.jpg', '香城花园三区 4室2厅 288万', '香城花园三区  | 4室2厅 | 141.86平米 | 南 | 毛坯 | 有电梯', '中楼层(共11层)2008年建板楼  -  元和', '288万', '单价20302元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170619/9e35b358-5388-48d7-8726-83b07aae6baa.jpg.296x216.jpg', '荣盛阳光名邸 3室2厅 226万', '荣盛阳光名邸  | 3室2厅 | 128平米 | 南 | 简装 | 有电梯', '低楼层(共9层)2005年建板楼  -  元和', '226万', '单价17657元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload6bcfe42a-1be4-4b74-999c-1936a009c219.jpg.296x216.jpg', '合景峰汇十一期 精装修保养好 品牌家具家电 诚心出售', '合景峰汇十一期  | 2室2厅 | 45平米 | 北 | 精装 | 有电梯', '高楼层(共18层)2016年建板楼  -  活力岛', '70万', '单价15556元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a823c179-18a1-4ccb-bc32-35ad2a323c87.png.296x216.jpg', '橡树湾花园 纯毛坯 楼层好 全天采光 看房方便', '橡树湾花园  | 3室2厅 | 89.03平米 | 南 | 毛坯 | 有电梯', '高楼层(共27层)2013年建板塔结合  -  活力岛', '175万', '单价19657元/平米')
('https://image1.ljcdn.com/320500-inspection/c296181d-9bf9-4c01-ba4a-acda53d8c1ff.jpg.296x216.jpg', '御苑家园B、C区 3室2厅 245万', '御苑家园B、C区  | 3室2厅 | 134.04平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2006年建板楼  -  活力岛', '245万', '单价18279元/平米')
('https://image1.ljcdn.com/320500-inspection/94f2c71d-9953-43b3-847d-46c7eb6909ac.jpg.296x216.jpg', '采光好 户型通透 诚心出售 送72平阁楼+7平自行车库', '西子花园  | 3室1厅 | 96平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2010年建板楼  -  元和', '178万', '单价18542元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160718/b32a2dab-a4f3-461e-8413-822394988ed1.jpg.296x216.jpg', '水韵花都家园 大5房 业主诚心 看房提前联系', '水韵花都家园  | 5室2厅 | 143平米 | 暂无数据 | 毛坯 | 有电梯', '中楼层(共15层)2011年建板楼  -  活力岛', '330万', '单价23077元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3ba71bf0-abd3-478e-b04a-419848ae3dd1.png.296x216.jpg', '合景峰汇十一期民用水电同天然气，精装复式公寓。', '合景峰汇十一期  | 1室1厅 | 46平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2016年建板楼  -  活力岛', '82万', '单价17827元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2f4099be-f535-4deb-96b2-6c00432129aa.png.296x216.jpg', '70年产权住宅，一居室朝西带阳台，有钥匙看房随时', '嘉和丽园  | 1室1厅 | 39平米 | 西 | 简装 | 有电梯', '高楼层(共10层)2006年建板楼  -  元和', '53万', '单价13590元/平米')
('https://image1.ljcdn.com/320500-inspection/9a9dbdf3-8bd5-450f-ad25-69194af5394a.jpg.296x216.jpg', '香城花园一区 2室2厅 186万', '香城花园一区  | 2室2厅 | 98平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2007年建板楼  -  元和', '186万', '单价18980元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170331/9e11c6c0-da66-45d3-a019-c072e32756b4.jpg.296x216.jpg', '御苑家园B、C区 3室2厅 204万', '御苑家园B、C区  | 3室2厅 | 114平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2006年建板楼  -  活力岛', '204万', '单价17895元/平米')
('https://image1.ljcdn.com/320500-inspection/6f115b35-0193-45a4-9c67-eb80f7f1b8b1.jpg.296x216.jpg', '南亚花园大三房，南北通透，多层低楼层，诚心出售', '南亚花园  | 3室2厅 | 110.34平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2005年建板楼  -  元和', '195万', '单价17673元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d7f22963-d2bc-4c8e-8417-a638089d01fb.png.296x216.jpg', '御窑花园 5室2厅 276万', '御窑花园  | 5室2厅 | 199平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2006年建板楼  -  活力岛', '276万', '单价13870元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170630/6e262257-de10-4b7e-acbd-95837ff4d689.jpg.296x216.jpg', '积水住宅东区  三开间朝南  家电家具齐全  拎包入住', '姑苏裕沁庭  | 3室2厅 | 140.99平米 | 南 北 | 精装 | 有电梯', '低楼层(共31层)2016年建板塔结合  -  活力岛', '400万', '单价28371元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadc53ea8ac-89c2-4799-a76f-b4269f2d54b3.jpg.296x216.jpg', '御苑家园精装三房，通透性好，拎包即住', '御苑家园B、C区  | 3室2厅 | 141平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2006年建板楼  -  活力岛', '306万', '单价21703元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2c1ab806-929e-42d8-9ff6-3697d63cac8c.png.296x216.jpg', '嘉和丽园精装修三房，127平方，看房比较方便', '嘉和丽园  | 3室2厅 | 127平米 | 南 北 | 精装 | 有电梯', '高楼层(共9层)2005年建板楼  -  元和', '230万', '单价18111元/平米')
('https://image1.ljcdn.com/320500-inspection/e4c05d8d-ad69-4c0d-8db4-65045d03b04e.jpg.296x216.jpg', '房子为大三房，房型很好。房子空置，提前预约可看', '金辉融侨城  | 3室2厅 | 117.5平米 | 南 | 毛坯 | 有电梯', '低楼层(共24层)2014年建板楼  -  活力岛', '260万', '单价22128元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170402/e5be45a7-b3f4-43f3-9050-732b6a424cc8.jpg.296x216.jpg', '南北朝向三房 20万全新自住装修 看房方便', '香城花园一区  | 3室2厅 | 120平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2012年建板楼  -  元和', '219万', '单价18250元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160821/034d89d1-5f69-4217-a25d-0375d3a3eb82.jpg.296x216.jpg', '元和之春精装修三房，135平，245万', '元和之春  | 3室2厅 | 135平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2006年建板楼  -  元和', '245万', '单价18149元/平米')
('https://image1.ljcdn.com/320500-inspection/d346fd22-30be-43fb-b834-c3d46af0a08e.jpg.296x216.jpg', '紫金湾 4室2厅 1000万', '紫金湾  | 4室2厅 | 439.61平米 | 南 | 其他', '低楼层(共3层)暂无数据  -  元和', '1000万', '单价22748元/平米')
('https://image1.ljcdn.com/320500-inspection/test-65ada319-7247-4777-b48d-ee6dce2e7342.png.296x216.jpg', '橡树湾大平层 毛坯大四房 华润物业 小区品质好', '橡树湾花园  | 4室2厅 | 185平米 | 暂无数据 | 毛坯 | 有电梯', '低楼层(共16层)2012年建板楼  -  活力岛', '365万', '单价19730元/平米')
('https://image1.ljcdn.com/320500-inspection/aa5b6bb2-94fb-4e17-b4d8-27cada4246b0.jpg.296x216.jpg', '嘉和丽园 3室2厅 199万', '嘉和丽园  | 3室2厅 | 111平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2005年建板楼  -  元和', '199万', '单价17928元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171203/cf9b872b-59d2-489a-bf30-2fd066600815.jpg.296x216.jpg', '锦绣江南，精装两房，南北通透，看房方便，带一个车位', '锦绣江南  | 2室2厅 | 108.73平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2005年建板楼  -  元和', '180万', '单价16555元/平米')
('https://image1.ljcdn.com/320500-inspection/bd3d8a75-6347-460d-a381-be4039155434.jpg.296x216.jpg', '首开班芙春天花园 2室2厅 180万', '首开班芙春天花园  | 2室2厅 | 95.16平米 | 南 | 精装 | 有电梯', '低楼层(共25层)2012年建板楼  -  活力岛', '180万', '单价18916元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0dcdb1e3-585f-431d-825b-00f3a0d6435c.png.296x216.jpg', '锦绣江南三房，南北通透，三开间朝南，37平米大客厅', '锦绣江南  | 3室2厅 | 143.9平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2005年建板楼  -  元和', '275万', '单价19111元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170313/9ee91e67-e8f1-4e45-ba26-ba62809656d2.jpg.296x216.jpg', '欧风丽苑两房.南北通透交通便利', '欧风丽苑  | 2室2厅 | 88.76平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2012年建塔楼  -  元和', '170万', '单价19153元/平米')
('https://image1.ljcdn.com/320500-inspection/1c72e117-fb22-4d16-a735-28456ed2a77d.jpg.296x216.jpg', '繁花中心 1室2厅 85万', '繁花中心  | 1室2厅 | 61.7平米 | 南 | 其他 | 有电梯', '中楼层(共15层)2014年建塔楼  -  活力岛', '85万', '单价13777元/平米')
('https://image1.ljcdn.com/320500-inspection/ac5f3041-012d-4293-aebf-49bb7ae0b57b.jpg.296x216.jpg', '荣盛阳光名邸 南北通透 双阳台 精装修', '荣盛阳光名邸  | 3室2厅 | 128.88平米 | 南 北 | 其他 | 有电梯', '高楼层(共9层)2005年建板楼  -  元和', '270万', '单价20950元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadeeee115b-9754-4466-95ea-8e9a4e8e42af.jpg.296x216.jpg', '晨曦馨苑 3室2厅 240万', '晨曦馨苑  | 3室2厅 | 115平米 | 南 北 | 其他 | 有电梯', '中楼层(共15层)2012年建板楼  -  元和', '240万', '单价20870元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160307/1862d1ed-428a-42f1-9fac-22fb45abd1b3.jpg.296x216.jpg', '康锦苑 6室2厅 409万', '康锦苑  | 6室2厅 | 310.63平米 | 南 | 毛坯 | 有电梯', '低楼层(共24层)2008年建板楼  -  元和', '409万', '单价13167元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170713/1b94e2ac-463b-46f4-b4a7-aed8984c4fb0.jpg.296x216.jpg', '高铁新城圆融广场 3室1厅 179万', '高铁新城圆融广场  | 3室1厅 | 85.66平米 | 南 | 简装 | 有电梯', '低楼层(共28层)2016年建板塔结合  -  高铁新城', '179万', '单价20897元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8d554b5d-eb36-4954-b9ba-977587ec03f8.png.296x216.jpg', '香城颐园 通透三房 带买断车位 诚心出售', '香城颐园  | 3室2厅 | 106平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2011年建板楼  -  元和', '237万', '单价22359元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161009/1ba406f1-0714-458c-a279-bd4405f2e04c.jpg.296x216.jpg', '合景峰汇十期 2室1厅 61万', '合景峰汇十期  | 2室1厅 | 46.7平米 | 南 | 精装 | 有电梯', '高楼层(共19层)2013年建板楼  -  活力岛', '61万', '单价13063元/平米')
('https://image1.ljcdn.com/320500-inspection/1771d8d9-0110-4736-acca-78bbdb476522.jpg.296x216.jpg', '恒基LOFE公寓 朝南户型采光好 精装修保养好', '恒基花漾LOFT  | 2室2厅 | 48.7平米 | 南 | 其他 | 有电梯', '中楼层(共20层)2017年建板楼  -  活力岛', '82万', '单价16838元/平米')
('https://image1.ljcdn.com/320500-inspection/29530cc2-a0e0-4647-88e8-65b967a3ba03.jpg.296x216.jpg', '合景峰汇三期 60万装修 三房 大阳台 有车位', '合景峰汇三期  | 3室2厅 | 100.73平米 | 南 | 其他 | 有电梯', '低楼层(共23层)2010年建板楼  -  活力岛', '260万', '单价25812元/平米')
('https://image1.ljcdn.com/320500-inspection/a940c636-3151-4627-9833-695fe3c4eb3d.jpg.296x216.jpg', '万宇名都精装正两房，离地铁直线两百米', '万宇名都花园  | 2室2厅 | 92平米 | 南 北 | 其他 | 有电梯', '低楼层(共16层)2014年建塔楼  -  元和', '180万', '单价19566元/平米')
('https://image1.ljcdn.com/320500-inspection/test-aa9850c0-c914-43a2-9aae-aa1dd33409af.png.296x216.jpg', '香城花园，顶复，四房，带南露台，户型方正，随时看房', '香城花园三区  | 4室3厅 | 95平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2008年建板楼  -  元和', '230万', '单价24211元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5484cca2-9baf-4429-abc4-97729fb4639a.png.296x216.jpg', '元和之春 户型方正  南北双阳台 精装3房 随时看', '元和之春  | 3室2厅 | 135平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2006年建板楼  -  元和', '235万', '单价17408元/平米')
('https://image1.ljcdn.com/320500-inspection/test-657641ad-5344-44cd-8f93-6129faa163dd.png.296x216.jpg', '依云水岸 4室3厅 480万', '依云水岸   | 联排别墅 | 4室3厅 | 191平米 | 南 | 精装 | 无电梯', '4层2006年建板楼  -  元和', '480万', '单价25131元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8cf98a7d-3b46-46b6-afa3-0057de086daf.png.296x216.jpg', '恒基水漾花城2+1户型 房东诚心出售', '恒基水漾花城  | 3室2厅 | 87.3平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2017年建塔楼  -  活力岛', '187万', '单价21421元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4bc61f86-3e87-4674-8480-1a4b5b544c84.png.296x216.jpg', '30万精装修，小三房，东边套，南北通透，自是风景！！', '恒基花漾LOFT  | 2室2厅 | 66平米 | 南 北 | 精装 | 有电梯', '中楼层(共20层)2017年建板楼  -  活力岛', '123万', '单价18637元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170619/8f93f974-d179-4e54-b556-d2f3b8785fb1.jpg.296x216.jpg', '顶带阁户型送露台。两层可分开使用，单价1.111万。', '御窑花园  | 3室2厅 | 216平米 | 南 | 简装 | 无电梯', '高楼层(共5层)2006年建板楼  -  活力岛', '240万', '单价11112元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8f2e6701-b5c7-43e8-aecd-c7d2121de0ed.png.296x216.jpg', '精装修，有钥匙，看房方便，价格可谈。', '合景峰汇十期  | 2室1厅 | 47.48平米 | 南 | 精装 | 有电梯', '中楼层(共19层)2013年建板楼  -  活力岛', '67万', '单价14112元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170227/388ec9d0-9c5a-4848-a6f4-9f4a28eb1aae.jpg.296x216.jpg', '电梯洋房三室两厅一卫81.74平205万  随时可看', '万科北宸之光  | 3室2厅 | 81.74平米 | 南 北 | 其他 | 有电梯', '高楼层(共9层)2017年建板塔结合  -  活力岛', '205万', '单价25080元/平米')
('', '毛呸房，楼层好，一直空置，诚意出售，有钥匙', '御苑家园B、C区  | 2室1厅 | 64.97平米 | 南 | 毛坯 | 有电梯', '高楼层(共17层)2006年建板楼  -  活力岛', '133万', '单价20471元/平米')
('https://image1.ljcdn.com/320500-inspection/1f17526c-86e4-434c-88a2-77fa3da163de.jpg.296x216.jpg', '香城花园二区精装修大三房，南北通透诚心出售。', '香城花园二区  | 3室2厅 | 121.62平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2007年建板楼  -  元和', '235万', '单价19323元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170504/3e52440e-1497-4c8c-b553-5a9bc5683c07.jpg.296x216.jpg', '尚景花苑 精装通透三房 拎包入住', '尚景湾  | 3室2厅 | 142平米 | 南 北 | 精装 | 有电梯', '高楼层(共24层)2015年建板楼  -  黄桥', '256万', '单价18029元/平米')
('https://image1.ljcdn.com/320500-inspection/964ac76d-b693-4897-9302-b51b79010c0b.jpg.296x216.jpg', '花好月圆 精装三房 伦敦桥小外滩 新小区 诚心出售', '花好月圆  | 3室2厅 | 108平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2012年建板楼  -  元和', '200万', '单价18519元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170306/5e609baf-da17-49c2-a5de-6aed7cdfb094.jpg.296x216.jpg', '尚景湾 4室2厅 265万', '尚景湾  | 4室2厅 | 142.99平米 | 南 北 | 精装 | 有电梯', '低楼层(共24层)2015年建板楼  -  黄桥', '265万', '单价18533元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6b1439ba-9057-4bf4-a907-c775bcf7d6f2.png.296x216.jpg', '精装修 复式公寓 办公装修 办公座椅', '新尚商业广场  | 2室2厅 | 66.82平米 | 南 西 | 其他 | 有电梯', '低楼层(共18层)板楼  -  元和', '58万', '单价8681元/平米')
('https://image1.ljcdn.com/320500-inspection/86f305b6-059c-48f0-b43c-33999d5bdb9f.jpg.296x216.jpg', '荷美名邸 3室2厅 307万', '荷美名邸  | 3室2厅 | 143.88平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2015年建板楼  -  黄桥', '307万', '单价21338元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180102/5357fb57-4d59-4198-b128-1c8f6202128c.jpg.296x216.jpg', '华辰南区 精装小3房 满二 看房方便', '华辰嘉园南区  | 3室2厅 | 98平米 | 南 北 | 精装 | 有电梯', '低楼层(共15层)2009年建板楼  -  活力岛', '215万', '单价21939元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadd9ac6374-aa10-455a-9167-6d61386cda23.jpg.296x216.jpg', '恒基LOFT挑高4.9米，精装修东边户', '恒基花漾LOFT  | 3室2厅 | 65.58平米 | 南 北 | 精装 | 有电梯', '低楼层(共20层)2017年建板楼  -  活力岛', '120万', '单价18299元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5aef613f-0266-45db-87fb-0dacdd2e14a3.png.296x216.jpg', '精装两房，自住装修，看房方便，配套齐全！', '凯翔国际广场公寓  | 2室2厅 | 75.43平米 | 西北 | 其他 | 有电梯', '低楼层(共33层)2009年建板楼  -  元和', '100万', '单价13258元/平米')
