('https://image1.ljcdn.com/440600-inspection/test-4dad8e1a-6bfb-4c18-9472-ded3a55f49df.png.296x216.jpg', '依云天汇 3室2厅 265万', '依云天汇  | 3室2厅 | 102.12平米 | 南 | 其他', '低楼层(共45层)2011年建塔楼  -  千灯湖', '265万', '单价25950元/平米')
('https://image1.ljcdn.com/440600-inspection/08d4d863-603c-4df4-99ba-7ec068e7c436.jpg.296x216.jpg', '鹿璟村 交通方便 3房两厅', '鹿璟村  | 3室2厅 | 143平米 | 北 | 精装', '高楼层(共28层)2003年建塔楼  -  桂城东（城市广场）', '300万', '单价20980元/平米')
('https://image1.ljcdn.com/440600-inspection/b72d8a74-4230-4761-be91-753be18aae02.jpg.296x216.jpg', '灯湖领秀 新装修 南北对流', '灯湖领秀  | 4室2厅 | 173平米 | 南 北 | 毛坯', '低楼层(共28层)2015年建塔楼  -  千灯湖', '500万', '单价28902元/平米')
('https://image1.ljcdn.com/440600-inspection/696a7eec-1608-4b2a-8417-4cbb2f140233.JPG.296x216.jpg', '恒福天悦花园 3室2厅 115万', '恒福天悦花园  | 3室2厅 | 78.89平米 | 南 | 毛坯', '高楼层(共30层)2016年建塔楼  -  狮山', '115万', '单价14578元/平米')
('https://image1.ljcdn.com/440600-inspection/269d2bdc-2583-4075-b0b7-be0901690d49.jpg.296x216.jpg', '怡翠世嘉花园 3室2厅 260万', '怡翠世嘉花园  | 3室2厅 | 108平米 | 南 北 | 其他', '低楼层(共32层)2012年建塔楼  -  平洲', '260万', '单价24075元/平米')
('https://image1.ljcdn.com/440600-inspection/86b0be3c-30f2-46c2-89c8-d6156086e8db.JPG.296x216.jpg', '罗村风度花园 4室2厅 195万', '罗村风度花园  | 4室2厅 | 126.28平米 | 北 | 其他', '中楼层(共14层)2014年建塔楼  -  罗村', '195万', '单价15442元/平米')
('https://image1.ljcdn.com/440600-inspection/a8416cb8-dba9-474e-af45-e4453570ddce.jpg.296x216.jpg', '雅居蓝湾大沥 3室2厅 175万', '雅居蓝湾大沥  | 3室2厅 | 77.72平米 | 东 | 其他', '高楼层(共12层)塔楼  -  大沥', '175万', '单价22517元/平米')
('https://image1.ljcdn.com/440600-inspection/0bc60be2-b1f4-45fc-8577-574fca4f308d.jpg.296x216.jpg', '名汇嘉园 温馨两房 格局方正', '名汇嘉园  | 2室2厅 | 76.9平米 | 南 | 其他', '中楼层(共18层)2013年建塔楼  -  桂城北（南海广场）', '132万', '单价17166元/平米')
('https://image1.ljcdn.com/440600-inspection/f0006609-b8a9-4a1c-9cb8-5ba6858f4749.JPG.296x216.jpg', '黄岐第一城 3室2厅 230万', '黄岐第一城  | 3室2厅 | 120平米 | 南 | 其他', '中楼层(共12层)1997年建塔楼  -  黄岐', '230万', '单价19167元/平米')
('https://image1.ljcdn.com/440600-inspection/25e68a02-982f-4d73-aecf-bf00a9cbff63.JPG.296x216.jpg', '奥园公园一号 3室2厅 213万', '奥园公园一号  | 3室2厅 | 118.2平米 | 东 | 毛坯', '高楼层(共17层)2016年建塔楼  -  罗村', '213万', '单价18021元/平米')
('https://image1.ljcdn.com/440600-inspection/46b08d0f-39e2-472f-8465-40b6390d2c43.jpg.296x216.jpg', '千灯湖 千灯湖花园 千灯湖一号 千灯湖1号 南北通透', '中海千灯湖花园  | 4室2厅 | 190.5平米 | 南 北 | 毛坯', '低楼层(共44层)2013年建塔楼  -  千灯湖', '595万', '单价31234元/平米')
('https://image1.ljcdn.com/440600-inspection/d07b84a9-3f39-4daa-94ff-55a08a21a6df.JPG.296x216.jpg', '中恒海晖城 3室2厅 128万', '中恒海晖城  | 3室2厅 | 92平米 | 东南 | 其他', '中楼层(共16层)2018年建塔楼  -  狮山', '128万', '单价13914元/平米')
('https://image1.ljcdn.com/440600-inspection/7e9f5cb9-80f7-481e-8264-731087f258e3.jpg.296x216.jpg', '中铁建国际公馆 3室2厅 280万', '中铁建国际公馆  | 3室2厅 | 91.24平米 | 南 | 其他', '低楼层(共30层)2016年建塔楼  -  千灯湖', '280万', '单价30689元/平米')
('https://image1.ljcdn.com/440600-inspection/1c06292e-4c5c-4ed2-a547-adf813e8103f.JPG.296x216.jpg', '长信银湾 3室2厅 140万', '长信银湾  | 3室2厅 | 90.29平米 | 南 | 其他', '中楼层(共18层)2014年建塔楼  -  罗村', '140万', '单价15506元/平米')
('https://image1.ljcdn.com/440600-inspection/ca34ab02-df22-49b7-8a2a-afd63454a471.JPG.296x216.jpg', '长信银湾 复式单位', '长信银湾  | 5室2厅 | 92平米 | 南 | 毛坯', '高楼层(共18层)2013年建塔楼  -  罗村', '185万', '单价20109元/平米')
('https://image1.ljcdn.com/440600-inspection/35722201-f9e0-433d-87f9-9c07eb6f5238.jpg.296x216.jpg', '依云华府 成熟小区 环境优美 电梯洋房', '依云华府  | 3室2厅 | 90平米 | 南 | 精装', '低楼层(共16层)2018年建塔楼  -  狮山', '168万', '单价18667元/平米')
('https://image1.ljcdn.com/440600-inspection/1e6fe058-4366-4140-a310-b729dc97422b.JPG.296x216.jpg', '嘉禾新城美丽家园 3室2厅 152.5万', '嘉禾新城美丽家园  | 3室2厅 | 122平米 | 南 北 | 精装', '中楼层(共6层)2003年建板楼  -  罗村', '152.5万', '单价12500元/平米')
('https://image1.ljcdn.com/440600-inspection/5a093c3f-ffd1-488f-9c6c-442e64b37e3f.jpg.296x216.jpg', '沙面新城 4室2厅 245万', '沙面新城  | 4室2厅 | 175平米 | 东南 | 其他', '中楼层(共8层)2003年建塔楼  -  黄岐', '245万', '单价14000元/平米')
('https://image1.ljcdn.com/440600-inspection/3dddc842-f298-401f-b144-d21a9e52163c.jpg.296x216.jpg', '鹿璟村鹿康居 6室2厅 424万', '鹿璟村鹿康居  | 6室2厅 | 212平米 | 北 | 简装', '高楼层(共15层)2003年建塔楼  -  桂城东（城市广场）', '424万', '单价20000元/平米')
('https://image1.ljcdn.com/440600-inspection/8acaf339-341f-47d2-8d36-322df25f7e6b.jpg.296x216.jpg', '怡翠尊堤 3室2厅 280万', '怡翠尊堤  | 3室2厅 | 118.88平米 | 东南 南 | 其他', '高楼层(共34层)塔楼  -  大沥', '280万', '单价23554元/平米')
('https://image1.ljcdn.com/440600-inspection/3bea8d70-5f68-4ad0-80b2-6b10fa7f6068.jpg.296x216.jpg', '奥园公园一号 舒适小区', '奥园公园一号  | 2室2厅 | 79.66平米 | 东南 | 毛坯', '中楼层(共17层)2016年建塔楼  -  罗村', '150万', '单价18831元/平米')
('https://image1.ljcdn.com/440600-inspection/703cf8ac-52e8-47cd-8eb4-77b9fb6e77b2.jpg.296x216.jpg', '雅居乐御景名门 3室1厅 220万', '雅居乐御景名门  | 3室1厅 | 89.7平米 | 东 | 其他', '高楼层(共32层)2012年建塔楼  -  黄岐', '220万', '单价24527元/平米')
('https://image1.ljcdn.com/440600-inspection/ead5dabe-d72d-43d2-9c83-19f4adf4b841.jpg.296x216.jpg', '康怡花园 2室2厅 75万', '康怡花园  | 2室2厅 | 66.4平米 | 东南 | 精装', '高楼层(共8层)2003年建塔楼  -  平洲', '75万', '单价11296元/平米')
('https://image1.ljcdn.com/440600-inspection/28cfaa28-63e8-400f-a3e5-ffada1f58ca0.jpg.296x216.jpg', '中海千灯湖花园 5室2厅 600万', '中海千灯湖花园  | 5室2厅 | 209.66平米 | 南 | 毛坯', '低楼层(共44层)2013年建塔楼  -  千灯湖', '600万', '单价28618元/平米')
('https://image1.ljcdn.com/440600-inspection/e95746ac-b091-4a26-9d40-b60e4b78063f.JPG.296x216.jpg', '长信银湾 4室2厅 215万', '长信银湾  | 4室2厅 | 153.27平米 | 南 | 其他', '中楼层(共21层)2013年建塔楼  -  罗村', '215万', '单价14028元/平米')
('https://image1.ljcdn.com/440600-inspection/c129d1fb-b365-4ff4-b2da-6ff7b65f7a09.JPG.296x216.jpg', '东海花园 3室2厅 223万', '东海花园  | 3室2厅 | 111.4平米 | 南 | 精装', '中楼层(共17层)2002年建板塔结合  -  千灯湖', '223万', '单价20018元/平米')
('https://image1.ljcdn.com/440600-inspection/bd064bbe-b656-4b15-b4f7-63335e00be00.jpg.296x216.jpg', '中海锦城国际花园 3室2厅 310万', '中海锦城国际花园  | 3室2厅 | 124平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  千灯湖', '310万', '单价25000元/平米')
('https://image1.ljcdn.com/440600-inspection/7cdd77cc-36f0-4063-bf9b-98d46aef3f65.JPG.296x216.jpg', '时代倾城 1室1厅 70万', '时代倾城  | 1室1厅 | 42.66平米 | 东南 | 其他', '低楼层(共15层)2016年建塔楼  -  罗村', '70万', '单价16409元/平米')
('https://image1.ljcdn.com/440600-inspection/4027e863-6993-4bb7-afa9-a2161df2c084.jpg.296x216.jpg', '尚观御园 配套完善 交通便利', '尚观御园  | 2室1厅 | 83.37平米 | 西 | 毛坯', '中楼层(共14层)2012年建塔楼  -  罗村', '145万', '单价17393元/平米')
('https://image1.ljcdn.com/440600-inspection/d594826a-7b2a-4cd7-9b0e-a2d8fd15fc9d.jpg.296x216.jpg', '江南名居 户型方正 交通便利', '江南名居  | 3室2厅 | 146平米 | 南 | 精装', '中楼层(共25层)2006年建塔楼  -  桂城北（南海广场）', '286万', '单价19590元/平米')
('https://image1.ljcdn.com/440600-inspection/c1f06248-585f-43a2-8787-932da044518b.jpg.296x216.jpg', '富豪花园 大三房 配套齐', '富豪花园  | 3室2厅 | 127.41平米 | 南 | 精装', '高楼层(共8层)1999年建塔楼  -  天佑', '132万', '单价10361元/平米')
('https://image1.ljcdn.com/440600-inspection/dd8dcfe9-4046-480d-b5be-02bd6bbed0af.jpg.296x216.jpg', '星晖.叠翠新城 5室2厅 360万', '星晖.叠翠新城  | 5室2厅 | 219.5平米 | 南 | 其他', '高楼层(共16层)2007年建塔楼  -  叠窖', '360万', '单价16401元/平米')
('https://image1.ljcdn.com/440600-inspection/28517ea4-1bfb-4078-8339-c0a0c367bf69.JPG.296x216.jpg', '翠湖绿洲花园 4室2厅 200万', '翠湖绿洲花园  | 4室2厅 | 144平米 | 南 | 毛坯', '低楼层(共14层)2010年建塔楼  -  罗村', '200万', '单价13889元/平米')
('https://image1.ljcdn.com/440600-inspection/7149eb55-ac05-4ffd-8985-360ac83f4628.JPG.296x216.jpg', '海星居 4室2厅 190万', '海星居  | 4室2厅 | 139.88平米 | 南 北 | 精装', '低楼层(共11层)塔楼  -  罗村', '190万', '单价13584元/平米')
('https://image1.ljcdn.com/440600-inspection/3b01d494-0118-4dd7-90e3-c45589d983f7.jpg.296x216.jpg', '花苑广场新区大两房户型 地段优越', '花苑广场  | 2室2厅 | 95平米 | 南 | 简装', '中楼层(共8层)2000年建塔楼  -  桂城东（城市广场）', '150万', '单价15790元/平米')
('https://image1.ljcdn.com/440600-inspection/64658155-f666-4d9a-af35-fb53710a4c98.JPG.296x216.jpg', '上林苑 3室2厅 143.8万', '上林苑  | 3室2厅 | 90.78平米 | 南 | 其他', '低楼层(共17层)2013年建塔楼  -  狮山', '143.8万', '单价15841元/平米')
('https://image1.ljcdn.com/440600-inspection/9a862101-1184-48ce-8ae8-01f51e2f1a8b.jpg.296x216.jpg', '万科金域蓝湾维景湾 4室2厅 443万', '万科金域蓝湾维景湾  | 4室2厅 | 211平米 | 南 北 | 其他', '低楼层(共30层)2015年建塔楼  -  平洲', '443万', '单价20996元/平米')
('https://image1.ljcdn.com/440600-inspection/5024994c-6c1c-4344-a25e-8989240da9f1.jpg.296x216.jpg', '丽雅苑北区 4室2厅 315万', '丽雅苑北区  | 4室2厅 | 163平米 | 北 | 其他', '低楼层(共29层)2002年建塔楼  -  桂城北（南海广场）', '315万', '单价19326元/平米')
('https://image1.ljcdn.com/440600-inspection/8669f0f1-48b3-4765-a5db-aa187008d776.jpg.296x216.jpg', '名汇嘉园 2室2厅 140万', '名汇嘉园  | 2室2厅 | 77.82平米 | 南 | 其他', '低楼层(共18层)2013年建塔楼  -  桂城北（南海广场）', '140万', '单价17991元/平米')
('https://image1.ljcdn.com/440600-inspection/e2280270-b9f6-48cd-ac45-db882a3aee94.JPG.296x216.jpg', '时代倾城 5室2厅 450万', '时代倾城  | 5室2厅 | 390平米 | 南 | 毛坯', '3层暂无数据  -  罗村', '450万', '单价11539元/平米')
('https://image1.ljcdn.com/440600-inspection/52bd0a83-914a-4658-b08a-be513f307c92.JPG.296x216.jpg', '东海花园 3室2厅 215万', '东海花园  | 3室2厅 | 113.75平米 | 西北 | 其他', '中楼层(共17层)2002年建板塔结合  -  千灯湖', '215万', '单价18902元/平米')
('https://image1.ljcdn.com/440600-inspection/2031f646-bf17-4931-8259-9e5ecf815803.jpg.296x216.jpg', '万科金域中央 3室2厅 195万', '万科金域中央  | 3室2厅 | 89.81平米 | 北 | 其他', '高楼层(共41层)2013年建塔楼  -  平洲', '195万', '单价21713元/平米')
('https://image1.ljcdn.com/440600-inspection/e9516890-c1a2-490e-8161-3010a363171e.JPG.296x216.jpg', '柏悦华府 3室2厅 185万', '柏悦华府  | 3室2厅 | 90平米 | 南 | 其他', '高楼层(共29层)塔楼  -  里水', '185万', '单价20556元/平米')
('https://image1.ljcdn.com/440600-inspection/e1e7ba91-3737-426b-b056-f1596b6eeba2.JPG.296x216.jpg', '名雅花园 电梯洋房', '黄岐名雅花园  | 3室2厅 | 131平米 | 东南 | 简装', '高楼层(共17层)2000年建塔楼  -  黄岐', '233万', '单价17787元/平米')
('https://image1.ljcdn.com/440600-inspection/4ed1d41a-f9de-4cec-b5a7-cec16f93722e.jpg.296x216.jpg', '碧海湾 毛坯三房', '碧海湾  | 3室2厅 | 137平米 | 南 | 其他', '中楼层(共12层)2012年建塔楼  -  平洲', '218万', '单价15913元/平米')
('https://image1.ljcdn.com/440600-inspection/04a3cf91-21f4-4921-b3b8-e3b00df745af.jpg.296x216.jpg', '罗村风度广场 3室2厅 172万', '罗村风度广场  | 3室2厅 | 98.46平米 | 东北 | 其他', '低楼层(共13层)2012年建塔楼  -  罗村', '172万', '单价17470元/平米')
('https://image1.ljcdn.com/440600-inspection/c8428b0c-2ff5-41e4-8d88-5b5ae455f5a2.jpg.296x216.jpg', '富丰新城 中层单位 证满两年 随时可看', '富丰新城  | 3室2厅 | 89平米 | 南 | 其他', '中楼层(共32层)2012年建塔楼  -  平洲', '205万', '单价23034元/平米')
('https://image1.ljcdn.com/440600-inspection/9ac58143-4a1f-41ea-aa4c-251f7f613517.jpg.296x216.jpg', '雅居乐御景名门 3室1厅 215万', '雅居乐御景名门  | 3室1厅 | 89.18平米 | 北 | 其他', '低楼层(共28层)2012年建塔楼  -  黄岐', '215万', '单价24109元/平米')
('https://image1.ljcdn.com/440600-inspection/6d015c04-7961-4084-90d3-8c4bd1b9411a.jpg.296x216.jpg', '保利花园 南北通透 四房两厅', '保利花园一期  | 4室2厅 | 192.23平米 | 东 | 毛坯', '中楼层(共26层)2009年建塔楼  -  千灯湖', '500万', '单价26011元/平米')
('https://image1.ljcdn.com/440600-inspection/ca50c23e-cf48-46ba-9ffb-cb2fe963f83d.jpg.296x216.jpg', '鹿璟村鹿康居 3室2厅 245万', '鹿璟村鹿康居  | 3室2厅 | 115.81平米 | 北 | 其他', '低楼层(共15层)2003年建塔楼  -  桂城东（城市广场）', '245万', '单价21156元/平米')
('https://image1.ljcdn.com/440600-inspection/72b3b2c5-0e38-4442-8811-11dae6b6ed05.jpg.296x216.jpg', '长信银湾 配套成熟', '长信银湾  | 4室2厅 | 154平米 | 东南 | 其他', '中楼层(共18层)2013年建塔楼  -  罗村', '250万', '单价16234元/平米')
('https://image1.ljcdn.com/440600-inspection/60858ef8-e85e-4db1-b3dd-bd3555dc9b49.jpg.296x216.jpg', '星晖.叠翠新城 3室2厅 240万', '星晖.叠翠新城  | 3室2厅 | 119平米 | 西北 | 其他', '中楼层(共17层)2007年建塔楼  -  叠窖', '240万', '单价20169元/平米')
('https://image1.ljcdn.com/440600-inspection/b905cfa1-c94d-4a79-bd26-1ee072af4fa6.JPG.296x216.jpg', '河畔花园 3室2厅 115万', '河畔花园  | 3室2厅 | 79.2平米 | 西南 | 其他', '高楼层(共9层)1997年建塔楼  -  黄岐', '115万', '单价14521元/平米')
('https://image1.ljcdn.com/440600-inspection/ef1833a2-e563-4120-9d2c-b2b55f44f70e.jpg.296x216.jpg', '江滨大厦 2室2厅 40万', '江滨大厦  | 2室2厅 | 38平米 | 西 | 其他', '高楼层(共9层)2001年建塔楼  -  黄岐', '40万', '单价10527元/平米')
('https://image1.ljcdn.com/440600-inspection/f2777416-0cfd-4b3e-8ba6-a152b78961bf.jpg.296x216.jpg', '江南名居 3室2厅 250万', '江南名居  | 3室2厅 | 110.61平米 | 东南 | 其他', '中楼层(共22层)2006年建塔楼  -  桂城北（南海广场）', '250万', '单价22602元/平米')
('https://image1.ljcdn.com/440600-inspection/161cc8b6-6c97-43c2-be2a-efbfe19d1746.jpg.296x216.jpg', '海景花园 3室2厅 150万', '海景花园  | 3室2厅 | 120.63平米 | 南 北 | 其他', '中楼层(共8层)塔楼  -  千灯湖', '150万', '单价12435元/平米')
('https://image1.ljcdn.com/440600-inspection/92476178-400b-44e4-9447-1868cc6665bf.JPG.296x216.jpg', '万科金御华府 4室2厅 400万', '万科金御华府  | 4室2厅 | 155平米 | 东南 | 精装', '中楼层(共30层)2008年建塔楼  -  桂城东（城市广场）', '400万', '单价25807元/平米')
('https://image1.ljcdn.com/440600-inspection/699ff452-8c49-4a4f-af81-a2af019a2aa6.jpg.296x216.jpg', '万科金域蓝湾维景湾 3室3厅 265万', '万科金域蓝湾维景湾  | 3室3厅 | 118平米 | 东南 | 其他', '中楼层(共32层)2015年建塔楼  -  平洲', '265万', '单价22458元/平米')
('https://image1.ljcdn.com/440600-inspection/520695ae-ae28-4aec-82be-2679145752f3.JPG.296x216.jpg', '罗湖花园 3室2厅 130万', '罗湖花园  | 3室2厅 | 108平米 | 南 | 其他', '低楼层(共8层)2003年建塔楼  -  罗村', '130万', '单价12038元/平米')
('https://image1.ljcdn.com/440600-inspection/9b748780-a36f-424f-874c-090b608dcf62.JPG.296x216.jpg', '万达华府 4房两厅  成熟小区 交通方便', '万达华府  | 4室2厅 | 143平米 | 南 北 | 精装', '中楼层(共52层)2014年建塔楼  -  千灯湖', '450万', '单价31469元/平米')
('https://image1.ljcdn.com/440600-inspection/4d3f558f-b466-4808-a7fe-c6e87a4c4307.jpg.296x216.jpg', '沙面新城 三期 证过五年', '沙面新城  | 4室1厅 | 112平米 | 北 | 简装', '高楼层(共14层)2003年建塔楼  -  黄岐', '210万', '单价18750元/平米')
('https://image1.ljcdn.com/440600-inspection/a61e91ae-701f-401c-8441-5d964541b9e9.jpg.296x216.jpg', '罗村荣华楼 2室2厅 74万', '罗村荣华楼  | 2室2厅 | 84.59平米 | 南 | 其他', '中楼层(共8层)1995年建板楼  -  罗村', '74万', '单价8749元/平米')
('https://image1.ljcdn.com/440600-inspection/acc1dc65-c037-4c75-b731-4e812ce3fc77.JPG.296x216.jpg', '长信银湾 复式4房', '长信银湾  | 4室2厅 | 90平米 | 北 | 其他', '高楼层(共18层)2013年建塔楼  -  罗村', '190万', '单价21112元/平米')
('https://image1.ljcdn.com/440600-inspection/bf8aa854-c22f-47cb-a759-74774ff73cc5.jpg.296x216.jpg', '创鸿水韵尚都 4室2厅 460万', '创鸿水韵尚都  | 4室2厅 | 191平米 | 东 西 | 其他', '低楼层(共40层)2012年建塔楼  -  千灯湖', '460万', '单价24084元/平米')
('https://image1.ljcdn.com/440600-inspection/89920f48-fef6-4649-ab3d-f5d41b550b0f.jpg.296x216.jpg', '保利花园 安静舒适 园林中间', '保利花园三期  | 4室2厅 | 145平米 | 南 北 | 其他', '中楼层(共18层)2009年建塔楼  -  千灯湖', '475万', '单价32759元/平米')
('https://image1.ljcdn.com/440600-inspection/ab5a1c19-dffe-477a-a539-80389a41b38e.jpg.296x216.jpg', '怡翠尊堤 3室2厅 215万', '怡翠尊堤  | 3室2厅 | 91.23平米 | 南 | 精装', '中楼层(共25层)塔楼  -  大沥', '215万', '单价23567元/平米')
('https://image1.ljcdn.com/440600-inspection/906a524c-2615-40c6-b0ce-bd42f02d093c.jpg.296x216.jpg', '桂丹颐景园 精装两房 格局方正 南向单位', '桂丹颐景园  | 2室2厅 | 74.53平米 | 南 | 精装', '高楼层(共33层)2016年建塔楼  -  丹灶', '93万', '单价12479元/平米')
('https://image1.ljcdn.com/440600-inspection/c57d083d-c1b5-4bac-b900-1fc5eba8e729.JPG.296x216.jpg', '力迅城筑 4室2厅 235万', '力迅城筑  | 4室2厅 | 135平米 | 东南 | 其他', '中楼层(共13层)2017年建塔楼  -  罗村', '235万', '单价17408元/平米')
