('https://image1.ljcdn.com/340100-inspection/d29bc567-db84-4449-bd5e-c46d29c0b2d2.JPG.296x216.jpg', '熔安家园，刚需两房，朝南户型，大阳台，采光好，诚售', '熔安家园  | 2室2厅 | 85.76平米 | 南 | 其他', '低楼层(共18层)2015年建塔楼  -  临湖', '115万', '单价13410元/平米')
('https://image1.ljcdn.com/340100-inspection/349315ea-fa8e-4444-9968-af90e8dd2bb6.JPG.296x216.jpg', '次新小区  翡翠湖畔  品质房源', '世茂翡翠首府  | 3室1厅 | 103平米 | 南 | 其他', '低楼层(共27层)塔楼  -  芙蓉', '158万', '单价15340元/平米')
('https://image1.ljcdn.com/340100-inspection/d74222d8-836f-489a-b44f-09579064d0e6.jpg.296x216.jpg', '佳境枫情苑 3室2厅 175万', '佳境枫情苑  | 3室2厅 | 109.29平米 | 南 | 其他', '高楼层(共6层)2009年建板楼  -  芙蓉', '175万', '单价16013元/平米')
('https://image1.ljcdn.com/340100-inspection/ee785299-bd13-4bab-82ba-d0b48ee886f1.jpg.296x216.jpg', '顶楼复式，南北通透，采光充足，业主诚心出售', '港澳花园  | 2室1厅 | 96.33平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  芙蓉', '140万', '单价14534元/平米')
('https://image1.ljcdn.com/340100-inspection/8545dfe6-bb5e-429c-aea7-0a7ebc1454cc.JPG.296x216.jpg', '此房满2年 明珠广场旁 婚房精装三房 保养好 楼层好', '尚泽大都会  | 3室2厅 | 112.98平米 | 南 | 其他', '高楼层(共34层)2015年建板楼  -  莲花', '195万', '单价17260元/平米')
('https://image1.ljcdn.com/340100-inspection/2e30d09a-1689-4ca2-af2c-af4b7f81ebc7.JPG.296x216.jpg', '满五唯一 两房朝南 全天采光 送六平米书房', '一里洋房  | 3室2厅 | 87.46平米 | 东 | 其他', '中楼层(共18层)2008年建板楼  -  芙蓉', '152万', '单价17380元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload2057f257-703c-4727-be4b-1d68643810ad.jpg.296x216.jpg', '翡翠湖畔 精装顶楼复式 南北通透', '翡翠花园  | 5室3厅 | 189.29平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  芙蓉', '201万', '单价10619元/平米')
('https://image1.ljcdn.com/340100-inspection/2eb3b2ef-bbd7-47ee-9a26-ec55bc7b813b.JPG.296x216.jpg', '葛洲坝玖珑府 4室2厅 280万', '葛洲坝玖珑府  | 4室2厅 | 125.36平米 | 南 北 | 其他', '中楼层(共8层)板楼  -  芙蓉', '280万', '单价22336元/平米')
('https://image1.ljcdn.com/340100-inspection/9ae078c7-a804-424a-986a-5b2c5af6c18c.JPG.296x216.jpg', '百乐门悦府 3室1厅 149.8万', '百乐门悦府  | 3室1厅 | 86平米 | 南 | 其他', '中楼层(共34层)2013年建板楼  -  莲花', '149.8万', '单价17419元/平米')
('https://image1.ljcdn.com/340100-inspection/edd0b533-cae0-4ca8-b9c6-019ed53fbe93.JPG.296x216.jpg', '满两年，中间楼层，无遮挡，采光充足，适宜居住', '翠微南园  | 3室2厅 | 82.81平米 | 南 | 其他', '中楼层(共6层)2006年建板楼  -  芙蓉', '120万', '单价14492元/平米')
('https://image1.ljcdn.com/340100-inspection/69f51733-a45f-477f-bd7e-b13bd85a55df.JPG.296x216.jpg', '明珠广场 出行方便 采光刺眼。', '汇林园  | 2室2厅 | 82平米 | 南 北 | 其他', '高楼层(共6层)2002年建板楼  -  莲花', '105万', '单价12805元/平米')
('https://image1.ljcdn.com/340100-inspection/782b7372-d8d5-4a9e-9436-fe525d0ffd58.JPG.296x216.jpg', '康利园 户型方正 毗邻南艳湖 业主置换诚心出售', '康利园  | 2室1厅 | 76.7平米 | 南 北 | 其他', '高楼层(共4层)2008年建板楼  -  海恒', '85万', '单价11083元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadf419d105-ba46-4992-8eaa-03ceb6c6488a.jpg.296x216.jpg', '政务南地处繁华地段 报业集团商品房 市政供暖', '报业园  | 3室2厅 | 138.74平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  芙蓉', '240万', '单价17299元/平米')
('https://image1.ljcdn.com/340100-inspection/6b7d6fdc-5bf9-4851-aa66-c724cc280fb4.JPG.296x216.jpg', '绿地滨湖印象 3室2厅 163万', '绿地滨湖印象  | 3室2厅 | 93.3平米 | 南 | 其他', '低楼层(共41层)2016年建塔楼  -  临湖', '163万', '单价17471元/平米')
('https://image1.ljcdn.com/340100-inspection/6bdf6eef-8153-4625-a373-0a1c13211177.JPG.296x216.jpg', '绿城翡翠湖玫瑰园 4室2厅 528万', '绿城翡翠湖玫瑰园  | 4室2厅 | 201.85平米 | 南 | 其他', '高楼层(共31层)2013年建塔楼  -  芙蓉', '528万', '单价26159元/平米')
('https://image1.ljcdn.com/340100-inspection/6b821e6b-4622-4ad1-bb92-bf0de0931630.JPG.296x216.jpg', '为你而选为你为家 南湖春城 精装两房 拎包即住', '南湖春城  | 2室2厅 | 89.9平米 | 南 | 其他', '低楼层(共6层)2008年建板楼  -  海恒', '142万', '单价15796元/平米')
('https://image1.ljcdn.com/340100-inspection/f648f240-8149-4ce4-990f-1c95ebc345a5.JPG.296x216.jpg', '紫金山庄 2室2厅 144万', '紫金山庄  | 2室2厅 | 92.89平米 | 南 | 其他', '高楼层(共16层)暂无数据  -  海恒', '144万', '单价15503元/平米')
('https://image1.ljcdn.com/340100-inspection/863ad214-0b4b-4af9-947a-77bb4ee84b6f.JPG.296x216.jpg', '两房朝南，户型方正，精装修，高楼层，采光好，视野开', '绿地滨湖国际花都  | 2室2厅 | 81.9平米 | 南 | 其他', '高楼层(共29层)2013年建塔楼  -  海恒', '150万', '单价18316元/平米')
('https://image1.ljcdn.com/340100-inspection/2b242628-b1b0-4806-8e52-62e9081ede95.JPG.296x216.jpg', '次新小区，纯毛坯，视野开阔，采光充足', '葛洲坝玖珑府  | 3室2厅 | 110平米 | 南 北 | 其他', '高楼层(共34层)塔楼  -  芙蓉', '200万', '单价18182元/平米')
('https://image1.ljcdn.com/340100-inspection/364edea6-e2b9-4763-a159-7be55fae0a54.JPG.296x216.jpg', '南湖春城，品质小区， 户型方正，楼层好，视野开阔', '南湖春城  | 3室2厅 | 110平米 | 南 | 其他', '中楼层(共26层)2008年建塔楼  -  海恒', '165万', '单价15000元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadc81aa4ca-c97b-4466-90c0-73fc3e334aa3.JPG.296x216.jpg', '近滨湖 南艳湖 经典复式 动静分离 楼上楼下双阳台', '滨湖前城  | 3室2厅 | 106.18平米 | 南 | 其他', '低楼层(共10层)2007年建板塔结合  -  临湖', '149万', '单价14033元/平米')
('https://image1.ljcdn.com/340100-inspection/e56b1633-e962-4a4b-aaa8-f26a286fae25.JPG.296x216.jpg', '滨湖前城精装两房  视野采光佳 业主诚售', '滨湖前城  | 2室2厅 | 88.89平米 | 南 | 其他', '高楼层(共18层)2007年建板塔结合  -  临湖', '130万', '单价14625元/平米')
('https://image1.ljcdn.com/340100-inspection/76b6aa64-0d9e-46b5-921c-3eaeeb82668e.JPG.296x216.jpg', '此房户型方正， 位置好 采光好，业主诚心出售', '佳境枫情苑  | 2室1厅 | 65平米 | 南 | 其他', '高楼层(共16层)2009年建板楼  -  芙蓉', '110万', '单价16924元/平米')
('https://image1.ljcdn.com/340100-inspection/2c558bcf-2c71-4d7c-ad5c-1a33dedbf27e.JPG.296x216.jpg', '世茂翡翠首府 4室2厅 235万', '世茂翡翠首府  | 4室2厅 | 130.91平米 | 南 北 | 其他', '高楼层(共34层)2017年建塔楼  -  芙蓉', '235万', '单价17952元/平米')
('https://image1.ljcdn.com/340100-inspection/3b686a68-d94e-487f-93ac-4bf928ed99e3.JPG.296x216.jpg', '明珠华庭 大三房，自住精装，拎包入住', '明珠华庭  | 3室2厅 | 123.7平米 | 南 | 其他', '高楼层(共18层)2008年建板楼  -  莲花', '152万', '单价12288元/平米')
('https://image1.ljcdn.com/340100-inspection/b007a429-4b77-415d-a199-03305d25e3bf.JPG.296x216.jpg', '绿地品质小区， 户型方正，小三房，采光好', '绿地滨湖国际花都  | 3室2厅 | 89平米 | 南 | 其他', '中楼层(共33层)2013年建塔楼  -  海恒', '170万', '单价19102元/平米')
('https://image1.ljcdn.com/340100-inspection/27d65ca5-b344-4e5a-9245-5f5df8983826.JPG.296x216.jpg', '南北通透，居家装修，拎包即住，业主诚心出售', '港澳花园  | 3室2厅 | 107.7平米 | 南 北 | 其他', '低楼层(共6层)2006年建板楼  -  芙蓉', '160万', '单价14857元/平米')
('https://image1.ljcdn.com/340100-inspection/75a5d202-d11e-4b93-90b1-b541fbba537d.JPG.296x216.jpg', '楼层高，采光视野好，南北通透，业主诚心卖', '南湖春城  | 3室2厅 | 126.08平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  海恒', '172万', '单价13643元/平米')
('https://image1.ljcdn.com/340100-inspection/72ea9714-85d6-4e4d-ab14-161b03517614.JPG.296x216.jpg', '繁华世家 3室2厅 172万', '繁华世家  | 3室2厅 | 107平米 | 南 | 其他', '低楼层(共9层)2006年建板楼  -  莲花', '172万', '单价16075元/平米')
('https://image1.ljcdn.com/340100-inspection/e4525a0e-7ac2-4af0-95c4-640f31113978.JPG.296x216.jpg', '一里洋房 4室1厅 167万', '一里洋房  | 4室1厅 | 109平米 | 南 北 | 其他', '低楼层(共15层)2008年建塔楼  -  芙蓉', '167万', '单价15322元/平米')
('https://image1.ljcdn.com/340100-inspection/95c85bf8-5169-4a2f-9eaa-7ef9ca10e473.JPG.296x216.jpg', '精装修，满两年，高楼层采光好，视野开阔，看房方便', '紫御府  | 3室2厅 | 102平米 | 南 北 | 其他', '高楼层(共34层)2013年建板楼  -  莲花', '218万', '单价21373元/平米')
('https://image1.ljcdn.com/340100-inspection/31aa51eb-b742-4648-abe5-141150933250.jpg.296x216.jpg', '政务南 次新小区 自住精装3房2卫 赠送68点多方的露台', '上湖名院  | 3室2厅 | 100.03平米 | 南 北 | 其他', '高楼层(共33层)2011年建塔楼  -  芙蓉', '195万', '单价19495元/平米')
('https://image1.ljcdn.com/340100-inspection/bd403489-77c5-4bce-9dd9-e11b9f12cf3f.jpg.296x216.jpg', '翠微苑 2室2厅 152万', '翠微苑  | 2室2厅 | 94平米 | 南 北 | 其他', '低楼层(共11层)2010年建板楼  -  芙蓉', '152万', '单价16171元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadd89b5ac5-c451-4f73-8ef6-e5bbe2478c22.jpg.296x216.jpg', '精装修大三房 多层小洋房 交通方便 配套齐全', '一里洋房  | 3室2厅 | 115.65平米 | 南 | 其他', '中楼层(共6层)2008年建板楼  -  芙蓉', '200万', '单价17294元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload6f5b646a-f6c3-45d8-9358-5965d15c8738.JPG.296x216.jpg', '上海城市 1室1厅 70万', '上海城市  | 1室1厅 | 60平米 | 南 | 其他', '低楼层(共26层)2006年建板楼  -  莲花', '70万', '单价11667元/平米')
('https://image1.ljcdn.com/340100-inspection/5fb3548e-e01d-4939-9a08-45977a82f3d3.JPG.296x216.jpg', '名邦锦绣年华 为你而选 绿化好 公摊小', '名邦锦绣年华  | 2室2厅 | 79.28平米 | 南 北 | 其他', '中楼层(共6层)2003年建板楼  -  锦绣', '126万', '单价15894元/平米')
('https://image1.ljcdn.com/340100-inspection/f497ac89-3220-4444-9d1c-31c991248634.JPG.296x216.jpg', '福禄园 多层复式 七个卧室 价格美丽 有露台', '福禄园  | 7室3厅 | 130.1平米 | 南 北 | 精装', '高楼层(共5层)2001年建板楼  -  海恒', '147万', '单价11300元/平米')
('https://image1.ljcdn.com/340100-inspection/c5b886ef-edd3-48af-99f3-f5256aabf2c1.jpg.296x216.jpg', '瑞格花园 2室2厅 155万', '瑞格花园  | 2室2厅 | 101平米 | 南 北 | 其他', '高楼层(共15层)2007年建板楼  -  芙蓉', '155万', '单价15347元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadf02201e6-c725-44ad-a0f3-8b31578b5a49.jpg.296x216.jpg', '精装自住房，不高于市场价 小区绿化面积达 购物便利', '港澳花园  | 3室2厅 | 140.26平米 | 南 北 | 精装', '低楼层(共18层)2006年建塔楼  -  芙蓉', '210万', '单价14973元/平米')
('https://image1.ljcdn.com/340100-inspection/7f14090f-01fd-40c2-b728-18a7109e3cfa.JPG.296x216.jpg', '芙蓉路次新小区，高端楼盘，品质三房，纯毛坯。', '葛洲坝玖珑府  | 3室2厅 | 110平米 | 南 | 其他', '中楼层(共34层)塔楼  -  芙蓉', '216万', '单价19637元/平米')
('https://image1.ljcdn.com/340100-inspection/b1115cca-d47e-47f5-a1c6-6990d8f5e4d7.JPG.296x216.jpg', '天门湖花园 3室2厅 140万', '天门湖花园  | 3室2厅 | 120.55平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  锦绣', '140万', '单价11614元/平米')
('https://image1.ljcdn.com/340100-inspection/44aa64d1-8684-4ec4-81d7-50224d2eac51.JPG.296x216.jpg', '为你而选 为你为家 上海城市 两室一厅 交通便利', '上海城市  | 2室1厅 | 60.38平米 | 南 东北 | 其他', '低楼层(共26层)2006年建板楼  -  莲花', '86万', '单价14244元/平米')
('https://image1.ljcdn.com/340100-inspection/8a3a84ea-92f4-4dde-aabf-e042383038f2.JPG.296x216.jpg', '纯毛坯 次新小区 品质小区 环境优美 采光好', '葛洲坝玖珑府  | 4室2厅 | 125.9平米 | 南 北 | 其他', '中楼层(共8层)塔楼  -  芙蓉', '285万', '单价22638元/平米')
('https://image1.ljcdn.com/340100-inspection/8f41eab0-e0be-4ae7-9598-20db3ef198a8.JPG.296x216.jpg', '东海星城 3室2厅 185万', '东海星城  | 3室2厅 | 128.51平米 | 南 | 其他', '低楼层(共27层)2010年建板楼  -  莲花', '185万', '单价14396元/平米')
('https://image1.ljcdn.com/340100-inspection/b0a231d5-9323-4aff-ace2-add9da750eb7.JPG.296x216.jpg', '中环云邸 3室2厅 220万', '中环云邸  | 3室2厅 | 88平米 | 南 北 | 其他', '低楼层(共34层)2012年建塔楼  -  芙蓉', '220万', '单价25000元/平米')
('https://image1.ljcdn.com/340100-inspection/be7526a1-b253-443a-89e5-e47ac06cf1dc.jpg.296x216.jpg', '东海星城 精装一室 满两年 无增值税 高楼层', '东海星城  | 1室1厅 | 57.5平米 | 南 | 其他', '高楼层(共32层)2010年建板楼  -  莲花', '73万', '单价12696元/平米')
('https://image1.ljcdn.com/340100-inspection/5e026e5c-461f-4200-aea2-7ff42c5a0e17.jpg.296x216.jpg', '省委宣传部集资建房 南北通透 环境安逸 大四房', '报业园东区  | 4室2厅 | 142.69平米 | 南 北 | 其他', '低楼层(共6层)暂无数据  -  芙蓉', '260万', '单价18222元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload3f6d38c4-19d6-4784-98dc-bc606d100115.JPG.296x216.jpg', '中环 精装 复式 凯旋公寓 看房方便', '凯旋公寓  | 2室1厅 | 69.04平米 | 南 | 其他', '中楼层(共20层)2008年建板楼  -  莲花', '123万', '单价17816元/平米')
('https://image1.ljcdn.com/340100-inspection/df8fc2d3-5fde-4365-8149-efb8c9cc9d54.JPG.296x216.jpg', '中环云邸，品质小区，交通便捷，。', '中环云邸  | 3室2厅 | 88.15平米 | 南 | 其他', '中楼层(共34层)2012年建塔楼  -  芙蓉', '180万', '单价20420元/平米')
('https://image1.ljcdn.com/340100-inspection/3a9a54cd-a116-4c6c-a926-98bd3c91ab02.JPG.296x216.jpg', '翡翠湖畔 品质开发商  次新小区 景观房 诚售', '翡翠花园翠湖苑  | 6室2厅 | 216.5平米 | 南 北 | 其他', '高楼层(共32层)2016年建塔楼  -  芙蓉', '390万', '单价18014元/平米')
('https://image1.ljcdn.com/340100-inspection/ca3da02a-3568-4042-ae7c-525837b2d0cb.JPG.296x216.jpg', '东海徽园  大三房 精装修户型方正 采光良好', '东海徽园  | 3室2厅 | 141.76平米 | 南 | 其他', '低楼层(共18层)2006年建板楼  -  莲花', '220万', '单价15520元/平米')
('https://image1.ljcdn.com/340100-inspection/72c4b80d-ac5d-492d-bc73-071c2ef7df87.JPG.296x216.jpg', '华地润园 3室2厅 190万', '华地润园  | 3室2厅 | 109.11平米 | 南 北 | 其他', '低楼层(共34层)2015年建板楼  -  莲花', '190万', '单价17414元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadf9519aa7-60fd-41fd-aeab-56b98a1db610.JPG.296x216.jpg', '为你而选 为你为家  房子采光好，业主诚心卖.', '东海星城  | 1室1厅 | 50.65平米 | 北 | 其他', '中楼层(共32层)2010年建板楼  -  莲花', '58万', '单价11452元/平米')
('https://image1.ljcdn.com/340100-inspection/9d6601cb-7516-4aec-9eb8-0a97f3091588.JPG.296x216.jpg', '南湖春城  优美复式楼 采光好 精装修', '南湖春城  | 3室2厅 | 139.3平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  海恒', '215万', '单价15435元/平米')
('https://image1.ljcdn.com/340100-inspection/e53ec2f7-dff9-4ee9-b66b-47340db54725.jpg.296x216.jpg', '九溪江南大三居户型方正高楼层满两年', '九溪江南  | 3室1厅 | 140.6平米 | 南 | 其他', '高楼层(共18层)2007年建板楼  -  芙蓉', '199万', '单价14154元/平米')
('https://image1.ljcdn.com/340100-inspection/379c99ca-163d-48e3-820c-3c431e963503.jpg.296x216.jpg', '多层公摊小 采光好 满两年 居住舒适度高', '方兴园  | 4室2厅 | 128.28平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  锦绣', '128万', '单价9979元/平米')
('https://image1.ljcdn.com/340100-inspection/50359d53-be23-4541-a07d-e1972c107b4b.JPG.296x216.jpg', '康利园 三室 采光好 空间大 交通便利 周边配套齐全', '康利园  | 3室1厅 | 81.64平米 | 南 | 其他', '中楼层(共5层)板楼  -  海恒', '105万', '单价12862元/平米')
('https://image1.ljcdn.com/340100-inspection/b2144c2b-a3bb-48b4-b364-3079ef0d2f01.JPG.296x216.jpg', '名筑花园 3室3厅 155万', '名筑花园  | 3室3厅 | 141平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  莲花', '155万', '单价10993元/平米')
('https://image1.ljcdn.com/340100-inspection/46d6b3d2-de6c-4927-9a3d-715c268a91de.JPG.296x216.jpg', '经开莲花合肥产证大3室满两年143万', '金都嘉园  | 3室2厅 | 116.61平米 | 南 北 | 其他', '中楼层(共11层)暂无数据  -  莲花', '150万', '单价12864元/平米')
('https://image1.ljcdn.com/340100-inspection/5c49945f-7823-4b7c-a255-1990b130b68c.JPG.296x216.jpg', '此房满2年 户型方正  业主诚心售', '观澜华庭  | 3室2厅 | 94.3平米 | 南 | 其他', '低楼层(共28层)2013年建塔楼  -  临湖', '162万', '单价17180元/平米')
('https://image1.ljcdn.com/340100-inspection/c016024c-7fb9-4054-bf24-37ff5815c901.jpg.296x216.jpg', '丰大国际 3室2厅 185万', '丰大国际  | 3室2厅 | 114.5平米 | 南 | 其他', '高楼层(共34层)2013年建板楼  -  莲花', '185万', '单价16158元/平米')
('https://image1.ljcdn.com/340100-inspection/0a927963-ce9b-442b-bb07-a6a95e46adb1.jpg.296x216.jpg', '南艳湖旁 公摊小的多层住宅  自住装修 采光好 视野好', '滨湖时光  | 2室2厅 | 82.38平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  海恒', '120万', '单价14567元/平米')
('https://image1.ljcdn.com/340100-inspection/76e4188a-a168-4364-b95a-de1331c74d80.JPG.296x216.jpg', '精装型小公寓，楼层好，朝南采光足，拎包入住。', '东海星城  | 1室1厅 | 57.5平米 | 南 | 其他', '低楼层(共32层)2010年建板楼  -  莲花', '73万', '单价12696元/平米')
('https://image1.ljcdn.com/340100-inspection/775662c7-d2bf-458d-8f0b-6b03f424b75f.JPG.296x216.jpg', '品质小区 翡翠湖旁 采光充足 刚需两室 诚售', '禹洲翡翠湖郡  | 2室2厅 | 81.72平米 | 南 北 | 其他', '高楼层(共33层)2015年建塔楼  -  芙蓉', '125万', '单价15297元/平米')
