('https://image1.ljcdn.com/441900-inspection/2aec141c-53b4-4b14-b41e-7dbbb5d6b57b.jpg.296x216.jpg', '未来世界花园 复式两房 带装修 高楼层 朝南向 采光好', '未来世界花园  | 2室2厅 | 53.4平米 | 西南 | 其他', '高楼层(共17层)塔楼  -  东泰', '125万', '单价23409元/平米')
('https://image1.ljcdn.com/441900-inspection/47ead8c4-3243-408b-a388-532b797e0111.jpg.296x216.jpg', '两套房打通 客厅有80平米实间 5米长的大阳台', '新中银花园  | 3室2厅 | 181平米 | 西南 | 其他', '中楼层(共12层)塔楼  -  东泰', '308万', '单价17017元/平米')
('https://image1.ljcdn.com/441900-inspection/3a38e7ed-6413-44e5-9b7f-f6a5ffab39d7.jpg.296x216.jpg', '春晓精装大三房，低楼层，位置安静', '光大景湖春晓  | 3室2厅 | 111.2平米 | 北 | 其他', '低楼层(共18层)2005年建塔楼  -  东泰', '245万', '单价22033元/平米')
('https://image1.ljcdn.com/441900-inspection/9a4d2889-9109-4171-ac9c-207f65666a5b.jpg.296x216.jpg', '居家3房 满五唯一 免双税 看花园 安静舒适', '万科金域华府一期  | 3室2厅 | 75.4平米 | 西北 | 其他', '高楼层(共23层)2010年建塔楼  -  石竹', '235万', '单价31168元/平米')
('https://image1.ljcdn.com/441900-inspection/0554fd04-e753-4ef7-84c9-c5c0049d0142.jpg.296x216.jpg', '3+1户型，赠送面积大，户型方正，业主诚心出售。', '汇龙湾  | 3室1厅 | 108平米 | 东南 | 其他', '中楼层(共32层)塔楼  -  宏远北', '235万', '单价21760元/平米')
('https://image1.ljcdn.com/441900-inspection/5969910f-e8ea-4e0d-9386-46ef1ed086d3.jpg.296x216.jpg', '御花苑精装两房 户型方正 朝向好 中楼层 满五唯一税低', '御花苑  | 2室1厅 | 80平米 | 东南 | 精装', '中楼层(共7层)塔楼  -  水濂山', '140万', '单价17500元/平米')
('https://image1.ljcdn.com/441900-inspection/05448055-2501-43b9-8e53-a04ce6c2ffd3.jpg.296x216.jpg', '景湖春晓 一房一厅 家私家电齐全 诚意出售', '光大景湖春晓  | 1室1厅 | 53.77平米 | 东南 | 其他', '高楼层(共18层)2005年建塔楼  -  东泰', '120万', '单价22318元/平米')
('https://image1.ljcdn.com/441900-inspection/61226562-e70c-4971-a192-613a9563e7e5.jpg.296x216.jpg', '双阳台 南北对流 通风采光好 户型方正', '鼎峰源著  | 5室2厅 | 199.33平米 | 东南 | 其他', '高楼层(共28层)塔楼  -  水濂山', '605万', '单价30352元/平米')
('https://image1.ljcdn.com/441900-inspection/1a7e6427-c45b-4825-ac9f-0e3ae7fd2e60.jpg.296x216.jpg', '百悦尚城三期恒大御湖 3室2厅 270万', '百悦尚城三期恒大御湖  | 3室2厅 | 92.78平米 | 南 | 精装', '中楼层(共18层)塔楼  -  南城车站', '270万', '单价29102元/平米')
('https://image1.ljcdn.com/441900-inspection/4b29d44a-35d1-421f-9946-5bf16f3e8828.jpg.296x216.jpg', '精装2房 保养很好 业主诚心出售 拎包入住', '名门世家  | 2室1厅 | 60.86平米 | 东北 | 其他', '低楼层(共17层)2008年建塔楼  -  三元里', '118万', '单价19389元/平米')
('https://image1.ljcdn.com/441900-inspection/e41916d9-531e-4a4c-85cb-5239cd9f5c1e.jpg.296x216.jpg', '中信物业  飞机户型 装修保养好 居住舒适', '中信凯旋公馆  | 3室2厅 | 131.88平米 | 东南 | 精装', '低楼层(共33层)塔楼  -  西平', '330万', '单价25023元/平米')
('https://image1.ljcdn.com/441900-inspection/0cbceba5-af5d-42c9-9a3e-2f107c8bee86.jpg.296x216.jpg', '南城尚书银座 精装两房 生活便利', '尚书银座  | 2室1厅 | 47.28平米 | 东南 | 其他', '中楼层(共23层)塔楼  -  东莞图书馆', '113万', '单价23901元/平米')
('https://image1.ljcdn.com/441900-inspection/259b07c0-7f9d-4318-8e72-ea9dfee45f5f.jpg.296x216.jpg', '西平 金地格林小城 三房两厅出售', '金地格林小城  | 3室2厅 | 125.31平米 | 西南 | 其他', '低楼层(共9层)塔楼  -  东泰', '235万', '单价18754元/平米')
('https://image1.ljcdn.com/441900-inspection/65a2e66d-2674-4c4d-ad90-68d3f94d2598.jpg.296x216.jpg', '景湖春晓精装两房，保养好，通风采光', '光大景湖春晓  | 2室2厅 | 64.11平米 | 西北 | 其他', '中楼层(共18层)2005年建塔楼  -  东泰', '150万', '单价23398元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload7b6e9cde-aeb0-4928-a11f-8d9289e69e6e.jpg.296x216.jpg', '万科翡丽山 3室2厅 195万', '万科翡丽山  | 3室2厅 | 94.62平米 | 南 | 其他', '低楼层(共27层)2012年建塔楼  -  水濂山', '195万', '单价20609元/平米')
('https://image1.ljcdn.com/441900-inspection/a78ef869-b0ff-4440-9a4e-5c27612fce76.jpg.296x216.jpg', '中信凯旋公馆 毛坯四房 自由设计 双证 随时看房', '中信凯旋公馆  | 4室1厅 | 140.87平米 | 西北 | 其他', '低楼层(共33层)塔楼  -  西平', '350万', '单价24846元/平米')
('https://image1.ljcdn.com/441900-inspection/c91414dd-cb7d-4d9c-abf8-9970aaffecd2.jpg.296x216.jpg', '满五唯一  三房两卫大阳台  中高楼层自住保养好', '骏马山庄  | 3室2厅 | 134.65平米 | 南 | 其他', '高楼层(共12层)塔楼  -  南城车站', '255万', '单价18938元/平米')
('https://image1.ljcdn.com/441900-inspection/85b5da72-dcea-44fc-8348-071c9858cea6.jpg.296x216.jpg', '建工大厦，器宇不凡，位置好，采光视野无遮挡', '名门酒店  | 1室0厅 | 48.2平米 | 东南 | 简装', '低楼层(共18层)塔楼  -  三元里', '55万', '单价11411元/平米')
('https://image1.ljcdn.com/441900-inspection/b12e5c0c-16b3-46b9-aa70-cfe9f305c907.jpg.296x216.jpg', '家私家电齐全，装修保养很好，温馨整洁，适合居家。', '晶城  | 1室1厅 | 35.84平米 | 西南 | 其他', '高楼层(共16层)2008年建板楼  -  石竹', '60万', '单价16742元/平米')
('https://image1.ljcdn.com/441900-inspection/a8978467-29f6-4283-bcaf-71e5d6fdcf47.jpg.296x216.jpg', '南城国际公馆联排别墅 带花园车位 位置安静 诚意出售', '世纪城国际公馆二期  | 4室2厅 | 238.03平米 | 南 北 | 其他', '1层暂无数据  -  西平', '700万', '单价29409元/平米')
('https://image1.ljcdn.com/441900-inspection/cf7f9962-fc3e-4d48-9b80-7600ac873efe.jpg.296x216.jpg', '时代城南向两房  满五唯一 中高楼层采光好', '光大景湖时代城  | 2室2厅 | 84.17平米 | 南 | 简装', '中楼层(共32层)塔楼  -  东泰', '253万', '单价30059元/平米')
('https://image1.ljcdn.com/441900-inspection/890a4005-a3de-477b-8dde-1ea3042a1ae0.jpg.296x216.jpg', '城市风景78平两房可改三房 户型方正 南北对流居家可选', '城市风景  | 4室2厅 | 78.6平米 | 西南 | 其他', '低楼层(共15层)塔楼  -  石竹', '170万', '单价21629元/平米')
('https://image1.ljcdn.com/441900-inspection/5ded1796-2d2e-4f76-927c-0d509b73fdd1.jpg.296x216.jpg', '光大景湖荣郡 满五唯一 看房方便', '光大景湖荣郡  | 4室2厅 | 136平米 | 南 | 其他', '低楼层(共18层)塔楼  -  东泰', '430万', '单价31618元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploade17a672a-8d0c-4c4a-a020-318bc42d2261.jpg.296x216.jpg', '佳兆业帝景 高层毛坯房 视野开阔', '佳兆业帝景中央  | 4室2厅 | 185.06平米 | 南 | 其他', '高楼层(共30层)塔楼  -  西平', '410万', '单价22155元/平米')
('https://image1.ljcdn.com/441900-inspection/4ad111bb-a96f-4813-a1c1-d8c31d3bea30.jpg.296x216.jpg', '此房为为满五唯一 东南朝向，精装修高层看花园，', '中信凯旋公馆  | 3室2厅 | 131.21平米 | 东南 | 简装', '中楼层(共33层)塔楼  -  西平', '380万', '单价28962元/平米')
('https://image1.ljcdn.com/441900-inspection/15ff8f75-ddd0-4244-b09c-a7e3d4aed1eb.jpg.296x216.jpg', '满五唯一   花园位置  看泳池  景观好  安静舒服', '中信新天地  | 3室2厅 | 133.57平米 | 东南 | 其他', '低楼层(共19层)2004年建塔楼  -  石竹', '280万', '单价20963元/平米')
('https://image1.ljcdn.com/441900-inspection/faf3279b-8e10-4cb1-9ae3-ad11156eb74d.jpg.296x216.jpg', '格林小城，顶楼复式，带平台花园，小区中间位。', '金地格林小城  | 6室2厅 | 212.48平米 | 西北 | 精装', '高楼层(共11层)塔楼  -  东泰', '500万', '单价23532元/平米')
('https://image1.ljcdn.com/441900-inspection/f19579f1-64e4-4720-ab75-687538de9544.jpg.296x216.jpg', '恒大御湖 精装3房 看小区湖景  户型方正', '百悦尚城三期恒大御湖  | 3室2厅 | 118平米 | 东南 | 精装', '低楼层(共18层)塔楼  -  南城车站', '300万', '单价25424元/平米')
('https://image1.ljcdn.com/441900-inspection/67b05891-32c7-4918-8e83-374339a479da.jpg.296x216.jpg', '装修美丽.满两年免增值税.带赠送', '世纪城玫瑰公馆  | 3室2厅 | 80.5平米 | 南 | 精装', '中楼层(共17层)塔楼  -  西平', '210万', '单价26087元/平米')
('https://image1.ljcdn.com/441900-inspection/28b7f730-9cf9-462f-bd91-6755e291bea2.jpg.296x216.jpg', '精装一房         满五 唯 一', '城市风景  | 1室1厅 | 51.28平米 | 东南 西南 | 精装', '高楼层(共15层)板楼  -  石竹', '95万', '单价18526元/平米')
('https://image1.ljcdn.com/441900-inspection/d3b8b2c0-9a14-412f-bcbf-077d6464bc5f.jpg.296x216.jpg', '实用大二房 中高楼层  户型方正', '光大景湖湾畔  | 2室2厅 | 91.71平米 | 北 | 其他', '高楼层(共11层)塔楼  -  宏远南', '176万', '单价19191元/平米')
('https://image1.ljcdn.com/441900-inspection/db935147-5ada-46cf-9f5b-61c3c83e672b.jpg.296x216.jpg', '菊香苑电梯3房中高楼层 地铁口物业', '菊香苑  | 3室2厅 | 90平米 | 南 北 | 其他', '高楼层(共9层)塔楼  -  东莞图书馆', '135万', '单价15000元/平米')
('https://image1.ljcdn.com/441900-inspection/7530cef4-4b12-4309-8232-f59c4ce5850b.jpg.296x216.jpg', '地铁口精装复式三房出售自住保养好', '未来世界花园  | 3室2厅 | 53.38平米 | 东南 北 | 其他', '中楼层(共17层)塔楼  -  东泰', '120万', '单价22481元/平米')
('https://image1.ljcdn.com/441900-inspection/7f5d266f-a7d6-40cd-a0d7-6857fdf5c0a2.jpg.296x216.jpg', '房子东南向 看花园 大复式 带花园', '石竹新花园  | 4室2厅 | 223.28平米 | 东南 | 其他', '高楼层(共11层)塔楼  -  石竹', '400万', '单价17915元/平米')
('https://image1.ljcdn.com/441900-inspection/4436dcb9-41c8-4c2e-87c6-efc2af42e910.jpg.296x216.jpg', '景湖名郡三房出售，满五唯一，业主诚心出售。', '景湖名郡  | 3室2厅 | 135平米 | 南 | 其他', '中楼层(共18层)塔楼  -  东泰', '330万', '单价24445元/平米')
('https://image1.ljcdn.com/441900-inspection/0b104206-db2a-43b3-8735-2e809bc3fbfd.jpg.296x216.jpg', '现代经典 错层4房 看房有钥匙', '现代经典花园  | 4室2厅 | 187.01平米 | 东 | 简装', '低楼层(共7层)塔楼  -  西平', '261.8万', '单价14000元/平米')
('https://image1.ljcdn.com/441900-inspection/53717eb3-3cb7-4ec5-b47e-985ce72e7cb1.jpg.296x216.jpg', '光大景湖春晓 1室0厅 92万', '光大景湖春晓  | 1室0厅 | 52平米 | 西北 | 其他', '中楼层(共18层)2005年建塔楼  -  东泰', '92万', '单价17693元/平米')
('https://image1.ljcdn.com/441900-inspection/4bb487e7-4214-4f32-8aa0-f1052f356dd2.jpg.296x216.jpg', '西平世纪城国际公馆二期 满五唯一大三房 精装修', '世纪城国际公馆二期  | 3室2厅 | 138平米 | 东南 | 其他', '低楼层(共8层)塔楼  -  西平', '280万', '单价20290元/平米')
('https://image1.ljcdn.com/441900-inspection/23795217-4991-4a6f-b11c-702e0aad645a.jpg.296x216.jpg', '居家2房 满五唯一免双税 采光通风好', '晶城  | 2室1厅 | 33.67平米 | 东北 | 其他', '高楼层(共24层)2009年建板楼  -  石竹', '72万', '单价21385元/平米')
('https://image1.ljcdn.com/441900-inspection/f9de03ea-9dbc-4684-8ff2-c8f663494184.jpg.296x216.jpg', '一梯两户 正阳台看花园 位置安静 户型方正实用', '景湖蓝郡一期君兰雅筑  | 4室2厅 | 173.19平米 | 西南 | 其他', '低楼层(共11层)2003年建暂无数据  -  东泰', '300万', '单价17323元/平米')
('https://image1.ljcdn.com/441900-inspection/73803aba-afb7-4ad8-9b13-b9a9e437a1e8.jpg.296x216.jpg', '鼎峰源著  景观无遮挡  带车位 环境好', '鼎峰源著  | 5室2厅 | 222.33平米 | 南 | 毛坯', '中楼层(共27层)塔楼  -  水濂山', '670万', '单价30136元/平米')
('https://image1.ljcdn.com/441900-inspection/014d22fa-9e73-4c91-9238-73882d198d02.jpg.296x216.jpg', '东骏豪苑 高层精装修 3+1方正户型 红本在手说走就走', '东骏豪苑  | 4室2厅 | 129.91平米 | 西北 | 精装', '高楼层(共16层)塔楼  -  西平', '300万', '单价23093元/平米')
('https://image1.ljcdn.com/441900-inspection/1bb79458-b4c6-4656-93e7-10561fd15a0a.jpg.296x216.jpg', '满五唯一免双税  连带家私家电一起卖  超划算', '七宝一居  | 3室2厅 | 104平米 | 东南 | 其他', '低楼层(共28层)2002年建塔楼  -  三元里', '150万', '单价14424元/平米')
('https://image1.ljcdn.com/441900-inspection/ca398104-45f4-438d-917f-8ce3261c8535.jpg.296x216.jpg', '满五唯一免双税，花园正中间，安静位置，正南朝向', '万科金域华府二期  | 2室2厅 | 74平米 | 南 | 其他', '中楼层(共32层)塔楼  -  石竹', '190万', '单价25676元/平米')
('https://image1.ljcdn.com/441900-inspection/b1a629b2-ad70-493a-8069-9c75917ab26d.jpg.296x216.jpg', '未来世界花园 西平商圈  去年的新装修 东南向', '未来世界花园  | 3室1厅 | 69.46平米 | 东北 | 其他', '低楼层(共14层)塔楼  -  东泰', '150万', '单价21596元/平米')
('https://image1.ljcdn.com/441900-inspection/03aa9a94-3951-4e1d-8eb2-6dbf0d978c74.jpg.296x216.jpg', '石竹新花园  南城繁华地段  户型方正采光充足', '石竹新花园  | 3室2厅 | 112.83平米 | 西北 | 简装', '低楼层(共12层)塔楼  -  石竹', '225万', '单价19942元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload12d345e4-70b3-4344-bc06-07fd875ef2b4.jpg.296x216.jpg', '光大景湖春晓 2室2厅 240万', '光大景湖春晓  | 2室2厅 | 82.38平米 | 东南 | 其他', '低楼层(共18层)2005年建塔楼  -  东泰', '240万', '单价29134元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload51506f6b-41a8-4486-973e-37c3457a46ab.jpg.296x216.jpg', '东骏豪苑，看花园四房，中间楼层，景观好', '东骏豪苑  | 4室2厅 | 149.8平米 | 西北 | 其他', '中楼层(共17层)塔楼  -  西平', '330万', '单价22030元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadef501134-bc5b-41a3-bf37-bb106516fc3e.jpg.296x216.jpg', '春晓三房出售 业主自住装修保养好楼层好小区安静 清幽', '光大景湖春晓  | 3室2厅 | 110.08平米 | 东南 | 其他', '中楼层(共18层)2005年建塔楼  -  东泰', '300万', '单价27253元/平米')
('https://image1.ljcdn.com/441900-inspection/6dd1c6ef-18a9-4747-92d1-36147eedd3ff.jpg.296x216.jpg', '万科翡丽花园 精装修三居 朝南 安静', '万科翡丽山  | 3室2厅 | 97.1平米 | 南 | 精装', '低楼层(共21层)2012年建塔楼  -  水濂山', '203万', '单价20907元/平米')
('https://image1.ljcdn.com/441900-inspection/90d830c1-cf3b-4a30-a0ad-708c513d7d52.jpg.296x216.jpg', '光大景湖春晓 7室2厅 850万', '光大景湖春晓  | 7室2厅 | 298.94平米 | 西南 | 其他', '高楼层(共26层)2005年建塔楼  -  东泰', '850万', '单价28434元/平米')
('https://image1.ljcdn.com/441900-inspection/e93ed349-d67d-44ae-80c4-2f8d8afb0824.jpg.296x216.jpg', '精装三房 采光好  配套设施完善 封闭式小区', '光大景湖时代城  | 3室2厅 | 97.37平米 | 北 | 精装', '中楼层(共26层)塔楼  -  东泰', '310万', '单价31838元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload1ee520ed-4eeb-4ae1-a427-82d97ab51bcd.jpg.296x216.jpg', '万科物业 业主一个人自己偶尔住 精心装置过 东南朝向', '万科金悦香树  | 3室2厅 | 96平米 | 东南 | 精装', '高楼层(共30层)塔楼  -  南城车站', '230万', '单价23959元/平米')
('https://image1.ljcdn.com/441900-inspection/84b8fa1b-6891-4c3d-878f-e912186ebf2a.jpg.296x216.jpg', '地铁口毛坯南向2房，户型方正，新小区', '新中银·金色华庭  | 2室2厅 | 85.46平米 | 西南 | 其他', '高楼层(共18层)塔楼  -  东泰', '215万', '单价25158元/平米')
('https://image1.ljcdn.com/441900-inspection/20971961-b3ee-4bfe-88eb-dd55617260e4.jpg.296x216.jpg', '别墅区大复式 标准5房带大露台 带两个专用车位 视野赞', '光大景湖花园  | 5室2厅 | 250.6平米 | 西南 | 其他', '高楼层(共5层)2002年建暂无数据  -  东泰', '380万', '单价15164元/平米')
('https://image1.ljcdn.com/441900-inspection/c17a9634-0e8d-40a4-9270-a20c66515f63.jpg.296x216.jpg', '南城车站 葛兰溪谷 南北通透 大四房 满五唯一', '金域中央一期  | 4室2厅 | 158.69平米 | 南 | 其他', '中楼层(共18层)塔楼  -  南城车站', '368万', '单价23190元/平米')
('https://image1.ljcdn.com/441900-inspection/7b83b745-ce4c-44e8-b8fa-0bd2fc6a99d8.jpg.296x216.jpg', '格林小城 精装两房 中高楼层 拎包入住', '金地格林小城  | 2室2厅 | 74.5平米 | 南 | 精装', '中楼层(共11层)塔楼  -  东泰', '165万', '单价22148元/平米')
('https://image1.ljcdn.com/441900-inspection/a3acaca3-d8a4-43c2-a102-46d7ee0815ed.jpg.296x216.jpg', '繁华地段 石竹新花园 四房复式 一楼带花园 装修保养好', '石竹新花园  | 4室2厅 | 167平米 | 西北 | 其他', '低楼层(共11层)塔楼  -  石竹', '310万', '单价18563元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload1ff48db4-8e47-4ce0-9bf5-afb850186e1e.jpg.296x216.jpg', '恒大御湖  精装两房 交通方便 户型方正', '百悦尚城三期恒大御湖  | 2室2厅 | 88平米 | 西南 | 其他', '低楼层(共18层)塔楼  -  南城车站', '220万', '单价25000元/平米')
('https://image1.ljcdn.com/441900-inspection/214918d1-1c7a-4227-a80d-dec114b5d4d2.jpg.296x216.jpg', '景湖荣郡精装2房户型方正双阳台 带产权车位', '光大景湖荣郡  | 2室2厅 | 79.36平米 | 东南 | 精装', '低楼层(共11层)塔楼  -  东泰', '260万', '单价32763元/平米')
('https://image1.ljcdn.com/441900-inspection/ca87f274-16af-4455-ad1d-d6177109cb30.jpg.296x216.jpg', '70年产权两房，实用面积大，高楼层通风采光好。', '尚书银座  | 2室1厅 | 48.01平米 | 东 | 其他', '高楼层(共23层)2008年建塔楼  -  东莞图书馆', '105万', '单价21871元/平米')
