('https://image1.ljcdn.com/330100-inspection/6f4321b9-f318-42b7-9cac-b174e9c69cab.jpg.296x216.jpg', '莫干新村 满五唯一 小三房 送院子', '莫干新村  | 2室1厅 | 64.87平米 | 南 | 简装 | 无电梯', '低楼层(共5层)1982年建板楼  -  湖墅', '272万', '单价41931元/平米')
('https://image1.ljcdn.com/330100-inspection/ac6a4c81-6db6-4ee4-a4e7-53db668c05e3.jpg.296x216.jpg', '滨江万家花城中间楼层的中间套、业主自住装修 小三房', '万家花城一期  | 3室1厅 | 88.49平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2009年建板楼  -  申花', '460万', '单价51984元/平米')
('https://image1.ljcdn.com/330100-inspection/a1a276ba-c3ed-42cf-b9a3-77ead55de449.jpg.296x216.jpg', '2001年房龄，标准两室，两房朝南，一梯两户通风好！', '三宝新村  | 2室1厅 | 68.7平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)1989年建板楼  -  信义坊', '278万', '单价40466元/平米')
('https://image1.ljcdn.com/330100-inspection/cca84fad-cea0-42de-936f-610772797d9c.jpg.296x216.jpg', '视野宽阔，大两房，看房方便!!', '大关东二苑  | 2室2厅 | 68.67平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  大关', '260万', '单价37863元/平米')
('https://image1.ljcdn.com/330100-inspection/1eb9a2b5-7dc1-44ca-873d-254df09c9736.jpg.296x216.jpg', '申花成熟板块 双地铁精装公寓 配套齐全 总价低', '蓝钻天成  | 1室1厅 | 42.52平米 | 西北 | 精装 | 有电梯', '高楼层(共21层)2016年建板楼  -  申花', '130万', '单价30574元/平米')
('https://image1.ljcdn.com/330100-inspection/58ec3c18-d81b-4c74-9f48-10ed5c9a082b.jpg.296x216.jpg', '两房朝南  大两室  中间楼层', '轧钢小区  | 2室1厅 | 76.01平米 | 南 | 简装', '中楼层(共6层)暂无数据  -  半山', '198万', '单价26050元/平米')
('https://image1.ljcdn.com/330100-inspection/19c477c9-6c08-4258-81d5-6ae084bc71a1.jpg.296x216.jpg', '锦昌文华苑 自住精装 视野开阔 满五年', '锦昌文华苑  | 3室2厅 | 114.68平米 | 南 北 | 精装 | 有电梯', '高楼层(共13层)2007年建板楼  -  拱宸桥', '600万', '单价52320元/平米')
('https://image1.ljcdn.com/330100-inspection/217959ed-fcc5-4db8-8455-3f00b9b4af42.jpg.296x216.jpg', '首开望宸、三室两厅，绿城物业，纯毛坯、诚心出售', '首开望宸  | 3室2厅 | 88.53平米 | 南 | 毛坯', '高楼层(共11层)2017年建板楼  -  半山', '330万', '单价37276元/平米')
('https://image1.ljcdn.com/330100-inspection/c3842aae-0745-4d0f-afb4-39414bebbde9.jpg.296x216.jpg', '大关南七苑59.09房东诚心出售', '大关南七苑  | 2室1厅 | 59平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1996年建板楼  -  大关', '245万', '单价41526元/平米')
('https://image1.ljcdn.com/330100-inspection/3d85c206-0ef0-4929-8136-0f49603ccc53.jpg.296x216.jpg', '大关新上的大两房，中间楼层，中等装修。', '大关西六苑  | 2室1厅 | 72.9平米 | 南 | 精装 | 无电梯', '中楼层(共7层)2000年建板楼  -  大关', '305万', '单价41839元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload67f8089a-2f79-471d-a6c2-a066437a3cf5.jpg.296x216.jpg', '大关西三苑、宜居大两房、配套成熟、交通便利', '大关西三苑  | 2室1厅 | 61.31平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1996年建板楼  -  大关', '258万', '单价42082元/平米')
('https://image1.ljcdn.com/330100-inspection/0a307a65-d412-407a-ac41-536eb3356e7b.jpg.296x216.jpg', '有露台，有露台，房东诚心出售。', '左岸花园  | 5室3厅 | 157平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2005年建板楼  -  拱宸桥', '510万', '单价32485元/平米')
('https://image1.ljcdn.com/330100-inspection/47e2da6c-2d25-4363-a73e-36e0db711bff.jpg.296x216.jpg', '大关西七苑，一室一厅，中间套格局', '大关西七苑  | 1室1厅 | 39.91平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1996年建板楼  -  大关', '169万', '单价42346元/平米')
('https://image1.ljcdn.com/330100-inspection/d2495a68-d423-4714-b323-26c5a5c710ac.jpg.296x216.jpg', '叶青兜路大三房 户型正气采光好', '叶青苑  | 3室2厅 | 95.34平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1998年建板楼  -  湖墅', '450万', '单价47200元/平米')
('https://image1.ljcdn.com/330100-inspection/77ea86de-d184-47ec-8c13-d22c50d08932.jpg.296x216.jpg', '红石花苑人车分流2005年商品房', '红石中央花苑  | 3室2厅 | 134.41平米 | 南 北 | 简装 | 有电梯', '高楼层(共21层)2005年建板楼  -  湖墅', '730万', '单价54312元/平米')
('https://image1.ljcdn.com/330100-inspection/edd1357f-9df7-4ec2-b9f3-b16a85ec847f.jpg.296x216.jpg', '北欧风装修，全屋暖气，全进口博世科勒家电全送！', '定海东园  | 2室2厅 | 74.44平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2008年建板楼  -  拱宸桥', '326万', '单价43794元/平米')
('https://image1.ljcdn.com/330100-inspection/c16a66b1-50f8-4bae-aef7-b3cff1408901.jpg.296x216.jpg', '大关东二苑 2室1厅 265万', '大关东二苑  | 2室1厅 | 68.71平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1995年建板楼  -  大关', '265万', '单价38568元/平米')
('https://image1.ljcdn.com/330100-inspection/65d15961-0d4b-4e76-ad6f-42481875efe5.jpg.296x216.jpg', '和睦大三房，房东急卖，得房率有点高', '和睦南苑  | 3室2厅 | 74.73平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1997年建板楼  -  和睦', '280万', '单价37469元/平米')
('https://image1.ljcdn.com/330100-inspection/b842457e-78bb-4561-aa00-bb4f28ced985.jpg.296x216.jpg', '杭钢尚堂府 中间套 三房两卫，三开间朝南', '杭钢尚堂府  | 3室2厅 | 89.81平米 | 南 | 简装', '高楼层(共23层)2017年建板楼  -  半山', '350万', '单价38972元/平米')
('https://image1.ljcdn.com/330100-inspection/c93264fd-627f-4e82-ba5a-ea4f1c72b5af.jpg.296x216.jpg', '塘河南村三房，两房朝南，精装修', '塘河南村  | 3室1厅 | 50.8平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1987年建板楼  -  信义坊', '210万', '单价41339元/平米')
('https://image1.ljcdn.com/330100-inspection/646bd677-67f0-4019-b99a-ee58da7e34dd.jpg.296x216.jpg', '两房朝南各带一个阳台 河景房 入户带入户花园高楼层', '富越香郡  | 3室1厅 | 88.34平米 | 南 | 简装 | 有电梯', '高楼层(共32层)2014年建板楼  -  桥西', '400万', '单价45280元/平米')
('https://image1.ljcdn.com/330100-inspection/e4190889-a425-42c6-81b9-91a9865b043f.jpg.296x216.jpg', '卖小，墅园旁边，楼层好，精装修，看房方便有钥匙', '墅林苑  | 2室2厅 | 82.54平米 | 南 北 | 精装 | 无电梯', '中楼层(共8层)1996年建板楼  -  信义坊', '360万', '单价43616元/平米')
('https://image1.ljcdn.com/330100-inspection/00d8087d-5717-4db3-b7ae-7b005bf2b979.jpg.296x216.jpg', '金三银四的楼层，小区地段好，拱墅名校', '小河路  | 2室1厅 | 65.4平米 | 南 | 简装 | 无电梯', '中楼层(共5层)2000年建板楼  -  桥西', '300万', '单价45872元/平米')
('https://image1.ljcdn.com/330100-inspection/b2d61972-276b-48f3-be88-556e69ce4385.jpg.296x216.jpg', '登云阁 两房朝南 户型正气 中间楼层', '登云阁  | 2室1厅 | 50.19平米 | 南 | 毛坯 | 无电梯', '中楼层(共7层)2003年建板楼  -  拱宸桥', '205万', '单价40845元/平米')
('https://image1.ljcdn.com/330100-inspection/a12c3958-582b-45b5-b44a-8b0319f2563a.jpg.296x216.jpg', '两房朝南边套房，沿河景观不沿路！', '绍兴新村  | 3室1厅 | 67.42平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1988年建板楼  -  拱宸桥', '270万', '单价40048元/平米')
('https://image1.ljcdn.com/330100-inspection/722f3322-d3bf-477d-8780-9eff7878888d.jpg.296x216.jpg', '大关东三苑 两房朝南 装修清爽 赠送双阳台 户型方正', '大关东三苑  | 2室1厅 | 49.85平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1995年建板楼  -  大关', '199.8万', '单价40081元/平米')
('https://image1.ljcdn.com/330100-inspection/89008e8c-810c-45af-82c7-a525f7edf891.jpg.296x216.jpg', '房东诚心出售采光充足视野宽阔好房子', '贾家弄  | 2室2厅 | 60.44平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1993年建板楼  -  信义坊', '240万', '单价39709元/平米')
('https://image1.ljcdn.com/330100-inspection/5963e383-051b-4a52-9978-bfac463039c0.jpg.296x216.jpg', '自住精装两房，两房朝南全明西边套，采光超好', '大关西四苑  | 2室2厅 | 75.46平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  大关', '320万', '单价42407元/平米')
('https://image1.ljcdn.com/330100-inspection/352ae50e-f166-49a6-bc4a-edfc4638028b.jpg.296x216.jpg', '雍荣华庭、精装修、公园住宅、高楼层视野贼好', '雍荣华庭  | 3室2厅 | 85平米 | 南 | 精装', '高楼层(共25层)2017年建板楼  -  申花', '470万', '单价55295元/平米')
('https://image1.ljcdn.com/330100-inspection/25b60155-4a50-458a-ae4d-439b7cf3173a.jpg.296x216.jpg', '2房朝南，精装修约2年，拎包就能入住！', '大浒东苑  | 2室1厅 | 59.37平米 | 南 | 精装 | 有电梯', '低楼层(共10层)2005年建板楼  -  大关', '260万', '单价43794元/平米')
('https://image1.ljcdn.com/330100-inspection/7d50036d-fc2a-4916-9901-fd1c178a0681.jpg.296x216.jpg', '红石公寓 精装西边套 三房朝南 高得房率 诚售', '红石公寓  | 3室2厅 | 136.49平米 | 西南 北 | 精装 | 有电梯', '高楼层(共16层)2004年建板楼  -  湖墅', '678万', '单价49674元/平米')
('https://image1.ljcdn.com/330100-inspection/e405e75b-cbdc-4110-a6a0-b09e91912054.jpg.296x216.jpg', '三开间朝南，位置优越，两房急卖急卖！', '绍兴新村  | 2室1厅 | 49.63平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)1988年建板楼  -  拱宸桥', '190万', '单价38284元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadbabf0b09-13b9-4d0f-b0d8-7046463e28cf.jpg.296x216.jpg', '主城区！绿城品质小区，绿城物业！环境优美！精装修！', '绿城西子田园牧歌  | 3室1厅 | 173.99平米 | 东 南 北 | 精装 | 有电梯', '中楼层(共11层)2014年建板楼  -  半山', '670万', '单价38508元/平米')
('https://image1.ljcdn.com/330100-inspection/fe4a4572-e1b7-481b-a77c-ec3d78459b85.jpg.296x216.jpg', '绿城慧园，绿城的品质，采光好，西边套。诚心出售。', '绿城慧园  | 4室1厅 | 155.71平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2014年建板塔结合  -  申花', '870万', '单价55874元/平米')
('https://image1.ljcdn.com/330100-inspection/40b3fe00-c3da-4b74-b19f-adca90872ce1.jpg.296x216.jpg', '假山新村新上大两居室 户型方正 清爽装修 采光视野好', '假山新村  | 2室2厅 | 83.06平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1999年建板楼  -  德胜', '376万', '单价45269元/平米')
('https://image1.ljcdn.com/330100-inspection/16e32f8b-0738-448f-a9cb-83714ae6db79.jpg.296x216.jpg', '玉兔路小区 2室1厅 260万', '玉兔路小区  | 2室1厅 | 56.6平米 | 南 | 精装 | 无电梯', '中楼层(共7层)板楼  -  大关', '260万', '单价45937元/平米')
('https://image1.ljcdn.com/330100-inspection/1c424eba-91aa-4c2a-b588-9b1ed5c38959.jpg.296x216.jpg', '水滟苑 主城区 电梯房  近地铁 配套完善 诚心出售', '都市水乡水滟苑  | 2室2厅 | 96.13平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共11层)2008年建板楼  -  三墩', '315万', '单价32769元/平米')
('https://image1.ljcdn.com/330100-inspection/d9f277d5-3ea7-4dd9-aac0-be8f9af6d741.jpg.296x216.jpg', '清爽一房，温馨舒适，采光充足。', '蚕花园永庆坊  | 1室1厅 | 55.59平米 | 南 | 简装 | 有电梯', '高楼层(共21层)2000年建板楼  -  拱宸桥', '190万', '单价34179元/平米')
('https://image1.ljcdn.com/330100-inspection/6287a66d-ef9a-47fd-950c-a1127b410a38.jpg.296x216.jpg', '满五唯一，精装修，无综合税，带大院子', '大关东三苑  | 3室1厅 | 73.23平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1995年建板楼  -  大关', '300万', '单价40967元/平米')
('https://image1.ljcdn.com/330100-inspection/1f6978a4-8131-405f-8bc0-1cdcb185f9b6.jpg.296x216.jpg', '卖小本部，中间楼层两房朝南，总价低，精装修。', '仓基新村  | 2室1厅 | 49.6平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)1990年建板楼  -  信义坊', '248万', '单价50000元/平米')
('https://image1.ljcdn.com/330100-inspection/bdfb4f6d-6c35-4cad-a898-658b9f304a78.jpg.296x216.jpg', '湖墅新村 中间位置 采光好 楼层好', '湖墅新村  | 2室1厅 | 49.54平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1998年建板楼  -  信义坊', '222万', '单价44813元/平米')
('https://image1.ljcdn.com/330100-inspection/e5ea7e62-a32c-4255-86eb-8a61fb2e2a98.jpg.296x216.jpg', '卖鱼桥全明西边套三房户型，两年内自住精装修', '假山新村  | 3室2厅 | 97.22平米 | 南 西 北 | 精装 | 无电梯', '高楼层(共7层)1989年建板楼  -  德胜', '400万', '单价41144元/平米')
('https://image1.ljcdn.com/330100-inspection/d87447f7-0a3a-41c9-9236-b6a9a5e864ef.jpg.296x216.jpg', '学院北麓新上小三房 三开间朝南 双阳台 带车位', '雍荣华庭  | 3室2厅 | 89.94平米 | 南 | 毛坯 | 有电梯', '高楼层(共29层)2017年建板楼  -  申花', '455万', '单价50590元/平米')
('https://image1.ljcdn.com/330100-inspection/d238494f-dd17-4132-8618-1cc3f589658e.jpg.296x216.jpg', '精装修 东边套 一南一北 还有一房朝东', '小河佳苑  | 3室2厅 | 103.41平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2005年建板楼  -  和睦', '383万', '单价37038元/平米')
('https://image1.ljcdn.com/330100-inspection/0b666c96-4676-4c09-98cf-0f681a2df6ff.jpg.296x216.jpg', '2房朝南，已做3房，实用性强，过渡好房！', '绍兴新村  | 3室1厅 | 57.66平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  拱宸桥', '235万', '单价40757元/平米')
('https://image1.ljcdn.com/330100-inspection/bd7daaad-baeb-471f-84e2-60881aab7a87.jpg.296x216.jpg', '全明户型，2楼，总价低，大关南八苑', '大关南八苑  | 2室1厅 | 61.31平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1998年建板楼  -  大关', '230万', '单价37515元/平米')
('https://image1.ljcdn.com/330100-inspection/25bec3c2-151c-4318-aa8a-47fb6dc29205.jpg.296x216.jpg', '房东诚售，全明户型，采光充足。', '都市水乡水映苑  | 2室2厅 | 69.48平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2004年建板楼  -  三墩', '238万', '单价34255元/平米')
('https://image1.ljcdn.com/330100-inspection/e0a5d6bc-dd58-418f-bf98-012e3d018b2a.jpg.296x216.jpg', '绿城慧园精装修，两房，房东诚心卖', '绿城慧园  | 2室2厅 | 86.26平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2014年建板塔结合  -  申花', '478万', '单价55414元/平米')
('https://image1.ljcdn.com/330100-inspection/82f788a7-cbd8-47a8-a032-63bf9bc02504.jpg.296x216.jpg', '中间楼层，全明南北通透，清爽装修，诚心卖', '大关东六苑  | 2室1厅 | 63.81平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1995年建板楼  -  大关', '246万', '单价38552元/平米')
('https://image1.ljcdn.com/330100-inspection/01dc8d7f-b97f-4960-a4f0-040698ef9f69.jpg.296x216.jpg', '水曲苑 主城曲  地铁口  精装修 西边套 房本满五年', '都市水乡水曲苑  | 3室2厅 | 97.78平米 | 南 西 北 | 简装 | 有电梯', '高楼层(共11层)2008年建板楼  -  三墩', '340万', '单价34772元/平米')
('https://image1.ljcdn.com/330100-inspection/f532414d-f284-4129-beda-89724bb52bad.jpg.296x216.jpg', '大关东九苑南北通透全明户型 。。。。', '大关东九苑  | 2室1厅 | 67.11平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1995年建板楼  -  大关', '265万', '单价39488元/平米')
('https://image1.ljcdn.com/330100-inspection/a802dbfc-2308-4d5a-8e42-620f66cdc5fb.jpg.296x216.jpg', '户型正气+精装修+南北通+免增值税+房东诚心出售', '九龙仓碧玺  | 4室1厅 | 187平米 | 南 | 精装 | 有电梯', '中楼层(共31层)2015年建板楼  -  桥西', '1180万', '单价63102元/平米')
('https://image1.ljcdn.com/330100-inspection/373c055c-d4ac-42c9-a545-3f846db60471.jpg.296x216.jpg', '东边套 自住精装修 户型正气 明厨明卫', '蚕花园永安坊  | 2室1厅 | 64平米 | 南 | 简装 | 无电梯', '中楼层(共4层)1990年建板楼  -  拱宸桥', '240万', '单价37500元/平米')
('https://image1.ljcdn.com/330100-inspection/1e0d4c37-f3f8-4b50-bdd4-47b8a767e7b5.jpg.296x216.jpg', '上拱墅名校+运河边+地铁口+距离近', '九龙仓碧玺  | 4室2厅 | 217.23平米 | 南 | 精装 | 有电梯', '中楼层(共7层)2015年建塔楼  -  桥西', '2150万', '单价98974元/平米')
('https://image1.ljcdn.com/330100-inspection/b670109a-727b-4416-a1a9-6d9ce08b2c6c.jpg.296x216.jpg', '大关东八苑 西边套 交通方便 离地铁近', '大关西八苑  | 2室1厅 | 56.24平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1996年建板楼  -  大关', '230万', '单价40897元/平米')
('https://image1.ljcdn.com/330100-inspection/c7cac2ff-9395-47bc-b04c-b2a48d5cb74d.jpg.296x216.jpg', '拱北一房南一房北小两房，楼层好，采光充足，无遮挡。', '蚕花园永庆坊  | 2室1厅 | 56.13平米 | 南 | 精装 | 无电梯', '中楼层(共7层)2000年建板楼  -  拱宸桥', '220万', '单价39195元/平米')
('https://image1.ljcdn.com/330100-inspection/test-22fafdda-4633-47f6-aa40-64225a837d76.png.296x216.jpg', '户型正气，南北通透，总价低，急卖，急卖急卖！', '绍兴新村  | 2室1厅 | 52.26平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  拱宸桥', '225万', '单价43054元/平米')
('https://image1.ljcdn.com/330100-inspection/042fb481-81cf-4b6a-8bc5-d66b87196fac.jpg.296x216.jpg', '景瑞壹号院 89方小三房 全明户型 双阳台', '景瑞申花壹号院  | 3室1厅 | 89平米 | 南 | 毛坯', '中楼层(共26层)2016年建塔楼  -  申花', '470万', '单价52809元/平米')
('https://image1.ljcdn.com/330100-inspection/6a76249d-a171-4257-a7c5-f0e42ee73d28.jpg.296x216.jpg', '上拱墅名校+运河边+拎包入住+距离近', '新安天苑  | 2室2厅 | 72.96平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2000年建板楼  -  桥西', '290万', '单价39748元/平米')
