('https://image1.ljcdn.com/370200-inspection/1e981338-8854-4319-b37f-00f04dcca510.JPG.296x216.jpg', '瑞纳花园 小高层套三 户型方正 距离地铁11号线500米', '瑞纳花园  | 3室1厅 | 115.43平米 | 南 西 | 其他 | 有电梯', '中楼层(共12层)2000年建板楼  -  石老人', '406万', '单价35173元/平米')
('https://image1.ljcdn.com/370200-inspection/e95fdcd6-f079-4482-af3a-bda28d0a0a21.jpg.296x216.jpg', '满五年一套房 精装修 送部分家具家电 看房电话联系', '鲁信长春花园  | 2室2厅 | 135.21平米 | 南 | 精装 | 有电梯', '低楼层(共20层)2006年建板楼  -  颐中体育场', '460万', '单价34022元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadb604a52c-d985-440f-beb1-c7feaf97bc5d.jpg.296x216.jpg', '丽海花园，多层一楼，套二双卫，可改小套三', '丽海花园一期  | 2室1厅 | 88.18平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2000年建板楼  -  崂山CBD', '350万', '单价39692元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload8b6036db-e5aa-4478-8384-d68962f5ae46.jpg.296x216.jpg', '金顶花园，精装套一，保护好，南北通透，业主诚心出售', '金顶花园  | 1室1厅 | 60.18平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2007年建板塔结合  -  颐中体育场', '235万', '单价39050元/平米')
('https://image1.ljcdn.com/370200-inspection/02657e5a-65b8-4b54-987e-8b941aaac74b.jpg.296x216.jpg', '新出湖边三居室，满五唯一带车位，诚售', '鲁信长春花园  | 3室2厅 | 156.16平米 | 南 北 | 精装 | 有电梯', '低楼层(共26层)2008年建板楼  -  颐中体育场', '538万', '单价34452元/平米')
('https://image1.ljcdn.com/370200-inspection/aa532037-dc81-411d-a88e-a4b2471584b9.jpg.296x216.jpg', '金狮广场北侧 中惠雅园 采光好交通便利 配套好 有钥匙', '中惠雅园  | 2室2厅 | 151.61平米 | 西南 | 其他 | 有电梯', '低楼层(共18层)2002年建塔楼  -  崂山CBD', '306万', '单价20184元/平米')
('https://image1.ljcdn.com/370200-inspection/2ba483dd-bed7-463d-990f-56c9ff8b1001.jpg.296x216.jpg', '一居可改两居 价格送20万地下车位 保护新拎包直接入住', '鲁信长春花园  | 1室2厅 | 79.43平米 | 南 | 精装 | 有电梯', '高楼层(共25层)2008年建板楼  -  颐中体育场', '255万', '单价32104元/平米')
('https://image1.ljcdn.com/370200-inspection/6760554d-eb24-40cf-b0ec-51758d13488c.jpg.296x216.jpg', '深蓝公寓 套一复式 采光和视野很好 看房方便 租金可观', '深蓝公寓  | 1室1厅 | 73.59平米 | 南 | 其他', '低楼层(共29层)2010年建板塔结合  -  颐中体育场', '120万', '单价16307元/平米')
('https://image1.ljcdn.com/370200-inspection/d43c053b-97e4-40fa-b356-8ed3f1dc3058.jpg.296x216.jpg', '鲁信长春 南北通透大套三顶加阁 保护好  看浮山全景', '鲁信长春花园  | 6室2厅 | 151平米 | 南 北 | 其他 | 有电梯', '高楼层(共5层)2006年建板楼  -  颐中体育场', '730万', '单价48345元/平米')
('https://image1.ljcdn.com/370200-inspection/c2bf63e1-92a4-42aa-a584-612c7b71d6e6.jpg.296x216.jpg', '康城，满五年居家装修，低楼层老少皆宜，价钱能商量。', '康城  | 2室1厅 | 92.34平米 | 南 | 精装 | 有电梯', '低楼层(共23层)2009年建板楼  -  汽车东站', '310万', '单价33572元/平米')
('https://image1.ljcdn.com/370200-inspection/641ef28a-d289-4751-954d-0a62f5ef10a1.jpg.296x216.jpg', '亚麦山城次顶楼 海景房 全明元宝户型 无个税 有车位', '亚麦山城一期  | 3室2厅 | 168.95平米 | 南 北 | 其他 | 有电梯', '高楼层(共14层)2006年建板楼  -  雕塑园', '699万', '单价41374元/平米')
('https://image1.ljcdn.com/370200-inspection/test-c9d1d2ef-18c7-4720-89ed-d2a72cdaa25c.png.296x216.jpg', '温哥华花园 3室2厅 426万', '温哥华花园  | 3室2厅 | 131.76平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2008年建板楼  -  北村', '426万', '单价32332元/平米')
('https://image1.ljcdn.com/370200-inspection/290db292-eb02-4b96-9519-daaa9a75caca.JPG.296x216.jpg', '天泰金融广场B座 精装下复式 西北向 采光没有问题', '天泰金融广场B座  | 2室1厅 | 96.87平米 | 西 北 | 其他 | 有电梯', '低楼层(共32层)2010年建板楼  -  崂山CBD', '180万', '单价18582元/平米')
('https://image1.ljcdn.com/370200-inspection/65fd7fcd-6cd7-4dd0-8b11-2309837f56da.jpg.296x216.jpg', '东城国际南区，南北通透，视野开阔，改善可选', '海尔东城国际南区  | 4室3厅 | 135.8平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2007年建板楼  -  颐中体育场', '718万', '单价52872元/平米')
('https://image1.ljcdn.com/370200-inspection/82dd7a75-61a0-4186-915d-e08dd8fedd03.jpg.296x216.jpg', '新上 凯旋家园 双卫大套二 南北通透 业主诚售', '凯旋家园  | 2室2厅 | 117.35平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2004年建板楼  -  崂山CBD', '450万', '单价38347元/平米')
('https://image1.ljcdn.com/370200-inspection/662e4c61-cec4-4f8c-b223-769f986254d6.jpg.296x216.jpg', '麦岛金岸 多层洋房 精装未住 送2个地下车位 只交契税', '麦岛金岸  | 5室2厅 | 355.58平米 | 南 北 | 精装 | 有电梯', '中楼层(共6层)2009年建板楼  -  麦岛', '2780万', '单价78183元/平米')
('https://image1.ljcdn.com/370200-inspection/f010c5aa-a55d-4ddd-87fa-648ba4c20bd6.jpg.296x216.jpg', '远洋风景，满五年唯一住房！开发商统一精装修！有车位', '远洋风景  | 2室2厅 | 90.14平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2013年建板楼  -  颐中体育场', '410万', '单价45485元/平米')
('https://image1.ljcdn.com/370200-inspection/f77b8dd5-7eb2-4269-b89f-3470a8b390b6.jpg.296x216.jpg', '百仕凯旋城 满两年精装修房源 全套实木家具', '百仕凯旋城  | 2室1厅 | 86.48平米 | 南 北 | 其他', '高楼层(共23层)2011年建板楼  -  汽车东站', '355万', '单价41050元/平米')
('https://image1.ljcdn.com/370200-inspection/5094da7d-6e30-48c0-9352-7401565b12f5.JPG.296x216.jpg', '山水名园二期精装三居室拎包入住全明户型', '山水名园二期  | 3室2厅 | 130.71平米 | 南 北 | 精装 | 有电梯', '低楼层(共12层)2009年建板楼  -  石老人', '518万', '单价39630元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadfd944b6b-0771-4c2d-a87f-765c7e41a4d5.jpg.296x216.jpg', '看海，采光无遮挡，临地铁2号线100米（来源百度地图）', '中南公寓  | 2室2厅 | 118.31平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2004年建塔楼  -  崂山CBD', '398万', '单价33641元/平米')
('https://image1.ljcdn.com/370200-inspection/bb6b7225-6980-4396-9230-46d8eb31656d.jpg.296x216.jpg', '金领世家 元宝套三 满五唯一省双税，全天采光，不临街', '金领世家  | 3室2厅 | 152.27平米 | 南 北 | 简装 | 有电梯', '高楼层(共18层)2009年建板楼  -  崂山CBD', '600万', '单价39404元/平米')
('https://image1.ljcdn.com/370200-inspection/233a2784-0747-4754-8921-77d649efaa25.jpg.296x216.jpg', '金帝山庄东头东户 海景房 双入户门 二楼地势 全明', '金帝山庄  | 4室2厅 | 181.46平米 | 南 北 | 其他 | 无电梯', '低楼层(共3层)2002年建板楼  -  雕塑园', '730万', '单价40230元/平米')
('https://image1.ljcdn.com/370200-inspection/84344bfb-55c1-48d4-a2c1-5e58ecbdbd7b.jpg.296x216.jpg', '竹韵山色  南北通 采光不当 小区环境优美诚意出售', '竹韵山色一期  | 2室1厅 | 93.87平米 | 南 北 | 其他 | 有电梯', '低楼层(共12层)2010年建板楼  -  北村', '325万', '单价34623元/平米')
('https://image1.ljcdn.com/370200-inspection/86103877-0be3-40a0-94ef-27b805cd9c2f.jpg.296x216.jpg', '新上深蓝公寓平层 ，户型好，视野开阔', '深蓝公寓  | 1室1厅 | 51.95平米 | 西 | 其他', '低楼层(共20层)2010年建板塔结合  -  颐中体育场', '72万', '单价13860元/平米')
('https://image1.ljcdn.com/370200-inspection/test-4ac77302-9fd7-4fa5-abb0-47133d01e59d.png.296x216.jpg', '居家装修 满五唯一 楼层高 视野采光好 无抵押贷款', '东方美景  | 2室2厅 | 108.81平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2008年建板楼  -  汽车东站', '418万', '单价38416元/平米')
('https://image1.ljcdn.com/370200-inspection/63f64ee3-b70f-4083-ad55-7acdff34bd55.JPG.296x216.jpg', '国际花园品质小区 方正小套一，满五唯一，总价低', '国际花园  | 1室1厅 | 65.99平米 | 北 | 精装 | 有电梯', '低楼层(共28层)2009年建板楼  -  崂山CBD', '210万', '单价31824元/平米')
('https://image1.ljcdn.com/370200-inspection/acb00259-6bbd-4e70-a2a9-a5db8fcd0ba9.jpg.296x216.jpg', '天林家园 多层套二 看房方便 诚心出售 南北通透户型', '天林家园  | 2室2厅 | 88.09平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2000年建板楼  -  北村', '270万', '单价30651元/平米')
('https://image1.ljcdn.com/370200-inspection/test-8ad97bc5-4753-45d7-82c1-61ace82edb62.png.296x216.jpg', '华居公寓 多层二楼海景房 视野好 有钥匙随时看', '华居公寓  | 3室2厅 | 121.83平米 | 南 北 | 精装 | 无电梯', '中楼层(共4层)2000年建板楼  -  西姜', '428万', '单价35131元/平米')
('https://image1.ljcdn.com/370200-inspection/b786c1f7-dd73-4253-8b9d-73aa6f0e9ac9.JPG.296x216.jpg', '山水名园二期 精装联排别墅 诚意出售 有钥匙', '山水名园二期  | 3室3厅 | 264.15平米 | 南 北 | 精装 | 无电梯', '4层2009年建暂无数据  -  石老人', '1350万', '单价51108元/平米')
('https://image1.ljcdn.com/370200-inspection/05ca9a3f-61c9-4794-b06d-c0c4d099cdde4.JPG.296x216.jpg', '未名山庄上叠拼别墅 有装修 满五省税 两层带阁楼', '未名山庄  | 5室4厅 | 213.86平米 | 南 | 简装 | 无电梯', '低楼层(共4层)2002年建板楼  -  西姜', '700万', '单价32732元/平米')
('https://image1.ljcdn.com/370200-inspection/test-42effb73-a25b-4210-9ef7-c41bb6ad4b39.png.296x216.jpg', '精装修，拎包住，南北通透，看石老人海水浴场', '山水名园二期  | 2室2厅 | 132.99平米 | 南 北 | 精装 | 有电梯', '中楼层(共12层)2009年建板楼  -  石老人', '480万', '单价36093元/平米')
('https://image1.ljcdn.com/370200-inspection/b5ea1980-4cf1-4209-bf1f-ee2284b0efd6.jpg.296x216.jpg', '空中阳光别墅  面积380平 全山景全海景 精装修带电梯', '荣美御园二期  | 6室4厅 | 183.97平米 | 南 北 | 精装 | 有电梯', '高楼层(共8层)2005年建板楼  -  雕塑园', '1280万', '单价69577元/平米')
('https://image1.ljcdn.com/370200-inspection/de3c2c5d-ede2-41de-b796-d0a99c241e54.jpg.296x216.jpg', '东城国际北区 小高层 精装双南卧套二', '海尔东城国际北区  | 2室1厅 | 93.79平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2008年建板塔结合  -  颐中体育场', '375万', '单价39983元/平米')
('https://image1.ljcdn.com/370200-inspection/80db1e1f-13b8-47e2-a97b-2f603c1b7950.JPG.296x216.jpg', '裕龙大厦 把西头 通透 好房子', '裕龙大厦  | 3室2厅 | 193平米 | 西 | 简装 | 有电梯', '中楼层(共26层)2004年建板楼  -  崂山CBD', '360万', '单价18653元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload0b33bad2-2e44-486f-b103-f918d14d3212.jpg.296x216.jpg', '北村小区15年新装套二 好楼层带车位 业主诚售', '北村小区  | 2室2厅 | 96.48平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1993年建板楼  -  北村', '260万', '单价26949元/平米')
('https://image1.ljcdn.com/370200-inspection/fe84b22d-e5e2-4bb0-8a90-fb7354419d27.jpg.296x216.jpg', '前排，双南双北卧东厅户型，客厅60平米，送车位储藏室', '麦岛金岸  | 4室1厅 | 218平米 | 南 北 | 其他 | 有电梯', '中楼层(共21层)2009年建板楼  -  麦岛', '1450万', '单价66514元/平米')
('https://image1.ljcdn.com/370200-inspection/3e874825-5579-43c2-b785-fc1edb9ef130.JPG.296x216.jpg', '金领世家 三南卧南厅，采光好，看房方便，不临路！', '金领世家  | 3室1厅 | 165.36平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2009年建板楼  -  崂山CBD', '650万', '单价39309元/平米')
('https://image1.ljcdn.com/370200-inspection/35c68db9-4766-47d2-a755-e34e15fb43a5.jpg.296x216.jpg', '鲁信含章新上精装套一，楼层好，采光好保护好诚心卖。', '鲁信含章花园  | 1室1厅 | 62平米 | 南 北 | 其他 | 有电梯', '中楼层(共30层)2012年建板楼  -  北村', '215万', '单价34678元/平米')
('https://image1.ljcdn.com/370200-inspection/02245989-8b18-46c3-ac1e-47e39810bbfe.JPG.296x216.jpg', '裕龙科技公寓 南北通透元宝套四 诚意出售', '裕龙科技公寓  | 4室1厅 | 169.02平米 | 南 北 | 精装 | 无电梯', '低楼层(共5层)2000年建板楼  -  崂山CBD', '710万', '单价42007元/平米')
('https://image1.ljcdn.com/370200-inspection/test-3b4fba57-4185-4e2c-8b44-e62935ff19f2.png.296x216.jpg', '新上丽海馨苑 多层方正套三 公摊小 生活便利 随时看房', '丽海馨苑  | 3室2厅 | 137.7平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2006年建板楼  -  崂山CBD', '595万', '单价43210元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload7fe383d3-925d-40cc-ade6-32a2b1e0e2d6.jpg.296x216.jpg', '金顶花园 精装套一 保护很好 满五唯一省双税', '金顶花园  | 1室2厅 | 76.74平米 | 南 北 | 精装 | 有电梯', '低楼层(共10层)2007年建板塔结合  -  颐中体育场', '307万', '单价40006元/平米')
('https://image1.ljcdn.com/370200-inspection/2f08dddc-f320-4885-b0e1-431d5e1bb4ab.jpg.296x216.jpg', '龙泽山庄 精装三居室 双南卧 南北通透 客厅东南角看海', '龙泽山庄  | 3室2厅 | 147.46平米 | 南 北 | 其他 | 有电梯', '中楼层(共10层)2009年建板楼  -  雕塑园', '670万', '单价45437元/平米')
('https://image1.ljcdn.com/370200-inspection/16b3921e-4a93-4b30-a4da-d303dcb3b78e.jpg.296x216.jpg', '世纪华庭 户型方正 采光充足 全明套三', '世纪华庭  | 3室2厅 | 138平米 | 南 北 | 精装 | 有电梯', '中楼层(共12层)2004年建板楼  -  北村', '439万', '单价31812元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploade0bbb670-5044-47f2-9988-87ef0aba64cb.jpg.296x216.jpg', '爱琴海公寓。洋房2楼3房间。正如你喜欢的那个样子。', '爱琴海公寓  | 3室2厅 | 129.02平米 | 南 北 | 其他 | 无电梯', '中楼层(共4层)2003年建板楼  -  石老人', '568万', '单价44025元/平米')
('https://image1.ljcdn.com/370200-inspection/9c7277af-9c40-43d2-8935-135f652f7224.jpg.296x216.jpg', '精装四居室 三卧室向阳 保持的很好可以直接入住', '亚麦山庄  | 4室2厅 | 144.74平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2002年建板楼  -  雕塑园', '615万', '单价42490元/平米')
('https://image1.ljcdn.com/370200-inspection/d5497833-56c2-463d-ac05-260a6acc28e7.JPG.296x216.jpg', '锦绣花园 多层一楼 面朝大海春暖花开 适宜居住', '锦绣花园  | 车位 | 38.04平米 | 南 北 | 无电梯', '1999年建板楼  -  西姜', '70万', '单价18402元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload2468f41d-1e01-49de-8cbb-40756c156089.jpg.296x216.jpg', '鲁信长春，耳朵户型套三，带车位出售。视野看浮山', '鲁信长春花园  | 3室2厅 | 145.14平米 | 南 北 | 精装 | 有电梯', '中楼层(共26层)2006年建板楼  -  颐中体育场', '520万', '单价35828元/平米')
('https://image1.ljcdn.com/370200-inspection/c269b83f-e04d-4f93-ad97-028c44e64c4d.jpg.296x216.jpg', '麦岛金岸 精装 看海景 满五年唯一住房', '麦岛金岸  | 3室2厅 | 168.75平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)2009年建板楼  -  麦岛', '1100万', '单价65186元/平米')
('https://image1.ljcdn.com/370200-inspection/efecc3ad-459a-4922-b891-f583d4405a6d.jpg.296x216.jpg', '锦绣花园 低楼层海景房 新装修 诚意出售', '锦绣花园  | 3室2厅 | 130.5平米 | 南 北 | 精装 | 无电梯', '低楼层(共7层)1995年建板楼  -  西姜', '365万', '单价27970元/平米')
('https://image1.ljcdn.com/370200-inspection/9848a171-fa02-4f2b-86be-54090065953e.jpg.296x216.jpg', '城建春光山色多层，复式，业主诚心出售 看房方便', '春光山色  | 3室2厅 | 77.94平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2005年建板楼  -  北村', '240万', '单价30793元/平米')
('https://image1.ljcdn.com/370200-inspection/3a416f80-4250-483f-9b50-30de3ba4efe7.jpg.296x216.jpg', '恒易慧心园 精装套二 南北通透 位置好 业主诚心出售', '恒易慧心园  | 2室2厅 | 91.84平米 | 南 北 | 其他 | 有电梯', '中楼层(共19层)2012年建板楼  -  颐中体育场', '358万', '单价38981元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploada705e2f8-4ab8-47c8-8ac7-13c9130d3bdc.jpg.296x216.jpg', '精装大复式，送车库，保护好，业主诚售', '鲁信长春花园  | 4室2厅 | 246.95平米 | 南 北 | 精装 | 有电梯', '中楼层(共4层)2006年建板楼  -  颐中体育场', '1100万', '单价44544元/平米')
('https://image1.ljcdn.com/370200-inspection/85214367-9e54-4a8b-a72a-d32b60181a61.jpg.296x216.jpg', '石苑别墅 精装套三 采光好 视野棒 看房方便有钥匙', '石苑别墅  | 3室2厅 | 158.95平米 | 东 东南 南 | 其他 | 无电梯', '中楼层(共4层)1996年建板楼  -  雕塑园', '720万', '单价45298元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadcdf95ed0-0271-46d1-a158-13d2952c32df.jpg.296x216.jpg', '龙泽书苑 70年产权 精装套二 业主诚售', '龙泽书苑  | 2室2厅 | 88.1平米 | 南 | 其他', '中楼层(共15层)2014年建板楼  -  松山后', '255万', '单价28945元/平米')
('https://image1.ljcdn.com/370200-inspection/60a36214-5d91-4168-9c3b-6a83b8e341ad.jpg.296x216.jpg', '鲁信多层二居 看浮山全景 厨卫全明 公摊14%业主急卖', '鲁信长春花园  | 2室2厅 | 120.82平米 | 南 | 精装 | 有电梯', '低楼层(共6层)2006年建板楼  -  颐中体育场', '480万', '单价39729元/平米')
('https://image1.ljcdn.com/370200-inspection/test-ef531336-9b28-42a0-abb9-fec00dc37c49.png.296x216.jpg', '鲁信通透双卫大套二，可改套三，精装修低价格', '鲁信长春花园  | 2室2厅 | 135.51平米 | 南 北 | 其他 | 有电梯', '中楼层(共20层)2006年建板楼  -  颐中体育场', '490万', '单价36160元/平米')
