('https://image1.ljcdn.com/320100-inspection/65e7f4b6-8512-4930-a5fe-7820d6d2678d.jpg.296x216.jpg', '满五年 南北通透 采光足 拎包入住 居家装修', '新天地花园  | 2室1厅 | 59.22平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1999年建板楼  -  月牙湖', '168万', '单价28369元/平米')
('https://image1.ljcdn.com/320100-inspection/15521cbc-03bf-4adc-ba7a-7a4c6039789a.JPG.296x216.jpg', '两房 采光无遮挡 拎包住 楼层低 交通方便', '东白菜园  | 2室1厅 | 49.13平米 | 东 | 其他 | 有电梯', '中楼层(共7层)1990年建板楼  -  五老村', '178万', '单价36231元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadbd053553-ca42-48c4-8db6-03aed24f7db6.jpg.296x216.jpg', '海福巷 工程兵学院 满五年 中间楼层 边户 拎包入住', '三金福邸  | 3室2厅 | 101.13平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2003年建板塔结合  -  月牙湖', '339万', '单价33522元/平米')
('https://image1.ljcdn.com/320100-inspection/d694e9c2-76c6-484d-8cc9-4607700bb102.JPG.296x216.jpg', '南北通透的两房 厨房卫生间带窗户', '府西街21号  | 2室1厅 | 49平米 | 南 北 | 其他 | 有电梯', '中楼层(共7层)1990年建板塔结合  -  升州路', '170万', '单价34694元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload9642e5e0-d94d-4d51-8adc-1af0a7197caa.jpg.296x216.jpg', '中间位置 南北通透 采光无遮挡 户型方正 月牙湖畔', '天地花园  | 2室1厅 | 61.35平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1996年建板楼  -  月牙湖', '165万', '单价26895元/平米')
('https://image1.ljcdn.com/320100-inspection/99758ec6-fefd-4579-a67c-0cd72891b073.jpg.296x216.jpg', '瑞金北村 2室1厅 265万', '瑞金北村  | 2室1厅 | 57.81平米 | 南 北 | 简装 | 有电梯', '中楼层(共6层)1983年建板楼  -  瑞金路', '265万', '单价45840元/平米')
('https://image1.ljcdn.com/320100-inspection/b0656a78-3252-49a6-9e44-795f8efe2ed0.jpg.296x216.jpg', '三山街地铁站 仙鹤街 来凤商圈 小三房 中间楼层可停车', '金粟庵路  | 3室1厅 | 63.29平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1994年建板楼  -  来凤里', '170万', '单价26861元/平米')
('https://image1.ljcdn.com/320100-inspection/test-0345691d-fafc-4cc5-83f7-52f27b6db00c.png.296x216.jpg', '苜蓿园地铁 双南电梯两房 视野开阔 锦华装修 诚售', '富丽山庄  | 2室2厅 | 87.34平米 | 南 北 | 精装 | 有电梯', '高楼层(共16层)1997年建板楼  -  月牙湖', '320万', '单价36639元/平米')
('https://image1.ljcdn.com/320100-inspection/3fe7de91-e70e-425d-96af-7b69bb56306a.jpg.296x216.jpg', '万达紫金明珠 单身公寓 楼层好 采光充足 随时可看', '万达紫金明珠  | 1室1厅 | 38.64平米 | 北 | 其他 | 有电梯', '中楼层(共10层)2006年建板楼  -  月牙湖', '85万', '单价21998元/平米')
('https://image1.ljcdn.com/320100-inspection/5a0d0484-6e5a-40ba-b84f-bd0219fe6ed6.JPG.296x216.jpg', '新街口 配套成熟 双南 采光好 视野好 看房方便', '小火瓦巷  | 2室1厅 | 67.41平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)1998年建塔楼  -  新街口', '302万', '单价44801元/平米')
('https://image1.ljcdn.com/320100-inspection/ebf5ec14-0784-45ad-a4f2-ae7b851bbe34.JPG.296x216.jpg', '全明3房 张府园地铁 新街口 单价低 小火瓦巷 洪武路', '洪武路337号  | 3室1厅 | 63.88平米 | 南 | 简装 | 有电梯', '低楼层(共28层)1996年建板楼  -  新街口', '260万', '单价40702元/平米')
('https://image1.ljcdn.com/320100-inspection/6c4614ae-4e5c-4e76-acc6-5099c7032d25.jpg.296x216.jpg', '高楼层带电梯 北瞰紫金山 南视月牙湖 西望新街口', '梅花山庄湖畔之星  | 4室2厅 | 151.5平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2003年建塔楼  -  月牙湖', '520万', '单价34324元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploade6ba777e-0bf7-457f-b35c-f8876bee67cf.jpg.296x216.jpg', '武定门北巷 2室1厅 160万', '武定门北巷  | 2室1厅 | 49.17平米 | 东 南 | 简装 | 无电梯', '高楼层(共6层)1988年建板塔结合  -  夫子庙', '160万', '单价32541元/平米')
('https://image1.ljcdn.com/320100-inspection/84dc067b-7e5e-4a46-a7e2-4d1cc1f3addf.jpg.296x216.jpg', '视野开阔 厨卫全明 采光好 夫子庙地铁 太平南路', '王府园小区  | 3室1厅 | 74.21平米 | 南 北 | 简装 | 有电梯', '高楼层(共7层)1990年建板楼  -  升州路', '282万', '单价38001元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadb58abc0a-5832-49cc-9187-a7165fe97eb0.jpg.296x216.jpg', '枫丹白露 三南 错层 精装 采光无遮挡 户型佳', '枫丹白露枫丹花园  | 3室2厅 | 104.06平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2004年建板楼  -  秦虹', '415万', '单价39881元/平米')
('https://image1.ljcdn.com/320100-inspection/c7c9c4e2-61df-4fd5-a651-b9ca2f390ca3.JPG.296x216.jpg', '南北通透 采光充足 户型方正 配套齐全带车位', '大地豪庭  | 3室2厅 | 130.52平米 | 南 北 | 简装 | 有电梯', '高楼层(共11层)2004年建板塔结合  -  月牙湖', '470万', '单价36010元/平米')
('https://image1.ljcdn.com/320100-inspection/c70c5505-468d-4047-99cf-0fa00796d6d9.JPG.296x216.jpg', '常府街地铁 封闭式小区 房龄95年 小区好停车 全明户型', '小火瓦巷  | 2室1厅 | 52.18平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1996年建板楼  -  新街口', '295万', '单价56536元/平米')
('https://image1.ljcdn.com/320100-inspection/eaf6f283-45aa-4e41-9ff0-91e1e85ed0fb.jpg.296x216.jpg', '此房满五年，地段位置好，带有小区环境', '城市之星  | 4室1厅 | 66.98平米 | 西 | 其他 | 有电梯', '高楼层(共11层)2000年建板楼  -  升州路', '200万', '单价29860元/平米')
('https://image1.ljcdn.com/320100-inspection/8be769db-b033-4742-9305-2979beb0fc73.JPG.296x216.jpg', '位于夫子庙和新街口中间位置交通便利采光充足', '王府园小区  | 2室1厅 | 46.04平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1988年建板楼  -  升州路', '226万', '单价49088元/平米')
('https://image1.ljcdn.com/320100-inspection/986da06e-a27e-492f-9303-137a493a7681.JPG.296x216.jpg', '科巷 苏果超市 1/2/3线 大行宫地铁口 常府街', '东白菜园  | 2室1厅 | 47.8平米 | 南 | 其他 | 有电梯', '低楼层(共7层)1991年建板楼  -  五老村', '165万', '单价34519元/平米')
('https://image1.ljcdn.com/320100-inspection/f7df8d0e-0fa1-48b3-93d6-d42b17f95dbe.JPG.296x216.jpg', '精装 满五年 采光好 交通便利 配套完善 新街口 金润发', '达美广场  | 3室2厅 | 134.29平米 | 东北 | 精装 | 有电梯', '低楼层(共30层)2000年建板塔结合  -  瑞金路', '386万', '单价28744元/平米')
('https://image1.ljcdn.com/320100-inspection/853bce57-af06-4b19-8a87-0483d5633a25.jpg.296x216.jpg', '二号线 房子满五年 北望紫金山 交通便利 空气清新', '卫桥新村  | 3室2厅 | 74.32平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)1985年建板楼  -  月牙湖', '232万', '单价31217元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload7b92a2af-3a57-4729-aec3-d09f70d6af76.jpg.296x216.jpg', '御水湾花园 小区中间位置 低楼层 看房方便 南北通透', '御水湾花园  | 3室2厅 | 118.19平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2008年建板楼  -  光华路', '445万', '单价37652元/平米')
('https://image1.ljcdn.com/320100-inspection/d81182bf-eca8-43e9-a557-7129aa7d9746.JPG.296x216.jpg', '跃层三卧朝南 楼层好采光足 配套成熟，生活配套齐', '龙蟠花苑  | 3室2厅 | 86.77平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  秦虹', '260万', '单价29965元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadf4ec4649-82f8-4a1a-aed7-cc54e3e2e54f.jpg.296x216.jpg', '满五年无抵押贷款小区已出新带门禁房龄新采光好新街口', '邀贵井  | 2室1厅 | 51.04平米 | 南 | 简装 | 无电梯', '高楼层(共7层)2001年建板楼  -  建康路', '152万', '单价29781元/平米')
('https://image1.ljcdn.com/320100-inspection/b6cf79f0-e6d7-4f0f-a058-37feeb35904d.jpg.296x216.jpg', '瑞金路 西安门交通便利干净整洁', '瑞金新村  | 2室0厅 | 43.31平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)1978年建板楼  -  瑞金路', '168万', '单价38791元/平米')
('https://image1.ljcdn.com/320100-inspection/4cec7449-c1a1-433f-bae1-05d4f468a1fe.jpg.296x216.jpg', '交通便利 看房方便 人车分流 户型方正 人文气息浓厚', '万达紫金明珠  | 3室2厅 | 105.51平米 | 南 北 | 其他 | 有电梯', '中楼层(共9层)2005年建板楼  -  月牙湖', '320万', '单价30329元/平米')
('https://image1.ljcdn.com/320100-inspection/686eaf38-45bb-4961-b252-0eefae014bd3.jpg.296x216.jpg', '三山街 鸿业集团房改房 98年  老式装修 楼层好采光好', '钓鱼台  | 2室1厅 | 78.31平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1985年建板塔结合  -  来凤里', '235万', '单价30009元/平米')
('https://image1.ljcdn.com/320100-inspection/c8146357-e1bc-47c0-9835-bca5b6bfa978.JPG.296x216.jpg', '南部新城 春光里 卡子门 宜家 无遮挡 三房', '春光里  | 3室2厅 | 101.65平米 | 南 | 其他 | 无电梯', '低楼层(共7层)2001年建板楼  -  洪家园', '285万', '单价28038元/平米')
('https://image1.ljcdn.com/320100-inspection/b80b274e-ade5-44d5-9cf0-a970687be8f2.jpg.296x216.jpg', '朝南户型 银城物业 满五年 总价低', '鸿意星城  | 1室2厅 | 58.52平米 | 南 | 其他 | 有电梯', '低楼层(共10层)2007年建板楼  -  月牙湖', '162万', '单价27683元/平米')
('https://image1.ljcdn.com/320100-inspection/7bd1a36f-57be-42cc-ad4f-1adf98da6684.jpg.296x216.jpg', '光华路 电梯两房 总价低 交通便利', '四方新村六村  | 2室1厅 | 75.49平米 | 南 西 北 | 其他 | 有电梯', '低楼层(共14层)2002年建板塔结合  -  月牙湖', '166万', '单价21990元/平米')
('https://image1.ljcdn.com/320100-inspection/eeb15e0c-bfb1-4c6b-be6f-52d704bac653.jpg.296x216.jpg', '石鼓路225号 南北通透 新街口 省中医院', '石鼓路225号  | 3室1厅 | 80.51平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  朝天宫', '240万', '单价29810元/平米')
('https://image1.ljcdn.com/320100-inspection/04a50f8c-967f-4812-a4ad-0097004df220.jpg.296x216.jpg', '月牙湖 苜蓿园 电梯房 视野好 前望月牙湖 北望紫金山', '雅舍园  | 2室2厅 | 106.87平米 | 南 北 | 精装 | 有电梯', '高楼层(共9层)2000年建板楼  -  月牙湖', '380万', '单价35558元/平米')
('https://image1.ljcdn.com/320100-inspection/68dc3cb3-1b28-4f49-ad89-f12d3bb3a09f.jpg.296x216.jpg', '电梯好楼层 3房朝南 配套完善 品质小区 光华门月牙湖', '城开家园  | 3室2厅 | 118.45平米 | 南 北 | 其他 | 有电梯', '中楼层(共9层)2004年建板塔结合  -  月牙湖', '412万', '单价34783元/平米')
('https://image1.ljcdn.com/320100-inspection/af9160f5-b796-422a-b159-36f0105d0532.JPG.296x216.jpg', '新街口 配套成熟 双南采光好 居住舒适', '益乐村小区  | 2室1厅 | 60.91平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1991年建板楼  -  新街口', '322万', '单价52865元/平米')
('https://image1.ljcdn.com/320100-inspection/196f353e-998a-4fa6-8eb0-5bef0e407b73.jpg.296x216.jpg', '钟英三初 夫子庙地铁 小区有院子，环境较好', '建康路  | 3室1厅 | 94.85平米 | 东 西 | 精装 | 无电梯', '低楼层(共3层)1998年建板楼  -  升州路', '325万', '单价34265元/平米')
('https://image1.ljcdn.com/320100-inspection/45ed7614-c98a-4db5-a2d7-73e85d3750e2.JPG.296x216.jpg', '石杨路 苜蓿园 湿地公园 满五年 拎包入住 南北通透', '万达江南明珠  | 2室2厅 | 84.84平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)2003年建板楼  -  月牙湖', '285万', '单价33593元/平米')
('https://image1.ljcdn.com/320100-inspection/4f8bd440-d8e3-43e7-97a6-2be46681f37f.jpg.296x216.jpg', '户型方正 交通便利 双卧朝南  采光好  看房便利', '瑞金北村  | 2室1厅 | 53.79平米 | 南 | 其他 | 有电梯', '中楼层(共6层)1983年建板楼  -  瑞金路', '242万', '单价44990元/平米')
('https://image1.ljcdn.com/320100-inspection/fc481b32-1ea2-4b01-bb80-4c189faea051.jpg.296x216.jpg', '婚装 有阁楼 视野开阔 有车位 银城物业 看房方便', '鸿意星城  | 4室2厅 | 127.18平米 | 南 北 | 其他 | 有电梯', '高楼层(共10层)2007年建板楼  -  月牙湖', '410万', '单价32238元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload95ec09b5-af4e-4859-8e58-ec0d918bf928.JPG.296x216.jpg', '满五年唯一 三开间朝南 装修保养的很不错 湖景房', '雅居乐花园  | 3室2厅 | 155.75平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2009年建板塔结合  -  秦虹', '700万', '单价44944元/平米')
('https://image1.ljcdn.com/320100-inspection/5abddcbc-53b4-41b0-94fd-43e31ba0ef87.JPG.296x216.jpg', '秦虹 大明路 中和桥 南部新城 免两税 带电梯 边户三房', '美达上河明苑  | 3室2厅 | 120.36平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2005年建板楼  -  秦虹', '435万', '单价36142元/平米')
('https://image1.ljcdn.com/320100-inspection/56b00037-949f-44a7-bd1f-2e1301aaf257.jpg.296x216.jpg', '三山街 集庆门 采光好无遮挡 业主诚售 交通生活方便。', '凤游寺  | 1室1厅 | 35.83平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1992年建板楼  -  来凤里', '108万', '单价30143元/平米')
('https://image1.ljcdn.com/320100-inspection/873199df-4061-4da5-8c69-63b7efc433f4.JPG.296x216.jpg', '秦虹 大明路  交通便利 配套成熟 户型方正', '康安里小区  | 2室1厅 | 60.6平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  秦虹', '176万', '单价29043元/平米')
('https://image1.ljcdn.com/320100-inspection/79ecb20b-a122-4f71-9f85-6101baac3437.jpg.296x216.jpg', '三房 中等装修 主城区地段 双地铁 公园旁', '绣花巷8号  | 3室1厅 | 70.72平米 | 南 北 | 其他 | 有电梯', '高楼层(共7层)1994年建板楼  -  常府街', '196万', '单价27715元/平米')
('https://image1.ljcdn.com/320100-inspection/4be7f744-b0bb-44b7-a4ab-228bca581692.jpg.296x216.jpg', '洪武路满五年电梯直达中间楼层采光充足交通便利', '洪武高层  | 2室1厅 | 70.61平米 | 西南 | 其他 | 有电梯', '中楼层(共25层)1996年建板楼  -  新街口', '282万', '单价39938元/平米')
('https://image1.ljcdn.com/320100-inspection/046e73bd-62f0-493e-99f2-c8b5278b0a36.jpg.296x216.jpg', '大光路  位置安静 东水关公园  交通方便 配套成熟', '东城水岸  | 2室2厅 | 99.3平米 | 南 北 | 其他 | 有电梯', '低楼层(共12层)2003年建板楼  -  建康路', '428万', '单价43102元/平米')
('https://image1.ljcdn.com/320100-inspection/51cf8c79-6c72-4911-85cb-5473accb3228.JPG.296x216.jpg', '南北通透 采光充足 双阳台 独立小区 有车位看房方便', '火瓦巷  | 3室1厅 | 66.47平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1989年建板楼  -  新街口', '330万', '单价49647元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload7f633b0b-9f94-4874-9545-655684025138.JPG.296x216.jpg', '秦淮 秦虹 满五年*费 南北双阳台 带车位  带地下室', '康馨花园  | 2室1厅 | 64.49平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  秦虹', '196万', '单价30393元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload8d956de6-fd6f-4dfe-a883-2c443259f3e8.JPG.296x216.jpg', '一卧朝南一卧朝北 采光无遮挡 出行方便 配套成熟', '高虹苑  | 2室1厅 | 55.83平米 | 南 | 其他 | 有电梯', '中楼层(共7层)1992年建板楼  -  秦虹', '160万', '单价28659元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploada12674a1-4213-447b-8bdf-006d8f9717b6.jpg.296x216.jpg', '大行宫 五老村商圈 满五唯一 配套成熟  交通便利', '仁义里小区  | 2室1厅 | 53.5平米 | 西 | 其他 | 有电梯', '低楼层(共7层)1990年建板楼  -  五老村', '180万', '单价33645元/平米')
('https://image1.ljcdn.com/320100-inspection/6b1395ee-8006-44eb-a995-5a3ecd6065ef.jpg.296x216.jpg', '瑞金北村 3室0厅 268万', '瑞金北村  | 3室0厅 | 59.54平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1988年建板楼  -  瑞金路', '268万', '单价45012元/平米')
('https://image1.ljcdn.com/320100-inspection/test-122ac331-4aa1-47a7-a31a-912c421c455a.png.296x216.jpg', '春光里 三房 双南卧室 南北通透', '春光里  | 3室1厅 | 79.38平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2001年建板楼  -  洪家园', '245万', '单价30865元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadd409dbe8-b3a7-4115-951a-48c3e14e0d5c.jpg.296x216.jpg', '富丽山庄 2室2厅 368万', '富丽山庄  | 2室2厅 | 115.25平米 | 南 北 | 其他 | 有电梯', '高楼层(共17层)1997年建板楼  -  月牙湖', '368万', '单价31931元/平米')
('https://image1.ljcdn.com/320100-inspection/babdc9d9-fb0a-4ecf-bf1a-97cdc6021cf2.JPG.296x216.jpg', '月牙湖  李府街 小三房 双卧朝南 中楼层 采光好', '李府街17号  | 3室1厅 | 72.59平米 | 南 北 | 其他', '低楼层(共6层)板楼  -  瑞金路', '240万', '单价33063元/平米')
('https://image1.ljcdn.com/320100-inspection/07926c4a-05ba-4be3-8e7d-941d1b0d40e7.JPG.296x216.jpg', '南部新城 大明路 雨花门 中间楼层 采光充足05年商品房', '宇秦园  | 2室1厅 | 69.59平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2005年建板楼  -  洪家园', '228万', '单价32764元/平米')
('https://image1.ljcdn.com/320100-inspection/5d004f1c-ef7a-430a-b84f-b67c444383df.JPG.296x216.jpg', '光华路凯旋城电梯房高楼层精装修有车库不临火车', '黄埔鑫园  | 2室1厅 | 95.77平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2003年建板塔结合  -  光华路', '365万', '单价38113元/平米')
('https://image1.ljcdn.com/320100-inspection/91670c24-0d72-44b1-b694-21a27e9aac0b.JPG.296x216.jpg', '康居里 2室1厅 175万', '康居里  | 2室1厅 | 64.95平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1996年建板楼  -  秦虹', '175万', '单价26944元/平米')
('https://image1.ljcdn.com/320100-inspection/test-37c001a8-db0c-41f5-98cd-cffe1642f1fa.png.296x216.jpg', '磨盘街  三山街  1号线  集庆路  南北通透  中间楼层', '磨盘街  | 2室1厅 | 50平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1997年建板塔结合  -  来凤里', '139万', '单价27800元/平米')
