('https://image1.ljcdn.com/310000-inspection/test-1b985316-fcfb-4d1c-92e6-eb684c06bd34.png.296x216.jpg', '精装大三房，满五唯一，品质小区配套齐全，人车分流，', '品尊国际  | 3室2厅 | 153.16平米 | 南 北 | 精装 | 有电梯', '低楼层(共36层)2011年建板楼  -  真如', '1220万', '单价79656元/平米')
('https://image1.ljcdn.com/310000-inspection/682836d4-c3c5-46d9-891d-43559544ce52.jpg.296x216.jpg', '中远两湾城 3室2厅 1025万', '中远两湾城  | 3室2厅 | 142.55平米 | 南 | 其他 | 有电梯', '高楼层(共35层)2002年建板楼  -  中远两湾城', '1025万', '单价71905元/平米')
('https://image1.ljcdn.com/310000-inspection/e4264152-c36c-48e9-8181-4e6e88a3e365.JPG.296x216.jpg', '苏河大宅，三南一北，南北通透，壕装全送，带超大车位', '泰欣嘉园  | 4室2厅 | 224.55平米 | 南 北 | 精装', '低楼层(共12层)板楼  -  武宁', '1900万', '单价84614元/平米')
('https://image1.ljcdn.com/310000-inspection/c9c76ad4-e61e-4697-a7a2-580623e605bd.jpg.296x216.jpg', '高区全明户型 业主置换诚意出售 自住保养 拎包入住', '中远两湾城  | 1室2厅 | 83.67平米 | 南 | 精装 | 有电梯', '高楼层(共32层)2001年建板楼  -  中远两湾城', '645万', '单价77089元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171222/a56810b1-60ed-45e1-921f-cc30cc4e468f.jpg.296x216.jpg', '管弄小区近地铁7号线岚皋路站，业主急售，看房随时', '管弄三街坊  | 1室1厅 | 40.11平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1987年建板楼  -  光新', '225万', '单价56096元/平米')
('https://image1.ljcdn.com/310000-inspection/001c6174-1214-49a9-812b-f8f15b5197a7.jpg.296x216.jpg', '延长小区(普陀) 1室1厅 198万', '延长小区(普陀)  | 1室1厅 | 39.46平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1986年建板楼  -  甘泉宜川', '198万', '单价50178元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170814/241bb76d-daab-426c-88dd-0ad674b6b852.jpg.296x216.jpg', '精装修 电梯双南2房 客厅南北通 中间楼层 一梯二户', '祥和名邸(公寓)  | 2室2厅 | 115.88平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2005年建板楼  -  长征', '760万', '单价65586元/平米')
('https://image1.ljcdn.com/310000-inspection/test-17f83ef3-3c62-4023-84f3-01fdabbe6152.png.296x216.jpg', '音乐广场 6室2厅 1725万', '音乐广场  | 6室2厅 | 230.13平米 | 南 | 简装 | 有电梯', '低楼层(共27层)2004年建板楼  -  长寿路', '1725万', '单价74958元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc9858946-0043-4f70-986d-9d721bc41746.jpg.296x216.jpg', '南北通户型，自住保养不错，满五唯一，小区里面位置！', '大华颐和华城(公寓)  | 3室2厅 | 139.62平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2007年建板楼  -  万里', '920万', '单价65894元/平米')
('https://image1.ljcdn.com/310000-inspection/test-cff3077c-6237-4667-8bc1-ca48775eb780.png.296x216.jpg', '梅川置业好房，馨苑一室户  婚房装修保养好  采光美！', '梅川馨苑  | 1室1厅 | 45.83平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1996年建板楼  -  长风', '285万', '单价62187元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170110/c463392d-8f5c-4a54-98eb-ec3810a5f057.jpg.296x216.jpg', '顶楼稀确复式房，眺望祥和公园，大户型，业主诚意出售', '祥和名邸(公寓)  | 5室3厅 | 208.44平米 | 南 | 简装 | 有电梯', '高楼层(共17层)2005年建板楼  -  长征', '1180万', '单价56612元/平米')
('https://image1.ljcdn.com/310000-inspection/test-20ea9153-29ab-4c3b-bfbb-8abc95c95468.png.296x216.jpg', '内环内一房南北通采光不挡业主诚意出售随时看房有钥匙', '中山北路2626弄  | 1室1厅 | 39.21平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)1975年建板楼  -  武宁', '238万', '单价60699元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9137ebce-1286-42a4-8ce5-ce93c71150f5.jpeg.296x216.jpg', '地铁口旁 甘泉苑双南两室居+中间楼层采光好', '甘泉苑  | 2室1厅 | 62平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1987年建板楼  -  甘泉宜川', '330万', '单价53226元/平米')
('https://image1.ljcdn.com/310000-inspection/3fa81dc1-8202-42a1-b402-0fcc67712130.JPG.296x216.jpg', '中鹰黑森林 精装三房 业主诚售 中间楼层 采光好', '中鹰黑森林  | 3室2厅 | 141.69平米 | 南 | 精装 | 有电梯', '中楼层(共21层)2010年建板楼  -  万里', '1410万', '单价99514元/平米')
('https://image1.ljcdn.com/310000-inspection/eb0b0bba-bd8d-41fb-b247-36d900380595.jpg.296x216.jpg', '普陀内环内，梦清园长寿公园，苏州河，满五年 近地铁', '河滨围城  | 3室2厅 | 129.19平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2003年建板楼  -  长寿路', '1090万', '单价84372元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploada0d71427-7ffc-499f-926b-cfa6355cbff0.jpg.296x216.jpg', '近地铁 诚意出售 满五唯一  有钥匙  看房随时', '桃浦四村易居紫荆苑  | 2室1厅 | 58.5平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1995年建板楼  -  桃浦', '235万', '单价40171元/平米')
('https://image1.ljcdn.com/310000-inspection/ebdecd2f-1ae7-49e9-83a5-713e7b46da63.jpg.296x216.jpg', '房东诚心出售+小户型+总价低+桃浦新村11号800米', '桃浦七村雪松苑  | 1室0厅 | 37.36平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  桃浦', '152万', '单价40686元/平米')
('https://image1.ljcdn.com/310000-inspection/7fcd75dd-42e0-4a37-a094-a6735b89243c.JPG.296x216.jpg', '采光充足，全明户型精装修！置换诚售', '中浩云花园  | 2室2厅 | 91.84平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2008年建板楼  -  万里', '600万', '单价65332元/平米')
('https://image1.ljcdn.com/310000-inspection/992b503d-5026-4b40-98a9-c90f715db9b0.jpg.296x216.jpg', '售后公房，满五唯一，少税，347号线，近内环。', '光新大楼  | 2室1厅 | 64.78平米 | 东 | 简装 | 有电梯', '低楼层(共20层)1990年建塔楼  -  光新', '385万', '单价59432元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161010/aa89d1ba-0270-4a42-8272-eb7556115b55.jpg.296x216.jpg', '真光四小区  小区环境好 出门公交 近高陵路菜市场', '真光第四小区  | 2室1厅 | 70.27平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1996年建板楼  -  真光', '340万', '单价48385元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170917/8a1ba4ce-817a-4521-9ed5-cdfaa38ed495.jpg.296x216.jpg', '精装修，一梯两户，南北通，家具家电全送，拎包入住', '中星海上名庭(公寓)  | 2室2厅 | 89.44平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  长风', '680万', '单价76029元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170404/26944830-af61-4bb5-b527-7285b9e12fe4.jpg.296x216.jpg', '小区人车分流，开发商统一装修，满五不唯一。', '华侨城  | 2室2厅 | 89.33平米 | 南 | 精装 | 有电梯', '低楼层(共34层)2011年建板楼  -  长寿路', '1118万', '单价125154元/平米')
('https://image1.ljcdn.com/310000-inspection/bb195466-a067-44b1-bf72-647f706f01fb.JPG.296x216.jpg', '地铁沿线3-4-11-13号线，新装修，拎包可住，看房方便', '白玉新村  | 1室1厅 | 35.92平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1990年建板楼  -  武宁', '272万', '单价75724元/平米')
('https://image1.ljcdn.com/310000-inspection/test-a39f6602-e298-4da6-acfa-3b7bb93fb6ef.png.296x216.jpg', '精装修，拎包入住，采光好，户型正，业主诚售！', '梅岭苑  | 2室1厅 | 67.04平米 | 西 | 精装 | 有电梯', '中楼层(共24层)1999年建塔楼  -  曹杨', '405万', '单价60412元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170124/8075f679-ac66-4c48-951e-1142e58f63b6.jpg.296x216.jpg', '上钞苑 3室2厅 757万', '上钞苑  | 3室2厅 | 116.48平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2001年建板楼  -  长风', '757万', '单价64990元/平米')
('https://image1.ljcdn.com/310000-inspection/61f99f0f-62f4-428d-8c8e-b8f764a26556.JPG.296x216.jpg', '地铁口精装修学q房  双南户型采光充足  诚意售随时看', '光复西路145弄  | 2室1厅 | 60.75平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  武宁', '390万', '单价64198元/平米')
('https://image1.ljcdn.com/310000-inspection/test-22bf3b3a-f0f2-48e5-ad70-41dae61c9a81.png.296x216.jpg', '近地铁 高层景观房 两房朝南 采光好 婚房装修 税费低', '车站新村(普陀)  | 2室1厅 | 65.65平米 | 南 | 简装 | 有电梯', '中楼层(共18层)1994年建塔楼  -  真如', '345万', '单价52552元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170823/5db525a1-bcca-483a-b5ba-df3f9b7cb246.jpg.296x216.jpg', '建德花园郁金香苑  精装大两房', '建德花园郁金香苑(公寓)  | 2室2厅 | 94平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2000年建板楼  -  长征', '505万', '单价53724元/平米')
('https://image1.ljcdn.com/310000-inspection/a40d2ca2-b1a6-43c6-a84c-f557440e395d.JPG.296x216.jpg', '长风二村高区景观房 得房率高 采光好 视野开阔', '长风二村长风馨苑  | 2室1厅 | 73.09平米 | 东南 | 简装 | 有电梯', '高楼层(共18层)1991年建塔楼  -  长风', '455万', '单价62253元/平米')
('https://image1.ljcdn.com/310000-inspection/test-393481b8-fe79-4073-8da1-098b8eeb42ca.png.296x216.jpg', '上海豪园+电梯大三房+满五年唯一+带产权车位+近13号线', '上海豪园  | 3室2厅 | 141.98平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2002年建板楼  -  长征', '940万', '单价66207元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload1e0229e9-7ec2-4d1f-94f3-7566e152d252.jpg.296x216.jpg', '近地铁，交通便利，配套实施齐全，长寿公园旁边', '云都苑  | 2室2厅 | 104.1平米 | 西南 西北 | 精装 | 有电梯', '中楼层(共25层)1999年建塔楼  -  长寿路', '685万', '单价65803元/平米')
('https://image1.ljcdn.com/310000-inspection/76fc212c-ee13-4326-8420-4a62c2a57ee6.jpg.296x216.jpg', '全南户型，满五唯一税费少，楼层视野好，诚意出售', '大华颐和华城(公寓)  | 2室2厅 | 102.72平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2010年建板楼  -  万里', '580万', '单价56465元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1fac3b35-d57c-44e0-ab21-191a9c37bb45.png.296x216.jpg', '劲爆 苏州河一线景观房 ！一梯一户 ！来电即看！', '绿地海珀玉晖  | 3室2厅 | 135平米 | 南 | 其他', '低楼层(共26层)板楼  -  武宁', '1450万', '单价107408元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161025/5d424982-42fd-4053-bf91-f6a898cbd2a9.jpg.296x216.jpg', '。一楼天井占地15平方米，不包含在产证的建筑面积里', '杨桥第一小区  | 1室1厅 | 44.66平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1997年建板楼  -  桃浦', '230万', '单价51501元/平米')
('https://image1.ljcdn.com/310000-inspection/test-89fcb6be-d5e2-4f85-8018-548d0df62b5d.png.296x216.jpg', '桃浦路191弄 2室1厅 305万', '桃浦路191弄  | 2室1厅 | 54.39平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1994年建板楼  -  真如', '305万', '单价56077元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f4dcaea3-895e-462e-8a42-cb7052f82b8f.png.296x216.jpg', '热门房源！不管买不买！过来看一看！全明两房！诚售！', '阳光威尼斯(三期)  | 2室2厅 | 93.25平米 | 西南 | 毛坯 | 有电梯', '低楼层(共26层)2006年建板楼  -  真光', '375万', '单价40215元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170615/0813f835-d006-4c6f-8390-6570b5021322.jpg.296x216.jpg', '房子是两房间朝南的  采光很好从早上晒到下午5点', '桃浦六村绿春苑  | 2室1厅 | 63.92平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  桃浦', '258万', '单价40363元/平米')
('https://image1.ljcdn.com/310000-inspection/test-76d776df-0818-4973-a5ec-7061e6cfa896.png.296x216.jpg', '祥和新出总价低大三房 南北通飞机户型 采光好 不潮湿', '祥和家园  | 3室2厅 | 117.12平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2001年建板楼  -  长征', '630万', '单价53791元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload40772134-3d48-4a99-8f5b-61173b524b95.JPG.296x216.jpg', '朝南一室半户型，婚房装修，拎包入住。', '长风三村  | 1室0厅 | 36.92平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1985年建板楼  -  长风', '225万', '单价60943元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170830/63c5de72-5c36-4a98-88ab-afd03c5758be.jpg.296x216.jpg', '近中环 近乐购 主卧带阳台 采光好 满五唯一税费少', '真光新村第二小区  | 1室1厅 | 47.18平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)1994年建板楼  -  真光', '200万', '单价42391元/平米')
('https://image1.ljcdn.com/310000-inspection/9090a01a-ec26-46d9-898d-5ff195190898.jpg.296x216.jpg', '业主诚心出售+双南户型采光好+近地铁11号线！', '紫腾苑小区  | 2室1厅 | 64.48平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  桃浦', '215万', '单价33344元/平米')
('https://image1.ljcdn.com/310000-inspection/1f872c3e-53b9-400a-8bd0-1c4d1d39f05a.JPG.296x216.jpg', '怒江路636弄 2室1厅 470万', '怒江路636弄  | 2室1厅 | 79.24平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  长风', '470万', '单价59314元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1c2e5c24-4005-4cd3-80dc-64cf735e4151.png.296x216.jpg', '成熟小区 人气旺，业主诚售 看房方便 交通方便', '曹杨六村(沙溪园)  | 2室1厅 | 53.29平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1986年建板楼  -  曹杨', '285万', '单价53481元/平米')
('https://image1.ljcdn.com/310000-inspection/089eedfa-1194-49d5-8ae7-3d10f79fbc3e.jpg.296x216.jpg', '05年品质小区，人车分流，小区独一套此户型在售', '苏堤春晓名苑  | 3室2厅 | 139.86平米 | 南 | 精装 | 有电梯', '高楼层(共29层)2005年建板楼  -  长寿路', '1180万', '单价84371元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ab2bde4b-fe54-49dc-b031-d6364fda8ba7.png.296x216.jpg', '满五唯一+100米地铁站+高原值+15平花园+随时看房', '金沙雅苑(一期)  | 2室2厅 | 91.98平米 | 南 北 | 精装 | 有电梯', '低楼层(共7层)2002年建板楼  -  长征', '585万', '单价63601元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadfa53a560-9f7d-40ee-953d-92d3d3590183.jpg.296x216.jpg', '自带大露台，朝南俩房，近7号线地铁，02年房龄', '志丹苑  | 2室2厅 | 74.84平米 | 南 | 精装 | 无电梯', '高楼层(共7层)2002年建板楼  -  甘泉宜川', '455万', '单价60797元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c4412775-569b-4ad8-bfcb-c5fd161ec57c.jpeg.296x216.jpg', '沿河一排，正看苏州河梦清园。位置安静，不靠轻轨马路', '中远两湾城  | 2室2厅 | 97.92平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2003年建板楼  -  中远两湾城', '750万', '单价76594元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e2a156ad-4af8-46f2-93ab-8250810191a7.png.296x216.jpg', '单价六万的高档小区+业主诚意出售+看房有钥匙', '地方天园  | 2室2厅 | 116.41平米 | 东南 | 简装 | 有电梯', '低楼层(共29层)2001年建塔楼  -  武宁', '700万', '单价60133元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170716/c89d1b9f-21c7-4571-9824-fc79d4723f8e.jpg.296x216.jpg', '小区观景位置+南北通+闹中取静+带租约+买进可收租金！', '芙蓉花苑  | 2室2厅 | 87.03平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1999年建板楼  -  武宁', '690万', '单价79284元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170211/4d66207a-3e40-46d2-b5e5-749bc4e3158b.jpg.296x216.jpg', '满五唯一，高楼层，采光好，通风好，看房方便', '新宜小区  | 1室1厅 | 43.26平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1984年建板楼  -  甘泉宜川', '190万', '单价43921元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2ebf3139-f46e-4b46-b983-96782b471d52.png.296x216.jpg', '老少皆宜 地铁距离近 全明 满五年唯一', '真北二街坊  | 1室1厅 | 54.78平米 | 南 | 简装 | 有电梯', '低楼层(共18层)1991年建塔楼  -  真如', '298万', '单价54400元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171009/c6bf8f40-a5ba-458b-b42f-13dd032f3959.jpg.296x216.jpg', '满五唯一 诚心出售 到价签字 看房随时方便', '平江盛世家园  | 2室1厅 | 66.91平米 | 西 | 精装 | 有电梯', '中楼层(共7层)1996年建板楼  -  甘泉宜川', '355万', '单价53057元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8a27fdd3-076a-4820-95ce-db13d0f8a3b9.png.296x216.jpg', '精装修南北通透采光好 中间楼层 近地铁祁连山南路站', '泰宸苑  | 3室2厅 | 108.74平米 | 南 北 | 精装 | 无电梯', '低楼层(共7层)1998年建板楼  -  长征', '550万', '单价50580元/平米')
('https://image1.ljcdn.com/310000-inspection/5bcb901f-5f6b-46fd-b662-7d43fc68acbe.JPG.296x216.jpg', '采光通风好，视野佳，配套完善，近地铁，业主诚意', '曹杨五村(南杨园)  | 2室1厅 | 50.08平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1984年建板楼  -  曹杨', '310万', '单价61901元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload3462af83-194d-4e3f-88ec-00a9ed31f3cc.jpg.296x216.jpg', '2008年次新小区.楼间距宽阔.电梯中区.2T3H.', '中浩云花园  | 2室2厅 | 93平米 | 南 | 其他 | 有电梯', '中楼层(共24层)2008年建板楼  -  万里', '649万', '单价69785元/平米')
('https://image1.ljcdn.com/310000-inspection/d35cbc47-4af3-42af-a415-eaf1f430c35f.jpg.296x216.jpg', '万景园、多层四楼、南北通、满五唯一、自住、地铁口', '万景园  | 2室2厅 | 103.78平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2003年建板楼  -  长征', '635万', '单价61188元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170718/8e0b6414-5d53-484c-91ed-4664defc4f74.jpg.296x216.jpg', '复式带大露台 视野开阔 一梯2户得房率高 看房方便', '运旺新村阳光世家  | 3室2厅 | 157.44平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  长征', '650万', '单价41286元/平米')
