('https://image1.ljcdn.com/210100-inspection/b0b07c26-f931-4099-9816-cd34f1dc3853.jpg.296x216.jpg', '大东 大华水岸 精装三室 装修好 拎包入住', '大华水岸府邸  | 3室2厅 | 134.8平米 | 南 北 | 其他', '中楼层(共18层)2006年建板楼  -  大东区', '144万', '单价10683元/平米')
('https://image1.ljcdn.com/210100-inspection/0656b274-a5e0-4178-974f-4d7d71e1d408.JPG.296x216.jpg', '南北通透的户型，一室一厅一厨一卫。', '上园南  | 1室1厅 | 43.5平米 | 南 北 | 其他', '高楼层(共7层)1987年建板楼  -  大东区', '25万', '单价5748元/平米')
('https://image1.ljcdn.com/210100-inspection/7a5b7003-c4b5-4052-979f-3a0c3a78c557.JPG.296x216.jpg', '大东八王寺 万科三室两卫 中间楼层 无遮挡 视野开阔', '万科金色家园  | 3室2厅 | 137.16平米 | 南 北 | 精装', '中楼层(共6层)2005年建板楼  -  大东区', '190万', '单价13853元/平米')
('https://image1.ljcdn.com/210100-inspection/test-bace9eb3-89af-4edb-af11-49c91a5b9e0c.png.296x216.jpg', '大东 东方俪城 低楼层 装修保持好', '万恒东方俪城三期  | 3室1厅 | 109.68平米 | 南 北 | 简装', '低楼层(共6层)2005年建板楼  -  大东区', '122万', '单价11124元/平米')
('https://image1.ljcdn.com/210100-inspection/test-680011a1-04c4-4a5d-a882-8645ac6a2d48.png.296x216.jpg', '大东骨科 东方俪城 一室一厅 装修保持好', '万恒东方俪城四期  | 1室1厅 | 54.25平米 | 南 | 简装', '低楼层(共24层)2005年建板楼  -  大东区', '47万', '单价8664元/平米')
('https://image1.ljcdn.com/210100-inspection/be723956-51ec-46eb-b396-6082d4a32678.jpg.296x216.jpg', '吉祥小区 交通便利 交通方便 南北户型', '吉祥小区  | 2室2厅 | 127.5平米 | 南 北 | 其他', '高楼层(共7层)暂无数据  -  大东区', '75万', '单价5883元/平米')
('https://image1.ljcdn.com/210100-inspection/d7b81abf-7fdd-4e2a-8cf9-5055f5868088.JPG.296x216.jpg', '大东区华诚阳光多层中低楼层装修保持好拎包入住', '华诚阳光  | 2室1厅 | 54平米 | 南 | 精装', '低楼层(共6层)2005年建板楼  -  大东区', '42万', '单价7778元/平米')
('https://image1.ljcdn.com/210100-inspection/a0286433-a558-444a-8edd-ee6a870fdb4d.JPG.296x216.jpg', '大东 居易V公寓一室一厅一厨一卫', '居易V公寓  | 1室1厅 | 46.5平米 | 南 | 简装', '低楼层(共20层)2016年建板楼  -  大东区', '41万', '单价8818元/平米')
('https://image1.ljcdn.com/210100-inspection/6e40078b-91c8-4f09-9d95-8b89b58ed573.JPG.296x216.jpg', '天润广场 2室1厅 66万', '天润广场  | 2室1厅 | 64.45平米 | 南 北 | 其他', '高楼层(共27层)暂无数据  -  大东区', '66万', '单价10241元/平米')
('https://image1.ljcdn.com/210100-inspection/6de17783-f39c-4ece-bc1f-053edf6b0255.jpg.296x216.jpg', '大东骨科 东方俪城 高楼层 无遮挡 采光好', '万恒东方俪城星座  | 1室2厅 | 63.5平米 | 南 西 | 精装', '高楼层(共22层)2005年建塔楼  -  大东区', '41万', '单价6457元/平米')
('https://image1.ljcdn.com/210100-inspection/5941b939-8254-46e0-8a4e-4fc298a76930.JPG.296x216.jpg', '大东东站 枫景瑞阁 公摊小 精装修', '枫景瑞阁  | 4室2厅 | 97.87平米 | 南 北 | 精装', '高楼层(共6层)板楼  -  大东区', '99.8万', '单价10198元/平米')
('https://image1.ljcdn.com/210100-inspection/dbbb2059-e4a9-437e-8609-aef12da4b295.JPG.296x216.jpg', '大东北海街 俪成星座 北向一室户型 低楼层 精装修', '万恒东方俪城星座  | 1室1厅 | 57.53平米 | 北 | 简装', '低楼层(共23层)2005年建塔楼  -  大东区', '34万', '单价5910元/平米')
('https://image1.ljcdn.com/210100-inspection/677cd764-7eda-4f01-88f6-1280ac062362.JPG.296x216.jpg', '东远国际花园 两室房源 中高楼层 采光充足', '东远国际花园  | 2室2厅 | 99.8平米 | 南 北 | 毛坯', '高楼层(共34层)板楼  -  大东区', '127万', '单价12726元/平米')
('https://image1.ljcdn.com/210100-inspection/750dcf2e-90de-4e56-8d9b-48d1076c5f49.JPG.296x216.jpg', '大东区九一八祥和家园  装修保持好 拎包入住', '祥和家园  | 3室2厅 | 120平米 | 南 北 | 精装', '中楼层(共6层)暂无数据  -  大东区', '115万', '单价9584元/平米')
('https://image1.ljcdn.com/210100-inspection/671157f5-ec73-40f4-8c03-078fee811fc6.JPG.296x216.jpg', '远大城市立方 2室1厅 51万', '远大城市立方  | 2室1厅 | 65.07平米 | 南 | 精装', '低楼层(共18层)2009年建板楼  -  大东区', '51万', '单价7838元/平米')
('https://image1.ljcdn.com/210100-inspection/889fac74-06ad-452c-9491-c53a0b26d8b8.JPG.296x216.jpg', '大东区万恒愿景 采光充足 视野开阔', '万恒愿景  | 2室1厅 | 59.19平米 | 东南 | 精装', '中楼层(共25层)板楼  -  大东区', '48万', '单价8110元/平米')
('https://image1.ljcdn.com/210100-inspection/d53e017c-a71d-4b7a-a1a3-c591a8ef1133.JPG.296x216.jpg', '宝地铭郡 2室1厅 47万', '宝地铭郡  | 2室1厅 | 60.63平米 | 西北 | 其他', '高楼层(共18层)暂无数据  -  大东区', '47万', '单价7752元/平米')
('https://image1.ljcdn.com/210100-inspection/ed01916e-6251-46a7-aa22-9c85cbbd0e89.JPG.296x216.jpg', '龙之梦 运河湾3号三室两厅两卫 132平毛坯现房', '龙净运河湾3号  | 3室2厅 | 132.49平米 | 南 北 | 毛坯', '高楼层(共26层)2013年建板楼  -  大东区', '155万', '单价11699元/平米')
('https://image1.ljcdn.com/210100-inspection/beecd69f-8bba-436c-9d84-7f8f1990072b.jpg.296x216.jpg', '大东 金地铂悦 南北户型 园区中间 采光好 视野好', '金地铂悦  | 3室2厅 | 118.15平米 | 南 北 | 精装', '高楼层(共29层)2016年建板楼  -  大东区', '160万', '单价13543元/平米')
('https://image1.ljcdn.com/210100-inspection/b494ac0d-c81a-4f81-99d7-7c486d629f69.JPG.296x216.jpg', '大东 陶瓷城 龙湖紫都城 中间楼层 视野好 精装修', '龙湖紫都城  | 1室1厅 | 54.16平米 | 北 | 精装', '中楼层(共31层)暂无数据  -  大东区', '41万', '单价7571元/平米')
('https://image1.ljcdn.com/210100-inspection/a3aac85b-0e2d-4668-a044-d1833aea04c6.JPG.296x216.jpg', '大东 一环旁 新华壹品 一室一厅', '新华壹品B区  | 1室1厅 | 55平米 | 南 | 简装', '中楼层(共11层)2006年建板楼  -  大东区', '47万', '单价8546元/平米')
('https://image1.ljcdn.com/210100-inspection/4d3f999e-7639-4fee-9b66-c1603713eb90.JPG.296x216.jpg', '大东 浅草绿阁水墨林溪 南向一室 不把山不临街', '淺草綠閣水墨林溪  | 1室1厅 | 47.51平米 | 南 | 其他', '高楼层(共15层)板楼  -  大东区', '35万', '单价7367元/平米')
('https://image1.ljcdn.com/210100-inspection/312d2fcf-af7a-404c-97a6-2aa7804241b9.jpg.296x216.jpg', '龙之梦商圈 大华水岸 南北通透 精装修', '大华水岸府邸  | 2室2厅 | 95.6平米 | 南 北 | 精装', '低楼层(共18层)2006年建板楼  -  大东区', '90万', '单价9415元/平米')
('https://image1.ljcdn.com/210100-inspection/fec5323d-8d81-4c1b-b00f-84ef2b1c65a7.jpg.296x216.jpg', '大东八王寺 城中艺景南北通透 配套完善 居住舒适', '城中艺景  | 2室1厅 | 95.16平米 | 南 北 | 精装', '高楼层(共26层)2007年建板楼  -  大东区', '110万', '单价11560元/平米')
('https://image1.ljcdn.com/210100-inspection/eaa96b8f-7a0c-43b8-ac1d-d4a7a5085ad4.JPG.296x216.jpg', '大东区 康都 装修保持好 拎包入住', '康都  | 1室1厅 | 50.38平米 | 南 | 精装', '中楼层(共15层)2001年建板楼  -  大东区', '35万', '单价6948元/平米')
('https://image1.ljcdn.com/210100-inspection/c213dcb5-97ba-44b3-a788-b9aa3967fb82.jpg.296x216.jpg', '大东区万科金色家园三室两厅两卫 精装修 拎包入住', '万科金色家园  | 3室2厅 | 158.99平米 | 南 北 | 精装', '中楼层(共18层)2005年建板楼  -  大东区', '195万', '单价12265元/平米')
('https://image1.ljcdn.com/210100-inspection/f39a7877-0ed0-476b-9ff4-aa396d206b3a.jpg.296x216.jpg', '大东  家乐福 老龙家园 两室 纯南向', '老龙家园  | 2室1厅 | 48.8平米 | 南 | 其他', '中楼层(共7层)2001年建板楼  -  大东区', '39万', '单价7992元/平米')
('https://image1.ljcdn.com/210100-inspection/e77a5b78-f700-4e69-9d6d-326e784117c6.JPG.296x216.jpg', '大东 盛宁园 精装 两室 医院 家乐福 大东广场', '盛宁园  | 2室2厅 | 132平米 | 南 北 | 其他', '中楼层(共6层)2005年建板楼  -  大东区', '110万', '单价8334元/平米')
('https://image1.ljcdn.com/210100-inspection/e5faa6fa-9dff-4dd7-8b8b-e0e9e8899ebe.JPG.296x216.jpg', '芳州园 2室1厅 48万', '芳州园  | 2室1厅 | 54.85平米 | 南 北 | 简装', '高楼层(共8层)2006年建板楼  -  大东区', '48万', '单价8752元/平米')
('https://image1.ljcdn.com/210100-inspection/827cf871-941b-4cd2-82e1-1305a29ca585.JPG.296x216.jpg', '大东 万恒东方俪城 南北户型 视野开阔 交通便利', '万恒东方俪城四期  | 3室2厅 | 112.22平米 | 南 北 | 精装', '高楼层(共6层)2005年建板楼  -  大东区', '90万', '单价8020元/平米')
('https://image1.ljcdn.com/210100-inspection/0fc44944-22cf-49a1-8de2-b3320d202d45.JPG.296x216.jpg', '大东龙之梦畅园两室好房真心出售急急', '龙之梦畅园  | 2室2厅 | 90.26平米 | 西南 | 精装', '中楼层(共42层)暂无数据  -  大东区', '96万', '单价10636元/平米')
('https://image1.ljcdn.com/210100-inspection/a82ac48c-71eb-45b4-849f-a4351e557688.JPG.296x216.jpg', '大东梧桐园 装修保持好 拎包入住', '梧桐园  | 2室2厅 | 104.94平米 | 南 北 | 精装', '低楼层(共7层)2002年建板楼  -  大东区', '71万', '单价6766元/平米')
('https://image1.ljcdn.com/210100-inspection/2f51870c-b754-41a2-9198-2f50100f3973.jpg.296x216.jpg', '馨龙小区 2室1厅 48万', '馨龙小区  | 2室1厅 | 64.97平米 | 东 西 | 其他', '中楼层(共7层)板楼  -  大东区', '48万', '单价7389元/平米')
('https://image1.ljcdn.com/210100-inspection/53f3ff72-195c-4be4-9ecd-ab4d200fdd13.jpg.296x216.jpg', '万恒东方俪城四期 1室1厅 50万', '万恒东方俪城四期  | 1室1厅 | 56平米 | 南 | 精装', '低楼层(共24层)2005年建板楼  -  大东区', '50万', '单价8929元/平米')
('https://image1.ljcdn.com/210100-inspection/70837b5c-d2d6-4fe5-a453-a50d9dd582b9.jpg.296x216.jpg', '大东 果舍添香 精装一室 电梯房 采光好', '果舍添香一期  | 1室1厅 | 40.4平米 | 南 | 精装', '高楼层(共24层)2010年建板楼  -  大东区', '36万', '单价8911元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload3c2c38cf-97c9-496a-b805-51a30ef52bc8.JPG.296x216.jpg', '陶瓷城商圈 瑞家景峰 西北向小户型两居室 精装修', '瑞家景峰  | 2室1厅 | 46.4平米 | 西北 | 其他', '低楼层(共33层)板楼  -  大东区', '40万', '单价8621元/平米')
('https://image1.ljcdn.com/210100-inspection/b130027e-64df-48bc-9f5a-f9a69aaeec2c.jpg.296x216.jpg', '大东一环旁 俪城星座 东南向一室 中间楼层 装修保持好', '万恒东方俪城星座  | 1室1厅 | 65.5平米 | 东南 | 其他', '低楼层(共23层)2005年建塔楼  -  大东区', '52万', '单价7939元/平米')
('https://image1.ljcdn.com/210100-inspection/5055eb51-54df-48a1-ae9a-0cab9482e8fe.jpg.296x216.jpg', '大东 八王寺 果舍添香二期 两室 南北通透 不挡光', '果舍添香二期  | 2室2厅 | 85.16平米 | 南 北 | 精装', '高楼层(共32层)2010年建板楼  -  大东区', '80万', '单价9395元/平米')
('https://image1.ljcdn.com/210100-inspection/4c2f0f68-da49-43eb-adb9-2053398cdc56.jpg.296x216.jpg', '万科金色家园 4室2厅 220万', '万科金色家园  | 4室2厅 | 158.2平米 | 南 北 | 精装', '中楼层(共6层)2005年建板楼  -  大东区', '220万', '单价13907元/平米')
('https://image1.ljcdn.com/210100-inspection/1735eff9-a0f7-4bbd-9552-0d22f581ee97.jpg.296x216.jpg', '大东吉祥 锦联左岸 一室小户型 中间楼层 视野开阔', '锦联左岸  | 1室1厅 | 43.25平米 | 东 | 精装', '中楼层(共18层)2010年建板楼  -  大东区', '32万', '单价7399元/平米')
('https://image1.ljcdn.com/210100-inspection/a8fa44b0-2ff8-4aa9-9fc3-0f48207f8e72.jpg.296x216.jpg', '龙之梦商圈 龙净运河湾3号 两室精装修 采光充足', '龙净运河湾3号  | 2室2厅 | 86.67平米 | 南 | 精装', '低楼层(共24层)2013年建板楼  -  大东区', '120万', '单价13846元/平米')
('https://image1.ljcdn.com/210100-inspection/117e1842-0f81-4eb4-8348-175a0a260ddf.jpg.296x216.jpg', '明城嘉苑 2室2厅 87万', '明城嘉苑  | 2室2厅 | 75.85平米 | 东南 | 精装', '中楼层(共20层)2009年建板楼  -  大东区', '87万', '单价11471元/平米')
('https://image1.ljcdn.com/210100-inspection/b04e3243-b399-4841-b96a-15e4f24ac0e1.jpg.296x216.jpg', '大东骨科 东方俪城 一居室 精装修 高楼层 采光好', '万恒东方俪城三期  | 1室1厅 | 65.32平米 | 南 | 精装', '高楼层(共16层)2005年建板楼  -  大东区', '61万', '单价9339元/平米')
('https://image1.ljcdn.com/210100-inspection/3bd7e05d-7f34-4ef8-b9eb-ca1bea886e13.jpg.296x216.jpg', '大东 康都  双南卧  视野开阔 采 很好 拎包入住', '康都  | 2室1厅 | 62平米 | 南 | 简装', '高楼层(共6层)2001年建板楼  -  大东区', '43万', '单价6936元/平米')
('https://image1.ljcdn.com/210100-inspection/0c22b91f-c9e0-4022-8422-3ea858b7eca6.JPG.296x216.jpg', '大东区  城卉家园 低楼层  南北通透', '城卉家园  | 3室2厅 | 140平米 | 南 北 | 精装', '低楼层(共9层)2005年建板楼  -  大东区', '127万', '单价9072元/平米')
('https://image1.ljcdn.com/210100-inspection/03e9d669-434f-45cc-8c89-8ec21199f0cc.JPG.296x216.jpg', '大东区二环旁南北高架。。。。。。。。', '宝地铭郡  | 2室2厅 | 90平米 | 南 北 | 精装', '低楼层(共22层)2012年建板楼  -  大东区', '77万', '单价8556元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload1a447d5b-45c0-45f7-896b-6ef2d9dabb68.jpg.296x216.jpg', '大东 二台子 林韵春天 标准两室', '林韵春天  | 2室1厅 | 44.53平米 | 南 北 | 简装', '高楼层(共7层)2005年建板楼  -  大东区', '24万', '单价5390元/平米')
('https://image1.ljcdn.com/210100-inspection/948102ae-6830-4cda-ae6a-23277fe465fc.JPG.296x216.jpg', '大东 圣淘沙家园 南北三室  不临街 拎包入住', '圣淘沙家园  | 3室2厅 | 121.7平米 | 南 北 | 精装', '低楼层(共7层)2004年建板楼  -  大东区', '92万', '单价7560元/平米')
('https://image1.ljcdn.com/210100-inspection/3db716df-0566-4e00-9ddf-4ddc452f36b9.jpg.296x216.jpg', '锦联左岸 一室小户型 中间楼层 格局方正', '锦联左岸  | 1室1厅 | 47.48平米 | 东 | 精装', '低楼层(共18层)2010年建板楼  -  大东区', '41.5万', '单价8741元/平米')
('https://image1.ljcdn.com/210100-inspection/e6b54737-1282-4855-992c-91f321391c0e.JPG.296x216.jpg', '巧克力城 1室1厅 34万', '巧克力城  | 1室1厅 | 44平米 | 南 | 简装', '中楼层(共18层)2016年建板楼  -  大东区', '34万', '单价7728元/平米')
('https://image1.ljcdn.com/210100-inspection/bd285147-b3bd-4a71-af90-5d35ebfc9835.jpg.296x216.jpg', '大东小北 高层 无遮挡 采光充足', '小北关街27  | 2室1厅 | 85.56平米 | 南 | 简装', '高楼层(共8层)暂无数据  -  大东区', '45万', '单价5260元/平米')
('https://image1.ljcdn.com/210100-inspection/d20e0161-5ea6-4447-9d2d-604d9e3fb201.JPG.296x216.jpg', '枫合万嘉二期 两室精装修 南北通透 标准户型', '枫合万嘉二期  | 2室2厅 | 97.17平米 | 南 北 | 精装', '高楼层(共20层)2005年建板楼  -  大东区', '135万', '单价13894元/平米')
('https://image1.ljcdn.com/210100-inspection/f5a1eac8-7994-4633-822f-40baf802e6da.jpg.296x216.jpg', '大东区 明城嘉苑 中楼层 无遮挡 采光好', '明城嘉苑  | 2室1厅 | 62平米 | 东 | 简装', '中楼层(共20层)2009年建板楼  -  大东区', '78万', '单价12581元/平米')
('https://image1.ljcdn.com/210100-inspection/564bda04-84da-4de7-8da2-84d0886ea832.JPG.296x216.jpg', '大东区 金地铂悦 电梯洋房 园区里 中式装修 拎包即住', '金地铂悦  | 3室2厅 | 150平米 | 南 北 | 精装', '中楼层(共5层)暂无数据  -  大东区', '245万', '单价16334元/平米')
('https://image1.ljcdn.com/210100-inspection/d844edb7-8d53-407f-b411-ea348a127346.jpg.296x216.jpg', '大东八王寺尚品天城精装两室 不把山 中间楼层 采光好', '尚品天城  | 2室2厅 | 96.66平米 | 南 北 | 简装', '中楼层(共10层)2005年建板楼  -  大东区', '120万', '单价12415元/平米')
('https://image1.ljcdn.com/210100-inspection/d65ea49f-710e-461d-9112-e3cf752ab5f8.jpg.296x216.jpg', '大东 尚品天城  南北通透户型方正  精装修  采光充足', '尚品天城  | 2室2厅 | 112平米 | 南 北 | 精装', '高楼层(共18层)2005年建板楼  -  大东区', '138万', '单价12322元/平米')
('https://image1.ljcdn.com/210100-inspection/305c0721-faad-4ce9-95b8-47d9e5671d50.jpg.296x216.jpg', '大东 上园小区 装修好 中间楼层', '上园小区  | 1室1厅 | 39.6平米 | 南 | 精装', '中楼层(共7层)1987年建板楼  -  大东区', '26.8万', '单价6768元/平米')
('https://image1.ljcdn.com/210100-inspection/1903948f-e90b-483f-858a-1b028e098d80.jpg.296x216.jpg', '馨龙小区 两室一厅 简单装修 低楼层', '馨龙小区  | 2室1厅 | 49.66平米 | 东 | 简装', '低楼层(共7层)2005年建板楼  -  大东区', '32万', '单价6444元/平米')
('https://image1.ljcdn.com/210100-inspection/1d1bd44d-a6ee-4779-9956-b115d05b7e6b.jpg.296x216.jpg', '大东八王寺 瑞士家园 标准两室 不把不临街', '瑞士家园  | 2室2厅 | 118.71平米 | 南 北 | 简装', '高楼层(共7层)2001年建板楼  -  大东区', '105万', '单价8846元/平米')
('https://image1.ljcdn.com/210100-inspection/089d9ca3-58ef-43ea-91ea-d6dad28cf893.JPG.296x216.jpg', '洮昌花园 南北通透 多层位置好 采光好 适宜居住', '洮昌花园  | 3室2厅 | 136.52平米 | 南 北 | 简装', '高楼层(共7层)1998年建板楼  -  大东区', '75万', '单价5494元/平米')
('https://image1.ljcdn.com/210100-inspection/2a47dc1b-efa2-4fa3-822e-e9ae5a263cd0.JPG.296x216.jpg', '大东巧克力城 南北通透 楼层好 视野佳', '巧克力城  | 2室1厅 | 90.99平米 | 南 北 | 精装', '高楼层(共6层)2016年建板楼  -  大东区', '85万', '单价9342元/平米')
('https://image1.ljcdn.com/210100-inspection/test-399fbda2-0d79-4993-8600-308826dfb5df.png.296x216.jpg', '八王寺城市经典 一室不临街 精装修 装修保持的好', '城市经典  | 1室1厅 | 68.66平米 | 西 | 精装', '中楼层(共30层)2007年建板塔结合  -  大东区', '62万', '单价9031元/平米')
