('https://image1.ljcdn.com/370600-inspection/e0f8d11c-d3ef-4b3a-b02e-e5f5e175e7ec.jpg.296x216.jpg', '福利莱小区  精装修  双南卧 拎包入住', '福利莱小区  | 2室1厅 | 72.58平米 | 南 北 | 精装', '高楼层(共6层)2004年建板楼  -  福海路', '65万', '单价8956元/平米')
('https://image1.ljcdn.com/370600-inspection/2a6f88b1-46de-42fe-8ab8-a37b5dfc5a16.jpg.296x216.jpg', '南北通透.精装三室.低楼层.户型方正', '星河城  | 3室2厅 | 94.17平米 | 南 北 | 精装', '低楼层(共18层)2011年建塔楼  -  福海路', '100万', '单价10620元/平米')
('https://image1.ljcdn.com/370600-inspection/9e353ea9-5fb1-4bf2-8c49-9522a21989a9.jpg.296x216.jpg', '福山福海路旁 三室  中间楼层       .', '积金山小区  | 3室1厅 | 88.13平米 | 南 北 | 精装', '低楼层(共6层)1998年建板楼  -  福海路', '86万', '单价9759元/平米')
('https://image1.ljcdn.com/370600-inspection/1b847390-36a0-4944-bdb7-c0d39d8dd2e9.jpg.296x216.jpg', '顶加阁，南北通透，采光好，视野开阔，精装修，', '北方月光怡景  | 4室2厅 | 115.87平米 | 南 北 | 其他', '高楼层(共6层)2017年建板楼  -  富豪', '115万', '单价9925元/平米')
('https://image1.ljcdn.com/370600-inspection/a62a3bae-b3fe-4ee2-8bea-cecb1438ab98.jpg.296x216.jpg', '此房南北通透格局好，楼层好，视野开阔交通便利', '仁隆花园  | 2室1厅 | 58.19平米 | 南 北 | 其他', '高楼层(共6层)2014年建板楼  -  福海路', '40万', '单价6875元/平米')
('https://image1.ljcdn.com/370600-inspection/6c38419c-575b-4b09-aee8-3230e8759d79.jpg.296x216.jpg', '富豪青年国际广场多层南北通透双南卧采光好', '富豪青年国际广场  | 2室1厅 | 60.64平米 | 南 北 | 其他', '高楼层(共7层)2006年建板楼  -  富豪', '41万', '单价6762元/平米')
('https://image1.ljcdn.com/370600-inspection/44898dc4-dbcc-4f4a-b929-61e9f98f5d9e.jpg.296x216.jpg', '仁隆花园南北通透双南卧采光充足交通便利', '仁隆花园  | 2室2厅 | 80.6平米 | 南 北 | 其他', '高楼层(共6层)2014年建板楼  -  福海路', '60万', '单价7445元/平米')
('https://image1.ljcdn.com/370600-inspection/b01ba5f8-93ab-419d-b051-b46164e608c2.jpg.296x216.jpg', '万科假日润园 首付约29万 南北通透 格局方正', '万科假日润园  | 3室2厅 | 92平米 | 南 北 | 其他', '高楼层(共11层)2014年建板楼  -  万科', '95万', '单价10327元/平米')
('https://image1.ljcdn.com/370600-inspection/b96a3ca2-0d14-4cbc-b388-667748819be9.jpg.296x216.jpg', '富豪西苑 2室2厅 50万', '富豪西苑  | 2室2厅 | 93.83平米 | 南 北 | 其他', '高楼层(共7层)2004年建板楼  -  富豪', '50万', '单价5329元/平米')
('https://image1.ljcdn.com/370600-inspection/c16a9aae-7649-418f-b3a4-e2e50ea8d3cd.jpg.296x216.jpg', '北方月光心境 精装小户型 拎包入住', '北方月光心境  | 1室1厅 | 43.09平米 | 西 | 其他', '中楼层(共4层)2004年建板楼  -  富豪', '35万', '单价8123元/平米')
('', '房管局家属楼 3室1厅 55万', '房管局家属楼  | 3室1厅 | 79.8平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  振华', '55万', '单价6893元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload53bf35fe-a4f0-4a0e-bdbc-734b7b3b25dc.jpg.296x216.jpg', '东方华府 楼层好，采光好，交通便利，配套设施齐全', '香逸中央  | 4室2厅 | 121.52平米 | 西 | 其他', '高楼层(共23层)2009年建塔楼  -  福海路', '145万', '单价11933元/平米')
('https://image1.ljcdn.com/370600-inspection/eec9912b-53a1-4459-bcf8-867789f371d0.jpg.296x216.jpg', '小高层.中间楼层.精装修.不挡光', '万科假日风景  | 3室2厅 | 95.03平米 | 南 北 | 其他', '低楼层(共11层)2016年建塔楼  -  万科', '110万', '单价11576元/平米')
('https://image1.ljcdn.com/370600-inspection/a6ec22cb-87b5-4169-9ab2-b77222aacae3.jpg.296x216.jpg', '富豪新天地 2室2厅 85万', '富豪新天地  | 2室2厅 | 86.84平米 | 南 北 | 其他', '低楼层(共18层)2009年建板塔结合  -  富豪', '85万', '单价9789元/平米')
('https://image1.ljcdn.com/370600-inspection/7d519907-98e6-49ab-b4c5-005bfb728a64.jpg.296x216.jpg', '房子装修保持很好，看房方便。。。。。。。。。。', '美航花园  | 1室1厅 | 43.76平米 | 南 | 其他', '中楼层(共26层)2008年建塔楼  -  福海路', '41万', '单价9370元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_uploadd7e23250-93e6-4ee0-ad78-2b39c4f75e5a.jpg.296x216.jpg', '福海路边上顶加阁价格可以精装修满五', '百旺花园  | 2室2厅 | 79.09平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  福海路', '78万', '单价9863元/平米')
('https://image1.ljcdn.com/370600-inspection/a4b28f03-c5a7-43b0-96bc-5af2cbe06f26.jpg.296x216.jpg', '两套一起卖，自己做了一个门。紧靠河滨路，位置优越。', '阳光水景  | 3室2厅 | 150平米 | 南 | 其他', '低楼层(共11层)暂无数据  -  振华', '85万', '单价5667元/平米')
('https://image1.ljcdn.com/370600-inspection/48ae6e09-48cf-4eab-a0f9-c0e291271de3.jpg.296x216.jpg', '南北通透两居室，看房方便，带阳台', '河滨小区  | 3室1厅 | 60.97平米 | 南 | 其他', '高楼层(共4层)1992年建板楼  -  松霞', '50万', '单价8201元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload0d361675-b2aa-4116-991e-6be7178a0b7f.jpg.296x216.jpg', '此房为复式 采光好 楼层好 精装修', '北美枫情  | 2室1厅 | 126.49平米 | 南 | 其他', '低楼层(共18层)2008年建塔楼  -  福海路', '99万', '单价7827元/平米')
('https://image1.ljcdn.com/370600-inspection/828deba0-fe77-4744-8d42-e49ef0f6026c.jpg.296x216.jpg', '美航花园精装修，一室一厅纯南向采光好', '美航花园  | 1室1厅 | 47.95平米 | 南 | 其他', '低楼层(共22层)2008年建塔楼  -  福海路', '45万', '单价9385元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/21a875b9-50c5-43ae-a64a-3628f7449666.png.280x210.jpg', '万科假日风景 西打头南北通透 格局方正 采光视野好', '万科假日风景  | 5室2厅 | 105平米 | 南 西 北 | 其他', '高楼层(共5层)2016年建板楼  -  万科', '170万', '单价16191元/平米')
('https://image1.ljcdn.com/370600-inspection/1bc223d8-e7ce-43c2-8eef-1242a1e9e855.jpg.296x216.jpg', '丽景佳园好房源，南北通透，东打头，精装三室，户型好', '丽景佳园  | 3室2厅 | 125.31平米 | 东 南 北 | 其他', '低楼层(共6层)2011年建板楼  -  福海路', '136万', '单价10854元/平米')
('https://image1.ljcdn.com/370600-inspection/2eaf4e4e-1829-4f9b-9841-7e5d4e895946.jpg.296x216.jpg', '星河城 一楼带超大花园 精装3室 东打头 无遮挡', '星河城  | 3室2厅 | 135.8平米 | 东 南 北 | 其他', '低楼层(共18层)2011年建塔楼  -  福海路', '149万', '单价10973元/平米')
('https://image1.ljcdn.com/370600-inspection/74c3046a-8962-4f05-9883-df7796aa04dc.jpg.296x216.jpg', '美航花园 2012年精装修无遮挡 采光好成熟小区交通方便', '美航花园  | 2室2厅 | 82.9平米 | 南 | 其他', '低楼层(共22层)2008年建塔楼  -  福海路', '87万', '单价10495元/平米')
('https://image1.ljcdn.com/370600-inspection/1fbbc32e-0876-4fca-9aae-0a68b4f9c924.jpg.296x216.jpg', '多层 南北通透 三居室 采光好', '同福小区  | 3室2厅 | 103平米 | 南 北 | 其他', '高楼层(共5层)2003年建板楼  -  福海路', '75万', '单价7282元/平米')
('https://image1.ljcdn.com/370600-inspection/d9631fd6-6e9f-491f-b9be-1f7645103248.jpg.296x216.jpg', '此房南北通透格局好，楼层好，视野开阔交通便利', '仁隆花园  | 3室1厅 | 81.68平米 | 南 北 | 其他', '中楼层(共6层)2014年建板楼  -  福海路', '65万', '单价7958元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_uploade2a510af-82e4-41ba-8538-20301aa24ea0.jpg.296x216.jpg', '福祥新苑，  多层阁楼，  精装三室', '福祥新苑  | 3室1厅 | 67平米 | 南 北 | 其他', '高楼层(共7层)2003年建板楼  -  富豪', '46万', '单价6866元/平米')
('https://image1.ljcdn.com/370600-inspection/301f81e9-7b2c-4597-bfcb-7129e44e31bf.jpg.296x216.jpg', '富豪青年国际广场，一室一厅一厨一卫，多层六楼。', '富豪青年国际广场  | 1室1厅 | 48平米 | 南 | 其他', '高楼层(共7层)2006年建板楼  -  富豪', '50万', '单价10417元/平米')
('', '恒生小区，新装修三室，带小棚，楼层好', '恒生小区  | 3室1厅 | 80平米 | 南 北 | 其他', '低楼层(共6层)板楼  -  福海路', '85万', '单价10625元/平米')
('https://image1.ljcdn.com/370600-inspection/922ada02-4b2d-4806-ad10-dc59f7c3cac4.jpg.296x216.jpg', '福祥新苑，南北通透三室户型，中间楼层78平72万', '福祥新苑  | 3室1厅 | 78.06平米 | 南 北 | 其他', '中楼层(共7层)2003年建板楼  -  富豪', '72万', '单价9224元/平米')
('https://image1.ljcdn.com/370600-inspection/60115b7d-a14f-49a2-b062-1e07b6080516.jpg.296x216.jpg', '德胜凯旋花园2室精装南北通透看房方便', '德胜凯旋花园  | 2室1厅 | 73.5平米 | 南 西 北 | 其他', '低楼层(共19层)2009年建塔楼  -  福海路', '68万', '单价9252元/平米')
('https://image1.ljcdn.com/370600-inspection/de8d67fd-81ca-44dd-bea7-600be1599820.jpg.296x216.jpg', '交通便利，购物方便，一室一厅，户型方正', '寰宇小区  | 1室1厅 | 58.2平米 | 北 | 其他', '高楼层(共22层)2004年建塔楼  -  福海路', '40万', '单价6873元/平米')
('https://image1.ljcdn.com/370600-inspection/21d2dc52-fd0e-452d-9017-421c2154e00f.jpg.296x216.jpg', '仁隆花园小户型南北通透，采光好', '仁隆花园  | 1室1厅 | 57.11平米 | 南 北 | 其他', '高楼层(共6层)2014年建板楼  -  福海路', '35万', '单价6129元/平米')
('https://image1.ljcdn.com/370600-inspection/9f1fde7a-08ab-405c-b44f-b513b0fd6766.jpg.600x.jpg.296x216.jpg', '福利莱万和城 首付约19万 毛坯房 看房方便', '福利莱万和城  | 2室2厅 | 78平米 | 南 | 其他', '中楼层(共15层)2017年建板楼  -  芝阳', '63万', '单价8077元/平米')
('https://image1.ljcdn.com/370600-inspection/7c795afc-1a46-4a7d-99ae-a31ddc9f3c89.jpg.296x216.jpg', '东尚蓝湾 2室2厅 160万', '东尚蓝湾  | 2室2厅 | 127平米 | 南 北 | 其他', '低楼层(共18层)2015年建塔楼  -  首院', '160万', '单价12599元/平米')
('https://image1.ljcdn.com/370600-inspection/991237a9-c913-4eae-a2ff-a3d3ba57d4ae.jpg.296x216.jpg', '美航花园 精装修3室 东打头 房子满二年 南北通透', '美航花园  | 3室1厅 | 89.66平米 | 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  福海路', '106万', '单价11823元/平米')
('https://image1.ljcdn.com/370600-inspection/5a305a9f-c2b2-41e5-a804-ffccdd0eab2e.jpg.296x216.jpg', '：为你而选，为你而家。，采光好.南北通透毛坯房', '北方月光怡景  | 3室2厅 | 103.6平米 | 南 北 | 毛坯', '高楼层(共5层)2017年建板楼  -  富豪', '100万', '单价9653元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/71d0e94a-f608-499d-a264-89b5d4a615ce.png.280x210.jpg', '积金山小区 1室1厅 30万', '积金山小区  | 1室1厅 | 33.99平米 | 南 | 其他', '高楼层(共14层)塔楼  -  福海路', '30万', '单价8827元/平米')
('https://image1.ljcdn.com/370600-inspection/63d293b1-1028-4753-ac5e-c4d1762fe837.jpg.296x216.jpg', '御花园，东打头，三室精装修，双南卧朝阳！', '御花园  | 3室2厅 | 105.55平米 | 东 南 北 | 其他', '中楼层(共15层)2016年建板楼  -  芝阳', '95万', '单价9001元/平米')
('https://image1.ljcdn.com/370600-inspection/e2d2b383-b9ad-4502-8ba6-3e99ef32d7bd.jpg.296x216.jpg', '万科假日润园 首付约31万 南北通透 采光好 看房方便', '万科假日润园  | 2室2厅 | 79.32平米 | 南 北 | 其他', '高楼层(共18层)2014年建塔楼  -  万科', '86万', '单价10843元/平米')
('https://image1.ljcdn.com/370600-inspection/e3ef3b33-a1d9-4a6b-8768-a70ea5693b21.jpg.296x216.jpg', '卫城润景 2室1厅 63万', '卫城润景  | 2室1厅 | 78.54平米 | 南 | 其他', '高楼层(共19层)2012年建塔楼  -  芝阳', '63万', '单价8022元/平米')
('https://image1.ljcdn.com/370600-inspection/382d8856-46e6-4970-b767-da51a3d4f657.jpg.296x216.jpg', '多层公摊小，南北通透，采光好，单价超低', '福祥新苑  | 3室2厅 | 127.51平米 | 东 南 北 | 其他', '高楼层(共7层)2003年建板楼  -  富豪', '86万', '单价6745元/平米')
('https://image1.ljcdn.com/370600-inspection/48cb8aba-3a80-46e9-9037-8e4729bc2d5f.jpg.296x216.jpg', '卫城润景 2室1厅 55万', '卫城润景  | 2室1厅 | 74平米 | 东南 | 其他', '高楼层(共19层)2012年建塔楼  -  芝阳', '55万', '单价7433元/平米')
('https://image1.ljcdn.com/370600-inspection/bedba1c4-826d-4bfe-9185-820562d7d289.jpg.296x216.jpg', '富豪西苑，多层南北通透，两室一厅一厨一卫。', '富豪西苑  | 2室1厅 | 60平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  富豪', '50万', '单价8334元/平米')
('https://image1.ljcdn.com/370600-inspection/cf40d982-31bc-40d4-9895-6bf5d784cdbe.jpg.296x216.jpg', '美航花园 小户型两居室 采光充足 交通便利', '美航花园  | 2室1厅 | 52.04平米 | 北 | 其他', '中楼层(共26层)2008年建塔楼  -  福海路', '39.5万', '单价7591元/平米')
('https://image1.ljcdn.com/370600-inspection/a07394da-a31f-40a8-814d-84021651ef6d.jpg.296x216.jpg', '御花园多层顶加阁 精装修 带家具家电 采光好', '御花园  | 3室2厅 | 126.15平米 | 东 南 北 | 其他', '高楼层(共6层)2016年建板楼  -  芝阳', '115万', '单价9117元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload5f75848a-06d0-4305-a6fa-c96057d42544.jpg.296x216.jpg', '大两居，采光充足，南北通透，精装修，', '寰宇小区  | 2室2厅 | 98.5平米 | 南 北 | 其他', '中楼层(共6层)2004年建板楼  -  福海路', '95万', '单价9645元/平米')
('', '福海路   上谷郡  毛胚房  一手合同 可贷款', '上谷郡  | 2室2厅 | 98.28平米 | 南 北 | 毛坯', '高楼层(共33层)2015年建板楼  -  福海路', '88万', '单价8955元/平米')
('https://image1.ljcdn.com/370600-inspection/0d8527ac-ed79-4b84-bc89-09e48455bc09.jpg.296x216.jpg', '德胜凯旋花园 中等装修可以拎包入住  东打头', '德胜凯旋花园  | 2室1厅 | 65.6平米 | 东南 | 其他', '高楼层(共18层)2009年建塔楼  -  福海路', '70万', '单价10671元/平米')
('https://image1.ljcdn.com/370600-inspection/c9d3aec3-016e-4543-98bf-3080d7d35693.jpg.296x216.jpg', '星河城精装大三居~南北通透~楼层好~户型好', '星河城  | 3室2厅 | 128平米 | 南 北 | 其他', '中楼层(共23层)2011年建塔楼  -  福海路', '130万', '单价10157元/平米')
('https://image1.ljcdn.com/370600-inspection/4885319d-e2e4-4367-b1b2-ea61b583c73c.jpg.296x216.jpg', '此房楼层好、视野开阔、采光好，南北通透', '惠景文园  | 2室2厅 | 93.2平米 | 南 北 | 其他', '中楼层(共4层)2006年建板楼  -  松霞', '105万', '单价11267元/平米')
('https://image1.ljcdn.com/370600-inspection/8abd0865-5f7a-47bb-97fb-e6df249ab7c7.jpg.296x216.jpg', '楼层好，精装修，南向户型，采光好', '清洋苑  | 2室1厅 | 71.53平米 | 南 | 其他', '高楼层(共7层)2004年建板楼  -  振华', '76万', '单价10625元/平米')
('https://image1.ljcdn.com/370600-inspection/73903e6c-65f1-4b89-bc78-c7e529f7f0b9.jpg.296x216.jpg', '东方明珠花园 2室2厅 100万', '东方明珠花园  | 2室2厅 | 94平米 | 南 北 | 其他', '高楼层(共12层)2009年建塔楼  -  振华', '100万', '单价10639元/平米')
('https://image1.ljcdn.com/370600-inspection/f48d2f19-da4b-4335-be66-9f2d0c187641.jpg.296x216.jpg', '三联小区  南北通透三居室  楼层好', '三联小区  | 3室1厅 | 96.05平米 | 南 北 | 其他', '低楼层(共6层)1999年建板楼  -  松霞', '85万', '单价8850元/平米')
('https://image1.ljcdn.com/370600-inspection/2a5d2ff7-583e-400f-ad7d-1c6dacd7cde9.jpg.296x216.jpg', '富豪花园，三室好房，南北通透，78平仅售58万', '富豪花园  | 3室1厅 | 78.57平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  富豪', '65万', '单价8273元/平米')
('https://image1.ljcdn.com/370600-inspection/13725e83-d1d9-4317-82ad-0b8e6ddeb0a1.jpg.296x216.jpg', '东方华府 三居室 楼层好，采光好，交通便利', '香逸中央  | 3室2厅 | 120.37平米 | 南 北 | 其他', '低楼层(共22层)2009年建塔楼  -  福海路', '150万', '单价12462元/平米')
('https://image1.ljcdn.com/370600-inspection/a862283a-41d6-42df-8e19-c2ded35a4324.jpg.296x216.jpg', '富丽花园 南北通透西打头 楼层好视野开阔', '富丽花园  | 3室2厅 | 82平米 | 南 西 北 | 其他', '高楼层(共18层)2009年建板楼  -  富豪', '87万', '单价10610元/平米')
('', '星河城精装三居室 东打头 南北通透看房方便', '星河城  | 3室2厅 | 97.9平米 | 东 南 北 | 其他', '高楼层(共19层)2011年建塔楼  -  福海路', '110万', '单价11236元/平米')
('https://image1.ljcdn.com/370600-inspection/8cd57a82-31a5-4de8-aeea-e24aaaa3211e.jpg.296x216.jpg', '星河城，中间楼层，两室朝南，精装修，婚房，拎包入住', '星河城  | 2室2厅 | 68.32平米 | 南 | 其他', '低楼层(共30层)2011年建塔楼  -  福海路', '70万', '单价10246元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload868342b2-bcc2-4f22-8d93-30584ec66fb1.jpg.296x216.jpg', '德胜凯旋花园多层三楼毛坯   三个卧室，公摊小', '德胜凯旋花园  | 3室2厅 | 88.2平米 | 南 北 | 其他', '中楼层(共5层)2009年建板楼  -  福海路', '95万', '单价10771元/平米')
('https://image1.ljcdn.com/370600-inspection/b7fc8a88-bb8f-4fb6-972f-2036bc916cde.jpg.296x216.jpg', '美航花园 精装修 多层南北通透 采光好', '美航花园  | 2室2厅 | 89.86平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  福海路', '68万', '单价7568元/平米')
('https://image1.ljcdn.com/370600-inspection/44c791ea-787f-4e89-aef4-0f6dce1017a9.jpg.296x216.jpg', '富豪花园，三室两厅，南北通透，多层5楼', '富豪花园  | 3室2厅 | 132.84平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  富豪', '113万', '单价8507元/平米')
