('https://image1.ljcdn.com/370600-inspection/ba3c41fc-3f6e-4575-892d-40563f8be3e2.jpg.296x216.jpg', '福莱山公园方正两居室婚房拎包入住有地上车位', '海信慧园西区  | 2室2厅 | 92平米 | 南 | 其他', '低楼层(共32层)2010年建板塔结合  -  高级中学', '135万', '单价14674元/平米')
('https://image1.ljcdn.com/370600-inspection/6cba5230-a427-4f78-958d-31e4105d0561.jpg.296x216.jpg', '永兴大厦 3室2厅 90万', '永兴大厦  | 3室2厅 | 112.12平米 | 南 | 其他', '低楼层(共17层)2003年建塔楼  -  德胜', '90万', '单价8028元/平米')
('https://image1.ljcdn.com/370600-inspection/6e3a98ac-4045-4d99-a801-0665ae06af11.jpg.296x216.jpg', '房子不唯一，东户，南厅南卧户型，采光没问题。', '银和怡海花园  | 3室1厅 | 100.24平米 | 南 北 | 其他', '低楼层(共6层)2002年建板楼  -  德胜', '188万', '单价18755元/平米')
('https://image1.ljcdn.com/370600-inspection/b43e6b32-30e0-42d4-abcf-6b16b36f51f9.jpg.296x216.jpg', '黄海小区 3室2厅 140万', '黄海小区  | 3室2厅 | 93平米 | 南 北 | 其他', '中楼层(共5层)2001年建板楼  -  星颐广场', '140万', '单价15054元/平米')
('https://image1.ljcdn.com/370600-inspection/5c677bad-6ac1-4314-a386-63bf2d360d84.jpg.296x216.jpg', '三和星海花园大四居，通透格局，带车库', '三和星海花园  | 4室1厅 | 169平米 | 南 北 | 其他', '低楼层(共11层)2006年建板楼  -  星颐广场', '262万', '单价15503元/平米')
('https://image1.ljcdn.com/370600-inspection/2b8d1267-e09f-4064-ada8-cb0fe8b07590.jpg.296x216.jpg', '黄山花苑 4室3厅 230万', '黄山花苑  | 4室3厅 | 131平米 | 南 北 | 其他', '低楼层(共3层)暂无数据  -  德胜', '230万', '单价17558元/平米')
('https://image1.ljcdn.com/370600-inspection/e0f246e0-cb4a-4019-83a5-1e261e21ff2a.jpg.296x216.jpg', '奇章新城小高层中间楼层，3居室居家装修，西打头房', '奇章新城  | 3室2厅 | 109.52平米 | 南 西 北 | 其他', '中楼层(共11层)2014年建板楼  -  万达', '140万', '单价12784元/平米')
('https://image1.ljcdn.com/370600-inspection/d5edbdfd-cd47-4817-b711-f60a0f892601.jpg.296x216.jpg', '恒达大厦 东打头 视野充足 观河观海', '恒达大厦  | 2室1厅 | 95平米 | 东 | 其他', '高楼层(共23层)2005年建塔楼  -  德胜', '85万', '单价8948元/平米')
('https://image1.ljcdn.com/370600-inspection/1a1d4588-ce73-4a99-b8c2-79ea019f1ab9.jpg.296x216.jpg', '天马相城二期，三室两厅两卫，南北通透，海景房', '天马相城二期  | 3室2厅 | 203.26平米 | 南 北 | 其他', '高楼层(共18层)2009年建塔楼  -  万科城', '360万', '单价17712元/平米')
('https://image1.ljcdn.com/370600-inspection/1e93daaf-4108-4172-899f-40c146d9bab6.jpg.296x216.jpg', '南北通透大两居 户型全明 南向视野开阔 北向可看海', '金桥澎湖山庄  | 2室2厅 | 89平米 | 南 北 | 其他', '高楼层(共17层)暂无数据  -  福莱山公园', '105万', '单价11798元/平米')
('https://image1.ljcdn.com/370600-inspection/8032d1a3-6c9d-48f0-aeaa-ee6c6d584e30.jpg.296x216.jpg', '丹阳小区精装框架房近几年装修 中间楼层', '丹阳小区  | 2室1厅 | 63.71平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  德胜', '85万', '单价13342元/平米')
('https://image1.ljcdn.com/370600-inspection/8bb6b1a1-026f-426c-a4c4-1be5bcef53c8.jpg.296x216.jpg', '澎湖山庄 中间楼层 南北通透两居室 户型方正 双南卧', '金桥澎湖山庄  | 2室2厅 | 92.5平米 | 南 北 | 其他', '中楼层(共18层)2014年建板楼  -  福莱山公园', '118万', '单价12757元/平米')
('https://image1.ljcdn.com/370600-inspection/2b96c457-f8c6-43e6-9681-b397bb462c09.jpg.296x216.jpg', '满五唯一  中等装修  带阁楼', '金城小区  | 2室2厅 | 95.85平米 | 南 北 | 其他', '高楼层(共7层)2000年建板楼  -  星颐广场', '135万', '单价14085元/平米')
('https://image1.ljcdn.com/370600-inspection/9c3cb955-3c87-45fc-ab20-a1e36658df64.jpg.296x216.jpg', '中建悦海和园 满二年 精装修送车位 楼层好采光好', '中建悦海和园  | 3室2厅 | 119平米 | 南 北 | 其他', '中楼层(共32层)2014年建板楼  -  北京中路', '145万', '单价12185元/平米')
('https://image1.ljcdn.com/370600-inspection/1a7800cd-ff57-4515-b6d4-fb9dffe0bff1.jpg.296x216.jpg', '金桥澎湖湾 南北通透 动静分离户型方正 楼层好采光好', '金桥澎湖湾  | 3室1厅 | 108.8平米 | 南 北 | 其他', '高楼层(共18层)2015年建塔楼  -  北京中路', '110万', '单价10111元/平米')
('https://image1.ljcdn.com/370600-inspection/aaaf0788-797a-4b08-b222-3db515809087.jpg.296x216.jpg', '海鹰大厦精装修小两居，家具家电全送', '海鹰大厦  | 2室1厅 | 68.35平米 | 东南 | 其他', '低楼层(共20层)2003年建塔楼  -  德胜', '62万', '单价9071元/平米')
('https://image1.ljcdn.com/370600-inspection/3d955a1c-da8b-43b8-b3d5-7b7ed2f85948.jpg.296x216.jpg', '永兴花园 南北通透 错层两居室 看房提前约', '永兴花园  | 2室1厅 | 105.98平米 | 南 北 | 其他', '中楼层(共12层)2004年建塔楼  -  德胜', '120万', '单价11323元/平米')
('https://image1.ljcdn.com/370600-inspection/f54fee1f-3d7d-46fe-b001-72b4439fd9b7.jpg.296x216.jpg', '此房满五唯一，装修居家装修，看房提前预约。带小棚', '银芝小区  | 2室2厅 | 82平米 | 南 北 | 其他', '高楼层(共6层)1994年建板楼  -  德胜', '92万', '单价11220元/平米')
('https://image1.ljcdn.com/370600-inspection/2b5ed2c9-6d36-4d17-85bc-7412eae8e6a9.jpg.296x216.jpg', '小高层，公摊少，中山楼层，采光好！', '奇章新城  | 1室2厅 | 90平米 | 南 | 其他', '高楼层(共11层)2014年建板楼  -  万达', '99万', '单价11000元/平米')
('https://image1.ljcdn.com/370600-inspection/c0728982-f9cb-419e-bef9-c51e21aee869.jpg.296x216.jpg', '黄金家园自改小三居 楼层好  精装修', '黄金家园  | 3室1厅 | 75.04平米 | 东 西 | 其他', '高楼层(共27层)暂无数据  -  北京中路', '73万', '单价9729元/平米')
('https://image1.ljcdn.com/370600-inspection/db4b40ae-8479-46a1-b048-54fe841d27f4.jpg.296x216.jpg', '金桥澎湖湾三室居家装修满两年无大税', '金桥澎湖湾  | 3室2厅 | 102.85平米 | 南 北 | 其他', '低楼层(共32层)2015年建塔楼  -  北京中路', '105万', '单价10210元/平米')
('https://image1.ljcdn.com/370600-inspection/75e295db-dfa2-49e9-be7c-ed20fdd318f7.jpg.296x216.jpg', '凤台小区 小区周边生活，满五唯一，带小棚。', '凤台小区  | 2室2厅 | 77.47平米 | 南 北 | 其他', '中楼层(共6层)2002年建板楼  -  星颐广场', '98万', '单价12651元/平米')
('https://image1.ljcdn.com/370600-inspection/13aaa33f-7643-4fb7-98cd-5aaeceb4a437.jpg.296x216.jpg', '海信慧园多层通透三居室好楼层采光好', '海信慧园  | 3室2厅 | 133.03平米 | 南 北 | 其他', '中楼层(共6层)2011年建板塔结合  -  高级中学', '225万', '单价16914元/平米')
('https://image1.ljcdn.com/370600-inspection/1f335dbe-abcc-4d7d-8058-aca4bc1c8051.jpg.296x216.jpg', '蔚蓝海岸小高层带电梯楼间距宽 精装修', '蔚蓝海岸  | 3室2厅 | 138.09平米 | 南 北 | 其他', '中楼层(共5层)2006年建板楼  -  星颐广场', '235万', '单价17018元/平米')
('https://image1.ljcdn.com/370600-inspection/ea8141a8-0586-4f91-9228-93faf90b4c39.jpg.296x216.jpg', '五加阁+108平+50平左右阁楼+115万', '金胜小区  | 3室2厅 | 108.02平米 | 南 北 | 其他', '高楼层(共5层)1995年建板楼  -  德胜', '115万', '单价10647元/平米')
('https://image1.ljcdn.com/370600-inspection/22b55422-6943-4693-a2bb-b503803e352a.jpg.296x216.jpg', '精装三居，南北通透，中间楼层，业主配合', '海信慧园  | 3室1厅 | 118.8平米 | 南 北 | 其他', '低楼层(共25层)2011年建板塔结合  -  高级中学', '172万', '单价14479元/平米')
('https://image1.ljcdn.com/370600-inspection/e6c9899e-269b-4574-9c71-5097c7232a4c.jpg.296x216.jpg', '临海君天下户型方正视野好环境好海景房', '临海君天下  | 3室2厅 | 206平米 | 南 北 | 其他', '高楼层(共28层)2008年建塔楼  -  德胜', '286万', '单价13884元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload1df7be92-8e4c-4ab2-9e77-491201387170.jpg.296x216.jpg', '旭日小区 双南卧南客厅 打头房 精装修 看房方便', '旭日小区  | 3室1厅 | 90平米 | 南 北 | 其他', '高楼层(共6层)1994年建板楼  -  德胜', '106万', '单价11778元/平米')
('https://image1.ljcdn.com/370600-inspection/47adb67e-701a-4479-86be-169057cf6e1d.jpg.296x216.jpg', '房子满五不唯一，简单装修，户型方正，采光好', '晨光小区  | 2室2厅 | 88平米 | 南 北 | 简装', '中楼层(共16层)2000年建塔楼  -  德胜', '85万', '单价9660元/平米')
('https://image1.ljcdn.com/370600-inspection/dd8a46ee-3590-41e4-9c31-98ec9044f210.jpg.296x216.jpg', '房子南北透通，通风好采光佳  交通便利', '金东小区  | 2室1厅 | 57平米 | 南 北 | 其他', '高楼层(共7层)1998年建板楼  -  德胜', '70万', '单价12281元/平米')
('https://image1.ljcdn.com/370600-inspection/cdc7f3a1-3f59-47d0-955e-9ced15155467.JPG.296x216.jpg', '碧海云天复式一线海景房140+160实用面积大 精装修', '碧海云天  | 4室3厅 | 178平米 | 南 北 | 其他', '高楼层(共20层)2006年建板楼  -  星颐广场', '330万', '单价18540元/平米')
('https://image1.ljcdn.com/370600-inspection/87451131-e5e0-4ab8-b8ba-6348753c5a56.jpg.296x216.jpg', '此房南北通透，东打头，毛坯房，格局好', '天马相城二期  | 3室2厅 | 197.5平米 | 南 北 | 其他', '低楼层(共28层)2009年建塔楼  -  万科城', '240万', '单价12152元/平米')
('https://image1.ljcdn.com/370600-inspection/e2777939-85d2-4915-b24e-7dec0ce1969a.jpg.296x216.jpg', '静海苑全实木精装修 可以拎包入住', '天和静海苑  | 3室1厅 | 138平米 | 南 北 | 其他', '中楼层(共28层)2010年建板楼  -  黄河路', '200万', '单价14493元/平米')
('https://image1.ljcdn.com/370600-inspection/52c08c89-6ad6-4100-a1c5-3b2bd5f0f976.jpg.296x216.jpg', '70年产权精装住宅，有天然气框架结构，电梯房拎包入住', '华明大厦  | 2室1厅 | 59.6平米 | 西 | 其他', '中楼层(共11层)2004年建塔楼  -  德胜', '60万', '单价10068元/平米')
('https://image1.ljcdn.com/370600-inspection/563a1ee9-55fe-40ad-9053-b4dd5d8a011b.jpg.296x216.jpg', '金光小区西区 3室2厅 92万', '金光小区西区  | 3室2厅 | 91.2平米 | 南 北 | 其他', '高楼层(共6层)1998年建板楼  -  万达', '92万', '单价10088元/平米')
('https://image1.ljcdn.com/370600-inspection/ad76485a-1993-48cb-9758-5cd3520f0154.jpg.296x216.jpg', '星海花园，通透两居，楼层适中。', '星海花园  | 2室2厅 | 80.61平米 | 南 北 | 其他', '低楼层(共5层)2004年建板楼  -  星颐广场', '115万', '单价14267元/平米')
('https://image1.ljcdn.com/370600-inspection/c1b78fd1-0715-4e14-ab14-bab1df310acb.jpg.296x216.jpg', '精装修南北通透三居室 东户打头房 景观楼层 拎包入住', '天马相城四期  | 3室2厅 | 134.7平米 | 南 北 | 其他', '中楼层(共30层)2015年建塔楼  -  万科城', '210万', '单价15591元/平米')
('https://image1.ljcdn.com/370600-inspection/8eb4aebb-a9c1-4552-9a3a-a8b2f9eeeafd.jpg.296x216.jpg', '南北通透大两居，精装修，全明户型，满五唯一好房源', '怡海翠庭  | 2室2厅 | 114.16平米 | 南 北 | 其他', '低楼层(共6层)2005年建板楼  -  黄河路', '175万', '单价15330元/平米')
('https://image1.ljcdn.com/370600-inspection/0575c234-ef49-4bc6-a074-719bdb4003f0.jpg.296x216.jpg', '蜜橙小区 一室一厅 纯毛坯 视野好 东向阳台 看房方便', '蜜橙  | 1室1厅 | 66.72平米 | 东 北 | 其他', '高楼层(共28层)2015年建板楼  -  高级中学', '60万', '单价8993元/平米')
('https://image1.ljcdn.com/370600-inspection/c027a994-a08e-426a-bdef-4a10c08094c0.jpg.296x216.jpg', '海信慧园西区+精装修+南北通透+顶加阁+采光充足', '海信慧园西区  | 4室1厅 | 150.9平米 | 南 北 | 其他', '高楼层(共11层)2010年建板塔结合  -  高级中学', '173万', '单价11465元/平米')
('https://image1.ljcdn.com/370600-inspection/52e13d07-2a13-44f8-9d75-6ad13377c719.jpg.296x216.jpg', '采光充足，中间楼层，交通便利， 配套齐全南向精装修', '星颐广场  | 3室2厅 | 97.8平米 | 南 | 其他', '中楼层(共30层)2015年建板楼  -  星颐广场', '145万', '单价14827元/平米')
('https://image1.ljcdn.com/370600-inspection/1998b030-6f2f-4224-a814-0d6a27e54358.jpg.296x216.jpg', '超大面积，三室两厅一厨两卫，南北通透可看海', '香山花园  | 3室2厅 | 187平米 | 南 北 | 精装', '中楼层(共17层)板楼  -  德胜', '260万', '单价13904元/平米')
('https://image1.ljcdn.com/370600-inspection/3ffbfeee-f9de-4215-b55a-40bf05cfe7d2.jpg.296x216.jpg', '临海君天下 小户型 精装修 满五唯一 实木装修', '临海君天下  | 2室1厅 | 81.62平米 | 北 | 其他', '低楼层(共28层)2008年建塔楼  -  德胜', '100万', '单价12252元/平米')
('https://image1.ljcdn.com/370600-inspection/434aacf1-d648-4903-b50e-a8cb28fbade8.jpg.296x216.jpg', '黄金家园三室精装修 交通方便配套齐全', '黄金家园  | 3室2厅 | 96.26平米 | 南 北 | 其他', '低楼层(共27层)塔楼  -  北京中路', '116万', '单价12051元/平米')
('https://image1.ljcdn.com/370600-inspection/b4150abc-b219-4a46-abc3-31b3a6a68189.jpg.296x216.jpg', '新小区，东打头，户型方正，纯毛坯，配套完善', '海信天山郡  | 3室2厅 | 118.08平米 | 南 北 | 其他', '低楼层(共25层)2015年建塔楼  -  万达', '145万', '单价12280元/平米')
('https://image1.ljcdn.com/370600-inspection/c802d469-0fcf-4859-b6e0-673294bd3844.jpg.296x216.jpg', '立雪佳苑 南客厅双南卧 精装修 每个功能间都有窗', '立雪佳苑  | 3室2厅 | 100.45平米 | 南 | 其他', '高楼层(共28层)2013年建板塔结合  -  高级中学', '134万', '单价13340元/平米')
('https://image1.ljcdn.com/370600-inspection/bf237ad1-4bcc-4168-bd2b-c9f975c91027.jpg.296x216.jpg', '天一大三居好户型，中等以上装修单价9000，南厅双南卧', '天一大厦  | 3室1厅 | 132.14平米 | 西南 | 其他', '高楼层(共18层)2004年建板楼  -  德胜', '120万', '单价9082元/平米')
('https://image1.ljcdn.com/370600-inspection/de5346ac-2eeb-40cb-a0ed-524d586c477a.jpg.296x216.jpg', '独栋别墅~适合多种类型人群居住~做生意~', '念慈别墅  | 6室2厅 | 266.68平米 | 东 南 西 北 | 其他', '低楼层(共2层)暂无数据  -  德胜', '980万', '单价36749元/平米')
('https://image1.ljcdn.com/370600-inspection/efc87dd5-e0ee-4c1d-8a53-49f8318d1f87.jpg.296x216.jpg', '北方月光兰庭+温馨两居室+全明户型', '北方月光兰庭  | 2室1厅 | 64.99平米 | 南 | 其他', '中楼层(共18层)2010年建板楼  -  高级中学', '104万', '单价16003元/平米')
('https://image1.ljcdn.com/370600-inspection/5af59941-3b0b-4b6c-9fe9-bcb2489d7cbf.jpg.296x216.jpg', '福鑫家园+三室两厅+中等装修+看房提前联系', '福鑫家园  | 3室2厅 | 96.26平米 | 南 北 | 其他', '中楼层(共5层)2005年建板楼  -  万达', '109万', '单价11324元/平米')
('https://image1.ljcdn.com/370600-inspection/e8077071-90a6-47f9-ace8-9a84512142f9.jpg.296x216.jpg', '澎湖山庄 中等装修 南向 楼层好 采光充足 视野开阔', '金桥澎湖山庄  | 2室1厅 | 90.55平米 | 南 | 其他', '高楼层(共29层)2015年建板楼  -  福莱山公园', '120万', '单价13253元/平米')
('https://image1.ljcdn.com/370600-inspection/7f47a7a1-e5a3-4f98-b499-80a679e86bc3.jpg.296x216.jpg', '海信依云小镇   毛坯房   6楼', '海信依云小镇  | 3室2厅 | 159.08平米 | 南 北 | 毛坯', '高楼层(共6层)板楼  -  福莱山公园', '130万', '单价8172元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/24cdfeb9-9f15-43db-a3eb-c35495d94b45.png.280x210.jpg', '产证满两年，价格各付可谈，带8平左右的地上小棚', '福鑫家园  | 3室1厅 | 71.34平米 | 南 北 | 简装', '低楼层(共6层)2005年建板楼  -  万达', '82万', '单价11495元/平米')
('https://image1.ljcdn.com/370600-inspection/2d59227e-51f2-4630-930a-7ff3f5186338.jpg.296x216.jpg', '多层框架 拎包入住 万达旁 封闭管理', '金光小区西区  | 2室2厅 | 77.48平米 | 南 北 | 其他', '高楼层(共6层)1998年建板楼  -  万达', '90万', '单价11616元/平米')
('https://image1.ljcdn.com/370600-inspection/31de6b8e-7b50-4f75-a005-f8793bdf54c1.jpg.296x216.jpg', '金光小区西区 南北通透 购物便利 多层框架 万达旁', '金光小区西区  | 2室2厅 | 75.2平米 | 南 北 | 其他', '高楼层(共6层)1998年建板楼  -  万达', '95万', '单价12633元/平米')
('https://image1.ljcdn.com/370600-inspection/4abeacb7-1703-48c9-a65f-517da9006326.jpg.296x216.jpg', '南北通透 三居室 南厅双南卧 采光好 视野好', '万科城  | 3室2厅 | 91.9平米 | 南 北 | 其他', '高楼层(共34层)2016年建板楼  -  万科城', '128万', '单价13929元/平米')
('https://image1.ljcdn.com/370600-inspection/eb08a404-649a-49b5-9ea4-eb2abfd3c6a7.jpg.296x216.jpg', '华电小区大平方低楼层产证满五年送两个小鹏。', '华电小区  | 3室2厅 | 129.81平米 | 南 北 | 其他', '低楼层(共7层)2001年建板楼  -  德胜', '125万', '单价9630元/平米')
('https://image1.ljcdn.com/370600-inspection/17b1eb0a-3dfa-4985-8a71-73accb359462.jpg.296x216.jpg', '低楼层   周边配套齐全  适合居住', '鑫源大厦  | 2室2厅 | 98.26平米 | 南 北 | 其他', '低楼层(共20层)2005年建板楼  -  星颐广场', '125万', '单价12722元/平米')
('https://image1.ljcdn.com/370600-inspection/74583232-ec79-46c2-a2a1-728f5531f3ee.png.296x216.jpg', '南北通透两居室 毛坯随意装修 小高层采光好', '金桥澎湖山庄  | 2室2厅 | 94.43平米 | 南 北 | 其他', '低楼层(共18层)暂无数据  -  福莱山公园', '97万', '单价10273元/平米')
('https://image1.ljcdn.com/370600-inspection/40dfd6dd-18d2-4763-8a39-e7701860ca2d.jpg.296x216.jpg', '海信依云小镇 精装两居室  家具全送 环境好', '海信依云小镇  | 2室1厅 | 104.8平米 | 南 | 其他', '低楼层(共22层)2016年建板楼  -  福莱山公园', '100万', '单价9542元/平米')
