('https://image1.ljcdn.com/340100-inspection/dc1c6217-f3b8-4225-8a9d-f628a7042745.jpg.296x216.jpg', '纯毛坯三房，南北通透，送产权车位，', '蓝鼎星河府  | 3室2厅 | 122.76平米 | 南 北 | 其他', '低楼层(共31层)2013年建塔楼  -  周谷堆', '197万', '单价16048元/平米')
('https://image1.ljcdn.com/340100-inspection/434c00ec-b061-42c9-840c-dedd1346dff2.jpg.296x216.jpg', '文昌新村，周边配套成熟，生活便利，交通完善', '文昌新村  | 2室2厅 | 79.44平米 | 东 西 | 其他', '高楼层(共4层)1995年建板楼  -  周谷堆', '100万', '单价12589元/平米')
('https://image1.ljcdn.com/340100-inspection/1dc9d16e-d0d2-4170-a108-36b2d3210cad.jpg.296x216.jpg', '江汽三村 3室2厅 140万', '江汽三村  | 3室2厅 | 89.93平米 | 南 | 其他', '高楼层(共6层)2009年建板楼  -  常青', '140万', '单价15568元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadf8b64d4e-473d-43b9-9510-9d825102f156.jpg.296x216.jpg', '此房满两年，楼层好，视野宽阔，采光好。精装修', '琥珀新天地西苑  | 3室2厅 | 108平米 | 南 北 | 其他', '低楼层(共11层)2010年建板楼  -  常青', '183万', '单价16945元/平米')
('https://image1.ljcdn.com/340100-inspection/a7a76638-2112-4c5f-8d59-8bc06ee150c9.jpg.296x216.jpg', '太阳岛花园 3室1厅 210万', '太阳岛花园  | 3室1厅 | 127.14平米 | 南 北 | 其他', '低楼层(共6层)2003年建板楼  -  包公', '210万', '单价16518元/平米')
('https://image1.ljcdn.com/340100-inspection/6b87f550-68f3-4a16-a60d-019fa3b0b972.JPG.296x216.jpg', '南园新村 2室1厅 朝南 采光好无遮挡 单价低 环境舒适', '南园新村  | 2室1厅 | 62.96平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  芜湖路', '92万', '单价14613元/平米')
('https://image1.ljcdn.com/340100-inspection/29ab8c20-b524-4857-8fac-9e8b6377cb08.jpg.296x216.jpg', '铂金汉宫 1室1厅 66万', '铂金汉宫  | 1室1厅 | 50.17平米 | 西 | 其他', '低楼层(共24层)2009年建塔楼  -  包公', '66万', '单价13156元/平米')
('https://image1.ljcdn.com/340100-inspection/31e8e89d-6b42-489a-95d5-3f8039afe543.jpg.296x216.jpg', '天下锦城康桥郡 3室1厅 220万', '天下锦城康桥郡  | 3室1厅 | 114.75平米 | 南 | 其他', '11层2016年建板楼  -  常青', '220万', '单价19173元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload5ccfd6b2-a64c-405d-97a9-dfa65941eadd.jpg.296x216.jpg', '珠光南苑 3室2厅 162万', '珠光南苑  | 3室2厅 | 122.64平米 | 南 | 其他', '高楼层(共6层)2004年建板楼  -  周谷堆', '162万', '单价13210元/平米')
('https://image1.ljcdn.com/340100-inspection/1fabf0ca-8e52-4957-bf7c-92a8be72b7b0.jpg.296x216.jpg', '德国地暖 实木家具 从未入住过', '蓝鼎星河府  | 4室2厅 | 138.94平米 | 南 北 | 其他', '低楼层(共31层)2013年建塔楼  -  周谷堆', '205万', '单价14755元/平米')
('https://image1.ljcdn.com/340100-inspection/6eb06022-0101-4c94-b79b-f9f5fbd1eda9.jpg.296x216.jpg', '六建公司宿舍 3室2厅 115万', '六建公司宿舍  | 3室2厅 | 80.1平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  常青', '115万', '单价14358元/平米')
('https://image1.ljcdn.com/340100-inspection/1018b451-6eb4-4dbf-94c3-aa5ca54b5213.jpg.296x216.jpg', '为你而选为你为家 精装 适合刚需客户', '绿城玉兰公寓  | 1室1厅 | 65平米 | 南 | 其他', '高楼层(共19层)2010年建塔楼  -  常青', '117万', '单价18000元/平米')
('https://image1.ljcdn.com/340100-inspection/68234491-c5c7-4e7a-bf0f-50f9bf1715b7.jpg.296x216.jpg', '和昌都汇华府 2室2厅 150万', '和昌都汇华府  | 2室2厅 | 86.1平米 | 南 | 其他', '低楼层(共32层)2012年建板楼  -  周谷堆', '150万', '单价17422元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploada8189a86-067a-426f-a5de-9f3e18e5aa35.jpg.296x216.jpg', '小区安静保养好拎包入住为你而选的好房子', '百大职工宿舍  | 4室3厅 | 166.05平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  周谷堆', '218万', '单价13129元/平米')
('https://image1.ljcdn.com/340100-inspection/58851ffa-f0c1-460f-bc4a-605d445faeea.jpg.296x216.jpg', '品质和昌 精装修小两房 双阳台 采光充足', '和昌都汇华府  | 2室1厅 | 58.26平米 | 西 | 其他', '低楼层(共32层)2012年建板楼  -  周谷堆', '110万', '单价18881元/平米')
('https://image1.ljcdn.com/340100-inspection/153d75dd-ccc1-48c4-b634-9fc179d4303a.jpg.296x216.jpg', '金悦领地 2室1厅 93万', '金悦领地  | 2室1厅 | 49.98平米 | 南 | 其他', '高楼层(共29层)2008年建板楼  -  周谷堆', '93万', '单价18608元/平米')
('https://image1.ljcdn.com/340100-inspection/d9d79a30-ffa3-40c7-8606-8b0f8f50d7c3.jpg.296x216.jpg', '望湖城金桂苑，观湖景观大三房，楼层好', '望湖城桂香居金桂苑  | 3室2厅 | 143.97平米 | 南 北 | 其他', '中楼层(共18层)板楼  -  望湖', '289万', '单价20074元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadb9f9f69b-8100-409e-ae36-8eba4aea2cf7.jpg.296x216.jpg', '天下锦城温莎城 2室1厅 210万', '天下锦城温莎城  | 2室1厅 | 95平米 | 南 | 其他', '中楼层(共11层)2016年建板楼  -  常青', '210万', '单价22106元/平米')
('https://image1.ljcdn.com/340100-inspection/cb129f2f-dcb8-4c44-b3c2-2c1c682bd227.jpg.296x216.jpg', '曙宏南苑 1室1厅 70万', '曙宏南苑  | 1室1厅 | 60.64平米 | 南 | 其他', '中楼层(共18层)2010年建板楼  -  常青', '70万', '单价11544元/平米')
('https://image1.ljcdn.com/340100-inspection/d154b5d9-69f9-4351-8b59-8d5771c14b0d.jpg.296x216.jpg', '为你而选 为你而家 精装修复式楼 赠送南北双阳台', '万振逍遥苑二期  | 5室3厅 | 187.72平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  周谷堆', '240万', '单价12785元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload91eaa83c-1b32-46f7-a60e-1c463a7d80c4.jpg.296x216.jpg', '多层精装修 公摊小 位置安静 交通便利', '柏林春天  | 2室2厅 | 82.91平米 | 南 北 | 其他', '低楼层(共6层)2007年建板楼  -  包公', '140万', '单价16886元/平米')
('https://image1.ljcdn.com/340100-inspection/f663ef95-1e14-44ea-ab55-1d3069638526.jpg.296x216.jpg', '美生滨江花月 2室2厅 多层3楼 毛坯未住人', '美生滨江花月  | 2室2厅 | 86.32平米 | 南 北 | 毛坯', '中楼层(共6层)2015年建板塔结合  -  淝河镇', '145万', '单价16798元/平米')
('https://image1.ljcdn.com/340100-inspection/18e15ad0-7f57-480f-a810-439eeeb36fa1.jpg.296x216.jpg', '金地国际城 配套成熟 地段好 采光刺眼', '金地国际城  | 1室1厅 | 45.09平米 | 东南 | 其他', '中楼层(共30层)2008年建塔楼  -  周谷堆', '53万', '单价11755元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload0c344bfc-0780-46d7-9b39-2f678cc72712.jpg.296x216.jpg', '万达名宅  单价低  采光好  看房方便  业主诚心出售', '万达中心名宅  | 4室1厅 | 139.46平米 | 南 北 | 其他', '低楼层(共25层)2010年建塔楼  -  包公', '250万', '单价17927元/平米')
('https://image1.ljcdn.com/340100-inspection/1ee07a74-9347-4b7f-8592-c2ef355993cc.jpg.296x216.jpg', '万振逍遥苑四期 大四房 两房朝南 一厨两卫 生活舒适', '万振逍遥苑四期  | 4室2厅 | 132.73平米 | 南 北 | 其他', '低楼层(共11层)2008年建板楼  -  周谷堆', '205万', '单价15445元/平米')
('https://image1.ljcdn.com/340100-inspection/ba4d53d5-a49c-4fc8-9820-6bc26079ebc8.jpg.296x216.jpg', '此房满五年 ，楼层好，视野宽阔，采光充足。', '金地国际城  | 1室1厅 | 39.74平米 | 东北 | 其他', '低楼层(共30层)2007年建塔楼  -  周谷堆', '45万', '单价11324元/平米')
('https://image1.ljcdn.com/340100-inspection/6d74d3b1-92fd-4d11-809e-023e3f0cbf90.jpg.296x216.jpg', '元一柏庄 16年精装修 品牌家具家电全送 市政供暖', '元一柏庄  | 3室2厅 | 128.55平米 | 南 | 其他', '低楼层(共34层)2008年建板楼  -  周谷堆', '225万', '单价17503元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload32a47f1e-f22c-4e76-876f-48e36cccbc3d.jpg.296x216.jpg', '多层采光好 户型正气 看房方便', '荣昌园小区  | 3室1厅 | 86.29平米 | 南 | 其他', '高楼层(共6层)1995年建板楼  -  包公', '125万', '单价14487元/平米')
('https://image1.ljcdn.com/340100-inspection/f9023912-704a-46af-a546-1e458e33bcfd.jpg.296x216.jpg', '望湖东苑 2室2厅 148万', '望湖东苑  | 2室2厅 | 90.24平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  望湖', '148万', '单价16401元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload00c9cb85-e445-4942-a9ad-8740452a9ff8.jpg.296x216.jpg', '金地国际城 采光充足 精装四房 拎包入住', '金地国际城  | 4室2厅 | 156.01平米 | 南 | 其他', '低楼层(共11层)2007年建塔楼  -  周谷堆', '220万', '单价14102元/平米')
('https://image1.ljcdn.com/340100-inspection/f6591644-f2f2-450a-94f2-3c7d2123d830.jpg.296x216.jpg', '水利厅机关宿舍 交通便利 配套成熟', '水利厅机关宿舍  | 2室1厅 | 64.03平米 | 南 | 其他', '中楼层(共4层)1995年建板楼  -  芜湖路', '90万', '单价14056元/平米')
('https://image1.ljcdn.com/340100-inspection/89a69721-9a77-46dd-808b-f4df588fe754.jpg.296x216.jpg', '电梯三房 满两年 随时看房  拎包入住 业主急售', '淝河佳苑  | 3室2厅 | 96.04平米 | 南 北 | 其他', '中楼层(共11层)2011年建板楼  -  周谷堆', '120万', '单价12495元/平米')
('https://image1.ljcdn.com/340100-inspection/9e54c16f-75b0-474d-9e34-f89ff72a08b4.jpg.296x216.jpg', '万振四期 精装两房 视野开阔  户型方正 刚需入住', '万振逍遥苑四期  | 2室2厅 | 90.55平米 | 南 | 其他', '中楼层(共33层)2008年建板楼  -  周谷堆', '153万', '单价16897元/平米')
('https://image1.ljcdn.com/340100-inspection/fca3638b-bf88-4a6d-a5c9-1bd5b1bdec62.jpg.296x216.jpg', '望湖嘉苑，优质房源，精装婚房，从没住人。', '望湖嘉苑  | 3室2厅 | 90.8平米 | 南 北 | 其他', '高楼层(共27层)2011年建板楼  -  望湖', '198万', '单价21807元/平米')
('https://image1.ljcdn.com/340100-inspection/5dd7127a-3962-4abb-9b38-b2a7e7ab68ca.jpg.296x216.jpg', '海顿公馆 17年精装一居室 朝南带阳台正规住宅市政供暖', '绿地海顿公馆C  | 1室1厅 | 46.23平米 | 南 | 其他', '高楼层(共18层)2009年建板楼  -  周谷堆', '88万', '单价19036元/平米')
('https://image1.ljcdn.com/340100-inspection/07665f15-4e3e-475b-bbcc-99adeb2a2a02.jpg.296x216.jpg', '为你而选为你为家 碧湖云溪精装边户两居室', '碧湖云溪  | 2室2厅 | 93.72平米 | 南 北 | 其他', '中楼层(共20层)2013年建板楼  -  周谷堆', '150万', '单价16006元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploada7d66601-9863-4860-96a3-6d724de92634.jpg.296x216.jpg', '文昌雅居幼儿园，实验中小连读，*雄厚。', '文昌雅居  | 2室1厅 | 76.12平米 | 南 | 其他', '高楼层(共31层)2012年建塔楼  -  周谷堆', '98万', '单价12875元/平米')
('https://image1.ljcdn.com/340100-inspection/b04830ab-62c1-4fbb-ad04-214c820be431.jpg.296x216.jpg', '天下锦城康桥郡 3室1厅 235万', '天下锦城康桥郡  | 3室1厅 | 122.55平米 | 南 北 | 其他', '11层2016年建板楼  -  常青', '235万', '单价19176元/平米')
('https://image1.ljcdn.com/340100-inspection/e3045b4e-9ed1-48fb-9dbd-7648c17a4e35.jpg.296x216.jpg', '江南新里程 一室 有燃气 采光好 配套成熟 交通便利', '江南新里程  | 1室1厅 | 37.66平米 | 东 | 其他', '低楼层(共31层)2009年建塔楼  -  芜湖路', '60万', '单价15933元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadde657f00-4a04-4c99-a7ea-993b1cbd0cfb.jpg.296x216.jpg', '和昌都汇华府 优选小两房 全新装修 拎包入住 随时可看', '和昌都汇华府  | 2室1厅 | 60.04平米 | 南 | 精装', '低楼层(共30层)2012年建板楼  -  周谷堆', '110万', '单价18322元/平米')
('https://image1.ljcdn.com/340100-inspection/690f6c62-5fc3-480d-9bca-4c73d44ce3cb.jpg.296x216.jpg', '元一柏庄 4室2厅 270万', '元一柏庄  | 4室2厅 | 152平米 | 南 北 | 其他', '低楼层(共18层)2008年建板楼  -  周谷堆', '270万', '单价17764元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload3bae7d86-8fe7-49a9-bd4d-49759bbc4beb.jpg.296x216.jpg', '日桂苑（稀有大复试）四房（位置安静）急售有钥匙', '望湖城桂香居日桂苑  | 4室1厅 | 131.41平米 | 南 北 | 其他', '高楼层(共18层)2009年建板楼  -  望湖', '253万', '单价19253元/平米')
('https://image1.ljcdn.com/340100-inspection/53daf946-c450-4e5e-9bd5-361462e48133.jpg.296x216.jpg', '为你而选为你为家 碧湖云溪中间喽中间层', '碧湖云溪  | 2室2厅 | 89.96平米 | 南 | 其他', '中楼层(共11层)2013年建板楼  -  周谷堆', '155万', '单价17230元/平米')
('https://image1.ljcdn.com/340100-inspection/e3fc1f0d-d23d-47e4-bca9-00a43597a78d.jpg.296x216.jpg', '南北通透 地段繁华 小区品质高  物业服务好 业主诚心', '绿地海顿公馆A  | 3室2厅 | 127.01平米 | 南 北 | 其他', '低楼层(共30层)2010年建板楼  -  周谷堆', '230万', '单价18109元/平米')
('https://image1.ljcdn.com/340100-inspection/b480d273-1c45-426f-b03a-bc5d1d091056.jpg.296x216.jpg', '琥珀新天地西苑 3室2厅 200万', '琥珀新天地西苑  | 3室2厅 | 108.35平米 | 南 | 其他', '中楼层(共11层)2010年建板楼  -  常青', '200万', '单价18459元/平米')
('https://image1.ljcdn.com/340100-inspection/cf3aed59-b5e1-4f6f-b1e2-4f5910c58a0e.jpg.296x216.jpg', '金地国际城 采光刺眼 全明户型 通透户型 地铁口', '金地国际城  | 3室1厅 | 49.87平米 | 南 | 其他', '高楼层(共19层)2008年建塔楼  -  周谷堆', '76万', '单价15240元/平米')
('https://image1.ljcdn.com/340100-inspection/fdd51b6e-dd41-4f2c-8937-f3b9db189a78.jpg.296x216.jpg', '丽阳兰庭精选好房，南北通透，精装修，三面采光！！', '丽阳兰庭  | 2室2厅 | 73.2平米 | 西南 北 | 精装', '高楼层(共26层)2007年建塔楼  -  周谷堆', '118万', '单价16121元/平米')
('https://image1.ljcdn.com/340100-inspection/ce7456bd-f2c1-43fa-93af-8f4f55baa780.jpg.296x216.jpg', '满两年中装拎包入住 经典一居室 带大阳台 近地铁', '绿地海顿公馆C  | 1室1厅 | 45.37平米 | 南 | 其他', '高楼层(共18层)2009年建板楼  -  周谷堆', '82万', '单价18074元/平米')
('https://image1.ljcdn.com/340100-inspection/1c352676-b007-4a9d-9675-70bf7647989f.jpg.296x216.jpg', '鑫苑望江花园 2室2厅 148万', '鑫苑望江花园  | 2室2厅 | 90.76平米 | 南 | 其他', '中楼层(共24层)2007年建塔楼  -  常青', '148万', '单价16307元/平米')
('https://image1.ljcdn.com/340100-inspection/fcf0ec8b-83bc-4266-8bbf-dfcea7788302.jpg.296x216.jpg', '金地国际城 3室2厅 188万', '金地国际城  | 3室2厅 | 126平米 | 南 北 | 其他', '中楼层(共11层)2008年建塔楼  -  周谷堆', '188万', '单价14921元/平米')
('https://image1.ljcdn.com/340100-inspection/0c57dce6-0a34-4d86-9a05-b9cee185fe0d.jpg.296x216.jpg', '万达中心名宅70年产权正规一室一厅一厨一卫', '万达中心名宅  | 1室1厅 | 48.84平米 | 北 | 其他', '高楼层(共25层)2010年建塔楼  -  包公', '105万', '单价21499元/平米')
('https://image1.ljcdn.com/340100-inspection/e3da5a82-7e58-421e-be1a-af8d5f945fb8.jpg.296x216.jpg', '绿地海顿公馆A期 舒适三房 位置好 安静花园位置', '绿地海顿公馆A  | 3室2厅 | 154.75平米 | 南 北 | 其他', '高楼层(共33层)2010年建板楼  -  周谷堆', '280万', '单价18094元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadbab6327a-dae4-4fd5-adf1-150d111e859a.jpg.296x216.jpg', '蓝鼎星河府，精装三室，拎包入住，人车分流，位置优越', '蓝鼎星河府  | 3室2厅 | 118.08平米 | 南 | 其他', '中楼层(共31层)2013年建塔楼  -  周谷堆', '195万', '单价16515元/平米')
('https://image1.ljcdn.com/340100-inspection/10422edc-1c6a-4ef3-b255-0f4165fd6d10.jpg.296x216.jpg', '风和园 三房 南北通透 满五 急售', '风和园  | 3室1厅 | 89.66平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  包公', '135万', '单价15057元/平米')
('https://image1.ljcdn.com/340100-inspection/8f98db30-29ae-4e1d-9256-c771532f0b90.jpg.296x216.jpg', '金地国际城 两室简装 拎包入住 业主诚心出售 随时看房', '金地国际城  | 2室1厅 | 58.74平米 | 南 | 其他', '中楼层(共30层)2008年建塔楼  -  周谷堆', '70万', '单价11917元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload72a8be64-696f-4448-9a8f-5bacaacdcee4.jpg.296x216.jpg', '桐城绿苑 2室2厅 163万', '桐城绿苑  | 2室2厅 | 81.59平米 | 南 | 其他', '高楼层(共25层)2011年建板塔结合  -  常青', '163万', '单价19978元/平米')
('https://image1.ljcdn.com/340100-inspection/064a3936-7d5e-41c2-b43a-9e3afe9c9263.jpg.296x216.jpg', '金地国际城 3室2厅 230万', '金地国际城  | 3室2厅 | 139.23平米 | 南 北 | 其他', '高楼层(共17层)2007年建塔楼  -  周谷堆', '230万', '单价16520元/平米')
('https://image1.ljcdn.com/340100-inspection/57ae3237-cd59-4b7d-914c-a3cca6ef594c.jpg.296x216.jpg', '银杏苑 3室2厅 156万', '银杏苑  | 3室2厅 | 98平米 | 南 | 其他', '低楼层(共6层)2002年建板楼  -  望湖', '156万', '单价15919元/平米')
('https://image1.ljcdn.com/340100-inspection/0146bc83-3317-470e-819c-5802498b16b9.jpg.296x216.jpg', '金地国际城 楼层好 地 铁 口 南北通风 采光足 满五', '金地国际城  | 3室2厅 | 134.82平米 | 南 北 | 其他', '低楼层(共32层)2008年建塔楼  -  周谷堆', '205万', '单价15206元/平米')
('https://image1.ljcdn.com/340100-inspection/352039af-8807-4b97-9510-1eaa02344f69.jpg.296x216.jpg', '369晶品城市公寓 3室2厅 215万', '369晶品城市公寓  | 3室2厅 | 127.2平米 | 南 | 其他', '低楼层(共33层)2014年建塔楼  -  芜湖路', '215万', '单价16903元/平米')
('https://image1.ljcdn.com/340100-inspection/e7965ac9-ee36-4fbd-9a16-fdcc1d1dcccb.jpg.296x216.jpg', '金地国际城 精装出售 可以随意布置 业主诚心出售', '金地国际城  | 1室1厅 | 36.99平米 | 西 | 其他', '中楼层(共27层)2007年建塔楼  -  周谷堆', '41万', '单价11085元/平米')
('https://image1.ljcdn.com/340100-inspection/9a47e0ea-5d4e-4c0c-8b7f-d28b8f4dd377.jpg.296x216.jpg', '静安曙光雅苑 4室2厅 230万', '静安曙光雅苑  | 4室2厅 | 131.02平米 | 南 北 | 其他', '高楼层(共34层)2000年建塔楼  -  芜湖路', '230万', '单价17555元/平米')
('https://image1.ljcdn.com/340100-inspection/182c5258-78b7-4e8f-8b0a-069d54ee27e4.jpg.296x216.jpg', '望湖嘉苑 南北通透大三居 诚心出售 安静位置', '望湖嘉苑  | 3室2厅 | 140.93平米 | 南 | 其他', '高楼层(共18层)2011年建板楼  -  望湖', '252万', '单价17882元/平米')
