('https://image1.ljcdn.com/510100-inspection/test-194e1b15-081e-4a27-8267-a6506d76d31c.png.296x216.jpg', '此房户型方正采光佳，视野宽阔，', '心怡中丝园  | 3室2厅 | 102.38平米 | 北 | 其他 | 有电梯', '低楼层(共29层)2015年建板塔结合  -  麓山', '138万', '单价13480元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d96f7c3f-5e55-4ba8-a16b-44cb61f74a93.png.296x216.jpg', '天府新区 新鸿基悦城 套三双卫带大阳台 视野好', '新鸿基悦城  | 3室2厅 | 143.9平米 | 西南 | 其他 | 有电梯', '中楼层(共31层)2011年建板塔结合  -  海洋公园', '305万', '单价21196元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3403f9e0-0b7b-42b7-bc78-159ce8d6e7ba.png.296x216.jpg', '心怡德盛苑跃层，满两年，户型方正', '心怡德盛苑  | 4室3厅 | 233.23平米 | 南 | 其他 | 有电梯', '高楼层(共10层)2007年建板楼  -  四河', '467万', '单价20024元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8755c075-fd85-4f3c-a41c-e213455400bf.png.296x216.jpg', '青南美湾  带家具家电  位置安静', '青南美湾  | 2室2厅 | 77.81平米 | 南 | 其他 | 有电梯', '低楼层(共18层)板楼  -  海洋公园', '143万', '单价18379元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1868cfcf-115b-441b-ba8e-cbfade454e12.png.296x216.jpg', '精装套二  满两年对中庭 低楼层 环境安静', '戛纳湾畔  | 2室1厅 | 79.39平米 | 东南 | 精装 | 有电梯', '低楼层(共19层)2006年建板楼  -  华阳', '140万', '单价17635元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5165597b-4f97-4829-b037-2912599cb152.png.296x216.jpg', '鸿阁新座 套二单卫 有家具家电 中间楼层 不临街', '鸿阁新座  | 2室1厅 | 58.88平米 | 西 | 其他 | 有电梯', '中楼层(共29层)2013年建板塔结合  -  四河', '114万', '单价19362元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d3d3ee18-7283-4be6-9494-0a73d7de08e7.png.296x216.jpg', '南湖半岛装修套三，中间楼层，可立即入住。', '南湖半岛  | 3室2厅 | 113.8平米 | 东 | 精装 | 有电梯', '中楼层(共33层)2015年建塔楼  -  南湖', '202万', '单价17751元/平米')
('https://image1.ljcdn.com/510100-inspection/8545f411-cfd7-4257-80f3-1d1d28da6036.JPG.296x216.jpg', '石化家园满两年，视野开阔，采光很好', '石化家园  | 1室1厅 | 60.75平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2011年建板塔结合  -  南湖', '105万', '单价17284元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b65b2da0-472e-485a-8370-f29991e1942e.png.296x216.jpg', '天府新区南湖公园旁远大装修套二采光好', '远大中央公园一期  | 2室1厅 | 80.46平米 | 东 | 其他', '中楼层(共32层)2016年建板塔结合  -  南湖', '140万', '单价17400元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8a52e626-c278-48e8-8fff-7038a5279cd8.png.296x216.jpg', '雅居乐对中庭装修套二 中间楼层视野无遮挡', '雅居乐花园  | 2室1厅 | 77.38平米 | 东 | 其他 | 有电梯', '高楼层(共11层)2008年建板楼  -  雅居乐', '100万', '单价12924元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0641122f-a629-486f-8a91-c0947e09165c.png.296x216.jpg', '地源吾舍套三双卫精装修带家具家电带露台', '地源吾舍  | 3室2厅 | 121.6平米 | 东北 | 其他 | 有电梯', '低楼层(共11层)2002年建塔楼  -  华阳', '189万', '单价15543元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ab8285dd-01e3-4976-8241-ad3a73b2861e.png.296x216.jpg', '蜀郡又一城 装修套三 通透户型 满两年', '蜀郡又一城  | 3室2厅 | 90.94平米 | 西 | 其他 | 有电梯', '中楼层(共31层)2014年建塔楼  -  华阳', '180万', '单价19794元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4cc14f1b-1961-47c3-a05b-d4720e2c65bc.png.296x216.jpg', '南湖国际社区 清水套三双卫 大阳台', '南湖国际社区一期  | 3室2厅 | 127.6平米 | 东 | 其他 | 有电梯', '低楼层(共34层)2010年建塔楼  -  南湖', '190万', '单价14891元/平米')
('https://image1.ljcdn.com/510100-inspection/test-eb199b59-c9ff-47d6-bff8-3e914d0031e5.png.296x216.jpg', '万科精装三室，满两年，采光好。', '万科海悦汇城西区  | 3室2厅 | 105.75平米 | 西南 西 | 其他 | 有电梯', '中楼层(共44层)2015年建板楼  -  海洋公园', '200万', '单价18913元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3207b5d3-0777-42a0-a5cb-fe901c8decb4.png.296x216.jpg', '天府新区欧香小镇朝南，带阳台，通风采光良好套三清水', '欧香小镇  | 3室2厅 | 287平米 | 南 | 其他 | 有电梯', '高楼层(共15层)2015年建板楼  -  华阳', '590万', '单价20558元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6614228a-3d7e-432d-97f6-2a498778a567.png.296x216.jpg', '美城悦荣府 清水套三 中间楼层 改动性强 实得121㎡', '美城悦荣府  | 3室2厅 | 101平米 | 西 | 其他 | 有电梯', '高楼层(共34层)2017年建板塔结合  -  华阳', '180万', '单价17822元/平米')
('https://image1.ljcdn.com/510100-inspection/test-08b5bb72-6cec-4770-933c-b7d7065d4cbd.png.296x216.jpg', '南湖国际社区清水套三双卫对中庭', '南湖国际社区  | 3室2厅 | 121.62平米 | 西 | 其他 | 有电梯', '高楼层(共34层)2010年建板楼  -  南湖', '195万', '单价16034元/平米')
('https://image1.ljcdn.com/510100-inspection/test-030223db-2231-4513-b149-da9c5cf6057c.png.296x216.jpg', '新鸿基悦城，面对中庭，安静不吵', '新鸿基悦城  | 3室2厅 | 160.01平米 | 东南 | 其他 | 有电梯', '高楼层(共32层)2015年建板塔结合  -  海洋公园', '298万', '单价18624元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0629ed4f-95f9-4c69-817a-168da168c771.png.296x216.jpg', '天府新区华阳南阳盛世套三双卫清水', '南阳盛世  | 3室2厅 | 135.6平米 | 南 | 其他 | 有电梯', '中楼层(共27层)2011年建板塔结合  -  南湖', '210万', '单价15487元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4a1cd460-e031-432e-99e1-a54e96639d32.png.296x216.jpg', '南阳锦城晶品 一室一卫 交通便利 小区环境舒适', '南阳锦城晶品  | 1室0厅 | 50.94平米 | 西 | 其他 | 有电梯', '高楼层(共24层)2012年建板楼  -  四河', '92万', '单价18061元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7e0f2608-f5c2-4723-81fb-f9b690abb857.png.296x216.jpg', '府河名居配套成熟交通便利优质好房子', '府河名居  | 3室2厅 | 127.46平米 | 南 | 其他', '中楼层(共5层)板楼  -  南湖', '130万', '单价10200元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e92b8603-43f2-46c9-beb1-a7bcdc687537.png.296x216.jpg', '蜀郡又一城 简装套三 满两年 无按揭', '蜀郡又一城  | 3室2厅 | 92.85平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2014年建板塔结合  -  华阳', '186万', '单价20033元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4cc6ef6d-202a-482c-9cd3-12049e0b22e1.png.296x216.jpg', '青南美湾清水套三带150平大平台', '青南美湾  | 3室2厅 | 91.62平米 | 东 | 其他 | 有电梯', '低楼层(共26层)板楼  -  海洋公园', '185万', '单价20193元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5f1bd979-7568-4395-8e3f-a480529523a0.png.296x216.jpg', '天府新区鑫都汇南区中间楼层清水套二', '鑫苑鑫都汇南区  | 2室2厅 | 64.67平米 | 西 | 其他', '低楼层(共31层)板塔结合  -  南湖', '118万', '单价18247元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d51d0c1c-ff8b-4a93-ab25-0194ce6e587a.png.296x216.jpg', '南湖国际社区一期   标准套三   对中庭  位置安静', '南湖国际社区一期  | 3室2厅 | 114.68平米 | 东 | 其他 | 有电梯', '低楼层(共34层)2010年建塔楼  -  南湖', '160万', '单价13952元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f0f31436-841c-4102-b7dd-e66827fecf6a.png.296x216.jpg', '标准三居室带两个卫生间，带花园，送车库。', '向阳小区三期  | 3室1厅 | 114.78平米 | 东 东南 | 精装 | 无电梯', '低楼层(共6层)2000年建板楼  -  南湖', '148万', '单价12895元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6d9588f9-9da7-4645-a45c-9ebfa6b7f943.png.296x216.jpg', '天府新区 多层顶跃 万欣名居 看房预约', '万欣明居  | 3室2厅 | 128.32平米 | 南 | 其他', '高楼层(共7层)2003年建板楼  -  南湖', '130万', '单价10131元/平米')
('https://image1.ljcdn.com/510100-inspection/test-72277876-9c6a-4c5f-85d2-86626c81572a.png.296x216.jpg', '天府新区 枫桥映月 装修套二 带家具家电', '枫桥映月  | 2室1厅 | 85.94平米 | 西北 | 其他', '高楼层(共6层)暂无数据  -  南湖', '100万', '单价11637元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6502f03f-5ff4-4a19-9c87-6077ccc26b2e.png.296x216.jpg', '南湖国际社区五期带家具家电居家出售', '南湖国际社区  | 3室2厅 | 145.2平米 | 东 | 其他 | 有电梯', '高楼层(共34层)2010年建板楼  -  南湖', '240万', '单价16529元/平米')
('https://image1.ljcdn.com/510100-inspection/test-65dbb6a0-7d43-478a-a350-b8787243f5d9.png.296x216.jpg', '天府新区居家装修套一带阳光房+采光好', '戛纳湾滨江  | 2室1厅 | 64.4平米 | 西 | 其他 | 有电梯', '高楼层(共32层)2010年建板楼  -  华阳', '95万', '单价14752元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d9ec8f4f-4140-4283-a317-76aabc11caa1.png.296x216.jpg', '蜀郡又一城装修套四带14平米阳台 对中庭', '蜀郡又一城  | 4室2厅 | 130.22平米 | 北 | 其他 | 有电梯', '低楼层(共31层)2014年建塔楼  -  华阳', '260万', '单价19967元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadbbb8e8bf-c44a-4fa0-a04c-6fd5305dc14e.jpg.296x216.jpg', '河边小区，套三 1楼带80平花园！', '观景苑二期  | 3室2厅 | 132.61平米 | 北 | 其他', '低楼层(共6层)板楼  -  南湖', '132万', '单价9955元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8a1f5f5f-2ff6-4ee2-abf9-a723fded02f6.png.296x216.jpg', '南湖国际清水明厨明卫套三双卫朝南', '南湖国际社区  | 3室2厅 | 129.98平米 | 南 | 其他 | 有电梯', '高楼层(共34层)2010年建板楼  -  南湖', '200万', '单价15387元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cf16390e-495e-4139-bbf4-75f22a651c35.png.296x216.jpg', '43平米赠送面积 套三双卫 装修空房 位置安静！', '成都玩家  | 3室2厅 | 89.07平米 | 西南 | 其他', '低楼层(共36层)2016年建塔楼  -  海洋公园', '186万', '单价20883元/平米')
('https://image1.ljcdn.com/510100-inspection/test-83d55a09-38a0-4f8f-b446-2f2906ebad64.png.296x216.jpg', '戛纳湾金棕榈清水套三双卫赠送一个多功能间', '戛纳湾金棕榈  | 3室2厅 | 93.75平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2016年建板塔结合  -  华阳', '172万', '单价18347元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4c8a230d-a7ef-4c14-8fe4-5fe1e1194225.png.296x216.jpg', '南湖国际社区 套三 双卫   装修房', '南湖国际社区一期  | 3室2厅 | 127.44平米 | 东 | 精装 | 有电梯', '低楼层(共34层)2010年建塔楼  -  南湖', '230万', '单价18048元/平米')
('https://image1.ljcdn.com/510100-inspection/test-55ede9ab-7b2b-4e13-8f10-c5726662a255.png.296x216.jpg', '恒大名都套二，无装修，满2年，位置安静。采光好！', '恒大名都  | 2室2厅 | 78.03平米 | 北 | 其他 | 有电梯', '中楼层(共32层)2012年建板楼  -  海洋公园', '130万', '单价16661元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e43e6f12-573d-4103-9953-85426de2ae81.png.296x216.jpg', '天府新区装修套二，户型方正，阳光充足，随时看房', '金茂光明城市  | 2室2厅 | 87.74平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2016年建板塔结合  -  华阳', '160万', '单价18236元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cae85054-b3ec-4b00-817e-f619deeda163.png.296x216.jpg', '蓝山美树，带花园洋房，方正通透，拎包入住', '蓝山美树  | 3室2厅 | 132.54平米 | 西北 | 其他 | 无电梯', '低楼层(共6层)2009年建板楼  -  海洋公园', '240万', '单价18108元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9d0c7094-5d4c-40a0-879c-2a44fb92dfa9.png.296x216.jpg', '恒大天府半岛二期+中间楼层+套三双卫', '恒大天府半岛二期  | 3室2厅 | 139平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2017年建板楼  -  锦江生态带', '230万', '单价16547元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b2186c2e-507e-4555-b158-ab71ac31ebf8.png.296x216.jpg', '天府新区，简装套二，拎包入住，居住环境舒适。', '海棠金宇府河花园  | 2室1厅 | 85.88平米 | 南 | 其他', '中楼层(共6层)板楼  -  南湖', '88万', '单价10247元/平米')
('https://image1.ljcdn.com/510100-inspection/9d4af64a-3484-490b-9e71-f2c4138a0882.JPG.296x216.jpg', '万科海悦汇城东区 满二年 套二 自住装修', '万科海悦汇城东区  | 2室1厅 | 58.81平米 | 西 | 其他 | 有电梯', '低楼层(共35层)2014年建板楼  -  海洋公园', '118万', '单价20065元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f0c8f64e-77ca-4828-8fc1-26187cf378eb.png.296x216.jpg', '南北通透户型，三面带花园。满2年，安静', '蓝山美树  | 3室2厅 | 142.07平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2009年建板楼  -  海洋公园', '350万', '单价24636元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2bedbe2e-462b-485d-983d-bfc1ec1c2cdc.png.296x216.jpg', '利通出水芙蓉 套四 有装修 有花园 不临街', '利通出水芙蓉  | 4室2厅 | 142.72平米 | 西南 | 其他 | 无电梯', '低楼层(共6层)2005年建板楼  -  华阳', '275万', '单价19269元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e888a986-ebf6-4987-9f3a-753982ec0693.png.296x216.jpg', '三和南庭精装房套三双卫带家具家电', '三和南庭  | 3室2厅 | 111.82平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  四河', '180万', '单价16098元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bd1e0fba-ed15-4e5e-ad4e-2fcadd1b3bef.png.296x216.jpg', '装修空房，带入户花园，大套三带书房，带阳台', '雅居乐花园  | 3室2厅 | 142.82平米 | 东北 | 其他 | 有电梯', '高楼层(共11层)2008年建板楼  -  雅居乐', '185万', '单价12954元/平米')
('https://image1.ljcdn.com/510100-inspection/test-05f61d04-da7c-4b69-95c0-5c4b3fd9004b.png.296x216.jpg', '天府新区精装2房，中高层，采光好，视野开阔。满2年', '恒大名都  | 2室1厅 | 78平米 | 北 | 其他 | 有电梯', '高楼层(共31层)2012年建板楼  -  海洋公园', '135万', '单价17308元/平米')
('https://image1.ljcdn.com/510100-inspection/test-13429435-341e-451d-8c20-49f8d6171f2c.png.296x216.jpg', '满两年无增值税，南朝向，采光充足，视野好。', '府河名居  | 3室2厅 | 108.86平米 | 东南 | 其他', '中楼层(共5层)板楼  -  南湖', '153万', '单价14055元/平米')
('https://image1.ljcdn.com/510100-inspection/47aced93-5ad5-4f73-829c-6770770e56fb.jpg.296x216.jpg', '天府新区南湖世纪装修套二拎包入住', '南湖世纪  | 2室2厅 | 87.58平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2016年建塔楼  -  南湖', '180万', '单价20553元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ae2b82a7-3b11-4960-b71b-b8c0dc65f960.png.296x216.jpg', '南湖国际社区清水套三对中庭安静', '南湖国际社区  | 3室2厅 | 131.9平米 | 东 | 其他 | 有电梯', '中楼层(共34层)2010年建板楼  -  南湖', '200万', '单价15164元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4b0e0ee5-4581-4829-81fc-5f36d57e9720.png.296x216.jpg', '佳兆业君汇上品+精装修+套三双卫', '佳兆业君汇上品  | 3室2厅 | 103平米 | 西 | 其他 | 有电梯', '高楼层(共33层)2013年建板塔结合  -  南湖', '195万', '单价18933元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2ec85b76-f468-44c8-9bfe-b8d37a8ca091.png.296x216.jpg', '南湖 国际社区  套三清水房 满两年', '南湖国际社区  | 3室1厅 | 129.72平米 | 南 | 其他 | 有电梯', '低楼层(共34层)2010年建板楼  -  南湖', '185万', '单价14262元/平米')
('https://image1.ljcdn.com/510100-inspection/test-78b811c5-ac94-4c13-89ef-c5ca7a1c9133.png.296x216.jpg', '家益欣城套三双卫   诚心出售', '家益欣城  | 3室1厅 | 130平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)2010年建板楼  -  华阳', '200万', '单价15385元/平米')
('https://image1.ljcdn.com/510100-inspection/test-91e4c415-0459-46c7-bf58-f2e2904092e4.png.296x216.jpg', '南湖国际社区 装修套四 接受贷款', '南湖国际社区  | 4室2厅 | 186平米 | 东 西 | 其他 | 有电梯', '低楼层(共34层)2010年建板楼  -  南湖', '315万', '单价16936元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4f63c006-539e-48a2-93de-8a2022385325.png.296x216.jpg', '南湖世纪装修套三，看南湖公园，视野好', '南湖世纪  | 3室2厅 | 110.35平米 | 西 | 其他 | 有电梯', '低楼层(共32层)2016年建塔楼  -  南湖', '215万', '单价19484元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3edc8a51-4067-4b36-9ec8-c95fe40c87d2.png.296x216.jpg', '慕和南道小套三，满两年免增值税。', '慕和南道  | 3室2厅 | 85.7平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2010年建板塔结合  -  华阳', '120万', '单价14003元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ee6c1cce-067f-45d2-b42e-4f47f80a471b.png.296x216.jpg', '天府新区      装修套三      不临街', '新村小区  | 3室2厅 | 109.5平米 | 东南 | 其他', '中楼层(共6层)板楼  -  南湖', '129.8万', '单价11854元/平米')
