('https://image1.ljcdn.com/340100-inspection/b57f6a55-d3aa-4bf1-bbda-2762eb7c789a.jpg.296x216.jpg', '永和家园，简装，业主诚心急售。', '永和家园  | 3室2厅 | 94.75平米 | 南 | 其他', '中楼层(共11层)2008年建板楼  -  长宁', '125万', '单价13193元/平米')
('https://image1.ljcdn.com/340100-inspection/ba77f958-fb77-4420-8335-878b6f345905.jpg.296x216.jpg', '绿城桂花园 电梯洋房 诚心出售', '绿城桂花园  | 3室2厅 | 152.55平米 | 南 北 | 简装', '中楼层(共9层)2005年建板楼  -  天乐', '330万', '单价21633元/平米')
('https://image1.ljcdn.com/340100-inspection/656e80e6-f36f-4300-98dd-982b0320bf77.jpg.296x216.jpg', '永和家园 3室1厅 125万', '永和家园  | 3室1厅 | 91.78平米 | 南 | 其他', '低楼层(共11层)2008年建板楼  -  长宁', '125万', '单价13620元/平米')
('https://image1.ljcdn.com/340100-inspection/c165a146-b384-4115-aa2a-da6a95599625.jpg.296x216.jpg', '户型方正,交通便利。房东诚心出售', '景尚名郡  | 1室1厅 | 43平米 | 北 | 其他', '中楼层(共27层)2012年建板楼  -  兴园', '66万', '单价15349元/平米')
('https://image1.ljcdn.com/340100-inspection/b0a0622d-dbda-4975-a6e9-5de1fbd43593.jpg.296x216.jpg', '博澳丽苑 2室1厅 110万', '博澳丽苑  | 2室1厅 | 70.9平米 | 南 | 其他', '中楼层(共31层)2009年建塔楼  -  天乐', '110万', '单价15515元/平米')
('https://image1.ljcdn.com/340100-inspection/aa93b1bc-650d-488d-9a32-f2ea1e3614fe.jpg.296x216.jpg', '湖景洋房，可观蜀西湖全景，品质物业，小区环境优美。', '蓝光雍锦半岛  | 4室2厅 | 133平米 | 南 北 | 其他', '中楼层(共10层)板塔结合  -  长宁', '315万', '单价23685元/平米')
('https://image1.ljcdn.com/340100-inspection/5ac1fbd3-5b1f-4bda-8b44-e8a311512d4e.jpg.296x216.jpg', '为你而选为你为家 绿城桂花园 顶楼复式 精装修', '绿城桂花园  | 4室3厅 | 174.16平米 | 南 | 其他', '中楼层(共5层)板楼  -  天乐', '355万', '单价20384元/平米')
('https://image1.ljcdn.com/340100-inspection/test-040aecb8-0ff1-426a-92ef-f268113be176.png.296x216.jpg', '永和家园 一室一厅一厨一卫，温馨住宅', '永和家园  | 1室1厅 | 48平米 | 南 | 其他', '高楼层(共11层)2008年建板楼  -  长宁', '68万', '单价14167元/平米')
('https://image1.ljcdn.com/340100-inspection/76776895-0193-42a8-acc6-e7821c9b66ff.jpg.296x216.jpg', '为你而选为你为家 新西茗阁 精装修 楼层好 交通便利', '新西茗阁  | 1室1厅 | 32.53平米 | 北 | 精装', '中楼层(共30层)2012年建塔楼  -  天乐', '50万', '单价15371元/平米')
('https://image1.ljcdn.com/340100-inspection/ee3c7cee-edfd-492a-a2ab-4cb7a0dd588c.jpg.296x216.jpg', '博澳丽苑 精装2房 楼层采光好 楼间距大 配套成熟诚售', '博澳丽苑  | 2室2厅 | 70.9平米 | 南 北 | 其他', '高楼层(共31层)2009年建塔楼  -  天乐', '95万', '单价13400元/平米')
('https://image1.ljcdn.com/340100-inspection/d25e38e3-f10b-42f7-911b-4f79c843bec9.jpg.296x216.jpg', '高新区 兴园南区 商品房非回迁 精装平层大三房 非顶楼', '兴园小区  | 3室2厅 | 132.37平米 | 南 北 | 精装', '高楼层(共6层)2005年建板楼  -  兴园', '166万', '单价12541元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload6f0bdf95-bc4c-4079-8e27-5cea2422ac2c.jpg.296x216.jpg', '永和家园 《满五年》中高楼层，业主诚售125 精装三房', '永和家园  | 3室2厅 | 94.93平米 | 南 | 其他', '低楼层(共11层)2008年建板楼  -  长宁', '122万', '单价12852元/平米')
('https://image1.ljcdn.com/340100-inspection/0a8f9c24-07d7-4b8a-9de2-f6895a23ec78.jpg.296x216.jpg', '成套住宅，地理位置好，交通便捷', '国轩K西嘉  | 1室0厅 | 40.18平米 | 南 | 其他', '中楼层(共18层)2008年建塔楼  -  天乐', '54万', '单价13440元/平米')
('https://image1.ljcdn.com/340100-inspection/adb8ca30-ba8f-4ef9-9b21-83fbcb582b16.jpg.296x216.jpg', '为你而选为你为家  绿城桂花园 两室一厅精装修', '绿城桂花园  | 2室2厅 | 98.98平米 | 南 | 其他', '中楼层(共11层)2009年建板楼  -  天乐', '210万', '单价21217元/平米')
('https://image1.ljcdn.com/340100-inspection/c0f375fe-0f8a-44de-8521-80efe1728ecb.jpg.296x216.jpg', '此房小区中间位置，远离马路喧嚣，远离扬尘干扰。', '保利西山林语  | 4室2厅 | 139.83平米 | 南 北 | 其他', '低楼层(共8层)板楼  -  蜀麓', '315万', '单价22528元/平米')
('https://image1.ljcdn.com/340100-inspection/166f4b19-2d52-47cd-9831-54bec783b4bb.jpg.296x216.jpg', '御景城 楼栋楼层位置好 视野开阔 满两年', '御景城  | 5室1厅 | 132.4平米 | 南 北 | 其他', '高楼层(共11层)2016年建塔楼  -  兴园', '255万', '单价19260元/平米')
('https://image1.ljcdn.com/340100-inspection/b4144179-10b2-4e06-bf07-4cc23c58cb09.jpg.296x216.jpg', '博澳丽苑 2室1厅 100万', '博澳丽苑  | 2室1厅 | 70.79平米 | 南 | 其他', '低楼层(共31层)2009年建塔楼  -  天乐', '100万', '单价14127元/平米')
('https://image1.ljcdn.com/340100-inspection/cc05f547-7b89-4422-b25b-16aeee15d0ed.jpg.296x216.jpg', '为你而选为你为家 顶间花园 楼层好 交通方便', '顶间花园  | 3室2厅 | 173.09平米 | 南 北 | 其他', '中楼层(共18层)2005年建塔楼  -  天乐', '230万', '单价13288元/平米')
('https://image1.ljcdn.com/340100-inspection/a08689db-3487-42b5-8a46-3566b3379ad3.jpg.296x216.jpg', '蜀山脚下 两房朝南 户型好  看房方便', '蜀南庭苑  | 2室2厅 | 62.7平米 | 南 | 其他', '中楼层(共6层)2008年建板楼  -  蜀麓', '92万', '单价14674元/平米')
('https://image1.ljcdn.com/340100-inspection/0d571c60-1270-4e45-91af-a54fb4e545a3.jpg.296x216.jpg', '拓基城市广场 5室2厅 297万', '拓基城市广场  | 5室2厅 | 165平米 | 南 | 其他', '中楼层(共18层)2010年建塔楼  -  天乐', '297万', '单价18000元/平米')
('https://image1.ljcdn.com/340100-inspection/f89cbf6b-a53e-4b6e-b148-6414c45014a3.jpg.296x216.jpg', '海岸星辰洋房 上下两层 采光充足 南北通透 户型正气', '海岸星辰  | 7室3厅 | 240平米 | 南 北 | 毛坯', '低楼层(共4层)2011年建塔楼  -  兴园', '340万', '单价14167元/平米')
('https://image1.ljcdn.com/340100-inspection/f5211a11-8a0f-49f6-8499-58c83ae49326.jpg.296x216.jpg', '徽商城市风景 满五年 税费少 户型方正', '徽商城市风景  | 3室2厅 | 124.9平米 | 南 | 其他', '中楼层(共16层)2008年建塔楼  -  天乐', '215万', '单价17214元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload26c9c675-b114-4bfd-8110-cdb6f04d2372.jpg.296x216.jpg', '祥源城洋房  三房两阳台  带院子  蜀西湖', '祥源城三期  | 3室2厅 | 127.61平米 | 南 | 毛坯', '低楼层(共7层)板塔结合  -  长宁', '320万', '单价25077元/平米')
('https://image1.ljcdn.com/340100-inspection/c2866933-a0b2-466a-a8c1-84eb2ee4b125.jpg.296x216.jpg', '高新区 和一花园 南北通透三房 边户 满两年视野采光好', '和一花园  | 3室2厅 | 117.52平米 | 南 北 | 其他', '中楼层(共24层)2010年建塔楼  -  兴园', '160万', '单价13615元/平米')
('https://image1.ljcdn.com/340100-inspection/7720f119-2532-493a-9657-04bc7e40014e.jpg.296x216.jpg', '博澳丽苑 3房 房子满五年  采光无遮挡', '博澳丽苑  | 3室2厅 | 96.96平米 | 南 北 | 其他', '中楼层(共31层)2009年建塔楼  -  天乐', '126万', '单价12996元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploada2ab3bf5-014b-4ee7-ac07-31af7054aad6.jpg.296x216.jpg', '满五唯一南北通透两居  业主诚心出售', '和一花园  | 2室1厅 | 87.39平米 | 南 北 | 精装', '高楼层(共24层)塔楼  -  兴园', '135万', '单价15448元/平米')
('https://image1.ljcdn.com/340100-inspection/91a8a1e4-0b18-4b27-a53a-b39467fb9b7e.jpg.296x216.jpg', '此房户型小，楼层适合，采光充足', '国轩K西嘉  | 1室0厅 | 31.25平米 | 北 | 其他', '中楼层(共18层)2008年建塔楼  -  天乐', '42万', '单价13440元/平米')
('https://image1.ljcdn.com/340100-inspection/233a7d2d-aeb1-4538-b982-2738cc159956.jpg.296x216.jpg', '兴园小区，多层少公摊，户型方正', '兴园小区北区  | 3室2厅 | 91.9平米 | 南 北 | 其他', '中楼层(共6层)2005年建板楼  -  兴园', '124万', '单价13493元/平米')
('https://image1.ljcdn.com/340100-inspection/44d074c0-f2aa-40ec-a083-349928ab31bd.jpg.296x216.jpg', '为你而选为你为家 梦园小区 南北通透 户型方正', '梦园小区  | 3室2厅 | 130.2平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  天乐', '210万', '单价16130元/平米')
('https://image1.ljcdn.com/340100-inspection/7055f488-84da-440b-8a1f-cb01f7963e49.jpg.296x216.jpg', '上铁银欣花园 2室2厅 155万', '上铁银欣花园  | 2室2厅 | 89.61平米 | 南 | 其他', '高楼层(共18层)2011年建塔楼  -  兴园', '155万', '单价17298元/平米')
('https://image1.ljcdn.com/340100-inspection/cef3104d-cf9e-46eb-bffa-c3da26d4579d.jpg.296x216.jpg', '和一花园 3室2厅 168万', '和一花园  | 3室2厅 | 120.43平米 | 南 北 | 其他', '低楼层(共18层)2010年建塔楼  -  兴园', '168万', '单价13951元/平米')
('https://image1.ljcdn.com/340100-inspection/cdc4d074-2715-486b-bc3a-a7f74d3dc84d.jpg.296x216.jpg', '永和家园 3室1厅 118万', '永和家园  | 3室1厅 | 93.82平米 | 南 | 其他', '低楼层(共11层)2008年建板楼  -  长宁', '118万', '单价12578元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploaddafbfa84-8eab-4bb9-9a2b-109eb06da10d.jpg.296x216.jpg', '华地紫园 3室2厅 480万', '华地紫园  | 3室2厅 | 324.05平米 | 南 北 | 其他', '低楼层(共11层)2014年建板楼  -  兴园', '480万', '单价14813元/平米')
('https://image1.ljcdn.com/340100-inspection/08622870-564a-4858-860c-d55c98e908b5.jpg.296x216.jpg', '中铁四局八分公司合肥西站办事处大三房位置好 急售', '中铁四局八分公司合肥西站办事处  | 3室2厅 | 137.43平米 | 南 | 其他', '高楼层(共6层)板楼  -  兴园', '170万', '单价12370元/平米')
('https://image1.ljcdn.com/340100-inspection/94d0b3c8-9d3d-4a6a-b030-a2e4f0e85c13.jpg.296x216.jpg', '为你而选为你为家 峰尚国际精装两房 楼层采光好', '峰尚国际  | 2室1厅 | 63平米 | 南 | 其他', '高楼层(共31层)2012年建塔楼  -  天乐', '80万', '单价12699元/平米')
('https://image1.ljcdn.com/340100-inspection/c16ca8a9-1447-492a-9cb3-7a44a4ab4d27.jpg.296x216.jpg', '为您而选为您为家百商尚成精装三房楼层好采光好', '百商尚成  | 3室2厅 | 96.82平米 | 南 | 其他', '中楼层(共6层)2011年建板楼  -  兴园', '175万', '单价18075元/平米')
('https://image1.ljcdn.com/340100-inspection/4b9dfd1d-feea-41d6-a240-10a30aebcb1e.jpg.296x216.jpg', '为你而选为你为家 徽商城市风景 一楼带院子 精装修', '徽商城市风景  | 3室1厅 | 162.73平米 | 南 北 | 其他', '低楼层(共16层)2008年建塔楼  -  天乐', '232万', '单价14257元/平米')
('https://image1.ljcdn.com/340100-inspection/11f762ac-0a6c-4aec-a4bd-aed18c430ed8.jpg.296x216.jpg', '博澳丽苑刚需两房精装修拎包入住看房方便', '博澳丽苑  | 2室2厅 | 72.51平米 | 南 | 其他', '低楼层(共30层)2009年建塔楼  -  天乐', '100万', '单价13792元/平米')
('https://image1.ljcdn.com/340100-inspection/12bb86d0-ef4f-4668-a471-d00396d446d9.jpg.296x216.jpg', '为你而选为你为家圣联香御公馆两居室', '圣联香御公馆  | 2室2厅 | 87.26平米 | 南 | 精装', '中楼层(共33层)2016年建塔楼  -  兴园', '160万', '单价18337元/平米')
('https://image1.ljcdn.com/340100-inspection/8c786bc9-9ec7-4719-aec8-d04270242b08.jpg.296x216.jpg', '为你为选为你为家 国轩K西嘉精装一室  业主诚售', '国轩K西嘉  | 1室1厅 | 41平米 | 南 | 其他', '高楼层(共18层)2008年建塔楼  -  天乐', '62万', '单价15122元/平米')
('https://image1.ljcdn.com/340100-inspection/8f3b3111-c1bd-4dc0-8756-b49107c65579.jpg.296x216.jpg', '兴园小区 中装三居室 采光视野无遮挡 看房方便', '兴园小区北区  | 3室2厅 | 81.62平米 | 南 北 | 其他', '中楼层(共6层)2005年建板楼  -  兴园', '135万', '单价16541元/平米')
('https://image1.ljcdn.com/340100-inspection/03fbb0ac-6f72-406a-a0ce-eb8f656b3b78.jpg.296x216.jpg', '紫气东来，四房两卫，南北通透，全天采光，全明户型', '海亮九玺  | 4室2厅 | 159.65平米 | 南 北 | 其他', '中楼层(共34层)2016年建塔楼  -  蜀麓', '267万', '单价16725元/平米')
('https://image1.ljcdn.com/340100-inspection/55f59279-053a-4b07-b624-a6f834a1c8f5.jpg.296x216.jpg', '为你而选为你为家 国轩K西嘉 70公寓 满二 价格便宜', '国轩K西嘉  | 1室0厅 | 40.18平米 | 南 | 其他', '中楼层(共18层)2008年建塔楼  -  天乐', '52万', '单价12942元/平米')
('https://image1.ljcdn.com/340100-inspection/0e0a2c36-3976-4f0b-8be2-7bf0193005e6.jpg.296x216.jpg', '户型方正，交通便利。房东诚心出售', '景尚名郡  | 1室1厅 | 43平米 | 南 北 | 精装', '高楼层(共27层)2012年建板楼  -  兴园', '72万', '单价16745元/平米')
('https://image1.ljcdn.com/340100-inspection/5e7130e1-b1d4-49af-b751-33059f93cb59.jpg.296x216.jpg', '蜀西湖畔永和家园 简装两室 采光充足无遮挡 户型方正', '永和家园  | 2室2厅 | 63.2平米 | 南 北 | 其他', '低楼层(共11层)2008年建板楼  -  长宁', '98万', '单价15507元/平米')
('https://image1.ljcdn.com/340100-inspection/90636ec1-e662-44a2-a10d-8253f51c3176.jpg.296x216.jpg', '品牌开发商，房型好南北通透，环境好，适合居住', '保利西山林语  | 4室2厅 | 137平米 | 南 北 | 其他', '高楼层(共8层)板楼  -  蜀麓', '310万', '单价22628元/平米')
('https://image1.ljcdn.com/340100-inspection/a382adc7-1791-4091-8f56-a77c01092cda.jpg.296x216.jpg', '百商现代名苑精装两房 低楼层  看房方便', '百商现代名苑  | 2室2厅 | 82.91平米 | 南 | 其他', '低楼层(共18层)2011年建塔楼  -  兴园', '140万', '单价16886元/平米')
('https://image1.ljcdn.com/340100-inspection/39725df5-e7b0-409e-b125-fc2d7ebd720d.jpg.296x216.jpg', '为你而选为你为家 电建小区 全明户型 公摊小 楼层好', '电建小区  | 3室2厅 | 97.56平米 | 南 北 | 精装', '低楼层(共6层)2007年建板楼  -  天乐', '160万', '单价16401元/平米')
('https://image1.ljcdn.com/340100-inspection/cf6fad6a-51fe-46fe-8a02-ade2cc6718d8.jpg.296x216.jpg', '为你而选为你为家和一花园精装两房楼层好位置好', '和一花园  | 2室2厅 | 88.8平米 | 南 北 | 其他', '高楼层(共11层)2010年建板楼  -  兴园', '130万', '单价14640元/平米')
('https://image1.ljcdn.com/340100-inspection/513534d5-7248-423b-8151-3b39b8b19868.jpg.296x216.jpg', '为你而选为你为家 徽商城市风景 刚需两房', '徽商城市风景  | 2室1厅 | 78.55平米 | 南 | 其他', '低楼层(共16层)2008年建塔楼  -  天乐', '143万', '单价18205元/平米')
('https://image1.ljcdn.com/340100-inspection/f15092f0-63d5-4d7c-b82a-9c2ecbc2cf3b.jpg.296x216.jpg', '绿城桂花园 品质小区 品牌物业 品牌管理', '绿城桂花园  | 2室1厅 | 89.69平米 | 南 | 其他', '中楼层(共10层)2009年建板楼  -  天乐', '190万', '单价21185元/平米')
('https://image1.ljcdn.com/340100-inspection/90ac01a5-718b-4c46-8603-15370e1ea675.jpg.296x216.jpg', '海亮正三房，全天采光，精装即住', '海亮九玺  | 3室1厅 | 89平米 | 南 | 其他', '高楼层(共31层)2016年建塔楼  -  蜀麓', '168万', '单价18877元/平米')
('https://image1.ljcdn.com/340100-inspection/2a27a867-ebd6-4707-9ea7-11ffb87f36ab.jpg.296x216.jpg', '为你而选为你为家 绿城桂花园 环境优美 满两年', '绿城桂花园  | 1室1厅 | 51.11平米 | 南 | 其他', '中楼层(共11层)2009年建板楼  -  天乐', '122.5万', '单价23968元/平米')
('https://image1.ljcdn.com/340100-inspection/2a2f8c7d-f79f-4dd4-890d-694230bb83c5.jpg.296x216.jpg', '高新区和一花园 精装三房南北通透中等楼层采光好 诚售', '和一花园  | 3室2厅 | 130平米 | 南 北 | 其他', '中楼层(共6层)2010年建板楼  -  兴园', '220万', '单价16924元/平米')
('https://image1.ljcdn.com/340100-inspection/b330a5f4-b394-498e-8781-857c79c8cbff.jpg.296x216.jpg', '为你而选为你为家 蓝鼎海棠湾 精装三房 南北通 户型正', '蓝鼎海棠湾  | 3室2厅 | 135平米 | 南 北 | 其他', '低楼层(共40层)2013年建塔楼  -  天乐', '270万', '单价20000元/平米')
('https://image1.ljcdn.com/340100-inspection/d41a0cbf-ed06-4338-9859-9ed41bbc952e.jpg.296x216.jpg', '政务西 肥西产权 精装修两居室 全南户型 房主诚心出售', '百商现代名苑  | 2室2厅 | 79.4平米 | 南 | 精装', '中楼层(共18层)2011年建塔楼  -  兴园', '148万', '单价18640元/平米')
('https://image1.ljcdn.com/340100-inspection/b799e44c-9a05-4c42-b30d-9c8c74d11d9e.jpg.296x216.jpg', '为你而选为你为家 新西茗阁 精装单身公寓 满二免增', '新西茗阁  | 1室0厅 | 36.86平米 | 北 | 其他', '高楼层(共30层)2012年建塔楼  -  天乐', '56万', '单价15193元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadebd51c26-7efc-40a8-9af2-47dd907b773d.jpg.296x216.jpg', '南北通透格局好，多层，公摊小，舒适高', '绿城桂花园  | 3室2厅 | 137.49平米 | 南 北 | 其他', '中楼层(共5层)板楼  -  天乐', '315万', '单价22911元/平米')
('https://image1.ljcdn.com/340100-inspection/90f933b4-4578-4a85-9f35-09d8d836fc2a.jpg.296x216.jpg', '海亮九玺 3室2厅 240万', '海亮九玺  | 3室2厅 | 125.22平米 | 南 | 其他', '低楼层(共34层)2016年建塔楼  -  蜀麓', '240万', '单价19167元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadd52c771d-6631-4a18-b970-df7c1c66dcb7.jpg.296x216.jpg', '绿城桂花园 花园洋房 南北通透  满五', '绿城桂花园  | 2室2厅 | 94.87平米 | 南 北 | 其他', '中楼层(共5层)2004年建板楼  -  天乐', '246万', '单价25931元/平米')
('https://image1.ljcdn.com/340100-inspection/3046387c-f7dd-4b72-8a16-28e57e1e3ce1.jpg.296x216.jpg', '为你而选为你为家 国轩k西嘉 交通便利 配套齐全', '国轩K西嘉  | 1室0厅 | 40.18平米 | 南 | 其他', '低楼层(共18层)2008年建塔楼  -  天乐', '58万', '单价14436元/平米')
('https://image1.ljcdn.com/340100-inspection/184ed0d3-ffad-4c43-9a97-9aba8a1bcb8a.jpg.296x216.jpg', '为你而选为你为家 博澳丽苑 2室1厅 干净舒适', '博澳丽苑  | 2室1厅 | 76.86平米 | 南 | 其他', '低楼层(共31层)2009年建塔楼  -  天乐', '101万', '单价13141元/平米')
