('https://image1.ljcdn.com/440600-inspection/8b97ab30-9e17-43de-af59-711f2161936b.jpg.296x216.jpg', '利豪名郡 2室2厅 145万', '利豪名郡  | 2室2厅 | 83.7平米 | 南 | 简装', '高楼层(共17层)2011年建塔楼  -  澜石', '145万', '单价17324元/平米')
('https://image1.ljcdn.com/440600-inspection/87c13260-a261-48ec-ac1b-4b5dc8066f0b.jpg.296x216.jpg', '时代云图 3房出售 格局方正 装修新净', '时代云图苑  | 3室2厅 | 85.61平米 | 南 | 精装', '高楼层(共29层)2015年建塔楼  -  朝安', '175万', '单价20442元/平米')
('https://image1.ljcdn.com/440600-inspection/bf4f27ff-77df-4479-a8b3-ae5b4df36ac4.jpg.296x216.jpg', '盈翠华苑 装修新净', '盈翠华苑五座  | 1室1厅 | 60.64平米 | 西南 | 其他', '低楼层(共7层)2003年建塔楼  -  张槎', '70万', '单价11544元/平米')
('https://image1.ljcdn.com/440600-inspection/30341f0d-f86a-416a-8cd0-71738694eb70.jpg.296x216.jpg', '海景蓝湾 3室2厅 210万', '海景蓝湾  | 3室2厅 | 112平米 | 南 | 精装', '低楼层(共28层)2011年建塔楼  -  澜石', '210万', '单价18750元/平米')
('https://image1.ljcdn.com/440600-inspection/a65cc84b-8bf6-4d7a-a1cb-68a4efa1a05d.jpg.296x216.jpg', '东海国际花园 三房两厅 交通方便 近地铁', '东海国际花园二区3期  | 3室2厅 | 84平米 | 北 | 其他', '中楼层(共17层)2014年建塔楼  -  汾江北', '145万', '单价17262元/平米')
('https://image1.ljcdn.com/440600-inspection/914045be-23af-417d-8e62-c03835aaa583.jpg.296x216.jpg', '沿海馨庭 毛坯装修', '沿海馨庭  | 3室2厅 | 91.79平米 | 南 | 毛坯', '中楼层(共30层)2013年建塔楼  -  澜石', '175万', '单价19066元/平米')
('https://image1.ljcdn.com/440600-inspection/795e0711-ccbc-434b-9994-780bac1ae8c8.jpg.296x216.jpg', '汇星源舒适 实用三房', '汇星源  | 3室2厅 | 135平米 | 东南 | 其他', '中楼层(共25层)2003年建塔楼  -  绿景', '210万', '单价15556元/平米')
('https://image1.ljcdn.com/440600-inspection/fd34d6de-b4b8-4b12-939b-31175165f282.JPG.296x216.jpg', '美誉紫薇花园 3室2厅 90万', '美誉紫薇花园  | 3室2厅 | 60平米 | 东南 | 精装', '高楼层(共20层)2017年建塔楼  -  石湾', '90万', '单价15000元/平米')
('https://image1.ljcdn.com/440600-inspection/52d476e8-d5a3-434d-8dcb-f8422e6138ee.jpg.296x216.jpg', '怡翠宏璟 四房两厅 户型方正', '怡翠宏璟  | 4室2厅 | 209平米 | 南 北 | 简装', '低楼层(共31层)2011年建塔楼  -  湖景', '445万', '单价21292元/平米')
('https://image1.ljcdn.com/440600-inspection/07e5af3a-ecc7-4c4f-a0db-82603312ff6a.jpg.296x216.jpg', '惠景城小区 三房出售 交通便利', '惠景城小区惠景二街  | 3室2厅 | 93.67平米 | 西北 | 简装', '高楼层(共28层)1998年建塔楼  -  绿景', '133万', '单价14199元/平米')
('https://image1.ljcdn.com/440600-inspection/acc8311a-5739-44a8-ab86-94b7e4badf10.jpg.296x216.jpg', '保利香槟花园 电梯洋房', '保利香槟花园  | 1室1厅 | 40平米 | 南 | 其他', '中楼层(共17层)2012年建塔楼  -  张槎', '61万', '单价15250元/平米')
('https://image1.ljcdn.com/440600-inspection/cf76a88d-db5f-4e81-b767-5aee1c3b898b.jpg.296x216.jpg', '富凯国际公馆 3室2厅 250万', '富凯国际公馆  | 3室2厅 | 109平米 | 南 | 毛坯', '低楼层(共32层)2015年建板楼  -  湖景', '250万', '单价22936元/平米')
('https://image1.ljcdn.com/440600-inspection/90dca1c6-9568-4484-9c59-8b22261deb4c.jpg.296x216.jpg', '怡翠玫瑰园 5室3厅 385万', '怡翠玫瑰园  | 5室3厅 | 123.2平米 | 北 | 精装', '低楼层(共18层)2004年建塔楼  -  湖景', '385万', '单价31250元/平米')
('https://image1.ljcdn.com/440600-inspection/59d6deb6-97d8-4471-b74d-7b76c3ca80a5.jpg.296x216.jpg', '保利香槟花园 电梯洋房', '保利香槟花园  | 1室1厅 | 40平米 | 南 | 精装', '低楼层(共17层)2012年建塔楼  -  张槎', '65万', '单价16250元/平米')
('https://image1.ljcdn.com/440600-inspection/acae00f3-669d-4191-a57a-2273a82aba52.jpg.296x216.jpg', '东方广场 两房出售 交通方便', '东方广场  | 2室1厅 | 55平米 | 西 | 简装', '高楼层(共16层)2001年建塔楼  -  福升', '88万', '单价16000元/平米')
('https://image1.ljcdn.com/440600-inspection/3f6f3bf4-824b-492c-8834-4affc58b2ba2.jpg.296x216.jpg', '华强广场 2室2厅 95万', '华强广场  | 2室2厅 | 75.14平米 | 南 | 毛坯', '高楼层(共20层)2018年建塔楼  -  福升', '95万', '单价12644元/平米')
('https://image1.ljcdn.com/440600-inspection/c630075e-caa3-4388-b199-f40449c8da07.jpg.296x216.jpg', '星星华园国际 四房单位', '星星华园国际  | 4室2厅 | 180平米 | 南 北 | 精装', '高楼层(共31层)2013年建塔楼  -  季华', '480万', '单价26667元/平米')
('https://image1.ljcdn.com/440600-inspection/35c60056-1fc4-467f-a54e-fa96e6427d48.jpg.296x216.jpg', '公正路 2室2厅 95万', '公正路  | 2室2厅 | 95.27平米 | 西 | 其他', '中楼层(共7层)1990年建板楼  -  福升', '95万', '单价9972元/平米')
('https://image1.ljcdn.com/440600-inspection/426f3721-89d3-4614-97ee-209cffc38090.jpg.296x216.jpg', '丽日玫瑰四期三区 3室2厅 293万', '丽日玫瑰四期三区  | 3室2厅 | 138平米 | 南 | 其他', '低楼层(共29层)2005年建塔楼  -  魁奇', '293万', '单价21232元/平米')
('https://image1.ljcdn.com/440600-inspection/2e82aa63-9c3f-4735-8aa5-43db95a23733.jpg.296x216.jpg', '东平花园 中层单位 装修新净 采光充足', '东平花园  | 1室1厅 | 67.88平米 | 西 | 其他', '中楼层(共8层)2000年建塔楼  -  石湾', '66万', '单价9724元/平米')
('https://image1.ljcdn.com/440600-inspection/e1087a5b-8230-4bc7-bbfe-cb08a89c2555.jpg.296x216.jpg', '华宝世家雅苑 3室2厅 125万', '华宝世家雅苑  | 3室2厅 | 86平米 | 南 | 毛坯', '低楼层(共17层)塔楼  -  石湾', '125万', '单价14535元/平米')
('https://image1.ljcdn.com/440600-inspection/2f274d69-f937-4d0a-a139-ba43c7381abe.jpg.296x216.jpg', '星星凯旋北区89方小三房，邻近地铁镇安站，刚两年', '星星凯旋国际  | 3室2厅 | 89平米 | 南 | 其他', '高楼层(共30层)2016年建塔楼  -  朝安', '203万', '单价22809元/平米')
('https://image1.ljcdn.com/440600-inspection/217037f3-b08c-4264-ac93-92af3ea5d8fd.jpg.296x216.jpg', '海景蓝湾 带装修四房两厅 位置安静 南北通透', '海景蓝湾  | 4室2厅 | 154平米 | 南 | 简装', '低楼层(共28层)2011年建塔楼  -  澜石', '275万', '单价17858元/平米')
('https://image1.ljcdn.com/440600-inspection/353eef6b-8437-437b-8843-af0fcdaad080.jpg.296x216.jpg', '禅城绿地公馆 南北对流 采光充足', '禅城绿地中心  | 4室2厅 | 128平米 | 南 北 | 其他', '高楼层(共33层)2015年建塔楼  -  朝安', '300万', '单价23438元/平米')
('https://image1.ljcdn.com/440600-inspection/2bb7f299-c8f0-4b87-807e-3e9e7f0373f6.jpg.296x216.jpg', '绿景轩 北向新装修', '绿景轩  | 2室2厅 | 89.5平米 | 北 | 精装', '低楼层(共19层)2002年建塔楼  -  绿景', '143万', '单价15978元/平米')
('https://image1.ljcdn.com/440600-inspection/24297807-41e7-448b-bcbf-862cb06c6e2d.jpg.296x216.jpg', '普君新城普君东路1号 3室2厅 203万', '普君新城普君东路1号  | 3室2厅 | 103平米 | 南 | 其他', '高楼层(共30层)2010年建塔楼  -  祖庙', '203万', '单价19709元/平米')
('https://image1.ljcdn.com/440600-inspection/eba84520-7203-43fd-8939-f99d4ca19cc1.jpg.296x216.jpg', '保利翡翠公馆 4室2厅 201万', '保利翡翠公馆  | 4室2厅 | 126平米 | 北 | 毛坯', '低楼层(共30层)2018年建塔楼  -  南庄', '201万', '单价15953元/平米')
('https://image1.ljcdn.com/440600-inspection/d14a752d-9c97-4610-a9b9-2d69916b20a6.jpg.296x216.jpg', '环湖花园 两房出售', '环湖花园  | 2室2厅 | 80.3平米 | 东南 | 精装', '低楼层(共6层)1998年建板楼  -  湖景', '118万', '单价14695元/平米')
('https://image1.ljcdn.com/440600-inspection/946009e0-0011-4761-86c6-f44b90e38eb4.jpg.296x216.jpg', '福宁路散盘 3室2厅 108万', '福宁路散盘  | 3室2厅 | 112.46平米 | 北 | 其他', '中楼层(共8层)1990年建板楼  -  祖庙', '108万', '单价9604元/平米')
('https://image1.ljcdn.com/440600-inspection/e8e788e4-d6a2-4a96-b212-1eb850f7ea1a.JPG.296x216.jpg', '金地九珑璧 4室2厅 430万', '金地九珑璧  | 4室2厅 | 187平米 | 南 北 | 其他', '低楼层(共26层)2011年建塔楼  -  湖景', '430万', '单价22995元/平米')
('https://image1.ljcdn.com/440600-inspection/1adeb251-1c3b-41ae-90f4-68939741dbae.jpg.296x216.jpg', '环湖国际 实用小三房 带产权车位', '汇银环湖国际  | 3室2厅 | 89平米 | 北 | 精装', '高楼层(共16层)2009年建塔楼  -  湖景', '210万', '单价23596元/平米')
('https://image1.ljcdn.com/440600-inspection/0d214330-f585-48f9-969a-c3a604d5f8ec.jpg.296x216.jpg', '季华金品 毛坯 格局方正三房', '季华金品尚院  | 3室2厅 | 90平米 | 东南 | 毛坯', '中楼层(共17层)2012年建塔楼  -  朝安', '178万', '单价19778元/平米')
('https://image1.ljcdn.com/440600-inspection/7f81cb41-f1b9-4457-8854-ac3add0ebcd4.jpg.296x216.jpg', '鸿业现代城电梯三房 格局方正 配套完善', '鸿业现代城  | 3室1厅 | 117平米 | 东南 | 精装', '中楼层(共30层)2007年建塔楼  -  同济', '175万', '单价14958元/平米')
('https://image1.ljcdn.com/440600-inspection/c433c196-ee06-4738-ae33-1318da4cd744.jpg.296x216.jpg', '盛南新都 3室2厅 200万', '盛南新都  | 3室2厅 | 103平米 | 东南 | 精装', '高楼层(共31层)2013年建塔楼  -  石湾', '200万', '单价19418元/平米')
('https://image1.ljcdn.com/440600-inspection/e268a145-e670-4e1b-8797-f99eb2c2d7ac.jpg.296x216.jpg', '盛南新都 2室2厅 145万', '盛南新都  | 2室2厅 | 83.6平米 | 西北 | 毛坯', '高楼层(共30层)2016年建塔楼  -  石湾', '145万', '单价17345元/平米')
('https://image1.ljcdn.com/440600-inspection/5c23a88a-b617-4390-a118-538553b4db07.jpg.296x216.jpg', '垂虹路 楼梯4楼 两房出售', '垂虹路  | 2室1厅 | 73平米 | 南 北 | 其他', '中楼层(共6层)1997年建板楼  -  同济', '85万', '单价11644元/平米')
('https://image1.ljcdn.com/440600-inspection/4c5e2a05-9bc4-4479-a90e-a90802bcff34.jpg.296x216.jpg', '莲花路 3室2厅 96万', '莲花路  | 3室2厅 | 110平米 | 南 | 其他', '中楼层(共10层)1996年建塔楼  -  福升', '96万', '单价8728元/平米')
('https://image1.ljcdn.com/440600-inspection/c0485344-cadd-4897-956f-db9b9d021269.jpg.296x216.jpg', '玫瑰园山水居 4室2厅 338万', '玫瑰园山水居  | 4室2厅 | 202.87平米 | 南 | 简装', '高楼层(共10层)2003年建塔楼  -  绿景', '338万', '单价16661元/平米')
('https://image1.ljcdn.com/440600-inspection/e5900731-5a28-4552-904e-03f9fde3d499.jpg.296x216.jpg', '海湾城 4房2厅 南北对流 精装修', '海湾城  | 5室2厅 | 154平米 | 南 | 其他', '25层2015年建板塔结合  -  石湾', '308万', '单价20000元/平米')
('https://image1.ljcdn.com/440600-inspection/ae14bb4e-6edc-481c-94b0-306d17604159.jpg.296x216.jpg', '鸿业大厦 三房两厅', '鸿业大厦  | 3室2厅 | 133.7平米 | 东 | 简装', '中楼层(共31层)1995年建塔楼  -  同济', '169万', '单价12641元/平米')
('https://image1.ljcdn.com/440600-inspection/3f861a5f-da4c-4d2f-920a-549a1ce922ce.jpg.296x216.jpg', '环湖花园 南向 2房出售', '环湖花园  | 2室2厅 | 80.76平米 | 南 | 简装', '中楼层(共6层)1998年建板楼  -  湖景', '125万', '单价15478元/平米')
('https://image1.ljcdn.com/440600-inspection/dd77bb63-c4a2-45c2-b298-f3ee3c303dc4.jpg.296x216.jpg', '协和大厦 2室2厅 138万', '协和大厦  | 2室2厅 | 110平米 | 东南 | 简装', '高楼层(共15层)2000年建塔楼  -  石湾', '138万', '单价12546元/平米')
('https://image1.ljcdn.com/440600-inspection/293cf7ae-a528-43b7-b798-301f842e87b1.jpg.296x216.jpg', '尚辉苑 1室1厅 35万', '尚辉苑  | 1室1厅 | 28平米 | 东南 | 其他', '高楼层(共11层)2002年建塔楼  -  南桂西', '35万', '单价12500元/平米')
('https://image1.ljcdn.com/440600-inspection/363404df-d448-484e-a4b3-6eb272319564.jpg.296x216.jpg', '锦隆花园 两房出售', '锦隆花园  | 2室2厅 | 82平米 | 东南 | 其他', '中楼层(共11层)2012年建塔楼  -  福升', '140万', '单价17074元/平米')
('https://image1.ljcdn.com/440600-inspection/d14f43de-3223-47f3-b949-1f0b06060cbd.jpg.296x216.jpg', '保利香槟花园 1室1厅 65万', '保利香槟花园  | 1室1厅 | 40平米 | 北 | 简装', '高楼层(共14层)2012年建塔楼  -  张槎', '65万', '单价16250元/平米')
('https://image1.ljcdn.com/440600-inspection/e2c62866-cd18-47d4-a811-8d797c0d546d.jpg.296x216.jpg', '保利香槟花园 3室2厅 158万', '保利香槟花园  | 3室2厅 | 91平米 | 北 | 精装', '低楼层(共16层)2012年建塔楼  -  张槎', '158万', '单价17363元/平米')
('https://image1.ljcdn.com/440600-inspection/f9b9122e-9183-443b-b090-6bc45c23763a.jpg.296x216.jpg', '岭南天地尚苑 3室2厅 290万', '岭南天地尚苑  | 3室2厅 | 125平米 | 南 北 | 精装', '低楼层(共42层)2015年建塔楼  -  祖庙', '290万', '单价23200元/平米')
('https://image1.ljcdn.com/440600-inspection/20783dbf-a7d8-4cc3-97f4-eba40da3cbdd.jpg.296x216.jpg', '怡翠玫瑰园 环境优美', '怡翠玫瑰园  | 4室2厅 | 168.5平米 | 北 | 其他', '低楼层(共27层)2004年建塔楼  -  湖景', '329万', '单价19526元/平米')
('https://image1.ljcdn.com/440600-inspection/7a526754-98c6-4b10-96c4-65d4a0358de4.jpg.296x216.jpg', '普君新城东苑 电梯三房', '普君新城东苑  | 3室2厅 | 100.65平米 | 南 北 | 精装', '低楼层(共28层)2010年建塔楼  -  祖庙', '202万', '单价20070元/平米')
('https://image1.ljcdn.com/440600-inspection/e52b194e-4fda-4b47-ae2a-65a432bc42c2.jpg.296x216.jpg', '鸿业现代城 130平方', '鸿业现代城  | 3室2厅 | 128平米 | 东南 | 简装', '中楼层(共30层)2007年建塔楼  -  同济', '200万', '单价15625元/平米')
('https://image1.ljcdn.com/440600-inspection/b1b2f26a-29c3-4752-bdf9-c78e7409a8fd.jpg.296x216.jpg', '滨海御庭 3室2厅 195万', '滨海御庭  | 3室2厅 | 90平米 | 南 | 精装', '中楼层(共32层)2008年建塔楼  -  澜石', '195万', '单价21667元/平米')
('https://image1.ljcdn.com/440600-inspection/7ba08881-a3c0-4ad8-97b1-b7d20fe55c1f.jpg.296x216.jpg', '绿岛湖壹号 4室2厅 257.4万', '绿岛湖壹号  | 4室2厅 | 144.72平米 | 南 北 | 其他', '低楼层(共35层)2018年建塔楼  -  南庄', '257.4万', '单价17787元/平米')
('https://image1.ljcdn.com/440600-inspection/2a9b2ee1-ae3d-420b-a599-d8ea106bb2f0.jpg.296x216.jpg', '季华金品尚院 2室2厅 163万', '季华金品尚院  | 2室2厅 | 88.36平米 | 南 北 | 精装', '中楼层(共17层)2012年建塔楼  -  朝安', '163万', '单价18448元/平米')
('https://image1.ljcdn.com/440600-inspection/b02c8312-b659-4416-baef-3a66c0bbfd03.JPG.296x216.jpg', '柠檬时代 1室1厅 60万', '柠檬时代  | 1室1厅 | 39.04平米 | 西 | 简装', '高楼层(共17层)2010年建塔楼  -  南桂西', '60万', '单价15369元/平米')
('https://image1.ljcdn.com/440600-inspection/d089975e-69d4-4bf0-b4c7-a6be673535f9.jpg.296x216.jpg', '联诚·智博丽海花园 3室2厅 152万', '联诚·智博丽海花园  | 3室2厅 | 90平米 | 南 | 毛坯', '中楼层(共31层)2015年建塔楼  -  石湾', '152万', '单价16889元/平米')
('https://image1.ljcdn.com/440600-inspection/8fd56dd5-e7e2-4edb-b2fd-3b99fc5fe657.jpg.296x216.jpg', '泷景花园 3室2厅 385万', '泷景花园  | 3室2厅 | 231.99平米 | 南 北 | 其他', '低楼层(共13层)塔楼  -  澜石', '385万', '单价16596元/平米')
('https://image1.ljcdn.com/440600-inspection/1e6746c0-3d70-4cdd-b2fa-55cf39d52578.jpg.296x216.jpg', '时代云图 三房单位', '时代云图苑  | 3室2厅 | 117平米 | 南 | 其他', '高楼层(共33层)2013年建塔楼  -  朝安', '285万', '单价24359元/平米')
('https://image1.ljcdn.com/440600-inspection/d7448267-baee-4039-8aad-13d7cebc0fc6.jpg.296x216.jpg', '流行前线 安静舒适 交通便利 配套成熟', '流行前线D座  | 3室3厅 | 180平米 | 南 | 其他', '中楼层(共8层)2004年建塔楼  -  同济', '180万', '单价10000元/平米')
('https://image1.ljcdn.com/440600-inspection/86551d4f-21f1-4d44-a6fa-0b835a455fdb.jpg.296x216.jpg', '岭南雅居 两房两厅', '岭南雅居  | 2室2厅 | 93平米 | 南 | 简装', '低楼层(共19层)塔楼  -  福升', '118万', '单价12689元/平米')
('https://image1.ljcdn.com/440600-inspection/7ff7ea07-eeff-48f9-b298-a03c6c6bfcd7.jpg.296x216.jpg', '文华尚领 3室2厅 160万', '文华尚领  | 3室2厅 | 89平米 | 南 | 其他', '低楼层(共17层)2012年建塔楼  -  南桂西', '160万', '单价17978元/平米')
('https://image1.ljcdn.com/440600-inspection/e2f124c8-6c0d-4151-881e-ee8f4c6f827b.jpg.296x216.jpg', '丽日玫瑰二区  南北通透 户型方正 楼下有车位', '丽日玫瑰二期二区  | 3室2厅 | 112平米 | 南 北 | 简装', '中楼层(共16层)2005年建塔楼  -  魁奇', '256万', '单价22858元/平米')
('https://image1.ljcdn.com/440600-inspection/ae5bf632-9abd-47dd-bb43-80c3f443208e.JPG.296x216.jpg', '环湖花园 2室2厅 125万', '环湖花园  | 2室2厅 | 86.31平米 | 东 | 其他', '高楼层(共6层)1998年建板楼  -  湖景', '125万', '单价14483元/平米')
('https://image1.ljcdn.com/440600-inspection/60d89047-9436-4129-a9f6-d67069a46fa9.jpg.296x216.jpg', '慧港国际 1室1厅 45万', '慧港国际  | 1室1厅 | 42.3平米 | 南 | 其他', '中楼层(共30层)2008年建塔楼  -  澜石', '45万', '单价10639元/平米')
('https://image1.ljcdn.com/440600-inspection/abf094b4-4d48-4e19-8ca1-94666fbf779a.jpg.296x216.jpg', '康怡丽苑一期 2室2厅 190万', '康怡丽苑一期  | 2室2厅 | 90.5平米 | 西南 | 其他', '低楼层(共17层)2006年建塔楼  -  平洲', '190万', '单价20995元/平米')
('https://image1.ljcdn.com/440600-inspection/68063ab5-e750-4152-97d8-84d9235ce2b5.jpg.296x216.jpg', '鸿业新天地和苑 4室2厅 252万', '鸿业新天地和苑  | 4室2厅 | 126.38平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  祖庙', '252万', '单价19940元/平米')
('https://image1.ljcdn.com/440600-inspection/532bcc6c-bac5-42db-bcf1-10390c676103.jpg.296x216.jpg', '玫瑰园北区 实用4房', '玫瑰园  | 4室2厅 | 158平米 | 南 | 其他', '中楼层(共8层)2001年建塔楼  -  绿景', '210万', '单价13292元/平米')
('https://image1.ljcdn.com/440600-inspection/0aed028d-69ab-475e-a50a-2bfe1b430093.jpg.296x216.jpg', '荟丽精英城 电梯三房 精装修', '荟丽精英城  | 3室2厅 | 108.24平米 | 南 北 | 其他', '高楼层(共13层)2006年建塔楼  -  张槎', '148万', '单价13674元/平米')
('https://image1.ljcdn.com/440600-inspection/55ef2305-7272-488b-8e12-65eb8e69dbbf.jpg.296x216.jpg', '丽日玫瑰 带装修，地面三房两厅 成熟小区', '丽日玫瑰二期二区  | 3室2厅 | 106.7平米 | 南 北 | 简装', '高楼层(共11层)2005年建塔楼  -  魁奇', '213.4万', '单价20000元/平米')
('https://image1.ljcdn.com/440600-inspection/15f27f67-087d-4b69-b0b5-4d987860ffa1.jpg.296x216.jpg', '东方水岸 2室2厅 200万', '东方水岸  | 2室2厅 | 84平米 | 东南 | 其他', '低楼层(共11层)2007年建塔楼  -  澜石', '200万', '单价23810元/平米')
