('https://image1.ljcdn.com/340100-inspection/f6c652fb-13e0-4b6b-9275-9ce8211bc4d4.JPG.296x216.jpg', '北城世纪城泽徽苑 3室2厅 127万', '北城世纪城泽徽苑  | 3室2厅 | 96.97平米 | 南 | 其他', '高楼层(共34层)2015年建塔楼  -  北城', '127万', '单价13097元/平米')
('https://image1.ljcdn.com/340100-inspection/c275cd73-f93a-479d-a95b-1f2673b84ca4.jpg.296x216.jpg', '新慧金水岸南区 4室2厅 143万', '新慧金水岸南区  | 4室2厅 | 141.4平米 | 南 | 其他', '低楼层(共18层)2011年建板塔结合  -  北城', '143万', '单价10114元/平米')
('https://image1.ljcdn.com/340100-inspection/45700ae8-7445-4003-abcf-c1e2e5427b1e.JPG.296x216.jpg', '半岛1号 5室1厅 620万', '半岛1号  | 5室1厅 | 290.56平米 | 南 北 | 其他', '低楼层(共1层)2012年建板楼  -  北城', '620万', '单价21339元/平米')
('https://image1.ljcdn.com/340100-inspection/2cb5a5dc-7daf-4856-9726-9b8029d1a32c.jpg.296x216.jpg', '融科梧桐里 4室2厅 142万', '融科梧桐里  | 4室2厅 | 107.2平米 | 南 北 | 其他', '低楼层(共34层)2017年建塔楼  -  北城', '142万', '单价13247元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload1fe61616-cf66-413a-80da-4f26cd51dd5a.JPG.296x216.jpg', '恒大帝景边户精装三房南北双阳台采光好优质小区', '恒大帝景  | 3室2厅 | 130.24平米 | 南 北 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '140万', '单价10750元/平米')
('https://image1.ljcdn.com/340100-inspection/dc67ae73-504b-48e8-a4e1-092fc105cfa4.JPG.296x216.jpg', '恒泰城宫 复式楼房 中间楼层  毛坯空置', '恒泰城宫  | 3室2厅 | 69平米 | 南 | 其他', '高楼层(共19层)暂无数据  -  北城', '100万', '单价14493元/平米')
('https://image1.ljcdn.com/340100-inspection/6ed5a04d-f268-4fe0-9d19-5234b145120f.JPG.296x216.jpg', '国强丰瑞园 3室2厅 95万', '国强丰瑞园  | 3室2厅 | 87.81平米 | 东 南 | 其他', '中楼层(共11层)板楼  -  北城', '95万', '单价10819元/平米')
('https://image1.ljcdn.com/340100-inspection/aed5daf6-0743-49e5-84c2-b7b82176c62d.jpg.296x216.jpg', '北城世纪城裕徽苑 3室1厅 111万', '北城世纪城裕徽苑  | 3室1厅 | 94平米 | 南 | 其他', '中楼层(共33层)2014年建塔楼  -  北城', '111万', '单价11809元/平米')
('https://image1.ljcdn.com/340100-inspection/17e917aa-889c-4c8f-b51e-0f9672aa19bc.jpg.296x216.jpg', '恒泰风格城市 3室2厅 105万', '恒泰风格城市  | 3室2厅 | 68.15平米 | 南 北 | 其他', '中楼层(共19层)2012年建塔楼  -  北城', '105万', '单价15408元/平米')
('https://image1.ljcdn.com/340100-inspection/bb6bcf1e-81d8-4283-a655-7719d7da24ac.jpg.296x216.jpg', '融科梧桐里边户毛坯三房南北通透高楼层采光好', '融科梧桐里  | 3室2厅 | 88.59平米 | 南 北 | 其他', '高楼层(共34层)2017年建塔楼  -  北城', '110万', '单价12417元/平米')
('https://image1.ljcdn.com/340100-inspection/1282a027-29b2-4d23-90e7-096769284d1c.jpg.296x216.jpg', '恒泰风格城市 3室2厅 105万', '恒泰风格城市  | 3室2厅 | 68平米 | 南 | 其他', '中楼层(共19层)2012年建塔楼  -  北城', '105万', '单价15442元/平米')
('https://image1.ljcdn.com/340100-inspection/5be681da-05e7-4d44-8eef-105c45c353fd.jpg.296x216.jpg', '恒泰城品湖畔 3室2厅 122万', '恒泰城品湖畔  | 3室2厅 | 93.67平米 | 南 | 其他', '中楼层(共34层)塔楼  -  北城', '122万', '单价13025元/平米')
('https://image1.ljcdn.com/340100-inspection/89926dd0-82b9-4f2a-9a38-48cfb7f2b64a.jpg.296x216.jpg', '润地星城 2室2厅 100万', '润地星城  | 2室2厅 | 80.27平米 | 南 | 其他', '高楼层(共27层)2008年建塔楼  -  北城', '100万', '单价12458元/平米')
('https://image1.ljcdn.com/340100-inspection/7aabda6e-0869-4ea1-b9f8-5c5cec8bf87d.jpg.296x216.jpg', '北城世纪城康徽苑 3室2厅 110万', '北城世纪城康徽苑  | 3室2厅 | 95.97平米 | 南 | 其他', '低楼层(共34层)2015年建塔楼  -  北城', '110万', '单价11462元/平米')
('https://image1.ljcdn.com/340100-inspection/d9441ee1-ed68-425a-a427-c98cc28ff29d.jpg.296x216.jpg', '恒大帝景 舒适三房 自带精装修', '恒大帝景  | 3室2厅 | 122平米 | 南 北 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '140万', '单价11476元/平米')
('https://image1.ljcdn.com/340100-inspection/a6a972f7-ed27-40e1-bdcc-bd822165c3bf.jpg.296x216.jpg', '半岛一号 一楼带院子80平方，带40平方地下室，满二年', '半岛1号  | 3室2厅 | 140平米 | 南 北 | 其他', '低楼层(共6层)2012年建板楼  -  北城', '242万', '单价17286元/平米')
('', '北城世纪城吉徽苑 3室2厅 110万', '北城世纪城吉徽苑  | 3室2厅 | 93.16平米 | 南 | 其他', '高楼层(共33层)塔楼  -  北城', '110万', '单价11808元/平米')
('https://image1.ljcdn.com/340100-inspection/f2525002-817b-4528-8605-cfa427f6f4a7.JPG.296x216.jpg', '北城世纪城帝徽苑 3室2厅 125万', '北城世纪城帝徽苑  | 3室2厅 | 94平米 | 南 北 | 其他', '中楼层(共33层)2012年建塔楼  -  北城', '125万', '单价13298元/平米')
('https://image1.ljcdn.com/340100-inspection/9f2f3929-6df8-41d3-96f0-ed90bae71e4d.jpg.296x216.jpg', '北部湾双子星座 4室2厅 108万', '北部湾双子星座  | 4室2厅 | 95平米 | 南 北 | 其他', '高楼层(共34层)塔楼  -  北城', '108万', '单价11369元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload8ae15597-55d2-4725-a4ee-b1a0e3fa7525.JPG.296x216.jpg', '恒大业主自住精装修三居室南北透通', '恒大帝景  | 3室2厅 | 130.45平米 | 南 北 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '150万', '单价11499元/平米')
('https://image1.ljcdn.com/340100-inspection/d937ed17-2341-42d4-b8e1-627fc6df78d1.JPG.296x216.jpg', '新慧金水岸南区 4室2厅 125万', '新慧金水岸南区  | 4室2厅 | 139.77平米 | 南 | 其他', '低楼层(共18层)2011年建板塔结合  -  北城', '125万', '单价8944元/平米')
('', '北城世纪城泽徽苑 3室1厅 120万', '北城世纪城泽徽苑  | 3室1厅 | 92.53平米 | 南 北 | 简装', '中楼层(共33层)2015年建塔楼  -  北城', '120万', '单价12969元/平米')
('https://image1.ljcdn.com/340100-inspection/555fe5fc-3b80-4fcd-864a-9ff5faf7b732.JPG.296x216.jpg', '鸿徽苑 4室2厅 150万', '鸿徽苑  | 4室2厅 | 130平米 | 南 | 其他', '中楼层(共33层)2012年建塔楼  -  北城', '150万', '单价11539元/平米')
('https://image1.ljcdn.com/340100-inspection/9ba7b182-2766-4ffa-bd91-b6b681d50ab5.JPG.296x216.jpg', '北城中环城 3室2厅 123万', '北城中环城  | 3室2厅 | 106平米 | 南 北 | 其他', '高楼层(共33层)2010年建塔楼  -  北城', '123万', '单价11604元/平米')
('https://image1.ljcdn.com/340100-inspection/bee7e3f7-1a0f-428f-a311-87b379449d4f.jpg.296x216.jpg', '北辰天都 3室2厅 104万', '北辰天都  | 3室2厅 | 94.59平米 | 南 | 其他', '低楼层(共32层)2014年建塔楼  -  北城', '104万', '单价10995元/平米')
('https://image1.ljcdn.com/340100-inspection/ad0c3d58-aae7-41ff-8326-c79d5473790f.JPG.296x216.jpg', '御景嘉苑 高楼层 视野开阔  采光无遮挡', '御景嘉苑  | 3室2厅 | 98.68平米 | 南 | 其他', '高楼层(共31层)板塔结合  -  北城', '120万', '单价12161元/平米')
('https://image1.ljcdn.com/340100-inspection/d486b00c-ac42-46e2-8124-bfa2001edf44.JPG.296x216.jpg', '新慧金水岸南 边户毛坯空置 景观楼房 诚心出售', '新慧金水岸南区  | 3室2厅 | 113.17平米 | 南 | 其他', '低楼层(共18层)2011年建板塔结合  -  北城', '105万', '单价9279元/平米')
('https://image1.ljcdn.com/340100-inspection/b8fead19-8c36-44f3-8887-7aeb94e9f836.jpg.296x216.jpg', '国徽苑 3室1厅 112万', '国徽苑  | 3室1厅 | 93.63平米 | 南 | 其他', '中楼层(共33层)2013年建塔楼  -  北城', '112万', '单价11962元/平米')
('https://image1.ljcdn.com/340100-inspection/6d16e563-5309-4904-8466-0a004c544277.JPG.296x216.jpg', '京冠御园华府 3室2厅 105万', '京冠御园华府  | 3室2厅 | 89.39平米 | 南 | 其他', '中楼层(共32层)塔楼  -  北城', '105万', '单价11747元/平米')
('https://image1.ljcdn.com/340100-inspection/43aa18b3-2ef9-47c9-ac54-20223fc904ee.jpg.296x216.jpg', '北城世纪城荣徽苑 4室2厅 160万', '北城世纪城荣徽苑  | 4室2厅 | 131.2平米 | 南 | 其他', '高楼层(共29层)塔楼  -  北城', '160万', '单价12196元/平米')
('https://image1.ljcdn.com/340100-inspection/d0844873-d63e-4409-93b8-b27c5c963c98.jpg.296x216.jpg', '北城中环城 3室2厅 126万', '北城中环城  | 3室2厅 | 120平米 | 东南 | 其他', '高楼层(共33层)2010年建塔楼  -  北城', '126万', '单价10500元/平米')
('https://image1.ljcdn.com/340100-inspection/724d4f2d-99a8-4448-a640-d5d5804c93eb.JPG.296x216.jpg', '国徽苑 2室2厅 98万', '国徽苑  | 2室2厅 | 96平米 | 南 | 其他', '低楼层(共33层)2013年建塔楼  -  北城', '98万', '单价10209元/平米')
('https://image1.ljcdn.com/340100-inspection/eea343e8-0c7f-4600-aaac-1a0dbc31a41c.JPG.296x216.jpg', '新慧金水岸北区 2室1厅 90万', '新慧金水岸北区  | 2室1厅 | 84.53平米 | 南 | 其他', '中楼层(共27层)塔楼  -  北城', '90万', '单价10648元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload7b62a79f-c6b7-438b-afc1-199813f288fd.JPG.296x216.jpg', '北城世纪城 雅徽苑 五期 大四房 小区环境好 档次高', '北城世纪城雅徽苑  | 4室2厅 | 131.16平米 | 南 | 其他', '低楼层(共29层)暂无数据  -  北城', '144万', '单价10979元/平米')
('', '世纪城二期泽徽苑两房房，中间楼层，满两年。', '北城世纪城泽徽苑  | 2室1厅 | 78.39平米 | 南 北 | 其他', '中楼层(共32层)2015年建塔楼  -  北城', '99万', '单价12630元/平米')
('https://image1.ljcdn.com/340100-inspection/c6de1b04-b1d6-44d6-b9de-54261bd20e23.jpg.296x216.jpg', '力高共和城 3室2厅 106万', '力高共和城  | 3室2厅 | 96.88平米 | 南 | 其他', '低楼层(共6层)2012年建板楼  -  北城', '106万', '单价10942元/平米')
('https://image1.ljcdn.com/340100-inspection/fccc41fb-9ff9-4ce3-8e61-b11141769e92.jpg.296x216.jpg', '京祥名都 3室2厅 110万', '京祥名都  | 3室2厅 | 101平米 | 南 北 | 其他', '高楼层(共34层)板塔结合  -  北城', '110万', '单价10892元/平米')
('https://image1.ljcdn.com/340100-inspection/76339872-3178-4a0f-881e-6765506bbd01.JPG.296x216.jpg', '奥青城 2室2厅 82万', '奥青城  | 2室2厅 | 87.19平米 | 南 | 其他', '低楼层(共6层)暂无数据  -  北城', '82万', '单价9405元/平米')
('https://image1.ljcdn.com/340100-inspection/7a0b403b-977d-4843-821a-c668fd5f3702.JPG.296x216.jpg', '半岛一号南区毛坯三房小洋楼楼层好采光好小区物业好', '半岛1号  | 3室2厅 | 134平米 | 南 北 | 其他', '高楼层(共6层)2012年建板楼  -  北城', '175万', '单价13060元/平米')
('https://image1.ljcdn.com/340100-inspection/b140cd2d-8ec8-4522-8a4a-98540c207cc1.JPG.296x216.jpg', '润地星城 5室3厅 155万', '润地星城  | 5室3厅 | 169平米 | 南 北 | 其他', '高楼层(共6层)2008年建塔楼  -  北城', '155万', '单价9172元/平米')
('', '国强丰瑞园精装两房满两年采光好业主诚心出售', '国强丰瑞园  | 2室2厅 | 70.5平米 | 南 | 其他', '低楼层(共18层)板楼  -  北城', '81万', '单价11490元/平米')
('https://image1.ljcdn.com/340100-inspection/e7ea4f97-82f3-4ed0-a527-f699d4d3236b.jpg.296x216.jpg', '北城世纪城禄徽苑 4室2厅 125万', '北城世纪城禄徽苑  | 4室2厅 | 115.92平米 | 南 北 | 其他', '高楼层(共34层)2016年建塔楼  -  北城', '125万', '单价10784元/平米')
('https://image1.ljcdn.com/340100-inspection/b35fe594-d300-482c-b38b-73f4e59e3b24.JPG.296x216.jpg', '北城中环城 3室2厅 105万', '北城中环城  | 3室2厅 | 99.98平米 | 南 北 | 其他', '低楼层(共33层)2010年建塔楼  -  北城', '105万', '单价10503元/平米')
('https://image1.ljcdn.com/340100-inspection/480516d6-1f9b-490e-ba18-e10167d91852.jpg.296x216.jpg', '力高共和城 2室1厅 98万', '力高共和城  | 2室1厅 | 82平米 | 南 | 其他', '低楼层(共22层)2012年建塔楼  -  北城', '98万', '单价11952元/平米')
('https://image1.ljcdn.com/340100-inspection/3339aaab-e955-41f7-a7f8-148da4ad5cfe.JPG.296x216.jpg', '新慧金水岸北区 3室2厅 109万', '新慧金水岸北区  | 3室2厅 | 118.5平米 | 南 | 其他', '低楼层(共18层)塔楼  -  北城', '109万', '单价9199元/平米')
('https://image1.ljcdn.com/340100-inspection/0be7163c-4b2f-4c78-9e45-2709278bde8a.JPG.296x216.jpg', '毛坯，户型好，视野好，采光好，业主诚心出售', '北城中环城  | 3室2厅 | 99.15平米 | 南 北 | 其他', '中楼层(共24层)2010年建塔楼  -  北城', '112万', '单价11297元/平米')
('https://image1.ljcdn.com/340100-inspection/00cc0dd6-0e53-49ef-baa8-382b1e1e5125.JPG.296x216.jpg', '御景嘉苑毛坯四房采光无遮挡南北通透', '御景嘉苑  | 4室2厅 | 117.61平米 | 南 北 | 其他', '低楼层(共28层)塔楼  -  北城', '130万', '单价11054元/平米')
('https://image1.ljcdn.com/340100-inspection/f28af4e3-1ac0-49d9-bef6-e6bc426f4535.JPG.296x216.jpg', '北城世纪城裕徽苑 2室2厅 92.6万', '北城世纪城裕徽苑  | 2室2厅 | 78平米 | 南 | 其他', '低楼层(共33层)2014年建塔楼  -  北城', '92.6万', '单价11872元/平米')
('https://image1.ljcdn.com/340100-inspection/7dc2066c-8053-40f4-8087-35ed7a0efeb0.jpg.296x216.jpg', '恒泰但丁堡阿奎利亚 2室2厅 87万', '恒泰但丁堡阿奎利亚  | 2室2厅 | 78.88平米 | 南 | 其他', '低楼层(共18层)2010年建塔楼  -  北城', '87万', '单价11030元/平米')
('https://image1.ljcdn.com/340100-inspection/f73f9510-0663-4d88-8fb9-14f7a4816b7e.JPG.296x216.jpg', '泽徽苑高楼层 三居室，满两年，带装修', '北城世纪城泽徽苑  | 3室2厅 | 97.29平米 | 南 | 精装', '高楼层(共34层)2015年建塔楼  -  北城', '110万', '单价11307元/平米')
('https://image1.ljcdn.com/340100-inspection/f169e95a-a1c5-4024-b53f-2e3d007e98fa.jpg.296x216.jpg', '北城世纪城泽徽苑 4室2厅 135万', '北城世纪城泽徽苑  | 4室2厅 | 145平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '135万', '单价9311元/平米')
('https://image1.ljcdn.com/340100-inspection/e205b284-472e-4a8c-ba81-cedfe6292362.JPG.296x216.jpg', '禄徽苑两房，南北双阳台，边户，带车位。', '北城世纪城禄徽苑  | 2室2厅 | 83平米 | 南 | 其他', '高楼层(共32层)塔楼  -  北城', '103万', '单价12410元/平米')
('https://image1.ljcdn.com/340100-inspection/3e7882df-3cf5-4043-a9e4-1c3d42d1a144.JPG.296x216.jpg', '北辰天都 2室1厅 105万', '北辰天都  | 2室1厅 | 95.08平米 | 南 北 | 其他', '中楼层(共28层)2014年建塔楼  -  北城', '105万', '单价11044元/平米')
('https://image1.ljcdn.com/340100-inspection/4c01240f-bc77-450d-a3ed-c735a8b6fc73.JPG.296x216.jpg', '新慧金水岸南区 4室1厅 140万', '新慧金水岸南区  | 4室1厅 | 140平米 | 南 北 | 其他', '中楼层(共18层)2011年建板塔结合  -  北城', '140万', '单价10000元/平米')
('', '恒泰米兰堡 2室2厅 81万', '恒泰米兰堡  | 2室2厅 | 78.46平米 | 南 | 其他', '低楼层(共18层)2012年建塔楼  -  北城', '81万', '单价10324元/平米')
('', '北城世纪城冠徽苑 3室2厅 123万', '北城世纪城冠徽苑  | 3室2厅 | 104.51平米 | 南 | 其他', '中楼层(共33层)2012年建塔楼  -  北城', '123万', '单价11770元/平米')
('', '和昌都汇华郡 3室1厅 120万', '和昌都汇华郡  | 3室1厅 | 99.5平米 | 南 | 其他', '低楼层(共28层)2014年建塔楼  -  北城', '120万', '单价12061元/平米')
('https://image1.ljcdn.com/340100-inspection/58c43c4f-52fc-42dc-aed5-10d8df06b569.JPG.296x216.jpg', '新慧金水岸 两居室 湖景房 纯毛坯', '新慧金水岸北区  | 2室1厅 | 82.62平米 | 南 | 其他', '高楼层(共18层)塔楼  -  北城', '72万', '单价8715元/平米')
('https://image1.ljcdn.com/340100-inspection/ae5b8713-069f-4873-ad77-af78cfe6d7a1.jpg.296x216.jpg', '恒泰悦城 2室1厅 118万', '恒泰悦城  | 2室1厅 | 67.61平米 | 南 | 其他', '中楼层(共19层)2012年建塔楼  -  北城', '118万', '单价17454元/平米')
('https://image1.ljcdn.com/340100-inspection/c1a6960a-d1c7-4aa0-9aca-44628defd372.JPG.296x216.jpg', '奥青城 2室1厅 78万', '奥青城  | 2室1厅 | 83.13平米 | 南 | 其他', '高楼层(共6层)板楼  -  北城', '78万', '单价9383元/平米')
('https://image1.ljcdn.com/340100-inspection/fbdb5e3b-f551-4833-8ba7-e5a8e5f44333.JPG.296x216.jpg', '半岛一号洋房大三房南北通透采光好', '半岛1号  | 3室2厅 | 132.8平米 | 南 北 | 其他', '低楼层(共11层)2012年建塔楼  -  北城', '178万', '单价13404元/平米')
('https://image1.ljcdn.com/340100-inspection/57b13caa-6575-484b-85ff-efec6e0f6c57.JPG.296x216.jpg', '北城世纪城荣徽苑 3室2厅 118万', '北城世纪城荣徽苑  | 3室2厅 | 100平米 | 南 | 其他', '高楼层(共26层)塔楼  -  北城', '118万', '单价11800元/平米')
('', '力高共和城东区 3室1厅 110万', '力高共和城东区  | 3室1厅 | 90平米 | 南 | 其他', '低楼层(共18层)2013年建塔楼  -  北城', '110万', '单价12223元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload6579b78a-ba99-4529-8ee2-9d46966e1318.jpg.296x216.jpg', '御景嘉苑 3室2厅 110万', '御景嘉苑  | 3室2厅 | 90.47平米 | 南 | 其他', '高楼层(共24层)塔楼  -  北城', '110万', '单价12159元/平米')
('https://image1.ljcdn.com/340100-inspection/4019db9a-32e7-4933-946f-1896a40cc45b.jpg.296x216.jpg', '北城世纪城雅徽苑 3室2厅 130万', '北城世纪城雅徽苑  | 3室2厅 | 109平米 | 南 北 | 其他', '低楼层(共30层)塔楼  -  北城', '130万', '单价11927元/平米')
('', '恒大帝景 3室2厅 160万', '恒大帝景  | 3室2厅 | 138平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  北城', '160万', '单价11595元/平米')
('https://image1.ljcdn.com/340100-inspection/7dc9093f-90a1-4fdb-8eac-d21efeec72b2.jpg.296x216.jpg', '文一名门北郡 3室2厅 115万', '文一名门北郡  | 3室2厅 | 94.82平米 | 南 | 其他', '低楼层(共8层)塔楼  -  北城', '115万', '单价12129元/平米')
('https://image1.ljcdn.com/340100-inspection/481e8bd2-4cd9-4917-ae5f-ac879b179753.jpg.296x216.jpg', '金色里程 2室1厅 120万', '金色里程  | 2室1厅 | 97.37平米 | 南 | 其他', '低楼层(共34层)塔楼  -  北城', '120万', '单价12325元/平米')
('https://image1.ljcdn.com/340100-inspection/b480a798-77b5-4608-9f44-7f4a50e36128.JPG.296x216.jpg', '新慧金水岸南区 4室2厅 170万', '新慧金水岸南区  | 4室2厅 | 211.11平米 | 南 北 | 其他', '高楼层(共18层)2011年建板塔结合  -  北城', '170万', '单价8053元/平米')
('https://image1.ljcdn.com/340100-inspection/30f33839-451c-4ccb-b68a-d5cd772ff2a7.JPG.296x216.jpg', '新慧金水岸北区 3室2厅 118万', '新慧金水岸北区  | 3室2厅 | 122.62平米 | 南 北 | 其他', '中楼层(共27层)塔楼  -  北城', '118万', '单价9624元/平米')
