('https://image1.ljcdn.com/shfdfs-image/20170513/541a8d1f-99cd-4d95-844a-58e16d808346.jpg.296x216.jpg', '内环内 05年次新小区 小户型电梯房 房型正气两室两厅', '中兴财富国际公寓  | 2室2厅 | 79.48平米 | 东南 | 精装 | 有电梯', '低楼层(共34层)2005年建板楼  -  不夜城', '548万', '单价68949元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171231/dae2f269-4105-4bcf-9094-d2caac5151f4.jpg.296x216.jpg', '青云公寓 内环内南北通两房 1梯2户 业主诚售 看房方便', '青云公寓  | 2室1厅 | 59平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  西藏北路', '425万', '单价72034元/平米')
('https://image1.ljcdn.com/310000-inspection/73d6b4e5-96bd-4eb7-a827-803c3abea519.JPG.296x216.jpg', '场中路2401弄 4楼 单价4万8 满五少税 价格可谈', '场中路2401弄  | 1室1厅 | 40.2平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1987年建板楼  -  彭浦', '190万', '单价47264元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170905/c675cf1d-d85d-41e3-be8d-739b9f77d9b8.jpg.296x216.jpg', '远龙公寓  电梯三房  低楼层 但采光没问题', '远龙公寓  | 3室1厅 | 135.75平米 | 西北 | 精装 | 有电梯', '低楼层(共13层)1998年建塔楼  -  阳城', '620万', '单价45673元/平米')
('https://image1.ljcdn.com/310000-inspection/c1cd697d-103e-4337-9265-c9bfc26a29ec.jpg.296x216.jpg', '保德公寓1梯2户，南北全明户型，可改小三房，精装修', '保德公寓  | 2室1厅 | 79.35平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1997年建板楼  -  彭浦', '398万', '单价50158元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/1a558d2d-125e-4d34-a58f-a1ed32d0991d.png.280x210.jpg', '汉中小区，设施齐全，小区地理位置优越，房东诚意出售', '汉中小区  | 1室1厅 | 34.25平米 | 东南 | 精装 | 无电梯', '高楼层(共6层)1996年建板楼  -  不夜城', '260万', '单价75913元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180122/4783595f-158d-4b83-be78-9ee1ddcdf718.jpg.296x216.jpg', '小区楼.王位置，远离高架轻轨，高区景观房，急卖', '精文城上城  | 3室2厅 | 142.4平米 | 南 | 精装 | 有电梯', '高楼层(共29层)2004年建板楼  -  西藏北路', '1010万', '单价70927元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload31449f4d-aa20-4421-a04f-df0993a69a41.jpg.296x216.jpg', '带产权车位出售，采光好，户型棒，您值得拥有', '龙盛佳苑  | 1室1厅 | 47.39平米 | 南 | 简装 | 有电梯', '高楼层(共15层)2011年建塔楼  -  阳城', '315万', '单价66470元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5e91a6fa-a973-4a56-a24a-8884c115f8f0.png.296x216.jpg', '三房朝南双阳台！无浪费面积！邻近地铁8号线中兴路站', '南山路36弄  | 3室2厅 | 95.7平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  西藏北路', '600万', '单价62696元/平米')
('https://image1.ljcdn.com/310000-inspection/054b0414-c605-4465-965f-f49249e21027.jpg.296x216.jpg', '1号线延长路站 ，2号口出来右边，地段繁华，中间楼层', '锦灏佳园  | 2室2厅 | 98.98平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2002年建板楼  -  闸北公园', '750万', '单价75773元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180111/34b96fa7-72ec-4375-a674-a923a0ebc3e0.jpg.296x216.jpg', '（宝华新出笋盘）（区重名校南北直通）（满五税少）', '宝华现代城  | 2室2厅 | 101.12平米 | 南 北 | 精装 | 有电梯', '低楼层(共27层)2008年建板楼  -  大宁', '885万', '单价87520元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170423/70b94e1d-d560-42ff-a922-da2702c326cb.jpg.296x216.jpg', '一梯两户南北通+南北双阳台，婚房精装修，业主自住', '牡丹苑(闸北)  | 2室2厅 | 89.87平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1996年建板楼  -  闸北公园', '520万', '单价57862元/平米')
('https://image1.ljcdn.com/310000-inspection/6b06048a-0176-44ed-bf1d-a72529fa9337.JPG.296x216.jpg', '场中路2601弄   满五唯一税费少  边套全明诚心出售', '场中路2601弄  | 1室1厅 | 53.4平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  彭浦', '235万', '单价44008元/平米')
('https://image1.ljcdn.com/310000-inspection/c4f6a61c-4d75-4429-b535-a090e85045db.jpg.296x216.jpg', '满五唯一、中间楼层、近大润发、1/8号线地铁、急急急', '平型关路245弄  | 1室1厅 | 36平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1988年建板楼  -  闸北公园', '216万', '单价60000元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170219/ebab0a69-8221-49a4-824f-3cdc0c460fba.jpg.296x216.jpg', '{优质小区}+{空中花园}+{人车分流}+{房东诚意出售}', '精文城上城  | 3室2厅 | 141.46平米 | 南 北 | 精装 | 有电梯', '中楼层(共28层)2004年建板楼  -  西藏北路', '1000万', '单价70692元/平米')
('https://image1.ljcdn.com/310000-inspection/9c87a35d-5ac9-45a8-88f0-f91e9733681d.jpg.296x216.jpg', '楼层佳，小区中间位置，很安静，全明无遮挡，满五唯一', '锦佳苑  | 2室1厅 | 75.93平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1997年建板楼  -  大宁', '560万', '单价73753元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2bdffba9-6f67-46a5-ac46-4581dff982c4.png.296x216.jpg', '越秀苑二期、远离马路、位置安静、繁华地段、配套齐全', '越秀苑  | 3室2厅 | 119.95平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共33层)2004年建板楼  -  不夜城', '790万', '单价65861元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload237e1da7-3c62-4374-86f8-6accad443e1c.jpg.296x216.jpg', '房龄新，总价低小两房，小区环境优美', '闸北场中公寓  | 2室0厅 | 51.94平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  永和', '220万', '单价42357元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6ae79047-dea4-4cb4-9fa3-c6f52e86c7ba.png.296x216.jpg', '高区南通户型，小区中间位置，安静且采光好，有车位的', '嘉利明珠城  | 3室2厅 | 126.25平米 | 南 | 简装 | 有电梯', '中楼层(共38层)2005年建板楼  -  闸北公园', '920万', '单价72872元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171208/31490479-00f0-415b-b6e3-5614b0ce8a89.jpg.296x216.jpg', '大宁国际商圈，双南两房，满五唯一，上学方便，诚意', '利丰苑  | 2室2厅 | 87.22平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  大宁', '560万', '单价64206元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160513/1afd6784-252c-4072-87cb-149ec98687f5.jpg.296x216.jpg', '保德公寓 2室2厅 335万', '保德公寓  | 2室2厅 | 83.4平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  彭浦', '335万', '单价40168元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180103/d2e7a7e8-168b-43b7-b4b3-c89af84b0410.jpg.296x216.jpg', '满五唯一，南北通透，采光充足，视野开阔，商圈成熟', '新梅共和城  | 3室2厅 | 119.7平米 | 暂无数据 | 简装 | 有电梯', '中楼层(共16层)2005年建板楼  -  大宁', '905万', '单价75606元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1a576f5a-3f63-4cbc-9d8e-4846e5b3f43c.png.296x216.jpg', '龙潭小区 1室1厅 212万', '龙潭小区  | 1室1厅 | 41.01平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1994年建板楼  -  阳城', '212万', '单价51695元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180108/a4374305-289b-425e-9ef5-05e689d113bc.jpg.296x216.jpg', '大宁·标杆 品质楼盘 恒温恒湿恒氧  高科技住宅', '大宁金茂府  | 3室2厅 | 158.32平米 | 南 | 精装 | 有电梯', '低楼层(共22层)板楼  -  大宁', '1450万', '单价91587元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160505/b0198002-09f8-4b29-8024-5464c4d2b6fd.jpg.296x216.jpg', '三宝花苑 2室2厅 620万', '三宝花苑  | 2室2厅 | 97.37平米 | 西北 | 简装 | 有电梯', '高楼层(共22层)1997年建板楼  -  西藏北路', '620万', '单价63675元/平米')
('https://image1.ljcdn.com/310000-inspection/729c93fd-98b5-4a09-afdd-7cfaa02da8d8.jpg.296x216.jpg', '内环地铁1/3/4号线交通便利 精装小两房采光好诚意出售', '三兴大楼  | 1室1厅 | 55.42平米 | 东 | 精装', '中楼层(共24层)1993年建塔楼  -  不夜城', '325万', '单价58644元/平米')
('https://image1.ljcdn.com/x-se/hdic-resblock/a4cf5bed-ad4d-4936-bc0f-3109b73e45c8.jpg.296x216.jpg', '两房两厅两卫，精装修，朝南，有照片，看房方便。', '中海万锦城(二期)  | 2室2厅 | 82.47平米 | 东南 | 精装 | 有电梯', '高楼层(共17层)2012年建塔楼  -  不夜城', '550万', '单价66691元/平米')
('https://image1.ljcdn.com/310000-inspection/b3f61b80-2cc5-4fe8-a9eb-534b83f1da2a.jpg.296x216.jpg', '此房满五唯一，税费低 精装修 格局好', '阳城美景  | 3室2厅 | 130.94平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2005年建板楼  -  阳城', '850万', '单价64916元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171103/ca24ff39-463b-4166-b6a7-5c96700611c6.jpg.296x216.jpg', '内环内全南两房8号地铁口旁边，满五税少，得房率、高', '青云路605弄  | 2室0厅 | 63.35平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  西藏北路', '370万', '单价58406元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1c07b01e-564c-4464-8838-d0afbfc1bc19.png.296x216.jpg', '近双轨地铁+配套成熟+交通便利+小桥流水人家+满五年', '嘉利明珠城  | 2室2厅 | 88.1平米 | 南 | 精装 | 有电梯', '低楼层(共38层)2005年建板楼  -  闸北公园', '675万', '单价76618元/平米')
('https://image1.ljcdn.com/310000-inspection/test-089d49ac-4ddd-44fa-b43c-f5d30079f300.png.296x216.jpg', '小面积总价低  精装修  近地铁  近学 校 税费少', '延长小区(闸北)  | 1室0厅 | 29.9平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1980年建板楼  -  大宁', '275万', '单价91974元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171218/c82908a6-c9f0-4d3c-be3a-da6ae75c0b09.jpg.296x216.jpg', '全南+户型方正，采光好，置换，套现', '复元坊  | 1室1厅 | 43.65平米 | 南 | 简装 | 有电梯', '中楼层(共7层)1993年建板楼  -  西藏北路', '290万', '单价66438元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1e6ccc66-d435-4397-a7e5-3ed2322c8554.png.296x216.jpg', '安静位置电梯中区，视野好，位置佳.地铁300米，有钥匙', '龙盛佳苑  | 1室1厅 | 46.02平米 | 南 | 精装 | 有电梯', '中楼层(共15层)2011年建塔楼  -  阳城', '305万', '单价66276元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/dc43d773-36cb-44b1-8bc6-79f56861b8a9.png.280x210.jpg', '嘉利明珠城 2室2厅 745万', '嘉利明珠城  | 2室2厅 | 91.25平米 | 南 北 | 精装 | 有电梯', '高楼层(共28层)2005年建板楼  -  闸北公园', '745万', '单价81644元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170331/b80f293b-0cdb-470a-927a-140cbe7023b4.jpg.296x216.jpg', '楼层好，采光好，业主诚意卖，看房方便，近1/8号线', '南山路71弄  | 1室1厅 | 42.48平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1995年建板楼  -  西藏北路', '268万', '单价63089元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171029/a93aa20f-8c87-4621-94ba-e0f6d7d614c8.jpg.296x216.jpg', '一室一厅，采光好，总价低，业主置换诚意出售！', '平顺小区  | 1室1厅 | 42.07平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  彭浦', '180万', '单价42786元/平米')
('https://image1.ljcdn.com/310000-inspection/48980858-1ee9-41c5-9ec3-6f70b7eaff29.jpg.296x216.jpg', '近1号线+内环+精装小二房+全明户型+楼层好', '沪太家具大厦  | 2室0厅 | 51.88平米 | 西北 北 | 精装 | 有电梯', '中楼层(共28层)1999年建塔楼  -  不夜城', '325万', '单价62645元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadabea5002-cf34-44da-927e-6c548f3b15d9.jpg.296x216.jpg', '精文城上城 3室2厅 1100万', '精文城上城  | 3室2厅 | 149.68平米 | 南 | 精装 | 有电梯', '中楼层(共10层)2004年建板楼  -  西藏北路', '1100万', '单价73491元/平米')
('https://image1.ljcdn.com/310000-inspection/c74ac490-0b96-4ef8-8cbe-05c483b76c8a.jpg.296x216.jpg', '电梯全南户型 小区入口附 近 单价低 看房随时约', '恒安小区  | 2室1厅 | 69.13平米 | 南 北 | 其他 | 有电梯', '低楼层(共14层)1990年建塔楼  -  彭浦', '315万', '单价45567元/平米')
('https://image1.ljcdn.com/310000-inspection/a1d2c526-3eec-42eb-95f8-e15a3691322d.jpg.296x216.jpg', '一梯两户+南北通透户型+采光无遮挡+满五唯一+得房率高', '北美公寓  | 2室2厅 | 102.15平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  不夜城', '710万', '单价69506元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171229/13bb5271-e988-4717-bd03-148116a4d8a8.jpg.296x216.jpg', '保真静安区2房 看房随时 精装修 拎包入住 近地铁', '共康前进公寓  | 2室2厅 | 79.91平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  彭浦', '325万', '单价40671元/平米')
('https://image1.ljcdn.com/310000-inspection/6cd30fae-e0f9-4dad-b3b0-0ad164188d07.jpg.296x216.jpg', '两房朝南，房型正气，楼下是小区花园，满五2/3唯一', '万荣小区  | 2室1厅 | 63.13平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  阳城', '325万', '单价51482元/平米')
('https://image1.ljcdn.com/310000-inspection/test-88668249-57b3-4509-9733-6340afdd3d4d.png.296x216.jpg', '老沪太路238弄 2室2厅 495万', '老沪太路238弄  | 2室2厅 | 73.01平米 | 南 | 毛坯 | 无电梯', '低楼层(共5层)板楼  -  大宁', '495万', '单价67799元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8aac762d-c2af-443f-9c62-70b92c2d184e.png.296x216.jpg', '可VR看房3/4/8地铁+内环新静安+出门2小+有想法快联系', '复元坊  | 1室1厅 | 37.5平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1994年建板楼  -  西藏北路', '255万', '单价68000元/平米')
('https://image1.ljcdn.com/310000-inspection/b8279e53-7d1a-4bcc-a806-65bb2e2e985e.jpg.296x216.jpg', '邻近四川北路 一楼带天井 低总价2居 满5年 地铁3号线', '通源小区  | 2室1厅 | 55.81平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1988年建板楼  -  西藏北路', '338万', '单价60563元/平米')
('https://image1.ljcdn.com/310000-inspection/test-db295a5f-f7b2-421b-8336-be7aada8fb68.png.296x216.jpg', '平顺小区 1室1厅 200万', '平顺小区  | 1室1厅 | 42.07平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1985年建板楼  -  彭浦', '200万', '单价47540元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170311/5c2401ac-9140-4575-886e-f0bc1bde46e3.jpg.296x216.jpg', '永乐苑，满五唯一，顶楼复式，送大露台', '永乐苑  | 4室1厅 | 135.65平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  大宁', '650万', '单价47918元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload78c89ec6-b5b5-417e-b912-04c014744ffa.jpg.296x216.jpg', '【荐】电梯中区东南一房+税费少+随时看诚售', '汉中小区  | 1室1厅 | 42.44平米 | 东南 | 简装 | 有电梯', '中楼层(共22层)1997年建塔楼  -  不夜城', '320万', '单价75401元/平米')
('https://image1.ljcdn.com/310000-inspection/3e129b4c-dfb3-4487-a073-db61c4aa944e.JPG.296x216.jpg', '共康四村，改建完毕，五楼一房，诚意出售。', '共康四村  | 1室1厅 | 37.23平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  彭浦', '170万', '单价45663元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f04c439b-8f14-4c58-9314-271c2834d7e2.png.296x216.jpg', '钥匙房全南户型2房采光好，户型正气厨卫全明楼层好', '平型关路315弄  | 2室0厅 | 46.57平米 | 南 | 毛坯 | 无电梯', '中楼层(共6层)1981年建板楼  -  闸北公园', '285万', '单价61199元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload743861c3-fbaa-41cb-a67c-ac8cc66a8ed9.jpg.296x216.jpg', '业主急售的房子，目前看房方便，房子不错', '永和三村  | 2室1厅 | 64.67平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  永和', '305万', '单价47163元/平米')
('https://image1.ljcdn.com/310000-inspection/f4cc2d78-23e0-4846-bad2-216952b13054.jpg.296x216.jpg', '精装修，中间位置，视野无遮挡，一梯两户，婚装3年', '绿柳苑  | 3室2厅 | 118平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  大宁', '738万', '单价62543元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180103/001cb14b-5100-4f16-975c-906706b02836.jpg.296x216.jpg', '3/4号线宝山路站+满五年税少+南北通户型三房+繁华地段', '扬波大厦  | 3室2厅 | 133.8平米 | 南 西 北 | 精装 | 有电梯', '中楼层(共18层)2000年建板楼  -  西藏北路', '850万', '单价63528元/平米')
('https://image1.ljcdn.com/310000-inspection/9b9ed3ff-0d0c-48c7-86d2-2bb78ebe8b9f.jpg.296x216.jpg', '紧贴内环 地铁1号线 出行方便 配套成熟 自住出租均可', '中山北路805弄  | 2室1厅 | 49.66平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1989年建板楼  -  大宁', '314.8万', '单价63392元/平米')
('https://image1.ljcdn.com/310000-inspection/test-fb5bbf99-d497-4548-a08a-a1fb8d6cd632.png.296x216.jpg', '采光好，视野佳，边套全明，业主急售的两房', '万荣小区  | 2室1厅 | 55.11平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  阳城', '279万', '单价50627元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170910/94b8ead4-be48-43b1-98ff-5b8e191f5d23.jpg.296x216.jpg', '格局方正，精装修，一室一厅，诚意出售', '洛东大楼  | 1室1厅 | 39.51平米 | 南 | 精装 | 有电梯', '低楼层(共20层)1986年建塔楼  -  闸北公园', '275万', '单价69603元/平米')
('https://image1.ljcdn.com/310000-inspection/48a73ff6-7e41-40a4-a7b2-1892acb2a699.jpg.296x216.jpg', '海联公寓三开间朝南，房型正气房东诚意出售价格可谈！', '海联公寓  | 2室2厅 | 97.27平米 | 南 | 简装 | 有电梯', '低楼层(共26层)1994年建塔楼  -  西藏北路', '738万', '单价75872元/平米')
('https://image1.ljcdn.com/310000-inspection/test-53de9a0b-79fb-4ac9-83cf-cd36ee284e2b.png.296x216.jpg', '两房朝南 面积大 婚房装修 全明户型 得房率很高税费少', '延铁小区  | 2室0厅 | 51.25平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1984年建板楼  -  大宁', '380万', '单价74147元/平米')
