('https://image1.ljcdn.com/330100-inspection/353626ee-aedd-4977-88f2-6d8fa77aa0e3.jpg.296x216.jpg', '都市枫林经典三房，房东诚心卖，看房方便', '通和都市枫林  | 3室2厅 | 106.82平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2006年建板楼  -  石桥', '352.6万', '单价33004元/平米')
('https://image1.ljcdn.com/330100-inspection/331b3257-3817-440c-a77b-12fa5a01f1c1.jpg.296x216.jpg', '品质小区，刚需小三房，业主自住精装，诚售', '万家星城  | 3室2厅 | 88.78平米 | 南 | 简装 | 有电梯', '低楼层(共22层)2009年建塔楼  -  三塘', '400万', '单价45056元/平米')
('https://image1.ljcdn.com/330100-inspection/test-1122af28-5d21-4059-aa67-09722cab9eb1.png.296x216.jpg', '大通透两房长寿桥舒适四楼 近武林广场站和中河中路站', '中山北路412号  | 2室1厅 | 63.36平米 | 东 南 西 | 精装 | 无电梯', '中楼层(共8层)1984年建板楼  -  天水', '315万', '单价49716元/平米')
('https://image1.ljcdn.com/330100-inspection/3127c211-ad61-49cc-9edd-56ba2b98238a.jpg.296x216.jpg', '全明户型！采光无遮挡，南北通透！', '元都新苑  | 2室2厅 | 88.58平米 | 南 | 毛坯 | 有电梯', '低楼层(共12层)2012年建塔楼  -  石桥', '258万', '单价29127元/平米')
('https://image1.ljcdn.com/330100-inspection/9c9b3ff5-db55-4ae5-a91f-9a65ca84241f.jpg.296x216.jpg', '十五家园 通透三房 单价低 双阳台 全明东边套 诚心卖', '十五家园  | 3室1厅 | 71.2平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1991年建板楼  -  丝绸城', '292万', '单价41012元/平米')
('https://image1.ljcdn.com/330100-inspection/3817adf7-d473-40ba-8b5a-faa24409774b.jpg.296x216.jpg', '上塘河畔  下城区内  新上俩房  一楼架空  诚心出售', '漾河公寓  | 2室2厅 | 81.63平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2006年建板楼  -  三塘', '299万', '单价36629元/平米')
('https://image1.ljcdn.com/330100-inspection/0c2f7aa3-0b1e-4780-8b6a-81bd6e9f80b3.jpg.296x216.jpg', '三塘桃园：经典两房，采光无遮挡，另送两个储藏室', '三塘桃园  | 2室2厅 | 69.59平米 | 南 北 | 简装 | 无电梯', '低楼层(共5层)1988年建板楼  -  三塘', '270万', '单价38799元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadeb517cec-fff7-4b5f-a040-d83053de862b.jpg.296x216.jpg', '中间楼层 业主诚心出售 户型通透 采光无遮挡', '朝晖九区  | 2室1厅 | 50.95平米 | 北 | 简装 | 无电梯', '中楼层(共6层)1996年建板楼  -  朝晖', '205万', '单价40236元/平米')
('https://image1.ljcdn.com/330100-inspection/d4a15fe4-4514-43be-a7be-bb1db16ca310.jpg.296x216.jpg', '东清巷 精装两房 户型方正 房东诚心出售', '东清巷  | 2室1厅 | 46.58平米 | 南 | 精装 | 无电梯', '低楼层(共7层)1999年建板楼  -  长庆', '220万', '单价47231元/平米')
('https://image1.ljcdn.com/330100-inspection/d024b310-3e54-4eb8-8bde-196f8f287b76.jpg.296x216.jpg', '池塘巷，急售一楼带15㎡院子，院子可开门，光照充足', '池塘巷4号  | 2室1厅 | 47平米 | 南 北 | 简装', '低楼层(共6层)暂无数据  -  长庆', '218万', '单价46383元/平米')
('https://image1.ljcdn.com/330100-inspection/e91d1fd4-4216-4dc2-8a1c-95829b561ed7.jpg.296x216.jpg', '潮王公寓 2010年左右的住宅 电梯房 精装修可拎包入住', '潮王公寓  | 2室1厅 | 90.91平米 | 南 北 | 精装 | 有电梯', '高楼层(共20层)2010年建板楼  -  朝晖', '450万', '单价49500元/平米')
('https://image1.ljcdn.com/330100-inspection/9736b108-83c7-4488-a6ef-2001820d3595.jpg.296x216.jpg', '送40万装修 全明东边套  精装修可改4房  贴沙河景观房', '体育场路2-70号  | 3室1厅 | 98.5平米 | 东 南 | 精装 | 无电梯', '中楼层(共6层)1990年建板楼  -  建国北路', '470万', '单价47716元/平米')
('https://image1.ljcdn.com/330100-inspection/be78af23-6725-44bd-8996-7a1641959ca7.jpg.296x216.jpg', '青蓝，满五年，精装修，诚心出售，拎包入住。', '青春坊  | 3室2厅 | 112.93平米 | 南 西 | 精装 | 有电梯', '高楼层(共20层)1998年建板楼  -  长庆', '530万', '单价46932元/平米')
('https://image1.ljcdn.com/330100-inspection/12323890-22e8-4360-b3e6-c6345d2a09d1.jpg.296x216.jpg', '户型方正，位置佳，楼层好，采光无遮挡，得房率高', '朝晖三区  | 2室1厅 | 69.46平米 | 南 | 毛坯 | 无电梯', '中楼层(共5层)1985年建板楼  -  朝晖', '290万', '单价41751元/平米')
('https://image1.ljcdn.com/330100-inspection/21c30a83-3724-4841-99be-88cff0224127.jpg.296x216.jpg', '横燕子弄 标准一室一厅 楼层好 婚房装修 采光充足', '横燕子弄  | 1室1厅 | 41平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1994年建板楼  -  长庆', '215万', '单价52440元/平米')
('https://image1.ljcdn.com/330100-inspection/26789a92-f011-43be-9fd3-95b96d264969.jpg.296x216.jpg', '长寿桥正气两居室 中间楼层 .', '清远里  | 2室1厅 | 54.05平米 | 南 | 毛坯 | 无电梯', '中楼层(共7层)1994年建板楼  -  众安桥', '300万', '单价55505元/平米')
('https://image1.ljcdn.com/330100-inspection/78af7d1a-c59a-4aba-a263-17e53e1919c4.jpg.296x216.jpg', '100万的现代化精装修，给您一个温暖的家，还有车位', '云龙公寓  | 3室1厅 | 162.55平米 | 南 北 | 精装 | 有电梯', '低楼层(共28层)2002年建板楼  -  潮鸣', '815万', '单价50139元/平米')
('https://image1.ljcdn.com/330100-inspection/2f4748fb-9df6-41e7-8c8f-de3406d8c086.jpg.296x216.jpg', '三塘南村  两房朝南   随时看房', '三塘南村  | 2室1厅 | 63.65平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)1998年建板楼  -  三塘', '225万', '单价35350元/平米')
('https://image1.ljcdn.com/330100-inspection/b34e39ac-40b6-4ba6-b7b4-0bc2a3d7ac3d.jpg.296x216.jpg', '2008年房龄，地铁口，精装电梯房，全明户型，随时看房', '宝善公寓  | 3室2厅 | 133.44平米 | 南 西 北 | 其他 | 有电梯', '中楼层(共18层)2011年建塔楼  -  建国北路', '680万', '单价50960元/平米')
('https://image1.ljcdn.com/330100-inspection/3a564023-e32a-451f-8e84-8fc1163946ba.jpg.296x216.jpg', '长寿桥电梯房，地铁站一百米左右', '三华园  | 3室1厅 | 129平米 | 南 | 精装 | 有电梯', '中楼层(共28层)1998年建板楼  -  天水', '568万', '单价44032元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploada5173553-284b-4530-b394-e3b8a51cd3d0.jpg.296x216.jpg', '打铁关地铁口精装商品房，在喧嚣市区给您一个安静的家', '现代家园  | 4室2厅 | 130.08平米 | 南 北 | 精装 | 有电梯', '低楼层(共17层)2006年建板楼  -  和平', '780万', '单价59964元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadf6638e44-6d81-44d0-b393-51780ec644c2.jpg.296x216.jpg', '看房方便  户型正气 配套齐全，户型正气。', '军督司巷  | 3室1厅 | 81.84平米 | 南 | 毛坯 | 无电梯', '中楼层(共7层)2000年建板楼  -  众安桥', '376万', '单价45944元/平米')
('https://image1.ljcdn.com/330100-inspection/7545cda8-ea6b-4f79-b122-96c07154e260.jpg.296x216.jpg', '漾河公寓  06年房龄  新上两室  正紧朝南  好房诚售', '漾河公寓  | 2室2厅 | 81.63平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2006年建板楼  -  三塘', '305万', '单价37364元/平米')
('https://image1.ljcdn.com/330100-inspection/1d276f9a-ae89-4ba9-b2f8-8f0560094098.jpg.296x216.jpg', '两房朝南，客厅大，带阳台，明卫', '东新园东荷星苑  | 2室1厅 | 60.26平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2004年建板楼  -  三塘', '253万', '单价41985元/平米')
('https://image1.ljcdn.com/330100-inspection/06820ce7-b4a4-4e9b-9b74-6c0101850ad1.jpg.296x216.jpg', '东园小区 一梯两户 全明三房 采光充足 近建国北路地铁', '东园小区  | 3室1厅 | 77.53平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1993年建板楼  -  建国北路', '335万', '单价43210元/平米')
('https://image1.ljcdn.com/330100-inspection/829d0fa1-64ac-4d9b-b028-438da4a685c0.jpg.296x216.jpg', '凤起都市花园   户型方正 高品质', '凤起都市花园  | 1室1厅 | 45.31平米 | 西 | 简装 | 有电梯', '18层2004年建塔楼  -  长庆', '213万', '单价47010元/平米')
('https://image1.ljcdn.com/330100-inspection/cf681baf-b823-4298-9c18-e793284f03c7.jpg.296x216.jpg', '此房自住精装修，楼层好，视野开阔，采光好，位置好。', '东新园新湖苑  | 3室2厅 | 129.98平米 | 南 | 简装 | 有电梯', '低楼层(共15层)2004年建板楼  -  三塘', '430万', '单价33083元/平米')
('https://image1.ljcdn.com/330100-inspection/24fdeabe-499d-4f13-8a66-1cac582796e2.jpg.296x216.jpg', '朝晖七区 3室1厅 297万', '朝晖七区  | 3室1厅 | 74.32平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1986年建板楼  -  朝晖', '297万', '单价39963元/平米')
('https://image1.ljcdn.com/330100-inspection/86cae90a-6192-4233-94dc-9865ba332ee1.jpg.296x216.jpg', '满五唯一，产权清晰，业主诚心出售', '欣景苑  | 3室1厅 | 97.64平米 | 南 | 简装 | 有电梯', '低楼层(共17层)2012年建板楼  -  三塘', '328万', '单价33593元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadfc00fd73-d7b1-42b1-9781-4fbea3e9c7a7.jpg.296x216.jpg', '锦园 两房等大朝南主卧带阳台  全明户型 户型正气', '锦园小区  | 2室1厅 | 61.49平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1994年建板楼  -  建国北路', '245万', '单价39844元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload04877673-67cd-4264-aad3-af575eebac38.jpg.296x216.jpg', '世嘉君座 西南边套 全明户型 民用水电 通燃气', '杭州新天地  | 2室1厅 | 61.33平米 | 南 西 | 精装', '中楼层(共12层)2015年建板楼  -  三塘', '262万', '单价42720元/平米')
('https://image1.ljcdn.com/330100-inspection/f3fafc94-0c4c-42e9-b84e-4d729ef63858.jpg.296x216.jpg', '总价低两居室，南北两房带阳台，可拎包入住', '流水苑  | 2室1厅 | 59.73平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1999年建板楼  -  流水苑', '225万', '单价37670元/平米')
('https://image1.ljcdn.com/330100-inspection/0198816f-a5e1-414f-8dd9-4a1da006a809.jpg.296x216.jpg', '三塘兰园精装两房，中高楼层，全明户型，自住装修', '三塘兰园  | 2室2厅 | 78.22平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  三塘', '313万', '单价40016元/平米')
('https://image1.ljcdn.com/330100-inspection/4ce9d98e-142c-402c-83a5-fd91824888bb.jpg.296x216.jpg', '三房朝南 双卫格局 南北通风。', '现代名苑  | 3室1厅 | 134.51平米 | 南 北 | 简装 | 有电梯', '低楼层(共23层)2005年建板楼  -  和平', '670万', '单价49811元/平米')
('https://image1.ljcdn.com/330100-inspection/e398c985-2bf0-4f54-934d-e2c0174a6055.jpg.296x216.jpg', '环城西路，中间楼层，得房率高，看房方便', '环城西路70号  | 1室1厅 | 46.38平米 | 东 西 | 简装', '中楼层(共7层)板楼  -  武林', '310万', '单价66840元/平米')
('https://image1.ljcdn.com/330100-inspection/fa864586-e1f4-417d-ae2a-4c3781b0b6a0.JPG.296x216.jpg', '楼层好，视野开阔，两房朝南，房东诚心出售', '元都新景公寓  | 2室2厅 | 91.44平米 | 南 北 | 精装 | 有电梯', '高楼层(共15层)2009年建塔楼  -  石桥', '295万', '单价32262元/平米')
('https://image1.ljcdn.com/330100-inspection/776a4cca-a806-4ca2-924d-021e034c0917.jpg.296x216.jpg', '非住宅公寓 两房朝南大客厅 可做饭注册公司办公地', '九鼎名仕顿商务楼  | 2室1厅 | 76.38平米 | 南 北 | 简装 | 有电梯', '中楼层(共7层)塔楼  -  天水', '199万', '单价26054元/平米')
('https://image1.ljcdn.com/330100-inspection/a7dd9ece-5b92-43d0-8dc3-5e521ab7376c.jpg.296x216.jpg', '三塘桂园  经典俩房 出行便利 配套齐全 精装修的', '三塘桂园  | 2室1厅 | 68.18平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2000年建板楼  -  三塘', '282万', '单价41362元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload07278037-d02a-45fd-8878-994411ea8409.jpg.296x216.jpg', '元都新苑 小区中间位置 全明户型 满五唯一 看房方便', '元都新苑  | 2室1厅 | 88.27平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共13层)2012年建塔楼  -  石桥', '260万', '单价29456元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadc9758067-bf0f-41b1-866b-f63ba636e663.jpg.296x216.jpg', '房东诚心出售 大四房 视野好 采光好', '北景园紫荆苑  | 4室2厅 | 135.74平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2006年建板楼  -  石桥', '380万', '单价27995元/平米')
('https://image1.ljcdn.com/330100-inspection/863ea446-0e8d-40b9-9a71-69b3c5449c20.jpg.296x216.jpg', '三塘竹园 4室2厅 460万', '三塘竹园  | 4室2厅 | 113.65平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  三塘', '460万', '单价40476元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload24e55f8c-62b3-4601-b261-b653042f77df.jpg.296x216.jpg', '流水苑 两房朝南户 一梯两户 刚需两房', '流水苑  | 2室1厅 | 68.53平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  流水苑', '310万', '单价45236元/平米')
('https://image1.ljcdn.com/330100-inspection/5bc0f836-5640-4867-8bac-da028d5240b3.jpg.296x216.jpg', '两房朝南，客厅大，带阳台，明卫', '东新园孚信苑  | 3室1厅 | 130.6平米 | 南 | 简装 | 有电梯', '低楼层(共16层)2004年建板楼  -  三塘', '460万', '单价35223元/平米')
('https://image1.ljcdn.com/330100-inspection/89153c1a-e193-4d61-a8f5-c9f401bd3661.JPG.296x216.jpg', '水岸雅苑精装三室两厅 有独立停车位', '水岸雅苑  | 3室2厅 | 128.03平米 | 南 | 精装 | 有电梯', '中楼层(共15层)2006年建塔楼  -  三里亭', '510万', '单价39835元/平米')
('https://image1.ljcdn.com/330100-inspection/test-a4d5e874-0a69-420a-ab6b-bc9432f4eb34.png.296x216.jpg', '林司后，主卧朝南，中间楼层，15万精装修，阳光无遮挡', '林司后  | 2室1厅 | 52.44平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1991年建板楼  -  长庆', '263万', '单价50153元/平米')
('https://image1.ljcdn.com/330100-inspection/91f3a3e1-338b-464c-9e48-37948e89f786.jpg.296x216.jpg', '皇亲苑，南北通透，长寿桥安吉路版块 西湖边', '皇亲苑  | 3室2厅 | 107.53平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  天水', '620万', '单价57659元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadf9868144-4736-4c52-9ecd-97d84da7e4e6.jpg.296x216.jpg', '超大空间，南北透气，自住办公好选择！', '杭州新天地  | 2室2厅 | 49.21平米 | 南 | 精装', '中楼层(共11层)2015年建塔楼  -  三塘', '280万', '单价56900元/平米')
('https://image1.ljcdn.com/330100-inspection/08a66331-b3f3-4a99-be9c-9a3927f52e6f.jpg.296x216.jpg', '东园小区  小两房  一梯两户   总价低', '东园小区  | 2室1厅 | 53.02平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1993年建板楼  -  建国北路', '213万', '单价40174元/平米')
('https://image1.ljcdn.com/330100-inspection/33d1632e-73b0-4921-9f57-e31bda235608.jpg.296x216.jpg', '两房朝南，楼层好，低总价电梯房。', '东清大厦  | 1室2厅 | 84.38平米 | 南 | 精装 | 有电梯', '中楼层(共20层)2005年建板楼  -  长庆', '380万', '单价45035元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload86b9c72f-c4e8-478d-aa11-8a088b37ebd8.jpg.296x216.jpg', '送2个露台 视野开阔 装修清爽干净 房东诚心出售', '天赐苑  | 3室2厅 | 78.34平米 | 东 西 | 简装 | 无电梯', '高楼层(共7层)1996年建板楼  -  建国北路', '360万', '单价45954元/平米')
('https://image1.ljcdn.com/330100-inspection/388670dd-4baf-4178-834a-d72ca83a48ea.jpg.296x216.jpg', '东新府四房出售，中间楼层，采光好，视野开阔', '东新府  | 4室1厅 | 116平米 | 南 北 | 精装', '低楼层(共16层)2016年建板塔结合  -  三塘', '470万', '单价40518元/平米')
('https://image1.ljcdn.com/330100-inspection/c75a5271-e0c7-42ed-bbe3-7e64cfc8d41d.jpg.296x216.jpg', '地铁口大三房，莅临西湖，采光好 配套设施完善', '仙林苑  | 3室2厅 | 122平米 | 南 北 | 简装 | 有电梯', '高楼层(共15层)2000年建板塔结合  -  众安桥', '818万', '单价67050元/平米')
('https://image1.ljcdn.com/330100-inspection/3e62313f-ca99-4d7f-a380-23b4d3006215.jpg.296x216.jpg', '仙林苑  房龄2003年 商品房  大三房 房东诚心出售', '仙林苑  | 3室2厅 | 121.05平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2000年建板楼  -  众安桥', '780万', '单价64437元/平米')
('https://image1.ljcdn.com/330100-inspection/c834172d-0c14-4be1-bc61-ca07e8370d97.jpg.296x216.jpg', '泰和苑 电梯房 贴沙河景观房 拎包入住', '泰和苑  | 2室1厅 | 93.03平米 | 东南 | 精装 | 有电梯', '高楼层(共22层)1998年建板楼  -  潮鸣', '428万', '单价46007元/平米')
('https://image1.ljcdn.com/330100-inspection/5a3459f8-a3b0-4cb7-a1ea-3fc8b44c8a28.jpg.296x216.jpg', '长木新村  户型方正  楼层好   交通便利', '长木新村  | 2室1厅 | 66.34平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  三塘', '238万', '单价35876元/平米')
('https://image1.ljcdn.com/330100-inspection/91b27a3c-1660-4aa6-9f08-1d0c77df908b.JPG.296x216.jpg', '元都新景公寓 精装两房 楼层好 采光好 诚心出售', '元都新景公寓  | 3室2厅 | 91.6平米 | 南 | 精装 | 有电梯', '中楼层(共15层)2009年建塔楼  -  石桥', '280万', '单价30568元/平米')
('https://image1.ljcdn.com/330100-inspection/dc505505-62fd-4293-809a-c283bf2701a4.jpg.296x216.jpg', '交通便利、环境优美、武林商圈、近西湖', '武林路  | 2室1厅 | 53.42平米 | 东 西 | 简装 | 无电梯', '低楼层(共7层)1976年建板楼  -  武林', '340万', '单价63647元/平米')
('https://image1.ljcdn.com/330100-inspection/20a54dc3-6f52-4b48-9798-990846d667d5.jpg.296x216.jpg', '建国北路地铁口 房龄新 一楼带架空 格局方正', '新华坊社区  | 3室1厅 | 71.86平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1998年建板塔结合  -  丝绸城', '317万', '单价44114元/平米')
