('https://image1.ljcdn.com/441900-inspection/cce0e410-e1f2-4403-89f6-67b45e10ba7a.jpg.296x216.jpg', '景湖春天大三房放售 带两个阳台 花园中间位置 很安静', '光大景湖春天  | 3室2厅 | 107平米 | 西北 | 其他', '低楼层(共10层)塔楼  -  火炼树', '220万', '单价20561元/平米')
('https://image1.ljcdn.com/441900-inspection/1794e8b1-366c-482f-9c16-95180cc9235f.jpg.296x216.jpg', '东泰花园又一居4房精装修业主自住出售', '东泰花园又一居  | 4室2厅 | 121.18平米 | 西南 | 其他', '中楼层(共6层)暂无数据  -  东泰', '190万', '单价15680元/平米')
('https://image1.ljcdn.com/441900-inspection/990d6833-7be6-4726-be56-8a8419c0db37.jpg.296x216.jpg', '顶楼复式大4房，双阳台南北对流', '光大景湖春天  | 4室2厅 | 267.15平米 | 南 | 其他', '高楼层(共16层)塔楼  -  火炼树', '535万', '单价20027元/平米')
('https://image1.ljcdn.com/441900-inspection/f68db9d2-b698-4f32-9272-2a5281890703.jpg.296x216.jpg', '此户型是两房房两厅，户型方正，格局分明，通风采光好', '新世界花园  | 2室2厅 | 77平米 | 南 | 其他', '高楼层(共19层)塔楼  -  黄旗山', '165万', '单价21429元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload7f7af77f-876e-473e-8473-a93a1186f80e.jpg.296x216.jpg', '新世纪豪园5房，4个房间加1个保姆房东南向看黄旗山', '新世纪豪园一期  | 5室2厅 | 233.25平米 | 南 | 其他', '中楼层(共11层)塔楼  -  火炼树', '420万', '单价18007元/平米')
('https://image1.ljcdn.com/441900-inspection/ba27c287-ef1e-41cf-9566-3bb4e7a7e2a3.jpg.296x216.jpg', '方正两房两厅，格局方正。厅出大阳台6楼楼层好采光好', '东泰花园景华苑  | 2室2厅 | 81.34平米 | 南 | 其他', '中楼层(共8层)塔楼  -  东泰', '118万', '单价14508元/平米')
('https://image1.ljcdn.com/441900-inspection/3efdcb2b-736f-4728-a0e9-200f950311da.jpg.296x216.jpg', '东城中 心方正三房 低楼层 业主诚意出售', '东城中心  | 3室2厅 | 94平米 | 东南 南 | 其他', '6层塔楼  -  黄旗山', '120万', '单价12766元/平米')
('https://image1.ljcdn.com/441900-inspection/98be27df-608c-4f23-a783-c05d6fe85cf4.jpg.296x216.jpg', '中信阳光假日 2室2厅 113万', '中信阳光假日  | 2室2厅 | 62.88平米 | 西南 | 其他', '低楼层(共6层)暂无数据  -  东泰', '113万', '单价17971元/平米')
('https://image1.ljcdn.com/441900-inspection/22a0b433-3bcb-4fff-a9a2-ad7465dd121e.jpg.296x216.jpg', '地铁口物业，交通便利，利于出租。', '宜景康源  | 1室0厅 | 45.46平米 | 北 | 其他', '高楼层(共14层)塔楼  -  世博广场', '70万', '单价15399元/平米')
('https://image1.ljcdn.com/441900-inspection/097871e4-97f1-4e43-bba9-9f60344e96dc.jpg.296x216.jpg', '精装修两房诚心出售 户型方正实用', '中信德方斯  | 2室1厅 | 74.14平米 | 南 | 精装', '中楼层(共20层)塔楼  -  东泰', '141万', '单价19019元/平米')
('https://image1.ljcdn.com/441900-inspection/5efa749d-8c98-4fdc-9d19-c780b18cc540.jpg.296x216.jpg', '漂亮三房  配套完善 生活便利 诚意出售', '雍华庭  | 3室2厅 | 135平米 | 南 西北 | 其他', '中楼层(共32层)塔楼  -  东平街', '240万', '单价17778元/平米')
('https://image1.ljcdn.com/441900-inspection/e2793b08-3bc0-4988-99d3-47e770aa5985.jpg.296x216.jpg', '景湖春天3房 格层方正 实用率高 总价低', '光大景湖春天  | 3室2厅 | 93.03平米 | 南 | 其他', '中楼层(共5层)暂无数据  -  火炼树', '150万', '单价16124元/平米')
('https://image1.ljcdn.com/441900-inspection/d9e09a68-d760-400e-a97d-4ce0a81fb3bb.jpg.296x216.jpg', '满五年的一套住房，免双税，一梯2户', '东泰花园康怡居  | 2室2厅 | 83平米 | 东南 | 其他', '中楼层(共6层)暂无数据  -  东泰', '155万', '单价18675元/平米')
('https://image1.ljcdn.com/441900-inspection/fd8cee92-8c6a-483c-9ca9-1776159a1032.jpg.296x216.jpg', '天骄御峰精装修四房 从未入住 有房产证 景观好', '天骄御峰  | 4室2厅 | 206.08平米 | 南 | 精装', '高楼层(共24层)塔楼  -  火炼树', '850万', '单价41247元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload02a82d21-1084-410f-b461-f5e2893d1910.jpg.296x216.jpg', '东泰花园景华苑 3室2厅 135万', '东泰花园景华苑  | 3室2厅 | 108平米 | 北 | 其他', '高楼层(共8层)塔楼  -  东泰', '135万', '单价12500元/平米')
('https://image1.ljcdn.com/441900-inspection/9f0c3574-a1cf-444b-a7d5-3081e647cd5d.jpg.296x216.jpg', '小区中间位置 南北通透  配套齐全', '东泰花园康怡居  | 3室2厅 | 113.54平米 | 南 | 其他', '中楼层(共6层)暂无数据  -  东泰', '190万', '单价16735元/平米')
('https://image1.ljcdn.com/441900-inspection/0318266a-c9bf-4eaf-9d46-0f0467e00035.jpg.296x216.jpg', '业主诚心出售 满五唯一 户型方正', '金泽花园  | 3室2厅 | 120平米 | 南 | 其他', '低楼层(共19层)2006年建塔楼  -  东平街', '220万', '单价18334元/平米')
('https://image1.ljcdn.com/441900-inspection/af17cb27-3adb-455c-87f0-9c1e5d7edf1e.jpg.296x216.jpg', '小区环境不错 西门出来就有鸿福路口地铁站2号线', '东泰花园嘉华苑  | 2室2厅 | 84平米 | 南 | 简装', '中楼层(共8层)塔楼  -  东泰', '125万', '单价14881元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadabe1098a-5b95-428c-a73e-c3ac047e2e36.jpg.296x216.jpg', '明苑大厦 方正户型 交通便利  税费低', '明苑大厦  | 1室1厅 | 43.84平米 | 北 | 其他', '低楼层(共12层)塔楼  -  火炼树', '70万', '单价15968元/平米')
('https://image1.ljcdn.com/441900-inspection/48d3bb1a-f0b4-4c87-9199-4845779caeae.jpg.296x216.jpg', '东城商贸花园   中高楼层户型方正   看房方便', '东城商贸花园  | 2室2厅 | 85.33平米 | 南 | 其他', '高楼层(共8层)暂无数据  -  黄旗山', '80万', '单价9376元/平米')
('https://image1.ljcdn.com/441900-inspection/eb77ca9e-5473-4168-9397-18481bd6b569.jpg.296x216.jpg', '景湖春天  大三房   高楼层   采光好通风  视野开阔', '光大景湖春天  | 3室2厅 | 126.17平米 | 南 | 精装', '高楼层(共10层)塔楼  -  火炼树', '260万', '单价20608元/平米')
('https://image1.ljcdn.com/441900-inspection/b4bc7eb0-6a27-4294-81fa-54681d7d2d3d.jpg.296x216.jpg', '满五年的住房，大两房，毛坯给您更多的发挥空间', '九龙1号  | 2室2厅 | 93.66平米 | 北 | 毛坯', '低楼层(共27层)塔楼  -  东泰', '162万', '单价17297元/平米')
('https://image1.ljcdn.com/441900-inspection/89b84a29-804f-42a3-be1a-2101c53d9172.jpg.296x216.jpg', '怡丰都市广场 南向三房 中高楼层', '怡丰都市广场  | 3室2厅 | 115.89平米 | 南 | 简装', '中楼层(共11层)塔楼  -  东泰', '184万', '单价15878元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload883c02b7-5878-4d32-8c27-d464efd8c871.jpg.296x216.jpg', '怡丰都市广场 3室2厅 180万', '怡丰都市广场  | 3室2厅 | 135.3平米 | 南 | 其他', '中楼层(共11层)塔楼  -  东泰', '180万', '单价13304元/平米')
('https://image1.ljcdn.com/441900-inspection/d60291cf-c9b5-4586-a7c7-3e731ce50fe9.jpg.296x216.jpg', '地铁口物业，比邻黄旗山，配套完善，精致小2房，', '尚书苑  | 2室1厅 | 40平米 | 南 | 其他', '中楼层(共17层)塔楼  -  火炼树', '82万', '单价20500元/平米')
('https://image1.ljcdn.com/441900-inspection/b1b72f18-4d0e-408b-b8cd-45dc86cef6e9.jpg.296x216.jpg', '满五唯一住房、地铁口物业、花园式小区', '新世纪豪园二期  | 3室2厅 | 149平米 | 西 | 其他', '低楼层(共11层)塔楼  -  火炼树', '330万', '单价22148元/平米')
('https://image1.ljcdn.com/441900-inspection/f586db5f-3efb-4c06-92a0-2fcbc231b9f1.jpg.296x216.jpg', '又一居 户型方正实用3房 安静舒适 中低楼层 视野开阔', '东泰花园又一居  | 3室2厅 | 102.5平米 | 北 | 其他', '高楼层(共5层)暂无数据  -  东泰', '160万', '单价15610元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadfa540028-e805-4378-9699-17d267e77c5d.JPG.296x216.jpg', '锦绣旗峰 315㎡顶楼复式 旗峰山景房', '锦绣旗峰  | 5室2厅 | 314.78平米 | 东北 | 毛坯', '高楼层(共11层)塔楼  -  火炼树', '692.6万', '单价22000元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadc6ce116c-b342-4611-a93e-d7215f6c0c0d.jpg.296x216.jpg', '业主诚心出售明华苑高楼层3房，带私人大露台，', '东泰花园明华苑  | 3室2厅 | 110平米 | 南 | 其他', '高楼层(共8层)塔楼  -  东泰', '140万', '单价12728元/平米')
('https://image1.ljcdn.com/441900-inspection/047b5996-f423-4dc5-a48f-3276d8614f8c.jpg.296x216.jpg', '峰景台顶楼复式 赠送56平方大露台', '东城中心  | 4室2厅 | 203平米 | 东南 | 其他', '高楼层(共6层)暂无数据  -  黄旗山', '260万', '单价12808元/平米')
('https://image1.ljcdn.com/441900-inspection/3dc751b8-734a-4dd1-8e67-b9c76643659e.jpg.296x216.jpg', '金月湾花园 4室2厅 340万', '金月湾花园  | 4室2厅 | 193平米 | 东北 | 其他', '中楼层(共19层)塔楼  -  世博广场', '340万', '单价17617元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload4c2fe60a-2137-44a2-a6d6-9e6508647ae2.jpg.296x216.jpg', '地铁口电梯三房 免双税  看小区花园', '雍华庭  | 3室2厅 | 140.98平米 | 西南 | 其他', '低楼层(共32层)塔楼  -  东平街', '258万', '单价18301元/平米')
('https://image1.ljcdn.com/441900-inspection/8dcc10c7-a749-42af-b77e-fccee461f868.jpg.296x216.jpg', '精装修4房 带家私家电 配套齐全 采光好通风', '中信阳光假日  | 4室2厅 | 68.5平米 | 西南 | 精装', '高楼层(共6层)暂无数据  -  东泰', '168万', '单价24526元/平米')
('https://image1.ljcdn.com/441900-inspection/5bb11544-39a5-4ee3-a7b8-7d8cd71fc832.jpg.296x216.jpg', '联华花园城 刚需2房 保养好 拎包入住', '联华花园城  | 2室2厅 | 91.95平米 | 南 | 其他', '低楼层(共17层)暂无数据  -  上下桥', '180万', '单价19576元/平米')
('', '房子采光刚刚好 楼层中高层 视野开阔', '东泰花园景华苑  | 3室2厅 | 107.95平米 | 西北 | 其他', '中楼层(共8层)塔楼  -  东泰', '200万', '单价18528元/平米')
('https://image1.ljcdn.com/441900-inspection/4b755063-fe7b-46c1-a241-20e48930e2ac.jpg.296x216.jpg', '免双税 城区标杆住宅，法式园林生活的享受', '中信凯旋城  | 3室2厅 | 145.23平米 | 南 | 简装', '低楼层(共16层)塔楼  -  东泰', '377万', '单价25959元/平米')
('https://image1.ljcdn.com/441900-inspection/8429f52d-fb09-4b07-9750-c7e6f384e9d5.jpg.296x216.jpg', '万达公馆大4房 装修高档 欧式装修风格 地铁口物业', '东城万达广场  | 4室2厅 | 196.29平米 | 南 | 精装', '中楼层(共30层)塔楼  -  世博广场', '540万', '单价27511元/平米')
('https://image1.ljcdn.com/441900-inspection/0cb10214-6003-4229-95fa-ff4ec0825ca5.jpg.296x216.jpg', '东城中间位置，看旗峰山，方正两房，税费少', '光大花园金翠苑  | 2室2厅 | 73.93平米 | 北 | 其他', '中楼层(共7层)塔楼  -  火炼树', '100万', '单价13527元/平米')
('https://image1.ljcdn.com/441900-inspection/7726cffc-6f38-4384-9653-86eaea3831c4.jpg.296x216.jpg', '刚需小两房 地铁口鸿福商圈 交通方便 配套完善', '明苑大厦  | 2室1厅 | 63平米 | 北 | 其他', '高楼层(共12层)塔楼  -  火炼树', '98万', '单价15556元/平米')
('https://image1.ljcdn.com/441900-inspection/dd5fcfff-16a5-4637-9555-784acdb072ac.jpg.296x216.jpg', '电梯高楼层满五唯一大5房，装修保养好，拎包入住。', '中信阳光假日  | 5室3厅 | 196平米 | 南 北 | 精装', '中楼层(共11层)塔楼  -  东泰', '400万', '单价20409元/平米')
('https://image1.ljcdn.com/441900-inspection/11d1eb5f-801a-4d63-94ef-3c6103047f17.jpg.296x216.jpg', '明苑大厦 精装高层两房 户型方正 采光通风好', '明苑大厦  | 2室1厅 | 63平米 | 东南 | 其他', '高楼层(共12层)塔楼  -  火炼树', '105万', '单价16667元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload2c431ab5-a987-4c3d-a42c-83c11f4905c2.JPG.296x216.jpg', '锦绣旗峰 270㎡顶楼复式 旗峰山景房 双地铁口物', '锦绣旗峰  | 4室2厅 | 270.03平米 | 东北 | 毛坯', '高楼层(共11层)塔楼  -  火炼树', '600万', '单价22220元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload3d8297b0-fba5-4bb0-a41c-1cc0231cf73f.jpg.296x216.jpg', '地铁口物业 精美装修2房 配套齐全', '卓越时代广场  | 2室1厅 | 70.73平米 | 北 | 其他', '高楼层(共27层)塔楼  -  世博广场', '135万', '单价19087元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploade17d4310-6311-4ad9-8275-3806b2c0fc79.jpg.296x216.jpg', '房子装修保养好，复式三房，朝东', '星河传说迪纳公寓  | 3室2厅 | 88.19平米 | 东 | 其他', '低楼层(共19层)塔楼  -  石井', '250万', '单价28348元/平米')
('https://image1.ljcdn.com/441900-inspection/5afab613-032c-4c65-b478-9db3f09dd7fd.jpg.296x216.jpg', '富雅花园高楼层，采光通风好，装修新，带家私家电', '富雅花园  | 3室2厅 | 95平米 | 东北 | 精装', '中楼层(共12层)塔楼  -  花园新村', '92万', '单价9685元/平米')
('https://image1.ljcdn.com/441900-inspection/455ddcff-395b-4376-a33a-c7beff07020c.jpg.296x216.jpg', '景湖春天160平大三房，春天给您一个温馨的家', '光大景湖春天  | 3室2厅 | 160.58平米 | 北 | 精装', '低楼层(共16层)塔楼  -  火炼树', '340万', '单价21174元/平米')
('https://image1.ljcdn.com/441900-inspection/8e29a11b-6567-46ba-8c0f-574a105ebcd8.jpg.296x216.jpg', '怡丰都市广场 4室2厅 185万', '怡丰都市广场  | 4室2厅 | 133平米 | 南 | 简装', '高楼层(共11层)塔楼  -  东泰', '185万', '单价13910元/平米')
('https://image1.ljcdn.com/441900-inspection/ed498af4-b8fc-49f9-9ea7-ce234ff7cb1b.jpg.296x216.jpg', '新世界花园 少有户型赠送150平大平台 装修漂亮电梯房', '新世界花园  | 4室2厅 | 206平米 | 东南 | 其他', '低楼层(共17层)板楼  -  黄旗山', '520万', '单价25243元/平米')
('https://image1.ljcdn.com/441900-inspection/befb316e-429b-495a-aafc-a9898ab64b55.jpg.296x216.jpg', '风云汇70年产权电梯单间公寓 居家合适 户型方正', '东泰花园风云汇  | 1室0厅 | 33.89平米 | 西南 | 其他', '低楼层(共17层)塔楼  -  东泰', '68万', '单价20065元/平米')
('https://image1.ljcdn.com/441900-inspection/80a61578-53cd-412b-958e-99b0638feebf.jpg.296x216.jpg', '雍华庭复式洋房.户型方正。南北通透.视野宽阔', '雍华庭  | 5室3厅 | 343.68平米 | 南 | 其他', '高楼层(共18层)2006年建塔楼  -  东平街', '584万', '单价16993元/平米')
('https://image1.ljcdn.com/441900-inspection/f06f802d-11fe-4856-a271-920b11585c8f.jpg.296x216.jpg', '满五唯一，实用四房，装修新，家私家电齐全，拧包入住', '新世纪星城三期  | 4室2厅 | 108平米 | 南 北 | 精装', '高楼层(共17层)塔楼  -  温塘', '275万', '单价25463元/平米')
('https://image1.ljcdn.com/441900-inspection/bd5f3486-7d39-40b4-ba7a-43b9505e8366.jpg.296x216.jpg', '东泰花园四房，中间位置，视野开阔，保养好，中高楼层', '东泰花园康怡居  | 4室2厅 | 143.08平米 | 东南 | 其他', '高楼层(共6层)暂无数据  -  东泰', '235万', '单价16425元/平米')
('https://image1.ljcdn.com/441900-inspection/a7092fae-81d8-4769-a17f-a0eb81e8b41a.jpg.296x216.jpg', '东泰风云汇一房，位置方便，楼层舒适', '东泰花园风云汇  | 1室0厅 | 46平米 | 南 | 其他', '中楼层(共17层)塔楼  -  东泰', '80万', '单价17392元/平米')
('https://image1.ljcdn.com/441900-inspection/029d8ce1-88cc-4830-a64a-35c9018c66c7.jpg.296x216.jpg', '星河城旁光大精致物业 精装复式4房包税费 随时看房', '天骄峰景B区  | 3室2厅 | 80.55平米 | 东南 | 精装', '高楼层(共17层)塔楼  -  石井', '335万', '单价41590元/平米')
('https://image1.ljcdn.com/441900-inspection/3379693d-4c03-4379-8410-cfd07124c0e7.jpg.296x216.jpg', '满五唯一免双税，装修保养好，诚意出售', '怡丰映玥明轩  | 3室2厅 | 85.63平米 | 北 | 其他', '中楼层(共18层)塔楼  -  石井', '175万', '单价20437元/平米')
('https://image1.ljcdn.com/441900-inspection/2bbf8c42-c25c-4d29-9a46-b635bcfdde30.jpg.296x216.jpg', '天骄峰景 三房两厅  带家私电器', '天骄峰景  | 3室2厅 | 139.8平米 | 东 | 其他', '低楼层(共25层)2009年建板楼  -  石井', '400万', '单价28613元/平米')
('https://image1.ljcdn.com/441900-inspection/1f087384-0537-49e5-bdd9-e20ea266cf69.jpg.296x216.jpg', '中信凯旋城 标准四房 免双税.', '中信凯旋城  | 4室2厅 | 158.9平米 | 南 北 | 其他', '中楼层(共11层)塔楼  -  东泰', '500万', '单价31467元/平米')
('https://image1.ljcdn.com/441900-inspection/44e3bbb2-c672-47f6-8a1c-60ebc9c724fe.jpg.296x216.jpg', '中信凯旋城凡尔赛带前后花园 看喷泉广场.', '中信凯旋城  | 4室2厅 | 166平米 | 南 | 其他', '低楼层(共11层)塔楼  -  东泰', '520万', '单价31326元/平米')
('https://image1.ljcdn.com/441900-inspection/0cf6d04a-1f24-45df-bbed-fcc6d0e41279.jpg.296x216.jpg', '此房精装修业主没住过，大三房，拎包入住', '新世纪星城一期  | 3室2厅 | 136平米 | 东南 | 精装', '低楼层(共17层)塔楼  -  温塘', '275万', '单价20221元/平米')
('https://image1.ljcdn.com/441900-inspection/881d47af-b007-4d41-b40a-52a4ecee55ac.jpg.296x216.jpg', '新装修，干净整洁，南北通透户型，中高楼层采光好，', '光大花园金湖苑2座  | 3室2厅 | 106平米 | 北 | 其他', '中楼层(共8层)塔楼  -  火炼树', '150万', '单价14151元/平米')
('https://image1.ljcdn.com/441900-inspection/18bac586-1272-4e1a-ae8a-74da10a414cc.jpg.296x216.jpg', '阳光澳园带精装三房，可直接入住，带储物间', '中信阳光澳园  | 3室2厅 | 124.81平米 | 西北 | 精装', '低楼层(共17层)2004年建塔楼  -  东泰', '235万', '单价18829元/平米')
('https://image1.ljcdn.com/441900-inspection/fe428ae4-08ca-46e8-bac8-68212f883681.jpg.296x216.jpg', '怡丰映玥明轩  4房2厅  业主诚意出售', '怡丰映玥明轩  | 4室2厅 | 119.85平米 | 东 | 其他', '低楼层(共18层)塔楼  -  石井', '265万', '单价22111元/平米')
('https://image1.ljcdn.com/441900-inspection/07f1afd0-ae6e-4897-9069-87fefb561b66.jpg.296x216.jpg', '东泰花园温馨三房 楼层好 满五唯一免双税 采光通风好', '东泰花园丰华苑  | 3室2厅 | 106平米 | 西北 | 其他', '中楼层(共8层)塔楼  -  东泰', '140万', '单价13208元/平米')
