('https://image1.ljcdn.com/320500-inspection/test-7c6e955e-07fd-4d9f-bddf-e9cf559b50ad.png.296x216.jpg', '南北大三房，精装修，家具家电全留，有钥匙，有车位', '中海御景湾  | 3室2厅 | 117平米 | 南 北 | 精装 | 有电梯', '高楼层(共39层)2015年建板楼  -  金阊新城', '266万', '单价22736元/平米')
('https://image1.ljcdn.com/320500-inspection/c0de975e-f150-47bd-947f-f2ddd4ffba64.jpg.296x216.jpg', '金昌实小，毛坯近水系，满五V1，可改三房，随时可看房', '宝祥苑  | 2室2厅 | 79.09平米 | 南 | 毛坯 | 有电梯', '中楼层(共33层)2013年建板楼  -  金阊新城', '138万', '单价17449元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170704/78407120-4b0e-4fe2-8366-e880c8e110e7.jpg.296x216.jpg', '万达广场 看房方便 业主诚意出售', '万达广场  | 2室2厅 | 83平米 | 南 | 精装 | 有电梯', '高楼层(共28层)2009年建板楼  -  平江新城', '185万', '单价22290元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170422/37563256-f9bb-4c77-adb3-999c26752966.jpg.296x216.jpg', '公园天下 4室3厅 342万', '公园天下  | 4室3厅 | 166.7平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2000年建板楼  -  胥江', '342万', '单价20516元/平米')
('https://image1.ljcdn.com/320500-inspection/test-27a668fb-fbbf-49ff-b3c9-c09b627db313.png.296x216.jpg', '三元一村 4室1厅 190万', '三元一村  | 4室1厅 | 87平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)1999年建板楼  -  金门', '190万', '单价21840元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171106/d7ab8118-fba5-417f-aee3-4e1c111f5108.jpg.296x216.jpg', '三元二村 2室1厅 115万', '三元二村  | 2室1厅 | 59.83平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1992年建板楼  -  金门', '115万', '单价19222元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170908/f9476ba9-d249-4266-9b29-0eadacd0fc90.jpg.296x216.jpg', '潼泾新村 2室1厅 75万', '潼泾新村  | 2室1厅 | 46平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1990年建板楼  -  胥江', '75万', '单价16305元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170309/0eef897a-4d85-44bd-b55a-4bfc9aab1402.jpg.296x216.jpg', '火车站旁、善耕旁、送独库，精致精装一房 阳光刺眼', '新天地家园南区  | 1室1厅 | 47.8平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2007年建板楼  -  平江新城', '104万', '单价21758元/平米')
('https://image1.ljcdn.com/320500-inspection/test-38acfb3c-c4ec-44b6-a532-056b7449750e.png.296x216.jpg', '中海胥江府 4室2厅 410万', '中海胥江府  | 4室2厅 | 139平米 | 南 | 精装 | 有电梯', '低楼层(共33层)2010年建板楼  -  胥江', '410万', '单价29497元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170421/50cefc64-022b-4064-b435-7921f6b5cd82.jpg.296x216.jpg', '新沧花园 3室2厅 270万', '新沧花园  | 3室2厅 | 128平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2001年建板楼  -  胥江', '270万', '单价21094元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180122/17d7f649-bcbf-4379-8d6a-0b3649b85750.jpg.296x216.jpg', '苏州世茂广场 1室1厅 88万', '苏州世茂广场  | 1室1厅 | 47.76平米 | 暂无数据 | 其他 | 有电梯', '中楼层(共14层)2013年建板楼  -  沧浪新城', '88万', '单价18426元/平米')
('https://image1.ljcdn.com/320500-inspection/test-fc974474-685b-4caa-8ac8-0a45f1220263.png.296x216.jpg', '彩香一村一区 2室1厅 95万', '彩香一村一区  | 2室1厅 | 54.92平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1978年建板楼  -  金门', '95万', '单价17298元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171212/a00a3cf7-9aa2-4e6c-95d0-de9adadeb5f9.jpg.296x216.jpg', '采香花园 3室2厅 286万', '采香花园  | 3室2厅 | 117平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2000年建板楼  -  金门', '286万', '单价24445元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload632bfef0-6440-438b-b6e0-584eec19d4e1.jpg.296x216.jpg', '劳动路110号 5室2厅 338万', '劳动路110号  | 5室2厅 | 217平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)1994年建塔楼  -  胥江', '338万', '单价15577元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170507/eecc928e-1b93-4037-91ef-88efd89ad2a0.jpg.296x216.jpg', '锦邻缘 3室2厅 178万', '锦邻缘  | 3室2厅 | 66.4平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2010年建板楼  -  胥江', '178万', '单价26808元/平米')
('https://image1.ljcdn.com/320500-inspection/test-771cf510-3f02-4f54-bf4a-6b112337a99e.png.296x216.jpg', '世茂运河城世家苑 2室2厅 288万', '世茂运河城世家苑  | 2室2厅 | 110平米 | 南 | 其他 | 有电梯', '低楼层(共27层)2012年建塔楼  -  沧浪新城', '288万', '单价26182元/平米')
('https://image1.ljcdn.com/320500-inspection/1b07a267-e198-4937-9ea3-1c98083bfeae.jpg.296x216.jpg', '彩虹新村 1室1厅 70万', '彩虹新村  | 1室1厅 | 39.6平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1998年建板楼  -  胥江', '70万', '单价17677元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ed712a7b-52f6-46f7-a812-4790b4ade2e2.png.296x216.jpg', '锦沧名苑 2室2厅 300万', '锦沧名苑  | 2室2厅 | 94.6平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2009年建板楼  -  沧浪新城', '300万', '单价31713元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171231/8251b8f9-5e07-47a2-85ea-a8f7516ea1c8.jpg.296x216.jpg', '联相园 3室2厅 331万', '联相园  | 3室2厅 | 141平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2000年建板楼  -  苏州大学', '331万', '单价23476元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2cc0696b-6465-472a-bf59-af6e4898b8a6.png.296x216.jpg', '姑苏金茂府 4室2厅 620万', '姑苏金茂府  | 4室2厅 | 187平米 | 南 | 其他 | 有电梯', '低楼层(共29层)2015年建板楼  -  金门', '620万', '单价33156元/平米')
('https://image1.ljcdn.com/320500-inspection/test-30753d76-3677-4cd7-8a5e-986b4c29c902.png.296x216.jpg', '新南环新村一组团 2室2厅 176万', '新南环新村一组团  | 2室2厅 | 82平米 | 南 | 其他 | 有电梯', '低楼层(共33层)1996年建板楼  -  南门', '176万', '单价21464元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170401/e7032ce4-330b-48be-a1c2-9e92e9646229.jpg.296x216.jpg', '中海胥江府 4室2厅 409万', '中海胥江府  | 4室2厅 | 136.8平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2010年建板楼  -  胥江', '409万', '单价29898元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161020/049f1f69-6b30-4262-9c86-259916dab470.jpg.296x216.jpg', '金门路778号 2室1厅 133万', '金门路778号  | 2室1厅 | 69.5平米 | 暂无数据 | 毛坯 | 无电梯', '低楼层(共6层)2000年建板楼  -  金门', '133万', '单价19137元/平米')
('https://image1.ljcdn.com/320500-inspection/6e9bf762-803b-4db6-9f37-43dc3f73e797.jpg.296x216.jpg', '杨枝三村 3室1厅 185万', '杨枝三村  | 3室1厅 | 82.17平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1996年建板楼  -  葑门', '185万', '单价22515元/平米')
('https://image1.ljcdn.com/320500-inspection/test-1603158e-3510-4914-bfe8-c3b4676144d7.png.296x216.jpg', '新小区，低价4房，毛坯，10平大阳台，有钥匙随时看', '中锐府上  | 4室2厅 | 143.76平米 | 南 | 毛坯 | 有电梯', '低楼层(共17层)2017年建板楼  -  平江新城', '379万', '单价26364元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload255765bf-c739-4f8f-877d-f0c128297a0e.jpg.296x216.jpg', '梅亭苑 3室2厅 165万', '梅亭苑  | 3室2厅 | 95.68平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2004年建板楼  -  胥江', '165万', '单价17245元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload4bbe5e48-5469-4dff-9a18-90b9f0828300.jpg.296x216.jpg', '现代花园 4室2厅 200万', '现代花园  | 4室2厅 | 112.18平米 | 南 | 其他 | 无电梯', '高楼层(共5层)1995年建板楼  -  葑门', '200万', '单价17829元/平米')
('https://image1.ljcdn.com/320500-inspection/test-cb83dbf9-2957-4224-8d77-4877c20e72cb.png.296x216.jpg', '景运家园 3室2厅 270万', '景运家园  | 3室2厅 | 130平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  胥江', '270万', '单价20770元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ab8f16b1-a202-40cf-8978-a3313219738f.png.296x216.jpg', '银杏苑 3室2厅 272万', '银杏苑  | 3室2厅 | 123.4平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2004年建板楼  -  金门', '272万', '单价22043元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161012/44ffd6b7-49af-4868-bdbd-819c9204af01.jpg.296x216.jpg', '低总价精装两房   两房朝南   中等楼层  采光无遮挡', '嘉裕花园  | 2室1厅 | 76.1平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2013年建板楼  -  平江新城', '155万', '单价20368元/平米')
('https://image1.ljcdn.com/320500-inspection/test-cc941f7e-a457-4506-9782-17d6ccdb16d5.png.296x216.jpg', '天裕人家一区，精装通透三房，拎包入住，有车位。', '中梁天御一区  | 3室2厅 | 100.5平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2013年建板楼  -  平江新城', '332万', '单价33035元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171012/bcecc26a-30df-4d36-af0f-53205347a472.jpg.296x216.jpg', '新康花园 3室2厅 250万', '新康花园  | 3室2厅 | 121.47平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2001年建板楼  -  胥江', '250万', '单价20582元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2cbf4ae9-6441-45ac-921a-18cc898502ba.png.296x216.jpg', '南环西路23号 3室1厅 190万', '南环西路23号  | 3室1厅 | 87平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2004年建板楼  -  南门', '190万', '单价21840元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c969b3a0-25d9-4823-9649-272be99603a3.png.296x216.jpg', '梅亭苑 2室2厅 148万', '梅亭苑  | 2室2厅 | 78.63平米 | 南 | 简装 | 无电梯', '中楼层(共5层)2004年建板楼  -  胥江', '148万', '单价18823元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload55185921-9af5-4086-a272-0e3909b71d01.jpg.296x216.jpg', '阊胥路1号 5室2厅 352万', '阊胥路1号  | 5室2厅 | 190平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2002年建板楼  -  胥江', '352万', '单价18527元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e453a665-7f5c-4ed6-a74c-0f0b38aca422.png.296x216.jpg', '彩香二村 2室1厅 102万', '彩香二村  | 2室1厅 | 51.58平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1995年建板楼  -  金门', '102万', '单价19776元/平米')
('https://image1.ljcdn.com/320500-inspection/26a5451d-d124-4fac-b3da-437f1dff2870.jpg.296x216.jpg', '东北街 2室1厅 138万', '东北街  | 2室1厅 | 69.9平米 | 南 | 简装 | 无电梯', '中楼层(共5层)板楼  -  娄门', '138万', '单价19743元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170708/0aeac225-d585-4d04-b1c6-fa99e50a03ff.jpg.296x216.jpg', '苏锦二村北区 1室1厅 90万', '苏锦二村北区  | 1室1厅 | 48.5平米 | 暂无数据 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  平江新城', '90万', '单价18557元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161028/7b901f4d-7931-437f-ba7a-bf36c7b2aabd.jpg.296x216.jpg', '现代花园 1室1厅 95万', '现代花园  | 1室1厅 | 49.51平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1997年建板楼  -  葑门', '95万', '单价19189元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161120/d0862da0-b68b-4584-a770-a26e8aac58db.jpg.296x216.jpg', '宏葑新村 3室2厅 166万', '宏葑新村  | 3室2厅 | 103平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  苏州大学', '166万', '单价16117元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170612/6dae3753-efcb-4890-9bce-319983bfc70f.jpg.296x216.jpg', '万达广场精装一房 看房随时 房东诚心出售 进地铁', '万达广场  | 1室1厅 | 43平米 | 北 | 简装 | 有电梯', '中楼层(共29层)2009年建板楼  -  平江新城', '74万', '单价17210元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5114271e-179d-4f6d-a7b1-d16e2f7443df.png.296x216.jpg', '精装三房  中间楼层  配套完善', '星光耀花园  | 3室2厅 | 89平米 | 南 | 其他 | 有电梯', '低楼层(共36层)板楼  -  金阊新城', '185万', '单价20787元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadbb419660-938c-4c2e-8b75-b3b721d1930f.jpg.296x216.jpg', '梅亭苑 4室2厅 195万', '梅亭苑  | 4室2厅 | 132平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2004年建板楼  -  胥江', '195万', '单价14773元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4ab79799-3093-44f3-a475-4bb42b319b59.png.296x216.jpg', '新康花园 2室2厅 245万', '新康花园  | 2室2厅 | 101平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2004年建板楼  -  胥江', '245万', '单价24258元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0d9a718e-b988-440b-9b04-228fdb57cbc6.png.296x216.jpg', '现代花园 2室1厅 158万', '现代花园  | 2室1厅 | 79.5平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1995年建板楼  -  葑门', '158万', '单价19875元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170507/5d8c27e5-6115-418b-be25-21fcb147b845.jpg.296x216.jpg', '梅花三村 2室2厅 118万', '梅花三村  | 2室2厅 | 60.1平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2004年建板楼  -  平江新城', '118万', '单价19634元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160530/fc9a4aed-df44-48f6-88ce-462475578e3a.jpg.296x216.jpg', '冠南苑 2室1厅 163万', '冠南苑  | 2室1厅 | 69平米 | 暂无数据 | 精装 | 有电梯', '中楼层(共27层)2011年建板楼  -  葑门', '163万', '单价23624元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170918/ee809b94-f043-4c1b-9b72-5a7025ddd19a.jpg.296x216.jpg', '房东诚售，户口未用，客厅有窗，两房朝南、欲购从速', '三元四村  | 2室1厅 | 62平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  金门', '128万', '单价20646元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170921/e7f8a040-915c-4414-88d7-d7457055a712.jpg.296x216.jpg', '人民路220号 2室1厅 78万', '人民路220号  | 2室1厅 | 44.3平米 | 南 | 精装 | 无电梯', '高楼层(共7层)板楼  -  齐门', '78万', '单价17608元/平米')
('https://image1.ljcdn.com/320500-inspection/test-72e28547-22e6-4c31-a92b-cc4adaf3b2e9.png.296x216.jpg', '世茂运河城尚运苑 4室2厅 800万', '世茂运河城尚运苑  | 4室2厅 | 235平米 | 南 北 | 其他 | 有电梯', '高楼层(共32层)塔楼  -  沧浪新城', '800万', '单价34043元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadb7603d25-ffa1-4ca5-b8ea-281bea20f6de.jpg.296x216.jpg', '新康花园 3室2厅 286万', '新康花园  | 3室2厅 | 133平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2005年建板楼  -  胥江', '286万', '单价21504元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161120/6ff3308d-08cf-471b-84a7-b037a341303e.jpg.296x216.jpg', '东环新村 2室1厅 88万', '东环新村  | 2室1厅 | 50.6平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1983年建板楼  -  娄门', '88万', '单价17392元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c379f92e-df22-436e-a3ad-c2939b008430.png.296x216.jpg', '广大家园 2室1厅 116万', '广大家园  | 2室1厅 | 56.77平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2003年建板楼  -  胥江', '116万', '单价20434元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a66177b6-25fc-4d63-bd86-cc05b844cad4.png.296x216.jpg', '象牙新村 2室1厅 85万', '象牙新村  | 2室1厅 | 57.5平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1993年建板楼  -  胥江', '85万', '单价14783元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161022/54b8f766-4340-40a3-97f1-d42577d70593.jpg.296x216.jpg', '冠南苑 3室2厅 289万', '冠南苑  | 3室2厅 | 137.21平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2011年建板楼  -  葑门', '289万', '单价21063元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170518/874a2021-574b-4253-b937-f5b2d5f6bb7e.jpg.296x216.jpg', '南山金城1958 4室2厅 327万', '南山金城1958  | 4室2厅 | 139平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2009年建板楼  -  金阊新城', '327万', '单价23526元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170819/af458352-827d-40f4-8464-d868e9f7da72.jpg.296x216.jpg', '两功能间朝南，采光好，视野开阔，房东诚心出售', '三元二村  | 3室1厅 | 69平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1992年建板楼  -  金门', '110万', '单价15943元/平米')
('https://image1.ljcdn.com/320500-inspection/0907eafc-8774-4872-84a0-949e87d397f8.jpg.296x216.jpg', '彩香二村 2室1厅 138万', '彩香二村  | 2室1厅 | 68平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1990年建板楼  -  金门', '138万', '单价20295元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9d03ddba-2dbd-4469-a86f-cf9dd8006fb7.png.296x216.jpg', '万达广场旁，交通便利，地铁2号线，精装3房', '和润家园  | 3室2厅 | 120.15平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2011年建板楼  -  平江新城', '265万', '单价22056元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload6110b255-cdca-49ce-bd71-43ee248fbb32.jpg.296x216.jpg', '胥虹苑 5室2厅 330万', '胥虹苑  | 5室2厅 | 128.24平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  胥江', '330万', '单价25734元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171109/fb772246-d0ae-4749-8fe4-f9559acb090e.jpg.296x216.jpg', '泰南苑 2室1厅 150万', '泰南苑  | 2室1厅 | 74.5平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1997年建板楼  -  胥江', '150万', '单价20135元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ca900660-b9b3-4df2-8668-6023ac31b12b.png.296x216.jpg', '金塘新村 2室1厅 94万', '金塘新村  | 2室1厅 | 58平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1987年建板楼  -  胥江', '94万', '单价16207元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6c682898-8358-45b2-85d7-14eab2ac2df2.png.296x216.jpg', '新上房源 草桥旁 汇翠花园  中间楼层 随时看', '汇翠花园  | 2室2厅 | 92平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2005年建板楼  -  平江新城', '190万', '单价20653元/平米')
('https://image1.ljcdn.com/320500-inspection/test-68ad0eb6-9e1d-4bf4-aa5d-a945df91cf7a.png.296x216.jpg', '世茂运河城尚运苑 3室2厅 373万', '世茂运河城尚运苑  | 3室2厅 | 137平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)塔楼  -  沧浪新城', '373万', '单价27227元/平米')
