('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadde833e55-9559-4fd4-b413-0a6a0270f270.jpg.296x216.jpg', '采光无遮挡，精装修，拎包入住。', '润富花园  | 2室1厅 | 91平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2006年建板塔结合  -  桥北', '182万', '单价20000元/平米')
('https://image1.ljcdn.com/320100-inspection/ef07286f-ea5e-4fcb-87ee-b5a4e4a0f247.jpg.296x216.jpg', '江佑铂庭 2室1厅 242万', '江佑铂庭  | 2室1厅 | 83.82平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2012年建板楼  -  江浦街道', '242万', '单价28872元/平米')
('https://image1.ljcdn.com/320100-inspection/acdfbd2a-e162-4bbc-829b-658bb30c831d.JPG.296x216.jpg', '弘阳三区 高楼层 采光好 视野好 小区环境好', '弘阳旭日上城三区  | 2室2厅 | 88.7平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2014年建板塔结合  -  桥北', '248万', '单价27960元/平米')
('https://image1.ljcdn.com/320100-inspection/b505680a-8ff6-4da1-8179-13ba667a83de.jpg.296x216.jpg', '华府国际 3室2厅 240万', '华府国际  | 3室2厅 | 93.13平米 | 南 北 | 其他 | 有电梯', '中楼层(共12层)2016年建板楼  -  浦口其它', '240万', '单价25771元/平米')
('https://image1.ljcdn.com/320100-inspection/d8387978-68cc-4e97-b536-584b04a9f865.jpg.296x216.jpg', '雅居乐滨江国际二期 4室2厅 736万', '雅居乐滨江国际二期  | 4室2厅 | 194.29平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共28层)板楼  -  江浦街道', '736万', '单价37882元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload0b043a77-7aba-405a-8ac8-3d797ec93cf6.jpg.296x216.jpg', '华府国际 老山南麓 顶楼跃层 满两年', '华府国际  | 4室2厅 | 161.98平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共11层)2016年建板楼  -  浦口其它', '340万', '单价20991元/平米')
('https://image1.ljcdn.com/320100-inspection/1bf82241-968c-44d5-965e-bdf3b7402621.jpg.296x216.jpg', '天润城 地铁口 婚装两房 双阳台 楼层好 东边户', '天润城第一街区  | 2室2厅 | 96.87平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2006年建板塔结合  -  桥北', '187万', '单价19305元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload8c50717a-6256-4299-8f02-d195e7ab6ffb.JPG.296x216.jpg', '配套齐全，交通便捷，光线不遮挡，南北通透', '威尼斯水城第六街区  | 2室1厅 | 88.67平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2005年建板楼  -  桥北', '190万', '单价21428元/平米')
('https://image1.ljcdn.com/320100-inspection/1bb65bdf-4a0a-4a61-ae3e-6e1071508f11.jpg.296x216.jpg', '精装修，家具家电都有，采光好。', '铭人丽岛  | 2室2厅 | 86.6平米 | 南 北 | 精装 | 有电梯', '中楼层(共10层)2012年建板楼  -  桥北', '189万', '单价21825元/平米')
('https://image1.ljcdn.com/320100-inspection/test-dcc81143-c2fc-49cd-8fb8-43da27113a51.png.296x216.jpg', '中上楼层 采光好 视野好 精装房', '旭日爱上城第四区北区  | 2室2厅 | 82.86平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2011年建塔楼  -  桥北', '225万', '单价27155元/平米')
('https://image1.ljcdn.com/320100-inspection/1e54cf43-ee1a-4dd2-a9ab-251a53a50bf1.jpg.296x216.jpg', '天润城第十一街区 3室2厅 221万', '天润城第十一街区  | 3室2厅 | 88.85平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2009年建板塔结合  -  桥北', '221万', '单价24874元/平米')
('https://image1.ljcdn.com/320100-inspection/a3c515d0-790f-47ef-afb6-e44255a39fba.JPG.296x216.jpg', '旭日爱上城第四区北区 2室2厅 双卧朝南采光好。', '旭日爱上城第四区北区  | 2室2厅 | 82.98平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2011年建塔楼  -  桥北', '230万', '单价27718元/平米')
('https://image1.ljcdn.com/320100-inspection/d71e250d-4cc7-4d98-882f-26736f7ca2fb.jpg.296x216.jpg', '天华硅谷 精装大三房 楼层好 采光充足', '天华硅谷  | 3室2厅 | 114.57平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2012年建板楼  -  泰山街道', '263万', '单价22956元/平米')
('https://image1.ljcdn.com/320100-inspection/c9f03ac9-cb0d-4d10-afcf-189050b8d634.jpg.296x216.jpg', '中海小三房 户型方正 三开间朝南 楼层高 采光无遮挡', '中海万锦熙岸一期  | 3室1厅 | 93.73平米 | 南 | 简装 | 有电梯', '中楼层(共26层)2014年建板楼  -  江浦街道', '245万', '单价26139元/平米')
('https://image1.ljcdn.com/320100-inspection/34722784-b808-4456-8665-1fcddcec3f64.JPG.296x216.jpg', '香鸢美颂 新空毛坯三房 户型方正', '大华锦绣华城香鸢美颂  | 3室1厅 | 90.43平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)2013年建板塔结合  -  桥北', '235万', '单价25987元/平米')
('https://image1.ljcdn.com/320100-inspection/6085d4af-f1c5-46a6-b731-dd2567035ab9.jpg.296x216.jpg', '明发滨江新城三期 3室2厅 260万', '明发滨江新城三期  | 3室2厅 | 113.05平米 | 东 南 | 毛坯 | 有电梯', '低楼层(共34层)2008年建塔楼  -  桥北', '260万', '单价22999元/平米')
('https://image1.ljcdn.com/320100-inspection/90217c9f-3eb4-4c0a-80c1-0fb9287a60a8.JPG.296x216.jpg', '明发滨江新城三期 2室2厅 230万', '明发滨江新城三期  | 2室2厅 | 95.37平米 | 南 | 其他 | 有电梯', '中楼层(共28层)2008年建板楼  -  桥北', '230万', '单价24117元/平米')
('https://image1.ljcdn.com/320100-inspection/d477ee50-b34c-4050-afca-7780b9d3c002.JPG.296x216.jpg', '高新花苑 3室2厅 198万', '高新花苑  | 3室2厅 | 122.81平米 | 南 北 | 简装 | 无电梯', '低楼层(共9层)2005年建板楼  -  高新区', '198万', '单价16123元/平米')
('https://image1.ljcdn.com/320100-inspection/75a55336-be96-46e0-ba6e-140d85601052.jpg.296x216.jpg', '天润城12街区经典户型 简单装修', '天润城第十二街区  | 1室2厅 | 67.86平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2012年建板塔结合  -  桥北', '165万', '单价24315元/平米')
('https://image1.ljcdn.com/320100-inspection/644fcff5-294b-4a7c-9590-1a8266d3583d.jpg.296x216.jpg', '正荣润锦城 3室2厅 290万', '正荣润锦城  | 3室2厅 | 85.2平米 | 南 | 其他', '高楼层(共33层)暂无数据  -  江浦街道', '290万', '单价34038元/平米')
('https://image1.ljcdn.com/320100-inspection/a57a48d9-4809-45f1-aeab-0d5ff1494eef.jpg.296x216.jpg', '花园洋房 四房  精装修  业主诚心卖  带院子', '北江锦城  | 4室2厅 | 155.29平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2015年建板楼  -  浦口其它', '370万', '单价23827元/平米')
('https://image1.ljcdn.com/320100-inspection/61c4991f-cd13-47d8-b048-687e547e83e7.jpg.296x216.jpg', '满两年 中海物业  人车分流  业主诚心', '中海万锦熙岸一期  | 2室1厅 | 90.19平米 | 南 | 简装 | 有电梯', '中楼层(共26层)2014年建板楼  -  江浦街道', '240万', '单价26611元/平米')
('https://image1.ljcdn.com/320100-inspection/test-b0ea66e5-6201-4bb2-a6f4-a463c085c4c8.png.296x216.jpg', '南北通透 户型方正 楼层好 视野宽阔', '天润城第一街区  | 3室2厅 | 103.08平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2006年建板楼  -  桥北', '212万', '单价20567元/平米')
('https://image1.ljcdn.com/320100-inspection/3608475a-e8c8-43dc-96d0-7efca951db96.jpg.296x216.jpg', '楼层好 采光好 南北通透  一线江景', '明发滨江新城一期  | 2室2厅 | 108平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共10层)2005年建塔楼  -  桥北', '255万', '单价23612元/平米')
('https://image1.ljcdn.com/320100-inspection/db89b1f9-14b9-462c-a898-45586619b73b.jpg.296x216.jpg', '精装三房 南北通透  采光充足 满五年', '海润枫景家园  | 3室2厅 | 97.98平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2007年建板塔结合  -  泰山街道', '185万', '单价18882元/平米')
('https://image1.ljcdn.com/320100-inspection/564f103f-4612-4390-b753-6b1c8e540bf4.jpg.296x216.jpg', '满两年 居家精装修 设施完善 双卧朝南户型', '江岸水城  | 2室2厅 | 72.2平米 | 南 北 | 精装 | 有电梯', '低楼层(共9层)2009年建板楼  -  桥北', '166万', '单价22992元/平米')
('https://image1.ljcdn.com/320100-inspection/1ff777d3-37a0-49e2-b8d5-892ab34fac8f.JPG.296x216.jpg', '威尼斯水城第二街区 3室2厅 268万', '威尼斯水城第二街区  | 3室2厅 | 112.83平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2011年建板楼  -  桥北', '268万', '单价23753元/平米')
('https://image1.ljcdn.com/320100-inspection/6d4bd54b-9fd9-4d9e-b0cd-3c96d8bd2330.jpg.296x216.jpg', '配套成熟 生活方便 居家装修 采光好', '天润城第七街区  | 2室2厅 | 90.03平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2006年建板楼  -  桥北', '185万', '单价20549元/平米')
('https://image1.ljcdn.com/320100-inspection/4bcfcd1f-fc6c-419b-b8d4-526f6531bd1e.jpg.296x216.jpg', '满两年免增值税，楼层好，视野开阔，采光充足。', '泰来苑  | 3室2厅 | 111.04平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2014年建板楼  -  泰山街道', '208万', '单价18732元/平米')
('https://image1.ljcdn.com/320100-inspection/30260495-5a8d-4bc0-984c-db79eefe4750.jpg.296x216.jpg', '新理想佳园 精装三房 南北通透 诚心出售', '新理想佳园  | 3室2厅 | 126.61平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2005年建板楼  -  江浦街道', '288万', '单价22748元/平米')
('https://image1.ljcdn.com/320100-inspection/d300454a-213b-452a-bda6-0ff72792daa6.jpg.296x216.jpg', '江岸水城顶跃户型，上下两层，增送面积大，斜顶', '江岸水城  | 4室2厅 | 138.72平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)2008年建板楼  -  桥北', '220万', '单价15860元/平米')
('https://image1.ljcdn.com/320100-inspection/f400ad7d-ffe0-42c6-962e-6ef83824a121.jpg.296x216.jpg', '中铁江佑铂庭 中间楼层 采光视野棒 交通便利 配套齐全', '江佑铂庭  | 3室2厅 | 130.99平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2012年建板楼  -  江浦街道', '370万', '单价28247元/平米')
('https://image1.ljcdn.com/320100-inspection/test-47c9a1dc-a075-4874-9513-952aebbe53db.png.296x216.jpg', '南北通透两房 中间楼层 视野开阔 配套齐全 交通便利', '天润城第十街区  | 2室2厅 | 80.39平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2009年建板楼  -  桥北', '190万', '单价23635元/平米')
('https://image1.ljcdn.com/320100-inspection/283e389a-a1a4-41ce-ab90-ce84712b2f36.jpg.296x216.jpg', '新上万科品牌 品牌物业 精装 满2年 小三房', '万科金色半山  | 3室2厅 | 86.17平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2013年建板楼  -  浦口其它', '218万', '单价25299元/平米')
('https://image1.ljcdn.com/320100-inspection/8e57076d-56e3-419c-9e59-05d8d5e68032.jpg.296x216.jpg', '此房满五年 南北通透 楼层好 位置佳，视野比较开阔', '天润城第七街区  | 2室2厅 | 86.52平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)2006年建板楼  -  桥北', '185万', '单价21383元/平米')
('https://image1.ljcdn.com/320100-inspection/3191e2dc-edb6-4f38-aa0e-318e9246dcfa.jpg.296x216.jpg', '配套成熟 生活方便 居家装修 采光好', '天润城第七街区  | 2室2厅 | 89.79平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2006年建板楼  -  桥北', '197万', '单价21941元/平米')
('https://image1.ljcdn.com/320100-inspection/47d65bcb-7e07-4559-81c2-aee2b281c246.JPG.296x216.jpg', '山水云房花园 3室1厅 295万', '山水云房花园  | 3室1厅 | 139.92平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2012年建板楼  -  桥北', '295万', '单价21084元/平米')
('https://image1.ljcdn.com/320100-inspection/abb39dda-fa44-42ce-a329-9a0d58d6a3ce.JPG.296x216.jpg', '威尼斯水城第十街区 2室2厅 208万', '威尼斯水城第十街区  | 2室2厅 | 87.47平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2010年建板楼  -  桥北', '208万', '单价23780元/平米')
('https://image1.ljcdn.com/320100-inspection/67fde6d3-17b0-4702-96b3-cb746631dfa1.JPG.296x216.jpg', '江北新区纬三隧道口 精装两房 采光充足 交通方便快捷', '阳光帝景  | 2室1厅 | 93.84平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2014年建板楼  -  顶山街道', '250万', '单价26642元/平米')
('https://image1.ljcdn.com/320100-inspection/50ee32c4-df6c-4f80-bd5b-122f8210e734.JPG.296x216.jpg', '此房满两年 免去增值税 采光充足 视野开阔 环境好', '威尼斯水城第十街区  | 2室2厅 | 80.28平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2010年建板楼  -  桥北', '210万', '单价26159元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload5fb29c52-c82c-43a3-abb7-04ce7db330d6.JPG.296x216.jpg', '采光好  南北通透 纬三隧道出口* 交通便利', '阳光帝景  | 5室2厅 | 230平米 | 东 南 北 | 其他 | 有电梯', '高楼层(共18层)2014年建板楼  -  顶山街道', '480万', '单价20870元/平米')
('https://image1.ljcdn.com/320100-inspection/5f1f5167-11c1-4c1e-a338-62ab1951df2d.JPG.296x216.jpg', '扬子江隧道口大三房 配套完善 交通便捷 户型通透', '珍珠花苑  | 3室2厅 | 110.72平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  顶山街道', '215万', '单价19419元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload2476bafd-5192-4829-a9fc-cfe3e194f520.jpg.296x216.jpg', '中海开发商 户型方正 毛坯房 采光充足 交通便利', '中海万锦熙岸一期  | 4室2厅 | 176.17平米 | 南 | 毛坯 | 有电梯', '高楼层(共18层)2014年建板楼  -  江浦街道', '440万', '单价24976元/平米')
('https://image1.ljcdn.com/320100-inspection/02ba1950-ff98-40dd-abb3-df66f977b9f0.jpg.296x216.jpg', '小区正中间 南北通透  底层挑高2米 可放电动车', '江岸水城  | 3室2厅 | 98.79平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2009年建板楼  -  桥北', '192万', '单价19436元/平米')
('https://image1.ljcdn.com/320100-inspection/a2838ecf-7a26-4949-a028-c7456374273e.JPG.296x216.jpg', '榴美颂 南北通透居家两房 楼层适中 配套完善 交通便利', '大华锦绣华城榴美颂  | 2室2厅 | 97.19平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2010年建板楼  -  桥北', '233万', '单价23974元/平米')
('https://image1.ljcdn.com/320100-inspection/165d1204-3d50-471a-9ebd-4b76720f7f2b.JPG.296x216.jpg', '满五年 精装修 花园洋房跃层 业主诚心出售', '威尼斯水城第二街区  | 3室2厅 | 96.88平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2006年建板楼  -  桥北', '320万', '单价33031元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload4cf8ee16-8c9b-4951-90f2-206240cd7bf4.jpg.296x216.jpg', '楼层好 交通便利  居家装修 前后楼间距大 采光充足', '天润城第七街区  | 2室2厅 | 96.54平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  桥北', '188万', '单价19474元/平米')
('https://image1.ljcdn.com/320100-inspection/2b5c2120-3511-4319-ac6c-e747d763db46.jpg.296x216.jpg', '雅居乐品牌 正规大4房 品牌物业 总价低 前景好', '雅居乐滨江国际一期  | 4室2厅 | 278.28平米 | 南 北 | 其他 | 有电梯', '高楼层(共27层)2017年建板楼  -  江浦街道', '800万', '单价28749元/平米')
('https://image1.ljcdn.com/320100-inspection/3c9ddae9-41b1-4776-b1a8-5b06f30e7667.jpg.296x216.jpg', '弘阳时光里二区 2室2厅 160万', '弘阳时光里二区  | 2室2厅 | 62平米 | 南 | 其他', '中楼层(共18层)暂无数据  -  高新区', '160万', '单价25807元/平米')
('https://image1.ljcdn.com/320100-inspection/28a383c9-d699-4af0-a25f-82d72827fc64.JPG.296x216.jpg', '威尼斯水城十四街区 大三房  全新小区 视野宽阔', '威尼斯水城第十四街区  | 3室2厅 | 129.57平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共18层)2013年建板楼  -  桥北', '255万', '单价19681元/平米')
('https://image1.ljcdn.com/320100-inspection/fa50b3ef-e027-4c84-82d9-60446ead5ae5.jpg.296x216.jpg', '江佑铂庭 隧道口 地铁口 居家装修拎包入住', '江佑铂庭  | 3室2厅 | 93.1平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2012年建板楼  -  江浦街道', '260万', '单价27927元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload6018158d-f29a-4aea-8483-7251efa22233.jpg.296x216.jpg', '大三房。两卫，生活方便，采光充足视野开阔', '天润城第五街区  | 3室2厅 | 130.05平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  桥北', '221万', '单价16994元/平米')
('https://image1.ljcdn.com/320100-inspection/10274601-5d67-462b-a888-45101f4b8df8.JPG.296x216.jpg', '纬三隧道口 小三房 业主诚心出售 毛坯房 小区中间位置', '大新华府  | 3室1厅 | 87.1平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2012年建板楼  -  顶山街道', '185万', '单价21240元/平米')
('https://image1.ljcdn.com/320100-inspection/42893b2f-9252-4b96-b7c7-4142a4d93cb8.jpg.296x216.jpg', '中航物业 改善大平层 带30平储藏室 满二 有车位另卖', '华府国际  | 4室2厅 | 238.02平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共6层)2016年建板楼  -  浦口其它', '460万', '单价19327元/平米')
('https://image1.ljcdn.com/320100-inspection/0f8f469c-42e5-423c-b575-6ab5a9b7890f.jpg.296x216.jpg', '中海三房，格局规整，户型方正 业主诚心出售', '中海万锦熙岸一期  | 3室2厅 | 109.12平米 | 南 | 精装 | 有电梯', '低楼层(共21层)2014年建板楼  -  江浦街道', '265万', '单价24286元/平米')
('https://image1.ljcdn.com/320100-inspection/f03a767e-af2d-40e7-aa42-a452ac44ea5a.jpg.296x216.jpg', '精装修两房 保养还可以 看房比较方便 小区环境优美', '天润城第十四街区  | 2室2厅 | 65.62平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2012年建板楼  -  桥北', '170万', '单价25907元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload8583f0af-ba1a-436c-a423-3cbba2a25402.jpg.296x216.jpg', '通透户型 采光良好 挂顶式空调 拎包入住', '通宇林景雅园  | 2室2厅 | 89.7平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2011年建板楼  -  江浦街道', '262万', '单价29209元/平米')
