('https://image1.ljcdn.com/210100-inspection/5432586b-66d6-4eca-bdd4-0bdfd8f2b1ab.JPG.296x216.jpg', '恒泰骏景 2室1厅 60万', '恒泰骏景  | 2室1厅 | 76.77平米 | 南 北 | 其他', '低楼层(共18层)2009年建板楼  -  于洪区', '60万', '单价7816元/平米')
('https://image1.ljcdn.com/210100-inspection/2228f2ba-bee6-4a67-b742-7b376ab12181.jpg.296x216.jpg', '南北通透 采光充足 园区物业好 配套齐全', '恒大绿洲二期  | 3室2厅 | 140平米 | 东 南 北 | 其他', '低楼层(共32层)板楼  -  于洪区', '97万', '单价6929元/平米')
('https://image1.ljcdn.com/210100-inspection/0ff59692-a1b1-4b9f-92ad-d41b0f9bba77.jpg.296x216.jpg', '阳光100国际新城D组团 1室1厅 43万', '阳光100国际新城D组团  | 1室1厅 | 65.57平米 | 东 | 其他', '低楼层(共31层)暂无数据  -  于洪区', '43万', '单价6558元/平米')
('https://image1.ljcdn.com/210100-inspection/15eca4fa-3b0d-486f-a084-fad52d7b3cbe.JPG.296x216.jpg', '华锐桃源欣城 2室2厅 85万', '华锐桃源欣城  | 2室2厅 | 103.5平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  于洪区', '85万', '单价8213元/平米')
('https://image1.ljcdn.com/210100-inspection/3762086f-8405-452a-aa24-5c5f9e2385e1.JPG.296x216.jpg', '兰亭花园 2室1厅 47万', '兰亭花园  | 2室1厅 | 73.83平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  于洪区', '47万', '单价6366元/平米')
('https://image1.ljcdn.com/210100-inspection/49091019-0065-4ab7-9a65-ebb99341e69f.jpg.296x216.jpg', '七彩阳光顶楼带阁楼南北通透户型采光充足', '七彩阳光  | 3室2厅 | 113.46平米 | 南 北 | 精装', '高楼层(共6层)2006年建板楼  -  于洪区', '89万', '单价7845元/平米')
('https://image1.ljcdn.com/210100-inspection/339393ad-e358-440c-ada0-b442cbf95ff1.jpg.296x216.jpg', '银亿万万城 2室1厅 67万', '银亿万万城  | 2室1厅 | 80.12平米 | 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  于洪区', '67万', '单价8363元/平米')
('https://image1.ljcdn.com/210100-inspection/36b8fd91-0833-40a2-bf51-c99af4e91a9d.JPG.296x216.jpg', '依云北郡C区、清水房，标准南北通透户型、两室一厅', '依云北郡C区  | 2室1厅 | 75.45平米 | 南 北 | 毛坯', '高楼层(共6层)2009年建板楼  -  于洪区', '55万', '单价7290元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload1f3bf1d2-bfd8-4f01-83ff-1a537d8a9820.JPG.296x216.jpg', '那北通透，两室两厅，小高一楼带地下室', '亚都名苑  | 2室2厅 | 91.3平米 | 南 北 | 毛坯', '低楼层(共10层)2012年建板楼  -  于洪区', '78.5万', '单价8599元/平米')
('https://image1.ljcdn.com/210100-inspection/60b601a0-4de2-487f-bbd4-9d83ed236e86.JPG.296x216.jpg', '怒江北街 阳光尚城一期 顶楼带阁楼 采光充足 清水房', '阳光尚城一期  | 4室2厅 | 85.92平米 | 南 北 | 毛坯', '高楼层(共6层)2009年建板楼  -  于洪区', '76.5万', '单价8904元/平米')
('https://image1.ljcdn.com/210100-inspection/d37351f3-54c6-4b8b-ace0-c7d2571ae45d.jpg.296x216.jpg', '于洪区南阳湖大街有浑河南北朝向三室拎包入住方林装修', '碧桂园银河城天域二期  | 3室2厅 | 116.9平米 | 南 北 | 精装', '低楼层(共30层)板楼  -  于洪区', '115万', '单价9838元/平米')
('https://image1.ljcdn.com/210100-inspection/c157aba5-bf6a-4f67-a885-8a835f3d7214.JPG.296x216.jpg', '亚都名苑 2室2厅 74万', '亚都名苑  | 2室2厅 | 99.16平米 | 南 北 | 其他', '中楼层(共23层)2012年建板楼  -  于洪区', '74万', '单价7463元/平米')
('https://image1.ljcdn.com/210100-inspection/5f737eeb-b3e2-44bd-8511-35960841266c.jpg.296x216.jpg', '恒大绿洲二期 2室2厅 85万', '恒大绿洲二期  | 2室2厅 | 99.8平米 | 南 | 其他', '低楼层(共33层)板楼  -  于洪区', '85万', '单价8518元/平米')
('https://image1.ljcdn.com/210100-inspection/34a121a6-c898-446e-a420-7e6070e4ef4c.JPG.296x216.jpg', '依云北郡四期 单间 有装修 带电梯  上下楼方便', '依云北郡四期  | 1室1厅 | 44.16平米 | 东 | 简装', '高楼层(共21层)2014年建板楼  -  于洪区', '34万', '单价7700元/平米')
('https://image1.ljcdn.com/210100-inspection/d325abd6-809c-4658-83a8-e255e96be9f9.JPG.296x216.jpg', '阳光尚城三期 2室2厅 95万', '阳光尚城三期  | 2室2厅 | 89平米 | 南 北 | 精装', '高楼层(共6层)2009年建板楼  -  于洪区', '95万', '单价10675元/平米')
('https://image1.ljcdn.com/210100-inspection/b4603ebd-8ec5-40c2-9a61-dafc1ced3501.JPG.296x216.jpg', '于洪新城 恒大绿洲 高层 视野好 河景房 三室 采光好', '恒大绿洲三期  | 3室2厅 | 119.03平米 | 南 北 | 其他', '低楼层(共32层)板楼  -  于洪区', '95万', '单价7982元/平米')
('https://image1.ljcdn.com/210100-inspection/0cc08427-3c88-41c9-9e5f-d0cfe4640a6b.jpg.296x216.jpg', '简单装修，随时可以看房，中高楼层，视野开阔', '宏发英树  | 1室1厅 | 35.75平米 | 西 | 其他', '低楼层(共34层)2011年建板楼  -  于洪区', '24万', '单价6714元/平米')
('https://image1.ljcdn.com/210100-inspection/99808aa7-5262-48db-8b93-ba99ca9ee6a0.JPG.296x216.jpg', '依云北郡D区 2室2厅 84万', '依云北郡D区  | 2室2厅 | 104平米 | 南 北 | 其他', '高楼层(共13层)2009年建板楼  -  于洪区', '84万', '单价8077元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadc284da1e-4431-4fb1-bba0-dfcdce3e144f.JPG.296x216.jpg', '绿地老街坊 三室两厅 清水房 南北通透', '绿地老街坊  | 3室2厅 | 135.05平米 | 南 北 | 毛坯', '中楼层(共5层)2013年建板楼  -  于洪区', '115万', '单价8516元/平米')
('https://image1.ljcdn.com/210100-inspection/c53d69d1-b1ac-49c9-8344-e04408295d22.JPG.296x216.jpg', '恒大城一期，顶楼跃层，买一顶二，五室两厅两卫', '恒大城一期  | 5室3厅 | 202.59平米 | 东南 北 | 精装', '高楼层(共11层)2014年建板塔结合  -  于洪区', '155万', '单价7651元/平米')
('https://image1.ljcdn.com/210100-inspection/test-3c6fbde4-1d19-42ab-9c16-d97bc0362b11.png.296x216.jpg', '于洪怒江北街 桃源欣城电梯房 南北通透标户', '华锐桃源欣城  | 2室2厅 | 100.53平米 | 南 北 | 简装', '高楼层(共11层)2006年建板楼  -  于洪区', '67万', '单价6665元/平米')
('https://image1.ljcdn.com/210100-inspection/026dc1e1-824e-45e5-96cf-61d5cb355fd1.JPG.296x216.jpg', '亚都名苑 2室2厅 85万', '亚都名苑  | 2室2厅 | 97.36平米 | 南 北 | 其他', '高楼层(共23层)2012年建板楼  -  于洪区', '85万', '单价8731元/平米')
('https://image1.ljcdn.com/210100-inspection/22b400c7-3940-41dc-b5df-a9754664df8d.JPG.296x216.jpg', '远洋公馆 2室1厅 135万', '远洋公馆  | 2室1厅 | 102.75平米 | 南 北 | 其他', '中楼层(共33层)板楼  -  于洪区', '135万', '单价13139元/平米')
('https://image1.ljcdn.com/210100-inspection/d6c703df-484a-4216-92e4-08c5e6bd36bc.jpg.296x216.jpg', '阳光100国际新城E组团 2室2厅 78.5万', '阳光100国际新城E组团  | 2室2厅 | 85.6平米 | 南 | 其他', '高楼层(共32层)2018年建板楼  -  于洪区', '78.5万', '单价9171元/平米')
('https://image1.ljcdn.com/210100-inspection/1e60be8f-67d1-4b0a-a90b-6c4101339978.JPG.296x216.jpg', '阳光尚城4.1期 一室一厅 中间楼层 看房方便', '阳光尚城4.1期  | 1室1厅 | 50.5平米 | 南 | 简装', '高楼层(共26层)2012年建板楼  -  于洪区', '39.5万', '单价7822元/平米')
('https://image1.ljcdn.com/210100-inspection/425fb2c2-ecbb-49fd-9904-738a50cd4db3.JPG.296x216.jpg', '亚都名苑 2室2厅 72万', '亚都名苑  | 2室2厅 | 89.74平米 | 东 南 北 | 其他', '高楼层(共23层)2012年建板楼  -  于洪区', '72万', '单价8024元/平米')
('https://image1.ljcdn.com/210100-inspection/fc61dff9-803a-4fbf-bc27-e709ab2d2706.jpg.296x216.jpg', '碧桂园银河城星语苑 3室2厅 130万', '碧桂园银河城星语苑  | 3室2厅 | 158平米 | 南 北 | 其他', '高楼层(共30层)板楼  -  于洪区', '130万', '单价8228元/平米')
('https://image1.ljcdn.com/210100-inspection/04a5de38-0645-40d3-b09e-6fc8ac888fc5.JPG.296x216.jpg', '阳光尚城4.1期 1室0厅 38万', '阳光尚城4.1期  | 1室0厅 | 47.98平米 | 南 | 其他', '高楼层(共22层)2012年建板楼  -  于洪区', '38万', '单价7920元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload99c67d30-9409-4226-a702-43a32c9456d5.JPG.296x216.jpg', '桃源欣城 二室 小高顶楼  采光好  园区环境优美', '华锐桃源欣城  | 2室2厅 | 98.94平米 | 南 北 | 精装', '高楼层(共11层)2006年建板楼  -  于洪区', '70万', '单价7075元/平米')
('https://image1.ljcdn.com/210100-inspection/017afae8-d4f8-4886-acde-29c63da566cc.JPG.296x216.jpg', '银亿万万城 清水  不临街 把东山', '银亿万万城  | 3室2厅 | 105平米 | 南 北 | 毛坯', '低楼层(共6层)2008年建板楼  -  于洪区', '82万', '单价7810元/平米')
('https://image1.ljcdn.com/210100-inspection/cf69e75c-9101-477a-acfe-85d0550d03a3.jpg.296x216.jpg', '南北通透 双南卧一南厅 多层采光好', '碧桂园银河城银座  | 3室2厅 | 118.69平米 | 南 北 | 其他', '高楼层(共6层)2017年建板楼  -  于洪区', '125万', '单价10532元/平米')
('https://image1.ljcdn.com/210100-inspection/aa316e92-df6a-4fa1-8ae4-1e76b85b031b.JPG.296x216.jpg', '于洪区 银亿万万城 清水房 中间楼层', '银亿万万城  | 3室2厅 | 117.1平米 | 南 北 | 毛坯', '中楼层(共5层)2008年建板楼  -  于洪区', '88万', '单价7515元/平米')
('https://image1.ljcdn.com/210100-inspection/7afc1dc1-8ffc-45c7-941e-3efdee66f35a.JPG.296x216.jpg', '阳光尚城三期 3室2厅 82万', '阳光尚城三期  | 3室2厅 | 95.1平米 | 南 北 | 精装', '中楼层(共9层)2009年建板楼  -  于洪区', '82万', '单价8623元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload450ec351-acd1-496a-b11e-bbc26620e865.JPG.296x216.jpg', '阳光三期 三室两厅 顶楼带阁楼 精装修 房子保持的好', '阳光尚城三期  | 3室2厅 | 112.37平米 | 东 南 北 | 精装', '高楼层(共6层)2009年建板楼  -  于洪区', '120万', '单价10680元/平米')
('https://image1.ljcdn.com/210100-inspection/3a9de7e4-4740-413c-88af-5997227e9c10.jpg.296x216.jpg', '阳光100国际新城D组团 1室1厅 43万', '阳光100国际新城D组团  | 1室1厅 | 36.33平米 | 北 | 其他', '中楼层(共5层)暂无数据  -  于洪区', '43万', '单价11836元/平米')
('https://image1.ljcdn.com/210100-inspection/3905f452-f623-4eb0-a6bf-237a1845abec.jpg.296x216.jpg', '宏发华城世界橙郡 新上南向一室 精装拎包即住', '宏发华城世界橙郡1  | 1室1厅 | 51平米 | 南 | 精装', '高楼层(共18层)2008年建板楼  -  于洪区', '30万', '单价5883元/平米')
('https://image1.ljcdn.com/210100-inspection/82282cb1-bcac-46b7-997d-a9ce7128fff1.jpg.296x216.jpg', '恒大绿洲三期 4室2厅 135万', '恒大绿洲三期  | 4室2厅 | 179平米 | 南 西北 | 其他', '中楼层(共32层)板楼  -  于洪区', '135万', '单价7542元/平米')
('https://image1.ljcdn.com/210100-inspection/fbe909cc-097d-4460-9460-f899ba807968.jpg.296x216.jpg', '水调歌城 3室2厅 49.5万', '水调歌城  | 3室2厅 | 86平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  于洪区', '49.5万', '单价5756元/平米')
('https://image1.ljcdn.com/210100-inspection/fbe5e990-5fbd-4bba-89e8-aaa6d689000a.JPG.296x216.jpg', '怒江北街不临街不把山电梯精装一室一厅一厨一卫保持好', '恒泰骏景  | 1室1厅 | 45.3平米 | 南 | 精装', '高楼层(共11层)2009年建板楼  -  于洪区', '29万', '单价6402元/平米')
('https://image1.ljcdn.com/210100-inspection/055b6b4b-725c-4175-8ac1-dd96d24df215.jpg.296x216.jpg', '水调歌城二期 2室2厅 68万', '水调歌城二期  | 2室2厅 | 78.8平米 | 南 西 北 | 其他', '高楼层(共6层)暂无数据  -  于洪区', '68万', '单价8630元/平米')
('https://image1.ljcdn.com/210100-inspection/46992177-7385-4392-8cf4-c2f4b9ff982b.jpg.296x216.jpg', '楼层好，视野开阔，交通便利，配套齐全', '碧桂园银河城星语苑  | 3室2厅 | 135.37平米 | 南 北 | 其他', '中楼层(共30层)板楼  -  于洪区', '113万', '单价8348元/平米')
('https://image1.ljcdn.com/210100-inspection/3ba6be78-76bd-4627-881e-2101aa2f9bad.jpg.296x216.jpg', '恒大绿洲 楼层好不挡光 生活便利', '恒大绿洲三期  | 3室2厅 | 102.06平米 | 东 南 北 | 其他', '中楼层(共18层)板楼  -  于洪区', '93万', '单价9113元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload040f72a3-17b9-4c70-8480-4c8c0eb2d6e9.jpg.296x216.jpg', '华锐桃源欣城  两居室  环境优美 管理完备', '华锐桃源欣城  | 2室2厅 | 83.73平米 | 东 南 北 | 精装', '高楼层(共6层)2006年建板楼  -  于洪区', '65万', '单价7764元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload951d2263-2fa7-47d5-b8c8-640db84c8624.JPG.296x216.jpg', '依云北郡F区 不把不临 精装修 装修保持好 南北通透', '依云北郡F区  | 4室2厅 | 100.33平米 | 南 北 | 精装', '高楼层(共6层)2009年建板楼  -  于洪区', '135万', '单价13456元/平米')
('https://image1.ljcdn.com/210100-inspection/7dc54d71-4c0b-4429-88a5-8a3423d19add.jpg.296x216.jpg', '阳光100国际新城D组团 2室2厅 51万', '阳光100国际新城D组团  | 2室2厅 | 46.66平米 | 南 | 其他', '中楼层(共5层)暂无数据  -  于洪区', '51万', '单价10931元/平米')
('https://image1.ljcdn.com/210100-inspection/dea11fa2-f903-46fe-ba90-36adcbb8bd1f.JPG.296x216.jpg', '于洪区 怒江北街 银亿格兰局 清水洋房 采光好', '银亿格兰郡  | 3室2厅 | 105.48平米 | 南 北 | 毛坯', '高楼层(共5层)2016年建板楼  -  于洪区', '98万', '单价9291元/平米')
('https://image1.ljcdn.com/210100-inspection/af099542-beb8-492b-8636-0c4c68bba370.jpg.296x216.jpg', '碧桂园银河城 品质小区 全新住宅 环境宜人', '碧桂园银河城星荟  | 3室2厅 | 94平米 | 南 北 | 其他', '高楼层(共27层)暂无数据  -  于洪区', '93万', '单价9894元/平米')
('https://image1.ljcdn.com/210100-inspection/06c2eb92-87db-488d-aa30-b7835933948f.jpg.296x216.jpg', '碧桂园银河城天域二期 2室1厅 84万', '碧桂园银河城天域二期  | 2室1厅 | 87.78平米 | 南 北 | 其他', '中楼层(共30层)2017年建板楼  -  于洪区', '84万', '单价9570元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload1b4770d1-a1ed-4767-8481-03028c4e90b7.JPG.296x216.jpg', '阳光尚城4.1期 精装修 东西北朝向 一室一厅', '阳光尚城4.1期  | 1室0厅 | 37.68平米 | 西 北 | 精装', '中楼层(共26层)2012年建板楼  -  于洪区', '33万', '单价8758元/平米')
('https://image1.ljcdn.com/210100-inspection/8aaa3f17-dee2-4aa5-90ec-37c24c90de50.jpg.296x216.jpg', '碧桂园银河城聆涛 3室2厅 105万', '碧桂园银河城聆涛  | 3室2厅 | 135.67平米 | 南 北 | 其他', '低楼层(共31层)板楼  -  于洪区', '105万', '单价7740元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload2c5856b6-0da0-4531-bf8a-bb9fb5a0a0c4.JPG.296x216.jpg', '银亿格兰郡 此房南北通透，精装修 拎包入住，楼层低', '银亿格兰郡  | 2室1厅 | 91.97平米 | 南 北 | 其他', '低楼层(共26层)2016年建板楼  -  于洪区', '72万', '单价7829元/平米')
('https://image1.ljcdn.com/210100-inspection/6d493fc3-4370-4dfd-a5d4-d0b08640f21d.JPG.296x216.jpg', '大三室，户型方正，精装修，保持的好。集体供暖。', '梧景新村  | 3室2厅 | 143.67平米 | 南 北 | 其他', '低楼层(共24层)暂无数据  -  于洪区', '116万', '单价8075元/平米')
('https://image1.ljcdn.com/210100-inspection/8b65a452-b198-495b-8b51-016e4600310b.JPG.296x216.jpg', '怒江北街 银亿德郡 三室两厅 南北通透 一楼带花园', '银亿德郡  | 3室2厅 | 108.54平米 | 东 南 北 | 精装', '低楼层(共6层)2013年建板楼  -  于洪区', '95万', '单价8753元/平米')
('https://image1.ljcdn.com/210100-inspection/c81e1c99-7cad-4359-92cc-5b7dfea9b293.JPG.296x216.jpg', '恒大城二期 高层一楼 带花园  举架高  复式户型', '恒大城二期  | 1室1厅 | 43.56平米 | 东南 | 简装', '低楼层(共28层)2014年建板塔结合  -  于洪区', '48万', '单价11020元/平米')
('https://image1.ljcdn.com/210100-inspection/4e6a7721-1020-4baa-b44f-4103b9ceba36.jpg.296x216.jpg', '阳光100国际新城E组团 2室1厅 60万', '阳光100国际新城E组团  | 2室1厅 | 74平米 | 西 | 其他', '高楼层(共32层)2018年建板楼  -  于洪区', '60万', '单价8109元/平米')
('https://image1.ljcdn.com/210100-inspection/170c12bb-4484-4f93-8b87-b5b2e2294694.JPG.296x216.jpg', '阳光尚城三期  顶楼带阁楼  精装修  视野开阔', '阳光尚城三期  | 3室2厅 | 112.7平米 | 南 北 | 精装', '高楼层(共6层)2009年建板楼  -  于洪区', '120万', '单价10648元/平米')
('https://image1.ljcdn.com/210100-inspection/ea7f8505-1420-40e1-acf0-00ccdbd2149e.JPG.296x216.jpg', '华锐桃源欣城 3室2厅 83万', '华锐桃源欣城  | 3室2厅 | 104平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  于洪区', '83万', '单价7981元/平米')
('https://image1.ljcdn.com/210100-inspection/3f506ffb-64c2-443e-b076-7fac55e7863e.jpg.296x216.jpg', '恒大绿洲三期 2室2厅 93万', '恒大绿洲三期  | 2室2厅 | 105.6平米 | 东 南 | 其他', '高楼层(共33层)板楼  -  于洪区', '93万', '单价8807元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadc29304ad-5a8e-4887-a413-62d574f36cb5.JPG.296x216.jpg', '阳光尚城4.1期   一室单间  视野开阔', '阳光尚城4.1期  | 1室0厅 | 37.68平米 | 西 北 | 其他', '高楼层(共26层)2012年建板楼  -  于洪区', '31万', '单价8228元/平米')
('https://image1.ljcdn.com/210100-inspection/dcdb763c-ab0b-4caf-8a2c-40f9d4a77488.JPG.296x216.jpg', '阳光尚城一期 2室2厅 91万', '阳光尚城一期  | 2室2厅 | 96.38平米 | 南 北 | 其他', '低楼层(共6层)板楼  -  于洪区', '91万', '单价9442元/平米')
('https://image1.ljcdn.com/210100-inspection/bf8f53cf-c81e-493c-b797-073457d76d99.JPG.296x216.jpg', '依云北郡F区 3室2厅 125万', '依云北郡F区  | 3室2厅 | 112平米 | 南 北 | 其他', '低楼层(共6层)2009年建板楼  -  于洪区', '125万', '单价11161元/平米')
('https://image1.ljcdn.com/210100-inspection/2c5b9cc8-61ba-450a-baee-743d6f374f63.jpg.296x216.jpg', '恒大绿洲二期 4室2厅 120万', '恒大绿洲二期  | 4室2厅 | 165.37平米 | 南 北 | 其他', '低楼层(共18层)板楼  -  于洪区', '120万', '单价7257元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload5d4b34ec-2ab8-44d2-a98b-9a7bf4e578d1.JPG.296x216.jpg', '依云北郡B区 简单装修 两室两厅一厨一卫 南北通透户型', '依云北郡B区  | 2室2厅 | 91平米 | 南 北 | 简装', '低楼层(共6层)2008年建板楼  -  于洪区', '80万', '单价8792元/平米')
