('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload148a0280-b2b4-46ef-b187-27339d6859d8.JPG.296x216.jpg', '高品质小区，人车分流，板式户型，精装2+1户型', '大华锦绣华城(十四街区)  | 2室2厅 | 83.69平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2011年建板楼  -  北蔡', '698万', '单价83404元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b15b8894-ed86-4a76-ba8d-3fe57dd8bf24.png.296x216.jpg', '城中花园，小三房，顶楼，有钥匙看房随时', '城中花园  | 3室2厅 | 111.17平米 | 南 | 简装 | 有电梯', '高楼层(共16层)2006年建板楼  -  康桥', '440万', '单价39580元/平米')
('https://image1.ljcdn.com/310000-inspection/161f9ad7-beea-411c-8739-f5010c4bf764.jpg.296x216.jpg', '2010年商品房  小区中间位置    房龄新    居住环境好', '天和湖滨家园(公寓)  | 2室2厅 | 97.73平米 | 南 | 精装 | 有电梯', '中楼层(共13层)2010年建板楼  -  川沙', '358万', '单价36632元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload6f60e922-92ef-4d88-bc33-9f8f98e34a61.jpg.296x216.jpg', '凌兆新村(上浦路355弄) 2室1厅 310万', '凌兆新村(上浦路355弄)  | 2室1厅 | 59.12平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1997年建板楼  -  三林', '310万', '单价52436元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170228/ea7fb9e9-a99f-466d-904a-15c9d7c5950a.jpg.296x216.jpg', '仁恒滨江园小两房，200万精致装修，带地暖，品质小区', '仁恒滨江园  | 2室2厅 | 88.99平米 | 北 | 精装 | 有电梯', '中楼层(共27层)2001年建板楼  -  陆家嘴', '1050万', '单价117991元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160112/520f87d8-29a1-4763-af06-c9f761a1b962.jpg.296x216.jpg', '一房简单装修，看中价格可谈，配套齐全，诚心出售', '清风丽苑  | 1室1厅 | 62.21平米 | 南 | 简装', '低楼层(共11层)2009年建板楼  -  泥城镇', '130万', '单价20897元/平米')
('https://image1.ljcdn.com/310000-inspection/test-bfa13425-18eb-4096-a2ad-762b8c65bc1f.png.296x216.jpg', '一手动迁，顶楼复式，全明户型，花园位置，刚需之选。', '玉兰香苑(三期)  | 1室2厅 | 57.95平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2007年建板楼  -  张江', '345万', '单价59535元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6c2763bc-f17b-4445-925d-9e47c1399a00.png.296x216.jpg', '双南户型南北通 别墅旁区心位置 多层电梯无个税', '幸福小镇(公寓)  | 2室2厅 | 99.41平米 | 南 北 | 精装 | 有电梯', '低楼层(共6层)2005年建板楼  -  高行', '510万', '单价51303元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160714/70480108-f14d-488b-bcac-238a60f90e31.jpg.296x216.jpg', '金桥六号线公交 医院 广场 公园五分.钟覆盖', '同方锦城  | 3室2厅 | 141.49平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2004年建板楼  -  金桥', '865万', '单价61136元/平米')
('https://image1.ljcdn.com/310000-inspection/test-227a0802-c5f6-4d49-8c78-8aa91287dc62.png.296x216.jpg', '上南五村 2室1厅 255万', '上南五村  | 2室1厅 | 51.62平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1984年建板楼  -  世博', '255万', '单价49400元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170726/4ba2cd77-0af6-4b45-98dc-d9246829f02d.jpg.296x216.jpg', '满五年，税费少，看房随时，学.区未用.', '张杨花苑  | 2室2厅 | 119.51平米 | 南 | 精装 | 有电梯', '低楼层(共12层)2000年建板楼  -  洋泾', '845万', '单价70706元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2b2e0525-ef2c-4448-9421-bd0727a0265b.png.296x216.jpg', '精装小户型两房，婚房装修拎包即住，无需装修', '海通新村  | 2室2厅 | 67.36平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1997年建板楼  -  周浦', '256.5万', '单价38079元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9716621f-b98e-428c-b257-5dca66ca3967.png.296x216.jpg', '临沂大楼 2室2厅 520万', '临沂大楼  | 2室2厅 | 88.27平米 | 南 | 其他 | 有电梯', '低楼层(共25层)1994年建塔楼  -  南码头', '520万', '单价58911元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170424/c0f42dd6-7212-4583-b1e8-77744a11a094.jpg.296x216.jpg', '地铁6号线8号线双轨，交通便利，户型方正 板式户型', '凌兆新村(上浦路276弄)  | 2室1厅 | 72.12平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  三林', '353万', '单价48947元/平米')
('https://image1.ljcdn.com/310000-inspection/test-815cb4fb-9689-4791-8f42-1c1cbe06c944.png.296x216.jpg', '杉林新月环林东路875弄 2室2厅 439万', '杉林新月环林东路875弄  | 2室2厅 | 83.33平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2006年建板楼  -  三林', '439万', '单价52683元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160912/747d8c66-ff67-46b4-971b-919cfd1da2e4.jpg.296x216.jpg', '双秀南园 3室2厅 520万', '双秀南园  | 3室2厅 | 120.16平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2004年建板楼  -  康桥', '520万', '单价43276元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170611/be4af4c0-3228-44a9-9562-a030352bce55.jpg.296x216.jpg', '楼层 好 精装修三房 房型正气 诚意出售 价格可谈', '北中路280弄  | 3室2厅 | 96.07平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1995年建板楼  -  北蔡', '490万', '单价51005元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ff8671b2-4c71-4bdb-82ac-59d317a78a1e.png.296x216.jpg', '海尚乐苑 1室1厅 228万', '海尚乐苑  | 1室1厅 | 59平米 | 南 | 其他 | 有电梯', '中楼层(共14层)2010年建板楼  -  康桥', '228万', '单价38645元/平米')
('https://image1.ljcdn.com/310000-inspection/97b5c5f0-5e96-4b6f-9573-937a06e7ea0e.jpg.296x216.jpg', '吉利名苑，中环内，前滩旁，两年婚房装修，拎包入住。', '吉利名苑  | 2室1厅 | 79.98平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2009年建板楼  -  三林', '620万', '单价77520元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171127/8efa25b1-faeb-40c4-8071-7c1b5291d746.jpg.296x216.jpg', '原两房改一房，婚房精装，成熟小区，配套齐全！', '云莲苑  | 1室1厅 | 66.01平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1998年建板楼  -  世博', '410万', '单价62112元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d3341f87-e2da-47b0-839d-cc352cef7cec.png.296x216.jpg', '低总价，只有1%个税  南北通好户型 诚意出售一手动迁', '浦江东旭公寓  | 3室2厅 | 100.51平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2009年建板楼  -  金桥', '483万', '单价48055元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170703/1d1923e2-408d-4219-95dd-d1f87430c7b0.jpg.296x216.jpg', '1梯2户 诚意出售 楼层好 得房率高 房型正气 价格可谈', '浦发绿城  | 2室2厅 | 81.57平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2004年建板楼  -  三林', '368万', '单价45115元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c7962c90-faaf-466a-85d6-82060533d6e5.png.296x216.jpg', '中虹低于市场价的一房装修。价格可谈我来帮你搞定', '中虹家园  | 1室1厅 | 51.48平米 | 南 | 其他 | 有电梯', '高楼层(共14层)2011年建板楼  -  曹路', '220万', '单价42736元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160324/729968c8-0310-485a-84df-48a792fd4425.jpg.296x216.jpg', '诚心出售，房型正气，邻近地铁，景观房，有钥匙', '仙都绿苑  | 1室2厅 | 73.08平米 | 南 | 精装 | 有电梯', '中楼层(共28层)2005年建塔楼  -  金杨', '385万', '单价52682元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1af56227-2a0f-4fb7-ac5a-fb583055c540.png.296x216.jpg', '在寂静中品味，在喧闹中生活，中间楼层，业主诚售', '昱龙家园  | 2室2厅 | 74平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)2006年建板楼  -  康桥', '285万', '单价38514元/平米')
('https://image1.ljcdn.com/310000-inspection/215d79b1-8f49-4215-acec-78fb920b92a3.jpg.296x216.jpg', '2号线科技馆06年次新房群英聚集环境好', '陆家嘴中央公寓  | 2室2厅 | 122.97平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2006年建板楼  -  杨东', '1250万', '单价101651元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload41681622-6382-4a18-8648-5d795302f0d1.jpg.296x216.jpg', '18号线地铁+近东南门南北通两房+满五唯一+采光无遮挡', '绿地康桥新苑  | 2室2厅 | 77平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  康桥', '355万', '单价46104元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170626/9c67404c-6c9e-498f-99a0-72e784e6dd3c.jpg.296x216.jpg', '蓝城小区 2室1厅 368万', '蓝城小区  | 2室1厅 | 63.37平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  金桥', '368万', '单价58072元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1919d554-5c49-496a-8efc-dbeedc1c9311.png.296x216.jpg', '小区总价实惠，近期必卖房源 内环小户型， 满两年', '金桂小区  | 2室1厅 | 66.05平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  花木', '550万', '单价83271元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8e1a0eb0-b4fa-4fd7-b3fb-27b7e719c682.png.296x216.jpg', '经典一房，诚意出售，价格实惠，交通便利', '云帆雅苑  | 1室1厅 | 55.6平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)2007年建板楼  -  泥城镇', '120万', '单价21583元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170928/0399d6f9-c41a-45af-9fd5-e73cf18afca8.jpg.296x216.jpg', '婚房装修，一楼带双天井户型好，小区位置好，看房方便', '伟业金锦苑三村  | 2室1厅 | 78.6平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2003年建板楼  -  金桥', '460万', '单价58525元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d06d43cb-0d3f-4a3e-bfd7-57d09a8ac758.png.296x216.jpg', '满五，采光好，看房方便，装修保养很好', '开发浦东  | 2室1厅 | 67.58平米 | 东南 | 简装 | 有电梯', '低楼层(共25层)1991年建塔楼  -  潍坊', '550万', '单价81386元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160601/80a2a810-bded-460b-81b7-1fb62a672a70.jpg.296x216.jpg', '房东再次降价，2013年交房，毛坯！方便装修，有钥匙！', '绿地崴廉公寓  | 2室2厅 | 97.97平米 | 南 | 毛坯 | 有电梯', '低楼层(共16层)2013年建板楼  -  高行', '535万', '单价54609元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170525/5b44c329-5237-453f-bd55-db899453927a.jpg.296x216.jpg', '上海未来小三房+送大花园+金桥国际广场+6  14地铁沿线', '上海未来  | 3室2厅 | 99.75平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2005年建板楼  -  金杨', '838万', '单价84011元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161126/0aebe4cf-be0f-4815-8d75-ab62b06d1ba5.jpg.296x216.jpg', '次新商品房，中间楼层出行便利，满二税少', '民乐城惠益绿苑  | 2室1厅 | 78平米 | 南 | 毛坯 | 有电梯', '中楼层(共14层)2014年建板楼  -  惠南', '220万', '单价28206元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161008/b3af12d5-a3a8-45d6-b2e7-9ece031a53c1.jpg.296x216.jpg', '同户型价格优惠业主置换二次降价出售诚心出售到价签字', '阳光城愉景湾  | 3室2厅 | 111.58平米 | 南 北 | 精装', '高楼层(共20层)板楼  -  川沙', '615万', '单价55118元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180126/4e29fc3d-946f-4839-a674-a4871229637e.jpg.296x216.jpg', '交通配套齐全，高区采光通风极好户型正气', '大华锦绣华城(四街区)  | 3室2厅 | 113.25平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2010年建板楼  -  北蔡', '800万', '单价70641元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171211/d1ca4047-add9-46c9-a8a9-d3b8d1917561.jpg.296x216.jpg', '海尚康庭 电梯高层  满五年唯一免个税 随时看房 急售', '海尚康庭  | 2室1厅 | 73平米 | 南 | 精装 | 有电梯', '高楼层(共14层)2008年建板楼  -  康桥', '280万', '单价38357元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171020/ca38a0b2-8925-4072-9452-c58623199ca8.jpg.296x216.jpg', '临园小区、中间楼层、双南采光满五唯一近川沙站500米', '临园小区  | 2室1厅 | 52.8平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1982年建板楼  -  川沙', '205万', '单价38826元/平米')
('https://image1.ljcdn.com/310000-inspection/test-968bc148-08af-4c86-80dc-b1e2ee35022b.png.296x216.jpg', '电梯房，全南户型    视野开阔', '明珠花苑(浦东)  | 3室2厅 | 136.66平米 | 南 | 简装 | 有电梯', '高楼层(共24层)1995年建板楼  -  世博', '680万', '单价49759元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160807/139a9017-b046-417c-94a3-69a1f727942f.jpg.296x216.jpg', '满五唯一，楼层好，小区中间位置，不靠路', '香楠小区  | 2室2厅 | 62.75平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1995年建板楼  -  张江', '375万', '单价59761元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160727/2abc687c-30db-4acd-ad90-12a93061421a.jpg.296x216.jpg', '临港新城新芦苑 三房两厅一卫 房东置换诚意出售！', '新芦苑  | 3室2厅 | 114.69平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  临港新城', '180万', '单价15695元/平米')
('https://image1.ljcdn.com/310000-inspection/test-13b5956e-6340-4cc3-a1a4-356736254e45.png.296x216.jpg', '业主急售  南北通透  房型正气', '连城新苑  | 2室2厅 | 95.85平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2006年建板楼  -  金桥', '495万', '单价51644元/平米')
('https://image1.ljcdn.com/310000-inspection/76c011a8-2326-43d5-be57-a3334fca3e8a.jpg.296x216.jpg', '多层南北通三房板式户型小区内三房价格优惠得房率高', '东方吉苑  | 3室2厅 | 113.13平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)2007年建板楼  -  三林', '698万', '单价61699元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3ae2004f-3a0f-4fd0-82b3-206f76fb4d9f.png.296x216.jpg', '位置安静，高楼层景观房，只此一套', '东方城市花园(二期)  | 3室2厅 | 161.96平米 | 南 | 毛坯 | 有电梯', '高楼层(共30层)2005年建板楼  -  塘桥', '1200万', '单价74093元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170811/451d6596-2635-44dc-a5c7-bd603cfaf3b7.jpg.296x216.jpg', '绿地景汇佳苑 三房两卫 600万 随时看房 诚意出售', '绿地景汇佳苑  | 3室2厅 | 118平米 | 暂无数据 | 其他 | 有电梯', '低楼层(共21层)2014年建板楼  -  周浦', '600万', '单价50848元/平米')
('https://image1.ljcdn.com/310000-inspection/test-77ff2f2d-52bc-4719-be31-009f984ddc0b.png.296x216.jpg', '热卖2+1房户型、装修20万全送、2013年新小区近16号/', '汇锦城三期  | 3室2厅 | 85.6平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2013年建板楼  -  新场', '260万', '单价30374元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171027/10075bd3-c9b9-46c6-9c62-9ec156987efe.jpg.296x216.jpg', '南江苑 1室1厅 275万', '南江苑  | 1室1厅 | 48.73平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1999年建板楼  -  三林', '275万', '单价56434元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160614/5c9a31e0-4d3a-4f11-9a91-85e7ef3e746f.jpg.296x216.jpg', '动迁满五唯一，全明户型，随时看房，位置佳，闹中取静', '金台三居  | 3室1厅 | 91.46平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1998年建板楼  -  金杨', '415万', '单价45376元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7a617d14-100a-4f47-a38e-7567e7782979.png.296x216.jpg', '高行绿洲优质两房 总价低 税费少 房东诚心卖 看房方便', '高行绿洲(六期)  | 2室1厅 | 74平米 | 南 | 毛坯 | 有电梯', '低楼层(共14层)2011年建板楼  -  高东', '300万', '单价40541元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170820/085fe465-141e-4aa8-a665-40cc5717d2a7.jpg.296x216.jpg', '临河满五唯一  可2房改3房  小区单价总价低  税费各付', '张杨南苑  | 2室2厅 | 74.79平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  洋泾', '580万', '单价77551元/平米')
('https://image1.ljcdn.com/310000-inspection/test-46909d57-069d-4332-95cf-180233aa16ab.png.296x216.jpg', '满5唯1省税，灵动户型可改3房,11号三林东站900米', '凌霄苑  | 2室2厅 | 76.28平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1999年建板楼  -  三林', '365万', '单价47851元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180107/d66fcede-6a2e-4552-9487-1da043906283.jpg.296x216.jpg', '锦绣华庭东南北三面采光四房，赠送一个产权车位', '锦绣华庭  | 4室2厅 | 141.26平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2004年建板楼  -  杨东', '1250万', '单价88490元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload5e9f0852-670a-4ee7-a19f-7e9448ca3cb1.jpg.296x216.jpg', '古棕路上临港佳园毛坯房可以任意装修。', '临港家园  | 2室2厅 | 97.54平米 | 南 | 毛坯 | 无电梯', '中楼层(共4层)2007年建板楼  -  临港新城', '220万', '单价22555元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161016/69b9780f-86fe-44db-a609-52d93d612e07.jpg.296x216.jpg', '六楼带露台可以改两房，适合过度。', '丽泽荷亭苑  | 1室1厅 | 60.11平米 | 暂无数据 | 简装 | 无电梯', '高楼层(共6层)2009年建板楼  -  书院镇', '138万', '单价22958元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7844ff1a-d1c8-42fa-8d5a-4b5524a33223.png.296x216.jpg', '金桂小区 3室1厅 670万', '金桂小区  | 3室1厅 | 88.44平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)1994年建板楼  -  花木', '670万', '单价75758元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170520/a3a20a2f-1ecb-417e-b9a9-aa8c057c27f9.jpg.296x216.jpg', '浦发绿城1960弄 近地铁、菜场 中间楼层 毛坯房 满五年', '浦发绿城  | 2室1厅 | 72.44平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)2004年建板楼  -  三林', '355万', '单价49007元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170228/86e2dba9-f519-4433-9642-fd8b2c3266d8.jpg.296x216.jpg', '南进门 二十平私密花园 小朋友的游乐场 期待你的看房', '绿波城  | 2室2厅 | 86.57平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2006年建板楼  -  唐镇', '390万', '单价45051元/平米')
