('https://image1.ljcdn.com/210200-inspection/test-dcd62141-21c7-4d86-950f-713e1e1aecf0.png.296x216.jpg', '侯一小区 1室1厅 51万', '侯一小区  | 1室1厅 | 49.43平米 | 西 | 其他 | 无电梯', '低楼层(共7层)1993年建板楼  -  侯家沟', '51万', '单价10318元/平米')
('https://image1.ljcdn.com/210200-inspection/test-451b9a95-24a3-4a47-a041-b485cfd3cffd.png.296x216.jpg', '帝欧花园 两室两厅 南北通透 全明户型', '帝欧花园  | 2室2厅 | 92.45平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2005年建板楼  -  绿波', '159万', '单价17199元/平米')
('https://image1.ljcdn.com/210200-inspection/bb886fe1-008d-4ed6-b867-4bb976874ec0.jpg.296x216.jpg', '幸福e家五期 4室2厅 650万', '幸福e家五期  | 4室2厅 | 173.8平米 | 南 北 | 精装 | 有电梯', '低楼层(共9层)2009年建板楼  -  幸福e家', '650万', '单价37400元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload7fcbf557-0ff7-4ca2-8e31-d10eed908353.jpg.296x216.jpg', '孙家沟 位置好 价格低 田字格三室 房主诚心出售', '孙家沟  | 3室2厅 | 82.8平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1990年建板楼  -  孙家沟', '93.8万', '单价11329元/平米')
('https://image1.ljcdn.com/210200-inspection/test-139f3dc7-96fc-4bd8-a369-e743ca8288cb.png.296x216.jpg', '星海广场 错层精装修户型 年轻人', '壹品星海公寓  | 1室1厅 | 59.64平米 | 西南 | 精装 | 有电梯', '低楼层(共25层)2003年建板塔结合  -  星海广场', '85万', '单价14253元/平米')
('https://image1.ljcdn.com/210200-inspection/c2393c89-9792-4524-9328-71be19c1abde.jpg.296x216.jpg', '沙区医院 两室一厅 户型佳 看房方便 双顶', '沙区医院  | 2室1厅 | 79.09平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  辽师', '76万', '单价9610元/平米')
('https://image1.ljcdn.com/210200-inspection/test-73d473d6-45db-4811-a392-4871efd5517e.png.296x216.jpg', '侯二小区 2室1厅 67.5万', '侯二小区  | 2室1厅 | 59.96平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1992年建板楼  -  侯家沟', '67.5万', '单价11258元/平米')
('https://image1.ljcdn.com/210200-inspection/b861af45-b054-4ac3-9aa2-8774e7babb51.jpg.296x216.jpg', '大华御庭 2室1厅 235万', '大华御庭  | 2室1厅 | 96.14平米 | 东 南 北 | 其他 | 有电梯', '高楼层(共17层)2009年建板楼  -  星海人家商圈', '235万', '单价24444元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ef4cad16-063e-43b0-baaf-757574058511.png.296x216.jpg', '侯一小区 1室1厅 38万', '侯一小区  | 1室1厅 | 37平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1992年建板楼  -  侯家沟', '38万', '单价10271元/平米')
('https://image1.ljcdn.com/210200-inspection/b663fca6-bd71-4599-8630-54743a2a60d3.jpg.296x216.jpg', '地角好 交通出行便利 地铁沿线 两室南北通厅 开门头', '幸福小区  | 2室1厅 | 71.77平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1998年建板楼  -  辽师', '96万', '单价13377元/平米')
('https://image1.ljcdn.com/210200-inspection/test-13097460-647c-4788-8468-4a03ebfd728c.png.296x216.jpg', '绿波小区 2室1厅 84万', '绿波小区  | 2室1厅 | 67.4平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1998年建板楼  -  绿波', '84万', '单价12463元/平米')
('https://image1.ljcdn.com/210200-inspection/3090c8a3-d422-48a2-8af4-e15a488e6689.jpg.296x216.jpg', '精装修一室两厅 装修干净保持好 房主诚心卖 价钱可谈', '颐和星海  | 1室2厅 | 77.21平米 | 南 | 精装 | 有电梯', '低楼层(共38层)2013年建板楼  -  孙家沟', '170万', '单价22018元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2b2c99f2-1e21-441a-abbe-e83b30081285.png.296x216.jpg', '恒达花园，大一室，楼层好，格局规整，采光时间长。', '恒达花园（沙河口）  | 1室1厅 | 46.72平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  辽师', '61万', '单价13057元/平米')
('https://image1.ljcdn.com/210200-inspection/test-94d014ea-7b5d-4ed9-a6c1-6577e57dc9fe.png.296x216.jpg', '西安路 地铁1号线中长街 小高层  等房率高', '华阳风尚  | 2室2厅 | 78.49平米 | 西 北 | 精装 | 有电梯', '高楼层(共10层)2009年建板楼  -  丽景', '155万', '单价19748元/平米')
('https://image1.ljcdn.com/210200-inspection/95980d2b-ff9d-42c4-8f6e-7e13020dac08.jpg.296x216.jpg', '马栏富民广场双南向两室中间楼层看房方便有钥匙', '马栏小学南  | 2室1厅 | 48.56平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  马栏', '47万', '单价9679元/平米')
('https://image1.ljcdn.com/210200-inspection/daf61a01-3908-4566-b02b-609845c63096.jpg.296x216.jpg', '北昌平小区 1室1厅 51万', '北昌平小区  | 1室1厅 | 36.36平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1994年建板楼  -  西安路', '51万', '单价14027元/平米')
('https://image1.ljcdn.com/210200-inspection/2d50f387-9f33-44ef-8bcd-feba71327276.jpg.296x216.jpg', '外墙保温已做 户型好 南北卧室 装修还不错', '交通大学  | 2室1厅 | 58.15平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  辽师', '64.5万', '单价11093元/平米')
('https://image1.ljcdn.com/210200-inspection/e7f0be6b-470d-41b3-a730-1ff707abf9a3.JPG.296x216.jpg', '上跃三层\u3000两个独立户\u3000适合三代居\u3000赠送两个大露台', '中海英伦观邸  | 3室2厅 | 127.97平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2009年建板楼  -  绿波', '332万', '单价25944元/平米')
('https://image1.ljcdn.com/210200-inspection/34ff235f-4fab-4482-a1ca-9d15e12c31c6.JPG.296x216.jpg', '宅语原 1室1厅 134万精品小户型', '宅语原  | 1室1厅 | 57.44平米 | 南 | 简装 | 有电梯', '低楼层(共22层)2008年建板楼  -  软件园', '134万', '单价23329元/平米')
('https://image1.ljcdn.com/210200-inspection/b04125d6-7086-4a1e-a418-e629b1f4fca2.jpg.296x216.jpg', '星海广场 星海大观 写字间，精装修', '星海大观  | 2室1厅 | 102.14平米 | 南 | 精装 | 有电梯', '中楼层(共50层)2010年建板楼  -  星海广场', '220万', '单价21540元/平米')
('https://image1.ljcdn.com/210200-inspection/test-24ccf90b-0ca5-401f-93dd-b7f1e358cd98.png.296x216.jpg', '侯一小区 3室1厅 98.8万', '侯一小区  | 3室1厅 | 77.5平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1993年建板楼  -  侯家沟', '98.8万', '单价12749元/平米')
('https://image1.ljcdn.com/210200-inspection/ff9c7e62-4f8c-4176-89a2-71dfd8989da2.jpg.296x216.jpg', '星海公园北侧难得2室2厅南北通透中间楼层', '星海公园  | 2室2厅 | 102.93平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)1993年建板楼  -  黑石礁', '138万', '单价13408元/平米')
('https://image1.ljcdn.com/210200-inspection/c8c3191e-8d7e-4352-9fd3-7780da392bff.JPG.296x216.jpg', '东财烛光园 2室2厅 228万', '东财烛光园  | 2室2厅 | 114.5平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)1998年建板楼  -  黑石礁', '228万', '单价19913元/平米')
('https://image1.ljcdn.com/210200-inspection/33331a34-1bc8-44e6-97c4-73aea2e1de02.jpg.296x216.jpg', '台四小区，两室精装 视野开阔 拎包入住', '台四小区  | 2室1厅 | 60.18平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  南沙', '75万', '单价12463元/平米')
('https://image1.ljcdn.com/210200-inspection/test-56d01b20-eb7b-499d-89f8-92911c2821eb.png.296x216.jpg', '精装三室 可打阁楼 光线好 无遮挡 南北通透 五明户型', '绿都园  | 3室1厅 | 112.4平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)2000年建板楼  -  丽景', '110万', '单价9787元/平米')
('https://image1.ljcdn.com/210200-inspection/test-1d52c79e-1c55-4965-9a34-8b851a63ac30.png.296x216.jpg', '西安路 福佳新天地 南向小户型 价可议', '福佳新天地  | 1室0厅 | 49.41平米 | 南 | 简装 | 有电梯', '中楼层(共29层)2003年建塔楼  -  西安路', '73万', '单价14775元/平米')
('https://image1.ljcdn.com/210200-inspection/6c6d5cfa-0bf0-441d-9b47-fe17b62df072.jpg.296x216.jpg', '台四小区 2室2厅 114万', '台四小区  | 2室2厅 | 87.67平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  南沙', '114万', '单价13004元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload51fec17c-51b4-4c33-8dc7-8902aae09ebb.jpg.296x216.jpg', '79中 近中山公园 总价低 位置好', '79中永平  | 2室1厅 | 49.34平米 | 东 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  中山公园', '135万', '单价27362元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d315735f-bd3c-4421-9734-07ccaf35a39b.png.296x216.jpg', '金玉星海 3室1厅 252万', '金玉星海  | 3室1厅 | 180.13平米 | 南 | 毛坯 | 有电梯', '中楼层(共29层)2005年建板楼  -  星海广场', '252万', '单价13990元/平米')
('https://image1.ljcdn.com/210200-inspection/12783629-9fbf-47dd-823c-239b1b882f79.jpg.296x216.jpg', '装修保持完好，可看海景，跃层，诚意出售。', '壹品星海三期  | 3室2厅 | 251.27平米 | 南 北 | 精装 | 有电梯', '高楼层(共15层)2007年建板楼  -  星海广场', '590万', '单价23481元/平米')
('https://image1.ljcdn.com/210200-inspection/fa3c3d04-427e-4e40-8f57-538cdbd8f15b.jpg.296x216.jpg', '79中广电中心 1室0厅 108万', '79中广电中心  | 1室0厅 | 34.31平米 | 东 | 简装 | 无电梯', '中楼层(共8层)1988年建板楼  -  中山公园', '108万', '单价31478元/平米')
('https://image1.ljcdn.com/210200-inspection/33f319e2-c7c5-415c-a1fd-7483ee36a399.jpg.296x216.jpg', '南沙\u3000台四小区\u3000\u3000单价低，自住 总价低！', '台四小区  | 4室3厅 | 193平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  南沙', '149万', '单价7721元/平米')
('https://image1.ljcdn.com/210200-inspection/d15222ef-d4bb-4725-ab07-313bd722059f.JPG.296x216.jpg', '锦云中园 新玛特后身 6楼  3室 交通方便 配套齐全', '锦云中园  | 3室1厅 | 76.8平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1996年建板楼  -  锦绣', '71万', '单价9245元/平米')
('https://image1.ljcdn.com/210200-inspection/cc64fd0e-237b-41e6-b0ae-f68bc48c0cfc.jpg.296x216.jpg', '北昌平小区 2室1厅 78万', '北昌平小区  | 2室1厅 | 58.59平米 | 南 北 | 其他 | 无电梯', '中楼层(共8层)1993年建板楼  -  西安路', '78万', '单价13313元/平米')
('https://image1.ljcdn.com/210200-inspection/423a5c37-1b2f-444c-baf0-4bb29fa1d444.jpg.296x216.jpg', '在马栏广场 无坡交通方便 配套齐全', '兰玉街  | 1室1厅 | 46.51平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1990年建板楼  -  马栏', '45万', '单价9676元/平米')
('https://image1.ljcdn.com/210200-inspection/1a557f85-2661-4869-9e6a-6e4dde7294bb.jpg.296x216.jpg', '21中 天兴社区 南北三室户型好 采光好', '21中天兴花园三期  | 3室2厅 | 140平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2000年建板楼  -  中山公园', '280万', '单价20000元/平米')
('https://image1.ljcdn.com/210200-inspection/test-0b2179c0-d0a4-40d3-a10f-8bc847535294.png.296x216.jpg', '79中万泰花园 3室2厅 200万', '79中万泰花园  | 3室2厅 | 69.74平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  中山公园', '200万', '单价28678元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ae1218dc-c007-41f7-8a14-f2a06dd24ca9.png.296x216.jpg', '三室南厅户型 中间楼层 距离八中大门150米 封闭小区', '北洋小区  | 3室3厅 | 130.66平米 | 南 北 | 简装 | 无电梯', '中楼层(共8层)1999年建板楼  -  西安路', '185万', '单价14159元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploaddc1443e4-7533-42b1-8390-36b338855e08.jpg.296x216.jpg', '孙家沟 2室1厅 63万', '孙家沟  | 2室1厅 | 57.13平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1993年建板楼  -  孙家沟', '63万', '单价11028元/平米')
('https://image1.ljcdn.com/210200-inspection/test-6f01164b-54bb-45f3-9b58-1228cb906509.png.296x216.jpg', '锦华北园 南北通透两室 全明户型 一楼有院子', '锦华北园  | 2室2厅 | 98.67平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2002年建板楼  -  锦绣', '162万', '单价16419元/平米')
('https://image1.ljcdn.com/210200-inspection/a452527c-27fb-4b52-8cbc-7f6655b11a1d.jpg.296x216.jpg', '马栏广场 南向两室 精装修 采光充足', '观山满庭芳  | 2室1厅 | 73.81平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2008年建板楼  -  马栏', '125万', '单价16936元/平米')
('https://image1.ljcdn.com/210200-inspection/a1313c15-0239-4ee7-84a5-0780532ecdf3.jpg.296x216.jpg', '壹品星海位置好,采光好,带一个超大的平台.', '壹品星海二期  | 3室1厅 | 189.29平米 | 南 北 | 精装 | 有电梯', '低楼层(共28层)2007年建板楼  -  星海广场', '488万', '单价25781元/平米')
('https://image1.ljcdn.com/210200-inspection/331d7ebe-c69b-4fa8-b20b-bd496a772154.jpg.296x216.jpg', '新华街 3室2厅 135万', '新华街  | 3室2厅 | 96.33平米 | 南 北 | 其他 | 无电梯', '中楼层(共8层)1999年建板楼  -  太原街', '135万', '单价14015元/平米')
('https://image1.ljcdn.com/210200-inspection/31b95e67-6d8e-454a-a4c9-83e2649610fe.JPG.296x216.jpg', '中海天赋山,三室两厅两卫,纯清水房,南北通透,全明户型', '中海天赋山一期  | 3室2厅 | 130.16平米 | 南 北 | 毛坯', '低楼层(共18层)2016年建板楼  -  绿波', '215万', '单价16519元/平米')
('https://image1.ljcdn.com/210200-inspection/198f2141-a574-4f9c-bd77-823ddc86983c.jpg.296x216.jpg', '两室+中间楼层+视野好+光线好', '79中科学家公寓  | 2室1厅 | 94.49平米 | 西南 | 简装 | 有电梯', '中楼层(共30层)1998年建板楼  -  中山公园', '200万', '单价21167元/平米')
('https://image1.ljcdn.com/210200-inspection/test-5f34c68b-0c2c-4d6e-9299-20d37c37c85d.png.296x216.jpg', '北昌平小区 1室1厅 53万', '北昌平小区  | 1室1厅 | 34.7平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1993年建板楼  -  西安路', '53万', '单价15274元/平米')
('https://image1.ljcdn.com/210200-inspection/6dafaa05-4715-4ddc-8c2e-59862ce5e0ed.jpg.296x216.jpg', '79中，两室中间楼层，交通便利。生活配套完善', '79中民权小区  | 2室1厅 | 66.7平米 | 东 | 简装 | 无电梯', '高楼层(共7层)1997年建板楼  -  西安路', '125万', '单价18741元/平米')
('https://image1.ljcdn.com/210200-inspection/test-1b2c95f7-e6ed-430f-b924-3d9a57201b56.png.296x216.jpg', '星海街 2室1厅 55万', '星海街  | 2室1厅 | 45.11平米 | 东南 | 简装 | 无电梯', '中楼层(共8层)1990年建板楼  -  星海人家商圈', '55万', '单价12193元/平米')
('https://image1.ljcdn.com/210200-inspection/test-73305604-5ea4-49bb-9dc0-c88334301f54.png.296x216.jpg', '星海造船楼 2室1厅 75万', '星海造船楼  | 2室1厅 | 66.93平米 | 东 西 北 | 其他 | 无电梯', '高楼层(共7层)1996年建板楼  -  和平广场', '75万', '单价11206元/平米')
('https://image1.ljcdn.com/210200-inspection/c2888305-d6dd-46b5-a986-f80af9e9d1b5.jpg.296x216.jpg', '星海湾 精装保持好 地角好 精品三居室', '大连明珠  | 2室1厅 | 161.56平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2008年建塔楼  -  星海广场', '380万', '单价23521元/平米')
('https://image1.ljcdn.com/210200-inspection/440038b5-565e-48a5-8dfd-5a8d99667417.jpg.296x216.jpg', '星海广场，大连明珠2室海景房，拎包入住。', '大连明珠  | 2室2厅 | 161.56平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2008年建塔楼  -  星海广场', '450万', '单价27854元/平米')
('https://image1.ljcdn.com/210200-inspection/test-22d0e15d-9a34-4439-9ff0-0e2783f9b77d.png.296x216.jpg', '星海融汇 2室1厅 178万', '星海融汇  | 2室1厅 | 77.49平米 | 南 北 | 精装 | 有电梯', '高楼层(共32层)2014年建板楼  -  莲花白云', '178万', '单价22971元/平米')
('https://image1.ljcdn.com/210200-inspection/77fdc7db-9167-4847-adfb-7d90e8001474.JPG.296x216.jpg', '封闭小区 南北通厅 三室 五明户型', '中海天赋山一期  | 3室2厅 | 110.79平米 | 南 西 北 | 毛坯', '高楼层(共13层)2016年建板楼  -  绿波', '215万', '单价19407元/平米')
('https://image1.ljcdn.com/210200-inspection/9eb44a76-b997-4ec8-8c0c-ace33e59a134.jpg.296x216.jpg', '电业逸彩园 无坡 三室两卫 精装修 一楼带花园', '电业逸彩园  | 3室2厅 | 144.58平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2002年建板楼  -  马栏', '248万', '单价17154元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8785d59a-7e53-4f2d-ae0d-399e4280db90.png.296x216.jpg', '兴工街 3室0厅 139万', '兴工街  | 3室0厅 | 86.53平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1990年建板楼  -  西安路', '139万', '单价16064元/平米')
('https://image1.ljcdn.com/210200-inspection/ffb6aaf8-c08d-4464-bb85-1e1992d6c59e.jpg.296x216.jpg', '侯二小区 2室2厅 113万', '侯二小区  | 2室2厅 | 82平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1993年建板楼  -  侯家沟', '113万', '单价13781元/平米')
('https://image1.ljcdn.com/210200-inspection/07fcf03d-1222-489c-a1a7-8e13b0fb1a53.jpg.296x216.jpg', '马栏 坡下 南北通透 两居室 近车站', '马栏小学北  | 2室1厅 | 48平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共7层)1995年建板楼  -  马栏', '45万', '单价9375元/平米')
('https://image1.ljcdn.com/210200-inspection/520c49aa-3ac1-470f-928f-a58ea1677b58.jpg.296x216.jpg', '星海广场 大四室 装修好 一线海景', '一方公馆  | 4室2厅 | 348平米 | 南 北 | 其他 | 有电梯', '低楼层(共28层)2011年建板楼  -  星海广场', '1550万', '单价44541元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ac0be853-652c-4989-96f9-f4a3d3144a49.png.296x216.jpg', '锦绣锦虹北园 三室明厅 南北通透 中间层', '锦虹北园  | 3室2厅 | 109.6平米 | 南 西 北 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  锦绣', '109.5万', '单价9991元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload47f0c8c2-f70b-4b19-b7ca-a4a0e1202b03.jpg.296x216.jpg', '百年汇 1室1厅 470万', '百年汇  | 1室1厅 | 156.99平米 | 南 | 其他 | 有电梯', '高楼层(共12层)2007年建板楼  -  星海广场', '470万', '单价29939元/平米')
