('https://image1.ljcdn.com/440100-inspection/e9faa787-6770-4c5e-8319-83c94bcf6037.jpg.296x216.jpg', '万科金色城品 精装3房 南向望园景', '万科金色城品  | 3室2厅 | 63平米 | 东南 | 精装 | 有电梯', '中楼层(共8层)2010年建塔楼  -  沙湾', '360万', '单价57143元/平米')
('https://image1.ljcdn.com/440100-inspection/09f17eca-0f71-445d-ad2e-39d55eb576db.jpg.296x216.jpg', '水城复式单位 带花园', '祈福水城  | 4室2厅 | 153平米 | 东 | 毛坯 | 有电梯', '低楼层(共11层)2008年建塔楼  -  沙湾', '330万', '单价21569元/平米')
('https://image1.ljcdn.com/440100-inspection/4781a352-e678-40f2-b61a-f0d2f460e2ec.JPG.296x216.jpg', '长堤西路 3室2厅 154万', '长堤西路  | 3室2厅 | 88.69平米 | 南 | 简装', '高楼层(共7层)塔楼  -  市桥', '154万', '单价17364元/平米')
('https://image1.ljcdn.com/440100-inspection/a894c735-656b-427f-99d5-9ebaff731eca.JPG.296x216.jpg', '金海岸观海，舒适大两房，可改三房，望园景', '金海岸花园观海  | 2室2厅 | 89.51平米 | 北 | 简装 | 有电梯', '低楼层(共17层)2002年建塔楼  -  市桥东', '285万', '单价31841元/平米')
('https://image1.ljcdn.com/440100-inspection/37807950-fd48-4db0-85fb-4b7a72f5c1e0.jpg.296x216.jpg', '侨基花园 温馨三房 电梯高层', '侨基花园  | 3室2厅 | 83.7平米 | 西北 | 简装 | 有电梯', '高楼层(共32层)1998年建塔楼  -  市桥', '198万', '单价23656元/平米')
('https://image1.ljcdn.com/440100-inspection/b91f5bac-f30a-4896-8b51-5d80256fd147.JPG.296x216.jpg', '香缤豪庭 电梯精装两房 南向 户型方正', '香缤豪庭  | 2室2厅 | 57平米 | 南 | 精装 | 有电梯', '中楼层(共24层)2011年建塔楼  -  沙湾', '215万', '单价37720元/平米')
('https://image1.ljcdn.com/440100-inspection/0cb33681-345d-4c87-97fb-2badedfeb74c.JPG.296x216.jpg', '美心东苑，2房2厅2阳台  南向 望花园', '美心东苑  | 2室1厅 | 70平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2004年建塔楼  -  市桥东', '175万', '单价25000元/平米')
('https://image1.ljcdn.com/440100-inspection/dc1a7956-f833-4cd8-8d81-95a7dca8b21f.jpg.296x216.jpg', '丽江花园 丽字楼 精致三房', '丽江花园丽荃楼  | 3室2厅 | 91平米 | 东南 | 简装 | 有电梯', '低楼层(共9层)1995年建塔楼  -  南浦', '230万', '单价25275元/平米')
('https://image1.ljcdn.com/440100-inspection/9e16ec2e-250c-4e87-9a64-37dbabac3829.jpg.296x216.jpg', '越秀可逸江畔 2室1厅 320万', '越秀可逸江畔  | 2室1厅 | 91.81平米 | 西北 | 其他 | 有电梯', '中楼层(共13层)塔楼  -  沙湾', '320万', '单价34855元/平米')
('https://image1.ljcdn.com/440100-inspection/5721ec8f-f3f0-4781-8cfe-ba9d73f2db43.jpg.296x216.jpg', '华南锦绣银湾 南北对流 望江 大三房', '锦绣银湾  | 3室2厅 | 130平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)2007年建塔楼  -  大石', '440万', '单价33847元/平米')
('https://image1.ljcdn.com/440100-inspection/6cb986f9-c4f1-4119-ae7d-dd70f52746ca.JPG.296x216.jpg', '北丽园三街 3室1厅 200万', '北丽园三街  | 3室1厅 | 84平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1995年建塔楼  -  市桥', '200万', '单价23810元/平米')
('https://image1.ljcdn.com/440100-inspection/20b3825c-3bad-4c72-b09e-0d29426702e6.jpg.296x216.jpg', '金山谷四期领仕 四房套房 高楼层 睇楼方便', '金山谷四期  | 4室2厅 | 110.78平米 | 南 北 | 精装 | 有电梯', '高楼层(共29层)2013年建塔楼  -  祈福', '435万', '单价39268元/平米')
('https://image1.ljcdn.com/440100-inspection/ac69c0e8-81e4-4338-b9f0-66a83a021599.jpg.296x216.jpg', '顺德碧桂园芷兰湾 三房出售 保养好', '顺德碧桂园芷兰湾  | 3室2厅 | 95.01平米 | 北 | 简装 | 有电梯', '中楼层(共18层)1998年建塔楼  -  钟村', '190万', '单价19998元/平米')
('https://image1.ljcdn.com/440100-inspection/24525ad1-296a-4515-956e-11d0c868e353.jpg.296x216.jpg', '丽江花园星海洲 3室2厅 290万', '丽江花园星海洲  | 3室2厅 | 101平米 | 东南 | 其他 | 有电梯', '高楼层(共25层)1999年建塔楼  -  南浦', '290万', '单价28713元/平米')
('https://image1.ljcdn.com/440100-inspection/c388268e-dc3c-46a1-8007-37d18ab2290c.jpg.296x216.jpg', '祈福新村山泉居 南向两房 温馨舒适精装修', '祈福新村山泉居  | 2室1厅 | 78.78平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2004年建板楼  -  祈福', '270万', '单价34273元/平米')
('https://image1.ljcdn.com/440100-inspection/530b0708-7e3e-449f-bb52-8e826788d659.JPG.296x216.jpg', '湖景居顶楼带大露台，东面是40平米人工湖', '祈福新村湖景居  | 2室2厅 | 73.5平米 | 北 | 简装 | 无电梯', '高楼层(共4层)1995年建板楼  -  祈福', '197万', '单价26803元/平米')
('https://image1.ljcdn.com/440100-inspection/44a7c714-b6eb-48a3-912d-dd5a189d09d8.jpg.296x216.jpg', '广州奥林匹克花园 1房1厅 140万元', '广州奥林匹克花园奥园大厦  | 1室1厅 | 38平米 | 西南 | 简装 | 有电梯', '中楼层(共21层)2002年建塔楼  -  洛溪', '142万', '单价37369元/平米')
('https://image1.ljcdn.com/440100-inspection/e701973c-f216-48e2-9571-4477ebf8d33d.JPG.296x216.jpg', '金山谷领仕 靓装三房 装修保养好', '金山谷四期  | 3室2厅 | 93.8平米 | 南 | 精装 | 有电梯', '低楼层(共25层)2013年建塔楼  -  祈福', '368万', '单价39233元/平米')
('https://image1.ljcdn.com/440100-inspection/05b04e2b-ac03-4953-8bc9-4bf127273187.jpg.296x216.jpg', '水韵蓝湾   高层南向三房  望园景', '水韵蓝湾南区  | 3室2厅 | 109.62平米 | 东南 | 精装 | 有电梯', '中楼层(共17层)2010年建塔楼  -  沙湾', '290万', '单价26456元/平米')
('https://image1.ljcdn.com/440100-inspection/dd2f2e8a-3095-4355-8b0c-8cbad5230711.jpg.296x216.jpg', '锦绣生态园 春满园南北对流三房', '锦绣生态园春满园  | 3室2厅 | 91.5平米 | 北 | 简装 | 无电梯', '高楼层(共6层)2003年建塔楼  -  钟村', '230万', '单价25137元/平米')
('https://image1.ljcdn.com/440100-inspection/b00bf68a-a5b2-46cc-b4ba-8d88c61306ae.JPG.296x216.jpg', '银苑大厦精致装修大三房诚意出售', '银苑大厦  | 3室2厅 | 135.9平米 | 南 | 精装 | 有电梯', '中楼层(共9层)1999年建塔楼  -  市桥', '338万', '单价24872元/平米')
('https://image1.ljcdn.com/440100-inspection/e0628fc6-db90-445b-99ad-5b88db2fc7c4._副本.jpg.296x216.jpg', '敏捷上城商务中心 1室1厅 110万', '敏捷上城商务中心  | 1室1厅 | 50.54平米 | 东南 | 其他 | 有电梯', '中楼层(共22层)2013年建塔楼  -  华南', '110万', '单价21765元/平米')
('https://image1.ljcdn.com/440100-inspection/d8c4b100-b41d-4726-8e36-5d1b5ea6f9c3.JPG.296x216.jpg', '广地花园温馨2房，户型方正，楼层好', '广地花园  | 2室1厅 | 76.03平米 | 西南 | 简装 | 无电梯', '低楼层(共7层)2006年建塔楼  -  星河湾', '203万', '单价26700元/平米')
('https://image1.ljcdn.com/440100-inspection/591991cc-e18a-41f8-a33f-c8fb2714acad.jpg.296x216.jpg', '鸿城花园 电梯二房 环境优美', '鸿城花园  | 2室2厅 | 79平米 | 南 | 其他 | 有电梯', '中楼层(共28层)2000年建塔楼  -  市桥', '230万', '单价29114元/平米')
('https://image1.ljcdn.com/440100-inspection/f31108a2-8505-4484-b9aa-b0090ee6f252.jpg.296x216.jpg', '如意花园，精装修、南北对流、彩光好', '如意花园  | 2室1厅 | 69.4平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1993年建塔楼  -  洛溪', '178万', '单价25649元/平米')
('https://image1.ljcdn.com/440100-inspection/2ff23590-9ab6-4273-a45f-f5a6b626d48f.jpg.296x216.jpg', '丽江花园 星海洲 温馨两房', '丽江花园星海洲  | 2室2厅 | 81平米 | 西南 | 简装 | 有电梯', '低楼层(共25层)1999年建塔楼  -  南浦', '210万', '单价25926元/平米')
('https://image1.ljcdn.com/440100-inspection/626406cc-f46d-4373-a674-e79805308a87.JPG.296x216.jpg', '万科金色城品 48方LOFT户型', '万科金色城品  | 3室2厅 | 48.93平米 | 北 | 精装 | 有电梯', '中楼层(共8层)2010年建塔楼  -  沙湾', '275万', '单价56203元/平米')
('https://image1.ljcdn.com/440100-inspection/59ad762b-dca5-4890-9462-2acaef38453b.jpg.296x216.jpg', '祈福新村海晴居。。。。。。。。。', '祈福新村海晴居  | 2室2厅 | 60平米 | 北 | 其他 | 无电梯', '高楼层(共6层)2003年建板楼  -  祈福', '205万', '单价34167元/平米')
('https://image1.ljcdn.com/440100-inspection/4206a4c6-e2da-4eb4-9f69-d8e5c59f4799.JPG.296x216.jpg', '祈福新村C区 2室1厅 150万', '祈福新村C区  | 2室1厅 | 52.5平米 | 北 | 其他 | 无电梯', '中楼层(共4层)1995年建板楼  -  祈福', '150万', '单价28572元/平米')
('https://image1.ljcdn.com/440100-inspection/d6829a4c-39b3-49f9-aa0f-1061acfbaf20.jpg.296x216.jpg', '锦绣生态园趣园 3室2厅 250万', '锦绣生态园趣园  | 3室2厅 | 89.4平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2005年建塔楼  -  钟村', '250万', '单价27965元/平米')
('https://image1.ljcdn.com/440100-inspection/35d34896-69e6-4dd3-9938-def78bd2a7a0.jpg.296x216.jpg', '广州奥林匹克花园 南向 格局方正采光好', '广州奥林匹克花园  | 2室2厅 | 74.43平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2002年建板楼  -  洛溪', '280万', '单价37620元/平米')
('https://image1.ljcdn.com/440100-inspection/c3cb54f0-f813-4d43-b369-09ac4edfca20.jpg.296x216.jpg', '养生广场 一房一厅出售 中高楼层', '奥园养生广场  | 1室1厅 | 52.12平米 | 东北 | 其他 | 有电梯', '中楼层(共29层)2012年建塔楼  -  沙湾', '90万', '单价17268元/平米')
('https://image1.ljcdn.com/440100-inspection/cf1d4258-8f28-4030-a9d2-53464c966267.jpg.296x216.jpg', '福景园 两房出售 装修保养良好', '福景园  | 2室1厅 | 66.55平米 | 南 | 精装', '中楼层(共8层)2008年建塔楼  -  沙湾', '153万', '单价22991元/平米')
('https://image1.ljcdn.com/440100-inspection/test-590f719d-48cf-45d4-bb7b-5a37a6304418.png.296x216.jpg', '光明南路 3室2厅 145万', '光明南路  | 3室2厅 | 86平米 | 南 | 简装 | 无电梯', '高楼层(共7层)塔楼  -  市桥', '145万', '单价16861元/平米')
('https://image1.ljcdn.com/440100-inspection/test-77bd0d23-b2c2-4d59-b0ee-f217d36de4db.png.296x216.jpg', '珠殿苑 楼梯高层2房出售', '珠殿苑南区  | 2室2厅 | 69.9平米 | 西北 | 其他 | 无电梯', '高楼层(共9层)1996年建塔楼  -  市桥', '148万', '单价21174元/平米')
('https://image1.ljcdn.com/440100-inspection/5ca159cf-a0c5-421b-b46a-652145aab664.jpg.296x216.jpg', '丽江花园丽字楼 装修保养新 开放厨', '丽江花园丽彦楼  | 3室1厅 | 87.7平米 | 东南 | 简装 | 有电梯', '高楼层(共9层)1995年建塔楼  -  南浦', '230万', '单价26226元/平米')
('https://image1.ljcdn.com/440100-inspection/e3d73ead-eeb9-44fa-9039-5af5a5177b9f.jpg.296x216.jpg', '海龙湾 2室1厅 305万', '海龙湾  | 2室1厅 | 88.01平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2004年建塔楼  -  南浦', '305万', '单价34656元/平米')
('https://image1.ljcdn.com/440100-inspection/950c2847-daaf-4a77-a5ff-16149bdfa8ef.JPG.296x216.jpg', '锦绣生态园春满园 4室2厅 356万', '锦绣生态园春满园  | 4室2厅 | 125.6平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2003年建塔楼  -  钟村', '356万', '单价28344元/平米')
('https://image1.ljcdn.com/440100-inspection/f5470cd5-be79-4d6d-a524-09b88be22f0b.JPG.296x216.jpg', '广州雅居乐花园新地沁园 3室2厅 345万', '广州雅居乐花园新地沁园  | 3室2厅 | 83.77平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2010年建塔楼  -  雅居乐', '345万', '单价41185元/平米')
('https://image1.ljcdn.com/440100-inspection/ca3e76ee-fab3-4d79-a1b5-b6a521d13c64.jpg.296x216.jpg', '婚房优选 一尺山居高楼层 宽视野 精装修', '广州雅居乐花园一尺山居  | 3室2厅 | 96.78平米 | 东北 | 精装 | 有电梯', '高楼层(共23层)2010年建塔楼  -  雅居乐', '390万', '单价40298元/平米')
('https://image1.ljcdn.com/440100-inspection/5a54b453-85b1-472c-8bf5-e8b3b89c3b56.jpg.296x216.jpg', '禺丰园 方正实用三房', '禺丰园一期  | 3室1厅 | 99平米 | 东 | 其他 | 无电梯', '中楼层(共8层)塔楼  -  市桥', '180万', '单价18182元/平米')
('https://image1.ljcdn.com/440100-inspection/882fd474-eef1-4e26-a337-0b5ca8ad7027.jpg.296x216.jpg', '祈福新村A区 2室2厅 165万', '祈福新村A区  | 2室2厅 | 66平米 | 北 | 简装 | 无电梯', '低楼层(共3层)1995年建板楼  -  祈福', '165万', '单价25000元/平米')
('https://image1.ljcdn.com/440100-inspection/fb28dce9-77c1-4c7b-926b-da06012d86d4.jpg.296x216.jpg', '鑫隆世家99方东南向三房 阳台大方', '鑫隆世家  | 3室2厅 | 99平米 | 东南 | 简装 | 有电梯', '低楼层(共15层)塔楼  -  石楼镇', '228万', '单价23031元/平米')
('', '鸿城花园 电梯二房 交通方便', '鸿城花园  | 2室2厅 | 78.2平米 | 西 | 简装 | 有电梯', '低楼层(共28层)2000年建塔楼  -  市桥', '198万', '单价25320元/平米')
('https://image1.ljcdn.com/440100-inspection/2722a5ac-f4a4-40c0-a4af-0f2cb3f63e52.jpg.296x216.jpg', '怡景花园 电梯中层 精装三房 出行方便', '怡景花园  | 3室1厅 | 103平米 | 西北 | 精装 | 有电梯', '低楼层(共23层)2000年建塔楼  -  大石', '273万', '单价26505元/平米')
('https://image1.ljcdn.com/440100-inspection/ebc2fb85-2376-4d7c-b460-bc6da78097f3.JPG.296x216.jpg', '广雅 一尺山居 业主自己装修 很少住 证满五年唯一', '广州雅居乐花园一尺山居  | 3室2厅 | 97平米 | 南 | 其他 | 有电梯', '高楼层(共23层)2010年建塔楼  -  雅居乐', '385万', '单价39691元/平米')
('https://image1.ljcdn.com/440100-inspection/c2e41a41-be6f-45f5-a7b9-5024cd2ee547.JPG.296x216.jpg', '海晴居 三楼 二房 位置安静 过五年 方便看房', '祈福新村海晴居  | 2室2厅 | 52.52平米 | 北 | 精装 | 无电梯', '中楼层(共6层)2003年建板楼  -  祈福', '168万', '单价31988元/平米')
('https://image1.ljcdn.com/440100-inspection/5996a5e0-a703-461d-8c64-647126b7e364.JPG.296x216.jpg', '华侨城 2室2厅 163万', '华侨城  | 2室2厅 | 70平米 | 东南 南 | 其他 | 无电梯', '中楼层(共8层)1994年建塔楼  -  市桥', '163万', '单价23286元/平米')
('https://image1.ljcdn.com/440100-inspection/ece82f1d-c293-465a-ac6d-b9426f7d3990.jpg.296x216.jpg', '尚东尚筑 住宅一房 全明户型 已留钥匙', '尚东尚筑  | 1室1厅 | 51.8平米 | 西 | 其他 | 有电梯', '低楼层(共15层)2011年建塔楼  -  市桥东', '170万', '单价32819元/平米')
('https://image1.ljcdn.com/440100-inspection/6793717f-6c2f-4e68-8581-4d753f6ea9a8.jpg.296x216.jpg', '市桥南 君华香柏华府 四房带前后大露台', '君华香柏广场华府  | 4室2厅 | 99.85平米 | 南 | 其他', '低楼层(共6层)板楼  -  沙湾', '300万', '单价30046元/平米')
('https://image1.ljcdn.com/440100-inspection/23a7bc90-207c-4c04-ab49-ef9e18c91f9b.JPG.296x216.jpg', '美心东苑、精装修刚需三房 业主诚心放卖  送顶楼天台', '美心东苑  | 3室2厅 | 83平米 | 南 | 精装 | 无电梯', '高楼层(共7层)2004年建塔楼  -  市桥东', '206万', '单价24820元/平米')
('https://image1.ljcdn.com/440100-inspection/9f80f27a-a6f7-48cf-83ba-c274f6576e44.JPG.296x216.jpg', '雅居乐君域公馆 3室2厅 395万', '雅居乐君域公馆  | 3室2厅 | 126.14平米 | 南 | 精装 | 有电梯', '高楼层(共31层)塔楼  -  市桥', '395万', '单价31315元/平米')
('https://image1.ljcdn.com/440100-inspection/e466bc6c-eb82-4032-8871-8411edb4d398.JPG.296x216.jpg', '祈福新村晓峰园 3室2厅 335万', '祈福新村晓峰园  | 3室2厅 | 108.54平米 | 东北 | 精装 | 有电梯', '高楼层(共35层)2005年建塔楼  -  祈福', '335万', '单价30865元/平米')
('https://image1.ljcdn.com/440100-inspection/aae318c1-2f5f-4bc2-8337-d9dde104a128.jpg.296x216.jpg', '祈福新村翠怡居 南向两房 中间楼层', '祈福新村翠怡居  | 2室2厅 | 53.5平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1995年建板楼  -  祈福', '175万', '单价32711元/平米')
('https://image1.ljcdn.com/440100-inspection/d65d2734-e1a7-4694-907f-9e7bd880ea86.JPG.296x216.jpg', '装修新 中间楼层 户型方正 南向 小区管理 3房 过五', '珠殿苑北区  | 3室1厅 | 89.2平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1996年建塔楼  -  市桥', '210万', '单价23543元/平米')
('https://image1.ljcdn.com/440100-inspection/45e2f559-629c-499d-9f7c-26441233b2b7.JPG.296x216.jpg', '祈福新村 单边位置  精装四房  采光好 出入方便', '祈福新村A区   | 独栋别墅 | 4室2厅 | 192平米 | 北 | 精装 | 无电梯', '1层1995年建暂无数据  -  祈福', '498万', '单价25938元/平米')
('https://image1.ljcdn.com/440100-inspection/278d1efc-f578-4622-ab27-2a1f71d8e944.jpg.296x216.jpg', '电梯大三房，带精装，拎包入住。', '金沙湾花园  | 3室2厅 | 107.68平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2007年建塔楼  -  沙湾', '280万', '单价26003元/平米')
('https://image1.ljcdn.com/440100-inspection/dd173c19-f7d2-4225-bf6d-5d88fa0f6481.jpg.296x216.jpg', '怡景花园 1室1厅 138万', '怡景花园  | 1室1厅 | 44平米 | 北 | 简装 | 有电梯', '高楼层(共23层)2004年建塔楼  -  大石', '138万', '单价31364元/平米')
('https://image1.ljcdn.com/440100-inspection/12bc4f60-4ffe-4927-8186-a8444f01f25c.jpg.296x216.jpg', '裕福花园，电梯中层，大三房出', '裕福花园  | 3室2厅 | 120平米 | 西北 | 精装 | 有电梯', '高楼层(共19层)2003年建塔楼  -  市桥', '360万', '单价30000元/平米')
('https://image1.ljcdn.com/440100-inspection/7260d207-1031-406f-a2ba-f6ed95f1d673.jpg.296x216.jpg', '广华苑 精装三房 离地铁800米', '广华苑  | 3室2厅 | 79.8平米 | 北 | 精装', '高楼层(共6层)1998年建塔楼  -  市桥东', '213万', '单价26692元/平米')
('https://image1.ljcdn.com/440100-inspection/d502b333-4bbf-4fe1-b5b9-ad6a782b0e64.JPG.296x216.jpg', '广州雅居乐新地 三房两卫 过五唯一 中高楼层', '广州雅居乐花园新地沁园  | 3室2厅 | 95.98平米 | 西北 | 精装 | 有电梯', '中楼层(共18层)2010年建塔楼  -  雅居乐', '405万', '单价42197元/平米')
('https://image1.ljcdn.com/440100-inspection/test-65349a1c-5c5c-4748-8805-61e414c3d9eb.png.296x216.jpg', '城南源著，3房东南向精装修，带车位出售', '雅居乐城南源著  | 3室2厅 | 98.46平米 | 东南 | 精装 | 有电梯', '高楼层(共11层)2013年建塔楼  -  沙湾', '368万', '单价37376元/平米')
('https://image1.ljcdn.com/440100-inspection/dec73b4f-704a-4a82-a7dd-8d8330bb6a13.jpg.296x216.jpg', '如意花园 3室2厅 230万', '如意花园  | 3室2厅 | 101.8平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1993年建塔楼  -  洛溪', '230万', '单价22594元/平米')
('https://image1.ljcdn.com/440100-inspection/b3ea0dc5-72e6-48c6-84af-f698851884a2.jpg.296x216.jpg', '番禺海伦堡 花样年华二期 双证物业 三房', '番禺海伦堡花样年华二期  | 3室2厅 | 116平米 | 北 | 简装 | 有电梯', '中楼层(共18层)2005年建塔楼  -  沙湾', '290万', '单价25000元/平米')
