('https://image1.ljcdn.com/340100-inspection/79021de0-8fab-4b80-92e3-27e81c75dfa5.JPG.296x216.jpg', '莱茵河畔花园 2室2厅 102万', '莱茵河畔花园  | 2室2厅 | 78.54平米 | 南 | 其他', '中楼层(共18层)2011年建塔楼  -  东站', '102万', '单价12988元/平米')
('', '淮合花园 2室1厅 65万', '淮合花园  | 2室1厅 | 66.59平米 | 南 | 其他', '高楼层(共33层)2012年建板塔结合  -  七里塘', '65万', '单价9762元/平米')
('', '兴华苑B区 2室1厅 72万', '兴华苑B区  | 2室1厅 | 65平米 | 南 | 毛坯', '中楼层(共18层)塔楼  -  七里塘', '72万', '单价11077元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload9ed7ba88-475b-4b60-a08e-ef2172be3615.jpg.296x216.jpg', '国耀园上园，95万，满五唯一，楼层好', '国耀园上园  | 2室1厅 | 72.96平米 | 南 北 | 其他', '低楼层(共24层)2012年建板塔结合  -  东站', '95万', '单价13021元/平米')
('', '香江生态丽景 3室1厅 120万', '香江生态丽景  | 3室1厅 | 86.45平米 | 南 | 其他', '中楼层(共7层)板楼  -  七里塘', '120万', '单价13881元/平米')
('https://image1.ljcdn.com/340100-inspection/a49009ab-4f8e-42f0-9567-0deef8c82f4b.jpg.296x216.jpg', '好物业 好环境 好楼层 好户型 精装四室  熙云府', '华润熙云府  | 4室2厅 | 104.36平米 | 南 北 | 其他', '中楼层(共41层)暂无数据  -  七里塘', '145万', '单价13895元/平米')
('', '文一陶冲湖城市广场 3室1厅 110万', '文一陶冲湖城市广场  | 3室1厅 | 98.05平米 | 南 | 其他', '低楼层(共27层)塔楼  -  站北', '110万', '单价11219元/平米')
('', '家天下北郡 3室2厅 116万', '家天下北郡  | 3室2厅 | 89.73平米 | 南 | 其他', '中楼层(共27层)板塔结合  -  站北', '116万', '单价12928元/平米')
('https://image1.ljcdn.com/340100-inspection/13623d9c-8533-45a1-b589-7f912eebf703.jpg.296x216.jpg', '碧水雅居 2室2厅 115万', '碧水雅居  | 2室2厅 | 99.96平米 | 南 | 其他', '高楼层(共18层)2008年建板楼  -  七里塘', '115万', '单价11505元/平米')
('', '长虹世纪荣廷 3室2厅 148万', '长虹世纪荣廷  | 3室2厅 | 103平米 | 南 北 | 其他', '中楼层(共8层)塔楼  -  七里塘', '148万', '单价14369元/平米')
('', '新站区品质小区精致两室出售，配套成熟', '长虹世纪荣廷  | 2室2厅 | 81.16平米 | 南 | 其他', '低楼层(共33层)塔楼  -  七里塘', '118万', '单价14540元/平米')
('https://image1.ljcdn.com/340100-inspection/25452672-84f9-4bc5-9ce8-7fb4c8b7fab2.JPG.296x216.jpg', '信达格兰云天  小区环境好 人文素质高 采光无遮挡', '信达格兰云天  | 2室2厅 | 81.22平米 | 南 北 | 其他', '高楼层(共11层)板楼  -  七里塘', '108万', '单价13298元/平米')
('', '阳光汇景 2室1厅 108万', '阳光汇景  | 2室1厅 | 78平米 | 南 | 其他', '高楼层(共18层)2007年建板塔结合  -  七里塘', '108万', '单价13847元/平米')
('', '家天下 4室2厅 208万', '家天下  | 4室2厅 | 111.21平米 | 南 北 | 其他', '中楼层(共32层)2014年建塔楼  -  七里塘', '208万', '单价18704元/平米')
('https://image1.ljcdn.com/340100-inspection/8383bfad-81e7-400b-b44f-d748f1a9b220.JPG.296x216.jpg', '信达格兰云天 4室2厅 150万', '信达格兰云天  | 4室2厅 | 72平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  七里塘', '150万', '单价20834元/平米')
('', '康城水云间 3室2厅 185万', '康城水云间  | 3室2厅 | 128平米 | 南 | 其他', '中楼层(共18层)塔楼  -  七里塘', '185万', '单价14454元/平米')
('https://image1.ljcdn.com/340100-inspection/31f58eff-a133-4c90-b607-7b89819b2828.JPG.296x216.jpg', '生态公园旁，精装136.77平大三居，南北通透', '阳光汇景  | 3室2厅 | 136.77平米 | 南 北 | 其他', '高楼层(共18层)2007年建板塔结合  -  七里塘', '175万', '单价12796元/平米')
('', '铁静苑二期 2室2厅 93万', '铁静苑二期  | 2室2厅 | 84.59平米 | 南 北 | 其他', '高楼层(共32层)塔楼  -  七里塘', '93万', '单价10995元/平米')
('https://image1.ljcdn.com/340100-inspection/ad75819e-5b35-48dd-897e-4610ec826d0c.jpg.296x216.jpg', '一房的面积，二房的空间，居家生活，此房适合', '家天下四期  | 1室1厅 | 38.81平米 | 南 | 精装', '中楼层(共18层)2014年建塔楼  -  七里塘', '78万', '单价20098元/平米')
('', '家天下四期 1室1厅 76万', '家天下四期  | 1室1厅 | 38.9平米 | 南 | 其他', '高楼层(共19层)2014年建塔楼  -  七里塘', '76万', '单价19538元/平米')
('https://image1.ljcdn.com/340100-inspection/d9f80082-8c31-42c1-ae59-e632a273c853.JPG.296x216.jpg', '满五年，瑶海公园旁边。视野广阔，附近有省二院。', '铁静苑B区  | 2室1厅 | 67.07平米 | 南 | 其他', '中楼层(共6层)2000年建塔楼  -  七里塘', '87.2万', '单价13000元/平米')
('', '新海尚宸家园 1室1厅 28万', '新海尚宸家园  | 1室1厅 | 44平米 | 北 | 其他', '高楼层(共24层)塔楼  -  七里塘', '28万', '单价6364元/平米')
('https://image1.ljcdn.com/340100-inspection/94403725-0d04-4b7d-bff1-7d65264aed54.JPG.296x216.jpg', '莱茵河畔花园 3室2厅 148万', '莱茵河畔花园  | 3室2厅 | 116.38平米 | 南 | 其他', '高楼层(共24层)2011年建塔楼  -  东站', '148万', '单价12717元/平米')
('', '兴华苑 3室1厅 96万', '兴华苑  | 3室1厅 | 83平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  七里塘', '96万', '单价11567元/平米')
('https://image1.ljcdn.com/340100-inspection/256ee886-90ad-492f-9763-94d44aced6fe.JPG.296x216.jpg', '碧水雅居 3室1厅 125万', '碧水雅居  | 3室1厅 | 101.41平米 | 南 | 简装', '高楼层(共26层)2008年建板楼  -  七里塘', '125万', '单价12327元/平米')
('', '这个房子房主拿到手就没有住过，毛坯和新房都一样的', '淮合花园  | 3室2厅 | 127平米 | 南 北 | 其他', '低楼层(共18层)2012年建板塔结合  -  七里塘', '105万', '单价8268元/平米')
('', '淮合花园 2室1厅 67万', '淮合花园  | 2室1厅 | 66.95平米 | 南 | 其他', '高楼层(共28层)2012年建板塔结合  -  七里塘', '67万', '单价10008元/平米')
('https://image1.ljcdn.com/340100-inspection/24b5dbd9-8619-48d1-a0e1-6530d00287ca.JPG.296x216.jpg', '利港尚公馆 3室2厅 120万', '利港尚公馆  | 3室2厅 | 89.79平米 | 南 | 其他', '低楼层(共25层)塔楼  -  七里塘', '120万', '单价13365元/平米')
('', '家天下四期周边配套齐全，交通便利。户型可以。', '家天下四期  | 1室1厅 | 48平米 | 南 | 其他', '中楼层(共19层)2014年建塔楼  -  七里塘', '85万', '单价17709元/平米')
('https://image1.ljcdn.com/340100-inspection/5dd59c56-0dc2-4dae-bbe3-aa2f213334e1.JPG.296x216.jpg', '楼层好，精装修，采光无遮挡，户型方正', '隆昊昊天园  | 3室2厅 | 141.96平米 | 南 | 其他', '中楼层(共18层)2012年建板塔结合  -  七里塘', '160万', '单价11271元/平米')
('', '淮合花园 2室1厅 61万', '淮合花园  | 2室1厅 | 66.59平米 | 南 | 其他', '低楼层(共33层)2012年建板塔结合  -  七里塘', '61万', '单价9161元/平米')
('', '淮合花园 3室2厅 91万', '淮合花园  | 3室2厅 | 92.26平米 | 南 | 其他', '高楼层(共33层)2012年建板塔结合  -  七里塘', '91万', '单价9864元/平米')
('', '淮合花园 2室1厅 90万', '淮合花园  | 2室1厅 | 83.5平米 | 南 | 其他', '低楼层(共18层)2012年建板塔结合  -  七里塘', '90万', '单价10779元/平米')
('', '国耀园上园 3室2厅 220万', '国耀园上园  | 3室2厅 | 137平米 | 南 北 | 其他', '低楼层(共6层)2012年建板塔结合  -  东站', '220万', '单价16059元/平米')
('', '康城水云间 大户型 可拎包即住', '康城水云间  | 4室3厅 | 126.6平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  七里塘', '180万', '单价14219元/平米')
('', '淮合花园 回迁房 满2年 单价低总价低 房主诚心卖', '淮合花园  | 2室1厅 | 66.59平米 | 南 | 其他', '低楼层(共33层)2012年建板塔结合  -  七里塘', '67万', '单价10062元/平米')
('', '家天下 3室2厅 148万', '家天下  | 3室2厅 | 86平米 | 南 | 其他', '低楼层(共32层)2014年建塔楼  -  七里塘', '148万', '单价17210元/平米')
('', '阳光汇景 1室1厅 57万', '阳光汇景  | 1室1厅 | 49.99平米 | 南 | 其他', '低楼层(共16层)2007年建板塔结合  -  七里塘', '57万', '单价11403元/平米')
('', '康城水云间 3室2厅 165万', '康城水云间  | 3室2厅 | 123平米 | 南 | 其他', '高楼层(共18层)塔楼  -  七里塘', '165万', '单价13415元/平米')
('https://image1.ljcdn.com/340100-inspection/5dbdf448-c675-4af1-97f5-cef429d6b28c.jpg.296x216.jpg', '信达格兰云天，居家装修两室，楼层好，视野广阔', '信达格兰云天  | 2室2厅 | 90平米 | 南 北 | 其他', '低楼层(共24层)塔楼  -  七里塘', '115万', '单价12778元/平米')
('', '帝豪星港湾 4室2厅 200万', '帝豪星港湾  | 4室2厅 | 142平米 | 南 | 其他', '低楼层(共3层)2009年建暂无数据  -  七里塘', '200万', '单价14085元/平米')
('', '家天下 3室2厅 200万', '家天下  | 3室2厅 | 116平米 | 南 北 | 其他', '中楼层(共32层)2014年建塔楼  -  七里塘', '200万', '单价17242元/平米')
('https://image1.ljcdn.com/340100-inspection/c7e73011-a4f6-4701-b391-0848602254fe.jpg.296x216.jpg', '中环东方名景 毛坯 通透三房 次新小区', '中环东方名景  | 3室2厅 | 109平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  七里塘', '138万', '单价12661元/平米')
('', '实嘉原创生活小高层精装两房采光好', '实嘉原创生活  | 2室2厅 | 94.8平米 | 南 北 | 其他', '高楼层(共6层)2011年建板塔结合  -  东站', '135万', '单价14241元/平米')
('', '楼层好，精装修，采光无遮挡，户型方正，南北通透', '隆昊昊天园  | 2室1厅 | 95.7平米 | 南 北 | 其他', '中楼层(共11层)2012年建板塔结合  -  七里塘', '130万', '单价13585元/平米')
('https://image1.ljcdn.com/340100-inspection/9514d2f1-41b7-45f5-bb67-e1fdbf0110ec.jpg.296x216.jpg', '实嘉原创生活 2室1厅 107万', '实嘉原创生活  | 2室1厅 | 75.88平米 | 南 | 其他', '高楼层(共17层)2011年建板塔结合  -  东站', '107万', '单价14102元/平米')
('', '康城水云间 3室2厅 200万', '康城水云间  | 3室2厅 | 136.58平米 | 南 | 其他', '低楼层(共6层)板楼  -  七里塘', '200万', '单价14644元/平米')
('', '实嘉原创生活 3室1厅 145万', '实嘉原创生活  | 3室1厅 | 105平米 | 南 北 | 其他', '中楼层(共11层)2011年建板塔结合  -  东站', '145万', '单价13810元/平米')
('', '湖畔兰庭 2室2厅 110万', '湖畔兰庭  | 2室2厅 | 80平米 | 南 | 其他', '中楼层(共11层)塔楼  -  七里塘', '110万', '单价13750元/平米')
('', '家天下110.72平，195万。楼层居中，南北通透', '家天下  | 3室2厅 | 110.72平米 | 南 北 | 其他', '中楼层(共32层)2014年建塔楼  -  七里塘', '195万', '单价17612元/平米')
('', '家天下四期  采光充足，视野宽阔', '家天下四期  | 1室1厅 | 38.86平米 | 南 | 其他', '高楼层(共18层)2014年建塔楼  -  七里塘', '76万', '单价19558元/平米')
