('https://image1.ljcdn.com/440300-inspection/test-1a38b4c5-3f36-4255-bcfe-946e703977fe.png.296x216.jpg', '碧水龙庭 三期 中高楼层 南向看花园  2+1户型 有钥匙', '碧水龙庭  | 2室1厅 | 73.31平米 | 西南 | 简装 | 有电梯', '中楼层(共18层)2008年建板塔结合  -  民治', '390万', '单价53199元/平米')
('https://image1.ljcdn.com/440300-inspection/9c9a730f-06e1-4051-a0be-2f5de60edc66.JPG.296x216.jpg', '龙华区 招商观园177平好格局 南北通透 精装修 保养好', '招商观园  | 5室2厅 | 177.41平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2012年建板塔结合  -  观澜', '750万', '单价42275元/平米')
('https://image1.ljcdn.com/440300-inspection/test-005d428a-1086-4238-b942-ccb99a0974b3.png.296x216.jpg', '丰泽湖山庄 2室2厅 518万', '丰泽湖山庄  | 2室2厅 | 92.26平米 | 南 | 其他 | 有电梯', '低楼层(共9层)2003年建板塔结合  -  深圳北站', '518万', '单价56146元/平米')
('https://image1.ljcdn.com/440300-inspection/test-d9a9fc2b-db90-4ebb-824d-1af4fd90be2d.png.296x216.jpg', '花半里3房 低同户型30万 急卖换房 南向看花园 龙华区', '龙华花半里花园  | 3室2厅 | 78.4平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2012年建板塔结合  -  龙华中心', '398万', '单价50766元/平米')
('https://image1.ljcdn.com/440300-inspection/test-bf2f5347-cd40-4562-aa59-5c87e890ddfa.png.296x216.jpg', '出门有轨电车，89平精装4房，业主诚心出售', '陶润懿峰  | 4室1厅 | 89.86平米 | 南 | 其他', '高楼层(共32层)2016年建暂无数据  -  观澜', '410万', '单价45627元/平米')
('https://image1.ljcdn.com/440300-inspection/2ac9445b-fb8f-4cb2-b714-4bb05ef3e5b6.jpg.296x216.jpg', '8号地满两年一房，业主已经改成小两房，诚心出售', '世纪春城八号公寓  | 2室1厅 | 44.53平米 | 北 | 简装 | 有电梯', '中楼层(共11层)2006年建板楼  -  深圳北站', '220万', '单价49405元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ba0494e4-df6d-432e-b624-adc7d4170b3a.png.296x216.jpg', '锦绣御园 4室2厅 740万', '锦绣御园  | 4室2厅 | 133.53平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2013年建板塔结合  -  龙华中心', '740万', '单价55419元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7002182b-d185-4df9-ad56-94a55542fa62.png.296x216.jpg', '新.华.中.学 嘉逸花园3+1房    花园中间 安静宜居', '嘉逸花园  | 4室2厅 | 98.49平米 | 东 东北 | 其他 | 无电梯', '高楼层(共7层)2003年建板楼  -  龙华中心', '405万', '单价41121元/平米')
('https://image1.ljcdn.com/440300-inspection/57697809-02ce-4afb-a312-fb3b38f3bb61.JPG.296x216.jpg', '金域华府一期东南3加1房 安静保养好', '万科金域华府  | 3室2厅 | 89.03平米 | 东南 | 精装 | 有电梯', '中楼层(共34层)2010年建板塔结合  -  深圳北站', '710万', '单价79749元/平米')
('https://image1.ljcdn.com/440300-inspection/test-45bed20d-8a60-46cc-9edd-1c7eb2da8098.png.296x216.jpg', '装修好、自住、自带花园、看房方便', '馨园二期  | 2室1厅 | 70.99平米 | 东 南 | 简装 | 无电梯', '低楼层(共6层)2002年建板塔结合  -  民治', '365万', '单价51416元/平米')
('https://image1.ljcdn.com/440300-inspection/9263adf2-8756-4096-85c7-f17cd900c1f0.jpg.296x216.jpg', '劲力城市明珠 精装三房 超大阳台 中间位置 近清湖', '劲力城市明珠  | 3室2厅 | 76.68平米 | 东南 | 精装 | 有电梯', '高楼层(共18层)2007年建板塔结合  -  龙华中心', '370万', '单价48253元/平米')
('https://image1.ljcdn.com/440300-inspection/adc67a48-7fba-4ce5-aadd-f4cc69faf9ce.jpg.296x216.jpg', '招商观园独栋别墅出售，单本证，看房方便', '招商观园  | 9室3厅 | 334.42平米 | 南 北 | 其他 | 无电梯', '1层2012年建暂无数据  -  观澜', '2730万', '单价81634元/平米')
('https://image1.ljcdn.com/440300-inspection/test-8ddcb40f-a931-4820-9335-adae53490e6d.png.296x216.jpg', '华盛观荟 2室1厅 248万', '华盛观荟  | 2室1厅 | 54.34平米 | 南 | 其他', '低楼层(共36层)2016年建板塔结合  -  观澜', '248万', '单价45639元/平米')
('https://image1.ljcdn.com/440300-inspection/test-32e163e6-046b-406f-a584-b3cf358269d5.png.296x216.jpg', '房子满五年看花园，安静宜居，看房方便', '世纪春城一期  | 4室2厅 | 124.93平米 | 南 | 精装 | 无电梯', '高楼层(共7层)2004年建板塔结合  -  深圳北站', '570万', '单价45626元/平米')
('https://image1.ljcdn.com/440300-inspection/test-91fab413-cc7b-41f1-a703-3a5be98c16a0.png.296x216.jpg', '鸿荣源壹城 正规大三房 高赠送 配套齐全 诚意出售', '鸿荣源·壹城中心第九区  | 3室2厅 | 77.78平米 | 西南 | 其他', '低楼层(共46层)2017年建暂无数据  -  龙华中心', '480万', '单价61713元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7410631b-99f4-4963-9016-71c597264fdb.png.296x216.jpg', '港铁天颂 精装三房  600万 看房方便', '港铁天颂  | 3室2厅 | 80.36平米 | 东南 | 其他', '高楼层(共31层)2017年建板塔结合  -  龙华中心', '600万', '单价74665元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a2767adf-388d-4d45-a279-6ca0adf252fd.png.296x216.jpg', '金地上塘道一期，精装修自住3房，满二年，朝南向', '金地上塘道一期  | 3室2厅 | 78.37平米 | 南 | 精装 | 有电梯', '低楼层(共24层)2010年建板楼  -  上塘', '505万', '单价64438元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploaded507020-e5d3-4846-be07-416b411b597a.jpg.296x216.jpg', '南北通透格局，满5年，精装自住保养好，看房方便', '莱蒙水榭春天二期  | 4室2厅 | 141.12平米 | 西南 东北 | 精装 | 有电梯', '中楼层(共33层)2011年建塔楼  -  深圳北站', '868万', '单价61508元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3fe69b2c-d424-42f0-850e-c152b4068aef.png.296x216.jpg', '星河传奇,中间楼层南向，新交楼物业户型方正实用', '星河传奇二期  | 4室2厅 | 86.79平米 | 南 | 其他', '低楼层(共33层)2016年建塔楼  -  上塘', '610万', '单价70285元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e7b7082d-9129-4ff4-860d-c0171ae93c07.png.296x216.jpg', '中航天逸 4室1厅 1100万', '中航天逸  | 4室1厅 | 130.24平米 | 东 西 | 其他 | 有电梯', '低楼层(共36层)2013年建板塔结合  -  深圳北站', '1100万', '单价84460元/平米')
('https://image1.ljcdn.com/440300-inspection/test-312977dd-ad93-4a9a-8967-776c7a7c6ff8.png.296x216.jpg', '红山精装两房 户型方正位置优越 业主诚意出售看房方便', '华业玫瑰四季馨园二期  | 2室2厅 | 51.21平米 | 东 | 其他', '低楼层(共32层)2017年建塔楼  -  深圳北站', '365万', '单价71276元/平米')
('https://image1.ljcdn.com/440300-inspection/test-8246b379-d5db-46e7-b9c6-aa0162a8b76d.png.296x216.jpg', '绿景香颂 3室2厅 530万', '绿景香颂  | 3室2厅 | 85.15平米 | 东南 南 | 精装 | 有电梯', '中楼层(共31层)2012年建板塔结合  -  深圳北站', '530万', '单价62244元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3b234c66-16b8-41ea-8e10-b6c0904e14e8.png.296x216.jpg', '龙华花半里花园 3室2厅 445万', '龙华花半里花园  | 3室2厅 | 88.2平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2012年建板塔结合  -  龙华中心', '445万', '单价50454元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e205f0d6-e05e-42ae-aa0f-ca8fa7843d86.png.296x216.jpg', '满五唯一免个税，采光通风装修保养好', '星河盛世  | 1室1厅 | 48.43平米 | 东南 | 精装 | 有电梯', '中楼层(共30层)2013年建板塔结合  -  民治', '355万', '单价73302元/平米')
('https://image1.ljcdn.com/440300-inspection/b1bdb77c-680e-4849-8eac-7c5bbf91cc63.JPG.296x216.jpg', '招商观园 5室2厅 1000万', '招商观园  | 5室2厅 | 254.74平米 | 南 | 其他 | 无电梯', '3层2012年建暂无数据  -  观澜', '1000万', '单价39256元/平米')
('https://image1.ljcdn.com/440300-inspection/test-25c862a1-d03b-4bb8-8620-6de775e588c2.png.296x216.jpg', '绿景公馆1866 满两年 标准一房 朝南无遮挡 采光好', '绿景公馆1866南区  | 1室0厅 | 35.88平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2013年建板楼  -  深圳北站', '280万', '单价78038元/平米')
('https://image1.ljcdn.com/440300-inspection/5ce7fc6f-2bcf-4d92-8dd0-2ee50d063725.jpg.296x216.jpg', '香缇雅苑复式5房  实用率高  朝花园  舒适安静', '香缇雅苑  | 5室2厅 | 78.57平米 | 东 西南 | 简装 | 无电梯', '低楼层(共7层)1992年建板塔结合  -  龙华中心', '502万', '单价63893元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a9dd97ec-1084-4ebb-8a68-6f12ba78a0dc.png.296x216.jpg', '精装两房，保养好，拎包住。看房方便。', '金地上塘道一期  | 2室1厅 | 64.8平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2010年建塔楼  -  上塘', '400万', '单价61729元/平米')
('https://image1.ljcdn.com/440300-inspection/test-f2314565-7f1f-488e-b4bf-ef5a09bea4f7.png.296x216.jpg', '龙华花园广场，居家过渡，精装小两房。', '煜丰泽花园广场  | 2室1厅 | 47.22平米 | 西南 | 其他 | 无电梯', '中楼层(共7层)2002年建板塔结合  -  龙华中心', '205万', '单价43414元/平米')
('https://image1.ljcdn.com/440300-inspection/test-cec2819b-89f1-4d64-bcfb-ebfb36b9971e.png.296x216.jpg', '金地上塘道 金地物业 总价低 看房方便', '金地上塘道一期  | 2室2厅 | 66.97平米 | 北 | 其他 | 有电梯', '高楼层(共25层)2010年建塔楼  -  上塘', '365万', '单价54503元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadab210746-c86b-4543-bdfc-9857806fad54.jpg.296x216.jpg', '港铁精装修看花园 3房 诚意出售先到先', '港铁天颂  | 3室2厅 | 87.29平米 | 东北 | 简装', '中楼层(共48层)2017年建暂无数据  -  龙华中心', '525万', '单价60145元/平米')
('https://image1.ljcdn.com/440300-inspection/b2f8bf3e-a41c-4b47-9434-3700781747a0.JPG.296x216.jpg', '三层顶楼复式 实用面积300平 看湖景 采光好', '春华四季园一期  | 4室2厅 | 172.63平米 | 东北 | 毛坯 | 有电梯', '高楼层(共5层)2006年建板塔结合  -  民治', '1050万', '单价60824元/平米')
('https://image1.ljcdn.com/440300-inspection/test-64d92bb0-2cf8-4c9b-84f9-985e6f5e9cdb.png.296x216.jpg', '特发和平里二期 4室2厅 820万', '特发和平里二期  | 4室2厅 | 145.43平米 | 南 | 其他', '高楼层(共48层)2015年建板塔结合  -  上塘', '820万', '单价56385元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9c416e88-2199-4de9-a168-2dc2321bdf32.png.296x216.jpg', '龙华花半里 精装大三房 满五唯一红本 高楼层 诚心卖', '龙华花半里花园  | 3室1厅 | 85.85平米 | 西南 | 精装 | 有电梯', '高楼层(共33层)2012年建塔楼  -  龙华中心', '420万', '单价48923元/平米')
('https://image1.ljcdn.com/440300-inspection/test-0d26445e-6f04-4322-9d49-f8cef263311e.png.296x216.jpg', '美丽365花园 园林式大社区 满五唯一红本无欠款大三居', '美丽365花园  | 3室2厅 | 100.11平米 | 西北 | 简装 | 有电梯', '中楼层(共9层)2002年建板塔结合  -  龙华中心', '435万', '单价43453元/平米')
('https://image1.ljcdn.com/440300-inspection/63a68040-04f7-4451-9cea-56b20911d22b.JPG.296x216.jpg', '春华四季园二期 5室2厅 1050万', '春华四季园二期  | 5室2厅 | 140.71平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2007年建板塔结合  -  民治', '1050万', '单价74622元/平米')
('https://image1.ljcdn.com/440300-inspection/test-2e667fb8-2517-4a34-9d09-11dee0d7c1a3.png.296x216.jpg', '华昱苑 3室1厅 290万', '华昱苑  | 3室1厅 | 77.21平米 | 西北 | 其他 | 无电梯', '高楼层(共8层)2001年建板塔结合  -  龙华中心', '290万', '单价37560元/平米')
('https://image1.ljcdn.com/440300-inspection/b0f6669b-82ff-4e35-920c-e96d2b5197a9.JPG.296x216.jpg', '星河盛世双拼4+1房  使用率很高  刚需置换好选择', '星河盛世  | 4室2厅 | 132.4平米 | 东南 西北 | 简装 | 有电梯', '中楼层(共30层)2012年建板塔结合  -  民治', '800万', '单价60423元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1e7b578c-e779-44d0-a82f-7d62b5531cde.png.296x216.jpg', '全新装修居家大三房，VR全视角可以详细了解', '日出印象一期  | 3室2厅 | 106.3平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2005年建板楼  -  深圳北站', '540万', '单价50800元/平米')
('https://image1.ljcdn.com/440300-inspection/test-2d5cf785-67c1-4d5f-aee9-477010990184.png.296x216.jpg', '锦绣江南大三房，客厅出阳台，业主自住随时看', '锦绣江南四期  | 3室2厅 | 97.45平米 | 南 | 精装 | 有电梯', '高楼层(共28层)2006年建塔楼  -  深圳北站', '468万', '单价48025元/平米')
('https://image1.ljcdn.com/440300-inspection/test-22d6c040-0840-42d8-8ad4-7dda45f79d7e.png.296x216.jpg', '金地上塘道 红本在手 阳台已封 可改两房 位置十分安静', '金地上塘道一期  | 1室1厅 | 45.43平米 | 北 | 其他 | 有电梯', '中楼层(共25层)2010年建板楼  -  上塘', '285万', '单价62734元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload8bcc5760-b370-49f7-8d0c-e4f7ead93323.jpg.296x216.jpg', '新华城 4室2厅 710万', '新华城  | 4室2厅 | 146.77平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2010年建板塔结合  -  深圳北站', '710万', '单价48376元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b4fcc597-e217-4b9a-98a8-925c7f337f3b.png.296x216.jpg', '东南向安静，精装保养好，红本在手费用少', '莱蒙水榭春天B区6期  | 3室2厅 | 87.93平米 | 东南 | 其他 | 有电梯', '中楼层(共31层)2014年建塔楼  -  深圳北站', '770万', '单价87570元/平米')
('https://image1.ljcdn.com/440300-inspection/test-66849ff0-6f44-441c-b9b5-616af76b517a.png.296x216.jpg', '金地梅陇镇花园一期 满五年 红本在手 朝南看花园', '金地梅陇镇一期  | 2室2厅 | 76.77平米 | 南 | 简装 | 有电梯', '中楼层(共24层)2006年建板楼  -  深圳北站', '420万', '单价54709元/平米')
('https://image1.ljcdn.com/440300-inspection/test-eff4a2b9-7579-405e-93d6-944e5b61f284.png.296x216.jpg', '福景花园，龙华地铁口 优质三房 红本在手有钥匙', '福景花园  | 3室1厅 | 80.49平米 | 东 西 | 其他 | 无电梯', '高楼层(共7层)1993年建板楼  -  龙华中心', '280万', '单价34787元/平米')
('https://image1.ljcdn.com/440300-inspection/3bb13e51-e4e1-4d75-bddd-448e04178927.jpg.296x216.jpg', '龙华观澜仁山智水花园  联排别墅 小区看花园 戎马一墅', '城建仁山智水花园一期  | 5室2厅 | 216.7平米 | 南 | 其他 | 无电梯', '低楼层(共1层)2015年建暂无数据  -  观澜', '1490万', '单价68759元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b2fe3033-5a4f-4ece-ab60-66302b3598c1.png.296x216.jpg', '上塘地铁口  满五唯一  业主诚心出售', '长城里程家园  | 3室2厅 | 89.89平米 | 东南 | 其他', '高楼层(共11层)2011年建暂无数据  -  上塘', '505万', '单价56180元/平米')
('https://image1.ljcdn.com/440300-inspection/24b5642d-4e20-4f28-971e-a47ad6e623c1.jpg.296x216.jpg', '城市明珠花园  精装大3房  户户东南朝向', '劲力城市明珠  | 3室2厅 | 88.53平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2007年建板塔结合  -  龙华中心', '415万', '单价46877元/平米')
('https://image1.ljcdn.com/440300-inspection/65685a74-4967-48de-93e1-444aa7a8b648.jpg.296x216.jpg', '新阳丽舍 正规一房一厅 精装修 满五年唯一税费少', '新阳丽舍  | 1室1厅 | 42.7平米 | 东南 | 其他 | 有电梯', '高楼层(共7层)2004年建板塔结合  -  龙华中心', '175万', '单价40984元/平米')
('https://image1.ljcdn.com/440300-inspection/test-81942e78-bc32-4c37-aab3-20fffce6823d.png.296x216.jpg', '幸福城三期大三房精装修清湖地铁口', '幸福城三期  | 3室2厅 | 88.89平米 | 东南 | 精装 | 有电梯', '中楼层(共33层)2015年建板塔结合  -  龙华中心', '520万', '单价58500元/平米')
('https://image1.ljcdn.com/440300-inspection/test-6dfee84b-53bb-4f33-9e34-c5f14fd46392.png.296x216.jpg', '东源阁花园 3室2厅 318万', '东源阁花园  | 3室2厅 | 87.78平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2002年建板塔结合  -  龙华中心', '318万', '单价36227元/平米')
('https://image1.ljcdn.com/440300-inspection/test-10d09256-b10b-416e-a7cc-037eda9d3d48.png.296x216.jpg', '花半里06户型大四房，诚心出售', '龙华花半里花园  | 4室2厅 | 84.85平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2012年建板塔结合  -  龙华中心', '470万', '单价55392元/平米')
('https://image1.ljcdn.com/440300-inspection/test-cab40bd3-887e-4fd1-97d8-858f5bb1a8dc.png.296x216.jpg', '大型社区 实用二房 户型方正 满五年 红本在手', '世纪春城二期  | 2室1厅 | 76.93平米 | 北 | 简装 | 有电梯', '中楼层(共11层)2005年建板塔结合  -  深圳北站', '380万', '单价49396元/平米')
('https://image1.ljcdn.com/440300-inspection/0145eff5-7394-4075-bf39-50fd452cfda8.jpg.296x216.jpg', '地铁口物业 富通天骏 三房户型方正 可看房 诚心卖', '富通天骏  | 3室2厅 | 104.14平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2003年建板塔结合  -  龙华中心', '500万', '单价48013元/平米')
('https://image1.ljcdn.com/440300-inspection/d2c1a062-abcb-46e9-9f6c-1376e1703b13.JPG.296x216.jpg', '精装三房 业主自住保养好 满二年', '潜龙鑫茂花园A区  | 3室2厅 | 90.7平米 | 南 北 | 其他 | 有电梯', '高楼层(共17层)2006年建板塔结合  -  民治', '550万', '单价60640元/平米')
('https://image1.ljcdn.com/440300-inspection/test-03de98c7-c7ba-49aa-863d-1d9a35a1ba4f.png.296x216.jpg', '满五唯一红本在手五米阳光（青年城邦园）一房一厅诚售', '青年城邦园  | 1室1厅 | 40.62平米 | 南 北 | 精装 | 有电梯', '低楼层(共13层)2006年建板塔结合  -  龙华中心', '196万', '单价48253元/平米')
