('https://image1.ljcdn.com/340100-inspection/84da976b-a06e-477d-a6f4-542f1a6a88b9.jpg.296x216.jpg', '蓝鼎滨湖假日翰林苑 3室2厅 170万', '蓝鼎滨湖假日翰林苑  | 3室2厅 | 86.3平米 | 南 | 其他', '高楼层(共33层)2008年建塔楼  -  滨湖世纪', '170万', '单价19699元/平米')
('https://image1.ljcdn.com/340100-inspection/b7728b79-9a74-4f69-88f7-ae4b08846a1a.JPG.296x216.jpg', '此房满五年，精装修 楼层好 户型方正', '蓝鼎滨湖假日翰林苑  | 3室1厅 | 87.94平米 | 南 | 其他', '中楼层(共33层)2008年建塔楼  -  滨湖世纪', '180万', '单价20469元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload94c3ac7e-30ef-4995-9f6c-77cbe6f9a22a.jpg.296x216.jpg', '蓝鼎滨湖假日翰林苑 4室2厅 248万', '蓝鼎滨湖假日翰林苑  | 4室2厅 | 122.06平米 | 南 | 其他', '低楼层(共33层)2008年建板塔结合  -  滨湖世纪', '248万', '单价20318元/平米')
('https://image1.ljcdn.com/340100-inspection/7f4c5078-153d-4c83-82fe-c62fa41be63a.JPG.296x216.jpg', '万达揽湖苑 3室2厅 256万', '万达揽湖苑  | 3室2厅 | 112.01平米 | 南 北 | 其他', '中楼层(共34层)2016年建板楼  -  环湖CBD', '256万', '单价22856元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload0a87b509-69eb-40fa-aeda-bc3254ae5c50.jpg.296x216.jpg', '世纪城徽昌苑 正规大三房 自住装修 送车位', '世纪城徽昌苑  | 3室2厅 | 134.5平米 | 南 北 | 其他', '低楼层(共33层)2011年建塔楼  -  滨湖世纪', '230万', '单价17101元/平米')
('https://image1.ljcdn.com/340100-inspection/47ab9ef6-2b07-49b0-92e2-381a1d4dacf2.jpg.296x216.jpg', '万达一期临湖苑，靠近巢湖，满两年，边户', '临湖苑A区  | 3室2厅 | 118.65平米 | 南 北 | 其他', '低楼层(共33层)2014年建塔楼  -  环湖CBD', '220万', '单价18542元/平米')
('https://image1.ljcdn.com/340100-inspection/18befe3f-a68f-4c82-93ca-3161655c5a3a.JPG.296x216.jpg', '滨湖品阁 2室2厅 198万', '滨湖品阁  | 2室2厅 | 86.69平米 | 南 北 | 其他', '低楼层(共28层)2007年建塔楼  -  滨湖世纪', '198万', '单价22841元/平米')
('https://image1.ljcdn.com/340100-inspection/e8c39b09-7c66-4786-820b-001d3d7cdf4b.JPG.296x216.jpg', '巴黎都市波旁宫  精装修 带车位 拎包入住', '巴黎都市波旁宫  | 3室2厅 | 112.61平米 | 南 北 | 其他', '低楼层(共27层)2014年建塔楼  -  方兴', '249万', '单价22112元/平米')
('https://image1.ljcdn.com/340100-inspection/1dff06af-36db-4bd0-8935-a0c2b8ece07f.JPG.296x216.jpg', '万达三期亲湖苑 纯新房毛坯 南北通透三房', '亲湖苑B区  | 3室2厅 | 111.13平米 | 南 北 | 其他', '中楼层(共34层)2015年建塔楼  -  环湖CBD', '200万', '单价17997元/平米')
('https://image1.ljcdn.com/340100-inspection/3712a678-8aaa-44bc-85b4-7e4efe437769.JPG.296x216.jpg', '亲湖苑B区 3室2厅 185万', '亲湖苑B区  | 3室2厅 | 97平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  环湖CBD', '185万', '单价19073元/平米')
('https://image1.ljcdn.com/340100-inspection/e5c01d68-e827-48de-a0b1-0784365df686.JPG.296x216.jpg', '此房产证已满5年，南北通透，精装修可拎包入住', '世纪城徽杰苑  | 3室2厅 | 106平米 | 南 北 | 其他', '中楼层(共33层)2011年建塔楼  -  滨湖世纪', '190万', '单价17925元/平米')
('https://image1.ljcdn.com/340100-inspection/52e6c00f-103d-40cc-b3b1-a25af6ac242b.JPG.296x216.jpg', '万达悦湖苑 3室2厅 258万', '万达悦湖苑  | 3室2厅 | 141平米 | 南 北 | 其他', '中楼层(共29层)2016年建塔楼  -  环湖CBD', '258万', '单价18298元/平米')
('https://image1.ljcdn.com/340100-inspection/e479fa67-3fa6-4b98-a7af-8b77173e13b7.jpg.296x216.jpg', '此房房主诚意出售，生活配套完善，出行方便，价格优秀', '巴黎都市波旁宫  | 3室1厅 | 132.16平米 | 南 | 其他', '低楼层(共34层)2014年建塔楼  -  方兴', '238万', '单价18009元/平米')
('https://image1.ljcdn.com/340100-inspection/1275bb6c-d527-490d-b0fa-8e0e2b3f8a35.jpg.296x216.jpg', '蓝鼎翰林苑 新上经典3房在售 产证满五唯一后期税费少', '蓝鼎滨湖假日翰林苑  | 3室2厅 | 87.95平米 | 南 | 其他', '低楼层(共33层)2008年建塔楼  -  滨湖世纪', '175万', '单价19898元/平米')
('https://image1.ljcdn.com/340100-inspection/b32a3106-4a87-4344-bdad-1b62bd9668cc.JPG.296x216.jpg', '滨湖家园 四房 采光好 总价低  户型方正', '滨湖家园  | 4室2厅 | 140.11平米 | 南 北 | 其他', '低楼层(共18层)2009年建塔楼  -  滨湖世纪', '238万', '单价16987元/平米')
('https://image1.ljcdn.com/340100-inspection/6744a4cd-1009-4d8c-b67b-d2455f6a6998.jpg.296x216.jpg', '高速滨湖时代广场毛坯大四室中高楼层市政供暖', '高速滨湖时代广场  | 4室1厅 | 171.53平米 | 南 | 其他', '高楼层(共33层)2011年建塔楼  -  烟墩', '342万', '单价19939元/平米')
('https://image1.ljcdn.com/340100-inspection/f4baed32-d328-48be-ac74-2f05e125124a.jpg.296x216.jpg', '银河幸福广场 3室2厅 186万', '银河幸福广场  | 3室2厅 | 99.8平米 | 南 | 其他', '高楼层(共29层)暂无数据  -  方兴', '186万', '单价18638元/平米')
('https://image1.ljcdn.com/340100-inspection/c95411b7-d18d-4a51-b2d0-3580d4ca456f.JPG.296x216.jpg', '徽贵苑 经典三房 户型方正 带车位 诚意出售', '世纪城徽贵苑  | 3室2厅 | 115.15平米 | 南 北 | 简装', '低楼层(共33层)2011年建塔楼  -  滨湖世纪', '200万', '单价17369元/平米')
('https://image1.ljcdn.com/340100-inspection/859ca945-6093-45d5-8615-179cecbfa9a6.JPG.296x216.jpg', '保利海上五月花C区 4室1厅 245万', '保利海上五月花C区  | 4室1厅 | 112.78平米 | 南 | 其他', '低楼层(共33层)塔楼  -  环湖CBD', '245万', '单价21724元/平米')
('https://image1.ljcdn.com/340100-inspection/80490771-e058-4600-a488-e7378ff9f0a9.JPG.296x216.jpg', '保利拉菲公馆，中间户两居，中高楼层，采光好', '保利拉菲公馆  | 2室1厅 | 80平米 | 南 | 毛坯', '高楼层(共31层)2013年建板塔结合  -  烟墩', '160万', '单价20000元/平米')
('https://image1.ljcdn.com/340100-inspection/2e171a22-36e3-4947-9306-31eeaecf5cb2.JPG.296x216.jpg', '滨湖家园 2室2厅 170万', '滨湖家园  | 2室2厅 | 95.79平米 | 南 | 其他', '高楼层(共18层)2009年建塔楼  -  滨湖世纪', '170万', '单价17748元/平米')
('https://image1.ljcdn.com/340100-inspection/02636b23-ec5b-4032-afd8-0c74084de4ed.jpg.296x216.jpg', '琼林苑 边户三房 南北双阳台 诚心出售', '世纪城琼林苑  | 3室2厅 | 110.23平米 | 南 北 | 其他', '低楼层(共33层)2011年建塔楼  -  滨湖世纪', '220万', '单价19959元/平米')
('https://image1.ljcdn.com/340100-inspection/bc1fa6a3-4b4b-4762-8197-77d5407e5a75.JPG.296x216.jpg', '锦绣淮苑，大三房、满两年、中区后排、市政供暖', '锦绣淮苑  | 3室2厅 | 128.84平米 | 南 北 | 其他', '中楼层(共26层)2011年建塔楼  -  烟墩', '250万', '单价19404元/平米')
('https://image1.ljcdn.com/340100-inspection/f4b62670-34e5-4ef4-9d6a-9995af9e7107.jpg.296x216.jpg', '徽贵苑 大三房两卫  包车位  采光无遮挡', '世纪城徽贵苑  | 3室2厅 | 128.24平米 | 南 北 | 其他', '高楼层(共33层)2011年建塔楼  -  滨湖世纪', '205万', '单价15986元/平米')
('https://image1.ljcdn.com/340100-inspection/9b2f5bfb-dd92-4b52-9019-312218927704.JPG.296x216.jpg', '滨湖品阁 2室2厅 215万', '滨湖品阁  | 2室2厅 | 89.17平米 | 南 | 其他', '高楼层(共33层)2007年建板塔结合  -  滨湖世纪', '215万', '单价24112元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload993ccf7b-e95c-4647-aa34-44002db1b98f.jpg.296x216.jpg', '滨湖和园精装房，业主诚心出售，楼层好，采光好', '滨湖和园  | 2室2厅 | 92.53平米 | 南 | 其他', '低楼层(共33层)2012年建塔楼  -  滨湖世纪', '145万', '单价15671元/平米')
('https://image1.ljcdn.com/340100-inspection/ec3440b6-56e1-4b4c-ab9f-a09b18eb35dd.JPG.296x216.jpg', '文华阁 精装小户型  总价低   看房方便  满两年', '文华阁  | 1室1厅 | 35.16平米 | 北 | 其他', '低楼层(共34层)2012年建塔楼  -  滨湖世纪', '108万', '单价30717元/平米')
('https://image1.ljcdn.com/340100-inspection/2c66562a-0083-43ab-819e-27187bc8b8b0.jpg.296x216.jpg', '琥珀瑞安家园单位集资房品质有保障市政供暖送产权车位', '琥珀瑞安家园  | 3室2厅 | 141.75平米 | 南 北 | 其他', '高楼层(共33层)2016年建塔楼  -  方兴', '305万', '单价21517元/平米')
('https://image1.ljcdn.com/340100-inspection/d0fae531-bebe-4ac0-9a30-755537890167.jpg.296x216.jpg', '世纪城临滨苑 采光充足看房随时', '世纪城临滨苑  | 3室2厅 | 123.38平米 | 南 | 其他', '低楼层(共33层)2011年建塔楼  -  滨湖世纪', '215万', '单价17426元/平米')
('https://image1.ljcdn.com/340100-inspection/62edde4f-6d38-4e6f-9abe-69e1fc36c312.JPG.296x216.jpg', '保利拉菲公馆，精装两房，低楼层，交通便利，诚心出售', '保利拉菲公馆  | 2室2厅 | 83.48平米 | 南 | 精装', '低楼层(共33层)2015年建板塔结合  -  烟墩', '167万', '单价20005元/平米')
('https://image1.ljcdn.com/340100-inspection/239498a5-77e1-48c4-8bde-ba2e236d30a6.JPG.296x216.jpg', '保利拉菲公馆 人车分流 正规三居室 精装修 采光好', '保利拉菲公馆  | 3室2厅 | 95.4平米 | 南 | 其他', '高楼层(共41层)2015年建板塔结合  -  烟墩', '205万', '单价21489元/平米')
('https://image1.ljcdn.com/340100-inspection/4c4ab291-e8b1-4089-bf5d-0896448f36a6.jpg.296x216.jpg', '巴黎都市凯旋宫 毛坯房 高楼层 采光好', '巴黎都市凯旋宫  | 3室2厅 | 90.5平米 | 南 | 其他', '高楼层(共34层)2014年建塔楼  -  方兴', '185万', '单价20442元/平米')
('https://image1.ljcdn.com/340100-inspection/4be2890d-45a3-4a80-97f6-f542f936a2e6.JPG.296x216.jpg', '东方蓝海四期 3室2厅 165万', '东方蓝海四期  | 3室2厅 | 91平米 | 南 | 其他', '低楼层(共29层)暂无数据  -  环湖CBD', '165万', '单价18132元/平米')
('https://image1.ljcdn.com/340100-inspection/4feea6bb-ec0f-4101-803b-c1ef88e65f8b.JPG.296x216.jpg', '文华阁 2室1厅 175万', '文华阁  | 2室1厅 | 65.53平米 | 南 | 其他', '低楼层(共33层)2012年建塔楼  -  滨湖世纪', '175万', '单价26706元/平米')
('https://image1.ljcdn.com/340100-inspection/2df517a7-7b51-43bf-8076-6d0fe05c62ae.JPG.296x216.jpg', '东方蓝海二期 3室1厅 178万', '东方蓝海二期  | 3室1厅 | 97.75平米 | 南 | 其他', '低楼层(共33层)暂无数据  -  环湖CBD', '178万', '单价18210元/平米')
('https://image1.ljcdn.com/340100-inspection/d6dff333-8920-4f9c-ac0c-8547c92c413f.JPG.296x216.jpg', '万科城精装两房，拎包入住，业主诚售', '滨湖万科城  | 2室1厅 | 75.32平米 | 南 | 其他', '低楼层(共34层)2013年建板楼  -  烟墩', '160万', '单价21243元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload44cbdb5b-1826-4ea2-9c32-665b794ff70d.jpg.296x216.jpg', '徽杰苑 大三房 精装修  送车位 房东诚心出售', '世纪城徽杰苑  | 3室2厅 | 118.36平米 | 南 北 | 其他', '中楼层(共33层)2011年建塔楼  -  滨湖世纪', '195万', '单价16476元/平米')
('https://image1.ljcdn.com/340100-inspection/d5a7a0d7-b5f8-4799-9d0d-526517d45626.JPG.296x216.jpg', '三房送车位 采光非常好 业主诚心卖 楼栋位置好', '东方蓝海六期  | 3室2厅 | 99平米 | 南 北 | 其他', '高楼层(共33层)板塔结合  -  环湖CBD', '200万', '单价20203元/平米')
('https://image1.ljcdn.com/340100-inspection/55b029b6-52e7-4f26-9e31-6ace7b2cd025.JPG.296x216.jpg', '万科蓝山一期 4室2厅 215万', '万科蓝山一期  | 4室2厅 | 93.12平米 | 南 | 其他', '高楼层(共34层)2016年建塔楼  -  方兴', '215万', '单价23089元/平米')
('https://image1.ljcdn.com/340100-inspection/23109a94-fcd3-4b58-bbd9-093156817099.JPG.296x216.jpg', '高速时代城 全新毛坯三房 全明户型 干湿分离 诚售', '高速时代城一期  | 3室2厅 | 98平米 | 南 | 其他', '中楼层(共17层)2016年建塔楼  -  方兴', '195万', '单价19898元/平米')
('https://image1.ljcdn.com/340100-inspection/3dd9c117-af00-47ac-907b-7e11c38f51fe.JPG.296x216.jpg', '万达临湖苑，边套 出门交通很方便', '临湖苑D区  | 3室2厅 | 118平米 | 南 | 其他', '高楼层(共28层)2015年建塔楼  -  环湖CBD', '228万', '单价19323元/平米')
('https://image1.ljcdn.com/340100-inspection/1d0ee973-12bb-4560-a308-58b409d5acdb.JPG.296x216.jpg', '滨湖家园 成熟社区  房型正气 大四房', '滨湖家园  | 4室2厅 | 140.11平米 | 南 北 | 简装', '中楼层(共18层)2009年建塔楼  -  滨湖世纪', '245万', '单价17487元/平米')
('https://image1.ljcdn.com/340100-inspection/3584f196-11eb-40c6-aaa7-086bfb593805.JPG.296x216.jpg', '滨湖明珠 2室1厅 230万', '滨湖明珠  | 2室1厅 | 86平米 | 南 | 其他', '高楼层(共33层)2007年建塔楼  -  滨湖世纪', '230万', '单价26745元/平米')
('https://image1.ljcdn.com/340100-inspection/8efe2772-31e5-447f-971e-1d3dd8a87119.JPG.296x216.jpg', '业主诚心出售，报价包含一个产权车位，边户三房。', '临湖苑E区  | 3室2厅 | 120.47平米 | 南 北 | 其他', '中楼层(共28层)2014年建板楼  -  环湖CBD', '238万', '单价19756元/平米')
('https://image1.ljcdn.com/340100-inspection/217d2138-e92e-448c-99ea-779576f64cda.JPG.296x216.jpg', '巴黎都市边户3房2卫送入户花园朝南双阳台采光好', '巴黎都市波旁宫  | 3室2厅 | 126平米 | 南 北 | 其他', '低楼层(共30层)2014年建塔楼  -  方兴', '242万', '单价19207元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload9cf5cc3e-d20e-406a-a314-fb54e9521ef0.jpg.296x216.jpg', '观湖苑精装35万三房  家具家电全送 业主自住 一线景观', '蓝鼎观湖苑  | 3室2厅 | 112.5平米 | 南 北 | 精装', '低楼层(共33层)2010年建塔楼  -  滨湖世纪', '220万', '单价19556元/平米')
('https://image1.ljcdn.com/340100-inspection/50764660-0681-4c9a-9008-bb384fe70bd4.JPG.296x216.jpg', '淮矿东方蓝海两室毛坯房。。。。', '东方蓝海  | 2室2厅 | 89.75平米 | 南 | 其他', '高楼层(共30层)2014年建板楼  -  环湖CBD', '166万', '单价18496元/平米')
('https://image1.ljcdn.com/340100-inspection/64de6648-cc42-4d24-b803-b8b8906e4af5.JPG.296x216.jpg', '高速时代城二期 3室2厅 215万', '高速时代城二期  | 3室2厅 | 103.01平米 | 南 北 | 其他', '低楼层(共33层)2015年建塔楼  -  方兴', '215万', '单价20872元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploada051d1b2-6f68-468d-af8a-c74a14e670fa.JPG.296x216.jpg', '世纪城朝南户型，精装修，有暖气，拎包即可入住', '世纪城徽贵苑  | 2室2厅 | 90.95平米 | 南 | 精装', '中楼层(共28层)2011年建塔楼  -  滨湖世纪', '168万', '单价18472元/平米')
('https://image1.ljcdn.com/340100-inspection/d9327b57-3405-4ea6-814b-0721fa9426eb.jpg.296x216.jpg', '皖都徽韵，位置优越，采光刺眼....', '皖都徽韵和锦园  | 2室2厅 | 83.6平米 | 南 | 其他', '低楼层(共29层)暂无数据  -  工业园', '142万', '单价16986元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload17d224bc-6f6e-4095-81c1-f2da7920af7c.JPG.296x216.jpg', '临湖苑F区 3室1厅 200万', '临湖苑F区  | 3室1厅 | 95平米 | 南 | 其他', '中楼层(共33层)2015年建板塔结合  -  环湖CBD', '200万', '单价21053元/平米')
('https://image1.ljcdn.com/340100-inspection/3f5c9894-e633-4bd2-a88e-e297d33c3698.JPG.296x216.jpg', '巴黎都市 经典大两房 户型方正', '巴黎都市凯旋宫  | 2室2厅 | 90.36平米 | 南 | 其他', '中楼层(共34层)2014年建塔楼  -  方兴', '205万', '单价22688元/平米')
('https://image1.ljcdn.com/340100-inspection/deceabe8-039d-4920-861f-bd9b363be644.jpg.296x216.jpg', '边户三居带南北阳台 满五年唯一 近公园 配套齐全', '蓝鼎滨湖假日枫丹园  | 3室2厅 | 102平米 | 南 北 | 其他', '中楼层(共33层)2012年建塔楼  -  滨湖世纪', '255万', '单价25000元/平米')
('https://image1.ljcdn.com/340100-inspection/22f19d88-887b-4a81-b306-3cffde5ff0df.JPG.296x216.jpg', '滨湖万科城，带车位，精装修，户型方正，业主诚心出售', '滨湖万科城  | 3室2厅 | 91平米 | 南 北 | 其他', '低楼层(共34层)2013年建塔楼  -  烟墩', '210万', '单价23077元/平米')
('https://image1.ljcdn.com/340100-inspection/decfda4a-c7d1-443b-93d4-7a5298939ab2.jpg.296x216.jpg', '春融苑大两房，三开间朝南，业主诚心出售', '世纪城春融苑  | 2室2厅 | 93.33平米 | 南 | 其他', '低楼层(共33层)2008年建塔楼  -  滨湖世纪', '158万', '单价16930元/平米')
('https://image1.ljcdn.com/340100-inspection/3bc7244c-8a9f-4fb9-b1b8-2c3ab0d0f8c0.jpg.296x216.jpg', '巴黎都市边户经典三房 南北通透双阳台采光无挡随时看', '巴黎都市波旁宫  | 3室2厅 | 100.45平米 | 南 北 | 其他', '中楼层(共34层)2014年建塔楼  -  方兴', '200万', '单价19911元/平米')
('https://image1.ljcdn.com/340100-inspection/59f04f62-20c2-4ed7-bc6d-c351e4da0819.jpg.296x216.jpg', '保利拉菲公馆《精装修两房，中间楼层满两年》诚心出售', '保利拉菲公馆  | 2室2厅 | 80平米 | 南 | 其他', '中楼层(共31层)2013年建板塔结合  -  烟墩', '165万', '单价20625元/平米')
('https://image1.ljcdn.com/340100-inspection/a38c7073-8a62-4b33-8cc8-77287b2fac62.JPG.296x216.jpg', '徽昌苑 边户大四房 低楼层 采光无遮挡 房东诚心卖', '世纪城徽昌苑  | 4室2厅 | 135平米 | 南 北 | 其他', '低楼层(共33层)2011年建塔楼  -  滨湖世纪', '230万', '单价17038元/平米')
('https://image1.ljcdn.com/340100-inspection/5bbaaf3e-a477-42a7-ab1b-bb0be49d8eae.jpg.296x216.jpg', '滨湖新地城 1室1厅 38万', '滨湖新地城  | 1室1厅 | 41平米 | 南 | 其他', '低楼层(共28层)板塔结合  -  滨湖世纪', '38万', '单价9269元/平米')
('https://image1.ljcdn.com/340100-inspection/2cba3a3f-17e1-4c2f-8369-f641aa8ec21c.JPG.296x216.jpg', '万达揽湖苑 4室2厅 345万', '万达揽湖苑  | 4室2厅 | 164平米 | 南 | 其他', '低楼层(共27层)2016年建板楼  -  环湖CBD', '345万', '单价21037元/平米')
('https://image1.ljcdn.com/340100-inspection/4eb58446-5fbd-437c-8dc9-1fb57b9f1bbf.JPG.296x216.jpg', '书香门第 采光充足 小三房视野开阔 满五年 免增值税', '书香门第西区  | 3室2厅 | 88.14平米 | 南 | 其他', '高楼层(共34层)2013年建塔楼  -  滨湖世纪', '203万', '单价23032元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadc1aece6b-02a4-415c-a153-589d2eb4d1fc.JPG.296x216.jpg', '文华阁 2室2厅 210万', '文华阁  | 2室2厅 | 88.21平米 | 南 | 其他', '中楼层(共32层)2012年建塔楼  -  滨湖世纪', '210万', '单价23807元/平米')
