('https://image1.ljcdn.com/510100-inspection/test-0e6a4f62-2894-40e8-970c-2fd36b6d9f1b.png.296x216.jpg', '高新西区 中海国际 橙郡 装修房', '橙郡一期  | 2室2厅 | 89.68平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2007年建板塔结合  -  中海国际', '145万', '单价16169元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f79f8877-ef29-4714-814b-c1deec3d7768.png.296x216.jpg', '恒 大 帝 景 统 一 装 修  一室 + 一厅', '恒大帝景  | 1室1厅 | 47.8平米 | 北 | 其他 | 有电梯', '低楼层(共32层)2014年建塔楼  -  高新西', '35万', '单价7323元/平米')
('https://image1.ljcdn.com/510100-inspection/fac13463-4041-47d1-9d45-732fa0086d9f.jpg.296x216.jpg', '成都合院二期+顶跃带屋顶花园+不临街', '成都合院公园里  | 2室2厅 | 86.4平米 | 西南 | 其他 | 有电梯', '高楼层(共18层)2015年建板楼  -  高新西', '180万', '单价20834元/平米')
('https://image1.ljcdn.com/510100-inspection/e825592e-20f9-4916-b62e-7dd528dd8bd7.jpg.296x216.jpg', '龙湖时代天街+开发商精装+成熟商圈', '龙湖时代天街  | 2室1厅 | 87平米 | 东南 | 其他 | 有电梯', '中楼层(共30层)2015年建板塔结合  -  高新西', '67万', '单价7702元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9be6c63f-0138-4a49-8383-399801cc20c6.png.296x216.jpg', '上锦颐园佳境+标准套一+低楼层', '上锦颐园佳境  | 1室1厅 | 58.02平米 | 东 | 其他 | 有电梯', '低楼层(共26层)2011年建板塔结合  -  高新西', '63万', '单价10859元/平米')
('https://image1.ljcdn.com/510100-inspection/f98d8666-af82-42c6-bb72-60fb50041a58.jpg.296x216.jpg', '视野宽阔，采光优质，保养好，前后中庭，满两年', '橙郡一期  | 3室2厅 | 120.87平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2007年建板塔结合  -  中海国际', '216万', '单价17871元/平米')
('https://image1.ljcdn.com/510100-inspection/3c93568e-e525-4893-b55a-db8384478c9a.jpg.296x216.jpg', '龙湖时代天街48平开发商统一精装修', '龙湖时代天街  | 1室1厅 | 48平米 | 西南 | 其他 | 有电梯', '中楼层(共30层)2015年建板塔结合  -  高新西', '35万', '单价7292元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b5e1e126-5ddd-424f-8092-cc4324a9bfff.png.296x216.jpg', '上锦优质套一改套二   户型方正 居家装修 即买即收租', '上锦颐园  | 2室1厅 | 64平米 | 东南 | 其他 | 有电梯', '中楼层(共25层)2008年建板塔结合  -  高新西', '62万', '单价9688元/平米')
('https://image1.ljcdn.com/510100-inspection/c3a1d2ca-5348-49ac-b5db-457c1983504d.jpg.296x216.jpg', '上锦颐园+带装修+带家具家电+中间楼层', '上锦颐园  | 2室2厅 | 64.1平米 | 西北 | 其他 | 有电梯', '中楼层(共25层)2008年建板塔结合  -  高新西', '56.6万', '单价8830元/平米')
('https://image1.ljcdn.com/510100-inspection/ab55d9bf-83b7-4e02-93cc-d52276a61b84.jpg.296x216.jpg', '上锦颐园 低楼层 装修、保存好', '上锦颐园  | 3室2厅 | 89平米 | 东南 | 其他 | 有电梯', '低楼层(共24层)2008年建板塔结合  -  高新西', '115万', '单价12922元/平米')
('https://image1.ljcdn.com/510100-inspection/887d4baa-fd92-4990-933d-93630ae873ed.jpg.296x216.jpg', '保  利  香  槟  国  际 公 寓.', '保利香槟国际  | 1室1厅 | 41.34平米 | 东南 | 其他 | 有电梯', '高楼层(共9层)2013年建板楼  -  中海国际', '48万', '单价11612元/平米')
('https://image1.ljcdn.com/510100-inspection/test-771b8020-f92f-477f-9861-809e1a652417.png.296x216.jpg', '中海国际社区橙郡 套三主卧带阳台  看房有钥匙', '橙郡三期  | 3室2厅 | 92平米 | 西南 | 其他 | 有电梯', '中楼层(共17层)2007年建板楼  -  中海国际', '162万', '单价17609元/平米')
('https://image1.ljcdn.com/510100-inspection/test-05087a2d-6a29-401f-8373-74d23be31a8a.png.296x216.jpg', '户型方正，中间楼层，采光好，视野开阔', '上锦颐园佳境  | 3室2厅 | 89.95平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2011年建板塔结合  -  高新西', '105万', '单价11674元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c23725de-b0a3-4a23-a55c-0061c15f56f8.png.296x216.jpg', '中海国际社区碧林 装修三房 通透户型 中间楼层', '碧林  | 3室2厅 | 142平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2007年建板楼  -  中海国际', '320万', '单价22536元/平米')
('https://image1.ljcdn.com/510100-inspection/053907bd-813b-402f-ac67-9a45e981b307.jpg.296x216.jpg', '龙湖时代天街 1室1厅 34万', '龙湖时代天街  | 1室1厅 | 49平米 | 东北 | 精装 | 有电梯', '低楼层(共30层)2017年建塔楼  -  高新西', '34万', '单价6939元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6c643cbe-f127-44ed-b95c-df2d41766b08.png.296x216.jpg', '高新区西区 橙郡三期 标准套三', '橙郡三期  | 3室2厅 | 92平米 | 东 | 其他 | 有电梯', '低楼层(共17层)2007年建板楼  -  中海国际', '178万', '单价19348元/平米')
('https://image1.ljcdn.com/510100-inspection/6f312b56-a85c-4e69-a66f-9e06946d27c7.jpg.296x216.jpg', '龙湖时代天街+可做两层+高楼层+采光好+成熟商圈', '龙湖时代天街  | 1室1厅 | 78.2平米 | 东 | 其他 | 有电梯', '高楼层(共18层)2012年建板楼  -  高新西', '66.6万', '单价8517元/平米')
('https://image1.ljcdn.com/510100-inspection/test-376e2165-3cff-47d6-9518-6dabcea86a29.png.296x216.jpg', '龙湖时代天街+套三住宅+开发商统一精装修', '龙湖时代天街  | 3室1厅 | 105平米 | 东南 | 其他 | 有电梯', '中楼层(共30层)2015年建板塔结合  -  高新西', '152万', '单价14477元/平米')
('https://image1.ljcdn.com/510100-inspection/7dfc400b-39fd-4a35-8dde-b3abfdd081ad.jpg.296x216.jpg', '龙湖时代天街 开发商精装修公寓 诚意出售', '龙湖时代天街  | 2室1厅 | 87平米 | 西北 | 精装 | 有电梯', '中楼层(共30层)2015年建板塔结合  -  高新西', '67万', '单价7702元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7a3cac6e-58bd-418b-9fb5-fdb3f9649cde.png.296x216.jpg', '万景峰一期，套三双卫，有装修，保存好', '万景峰一期  | 3室2厅 | 85.63平米 | 西南 西北 | 其他 | 有电梯', '中楼层(共33层)2012年建板楼  -  高新西', '130万', '单价15182元/平米')
('https://image1.ljcdn.com/510100-inspection/76d0f527-da32-4570-b122-221fed6cb528.jpg.296x216.jpg', '万景峰 上下两层 简单装修带隔间 随时看房', '万景峰二期  | 2室0厅 | 41.87平米 | 东南 | 其他 | 有电梯', '中楼层(共17层)2012年建板楼  -  高新西', '42万', '单价10032元/平米')
('https://image1.ljcdn.com/510100-inspection/test-818cb11c-8130-44cc-822d-350e89464c53.png.296x216.jpg', '上锦颐园套二+精装修+有家具家电', '上锦颐园  | 2室1厅 | 89.95平米 | 南 | 其他 | 有电梯', '高楼层(共27层)2008年建板塔结合  -  高新西', '99.8万', '单价11096元/平米')
('https://image1.ljcdn.com/510100-inspection/63eca3c2-5699-49e0-8956-77179dbf1fbc.jpg.296x216.jpg', '橙郡一期 2室2厅 138万', '橙郡一期  | 2室2厅 | 89.78平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2007年建板塔结合  -  中海国际', '138万', '单价15371元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload98d403a6-20b6-4ddd-a34a-23fa345dae55.jpg.296x216.jpg', '物业自持，视野宽阔，配套齐全，配套齐全', '龙湖时代天街  | 2室2厅 | 76平米 | 东南 | 其他 | 有电梯', '中楼层(共30层)2015年建板塔结合  -  高新西', '130万', '单价17106元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploada40702bb-ad7d-40e8-9aab-4da2fb63271f.jpg.296x216.jpg', '业主多余房产。房屋现状，，有装修。预约可以看房。', '龙城高新天地  | 1室0厅 | 38.49平米 | 东南 | 其他 | 有电梯', '中楼层(共19层)2015年建塔楼  -  高新西', '32万', '单价8314元/平米')
('https://image1.ljcdn.com/510100-inspection/c834384e-2fe9-4485-9b27-0fe3e348b1ff.jpg.296x216.jpg', '万景峰二期+公寓+有隔间+有装修+水电气三通', '万景峰二期  | 2室0厅 | 39.76平米 | 东 | 其他 | 有电梯', '中楼层(共17层)2012年建塔楼  -  高新西', '40万', '单价10061元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cf68c8b4-384d-4c9d-bdd0-c9a1c68b2118.png.296x216.jpg', '橙郡二期 套三出售 居家装修 对中庭 位置安静', '橙郡二期  | 3室2厅 | 89.02平米 | 东南 | 其他 | 有电梯', '低楼层(共17层)2007年建板楼  -  中海国际', '146万', '单价16401元/平米')
('https://image1.ljcdn.com/510100-inspection/test-48b24aad-fcd8-44e9-befa-347bab59d5d4.png.296x216.jpg', '套三单卫 视野开阔 中间楼层 有装修 拧包入住', '上锦颐园  | 3室1厅 | 84.23平米 | 东南 | 其他 | 有电梯', '中楼层(共24层)2008年建板塔结合  -  高新西', '93万', '单价11042元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4193f3cc-4dec-44ef-ac48-1f2ce50b9dc5.png.296x216.jpg', '上锦颐园佳境  中间楼层 套二', '上锦颐园佳境  | 2室1厅 | 69平米 | 东南 | 其他 | 有电梯', '中楼层(共26层)2012年建板塔结合  -  高新西', '63万', '单价9131元/平米')
('https://image1.ljcdn.com/510100-inspection/7fdab59d-7c9f-4fa7-ba17-44819a9c85ce.jpg.296x216.jpg', '保利香槟国际+精装公寓+视野佳', '保利香槟国际  | 2室2厅 | 51.43平米 | 东北 | 其他 | 有电梯', '中楼层(共9层)2013年建板楼  -  中海国际', '68万', '单价13222元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4c9e6617-5796-4bcf-aa18-f4b62d40e4b1.png.296x216.jpg', '上锦颐园佳境精装房+满两年+交通便利', '上锦颐园佳境  | 2室2厅 | 87.48平米 | 东北 | 其他 | 有电梯', '中楼层(共26层)2012年建板塔结合  -  高新西', '90万', '单价10289元/平米')
('https://image1.ljcdn.com/510100-inspection/e93ecca5-2f59-4c3b-a22b-2aa4989583b6.jpg.296x216.jpg', '恒大帝景   有装修   套一', '恒大帝景  | 1室1厅 | 47.81平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  高新西', '34万', '单价7112元/平米')
('https://image1.ljcdn.com/510100-inspection/292446c1-c183-4c1e-9d12-8c623d03b681.jpg.296x216.jpg', '恒大帝景 1室1厅 35万', '恒大帝景  | 1室1厅 | 41平米 | 东南 | 精装 | 有电梯', '低楼层(共32层)2014年建塔楼  -  高新西', '35万', '单价8537元/平米')
('https://image1.ljcdn.com/510100-inspection/test-92af3f09-f6de-4a75-a4a7-7b6b09bb2b73.png.296x216.jpg', '上锦颐园+标准套一+满2年+对小区中庭', '上锦颐园  | 2室1厅 | 64.54平米 | 东南 | 其他 | 有电梯', '中楼层(共25层)2008年建板塔结合  -  高新西', '62万', '单价9607元/平米')
('https://image1.ljcdn.com/510100-inspection/0fae9d6b-621e-4818-b0c2-b4b68f479231.JPG.296x216.jpg', '高新西区 中海国际 橙郡一期 装修房', '橙郡一期  | 2室2厅 | 89.62平米 | 东南 | 其他 | 有电梯', '低楼层(共17层)2007年建板塔结合  -  中海国际', '147万', '单价16403元/平米')
('https://image1.ljcdn.com/510100-inspection/test-42ee2698-00c1-4b0e-b05a-5f02e4ab924c.png.296x216.jpg', '龙湖时代天街+开发商统一精装修', '龙湖时代天街  | 2室1厅 | 87平米 | 东南 | 其他 | 有电梯', '低楼层(共30层)板塔结合  -  高新西', '75万', '单价8621元/平米')
('https://image1.ljcdn.com/510100-inspection/dd168e06-7fa0-44cb-83b8-8b8e166e826a.jpg.296x216.jpg', '保利香槟国际装修公寓，清水房上下两层，', '保利香槟国际  | 2室2厅 | 45.83平米 | 南 | 其他 | 有电梯', '中楼层(共6层)2013年建板楼  -  中海国际', '60万', '单价13092元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload0d476939-ada6-4811-98f1-e68d49cc7df6.jpg.296x216.jpg', '高新西区 中海国际 橙郡一期 装修房出售', '橙郡一期  | 3室2厅 | 128.86平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2007年建板塔结合  -  中海国际', '257万', '单价19945元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload5efe2c51-8cb2-4b8c-a3f3-82f8b39a0536.jpg.296x216.jpg', '龙城高新天地 简装套一 带租约出售 看房预约', '龙城高新天地  | 1室1厅 | 38.48平米 | 西北 | 其他 | 有电梯', '低楼层(共19层)2015年建塔楼  -  高新西', '30万', '单价7797元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bce8b74c-32fe-4a85-b8d0-67b10041b851.png.296x216.jpg', '上锦颐园佳境！！套三单卫！！！', '上锦颐园佳境  | 3室1厅 | 91.3平米 | 西南 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '115万', '单价12596元/平米')
('https://image1.ljcdn.com/510100-inspection/test-df64741b-153f-499c-8791-01f038b7bb17.png.296x216.jpg', '上锦颐园佳境 精装房 直接可拎包入住', '上锦颐园佳境  | 2室2厅 | 89.93平米 | 西 | 其他 | 有电梯', '低楼层(共26层)2012年建板塔结合  -  高新西', '94万', '单价10453元/平米')
('https://image1.ljcdn.com/510100-inspection/85382c88-5a43-4d8d-bdf6-8b1302d01779.JPG.296x216.jpg', '中海国际  橙郡三期  装修三房两卫  对中庭', '橙郡三期  | 3室2厅 | 92平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2007年建板楼  -  中海国际', '182万', '单价19783元/平米')
('https://image1.ljcdn.com/510100-inspection/test-09ba13d5-b93c-4221-8fd1-801815142f58.png.296x216.jpg', '装修套三 满两年 视野采光通风好', '上锦颐园  | 3室1厅 | 89平米 | 西南 | 其他 | 有电梯', '低楼层(共27层)2008年建板塔结合  -  高新西', '95万', '单价10675元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ed963f9d-5a49-4b28-a39d-ca1ed763a68e.png.296x216.jpg', '房子是户型通透，朝向南，客厅有阳台，装修房', '芙华金色海伦  | 3室1厅 | 109平米 | 东南 | 精装 | 有电梯', '低楼层(共10层)2010年建板楼  -  高新西', '139万', '单价12753元/平米')
('https://image1.ljcdn.com/510100-inspection/1742275a-b10b-489b-918d-b349bf272ea6.jpg.296x216.jpg', '万景峰二期公寓上下两层有装修通水电气', '万景峰二期  | 2室0厅 | 39.45平米 | 东 | 其他 | 有电梯', '中楼层(共17层)2012年建塔楼  -  高新西', '41万', '单价10393元/平米')
('https://image1.ljcdn.com/510100-inspection/c8b44360-08dc-406c-b4c5-92a8a2cef898.jpg.296x216.jpg', '恒大帝景+装修标准套一+采光好+不临街', '恒大帝景  | 1室1厅 | 47.58平米 | 西南 | 其他 | 有电梯', '低楼层(共32层)2014年建塔楼  -  高新西', '41万', '单价8618元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload79d9e6c4-5097-4c8a-804e-757c8e12a7d5.JPG.296x216.jpg', '中海国际橙郡 装修套三 不临街 南北通透 满2年', '橙郡二期  | 3室1厅 | 89平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2007年建板楼  -  中海国际', '165万', '单价18540元/平米')
('https://image1.ljcdn.com/510100-inspection/16e274e9-b346-4d57-91eb-fd333302dc71.jpg.296x216.jpg', '精装套二！对中庭！ 装修自住！未满2年！！', '上锦颐园佳境  | 2室1厅 | 75.56平米 | 东 | 其他 | 有电梯', '中楼层(共26层)2012年建板塔结合  -  高新西', '83万', '单价10985元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload9553259d-15c7-4aec-91e6-41293a374d40.JPG.296x216.jpg', '联排别墅带70平米上下双花园 西门3.5环1980亩中海国际', '峰墅二期  | 5室2厅 | 341.21平米 | 南 | 其他 | 无电梯', '低楼层(共1层)2012年建板楼  -  中海国际', '750万', '单价21981元/平米')
('https://image1.ljcdn.com/510100-inspection/test-48c8a143-220c-4d87-8667-f8be29fa6442.png.296x216.jpg', '上锦颐园装修套二，带家具家电，户型方正，采光好', '上锦颐园佳境  | 2室2厅 | 85.96平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '85万', '单价9889元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploade233c5ed-2a80-4059-a075-75e3c14d8a15.jpg.296x216.jpg', '客厅带阳台，户型方正，有装修，可直接入住', '上锦颐园佳境  | 3室1厅 | 94.5平米 | 东南 | 其他 | 有电梯', '低楼层(共26层)2011年建板塔结合  -  高新西', '90万', '单价9524元/平米')
('https://image1.ljcdn.com/510100-inspection/e296958e-d00b-43aa-8987-a8b79c7f1fcd.jpg.296x216.jpg', '保利香槟装修公寓，上下两层分开装修，出租方便', '保利香槟国际  | 2室0厅 | 63.86平米 | 东北 | 其他 | 有电梯', '高楼层(共6层)2013年建板楼  -  中海国际', '96万', '单价15033元/平米')
('https://image1.ljcdn.com/510100-inspection/214f9577-e621-4a0b-902d-8bf02abc91e8.jpg.296x216.jpg', '上锦颐园佳境套二，户型方正，保存不错', '上锦颐园佳境  | 2室2厅 | 87.14平米 | 东 | 其他 | 有电梯', '中楼层(共26层)2012年建板塔结合  -  高新西', '90万', '单价10329元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ecadb428-58a2-425a-bf9e-b7ff0b36c26c.png.296x216.jpg', '装修房 两梯6户 带入户 客厅带阳台 看房提前预约', '橙郡二期  | 2室2厅 | 85.06平米 | 西南 | 其他 | 有电梯', '高楼层(共17层)2007年建板楼  -  中海国际', '145万', '单价17047元/平米')
('https://image1.ljcdn.com/510100-inspection/9ebdc7aa-d430-45bc-8f87-2fce0311c0ce.jpg.296x216.jpg', '上锦颐园+简单装修+有家具家电', '上锦颐园  | 1室1厅 | 64.1平米 | 南 | 其他 | 有电梯', '低楼层(共25层)2008年建板塔结合  -  高新西', '66万', '单价10297元/平米')
('https://image1.ljcdn.com/510100-inspection/c6205952-325c-4816-b1df-376cf291715a.jpg.296x216.jpg', '此房为万景峰标准上下两层公寓，楼上带隔间，简单装修', '万景峰二期  | 2室0厅 | 38.63平米 | 东南 | 其他 | 有电梯', '中楼层(共17层)2012年建塔楼  -  高新西', '39.4万', '单价10200元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload8c208df4-24ed-404f-81da-59d45bd29c26.jpg.296x216.jpg', '上锦颐园简装套一，送简单的家具家电。可直接入住！', '上锦颐园佳境  | 1室1厅 | 60.33平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '67万', '单价11106元/平米')
