('https://image1.ljcdn.com/510100-inspection/test-3d5852f0-86d8-4c69-8ae2-daf982f8e004.png.296x216.jpg', '东润风尚标注套二，采光好，楼层好', '东润风尚  | 2室2厅 | 60.99平米 | 西南 | 简装 | 有电梯', '低楼层(共12层)2006年建塔楼  -  静居寺', '101万', '单价16561元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload71141e43-91fa-4c7d-ac9c-252b75f57b52.jpg.296x216.jpg', '翡翠城三期 清水 电梯洋房顶跃 带花园', '翡翠城三期  | 5室2厅 | 211.26平米 | 南 西南 | 毛坯 | 无电梯', '高楼层(共6层)2008年建板楼  -  东湖', '960万', '单价45442元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e763c2fe-1d21-4333-91d3-0ee01088ae6d.png.296x216.jpg', '锦江华庭套三，低楼层无遮挡采光不错。', '锦江华庭  | 3室1厅 | 128平米 | 南 | 其他 | 有电梯', '低楼层(共21层)2007年建板楼  -  红星路', '300万', '单价23438元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6a73176d-885e-43ce-8bc4-553a7b32da05.png.296x216.jpg', '万达锦华城70年产权标准套二出售', '万达锦华城  | 2室1厅 | 75.21平米 | 东南 | 其他 | 有电梯', '低楼层(共30层)2008年建塔楼  -  东湖', '168万', '单价22338元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fe065913-8aa3-4796-a863-7a774cf30284.png.296x216.jpg', '澳龙名城套一  户型方正  视野开阔', '澳龙名城  | 1室1厅 | 46.86平米 | 东北 | 简装 | 有电梯', '中楼层(共18层)2009年建板塔结合  -  攀成钢', '89.6万', '单价19121元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9c08ec8b-c7d8-4457-9a9e-e40a3a6b844f.png.296x216.jpg', '华都美林湾 标准套二 卧室带阳台', '华都美林湾  | 2室2厅 | 86.7平米 | 东南 | 简装 | 有电梯', '低楼层(共33层)2012年建塔楼  -  三圣乡', '162万', '单价18686元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c2ab01a7-bb50-45f5-b20f-9cb758aebe30.png.296x216.jpg', '香江花园套二，户型方正，南北通透，采光好，安静', '香江花园  | 2室1厅 | 64.46平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2003年建板楼  -  东光小区', '98万', '单价15204元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4b027304-95dc-41e0-9651-23b08b7d7a50.png.296x216.jpg', '华润幸福里二期，对小区中庭，安静舒适精装套二', '华润幸福里二期  | 2室1厅 | 75.55平米 | 东南 | 精装 | 有电梯', '高楼层(共32层)2015年建板塔结合  -  川师', '190万', '单价25149元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1af87035-85f4-4623-8f19-e1bbcdd73cca.png.296x216.jpg', '望江橡树林边摩玛城自住装修朝中庭不吵大套二', '摩玛城  | 2室2厅 | 97.22平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2011年建板楼  -  三官堂', '200万', '单价20572元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c8f9bab2-7638-4d62-b239-fa9619642d9c.png.296x216.jpg', '鑫苑名家一期   套二  带装修   中间楼层   对外', '鑫苑名家一期  | 2室2厅 | 61.76平米 | 东南 | 简装 | 有电梯', '中楼层(共34层)2011年建板塔结合  -  卓锦城', '105万', '单价17002元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7b253a5d-c40b-4a02-b495-3942cc5c4e44.png.296x216.jpg', '凯丽香江套三  朝东南  客厅带阳台', '蓝光凯丽香江  | 3室2厅 | 86.53平米 | 东南 | 简装 | 有电梯', '高楼层(共42层)2009年建板塔结合  -  琉璃场', '195万', '单价22536元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7fb1dd27-15df-46d6-a411-820cfac72e9f.png.296x216.jpg', '镏金套二 朝南 有装修 有家具家电', '镏金岁月  | 2室1厅 | 74平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2010年建板楼  -  攀成钢', '195万', '单价26352元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d36d2234-9e69-4f0b-be62-2db082faf977.png.296x216.jpg', '锦江城市花园一期，装修套二，对中庭，采光好', '锦江城市花园一期  | 2室1厅 | 59.57平米 | 西北 | 精装 | 有电梯', '高楼层(共34层)2009年建塔楼  -  三圣乡', '122万', '单价20481元/平米')
('https://image1.ljcdn.com/510100-inspection/test-048d3b3a-f658-48bb-bed9-d3b082e6ab2b.png.296x216.jpg', '蓝光凯丽香江套三，户型方正，带入户，有装修', '蓝光凯丽香江  | 3室1厅 | 89.5平米 | 东南 | 简装 | 有电梯', '中楼层(共42层)2009年建板塔结合  -  琉璃场', '180万', '单价20112元/平米')
('https://image1.ljcdn.com/510100-inspection/test-55b65d37-323a-41a0-ac83-46e05dafa719.png.296x216.jpg', '望江锦园套三户型中间楼层居家装修', '望江锦园  | 3室2厅 | 93.13平米 | 东 南 | 其他 | 有电梯', '低楼层(共33层)2014年建塔楼  -  沙河堡', '172万', '单价18469元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1d08d777-91db-42f5-adf7-db8bde11fd38.png.296x216.jpg', '婚房装修，带家具家电卖，采光好，带阳台，户型方正', '锦馨家园B区  | 2室2厅 | 84.85平米 | 北 | 精装 | 有电梯', '中楼层(共18层)2000年建板塔结合  -  琉璃场', '130万', '单价15322元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9f9b33ee-6a0c-4e88-b4ba-92528387f6ad.png.296x216.jpg', '锦江区三圣乡 有装修套三中间楼层 空房未入住看房方便', '蓝润锦江春天  | 3室2厅 | 83.66平米 | 西南 东北 | 精装 | 有电梯', '高楼层(共18层)板楼  -  三圣乡', '166万', '单价19843元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e5be587e-5e1b-4e78-abc3-96004175926f.png.296x216.jpg', '蓉上坊二期精装南向套二  明厨明卫   卧室带挑高阳台', '蓉上坊二期  | 2室2厅 | 94.63平米 | 东南 | 其他 | 有电梯', '中楼层(共25层)2010年建板塔结合  -  合江亭', '268万', '单价28321元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d68a8d01-7da5-473f-b8d5-28d1e996c65d.png.296x216.jpg', '翡翠城二期精装修 改善型套二，好户型', '翡翠城二期  | 2室2厅 | 93.55平米 | 东南 | 精装 | 有电梯', '中楼层(共25层)2006年建塔楼  -  东湖', '320万', '单价34207元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f584fc54-e591-4d9d-a748-d89355add67c.png.296x216.jpg', '天悦龙庭套五改套四  带衣帽间 带车位！', '天悦龙庭  | 5室2厅 | 196.55平米 | 南 | 精装 | 有电梯', '高楼层(共37层)2014年建板楼  -  琉璃场', '450万', '单价22895元/平米')
('https://image1.ljcdn.com/510100-inspection/test-99765b3f-6761-4f1c-937e-8a86e802a142.png.296x216.jpg', '科甲大厦标间 采光好户型方正 预约可看房。', '科甲大厦  | 1室0厅 | 45.41平米 | 西 | 毛坯 | 有电梯', '高楼层(共19层)2005年建板塔结合  -  盐市口', '73万', '单价16076元/平米')
('https://image1.ljcdn.com/510100-inspection/test-59551ed8-2ef6-46ea-a926-d0a315c35e29.png.296x216.jpg', '翡翠城四期，一室一厅一厨一卫，户型方正', '翡翠城四期  | 1室1厅 | 50.99平米 | 东 | 精装 | 有电梯', '中楼层(共30层)2009年建板楼  -  东湖', '128万', '单价25103元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c0242aee-588e-4044-b72b-cf6c6f24b3bd.png.296x216.jpg', '正成财富ID带装修套二,目前出租中', '正成财富ID  | 2室1厅 | 67.93平米 | 东南 | 其他 | 有电梯', '高楼层(共31层)2005年建板楼  -  盐市口', '140万', '单价20610元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1456dca6-b8a1-43a8-8c6d-7ce69e42ae78.png.296x216.jpg', '万达锦华城简单装修套二单卫75平出售', '万达锦华城  | 2室2厅 | 74.5平米 | 东 | 简装 | 有电梯', '低楼层(共30层)2008年建塔楼  -  东湖', '158万', '单价21209元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2a37f828-22d2-4e44-86f8-3ff013e00761.png.296x216.jpg', '东湖国际  明厨明卫  户型方正套一', '东湖国际  | 1室1厅 | 57.53平米 | 东南 | 精装 | 有电梯', '高楼层(共33层)2012年建塔楼  -  东湖', '167万', '单价29029元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f4ba037b-be65-463b-a674-250e7af5bdfe.png.296x216.jpg', '东城攻略有装修套二，东南朝向，客厅带飘窗', '东城攻略  | 2室1厅 | 89.7平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2008年建板塔结合  -  九眼桥', '139万', '单价15497元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bb4426d7-290e-44ae-a8e6-ffa568231134.png.296x216.jpg', '喜年广场酒店式住宅开发商统一装修大标间', '喜年广场  | 1室0厅 | 47.18平米 | 西 | 其他 | 有电梯', '高楼层(共32层)2010年建塔楼  -  合江亭', '116.5万', '单价24693元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c44d062f-69db-4c84-b7fb-e1955a30a744.png.296x216.jpg', '锦江城市花园三期  装修套二  采光好', '锦江城市花园三期  | 3室2厅 | 73.83平米 | 东南 | 其他 | 有电梯', '高楼层(共34层)2011年建板塔结合  -  三圣乡', '145万', '单价19640元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bac4015a-87ef-4b53-a681-a489a18b915e.png.296x216.jpg', '龙舟路50号大面积套三双卫带屋顶花园', '龙舟路50号  | 3室1厅 | 146.63平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)1996年建板楼  -  莲花', '190万', '单价12958元/平米')
('https://image1.ljcdn.com/510100-inspection/test-99b6368b-fc28-4476-98fc-584411171355.png.296x216.jpg', '双栅子街+标准套二+中楼层，有小区', '双栅子街34号  | 2室1厅 | 68.44平米 | 东南 南 | 其他 | 无电梯', '中楼层(共7层)暂无数据  -  盐市口', '105万', '单价15342元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e590ab96-bd3e-4224-9c27-f20bd33a3587.png.296x216.jpg', '世纪朝阳中间楼层优质套三，诚心出售', '世纪朝阳  | 3室1厅 | 126.66平米 | 东北 | 其他 | 有电梯', '中楼层(共26层)2005年建板楼  -  九眼桥', '300万', '单价23686元/平米')
('https://image1.ljcdn.com/510100-inspection/test-195104fd-868c-4253-96e3-4bed4e0a9af8.png.296x216.jpg', '东晶丽苑套三单卫中间楼层采光不错', '东晶丽苑  | 3室1厅 | 98.8平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2006年建板楼  -  琉璃场', '160万', '单价16195元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a831eeda-d563-4920-a95e-892b6d55e314.png.296x216.jpg', '橡树林二期 标准朝南套一 户型方正带平台', '瑞升望江橡树林二期  | 1室1厅 | 56.32平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2011年建板楼  -  三官堂', '152万', '单价26989元/平米')
('https://image1.ljcdn.com/510100-inspection/test-02c4ddec-f23f-4e4d-9873-9c4c5fc51962.png.296x216.jpg', '鑫苑名家一期装修小套二   看房预约', '鑫苑名家一期  | 2室1厅 | 62.74平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2011年建板塔结合  -  卓锦城', '115万', '单价18330元/平米')
('https://image1.ljcdn.com/510100-inspection/test-67a8c1e2-71fa-4096-8b16-19c111863b23.png.296x216.jpg', '福字街小区+低楼层套二+看房有钥匙', '福字街1号  | 2室1厅 | 53.04平米 | 北 | 其他 | 无电梯', '低楼层(共7层)板楼  -  红星路', '125万', '单价23568元/平米')
('https://image1.ljcdn.com/510100-inspection/test-38da05a2-da34-4a00-972e-b7205212aa32.png.296x216.jpg', '多层+中间楼层+户型方正+配套齐全', '梓潼桥西街16号  | 3室1厅 | 70.01平米 | 西南 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  盐市口', '100万', '单价14284元/平米')
('https://image1.ljcdn.com/510100-inspection/test-98f18c67-d8ad-41b9-837a-d26d93f8acff.png.296x216.jpg', '东湖公园旁朝东小套三 采光好 保养新', '摩玛城  | 3室2厅 | 89.75平米 | 东 | 其他 | 有电梯', '低楼层(共40层)2011年建板楼  -  三官堂', '197万', '单价21950元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5273af9a-7425-4409-92e7-fa10a06c9eef.png.296x216.jpg', '辉煌佳苑 交通便捷 套三双卫户型', '辉煌佳苑  | 3室1厅 | 88.24平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2007年建板楼  -  川师', '150万', '单价17000元/平米')
('https://image1.ljcdn.com/510100-inspection/test-aadd938a-764b-4a36-ae30-be052ac92293.png.296x216.jpg', '指挥街99号院+环境安静优雅+适合居家', '指挥街99号  | 4室2厅 | 117.16平米 | 西 | 其他', '中楼层(共8层)暂无数据  -  盐市口', '288万', '单价24582元/平米')
('https://image1.ljcdn.com/510100-inspection/test-173e4d77-6ce3-405f-bc1f-97603e5f5d46.png.296x216.jpg', '主次卧门窗通透鑫苑名家二期，正对市政公园视野开阔', '鑫苑名家二期  | 2室1厅 | 73.94平米 | 西 | 其他 | 有电梯', '高楼层(共34层)2012年建塔楼  -  卓锦城', '135万', '单价18259元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fa54760e-a559-4a33-abad-2ef970f86f58.png.296x216.jpg', '精装套三，次卧带飘窗，主卧带阳台，朝南。', '建银大厦  | 3室1厅 | 133.68平米 | 南 | 精装 | 有电梯', '高楼层(共28层)2007年建板楼  -  合江亭', '320万', '单价23938元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e99f70a2-60da-4cc8-86a6-4c79f50bd726.png.296x216.jpg', '时代豪庭三期低楼层偶数层套三改套二', '时代豪庭三期  | 3室1厅 | 172平米 | 西南 | 其他 | 有电梯', '低楼层(共36层)2010年建板楼  -  合江亭', '600万', '单价34884元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b5d63f59-1c66-4178-82d1-0cec56f3a937.png.296x216.jpg', '锦江  套二   对中庭  出行便利', '锦江城市花园二期  | 2室1厅 | 51.15平米 | 西南 | 其他 | 有电梯', '低楼层(共34层)2010年建塔楼  -  三圣乡', '85万', '单价16618元/平米')
('https://image1.ljcdn.com/510100-inspection/0c6ac7ec-9235-4f2c-8fd0-40fc79316729.jpg.296x216.jpg', '阳光365居家套二，可拎包入住。', '阳光365  | 2室1厅 | 57.16平米 | 东 | 其他 | 有电梯', '低楼层(共18层)2005年建塔楼  -  盐市口', '210万', '单价36739元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8262cf33-1634-4c75-83e1-14d00cbc2307.png.296x216.jpg', '莲花新一区     套二    有装修', '莲花新一区  | 2室1厅 | 68.03平米 | 西南 | 其他 | 无电梯', '中楼层(共7层)2002年建板楼  -  莲花', '110万', '单价16170元/平米')
('https://image1.ljcdn.com/510100-inspection/test-99ae1594-7869-4272-9164-924aafff7cc5.png.296x216.jpg', '蓝谷地三四期，套三双卫，卧室带阳台，位置安静。', '蓝谷地三四期  | 3室2厅 | 133.06平米 | 东南 西北 | 精装 | 有电梯', '低楼层(共13层)2008年建板楼  -  蓝谷地', '245万', '单价18413元/平米')
('https://image1.ljcdn.com/510100-inspection/test-73c6a1fe-b7b8-4e46-8965-50cb46f5ca49.png.296x216.jpg', '新沙河阳光水岸居家套二，安静宜居', '新沙河阳光水岸  | 2室2厅 | 82.97平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  攀成钢', '183万', '单价22057元/平米')
('https://image1.ljcdn.com/510100-inspection/test-967f8842-3628-41db-a72c-979d652d5cc4.png.296x216.jpg', '世纪朝阳现出售标准套三的好房子', '世纪朝阳  | 3室2厅 | 122.81平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2005年建塔楼  -  九眼桥', '280万', '单价22800元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6b24a05e-f659-42ee-8191-5f63cd12f51a.png.296x216.jpg', '此房在太古里旁，无公摊，标准套二', '东糠市街3号  | 2室1厅 | 59.13平米 | 南 | 其他 | 无电梯', '高楼层(共7层)塔楼  -  合江亭', '110万', '单价18604元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ae846347-a0c0-4ad5-9fe0-ff997d18aca3.png.296x216.jpg', '望江橡树林一期，朝东套一，有装修', '望江橡树林一期  | 1室1厅 | 53.39平米 | 东 | 其他 | 有电梯', '低楼层(共34层)2009年建板塔结合  -  三官堂', '125万', '单价23413元/平米')
('https://image1.ljcdn.com/510100-inspection/test-434c5f9b-e16e-469b-9064-3189b6e1ce34.png.296x216.jpg', '学道街76号    标准套二    户型方正', '学道街76号  | 2室1厅 | 74.49平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1994年建板楼  -  盐市口', '205万', '单价27521元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload80f40e09-4342-4aa6-9ad3-ed6bd6a824eb.jpg.296x216.jpg', '满2年     标准套四  看中庭朝东南', '中洲中央城邦  | 4室2厅 | 143.65平米 | 东南 | 其他 | 有电梯', '低楼层(共30层)2016年建板塔结合  -  东大路', '460万', '单价32023元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6fdc4414-ed18-47bb-8868-974248590dc1.png.296x216.jpg', '锦上花04年住宅小区，步行东门大桥417米数据来源百度', '锦上花  | 1室1厅 | 48.17平米 | 东北 | 其他 | 有电梯', '高楼层(共11层)2004年建板楼  -  合江亭', '105万', '单价21798元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3017bb73-d436-4919-a0f2-076cfd832b79.png.296x216.jpg', '背靠雄飞  左邻王 府井 右临恒大 低楼层 套二双阳台', '兴隆街25号  | 2室1厅 | 75.48平米 | 南 | 其他', '中楼层(共5层)板楼  -  盐市口', '117万', '单价15501元/平米')
('https://image1.ljcdn.com/510100-inspection/test-13c47022-a13d-4fcb-a8ab-e0f1768c3179.png.296x216.jpg', '水井街16号 套二 清水 中间楼层', '水井街16号  | 2室1厅 | 48.97平米 | 南 | 其他', '中楼层(共7层)暂无数据  -  合江亭', '95万', '单价19400元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload2c0fc0b7-1ff2-4298-aad7-369d97ec56a4.jpg.296x216.jpg', '中洲城邦套五改善户型 面积大 视野好', '中洲中央城邦  | 5室1厅 | 266.21平米 | 东南 | 毛坯 | 有电梯', '中楼层(共30层)2016年建板塔结合  -  东大路', '720万', '单价27047元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8aef3d28-45de-4017-b142-8e13640bba12.png.296x216.jpg', '鑫苑名家 有装修的套二  位置安静', '鑫苑名家二期  | 2室1厅 | 64.51平米 | 东 | 其他 | 有电梯', '中楼层(共34层)2012年建塔楼  -  卓锦城', '112万', '单价17362元/平米')
