('https://image1.ljcdn.com/320100-inspection/6a8ca2d2-a17a-4f9a-afb2-877985baded6.jpg.296x216.jpg', '南邮旁 新空毛坯 通透大三房 中间楼层 报价含车位', '诚品城  | 3室1厅 | 99.02平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共5层)2009年建板楼  -  仙林', '285万', '单价28783元/平米')
('https://image1.ljcdn.com/320100-inspection/ab7731f0-8ae4-4caa-93d5-8ade79ba1eaa.jpg.296x216.jpg', '三开间朝南，东边户，客厅带大阳台，满五唯一免个税', '阳光雅居  | 3室2厅 | 136.13平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2003年建板塔结合  -  万寿', '380万', '单价27915元/平米')
('https://image1.ljcdn.com/320100-inspection/c1a556d3-2eec-47aa-820a-071b54b5960f.jpg.296x216.jpg', '田园美居  三房 精装修 中间楼层', '田园美居  | 3室2厅 | 105.12平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  晓庄', '260万', '单价24734元/平米')
('https://image1.ljcdn.com/320100-inspection/209e4879-6f49-4e91-b77b-08cb1d41a738.jpg.296x216.jpg', '晓庄 两房 精装修 和燕路  低楼层', '和燕路小区  | 2室1厅 | 59.69平米 | 南 北 | 精装 | 无电梯', '低楼层(共7层)1998年建板楼  -  晓庄', '159万', '单价26638元/平米')
('https://image1.ljcdn.com/320100-inspection/7830070c-514f-486c-afff-49fe39293fa5.jpg.296x216.jpg', '泰悦大厦 2室1厅 185万', '泰悦大厦  | 2室1厅 | 77.79平米 | 南 | 精装', '中楼层(共7层)板塔结合  -  迈皋桥', '185万', '单价23782元/平米')
('https://image1.ljcdn.com/320100-inspection/3af2bca4-36f9-4556-9207-0ddb7d9ed703.JPG.296x216.jpg', '招商紫金山1号 4室2厅 860万', '招商紫金山1号  | 4室2厅 | 291.81平米 | 南 北 | 其他 | 有电梯', '低楼层(共10层)2013年建板楼  -  马群', '860万', '单价29472元/平米')
('https://image1.ljcdn.com/320100-inspection/1a63579f-ed3a-4861-89fd-c30b844f8109.jpg.296x216.jpg', '满五年 叠加别墅 环境好 新城物业 看房方便', '尚东花园  | 4室2厅 | 169.65平米 | 南 | 其他 | 无电梯', '低楼层(共2层)2007年建板楼  -  仙林', '665万', '单价39199元/平米')
('https://image1.ljcdn.com/320100-inspection/e1bb209f-f118-4285-8cb0-18aa59872fca.jpg.296x216.jpg', '带电梯 精装修50万 交通便利 生活方便 低密度洋房', '南大和园  | 3室2厅 | 140.35平米 | 南 西 北 | 其他 | 有电梯', '中楼层(共6层)2012年建板楼  -  仙林', '550万', '单价39188元/平米')
('https://image1.ljcdn.com/320100-inspection/36709482-d1da-4cf1-ad26-d3790c923a38.jpg.296x216.jpg', '迈皋桥商圈 一号线 方圆绿茵跃层  赠送露台', '方圆绿茵  | 4室3厅 | 160.6平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2004年建板楼  -  迈皋桥', '345万', '单价21482元/平米')
('https://image1.ljcdn.com/320100-inspection/6e58165c-ae86-4dad-a57d-a638e1a540d2.jpg.296x216.jpg', '环境优美   出行方便  业主诚心出售', '金地湖城艺境  | 3室2厅 | 118.65平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共27层)2016年建板楼  -  仙林', '360万', '单价30342元/平米')
('https://image1.ljcdn.com/320100-inspection/40cee41e-af2b-4c63-8a66-030428a9c7b6.JPG.296x216.jpg', '百水芊城春水坊，交通便利，小区环境好，设施完善', '百水芊城春水坊  | 3室1厅 | 105.65平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2007年建板楼  -  马群', '232万', '单价21960元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadc6f3c7b3-ec0c-4d32-a322-23b406894807.jpg.296x216.jpg', '户型方正 双卧朝南 采光充足 配套齐全 生活便利', '康桥圣菲  | 2室1厅 | 42.78平米 | 南 | 其他 | 有电梯', '高楼层(共5层)2006年建板楼  -  仙林', '178万', '单价41609元/平米')
('https://image1.ljcdn.com/320100-inspection/cff5cf10-859a-4eea-b051-5d14c2b675b5.jpg.296x216.jpg', '楼层好 采光充足 视野开阔 交通便利', '南湾营煦康苑  | 3室1厅 | 104.64平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2008年建塔楼  -  马群', '210万', '单价20069元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadafa1ebd9-d3cb-4cfc-9984-08af66295cca.jpg.296x216.jpg', '迈皋桥地铁口 中间楼层 满5年唯一', '东井村41号  | 2室1厅 | 77.61平米 | 南 | 简装', '中楼层(共6层)1998年建板塔结合  -  迈皋桥', '216万', '单价27832元/平米')
('https://image1.ljcdn.com/320100-inspection/f99e7978-86fd-4785-a7e5-c8b670310b22.jpg.296x216.jpg', '山水风华  纯毛坯  不靠马路  户型方正', '山水风华  | 3室2厅 | 171.53平米 | 南 北 | 其他 | 无电梯', '低楼层(共3层)2008年建板楼  -  仙林', '740万', '单价43142元/平米')
('https://image1.ljcdn.com/320100-inspection/7c4816f3-6e58-40ab-8c84-9b1607d36b4e.jpg.296x216.jpg', '南大和园 3室2厅 390万', '南大和园  | 3室2厅 | 93.03平米 | 南 北 | 其他 | 有电梯', '中楼层(共6层)2009年建板楼  -  仙林', '390万', '单价41922元/平米')
('https://image1.ljcdn.com/320100-inspection/35d292aa-8d45-41e3-bdfa-da3d7af5009f.jpg.296x216.jpg', '幕府山庄 满五年 总价低 一梯两户', '幕府山庄  | 2室1厅 | 53.7平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2001年建板楼  -  晓庄', '140万', '单价26071元/平米')
('https://image1.ljcdn.com/320100-inspection/62fa2245-cf79-4019-90c3-17b271fe4f64.jpg.296x216.jpg', '月苑 美达浅草 次顶楼 采光好 视野宽阔 配套齐全', '美达浅草明苑  | 3室2厅 | 128.31平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2009年建板楼  -  迈皋桥', '385万', '单价30006元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload5067d490-8b59-4815-b980-898e7de280a7.jpg.296x216.jpg', '南塑新村 双南 全明 精装修 采光充足 刚需好房', '南塑新村  | 2室1厅 | 53.58平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1988年建板塔结合  -  迈皋桥', '149万', '单价27809元/平米')
('https://image1.ljcdn.com/320100-inspection/4054c98f-aa1e-4011-809a-0983af8329e8.jpg.296x216.jpg', '晓庄 燕子矶 居家两房 全明户型', '中心村78号  | 2室1厅 | 81.79平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  晓庄', '196万', '单价23964元/平米')
('https://image1.ljcdn.com/320100-inspection/ba06234d-2325-479f-abf5-48c34b876cec.jpg.296x216.jpg', '视野开阔，采光充足，生活配套设施完善，交通便利。', '盛和家园  | 3室1厅 | 90.55平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2013年建板楼  -  马群', '177万', '单价19548元/平米')
('https://image1.ljcdn.com/320100-inspection/fdb9365a-d9f2-4fce-9a3a-972a6dc9985c.jpg.296x216.jpg', '毛坯三房 中间楼层 位置好 采光充足 配套设施完善', '中南世纪雅苑  | 3室1厅 | 86.34平米 | 南 | 其他', '中楼层(共33层)2016年建板塔结合  -  麒麟镇', '225万', '单价26060元/平米')
('https://image1.ljcdn.com/320100-inspection/114b8da1-c911-44e2-9444-ea55d8755d21.jpg.296x216.jpg', '方圆绿茵 2室1厅 245万', '方圆绿茵  | 2室1厅 | 76.54平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2004年建板楼  -  迈皋桥', '245万', '单价32010元/平米')
('https://image1.ljcdn.com/320100-inspection/9ce32f46-20aa-4701-a9c9-676ff7db1926.jpg.296x216.jpg', '迈皋桥商圈 居家四房 2000年房龄 中间楼层 有车棚', '长营村  | 4室1厅 | 104.32平米 | 西南 | 简装 | 有电梯', '中楼层(共7层)1998年建板塔结合  -  迈皋桥', '246万', '单价23582元/平米')
('https://image1.ljcdn.com/320100-inspection/f082c290-72d5-4047-bdca-e3186971ce21.jpg.296x216.jpg', '咏梅山庄 亚东物业 满五年无增值税 南北通透边户三房', '咏梅山庄  | 3室2厅 | 121平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)2001年建板楼  -  仙林', '350万', '单价28926元/平米')
('https://image1.ljcdn.com/320100-inspection/4dbbd164-bbaf-4a28-a25a-f979b160065f.jpg.296x216.jpg', '省电力宿舍环境好物业棒房改房质量好', '省电力公司宿舍  | 2室1厅 | 73.7平米 | 南 北 | 简装 | 有电梯', '高楼层(共7层)1999年建板楼  -  迈皋桥', '175万', '单价23745元/平米')
('https://image1.ljcdn.com/320100-inspection/f2c6d85f-3176-4e5e-ac35-2fcf665352a0.JPG.296x216.jpg', '百水芊城阅水坊 2室1厅 148万', '百水芊城阅水坊  | 2室1厅 | 63.3平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2008年建板塔结合  -  马群', '148万', '单价23381元/平米')
('https://image1.ljcdn.com/320100-inspection/90f6b431-4381-4001-93bd-fb739a9b6776.jpg.296x216.jpg', '精装修大三房 南北通透 不临路 位置好 业诚心出售', '南湾营文康苑  | 3室1厅 | 104.64平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2008年建板楼  -  马群', '212万', '单价20260元/平米')
('https://image1.ljcdn.com/320100-inspection/c604d964-f82a-4883-bb89-28a44381b4e4.jpg.296x216.jpg', '迈皋桥 晓庄 和燕路 花园洋房 简装 苏果 BBC健身', '大地伊丽雅特湾  | 4室2厅 | 139.86平米 | 南 北 | 简装 | 有电梯', '低楼层(共7层)2013年建板楼  -  晓庄', '450万', '单价32176元/平米')
('https://image1.ljcdn.com/320100-inspection/13dfb781-ce3a-472b-a5b0-7303da6c2416.jpg.296x216.jpg', '居家装修 无增值税 业主诚心出售', '亚东城西区  | 3室2厅 | 129.69平米 | 南 西 | 其他 | 有电梯', '低楼层(共18层)2009年建塔楼  -  仙林', '400万', '单价30843元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadb2ba04c0-ab4f-40a0-985f-f8b46d2bc0b4.jpg.296x216.jpg', '东方天郡西区 满两年 精装修四房 边户双阳台 交通便利', '东方天郡西区  | 4室2厅 | 131.62平米 | 东 南 北 | 其他 | 有电梯', '低楼层(共18层)2009年建板楼  -  仙林', '520万', '单价39508元/平米')
('https://image1.ljcdn.com/320100-inspection/3d717834-6576-4174-aa38-f66c63985d0c.jpg.296x216.jpg', '迈皋桥和燕路晓庄商圈 和美小区 双南户型 诚心售', '和燕路388号小区  | 2室1厅 | 65.62平米 | 南 | 简装 | 无电梯', '高楼层(共7层)2000年建板塔结合  -  迈皋桥', '158万', '单价24079元/平米')
('https://image1.ljcdn.com/320100-inspection/bd82e231-dbed-4f31-92ae-d48cd7ffe940.jpg.296x216.jpg', '怡园小区 采光通透 居家装修 居住舒适', '怡园小区  | 3室2厅 | 111.1平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2000年建板楼  -  万寿', '268万', '单价24123元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload04ba3de6-6a66-43b1-bcac-973d6cf7ec4b.jpg.296x216.jpg', '迈皋桥街 三房 2015年婚装 采光不挡 诚售', '迈皋桥街258号  | 3室1厅 | 82.63平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2000年建板楼  -  迈皋桥', '235万', '单价28441元/平米')
('https://image1.ljcdn.com/320100-inspection/a903775a-e5b2-4a37-a38b-ea8f609fbce5.jpg.296x216.jpg', '晓庄广场 城市绿洲花园 满五年 居家可选', '城市绿洲花园  | 2室2厅 | 88.51平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2007年建板塔结合  -  晓庄', '255万', '单价28811元/平米')
('https://image1.ljcdn.com/320100-inspection/0d9a2f39-22a5-469b-a27a-efeca22c2ed3.jpg.296x216.jpg', '精装修边户3房 拎包入住 南北通透 楼层视野佳', '中南世纪雅苑  | 3室2厅 | 89.85平米 | 南 北 | 精装', '中楼层(共34层)2016年建塔楼  -  麒麟镇', '247万', '单价27491元/平米')
('https://image1.ljcdn.com/320100-inspection/eb79af92-39a1-4488-b20b-77c37bfb05b4.jpg.296x216.jpg', '迈皋桥 宁欣苑小区 双南 全明户型', '宁欣苑小区  | 2室2厅 | 77.61平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1999年建板楼  -  晓庄', '225万', '单价28992元/平米')
('https://image1.ljcdn.com/320100-inspection/902b7ffe-660e-4bf9-8e92-a4e9bb67144d.jpg.296x216.jpg', '仙林保利紫晶山 楼上204 楼下146 毛坯', '保利紫晶山  | 6室4厅 | 350.04平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共6层)2011年建板楼  -  马群', '760万', '单价21712元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload48b9cef2-c1f3-478c-afa5-fd3695bc657a.jpg.296x216.jpg', '尚东花园 居家装修 拎包入住 采光充足 业主诚心出售', '尚东花园  | 2室2厅 | 71.69平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2007年建板楼  -  仙林', '290万', '单价40452元/平米')
('https://image1.ljcdn.com/320100-inspection/451fea9b-4840-4fad-a977-39667ab275d7.jpg.296x216.jpg', '金鹰旁 栖霞建设 洋房上叠 精装新风空调带地暖 位置好', '东方天郡东区  | 4室2厅 | 175.02平米 | 南 | 其他 | 无电梯', '高楼层(共4层)2007年建板楼  -  仙林', '729万', '单价41653元/平米')
('https://image1.ljcdn.com/320100-inspection/6e2fc4db-fdda-4b85-8b30-14be9cb43cc4.jpg.296x216.jpg', '上城风景 2室2厅 220万', '上城风景  | 2室2厅 | 81.89平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2014年建板楼  -  尧化门', '220万', '单价26866元/平米')
('https://image1.ljcdn.com/320100-inspection/47c65d99-465b-4322-8745-e6eb77a381e9.jpg.296x216.jpg', '中间位置 不临街 采光充足 小区环境优美 电梯房', '林景瑞园  | 3室2厅 | 118.3平米 | 南 北 | 精装 | 有电梯', '高楼层(共10层)2006年建板塔结合  -  晓庄', '362万', '单价30601元/平米')
('https://image1.ljcdn.com/320100-inspection/28f4e82e-1134-4274-be46-1b92add70c6b.jpg.296x216.jpg', '三房 迈皋桥老街菜场 大阳台 婚装', '合班村5号  | 3室1厅 | 86.25平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1992年建板楼  -  晓庄', '226万', '单价26203元/平米')
('https://image1.ljcdn.com/320100-inspection/30e88e07-6faa-4f94-8474-ed203a65755e.jpg.296x216.jpg', '鸿运嘉园 银城物业 环境好 视野好', '鸿运嘉园  | 3室2厅 | 126.45平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2011年建板楼  -  仙林', '353万', '单价27917元/平米')
('https://image1.ljcdn.com/320100-inspection/e77f9518-9fad-43e5-bdba-496a960ce600.jpg.296x216.jpg', '馨怡园 配套成熟 交通便利 中间楼层 电梯房 近地铁', '馨怡园  | 2室2厅 | 92.97平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2007年建塔楼  -  迈皋桥', '265万', '单价28504元/平米')
('https://image1.ljcdn.com/320100-inspection/77b57489-3060-440f-a50b-5e1668989b7a.jpg.296x216.jpg', '和燕路小区 刚需两房 精装修 满五年 小区有物业', '和燕路小区  | 2室2厅 | 66.3平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1998年建板楼  -  晓庄', '155万', '单价23379元/平米')
('https://image1.ljcdn.com/320100-inspection/d83d1392-65b0-40e8-bca4-459ea9eef20b.jpg.296x216.jpg', '晓庄 幕府山庄省建房 双南一北大三房 配套齐全 拎包住', '幕府山庄  | 3室2厅 | 126.44平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2001年建板楼  -  晓庄', '318万', '单价25151元/平米')
('https://image1.ljcdn.com/320100-inspection/ae9b6dc0-1d7c-412c-a502-e5a458aeaf92.JPG.296x216.jpg', '顶楼，带阁楼加露台，无增值税，使用空间大。', '天悦花园  | 3室2厅 | 108.88平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  马群', '290万', '单价26635元/平米')
('https://image1.ljcdn.com/320100-inspection/b1effd7f-5704-4939-8747-63c9c1c41a3a.jpg.296x216.jpg', '免增值税 楼层好 南北通透采光好', '玲珑翠谷  | 3室2厅 | 88.65平米 | 南 北 | 其他 | 无电梯', '中楼层(共4层)2012年建板楼  -  仙林', '289万', '单价32601元/平米')
('https://image1.ljcdn.com/320100-inspection/ad803697-727a-459f-a0e1-54d125a41090.jpg.296x216.jpg', '城市绿洲花园 南北通透 全明 满两年', '城市绿洲花园  | 2室2厅 | 86.35平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2007年建板塔结合  -  晓庄', '259万', '单价29995元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload681ac364-769b-4735-a375-18d94299b949.jpg.296x216.jpg', '美达浅草名苑 精装两房 南北通透 银城物业 房龄新', '美达浅草明苑  | 4室2厅 | 110.15平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2009年建板楼  -  迈皋桥', '420万', '单价38130元/平米')
('https://image1.ljcdn.com/320100-inspection/21d24c05-376f-45b2-9ba6-eb3028a9fa25.jpg.296x216.jpg', '满五年不唯一 南北通透 户型方正 正规二居', '合班家园  | 2室1厅 | 79.79平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2005年建塔楼  -  迈皋桥', '183万', '单价22936元/平米')
('https://image1.ljcdn.com/120000-inspection/b5e6002a-2b25-4b5f-a815-30ff20987699.jpg.296x216.jpg', '户型方正 多层花园洋房 南北通透格局 看房方便', '玲珑翠谷  | 3室2厅 | 96.67平米 | 南 北 | 精装 | 有电梯', '低楼层(共6层)2012年建板楼  -  仙林', '316万', '单价32689元/平米')
('https://image1.ljcdn.com/320100-inspection/d63e342d-ae2c-45af-acfe-57c6ee938868.jpg.296x216.jpg', '迈皋桥商圈 老街菜场 两房 中间楼层 不临街', '教工新村  | 2室1厅 | 85.15平米 | 南 | 精装', '中楼层(共6层)板楼  -  迈皋桥', '226万', '单价26542元/平米')
('https://image1.ljcdn.com/320100-inspection/a04d0dfc-7df6-4a2f-8074-f20636c0d1cb.jpg.296x216.jpg', '适中楼层 南北通透 采光充足 北望紫金山', '五棵松  | 2室1厅 | 71平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1997年建板塔结合  -  马群', '170万', '单价23944元/平米')
('https://image1.ljcdn.com/320100-inspection/139216a7-adf2-422f-ae7c-fc853df490ed.jpg.296x216.jpg', '百水芊城春水坊刚需三房 纯毛坯', '百水芊城春水坊  | 3室1厅 | 87.47平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2007年建板楼  -  马群', '175万', '单价20007元/平米')
('https://image1.ljcdn.com/320100-inspection/4b0ddc19-712d-498d-9453-019573370f3c.jpg.296x216.jpg', '晓庄商圈 全明 三房朝南 东边户 有院子 双阳台', '城市绿洲花园  | 3室2厅 | 127.24平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2007年建板塔结合  -  晓庄', '345万', '单价27115元/平米')
('https://image1.ljcdn.com/320100-inspection/0f368318-c4b3-43a7-bf64-5c217eb97fc2.jpg.296x216.jpg', '楼龄新  采光好 小区环境优雅 三房', '上城名苑  | 3室1厅 | 98.78平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2012年建板楼  -  迈皋桥', '265万', '单价26828元/平米')
('https://image1.ljcdn.com/320100-inspection/89469640-5c28-4dc6-b6c9-cfb74fcdb833.jpg.296x216.jpg', '双拼别墅 精装修 满两年 带大院子自住', '保利紫晶山  | 5室3厅 | 396.48平米 | 南 北 | 其他 | 无电梯', '低楼层(共3层)2010年建板楼  -  马群', '1420万', '单价35816元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload37083e71-8a95-4285-9eaa-801b269bb828.jpg.296x216.jpg', '中间楼层 户型方正 采光好 位置好', '南大和园  | 3室2厅 | 119.24平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2009年建板楼  -  仙林', '440万', '单价36901元/平米')
