('https://image1.ljcdn.com/410100-inspection/13399e0d-8de0-4980-93e3-09a78e0d9058.jpg.296x216.jpg', '金沙湖高尔夫观邸，观景房，高档社区，业主诚心出售', '金沙湖高尔夫观邸  ', '低楼层(共27层)暂无数据  -  第八大街', '500万', '单价16779元/平米')
('https://image1.ljcdn.com/410100-inspection/b51b642f-1407-4b3c-9864-217544833fa7.jpg.296x216.jpg', '格林假日 小一居诚意出售 厨卫分离 价格美丽', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '59万', '单价15527元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload3bfa7ce1-e2a9-487f-af14-95c6e71eeb27.jpg.296x216.jpg', '亚太花园  电梯多层 南北通透格局 毛坯大三居', '亚太花园  ', '低楼层(共7层)板楼  -  第三大街', '238万', '单价16880元/平米')
('https://image1.ljcdn.com/410100-inspection/test-0135edc9-a7d0-4725-aeb3-63abb63c78b9.png.296x216.jpg', '远大理想城两居室精装修满五唯一楼层好 采光无遮挡', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '146万', '单价16368元/平米')
('https://image1.ljcdn.com/410100-inspection/3796c5f1-1cde-4278-8a84-5ec6f73bf3c3.jpg.296x216.jpg', '房子四月份满五唯一，采光好，适合居住。', '远大理想城  ', '高楼层(共32层)暂无数据  -  第三大街', '200万', '单价17242元/平米')
('https://image1.ljcdn.com/410100-inspection/a2a6dbb3-8355-49f2-8013-8e45bb14af16..-17.jpg.296x216.jpg', '恒大绿洲 3室2厅 260万', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '260万', '单价20552元/平米')
('https://image1.ljcdn.com/410100-inspection/db9435af-da20-4fe4-a896-654690fb43c5..-15.jpg.296x216.jpg', '纯南两居室 中上楼层 前后无遮挡采光好 诚心出售', '绿地海珀兰轩  ', '中楼层(共30层)暂无数据  -  第三大街', '168万', '单价19262元/平米')
('https://image1.ljcdn.com/410100-inspection/67a35957-b74c-448c-9569-a6f7189f0cb2.jpg.296x216.jpg', '经开区花园别墅215.52平方精装修3-4层复式带私家小园', '专家花园  ', '中楼层(共4层)暂无数据  -  第三大街', '438万', '单价20323元/平米')
('https://image1.ljcdn.com/410100-inspection/2469dd18-0897-4736-a188-feb426b52f1a.jpg.296x216.jpg', '东郡蓝湾，多层复式，看房方便！舒适度高！', '东郡蓝湾  ', '高楼层(共6层)板楼  -  第三大街', '210万', '单价10715元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadf832ccfb-d27b-48a5-ab2a-673f3cd66ab1.jpg.296x216.jpg', '航海东路第 一大街 美庐银座 精装修 一房一厅全明户型', '美庐银座  ', '中楼层(共18层)暂无数据  -  第三大街', '90万', '单价12000元/平米')
('https://image1.ljcdn.com/410100-inspection/dcfd5063-d31f-42b8-a475-75f49d91ec8e.jpg.296x216.jpg', '满两年商品房 精装修南向双气地铁房 户型方正', '宏光合园  ', '低楼层(共16层)暂无数据  -  第三大街', '75万', '单价12932元/平米')
('https://image1.ljcdn.com/410100-inspection/401588dc-ed15-4321-b475-7226c202c7b2.jpg.296x216.jpg', '经开区美立方精装双气两房，满五唯一可上朝凤路xiao学', '美立方  ', '高楼层(共13层)暂无数据  -  第三大街', '80万', '单价21622元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload5b248af4-5c8a-4d89-bb7a-408926289886.jpg.296x216.jpg', '南北向、满五年唯一、正规三居、格局方正、随时签约', '远大理想城  ', '中楼层(共33层)暂无数据  -  第三大街', '209万', '单价16720元/平米')
('https://image1.ljcdn.com/410100-inspection/93778480-caaa-47d5-90bd-599533a210d6.jpg.296x216.jpg', '大城小室 一室一厅纯朝南 中高楼层采光好', '大城小室  ', '高楼层(共25层)暂无数据  -  第三大街', '80万', '单价12500元/平米')
('https://image1.ljcdn.com/410100-inspection/test-3ddb1fa2-e8f5-4020-801a-d8636a14e1a8.png.296x216.jpg', '远大理想城 4室2厅 南北通透 满五年 中间楼层 急售', '远大理想城  ', '中楼层(共26层)暂无数据  -  第三大街', '242万', '单价17043元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload46eb87a1-549d-42a3-8a4c-8a85c71842c7.jpg.296x216.jpg', '满五年唯一，南北通透格局，业主诚心出售。', '远大理想城  ', '低楼层(共18层)板楼  -  第三大街', '200万', '单价17023元/平米')
('https://image1.ljcdn.com/410100-inspection/ed3790bb-1d55-43d5-a843-de5acdba99f5.jpg.296x216.jpg', '金沙湖高尔夫观邸，法式别墅，尊享品质生活', '金沙湖高尔夫观邸  ', '低楼层(共2层)暂无数据  -  第八大街', '1200万', '单价35394元/平米')
('https://image1.ljcdn.com/410100-inspection/ebe3b3de-14bf-4e83-97f0-065cee47d5df..-52.jpg.296x216.jpg', '业主诚心出售，看房方便，精装修，家具家电全送', '远大理想城  ', '中楼层(共32层)暂无数据  -  第三大街', '265万', '单价15318元/平米')
('https://image1.ljcdn.com/410100-inspection/test-4057dc0e-138a-4c8d-afbf-347544ea13a2.png.296x216.jpg', '地铁口双气住宅，毛坯房，可改两居室，看房有钥匙', '宏光合园  ', '高楼层(共16层)暂无数据  -  第三大街', '73万', '单价12781元/平米')
('https://image1.ljcdn.com/410100-inspection/b19da73f-66eb-45aa-96fd-0fbf58c22920.jpg.296x216.jpg', '青青美庐  满五年  无贷款 业主诚心出售', '青青美庐小区  ', '低楼层(共4层)暂无数据  -  第三大街', '550万', '单价19731元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload25158055-8e76-428b-90e2-2a2dbb14b925.jpg.296x216.jpg', '远大理想城 南北通透 精装修三居室 采光好房主诚心卖', '远大理想城  ', '低楼层(共28层)板塔结合  -  第三大街', '255万', '单价18137元/平米')
('https://image1.ljcdn.com/410100-inspection/c71990bd-1cad-4dd8-b375-51de1aea5717.jpg.296x216.jpg', '远大理想城多层南北通透三房，两房朝南，业主诚意出售', '远大理想城  ', '高楼层(共6层)板楼  -  第三大街', '208万', '单价16508元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadeff5373e-2d1d-4c43-99bb-1a18b9a295f5.jpg.296x216.jpg', '一室一厅户型，满两年唯一住房！赶快抢购吧！！！', '大城小室  ', '中楼层(共15层)暂无数据  -  第三大街', '40万', '单价11400元/平米')
('https://image1.ljcdn.com/410100-inspection/1d4e38e0-7005-4edc-8939-3a53a8c59779..-21.jpg.296x216.jpg', '绿地海珀兰轩 一梯两户 南北通透 精装修 大两房送家电', '绿地海珀兰轩  ', '低楼层(共33层)暂无数据  -  第三大街', '155万', '单价17602元/平米')
('https://image1.ljcdn.com/410100-inspection/35fad61c-b3bb-4948-aa2a-bcc2af74a03f.jpg.296x216.jpg', '小户型低首付 朝南向一居采光好 配套成熟 诚心卖', '美庐银座  ', '高楼层(共18层)暂无数据  -  第三大街', '68万', '单价13002元/平米')
('https://image1.ljcdn.com/410100-inspection/f8857c54-c7d6-4860-af69-f65fcf565d12.jpg.296x216.jpg', '满五唯一，纯毛坯房，无抵押。。', '亚太花园  ', '中楼层(共7层)板楼  -  第三大街', '260万', '单价15597元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload19aba198-a7a6-47eb-844a-9f8614101bc4.jpg.296x216.jpg', '亚太明珠 西临七里河 南北通透四居室', '亚太明珠  ', '低楼层(共24层)板楼  -  第三大街', '233万', '单价12480元/平米')
('https://image1.ljcdn.com/410100-inspection/test-204783af-28af-4e81-9071-c370be51c19e.png.296x216.jpg', '恒大绿洲 满两年 精装三房 业主诚心出售 看房随时', '恒大绿洲  ', '中楼层(共33层)板楼  -  第三大街', '242万', '单价19360元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadc06ed68c-0d94-4efc-9958-0bbc4a0e30fb.jpg.296x216.jpg', '满五年唯一商品房  精装修业主自住  看房方便', '远大理想城  ', '高楼层(共28层)板塔结合  -  第三大街', '225万', '单价17703元/平米')
('https://image1.ljcdn.com/410100-inspection/e6214577-e3b6-4c51-b186-e4e3efe7a6c3.jpg.296x216.jpg', '自住装修，送有额外面积，小区环境清幽，带院子。', '专家花园  ', '低楼层(共4层)暂无数据  -  第三大街', '500万', '单价24753元/平米')
('https://image1.ljcdn.com/410100-inspection/f46d9bc5-40ca-4551-aa16-53c5b1b787c7..-69.jpg.296x216.jpg', '房子全款房，满五年，挑高可以做阁楼', '亚太花园  ', '高楼层(共7层)板楼  -  第三大街', '265万', '单价15964元/平米')
('https://image1.ljcdn.com/410100-inspection/1c2b88e4-b1be-456d-a2ea-4a078e154e3b.jpg.296x216.jpg', '天明园经典户型 南北通透大3房 仅售234万', '天明园  ', '中楼层(共8层)暂无数据  -  第三大街', '234万', '单价15000元/平米')
('https://image1.ljcdn.com/410100-inspection/e30c2a58-124a-4bad-99d7-13ee2a903539.jpg.296x216.jpg', '地跌口，单价一万二，送百平大楼台。250平300万', '东郡蓝湾  ', '高楼层(共6层)板楼  -  第三大街', '300万', '单价11972元/平米')
('https://image1.ljcdn.com/410100-inspection/e807f264-2874-4a54-967d-c3d07efe8e8b.jpg.296x216.jpg', '好望角小区上外国语和郑州十一中  学习氛围优越', '好望角国际公寓  ', '中楼层(共19层)板楼  -  第三大街', '180万', '单价16982元/平米')
('https://image1.ljcdn.com/410100-inspection/df22d253-a257-4633-b126-4182e8a3a5e8.jpg.296x216.jpg', '亚太花园两房纯毛坯，户型采光好，看房方便', '亚太花园  ', '中楼层(共30层)板塔结合  -  第三大街', '160万', '单价14036元/平米')
('https://image1.ljcdn.com/410100-inspection/aab227fb-17c0-4ccd-8966-956e382316cf.jpg.296x216.jpg', '满五唯一  中间楼层  总价低  适合刚需过度居住', '大城小室  ', '中楼层(共15层)暂无数据  -  第三大街', '37万', '单价11213元/平米')
('https://image1.ljcdn.com/410100-inspection/7c91dddd-df72-4f47-b922-be3ece3a81f0.jpg.296x216.jpg', '新宇花园 南北通透大三房 诚心出售', '新宇花园  ', '低楼层(共6层)板楼  -  第三大街', '186万', '单价13677元/平米')
('https://image1.ljcdn.com/410100-inspection/453c32a9-8c41-4790-a3a1-bf3db6a6d278.jpg.296x216.jpg', '远大理想城【南北通透】精装两房双气地铁口朝凤小 学', '远大理想城  ', '高楼层(共26层)板塔结合  -  第三大街', '150万', '单价16484元/平米')
('https://image1.ljcdn.com/410100-inspection/05d6d4e7-a6dd-4909-bf48-5bce0dd7c2ee.jpg.296x216.jpg', '恒大绿洲四房两厅一厨三卫，舒适户型，', '恒大绿洲  ', '高楼层(共33层)板楼  -  第三大街', '275万', '单价19643元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadf9c5f27c-ceb1-41cc-8a8e-7ae28c56b4f3.jpg.296x216.jpg', '复式，小区门口就是地铁，有商场超市。', '东郡蓝湾  ', '高楼层(共6层)板楼  -  第三大街', '220万', '单价11288元/平米')
('https://image1.ljcdn.com/410100-inspection/c2f0841e-d9a0-4cf5-be13-a1a20655e204.jpg.296x216.jpg', '中原福塔旁阳光名仕精装2房可改3房 业主急售！！', '大城小室  ', '高楼层(共25层)暂无数据  -  第三大街', '140万', '单价10093元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload915d2c4c-ba16-48eb-aad6-f09bf61fe62e.jpg.296x216.jpg', '多层三居室 好楼层 户型正 社区成熟 配套全', '加州第一城  ', '中楼层(共7层)暂无数据  -  第三大街', '200万', '单价16394元/平米')
('https://image1.ljcdn.com/410100-inspection/95f22480-cfdc-4289-95c0-136d730d0502.jpg.296x216.jpg', '格林假日 南北通透三居室 2次精装修 拎包住 全送', '格林度假山庄  ', '中楼层(共6层)暂无数据  -  第三大街', '185万', '单价15678元/平米')
('https://image1.ljcdn.com/410100-inspection/6f5dacf2-6e86-4ede-a03f-588a53b31eeb.jpg.296x216.jpg', '经开区 远大理想城 标准大三房', '远大理想城  ', '高楼层(共26层)板塔结合  -  第三大街', '260万', '单价19260元/平米')
('https://image1.ljcdn.com/410100-inspection/test-ce0d185b-5caa-4c6a-8b70-5a91ebb41c6d.png.296x216.jpg', '七院旁 ，多层朝南大标间 ，带阳台 ，诚心出售', '郑安花园小区  ', '高楼层(共6层)暂无数据  -  第三大街', '52万', '单价12094元/平米')
('https://image1.ljcdn.com/410100-inspection/d7736392-cb96-4405-b58a-02f0f2eafe4b.jpg.296x216.jpg', '经开二环，阔绰大别墅，精装修，大院子，大露台。', '东方今典  ', '低楼层(共2层)暂无数据  -  第三大街', '1520万', '单价51007元/平米')
('https://image1.ljcdn.com/410100-inspection/a6554c66-3119-4661-a8c0-dff181861daf.jpg.296x216.jpg', '业主诚心出售 双气  满五年 双卧朝南户型方正', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '153万', '单价16277元/平米')
('https://image1.ljcdn.com/410100-inspection/e4a53bd1-9133-4f21-98ce-762b208a7d28.jpg.296x216.jpg', '通透三房 包含车位 两梯四户 交通便利', '大城小室  ', '低楼层(共25层)暂无数据  -  第三大街', '155万', '单价11743元/平米')
('https://image1.ljcdn.com/110000-inspection/78e6bd4e-b2cd-402e-aaaa-3d42fe0f0a0d.jpg.296x216.jpg', '远大理想城中间楼层南北通透精装三居室', '远大理想城  ', '中楼层(共26层)板塔结合  -  第三大街', '201万', '单价16369元/平米')
('https://image1.ljcdn.com/410100-inspection/0e31d07d-51c3-4c84-93df-b4902afb65d6.jpg.296x216.jpg', '格林假日，一楼两房，稀有户型，纯南北通透', '格林假日  ', '低楼层(共6层)板楼  -  第三大街', '112万', '单价17500元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploada2362761-7fd0-4236-a65f-9efa998f74dd.jpg.296x216.jpg', '远大理想城精装修四房 出则繁华入则静谧 业主诚心出售', '远大理想城  ', '高楼层(共32层)板塔结合  -  第三大街', '270万', '单价15698元/平米')
('https://image1.ljcdn.com/410100-inspection/893b8023-2864-4adb-a5ec-9276b068fcb0.jpg.296x216.jpg', '双气大两房，满五唯一，业主诚心售，下午方便看，精装', '远大理想城  ', '中楼层(共22层)暂无数据  -  第三大街', '156万', '单价16337元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload1efed0c9-a110-4d2d-b1b7-b4527fd4db45.jpg.296x216.jpg', '无抵押无贷款，满五不唯一   南北通透', '远大理想城  ', '中楼层(共9层)暂无数据  -  第三大街', '210万', '单价18519元/平米')
('https://image1.ljcdn.com/410100-inspection/d2c5cfe1-32b2-47fe-b99f-cd576afa48c7.jpg.296x216.jpg', '满五年 小区洋房  精装修 送车位地下室', '远大理想城  ', '低楼层(共6层)板楼  -  第三大街', '288万', '单价20140元/平米')
('https://image1.ljcdn.com/410100-inspection/0f788423-7e3a-4fad-84c9-df06e4f740c9..-54.jpg.296x216.jpg', '恒大绿洲一期精装大三房，无差额税，业主诚心出售', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '265万', '单价21200元/平米')
('https://image1.ljcdn.com/410100-inspection/df83b55c-502f-4f2a-859a-4afb2775d117.jpg.296x216.jpg', '经开区  满五唯一  复式精装两居室', '美立方  ', '中楼层(共13层)暂无数据  -  第三大街', '85万', '单价22973元/平米')
('https://image1.ljcdn.com/410100-inspection/6b05f4a1-8579-435a-a6aa-77f04e2e2604.jpg.296x216.jpg', '加州城 多层复式 业主诚心出售', '加州第一城  ', '高楼层(共6层)暂无数据  -  第三大街', '251万', '单价14959元/平米')
('https://image1.ljcdn.com/410100-inspection/859ea52f-a1cf-420d-863b-07601c935582.jpg.296x216.jpg', '此房满五年唯一 ，南北通透 一梯3户，小区环境较好', '天明园  ', '低楼层(共11层)暂无数据  -  第三大街', '180万', '单价15000元/平米')
('https://image1.ljcdn.com/410100-inspection/e9941c8f-685b-4c76-bd23-50200f514b97.jpg.296x216.jpg', '远大理想城 小三居 三个卧室朝南，客厅朝南', '远大理想城  ', '低楼层(共32层)暂无数据  -  第三大街', '180万', '单价15653元/平米')
('https://image1.ljcdn.com/410100-inspection/c5321c8a-308a-476c-998e-979664617228.jpg.296x216.jpg', '远大理想城 南向两房 诚心急售 产权清晰', '远大理想城  ', '中楼层(共26层)板塔结合  -  第三大街', '155万', '单价16351元/平米')
('https://image1.ljcdn.com/410100-inspection/cf33547c-fbcb-4dd1-82ac-15c4e11f613b.jpg.296x216.jpg', '大城小室，标间一居室，总价36万', '大城小室  ', '中楼层(共15层)暂无数据  -  第三大街', '36万', '单价11132元/平米')
('https://image1.ljcdn.com/410100-inspection/test-588153f9-ca58-4194-b01f-a48d737f44fd.png.296x216.jpg', '精装修没有住过 适合婚房 满五唯一 只有一个点契税', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '155万', '单价17412元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload6f8fb6e1-f6f5-45c5-9834-85a61b1bce43.jpg.296x216.jpg', '远大理想城 南北通透 3房2厅1厨1卫 精装修', '远大理想城  ', '中楼层(共22层)暂无数据  -  第三大街', '205万', '单价18304元/平米')
