('https://image1.ljcdn.com/shfdfs-image/20170729/c77c35f3-f091-4125-bb8a-634b28448c98.jpg.296x216.jpg', '香滨水岸 3室2厅 289万', '香滨水岸  | 3室2厅 | 102.28平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2009年建板楼  -  郭巷', '289万', '单价28256元/平米')
('https://image1.ljcdn.com/320500-inspection/8e94d6a1-767d-4662-8355-20c0a8e44c92.jpg.296x216.jpg', '万科湖西玲珑 4室3厅 610万', '万科湖西玲珑   | 联排别墅 | 4室3厅 | 182.62平米 | 南 | 其他 | 无电梯', '3层2017年建板楼  -  郭巷', '610万', '单价33403元/平米')
('https://image1.ljcdn.com/320500-inspection/78b99237-ce95-4d97-882b-3e8e6e43b9c9.jpg.296x216.jpg', '越湖家天下 2室2厅 187万', '越湖家天下  | 2室2厅 | 89.22平米 | 南 | 精装 | 有电梯', '低楼层(共21层)2013年建板楼  -  城南', '187万', '单价20960元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170612/65447f0d-79e4-4537-847b-26e84160161b.jpg.296x216.jpg', '国香雅苑 2室2厅 175万', '国香雅苑  | 2室2厅 | 95.6平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2010年建板楼  -  郭巷', '175万', '单价18306元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170501/d2be303f-f1a1-4ca3-a1c4-7334ec15176b.jpg.296x216.jpg', '湖岸名家北区 6室2厅 220万', '湖岸名家北区  | 6室2厅 | 93.13平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2007年建板楼  -  郭巷', '220万', '单价23623元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0ab13067-8533-4b69-a4ba-57914e8eebef.png.296x216.jpg', '保利独墅西岸 3室2厅 291万', '保利独墅西岸  | 3室2厅 | 117平米 | 南 北 | 精装 | 有电梯', '高楼层(共33层)2015年建板楼  -  郭巷', '291万', '单价24872元/平米')
('https://image1.ljcdn.com/320500-inspection/7d5ad1a6-c587-4229-8ec3-4356fa1343c5.jpg.296x216.jpg', '送15平面积+三阳台+户型正气+变现诚售+采光无挡+地铁', '弘阳上湖  | 3室2厅 | 88.91平米 | 南 | 毛坯 | 有电梯', '低楼层(共33层)2016年建板楼  -  尹山湖', '234万', '单价26319元/平米')
('https://image1.ljcdn.com/320500-inspection/test-76905a8d-17f1-4d87-9c9a-c5e7fae09887.png.296x216.jpg', '中海独墅岛 3室2厅 286万', '中海独墅岛  | 3室2厅 | 116平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2015年建板楼  -  郭巷', '286万', '单价24656元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9b847567-2186-42d0-9cef-64d96b703da1.png.296x216.jpg', '湄长新村 3室2厅 148万', '湄长新村  | 3室2厅 | 94.6平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1998年建板楼  -  苏苑', '148万', '单价15645元/平米')
('https://image1.ljcdn.com/320500-inspection/test-50444e36-a472-44b8-88a3-30fe1fdf9514.png.296x216.jpg', '世茂石湖湾 4室2厅 320万', '世茂石湖湾  | 4室2厅 | 139平米 | 南 | 毛坯 | 有电梯', '高楼层(共25层)2015年建板楼  -  城南', '320万', '单价23022元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8153b744-523d-4b0e-bff9-65821f623222.png.296x216.jpg', '中海双湾花园二期 3室2厅 337万', '中海双湾花园二期  | 3室2厅 | 119.5平米 | 南 | 毛坯 | 有电梯', '中楼层(共11层)2015年建板楼  -  尹山湖', '337万', '单价28201元/平米')
('https://image1.ljcdn.com/320500-inspection/51723448-4a3a-45b5-aa92-1749959b405a.jpg.296x216.jpg', '和昌熙溪里 3室2厅 375万', '和昌熙溪里  | 3室2厅 | 144平米 | 南 | 其他', '高楼层(共7层)暂无数据  -  越溪', '375万', '单价26042元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170813/5031643a-8a36-49e9-bb50-fac9d263d561.jpg.296x216.jpg', '世茂石湖湾 3室2厅 290万', '世茂石湖湾  | 3室2厅 | 123平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2015年建板楼  -  城南', '290万', '单价23578元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b8b02250-9a56-4fad-bfe6-edaafde89793.png.296x216.jpg', '石湖华城 3室2厅 230万', '石湖华城  | 3室2厅 | 106.39平米 | 南 | 毛坯 | 无电梯', '中楼层(共5层)2008年建板楼  -  越溪', '230万', '单价21619元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170813/ad7eec26-ca34-4e22-a35b-a2238fd42f09.jpg.296x216.jpg', '美乐城 3室2厅 92万', '美乐城  | 3室2厅 | 48.75平米 | 暂无数据 | 毛坯 | 有电梯', '中楼层(共17层)2013年建板楼  -  城南', '92万', '单价18872元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6c100922-4785-422f-9753-e9bf4aa67405.png.296x216.jpg', '精装修保养好大3房湖景效果好附赠一个地下车位', '湖滨花园  | 3室2厅 | 151平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2011年建板楼  -  郭巷', '398万', '单价26358元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3a9f17d3-76bb-4a9f-9bb6-906a9332d234.png.296x216.jpg', '大石胡畔轻轨口 石湖华城精装三房 业主诚售 带车库', '石湖华城  | 3室2厅 | 116.36平米 | 东 西 | 精装 | 有电梯', '高楼层(共8层)2011年建板楼  -  越溪', '248万', '单价21314元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ec68532b-2022-4d98-b50e-468b8b865526.png.296x216.jpg', '保利独墅西岸 3室2厅 250万', '保利独墅西岸  | 3室2厅 | 116平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共33层)2015年建板楼  -  郭巷', '250万', '单价21552元/平米')
('https://image1.ljcdn.com/320500-inspection/ad984434-c716-4845-a76a-73abb224b112.jpg.296x216.jpg', '中海独墅岛 3室2厅 750万', '中海独墅岛   | 联排别墅 | 3室2厅 | 305.8平米 | 南 | 毛坯 | 无电梯', '3层2011年建板楼  -  郭巷', '750万', '单价24526元/平米')
('https://image1.ljcdn.com/320500-inspection/a0352f0c-3091-4195-8c50-a4f81b247444.jpg.296x216.jpg', '新城金郡南区二期 3室2厅 215万', '新城金郡南区二期  | 3室2厅 | 128.9平米 | 南 | 其他 | 无电梯', '低楼层(共17层)2012年建板楼  -  城南', '215万', '单价16680元/平米')
('https://image1.ljcdn.com/320500-inspection/80c2b02b-e17c-4508-87c5-243049584a88.jpg.296x216.jpg', '苏香名园 4室2厅 235万', '苏香名园  | 4室2厅 | 141平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2003年建板楼  -  木渎', '235万', '单价16667元/平米')
('https://image1.ljcdn.com/320500-inspection/18323530-0819-462b-b0fc-7e76e82a0fee.jpg.296x216.jpg', '保利居上 3室2厅 340万', '保利居上  | 3室2厅 | 139平米 | 南 | 毛坯 | 有电梯', '低楼层(共24层)2014年建板楼  -  尹山湖', '340万', '单价24461元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadc896f358-adf6-40e6-9600-934fd62a1e4e.jpg.296x216.jpg', '湖岸名家南区 1室1厅 83万', '湖岸名家南区  | 1室1厅 | 39.25平米 | 南 | 其他 | 有电梯', '高楼层(共16层)2008年建板楼  -  郭巷', '83万', '单价21147元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4a14335c-a58b-4891-94a6-c452f989d351.png.296x216.jpg', '石湖华城 3室2厅 276万', '石湖华城  | 3室2厅 | 137平米 | 南 | 简装 | 无电梯', '中楼层(共5层)2011年建板楼  -  越溪', '276万', '单价20146元/平米')
('https://image1.ljcdn.com/320500-inspection/test-fa6af1c1-f969-49c0-b4f6-e762c6159d9c.png.296x216.jpg', '石湖华城 2室2厅 184万', '石湖华城  | 2室2厅 | 93.79平米 | 南 | 毛坯 | 有电梯', '高楼层(共11层)2011年建板楼  -  越溪', '184万', '单价19619元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170326/ee8b3198-b68b-495e-bbf5-9b9d5e9b9c88.jpg.296x216.jpg', '新城金郡南区二期 3室2厅 255万', '新城金郡南区二期  | 3室2厅 | 129平米 | 南 | 精装 | 无电梯', '低楼层(共16层)2012年建板楼  -  城南', '255万', '单价19768元/平米')
('https://image1.ljcdn.com/320500-inspection/98845d16-c0f3-4fc7-9f1c-b69bef46536e.jpg.296x216.jpg', '湖岸名家南区 4室2厅 195万', '湖岸名家南区  | 4室2厅 | 88.9平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2008年建板楼  -  郭巷', '195万', '单价21935元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170707/9a63fb97-4e13-4b16-b793-d47c847f58da.jpg.296x216.jpg', '旭辉美澜城 3室2厅 230万', '旭辉美澜城  | 3室2厅 | 114.59平米 | 暂无数据 | 精装 | 有电梯', '低楼层(共14层)2016年建板楼  -  郭巷', '230万', '单价20072元/平米')
('https://image1.ljcdn.com/320500-inspection/d0118062-fce4-4905-8038-dbab5bab6774.jpg.296x216.jpg', '中海双湾花园一期 3室2厅 358万', '中海双湾花园一期  | 3室2厅 | 120平米 | 南 | 其他 | 有电梯', '中楼层(共10层)2015年建板楼  -  尹山湖', '358万', '单价29834元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d101ec4f-d171-4a78-af0f-1978887977e3.png.296x216.jpg', '湖滨花园 4室2厅 550万', '湖滨花园  | 4室2厅 | 186平米 | 南 | 毛坯 | 有电梯', '高楼层(共18层)2004年建板楼  -  郭巷', '550万', '单价29570元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload10334910-66d5-4823-b92c-b142cf3fd759.jpg.296x216.jpg', '中海精装大三房，保养新，业主诚意出售！', '中海双湾花园二期  | 3室2厅 | 120平米 | 南 北 | 精装 | 有电梯', '低楼层(共25层)2015年建板楼  -  尹山湖', '275万', '单价22917元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e04fc274-8cf1-43b9-8778-de2d9670b4ba.png.296x216.jpg', '弘阳上湖 4室2厅 370万', '弘阳上湖  | 4室2厅 | 136平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共34层)2016年建板楼  -  尹山湖', '370万', '单价27206元/平米')
('https://image1.ljcdn.com/320500-inspection/test-cb70aa2c-2c55-4f51-98bb-9798141c7cb5.png.296x216.jpg', '水香七村 3室2厅 180万', '水香七村  | 3室2厅 | 103平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  龙西', '180万', '单价17476元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170316/3ef954ed-7743-4b11-8bea-69975136808b.jpg.296x216.jpg', '中海独墅岛 3室2厅 265万', '中海独墅岛  | 3室2厅 | 94.4平米 | 南 | 精装 | 有电梯', '高楼层(共33层)2015年建板楼  -  郭巷', '265万', '单价28073元/平米')
('https://image1.ljcdn.com/320500-inspection/test-12c7db0e-4746-43a2-9702-aec1a03a9273.png.296x216.jpg', '鼎盛花园 3室2厅 330万', '鼎盛花园  | 3室2厅 | 125.5平米 | 南 | 其他 | 无电梯', '低楼层(共5层)2009年建板楼  -  苏苑', '330万', '单价26295元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c90f0548-92ac-42cd-9d9e-1dfc80744757.png.296x216.jpg', '水香五村 3室1厅 146万', '水香五村  | 3室1厅 | 82.03平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1999年建板楼  -  龙西', '146万', '单价17799元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4dc75613-cd73-46fd-9b9a-e9ebb209d584.png.296x216.jpg', '石湖华城 2室2厅 189万', '石湖华城  | 2室2厅 | 89.9平米 | 南 北 | 简装 | 无电梯', '低楼层(共5层)2011年建板楼  -  越溪', '189万', '单价21024元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170722/b4796052-88eb-4b26-9be1-6810b560dc9f.jpg.296x216.jpg', '嘉宝花园三期 5室3厅 443万', '嘉宝花园三期  | 5室3厅 | 196平米 | 东南 | 精装 | 无电梯', '高楼层(共6层)2015年建板楼  -  苏苑', '443万', '单价22603元/平米')
('https://image1.ljcdn.com/320500-inspection/4a38baf6-1036-4d2b-ba43-90ebb3494d88.jpg.296x216.jpg', '现代园墅 5室3厅 680万', '现代园墅   | 联排别墅 | 5室3厅 | 338平米 | 南 | 其他 | 无电梯', '1层2009年建板楼  -  城南', '680万', '单价20119元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2f13d221-5216-4803-bc9a-15501c2c96d3.png.296x216.jpg', '中海双湾花园一期 3室2厅 308万', '中海双湾花园一期  | 3室2厅 | 120平米 | 南 北 | 精装 | 有电梯', '低楼层(共32层)2015年建板楼  -  尹山湖', '308万', '单价25667元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161124/dc182c31-500b-48c3-8e64-6cc74a5f6e95.jpg.296x216.jpg', '美乐城 3室1厅 70万', '美乐城  | 3室1厅 | 48平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2013年建板楼  -  城南', '70万', '单价14584元/平米')
('https://image1.ljcdn.com/320500-inspection/test-29b5a508-992c-4da6-92ca-1bf87bfcb73f.png.296x216.jpg', '小石城6区香樟园 3室2厅 170万', '小石城6区香樟园  | 3室2厅 | 93平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2012年建板楼  -  城南', '170万', '单价18280元/平米')
('https://image1.ljcdn.com/320500-inspection/8a9fbe48-8e33-4fbf-8309-03ee679afe9e.jpg.296x216.jpg', '永诚国际广场 2室1厅 44万', '永诚国际广场  | 2室1厅 | 42.56平米 | 北 | 毛坯 | 有电梯', '中楼层(共16层)2011年建板楼  -  城南', '44万', '单价10339元/平米')
('https://image1.ljcdn.com/320500-inspection/test-00f8363e-a9f4-4312-94b8-e343691c8041.png.296x216.jpg', '永新大成珺 3室2厅 170万', '永新大成珺  | 3室2厅 | 89平米 | 南 | 毛坯 | 有电梯', '中楼层(共26层)2015年建板楼  -  木渎', '170万', '单价19102元/平米')
('https://image1.ljcdn.com/320500-inspection/12473a90-5b6d-40de-94e3-e29f99163a4f.jpg.296x216.jpg', '盘蠡村 3室1厅 160万', '盘蠡村  | 3室1厅 | 92.86平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  龙西', '160万', '单价17231元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170608/33457558-035b-4500-b5f8-4a3349959075.jpg.296x216.jpg', '越湖家天下 2室2厅 200万', '越湖家天下  | 2室2厅 | 89.44平米 | 南 | 精装 | 有电梯', '低楼层(共22层)2014年建板楼  -  城南', '200万', '单价22362元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b1677353-c8c5-4454-b492-8a4df08c9bc6.png.296x216.jpg', '华韵花园 3室2厅 300万', '华韵花园  | 3室2厅 | 149.05平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2003年建板楼  -  城南', '300万', '单价20128元/平米')
('https://image1.ljcdn.com/320500-inspection/test-f28c9314-8a8b-4074-9073-6ec93d6f2640.png.296x216.jpg', '仁泰花园 3室2厅 206万', '仁泰花园  | 3室2厅 | 134.55平米 | 南 | 精装 | 有电梯', '中楼层(共19层)2010年建板楼  -  城南', '206万', '单价15311元/平米')
('https://image1.ljcdn.com/320500-inspection/test-f4eb25f7-ac0e-436c-988d-bacc695b210c.png.296x216.jpg', '中茵星墅湾 3室2厅 350万', '中茵星墅湾  | 3室2厅 | 136平米 | 南 北 | 精装 | 有电梯', '中楼层(共27层)2013年建板楼  -  郭巷', '350万', '单价25736元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171231/c90411cc-a15a-4e2e-a296-2f8bc0e4f928.jpg.296x216.jpg', '东苑村 3室2厅 197万', '东苑村  | 3室2厅 | 107平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1999年建板楼  -  苏苑', '197万', '单价18412元/平米')
('https://image1.ljcdn.com/320500-inspection/4f388f7b-bb09-408c-9a12-a1d3a295aaae.jpg.296x216.jpg', '中海双湾花园一期 3室1厅 230万', '中海双湾花园一期  | 3室1厅 | 88平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2015年建板楼  -  尹山湖', '230万', '单价26137元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171014/2659ee82-2499-483a-9117-629daa541453.jpg.296x216.jpg', '清水湾花园，全新婚装，保养很好。洋房复试！', '清水湾花园  | 5室3厅 | 107.39平米 | 暂无数据 | 精装 | 无电梯', '高楼层(共5层)2005年建板楼  -  城南', '215万', '单价20021元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180114/e69b9532-0b81-4a82-8283-35ee0b1eb408.jpg.296x216.jpg', '越湖名邸精装两房带地暖，急售三期', '越湖名邸  | 2室2厅 | 98.98平米 | 暂无数据 | 精装 | 有电梯', '高楼层(共11层)2009年建板楼  -  城南', '205万', '单价20712元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160727/ea40b154-b95b-4ef0-ac91-67ceddff2631.jpg.296x216.jpg', '保利居上 4室2厅 345万', '保利居上  | 4室2厅 | 139.77平米 | 南 | 毛坯 | 有电梯', '中楼层(共23层)2014年建板楼  -  尹山湖', '345万', '单价24684元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ab5214f6-e743-4f24-9b65-1f52570c3e03.png.296x216.jpg', '万达华府大三房中高楼层诚意出售', '万达华府  | 3室2厅 | 121平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2016年建塔楼  -  城南', '290万', '单价23967元/平米')
('https://image1.ljcdn.com/320500-inspection/test-f2023fcb-ad68-4b08-9680-35c2fc476dea.png.296x216.jpg', '香溢澜桥   高层中下楼层   带电梯  两梯4户', '新城香溢澜桥  | 3室2厅 | 92.93平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2014年建板楼  -  城南', '179万', '单价19262元/平米')
('https://image1.ljcdn.com/320500-inspection/test-cac1621d-df4e-4369-889f-bc05671bf487.png.296x216.jpg', '盘蠡村 3室2厅 200万', '盘蠡村  | 3室2厅 | 93.18平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  龙西', '200万', '单价21464元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171015/6333277d-a1e6-4f89-908a-f1d7461d8bfc.jpg.296x216.jpg', '鑫苑湖居世家 3室2厅 205万', '鑫苑湖居世家  | 3室2厅 | 90.98平米 | 南 | 毛坯 | 有电梯', '低楼层(共18层)2016年建板楼  -  尹山湖', '205万', '单价22533元/平米')
('https://image1.ljcdn.com/320500-inspection/test-fafc33c0-d681-47d8-92da-62283d492f5c.png.296x216.jpg', '首开国风华府 2室2厅 179万', '首开国风华府  | 2室2厅 | 89.87平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2013年建板楼  -  城南', '179万', '单价19918元/平米')
('https://image1.ljcdn.com/320500-inspection/0d308643-c6a7-4ceb-8c19-b1248660295c.jpg.296x216.jpg', '小石城1区玫瑰园 5室3厅 643万', '小石城1区玫瑰园   | 叠拼别墅 | 5室3厅 | 276平米 | 南 北 | 其他 | 无电梯', '下叠(共4层)2015年建板楼  -  城南', '643万', '单价23298元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ea42ff13-76bb-411c-b9bf-265f3fdfe943.png.296x216.jpg', '清水湾花园 全新毛坯大三房 户型正 房东急售 有钥匙', '清水湾花园  | 3室2厅 | 122平米 | 南 | 毛坯 | 有电梯', '中楼层(共11层)2005年建板楼  -  城南', '218万', '单价17869元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload207b6b71-f7b5-4380-9446-e61312e16c4c.jpg.296x216.jpg', '清水湾花园，满五唯一，精装修，诚意出售，交通边利', '清水湾花园  | 3室2厅 | 123平米 | 南 | 精装 | 有电梯', '高楼层(共16层)2005年建板楼  -  城南', '245万', '单价19919元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload3c26ab77-3497-4e97-811d-9f5f933468cc.jpg.296x216.jpg', '保利独墅西岸 3室2厅 228万', '保利独墅西岸  | 3室2厅 | 102.85平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2015年建板楼  -  郭巷', '228万', '单价22169元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3382c3c2-1e5c-4a9c-a6a4-3f46df4b22d7.png.296x216.jpg', '世茂石湖湾 3室2厅 225万', '世茂石湖湾  | 3室2厅 | 98平米 | 南 | 毛坯 | 有电梯', '低楼层(共24层)2015年建板楼  -  城南', '225万', '单价22960元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4984b84f-599c-456f-a77e-20bede119f2d.png.296x216.jpg', '越湖家天下 3室2厅 271万', '越湖家天下  | 3室2厅 | 124.6平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共18层)2014年建板楼  -  城南', '271万', '单价21750元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171120/6b32a407-1f9f-435f-9c4d-f98624222e7b.jpg.296x216.jpg', '保利独墅西岸 4室2厅 347万', '保利独墅西岸  | 4室2厅 | 138平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共30层)2015年建板楼  -  郭巷', '347万', '单价25145元/平米')
