('https://image1.ljcdn.com/510100-inspection/test-9e04afb0-05c1-4e71-8b48-2d1dfc41be52.png.296x216.jpg', '不临街 中间楼层 对中庭 装修套三 带地暖 满2年', '公园大道  | 3室1厅 | 131.7平米 | 北 | 精装 | 有电梯', '低楼层(共23层)2012年建板塔结合  -  光华大道沿线', '184万', '单价13972元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e2aeed03-5eb0-4ea9-a0b9-ae9c6c2e1155.png.296x216.jpg', '光华大道依云镇小区中庭清水套四', '依云  | 3室2厅 | 144.98平米 | 东南 | 其他 | 无电梯', '高楼层(共4层)2007年建板楼  -  温江新城', '223万', '单价15382元/平米')
('https://image1.ljcdn.com/510100-inspection/test-846e994c-2d5d-4a99-ad90-c058a0dcf688.png.296x216.jpg', '花样年花样城装修套二，中高楼层采光好。', '花样年花样城  | 2室1厅 | 47.79平米 | 东 | 其他 | 有电梯', '高楼层(共31层)2015年建塔楼  -  温江大学城', '55万', '单价11509元/平米')
('https://image1.ljcdn.com/510100-inspection/test-261446fd-a864-44b5-8c20-40bce4ed2d8d.png.296x216.jpg', '老城区电梯套二改套三，户型方正，采光好', '和音晶座  | 3室2厅 | 97.43平米 | 东南 | 其他', '低楼层(共18层)2009年建板楼  -  温江老城', '93万', '单价9546元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e95e91c7-1208-44f9-98a8-acf940d19e41.png.296x216.jpg', '丽晶港装修套四 中庭位置 装修保养好 带家具家电 满2', '佳兆业丽晶港  | 4室2厅 | 120.06平米 | 南 | 精装 | 有电梯', '低楼层(共33层)2012年建板塔结合  -  珠江新城', '188万', '单价15659元/平米')
('https://image1.ljcdn.com/510100-inspection/test-23fe39e1-ac18-4ddc-9f31-1a168ac4d739.png.296x216.jpg', '格凌兰装修套二，朝东北，客厅带阳台', '格凌兰  | 2室1厅 | 71.01平米 | 东北 | 其他 | 有电梯', '中楼层(共26层)2016年建塔楼  -  温江新城', '90万', '单价12675元/平米')
('https://image1.ljcdn.com/510100-inspection/test-917b1ebe-b32c-4d2f-8698-ba91823b3cf2.png.296x216.jpg', '海峡新城三期装修套二，有电梯。', '海峡新城三期  | 2室2厅 | 81.23平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2006年建板楼  -  温江大学城', '80万', '单价9849元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b6c0e947-4b41-4275-90e2-61ab3411c53e.png.296x216.jpg', '榕树岭 装修套三 中间楼层 看房方便', '榕树岭  | 3室2厅 | 89.08平米 | 西北 | 其他 | 有电梯', '中楼层(共26层)2012年建塔楼  -  温江大学城', '105万', '单价11788元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9501b167-d503-41e8-ac7d-2ce9f02231c9.png.296x216.jpg', '朝阳时代西锦三梯七户居家装修套二', '朝阳时代西锦  | 2室2厅 | 82.41平米 | 西南 | 其他 | 有电梯', '低楼层(共33层)2014年建板楼  -  花都大道', '108万', '单价13106元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fb061740-6b30-453d-b690-e6c56de22132.png.296x216.jpg', '鱼凫阳光清水套二电梯房 采光通风好', '鱼凫阳光  | 2室2厅 | 80平米 | 西 | 其他 | 有电梯', '中楼层(共18层)2007年建板楼  -  温江老城', '72万', '单价9000元/平米')
('https://image1.ljcdn.com/510100-inspection/d353e6ee-9ce2-4e4a-8589-5be33ee77a21.jpg.296x216.jpg', '大庆蜀苑              步梯        清水        套三', '大庆蜀苑  | 3室1厅 | 103.47平米 | 南 | 其他 | 无电梯', '低楼层(共5层)板楼  -  国色天乡', '73万', '单价7056元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploade1017921-9a61-4d97-b113-525671d750d3.jpg.296x216.jpg', '电梯小高层，清水套三，顶跃，满两年，视野开阔。', '西财学府尚郡  | 3室1厅 | 95.92平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2013年建板楼  -  温江大学城', '100万', '单价10426元/平米')
('https://image1.ljcdn.com/510100-inspection/7b5c2ca3-836e-4409-b076-fd2b897f5021.jpg.296x216.jpg', '西班牙森林一期顶楼跃层  电梯洋房 简装', '西班牙森林一期  | 4室2厅 | 157.93平米 | 西 | 其他 | 有电梯', '高楼层(共7层)2010年建板塔结合  -  光华大道沿线', '190万', '单价12031元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a827f3cf-4df9-41fe-8358-9a76f9a2bf6c.png.296x216.jpg', '满五唯一没有个税，装修保养都不错，对中庭', '海科名城  | 2室1厅 | 88平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2011年建板楼  -  温江大学城', '95万', '单价10796元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d819b528-aff6-42b8-b2e1-91112d132df9.png.296x216.jpg', '房源核实码为：20180129910', '边城水恋  | 4室2厅 | 164.76平米 | 西南 | 其他', '低楼层(共6层)暂无数据  -  温江老城', '220万', '单价13353元/平米')
('https://image1.ljcdn.com/510100-inspection/47779124-ea05-4baa-b506-8fedc9868282.jpg.296x216.jpg', '和信孔雀城装修小套三 可拎包入住', '和信孔雀天成  | 3室2厅 | 105.36平米 | 西南 | 其他 | 有电梯', '低楼层(共32层)2015年建塔楼  -  温江新城', '160万', '单价15187元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1960beb9-2ec8-4b11-ae3e-35e0b78b4502.png.296x216.jpg', '七彩花都A区，清水套三可改套四', '七彩花都A区  | 3室2厅 | 124平米 | 东南 | 其他 | 无电梯', '中楼层(共5层)2008年建板楼  -  花都大道', '168万', '单价13549元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ddc0e741-b8b2-450c-9efa-8019809c3eaf.png.296x216.jpg', '格凌兰装修带家具家电套三中间楼层满两年', '格凌兰  | 3室2厅 | 86平米 | 东北 | 其他 | 有电梯', '中楼层(共32层)2016年建塔楼  -  温江新城', '145万', '单价16861元/平米')
('https://image1.ljcdn.com/510100-inspection/test-732a3f14-e597-4a0c-8335-a3092a897253.png.296x216.jpg', '锦绣森邻电梯洋房 带装修 中间楼层', '锦绣森邻  | 3室2厅 | 123.25平米 | 南 | 精装 | 有电梯', '中楼层(共8层)2008年建板塔结合  -  光华大道沿线', '165万', '单价13388元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c6c1f60b-ef53-435f-994e-1678ff4555ff.png.296x216.jpg', '花样年花样城5期 精装套二 中间楼层采光好', '花样年花样城五期  | 2室2厅 | 70.74平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2015年建塔楼  -  温江大学城', '72万', '单价10179元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload8472956f-fe68-48d3-af95-833ea3578965.jpg.296x216.jpg', '春天大道 两室两厅单卫 有花园', '春天大道  | 2室2厅 | 91.93平米 | 东 | 毛坯 | 有电梯', '低楼层(共20层)2009年建板塔结合  -  光华大道沿线', '130万', '单价14142元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a1ef10ec-9043-49b3-b07d-efa46c59c1ff.png.296x216.jpg', '西班牙森林二期套三清水房，对中庭不临街', '西班牙森林二期  | 3室1厅 | 89.91平米 | 东 | 其他 | 有电梯', '低楼层(共11层)2014年建板塔结合  -  光华大道沿线', '115万', '单价12791元/平米')
('https://image1.ljcdn.com/510100-inspection/a7e6c313-0847-4c16-80ad-4b9bf1bab3b2.jpg.296x216.jpg', '温江国色天香丛林背景装修电梯房', '丛林背景  | 1室1厅 | 54.83平米 | 东南 | 简装', '中楼层(共7层)板楼  -  国色天乡', '52万', '单价9484元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f3e08357-6de7-4353-966f-ddf933eb310a.png.296x216.jpg', '公园大道  简装套二  满2年 东南朝向 安静不吵', '公园大道  | 2室1厅 | 85平米 | 东 | 简装 | 有电梯', '低楼层(共27层)2012年建板塔结合  -  光华大道沿线', '98万', '单价11530元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4f4b4e36-b2d2-4775-b8c2-7588476c2490.png.296x216.jpg', '明信仕林府精装三房 户型方正 中间楼层视野开阔', '明信仕林府  | 3室2厅 | 111.33平米 | 西南 | 其他', '中楼层(共33层)2016年建塔楼  -  温江大学城', '136万', '单价12216元/平米')
('https://image1.ljcdn.com/510100-inspection/test-be0a7151-ea57-4dda-835d-4052367495b7.png.296x216.jpg', '优取舍清水套三双卫电梯房出售.', '优取舍  | 3室2厅 | 141.37平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2007年建板塔结合  -  花都大道', '135万', '单价9550元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9b8157fb-cf60-44f3-a8d6-41e995a54354.png.296x216.jpg', '建信奥林匹花园套三 精装修 全中庭 采光好 满2年', '建信奥林匹克花园  | 3室2厅 | 118.75平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2006年建板塔结合  -  光华大道沿线', '152万', '单价12800元/平米')
('https://image1.ljcdn.com/510100-inspection/test-45d9ac23-91c4-400d-8ea3-388abacc8996.png.296x216.jpg', '明信仕林府 装修套四 客厅带阳台', '明信仕林府  | 4室2厅 | 151.59平米 | 东 | 其他', '中楼层(共26层)2016年建塔楼  -  温江大学城', '210万', '单价13854元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a63391df-b02d-4bce-b1c6-3f886ed41477.png.296x216.jpg', '户型方正的套二双卫，带家具家电。', '恒大新城  | 2室1厅 | 93.16平米 | 东南 | 精装', '高楼层(共32层)板塔结合  -  光华大道沿线', '112万', '单价12023元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c0d769d0-c34a-4830-abe9-0c0308e8d9e1.png.296x216.jpg', '清水套三 步梯高楼层 视野无遮挡', '柳河苑  | 3室2厅 | 99.7平米 | 西 | 其他 | 无电梯', '高楼层(共6层)2005年建板塔结合  -  温江老城', '80万', '单价8025元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f86a0a29-b283-4373-ad41-043d5575621a.png.296x216.jpg', '塞纳河畔，套三双卫，带装修，带阳台。', '塞纳河畔  | 3室2厅 | 142平米 | 南 | 其他 | 有电梯', '中楼层(共13层)2006年建板塔结合  -  温江新城', '180万', '单价12677元/平米')
('https://image1.ljcdn.com/510100-inspection/69ac2e2c-e685-4414-819c-a9fa20274fd2.jpg.296x216.jpg', '鹭湖宫九号社区清水套三联排别墅', '鹭湖宫九区   | 联排别墅 | 3室2厅 | 186.66平米 | 东南 | 其他', '3层暂无数据  -  国色天乡', '340万', '单价18215元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8d3d6138-9678-40be-a6d6-80a8cac60c85.png.296x216.jpg', '花样年花样城清水套二，户型方正。', '花样年花样城  | 2室2厅 | 82.02平米 | 南 | 其他', '高楼层(共33层)暂无数据  -  温江大学城', '77万', '单价9388元/平米')
('https://image1.ljcdn.com/510100-inspection/29dd334b-28ca-44e0-92f4-1711d8e7dc61.jpg.296x216.jpg', '和信孔雀城居家装修套三双卫，中间楼层', '和信孔雀天成  | 3室1厅 | 105.02平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2015年建塔楼  -  温江新城', '170万', '单价16188元/平米')
('https://image1.ljcdn.com/510100-inspection/test-173b2c31-0e63-48a3-a849-bee720438770.png.296x216.jpg', '和信孔雀城 装修套二  可拎包入住', '和信孔雀天成  | 2室2厅 | 79.75平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2015年建塔楼  -  温江新城', '117万', '单价14671元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5b1ef9c5-0d2d-4a12-9d14-9fdfbfbc925e.png.296x216.jpg', '西财学府尚郡套四双卫      带大阳台', '西财学府尚郡  | 4室2厅 | 166.26平米 | 东南 | 其他 | 有电梯', '高楼层(共11层)2013年建板楼  -  温江大学城', '180万', '单价10827元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8c182de0-20b9-416a-9155-33e19c0e0a8b.png.296x216.jpg', '8号公馆  装修套三  户型方正  采光好', '8号公馆  | 3室2厅 | 124.33平米 | 南 | 其他 | 有电梯', '中楼层(共8层)2014年建板塔结合  -  光华大道沿线', '208万', '单价16730元/平米')
('https://image1.ljcdn.com/510100-inspection/test-aef8e995-de1e-4be8-9616-af2a2f0b74e5.png.296x216.jpg', '森宇音乐花园套四三卫三厅好房子', '森宇音乐花园  | 4室3厅 | 174平米 | 西 | 毛坯 | 无电梯', '中楼层(共6层)2004年建板楼  -  花都大道', '170万', '单价9771元/平米')
('https://image1.ljcdn.com/510100-inspection/test-11406700-b72d-4dcc-b0b7-e99a4c4cc36c.png.296x216.jpg', '恒大城  精装未住人 对中庭 套三双卫', '恒大城四期  | 3室2厅 | 124.41平米 | 西北 | 其他 | 有电梯', '中楼层(共11层)2015年建板塔结合  -  温江新城', '210万', '单价16880元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1c28edb1-e1b2-453e-a869-f8e5e33bd158.png.296x216.jpg', '此房已满2年，装修套二 中间楼层 。', '公园大道  | 2室2厅 | 85.96平米 | 北 | 其他 | 有电梯', '中楼层(共29层)2012年建板塔结合  -  光华大道沿线', '104万', '单价12099元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8db51417-440f-4e13-965f-49520a792adb.png.296x216.jpg', '花样年花样城 清水套二，对中庭', '花样年花样城  | 2室2厅 | 82.02平米 | 东南 | 其他', '低楼层(共33层)暂无数据  -  温江大学城', '77万', '单价9388元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e92432b4-337c-4f3a-bfcb-7bb02fcead9d.png.296x216.jpg', '花样年花样城 清水套三 高楼层 视野好', '花样年花样城  | 3室1厅 | 89平米 | 南 | 其他', '高楼层(共25层)暂无数据  -  温江大学城', '85万', '单价9551元/平米')
('https://image1.ljcdn.com/510100-inspection/test-673aa673-6997-4f21-bfd9-91283dcbd661.png.296x216.jpg', '精装，户型方正格局好，家电齐全，', '中铁丽景书香  | 1室1厅 | 37平米 | 东南 | 其他 | 有电梯', '中楼层(共27层)2016年建塔楼  -  温江大学城', '42万', '单价11352元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2c3f18db-42d8-4864-9329-a4ea8f5f6b5d.png.296x216.jpg', '朝阳时代西锦精装套二 带家具家电出售', '朝阳时代西锦  | 2室2厅 | 86.2平米 | 南 北 | 其他 | 有电梯', '高楼层(共33层)2014年建板楼  -  花都大道', '110万', '单价12762元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9bed3fa9-4c55-4bd4-90d0-631e3cd1eb0f.png.296x216.jpg', '芙蓉田园  清水套三  双卫 带车位出售', '芙蓉田园  | 3室2厅 | 105.03平米 | 北 | 毛坯 | 有电梯', '低楼层(共25层)板塔结合  -  芙蓉古城', '110万', '单价10474元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f6de2e5c-4630-4e67-a854-0d3123155ef0.png.296x216.jpg', '恒大城 小高层 套二  十一楼到顶 一梯四户 自住装修', '恒大城四期  | 2室1厅 | 76.11平米 | 东 | 其他 | 有电梯', '中楼层(共11层)2010年建板塔结合  -  温江新城', '115万', '单价15110元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ea1a55e6-a400-4e42-92f6-df990fd20e8c.png.296x216.jpg', '西财学府尚郡清水三居室，已满两年无需缴纳增值税', '西财学府尚郡  | 3室2厅 | 99.56平米 | 东南 | 毛坯 | 有电梯', '低楼层(共18层)2009年建板楼  -  温江大学城', '110万', '单价11049元/平米')
('https://image1.ljcdn.com/510100-inspection/test-204ec10d-89b5-4dae-8b59-c0571e86d57f.png.296x216.jpg', '公园大道，精装套三两厅两卫带大阳台。', '公园大道  | 3室2厅 | 131.52平米 | 西南 | 其他 | 有电梯', '中楼层(共25层)2012年建板塔结合  -  光华大道沿线', '180万', '单价13687元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9be3d629-d42b-4402-b4b8-09ddc366554c.png.296x216.jpg', '芙蓉田园清水套二满2年带地下室产权车位', '芙蓉田园  | 2室2厅 | 78.83平米 | 西 | 其他 | 有电梯', '高楼层(共26层)板塔结合  -  芙蓉古城', '91万', '单价11544元/平米')
('https://image1.ljcdn.com/510100-inspection/test-02665733-eb5e-4787-a83f-33be836f2453.png.296x216.jpg', '大庆蜀苑精装套二，红房子步梯房，中高楼层不是顶楼', '大庆蜀苑  | 2室2厅 | 85.38平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2008年建板楼  -  国色天乡', '63万', '单价7379元/平米')
('https://image1.ljcdn.com/510100-inspection/66c2c927-bac0-4d9b-82cf-9cef922f7224.jpg.296x216.jpg', '成都温江 光华大道三段 锦绣森邻 套三双卫精装房', '锦绣森邻  | 3室2厅 | 180平米 | 南 | 精装 | 无电梯', '5层2011年建板楼  -  光华大道沿线', '268万', '单价14889元/平米')
('https://image1.ljcdn.com/510100-inspection/test-48bfe915-fb39-44b2-a349-aebf30c15a94.png.296x216.jpg', '金色鱼凫套三双卫，装修保养好。', '金色鱼凫  | 3室2厅 | 110.98平米 | 西北 | 其他 | 有电梯', '低楼层(共18层)2011年建塔楼  -  温江老城', '130万', '单价11714元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9463a8d2-0994-4540-8716-a3311b1fed3e.png.296x216.jpg', '置信学府杏林清水套三双卫 中间楼层 对中庭', '置信学府杏林一期  | 3室2厅 | 121平米 | 东 | 其他 | 有电梯', '中楼层(共18层)2012年建板楼  -  芙蓉古城', '126万', '单价10414元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bdcafbfc-1716-417a-a462-a0c994dfe175.png.296x216.jpg', '柳城印象 套三双卫装修房 客厅带阳台', '柳城印象  | 3室2厅 | 105平米 | 南 | 其他', '中楼层(共17层)2012年建板楼  -  温江新城', '170万', '单价16191元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c75d2957-9a48-4a5e-a5c7-5b38f12d4afd.png.296x216.jpg', '金河谷四期      出租装修套二出售', '金河谷四期  | 2室2厅 | 80.51平米 | 东北 | 简装 | 有电梯', '中楼层(共31层)2014年建板楼  -  光华大道沿线', '114万', '单价14160元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c93a21a6-c3cd-4424-a99a-dd6a7cfd6a6a.png.296x216.jpg', '格澜威尔 杨柳河畔 装修三居室 两梯三户小高层  满2年', '格澜威尔  | 3室1厅 | 85.16平米 | 东 | 其他', '低楼层(共18层)2013年建板塔结合  -  温江大学城', '110万', '单价12917元/平米')
