('https://image1.ljcdn.com/340100-inspection/17c8b8ef-9ee7-4f83-91ec-fd663fe1edfb.jpg.296x216.jpg', '信旺华府骏苑 2室2厅 159万', '信旺华府骏苑  | 2室2厅 | 103.33平米 | 南 | 其他', '高楼层(共28层)2005年建塔楼  -  南七', '159万', '单价15388元/平米')
('https://image1.ljcdn.com/340100-inspection/37372ad3-bfd3-4312-9ddb-04f348bad825.jpg.296x216.jpg', '为你而选为你为家 凤凰城三期  电梯房视野采光好！', '凤凰城家家景园三期  | 3室2厅 | 131.39平米 | 南 北 | 其他', '中楼层(共17层)2006年建板楼  -  井岗镇', '205万', '单价15603元/平米')
('https://image1.ljcdn.com/340100-inspection/b9b9073e-133b-4fdf-9fc0-91aa444b68e1.jpg.296x216.jpg', '此房满四年了，户型方正，通风效果好', '奥林花园园景苑  | 4室2厅 | 133.72平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  琥珀', '180万', '单价13461元/平米')
('https://image1.ljcdn.com/340100-inspection/a235b6ae-f746-4b7b-bbfd-5f9c21d958c2.jpg.296x216.jpg', '精装修 拎包入住 省钱省心 交通便利 购物方便', '福乐门  | 2室1厅 | 55平米 | 南 | 其他', '中楼层(共28层)2012年建塔楼  -  井岗镇', '76万', '单价13819元/平米')
('https://image1.ljcdn.com/340100-inspection/652459c4-7395-4c76-9680-a0097d075740.jpg.296x216.jpg', '中央美域花园A区 2室1厅 120万', '中央美域花园A区  | 2室1厅 | 65.44平米 | 南 | 其他', '中楼层(共26层)2012年建塔楼  -  五里墩', '120万', '单价18338元/平米')
('https://image1.ljcdn.com/340100-inspection/d6eb8fb7-cb6c-42f8-a007-518528db3a1b.jpg.296x216.jpg', '信旺华府骏苑 精装2房 朝南 楼层好', '信旺华府骏苑  | 2室2厅 | 119.69平米 | 南 | 其他', '低楼层(共28层)2005年建塔楼  -  南七', '165万', '单价13786元/平米')
('https://image1.ljcdn.com/340100-inspection/e8111685-19ab-4e33-9f20-ad37c68167e4.jpg.296x216.jpg', '凤凰城家家景园三期 2室2厅 135万', '凤凰城家家景园三期  | 2室2厅 | 97.46平米 | 南 | 其他', '高楼层(共32层)2006年建塔楼  -  井岗镇', '135万', '单价13852元/平米')
('https://image1.ljcdn.com/340100-inspection/feb357a0-044b-4839-b2d1-fa9332a6d943.jpg.296x216.jpg', '为你而选为你为家 琥珀南村 满五年 户型方正', '琥珀南村  | 3室1厅 | 72.82平米 | 南 | 简装', '中楼层(共6层)2000年建板楼  -  琥珀', '138万', '单价18951元/平米')
('https://image1.ljcdn.com/340100-inspection/d484bcd8-de28-423f-b0b9-1e5bbf197d70.jpg.296x216.jpg', '正创西景苑 3室2厅 150万', '正创西景苑  | 3室2厅 | 90.45平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  西园', '150万', '单价16584元/平米')
('https://image1.ljcdn.com/340100-inspection/93dffb0c-e758-4c64-b763-a63a0ba22957.jpg.296x216.jpg', '华邦蜀山里 改善四房 交通便利 环境优美', '华邦蜀山里  | 4室2厅 | 116.6平米 | 南 西 北 | 其他', '高楼层(共32层)2016年建板塔结合  -  新产业园', '192万', '单价16467元/平米')
('https://image1.ljcdn.com/340100-inspection/138e97e2-ca2c-4eb1-be45-b07b304c14d3.JPG.296x216.jpg', '信旺华府骏苑 三居室 精装修  望潜交口 高楼层 采光好', '信旺华府骏苑  | 3室2厅 | 118平米 | 南 北 | 其他', '高楼层(共29层)2005年建塔楼  -  南七', '165万', '单价13984元/平米')
('https://image1.ljcdn.com/340100-inspection/3570d9c2-9707-4ee4-8681-21e323ce10db.jpg.296x216.jpg', '燕园三室 满五年 多层单价低 三室户型好 业主诚心出售', '燕园  | 3室2厅 | 109.67平米 | 南 北 | 简装', '高楼层(共6层)2008年建板楼  -  五里墩', '162万', '单价14772元/平米')
('https://image1.ljcdn.com/340100-inspection/7039e9b1-188e-4e05-940c-cc6cc723ca37.jpg.296x216.jpg', '琥珀东村 3室1厅 138万', '琥珀东村  | 3室1厅 | 77.68平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  琥珀', '138万', '单价17766元/平米')
('https://image1.ljcdn.com/340100-inspection/84537610-ce2c-4aae-81bb-e3712b37faca.jpg.296x216.jpg', '为你而选为你为家 汉嘉都市森林 满两年 精装小两居', '汉嘉都市森林  | 2室1厅 | 74.47平米 | 东 | 简装', '中楼层(共27层)2011年建板塔结合  -  西园', '150万', '单价20143元/平米')
('https://image1.ljcdn.com/340100-inspection/d8ab8d67-5f6c-42d2-8217-803ca4976dc4.JPG.296x216.jpg', '精装两房，采光好，新装修品牌家电家具全送啦', '信旺华府骏苑  | 2室1厅 | 91.86平米 | 东 | 其他', '低楼层(共29层)2013年建塔楼  -  南七', '129万', '单价14044元/平米')
('https://image1.ljcdn.com/340100-inspection/d222582c-3291-48d0-b61c-a8ad4af11cd7.jpg.296x216.jpg', '龙居山庄 2室 满五唯一 户型方正 采光好', '龙居山庄  | 2室2厅 | 89.1平米 | 南 | 其他', '低楼层(共6层)2010年建板楼  -  五里墩', '145万', '单价16274元/平米')
('https://image1.ljcdn.com/340100-inspection/24741ed9-01e4-45ef-96d2-592c964bd1cd.jpg.296x216.jpg', '正规大三居，户型方正，品牌装修。', '盛世名城  | 3室2厅 | 127平米 | 南 | 其他', '低楼层(共6层)2009年建板楼  -  南七', '265万', '单价20867元/平米')
('https://image1.ljcdn.com/340100-inspection/test-c1e003b6-1541-4c25-86f4-80325e26e490.png.296x216.jpg', '航空新城  三室 毛坯 双阳台 带车位', '航空新城  | 3室2厅 | 113.64平米 | 南 | 毛坯', '中楼层(共27层)暂无数据  -  南岗镇', '165万', '单价14520元/平米')
('https://image1.ljcdn.com/340100-inspection/85645fba-9765-47b9-a80f-0d7e638b7e5d.jpg.296x216.jpg', '汉嘉都市森林 2室2厅 206万', '汉嘉都市森林  | 2室2厅 | 96平米 | 南 | 其他', '低楼层(共6层)2011年建板塔结合  -  西园', '206万', '单价21459元/平米')
('https://image1.ljcdn.com/340100-inspection/2f9c8695-e11c-4cf8-9432-3180bd87f578.JPG.296x216.jpg', '北苑小区，简单装修三室一厅，南北通透，好房出售', '北苑小区（潜山路）  | 3室1厅 | 75.96平米 | 南 北 | 其他', '高楼层(共6层)2002年建板楼  -  南七', '126万', '单价16588元/平米')
('https://image1.ljcdn.com/340100-inspection/569f1d30-5679-4228-a9a0-1f778766a428.jpg.296x216.jpg', '天一家园 4室2厅 225万', '天一家园  | 4室2厅 | 168.54平米 | 南 北 | 其他', '高楼层(共6层)2010年建板楼  -  五里墩', '225万', '单价13350元/平米')
('https://image1.ljcdn.com/340100-inspection/b5e3e9a9-352e-4da2-b084-0c46c5400601.jpg.296x216.jpg', '建业领翔花园 2室1厅 96万', '建业领翔花园  | 2室1厅 | 52.56平米 | 西 | 其他', '高楼层(共31层)2012年建塔楼  -  南七', '96万', '单价18265元/平米')
('https://image1.ljcdn.com/340100-inspection/07acdbea-defa-4f32-a7ad-b7f9a25ca672.jpg.296x216.jpg', '山水间花园 中装2房 两室朝南 环境安静', '山水间花园  | 2室2厅 | 73.96平米 | 南 | 其他', '低楼层(共18层)塔楼  -  新产业园', '115万', '单价15549元/平米')
('https://image1.ljcdn.com/340100-inspection/a8f8560a-6bf8-41d9-9931-d528034843ee.jpg.296x216.jpg', '绿缘居 户型周正大三居 满五年 诚意出售 看房便捷', '绿缘居  | 3室2厅 | 129.14平米 | 南 北 | 其他', '高楼层(共11层)2010年建板楼  -  井岗镇', '185万', '单价14326元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload39df7103-87ce-40e3-8041-b21013dbe252.JPG.296x216.jpg', '红鑫新村 3室1厅 146万', '红鑫新村  | 3室1厅 | 78.4平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  南七', '146万', '单价18623元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload425f32ae-86b3-444b-b8e5-22e190f778af.jpg.296x216.jpg', '城市经典 住家装修三居室 采光好 视野充足 朝南！', '城市经典  | 3室2厅 | 120.12平米 | 南 | 简装', '中楼层(共19层)2009年建板楼  -  井岗镇', '150万', '单价12488元/平米')
('https://image1.ljcdn.com/340100-inspection/7a1a9676-dfff-45aa-af76-b49dfeb13120.jpg.296x216.jpg', '凤凰城三期大三居，楼层好，东边户', '凤凰城家家景园三期  | 3室2厅 | 131.58平米 | 东 南 | 其他', '中楼层(共15层)2006年建板楼  -  井岗镇', '195万', '单价14820元/平米')
('https://image1.ljcdn.com/340100-inspection/2aaec3e2-bfe9-4f07-b6df-ab852ccb9c87.jpg.296x216.jpg', '满五年 南北通透 南北双阳台 看房子方便 采光好', '城市经典  | 3室2厅 | 143.21平米 | 南 北 | 其他', '中楼层(共19层)2009年建板楼  -  井岗镇', '175万', '单价12220元/平米')
('https://image1.ljcdn.com/340100-inspection/9d222e3b-9d9c-4b7e-95a0-5774386e2397.jpg.296x216.jpg', '奥林花园 2室1厅 118万', '奥林花园  | 2室1厅 | 92.17平米 | 南 北 | 其他', '高楼层(共19层)2007年建塔楼  -  琥珀', '118万', '单价12803元/平米')
('https://image1.ljcdn.com/340100-inspection/6e0c6e47-9abd-459a-bde6-41af44dd455a.jpg.296x216.jpg', '中国铁建青秀城 3室2厅 161万', '中国铁建青秀城  | 3室2厅 | 95.03平米 | 南 | 其他', '中楼层(共27层)板塔结合  -  五里墩', '161万', '单价16943元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload8cb9bed2-2f0c-4e55-bbe7-9a0e1467b909.JPG.296x216.jpg', '合九新村 2室1厅 90万', '合九新村  | 2室1厅 | 60.7平米 | 南 | 其他', '高楼层(共6层)1993年建板楼  -  南七', '90万', '单价14828元/平米')
('https://image1.ljcdn.com/340100-inspection/bc2898ec-4504-4c1f-beb5-d19b111682e7.jpg.296x216.jpg', '福乐门 1室1厅 60万', '福乐门  | 1室1厅 | 42平米 | 西 | 其他', '高楼层(共28层)2012年建塔楼  -  井岗镇', '60万', '单价14286元/平米')
('https://image1.ljcdn.com/340100-inspection/f0d2f350-7009-49a6-b901-0ab176b86b6c.jpg.296x216.jpg', '安高挑高户型精装修保养好市政供暖采光好视野佳', '安高城市天地  | 2室2厅 | 62.69平米 | 南 北 | 其他', '中楼层(共13层)2010年建塔楼  -  稻香村', '160万', '单价25523元/平米')
('https://image1.ljcdn.com/340100-inspection/0eea86b2-749d-449b-8ae0-e50913f85f72.jpg.296x216.jpg', '此房满五年，免增值税，实惠。视野开阔，采光充足', '蜀山新村  | 2室1厅 | 66平米 | 南 | 简装', '中楼层(共8层)2000年建板楼  -  琥珀', '99万', '单价15000元/平米')
('https://image1.ljcdn.com/340100-inspection/219602c5-b113-4deb-b6ba-c6d706bb668a.jpg.296x216.jpg', '龙居山庄 3室2厅 198万', '龙居山庄  | 3室2厅 | 130.55平米 | 南 | 其他', '低楼层(共6层)2010年建板楼  -  五里墩', '198万', '单价15167元/平米')
('https://image1.ljcdn.com/340100-inspection/5f4330b9-bd39-43b3-970b-aec72a0d6f15.jpg.296x216.jpg', '安粮精装四房，精装修，品牌家电，大阳台，送家电', '安粮城市广场  | 4室2厅 | 138.27平米 | 南 北 | 其他', '低楼层(共34层)2013年建塔楼  -  稻香村', '230万', '单价16635元/平米')
('https://image1.ljcdn.com/340100-inspection/720543b4-15f9-4c05-9206-3aa9dec39e75.jpg.296x216.jpg', '为你而选为你为家 紫荆商务广场 精装两居室', '紫荆商务广场  | 2室1厅 | 75.18平米 | 南 西 | 其他', '高楼层(共32层)2013年建塔楼  -  井岗镇', '110万', '单价14632元/平米')
('https://image1.ljcdn.com/340100-inspection/3d301f96-12e3-4f13-b041-d82e60c2c8b8.jpg.296x216.jpg', '绿缘居 4室2厅 225万', '绿缘居  | 4室2厅 | 146.48平米 | 南 北 | 其他', '低楼层(共11层)2010年建板楼  -  井岗镇', '225万', '单价15361元/平米')
('https://image1.ljcdn.com/340100-inspection/ed4ebcc1-eb09-4497-b028-f6a44a1a6f9b.jpg.296x216.jpg', '信旺华府骏苑 2室2厅 135万', '信旺华府骏苑  | 2室2厅 | 81.02平米 | 南 | 其他', '高楼层(共29层)2005年建塔楼  -  南七', '135万', '单价16663元/平米')
('https://image1.ljcdn.com/340100-inspection/b5b32f29-8f96-43c9-8b23-eac700459243.jpg.296x216.jpg', '多层两房，园林所属，尊享生活.', '金色池塘三期  | 2室1厅 | 85.1平米 | 南 | 其他', '中楼层(共6层)2008年建板楼  -  井岗镇', '148万', '单价17392元/平米')
('https://image1.ljcdn.com/340100-inspection/f9485237-32b7-4328-b91f-1b054347729d.jpg.296x216.jpg', '福乐门精装温馨两居室 业主诚售', '福乐门  | 2室1厅 | 55.12平米 | 南 | 其他', '高楼层(共28层)2012年建塔楼  -  井岗镇', '82万', '单价14877元/平米')
('https://image1.ljcdn.com/340100-inspection/67e159f4-f7dc-4fb8-be7e-723914be102b.jpg.296x216.jpg', '房子是满五年的，中间楼层，采光无遮挡，近西一环', '康居时代家园南区  | 3室2厅 | 154.7平米 | 南 | 其他', '中楼层(共6层)2005年建板楼  -  琥珀', '164万', '单价10602元/平米')
('https://image1.ljcdn.com/340100-inspection/fe17ed93-5ef2-46c0-a213-09969ec9bdd3.jpg.296x216.jpg', '博威香山丽舍 居家装修 大三房 南北通透户型', '博威香山丽舍  | 3室2厅 | 104.83平米 | 南 北 | 其他', '低楼层(共11层)2011年建板楼  -  新产业园', '165万', '单价15740元/平米')
('https://image1.ljcdn.com/340100-inspection/e4620d5f-2e65-4832-afc5-7d5f5911c3b2.jpg.296x216.jpg', '枫丹白鹭湖公馆 2室2厅 120万', '枫丹白鹭湖公馆  | 2室2厅 | 75.9平米 | 南 | 其他', '低楼层(共11层)2006年建板楼  -  新产业园', '120万', '单价15811元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploada9fad2f6-eeec-42ff-b0f4-314f617c65f1.JPG.296x216.jpg', '丁香家园二期 2室1厅 144万', '丁香家园二期  | 2室1厅 | 95.67平米 | 南 | 其他', '高楼层(共11层)2008年建塔楼  -  南七', '144万', '单价15052元/平米')
('https://image1.ljcdn.com/340100-inspection/37efddf5-6838-4921-af2a-c773d5d1fb13.jpg.296x216.jpg', '大溪地四期 2室2厅 户型非常好  西南边户 采光充足', '大溪地天泽轩  | 3室2厅 | 82.55平米 | 南 西南 | 毛坯', '中楼层(共18层)2012年建塔楼  -  西园', '140万', '单价16960元/平米')
('https://image1.ljcdn.com/340100-inspection/6870d599-d5e3-4713-88b2-95d3fe42ed1d.jpg.296x216.jpg', '港汇广场 1室1厅 115万', '港汇广场  | 1室1厅 | 67.78平米 | 南 西 | 其他', '低楼层(共30层)2013年建塔楼  -  南七', '115万', '单价16967元/平米')
('https://image1.ljcdn.com/340100-inspection/eead8b87-1c79-414b-83f2-003db7cab787.jpg.296x216.jpg', '金色池塘，多层大三居，采光好，公摊小', '金色池塘  | 3室2厅 | 117.54平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  井岗镇', '188万', '单价15995元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload978e2ab6-6ea9-466a-8f17-f937fd9a938c.jpg.296x216.jpg', '此房满两年 楼层好精装修，采光好视野', '金色池塘  | 3室2厅 | 127.17平米 | 南 | 其他', '中楼层(共6层)2008年建板楼  -  井岗镇', '194万', '单价15256元/平米')
('https://image1.ljcdn.com/340100-inspection/efcd8ec5-9d8c-44ff-aa64-c79d95510487.jpg.296x216.jpg', '琥珀南村精装温馨复式 拎包即住', '琥珀南村  | 2室1厅 | 50.85平米 | 南 | 简装', '高楼层(共6层)2000年建板楼  -  琥珀', '110万', '单价21633元/平米')
('https://image1.ljcdn.com/340100-inspection/3bc9cdc3-6ee4-440f-80b7-1da33269d3f9.jpg.296x216.jpg', '满两年 带暖气 阳光房 精装修 业主诚心出售', '新景花园  | 4室2厅 | 167.45平米 | 南 北 | 其他', '高楼层(共6层)2007年建板楼  -  五里墩', '249万', '单价14871元/平米')
('https://image1.ljcdn.com/340100-inspection/86ae1f70-c807-42e0-90e4-b9e464fa1cf0.jpg.296x216.jpg', '省外贸绩溪新村 小三室  两卧朝南采光充足', '省外贸绩溪新村  | 3室1厅 | 83.27平米 | 南 北 | 其他', '高楼层(共6层)1996年建板楼  -  三里庵', '136万', '单价16333元/平米')
('https://image1.ljcdn.com/340100-inspection/12167b14-e222-48cb-a41a-b44930948efe.jpg.296x216.jpg', '奥林花园 小两房 视野开阔 配套齐全', '奥林花园  | 2室1厅 | 75.33平米 | 南 | 其他', '中楼层(共28层)2007年建板楼  -  琥珀', '125万', '单价16594元/平米')
('https://image1.ljcdn.com/340100-inspection/d689b120-dfaf-426f-9b92-89fabc3bc997.jpg.296x216.jpg', '绿缘居 大三居 南北通透 户型方正', '绿缘居  | 3室2厅 | 146.11平米 | 南 北 | 其他', '低楼层(共11层)2010年建板楼  -  井岗镇', '220万', '单价15058元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadab6d59a3-b269-4b83-a532-66d71412e33e.JPG.296x216.jpg', '为你而选为你为家精装修两房绿城物业', '绿城百合公寓  | 2室1厅 | 83.88平米 | 南 | 其他', '中楼层(共17层)2007年建塔楼  -  南七', '169万', '单价20148元/平米')
('https://image1.ljcdn.com/340100-inspection/b2930c1b-c933-4310-b0a8-536b14b8c898.jpg.296x216.jpg', '琥珀东村 3室2厅 205万', '琥珀东村  | 3室2厅 | 108.83平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  琥珀', '205万', '单价18837元/平米')
('https://image1.ljcdn.com/340100-inspection/19c41737-6f33-4ee4-88b5-bd5501cec50b.jpg.296x216.jpg', '为你而选为你为家  家电齐全 拎包入住', '公园道1号  | 3室1厅 | 95.76平米 | 南 | 其他', '中楼层(共18层)2011年建塔楼  -  井岗镇', '145万', '单价15143元/平米')
('https://image1.ljcdn.com/340100-inspection/ee6bd6a0-efb2-4e86-9e66-712ab1624c86.jpg.296x216.jpg', '凤凰城家家景园二期 2室2厅 150万', '凤凰城家家景园二期  | 2室2厅 | 91.54平米 | 南 北 | 其他', '中楼层(共6层)2005年建板楼  -  五里墩', '150万', '单价16387元/平米')
('https://image1.ljcdn.com/340100-inspection/ee9dd9dd-6675-41bb-8697-21a3dcd49ab2.jpg.296x216.jpg', '中央星座  70年小公寓  楼层佳  总价低', '中央星座  | 1室1厅 | 64.77平米 | 南 | 其他', '中楼层(共10层)2005年建板楼  -  五里墩', '79万', '单价12198元/平米')
('https://image1.ljcdn.com/340100-inspection/83047da9-7a6d-42dc-8ff5-bc4e2cec1a50.jpg.296x216.jpg', '红皖家园 2室2厅 140万', '红皖家园  | 2室2厅 | 93.54平米 | 南 | 其他', '中楼层(共18层)2010年建塔楼  -  新产业园', '140万', '单价14967元/平米')
('https://image1.ljcdn.com/340100-inspection/7d51dfde-b327-4319-a615-3312ed51c2ec.JPG.296x216.jpg', '自由舱公寓 1室1厅 交通便利', '自由舱公寓  | 1室1厅 | 60.83平米 | 南 | 其他', '高楼层(共25层)2010年建塔楼  -  稻香村', '59万', '单价9700元/平米')
('https://image1.ljcdn.com/340100-inspection/df78705d-ca67-4319-a60f-f727ae5dee24.jpg.296x216.jpg', '消防五中队宿舍 2室1厅 100万', '消防五中队宿舍  | 2室1厅 | 56.14平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  五里墩', '100万', '单价17813元/平米')
