('https://image1.ljcdn.com/420100-inspection/fa78bc44-7037-49d3-8e08-3107ec929474.JPG.296x216.jpg', '世纪江尚  一线江景  南北通透  采光充足  看房方便', '世纪江尚  | 4室2厅 | 185.43平米 | 南 北 | 其他 | 有电梯', '低楼层(共57层)2016年建板楼  -  前进江汉', '690万', '单价37211元/平米')
('https://image1.ljcdn.com/420100-inspection/bf9aedd5-7d41-409e-9374-6f091a3bab78.jpg.296x216.jpg', '此房朝南，中楼层采光好，家电全送。户型好', '圣淘沙酒店式公寓  | 1室1厅 | 45.77平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2004年建塔楼  -  武广万松园', '90万', '单价19664元/平米')
('https://image1.ljcdn.com/420100-inspection/b82f3d0f-5381-4cfd-9930-226a7bf17533.jpg.296x216.jpg', '东方帝园 精装修保养好 中间楼层 老证 汉口火车站', '东方帝园  | 2室2厅 | 120.11平米 | 南 | 其他', '中楼层(共11层)2003年建板楼  -  长港路', '205万', '单价17068元/平米')
('https://image1.ljcdn.com/420100-inspection/67e19c5f-0403-4015-aa64-3d0638f725f6.jpg.296x216.jpg', '三金华都精装一房 中间楼层 户型方正 看小区花园', '三金华都  | 1室0厅 | 57平米 | 北 | 其他 | 有电梯', '中楼层(共29层)2012年建板楼  -  新华路万达', '135万', '单价23685元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload34bb252c-e652-41e2-bf88-d26349aa4fd9.jpg.296x216.jpg', '福星城南区+精装自住2房，中高楼层，采光充足', '福星城南区  | 2室2厅 | 77.09平米 | 东北 | 其他 | 有电梯', '中楼层(共45层)2013年建板楼  -  长港路', '153万', '单价19847元/平米')
('https://image1.ljcdn.com/420100-inspection/170e03b5-e5ce-45fb-a416-ddce2752a491.JPG.296x216.jpg', '世纪江尚 一线江景 通透三房 高楼层', '世纪江尚  | 3室1厅 | 160平米 | 东 | 其他 | 有电梯', '中楼层(共57层)2016年建板楼  -  前进江汉', '550万', '单价34375元/平米')
('https://image1.ljcdn.com/420100-inspection/25f19e8c-6bec-4721-b079-70e9b782246f.jpg.296x216.jpg', '火车站旁 东方帝园 精装修 送全品牌家电 拎包入住', '东方帝园  | 3室2厅 | 142.62平米 | 南 北 | 其他', '中楼层(共11层)2003年建板楼  -  长港路', '268万', '单价18792元/平米')
('https://image1.ljcdn.com/420100-inspection/3ab0cdba-e15a-479c-9d93-65534b24aea9.jpg.296x216.jpg', '泛海国际悦海园 南北通透户型 精装两房 采光好诚心售', '泛海国际悦海园  | 2室2厅 | 88.98平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)2014年建板楼  -  CBD西北湖', '285万', '单价32030元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload2d7125d1-8db5-48ff-9f8f-5e4d5d2bd8fb.JPG.296x216.jpg', '维善里中楼层精装一房一厅朝南采光好老证业主诚心', '多闻社区维善里  | 1室1厅 | 47.35平米 | 西南 西 | 其他 | 无电梯', '中楼层(共9层)1998年建板楼  -  前进江汉', '98万', '单价20697元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload0df4bf0c-273a-468c-9ec1-7c131b025ec2.jpg.296x216.jpg', '三眼桥柬埔寨楼上电梯三房南北通透户型', '众联新奥国际  | 3室2厅 | 127.75平米 | 南 北 | 其他', '高楼层(共28层)2014年建塔楼  -  台北香港路', '249万', '单价19492元/平米')
('https://image1.ljcdn.com/420100-inspection/test-8ae6ff08-13cd-444a-8d6d-942a96b83bb9.png.296x216.jpg', '福星城南区 证满两年 婚房装修 中间楼层两房 低总价', '福星城南区  | 2室1厅 | 56.45平米 | 东南 | 其他 | 有电梯', '中楼层(共45层)2013年建板楼  -  长港路', '133万', '单价23561元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload473ec5dc-9924-40aa-a08b-9b04b6730a39.JPG.296x216.jpg', '世纪江尚带小区花园大四房，新证，诚心出售', '世纪江尚  | 4室2厅 | 188.85平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2016年建板楼  -  前进江汉', '600万', '单价31772元/平米')
('https://image1.ljcdn.com/420100-inspection/e919a628-3338-40d8-8808-2fced6046315.jpg.296x216.jpg', '天梨豪园三期 大四房 中间楼层 产证满五 随时看房！', '天梨豪园  | 4室2厅 | 145平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2005年建塔楼  -  长港路', '258万', '单价17794元/平米')
('https://image1.ljcdn.com/420100-inspection/3d6cc255-97d4-4814-89ce-836319d13f95.jpg.296x216.jpg', '北湖宿舍区  一层两户  品字两房朝西南 全明格局', '北湖宿舍区  | 2室2厅 | 62.02平米 | 南 | 其他', '高楼层(共7层)暂无数据  -  新华路万达', '113万', '单价18220元/平米')
('https://image1.ljcdn.com/420100-inspection/634e7015-d215-4b83-8d46-70526b7f5a9e.JPG.296x216.jpg', '宝利金国际公馆精装1房，好租好卖，万达电影院正面', '宝利金二期中央荣御  | 1室1厅 | 56.97平米 | 东 | 其他 | 有电梯', '低楼层(共33层)2011年建塔楼  -  前进江汉', '148万', '单价25979元/平米')
('https://image1.ljcdn.com/420100-inspection/2cdc37d9-46ae-4372-878c-7768d9e3f65e.jpg.296x216.jpg', '市公安局宿舍 低楼层楼梯房，装修保养好，户型方正', '市公安局宿舍  | 2室1厅 | 85.69平米 | 南 北 | 简装', '低楼层(共8层)板楼  -  杨汊湖', '135万', '单价15755元/平米')
('https://image1.ljcdn.com/420100-inspection/test-6bfbc9a1-c023-4c70-adee-a91234a4242f.png.296x216.jpg', '大三房，闹中取静，南北通透，老证，业主诚心出售', '江城华庭  | 3室2厅 | 113.3平米 | 南 北 | 其他 | 有电梯', '低楼层(共9层)2003年建塔楼  -  武广万松园', '280万', '单价24714元/平米')
('https://image1.ljcdn.com/420100-inspection/885aa6a1-d384-44e4-8071-cee34c6f2176.jpg.296x216.jpg', '本房朝南，三阳台，精装修，楼层好，看房方便', '万科城  | 2室1厅 | 84平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2014年建板楼  -  常青路', '200万', '单价23810元/平米')
('https://image1.ljcdn.com/420100-inspection/ef8204cd-7afb-41cb-b718-ac7c9e7301a0.jpg.296x216.jpg', '阳光花园五期 顶楼复式 诚意出售 一梯两户', '阳光新苑  | 5室2厅 | 163.22平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  杨汊湖', '250万', '单价15317元/平米')
('https://image1.ljcdn.com/420100-inspection/a6e98fb4-d26e-4eba-ae51-6347be51d77a.jpg.296x216.jpg', '思联花园城 3室2厅 260万', '思联花园城  | 3室2厅 | 131.38平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2005年建塔楼  -  长港路', '260万', '单价19790元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadc2d9a9c5-ed61-4b4a-b5ef-7105f74d0d79.JPG.296x216.jpg', '此房户型正，无遮挡， 视野好，物业管理好。', '都会轩  | 3室1厅 | 98.32平米 | 西南 | 其他 | 有电梯', '低楼层(共41层)2016年建塔楼  -  前进江汉', '310万', '单价31530元/平米')
('https://image1.ljcdn.com/420100-inspection/caf1f3b4-60ec-4a66-b43a-39e753784094.jpg.296x216.jpg', '青年路精装1房135万，老证+集中空调+范湖双地铁口！', '万景国际  | 1室1厅 | 57平米 | 西 | 其他 | 有电梯', '中楼层(共30层)2011年建板塔结合  -  CBD西北湖', '135万', '单价23685元/平米')
('https://image1.ljcdn.com/420100-inspection/3e58b497-ca4e-4ce0-8d29-c0353d5c26c5.jpg.296x216.jpg', '博海名居 精致大两房诚心出售 看房提前联系 位置好！', '博海名居  | 2室2厅 | 97.18平米 | 南 北 | 其他 | 有电梯', '低楼层(共17层)2007年建板楼  -  杨汊湖', '168万', '单价17288元/平米')
('https://image1.ljcdn.com/420100-inspection/13c4c9fe-b04f-4aa7-8703-50cffd550557.JPG.296x216.jpg', '宝利金全明户型，房型正规采光好，可以直接入住，', '宝利金国际广场  | 1室1厅 | 59.35平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2005年建板楼  -  前进江汉', '133万', '单价22410元/平米')
('https://image1.ljcdn.com/420100-inspection/e83437fe-eac4-4d8e-acfb-23b1f48b4952.jpg.296x216.jpg', '西北湖凤凰城一线湖景房 大三房两卫 看房方便南北通透', '西北湖凤凰城  | 3室2厅 | 142平米 | 东 南 西南 | 其他 | 有电梯', '高楼层(共28层)2006年建塔楼  -  CBD西北湖', '430万', '单价30282元/平米')
('https://image1.ljcdn.com/420100-inspection/287b189b-7468-4f54-83ed-42d9ef11f53a.jpg.296x216.jpg', '汉口火车站《楚天都市金园》好房出售', '楚天都市金园  | 4室2厅 | 150.35平米 | 南 | 其他', '低楼层(共17层)2011年建板楼  -  长丰常码头', '290万', '单价19289元/平米')
('https://image1.ljcdn.com/420100-inspection/12a89ae4-a349-44b1-a6e2-fc8c8a4f95c9.jpg.296x216.jpg', '三眼桥地铁口 安友花园 南北通透两房', '安友花园  | 2室2厅 | 107.88平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  台北香港路', '178万', '单价16500元/平米')
('https://image1.ljcdn.com/420100-inspection/8a2f661a-88eb-4d98-a805-9c73181c6ce1.jpg.296x216.jpg', '此房为二环内地段，总价低，配套成熟。', '天瑞国际酒店公寓  | 1室1厅 | 61.96平米 | 东南 | 精装 | 有电梯', '高楼层(共31层)2007年建塔楼  -  武广万松园', '105万', '单价16947元/平米')
('https://image1.ljcdn.com/420100-inspection/940cc4a1-890b-444e-82ba-fa931f048d20.jpg.296x216.jpg', '江汉经济开放区《香缇美景》居家装修 老证 中间楼层', '香缇美景  | 2室2厅 | 88.62平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2000年建塔楼  -  常青路', '160万', '单价18055元/平米')
('https://image1.ljcdn.com/420100-inspection/64a6c75e-ac55-4072-a190-a7405dae5706.jpg.296x216.jpg', '江汉路步行街 正规精装四房 采光视野佳', '俊华大厦  | 4室2厅 | 170.57平米 | 东 | 其他 | 有电梯', '高楼层(共31层)2003年建板楼  -  前进江汉', '398万', '单价23334元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadffa6bc18-826f-40dd-9e8d-9a804d0beffe.jpg.296x216.jpg', '贝壳精选 顶琇国际城 二环边 交通便利 随时可看', '顶琇国际城  | 2室1厅 | 83.5平米 | 南 | 其他', '低楼层(共46层)板楼  -  唐家墩', '185万', '单价22156元/平米')
('https://image1.ljcdn.com/420100-inspection/c1a2df1c-188c-4ddb-93f1-0713d256af1f.jpg.296x216.jpg', '越秀国际金融汇-高楼层视野好-房东诚心出售4房2卫', '越秀国际金融汇二期  | 4室2厅 | 165平米 | 南 | 其他', '高楼层(共45层)2016年建板楼  -  武广万松园', '700万', '单价42425元/平米')
('https://image1.ljcdn.com/420100-inspection/87d49e7d-b5e4-43d0-b7f3-2acbe6587ace.jpg.296x216.jpg', '葛洲坝全南方正两房  两证满二  距离范湖地铁口100米', '葛洲坝国际广场  | 2室2厅 | 98.63平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2012年建板楼  -  CBD西北湖', '250万', '单价25348元/平米')
('https://image1.ljcdn.com/420100-inspection/ed5c59bb-98ce-4fae-82ee-840f11cd953f.jpg.296x216.jpg', '福星城南区 3室2厅 150万', '福星城南区  | 3室2厅 | 77.09平米 | 东 西北 | 其他 | 有电梯', '低楼层(共45层)2013年建板楼  -  长港路', '150万', '单价19458元/平米')
('https://image1.ljcdn.com/420100-inspection/test-b2e952a9-c757-438b-8644-245592f3610d.png.296x216.jpg', '新华西美林公馆精装修电梯房出售，采光好五遮挡大露台', '新华西美林公馆  | 2室2厅 | 112.02平米 | 南 | 精装 | 有电梯', '高楼层(共25层)2008年建塔楼  -  CBD西北湖', '295万', '单价26335元/平米')
('https://image1.ljcdn.com/420100-inspection/7bdd5752-f535-47e7-96e6-f86c7e2733ac.jpg.296x216.jpg', '越秀国际金融汇-开发商装修-房东诚心出售', '越秀国际金融汇二期  | 3室2厅 | 106平米 | 东南 | 其他', '低楼层(共45层)2017年建板楼  -  武广万松园', '370万', '单价34906元/平米')
('https://image1.ljcdn.com/420100-inspection/test-4d19a4f4-9d06-40cf-95c6-1765aab92036.png.296x216.jpg', '紫晶城 2室1厅 185万', '紫晶城  | 2室1厅 | 69.91平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2006年建塔楼  -  前进江汉', '185万', '单价26463元/平米')
('https://image1.ljcdn.com/420100-inspection/ec86b60a-d9b1-4917-bd52-84030f5ee922.jpg.296x216.jpg', '老证后期税费低，通透采光好，小区好出行方便配套齐全', '香江花园一二期  | 3室2厅 | 132.58平米 | 西北 | 其他 | 无电梯', '中楼层(共8层)2004年建塔楼  -  唐家墩', '245万', '单价18480元/平米')
('https://image1.ljcdn.com/420100-inspection/ba339e51-ce2d-4018-9dd0-7cbcdccbcd55.jpg.296x216.jpg', '世纪江尚 蝴蝶户型 精装修 诚意出售', '世纪江尚  | 4室2厅 | 186平米 | 东 | 精装 | 有电梯', '低楼层(共57层)2016年建板楼  -  前进江汉', '720万', '单价38710元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload4c10be77-f847-45d8-a0eb-886455a53ed7.jpg.296x216.jpg', '菱湖上品，菱角湖万达旁，婚装复式，居住舒适安逸！！', '菱湖上品  | 2室2厅 | 95.8平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2007年建板塔结合  -  新华路万达', '195万', '单价20355元/平米')
('https://image1.ljcdn.com/420100-inspection/90eea4c0-f704-4060-9ab3-1c3df80c61d5.jpg.296x216.jpg', '京华时代 精致一室 采光好 位置好', '京华时代  | 1室1厅 | 41.29平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2011年建塔楼  -  杨汊湖', '98万', '单价23735元/平米')
('https://image1.ljcdn.com/420100-inspection/19acce09-ffec-40a4-b0e7-73f44e3bdf47.jpg.296x216.jpg', '南北朝向 三房 业主自住装修 保养好 可拎包入住', '日月华庭  | 3室2厅 | 138.9平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2006年建塔楼  -  新华路万达', '350万', '单价25198元/平米')
('https://image1.ljcdn.com/420100-inspection/be728eba-d06d-40c7-99e4-396a22c24cf4.jpg.296x216.jpg', '唐蔡路 大两房 居家装修 拎包入住 配套成熟', '唐蔡路18号  | 2室2厅 | 86.81平米 | 南 | 其他', '高楼层(共8层)暂无数据  -  唐家墩', '128万', '单价14745元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploade0efb073-ecc1-4a45-a124-1af1a1822823.jpg.296x216.jpg', '菱角湖万达广场A区 1室1厅 83万', '菱角湖万达广场A区  | 1室1厅 | 43.8平米 | 南 | 精装 | 有电梯', '低楼层(共27层)2010年建塔楼  -  新华路万达', '83万', '单价18950元/平米')
('https://image1.ljcdn.com/420100-inspection/0e2b0517-f9f5-4343-85e4-516772672c9a.jpg.296x216.jpg', '万科二期 朝东带阳台 次新房 从未入住 看房有钥匙', '万科汉口传奇唐樾  | 3室2厅 | 86平米 | 南 | 其他 | 有电梯', '低楼层(共42层)2017年建板楼  -  杨汊湖', '225万', '单价26163元/平米')
('https://image1.ljcdn.com/420100-inspection/f732cde3-ffda-482e-bc5c-c6b87cae97d8.jpg.296x216.jpg', '常青路 东方名都 精装大三房 老证 预约看房', '东方名都  | 3室1厅 | 144.55平米 | 南 北 | 其他 | 有电梯', '中楼层(共26层)2002年建板楼  -  常青路', '265万', '单价18333元/平米')
('https://image1.ljcdn.com/420100-inspection/7110bff8-d343-445a-a2cd-73d04565e83c.jpg.296x216.jpg', '越秀国际金融汇-开发商装修-房东诚心出售-随时看房子', '越秀国际金融汇  | 3室2厅 | 127.61平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2016年建板塔结合  -  武广万松园', '425万', '单价33305元/平米')
('https://image1.ljcdn.com/420100-inspection/test-72eab85b-1a3f-49b5-bd1a-d6491fd8b260.png.296x216.jpg', '悦海园   通透两房  中间楼层   挂东头', '泛海国际悦海园  | 2室2厅 | 88.89平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)2014年建板楼  -  CBD西北湖', '280万', '单价31500元/平米')
('https://image1.ljcdn.com/420100-inspection/2bc297db-4fdc-4c94-b944-0d350540f6b3.jpg.296x216.jpg', '宝利金二期中央荣御 3室1厅 400万', '宝利金二期中央荣御  | 3室1厅 | 153平米 | 南 西南 | 其他 | 有电梯', '中楼层(共33层)2011年建塔楼  -  前进江汉', '400万', '单价26144元/平米')
('https://image1.ljcdn.com/420100-inspection/984c36bc-64e8-4006-8269-36fb4ec01254.jpg.296x216.jpg', '威嘉白金领域 1室1厅 105万', '威嘉白金领域  | 1室1厅 | 56.72平米 | 南 | 其他', '低楼层(共13层)2005年建板楼  -  长港路', '105万', '单价18512元/平米')
('https://image1.ljcdn.com/420100-inspection/38b81866-7629-46b8-b765-6722eca9719b.JPG.296x216.jpg', '世纪江尚 大三居室 通透户型，一线江景', '世纪江尚  | 3室1厅 | 160平米 | 东 | 其他 | 有电梯', '中楼层(共57层)2016年建板楼  -  前进江汉', '530万', '单价33125元/平米')
('https://image1.ljcdn.com/420100-inspection/38a0a9bb-a329-4cf5-ac99-9479d72f618e.jpg.296x216.jpg', '宇济花园范湖地铁口 ，老证房东诚心卖，闹中取静', '宇济花园  | 4室2厅 | 157平米 | 南 | 其他 | 有电梯', '中楼层(共13层)2003年建板楼  -  CBD西北湖', '360万', '单价22930元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadbd596bb8-1666-4dd0-b6af-321d05e7b90c.jpg.296x216.jpg', '思联花园城+通透大三房+采光好+两证满五年', '思联花园城  | 3室2厅 | 132.03平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)2005年建塔楼  -  长港路', '230万', '单价17421元/平米')
('https://image1.ljcdn.com/420100-inspection/test-278eeea8-2cc7-4121-bdec-3177399fc411.png.296x216.jpg', '6号线 总价低 的二室一厅 老证', '九头鸟小区  | 2室1厅 | 56.75平米 | 南 | 其他', '中楼层(共9层)板楼  -  新华路万达', '113万', '单价19912元/平米')
('https://image1.ljcdn.com/420100-inspection/e2eee85d-e15e-4c00-9971-b65755881dbe.jpg.296x216.jpg', '青年广场 2室2厅 190万', '青年广场  | 2室2厅 | 105.58平米 | 南 北 | 其他 | 有电梯', '高楼层(共28层)1996年建塔楼  -  武广万松园', '190万', '单价17996元/平米')
('https://image1.ljcdn.com/420100-inspection/d9888f1c-493c-49a1-b38c-f94ce3582c49.jpg.296x216.jpg', '馨苑小区 通透大两房 房产两证满5年 配套成熟', '馨苑小区  | 2室2厅 | 96.56平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2000年建塔楼  -  杨汊湖', '150万', '单价15535元/平米')
('https://image1.ljcdn.com/420100-inspection/35bcd9c6-cee2-4897-b3be-d9dadf5b6da7.jpg.296x216.jpg', '朝南loft,低单价 业主诚心出售 无贷 随时看房', '福星城北区  | 2室1厅 | 49.64平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)2012年建板楼  -  长港路', '69万', '单价13901元/平米')
