('https://image1.ljcdn.com/441900-inspection/7d60b0eb-0f9f-438d-8cad-412834eaa9d7.jpg.296x216.jpg', '天虹广场   舒适3房  装修好  保养新  高楼层', '地标广场  | 3室2厅 | 108平米 | 东南 | 其他', '中楼层(共28层)2011年建塔楼  -  地标', '300万', '单价27778元/平米')
('https://image1.ljcdn.com/441900-inspection/19499a7e-6053-416f-aa5b-6d7e7be48a30.jpg.296x216.jpg', '精致3房业主急售，业主自主保养好', '虎门国际公馆  | 3室2厅 | 119.5平米 | 北 | 其他', '低楼层(共18层)2011年建塔楼  -  新联', '226万', '单价18913元/平米')
('https://image1.ljcdn.com/441900-inspection/b6ba2649-f921-4c2c-8ad3-050dd07add67.jpg.296x216.jpg', '地 标广场 精装一房 送全屋家私家电 随时看房', '地标广场  | 1室0厅 | 36.12平米 | 西 | 其他', '中楼层(共28层)2011年建塔楼  -  地标', '71万', '单价19657元/平米')
('https://image1.ljcdn.com/441900-inspection/d868d224-5446-41d4-b171-73048977cd1d.jpg.296x216.jpg', '虎门天虹商圈  采光好 70年产权 中间楼层业主诚心出售', '地标大厦  | 2室1厅 | 58平米 | 东南 | 其他', '低楼层(共25层)2010年建塔楼  -  地标', '82万', '单价14138元/平米')
('https://image1.ljcdn.com/441900-inspection/46df3176-0188-40f0-965a-12f6e0fa2657.jpg.296x216.jpg', '万达商圈  交通便利  配套成熟', '客天下琥门  | 3室2厅 | 107平米 | 南 | 其他', '中楼层(共27层)2014年建塔楼  -  万达', '220万', '单价20561元/平米')
('https://image1.ljcdn.com/441900-inspection/1c71b56a-1e38-410c-9477-ba7daac6119a.jpg.296x216.jpg', '南部湾万科城三房二厅二卫一厨  环境优美  交通便利', '南部湾万科城  | 3室2厅 | 95平米 | 西南 | 其他', '中楼层(共29层)2015年建塔楼  -  大宁', '230万', '单价24211元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploada77465e3-4c85-49be-9d8d-99a9c45f97ce.jpg.296x216.jpg', '两房两厅 附赠平台花园  业主诚心出售', '虎门国际公馆  | 2室1厅 | 90.14平米 | 西北 | 其他', '低楼层(共18层)2011年建塔楼  -  新联', '160万', '单价17751元/平米')
('https://image1.ljcdn.com/441900-inspection/b77f89b8-3a51-4d4d-8c34-d78fd8fde9c2.jpg.296x216.jpg', '业主诚意出售户型方正房子刚满两年看房需提前联系业主', '柏景豪庭  | 3室2厅 | 138平米 | 西北 | 其他', '中楼层(共30层)2005年建塔楼  -  虎门公园', '220万', '单价15943元/平米')
('https://image1.ljcdn.com/441900-inspection/a534e26b-18a0-48be-bd63-28a2e5f5206a.jpg.296x216.jpg', '南部湾万科城 2室2厅 143万', '南部湾万科城  | 2室2厅 | 62平米 | 北 | 其他', '中楼层(共9层)2015年建塔楼  -  大宁', '143万', '单价23065元/平米')
('https://image1.ljcdn.com/441900-inspection/0c7c6125-ad28-4d34-89c4-54753dbe2317.jpg.296x216.jpg', '丰泰东海城堡精装修3房 高层采光好 朝小区安静', '丰泰东海城堡  | 3室2厅 | 90.74平米 | 西南 | 其他', '高楼层(共18层)2013年建塔楼  -  新联', '170万', '单价18735元/平米')
('https://image1.ljcdn.com/441900-inspection/0af07f24-e89f-4138-9b49-d7cba8102927.jpg.296x216.jpg', '东方国际 繁华地段 带租约两房两厅', '东方国际星座  | 2室2厅 | 105.48平米 | 西北 | 其他', '高楼层(共29层)2006年建塔楼  -  黄河中心', '150万', '单价14221元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload45c207d5-516f-47f1-8e0d-84e709919752.jpg.296x216.jpg', '虎门万达精装修 高楼层  采光充足 诚心出售', '万达华府  | 1室1厅 | 67.48平米 | 东南 | 其他', '高楼层(共28层)2014年建塔楼  -  万达', '94.5万', '单价14005元/平米')
('https://image1.ljcdn.com/441900-inspection/31313e52-9e22-4e86-98d4-ef9bb32a9197.jpg.296x216.jpg', '奥港澳大湾区 滨海湾新区 天虹商圈 沿江高速路口', '地标大厦  | 1室1厅 | 58平米 | 西南 | 其他', '中楼层(共25层)2010年建塔楼  -  地标', '90万', '单价15518元/平米')
('https://image1.ljcdn.com/441900-inspection/0c1161ab-85ef-408c-a583-b6be41e0a4ac.jpg.296x216.jpg', '粤港澳大湾区 滨海新区 海景复式洋房 业主诚心出售', '金湾花园  | 5室2厅 | 269.46平米 | 南 | 毛坯', '中楼层(共18层)2013年建塔楼  -  太平广场', '368万', '单价13657元/平米')
('https://image1.ljcdn.com/441900-inspection/d35bd925-ed85-4737-b49d-190dad2633f0.jpg.296x216.jpg', '虎门镇政府区域，河边房源，外送两个车位', '虎门金色阳光  | 3室2厅 | 116.5平米 | 南 | 其他', '低楼层(共18层)2004年建塔楼  -  太平广场', '187.2万', '单价16069元/平米')
('https://image1.ljcdn.com/441900-inspection/23bc8437-939a-4e8f-b5cb-8405ce3c060d.jpg.296x216.jpg', '虎门国际公馆 4室2厅 355万', '虎门国际公馆  | 4室2厅 | 161.47平米 | 东南 | 其他', '低楼层(共17层)2011年建塔楼  -  新联', '355万', '单价21986元/平米')
('https://image1.ljcdn.com/441900-inspection/78d0df1d-6688-478f-b186-be1b234691b3.jpg.296x216.jpg', '此房满五唯一，户型方正，高楼层视野好。', '华远大厦  | 3室2厅 | 110平米 | 东 | 其他', '高楼层(共13层)2003年建塔楼  -  万达', '125万', '单价11364元/平米')
('https://image1.ljcdn.com/441900-inspection/56eff752-6583-4bfb-9c69-b0baccba6c1a.jpg.296x216.jpg', '南部湾万科城 户型采光好送大后花园业主诚心出售', '南部湾万科城   | 联排别墅 | 3室2厅 | 163平米 | 西南 | 其他', '3层2014年建暂无数据  -  大宁', '660万', '单价40491元/平米')
('https://image1.ljcdn.com/441900-inspection/bbe3dd05-841d-4e22-9919-b00ef9aab62c.jpg.296x216.jpg', '飞龙山庄业主诚心出售，户型方正，装修居家', '飞龙山庄  | 8室2厅 | 387.3平米 | 南 北 | 其他', '高楼层(共15层)2004年建塔楼  -  黄河中心', '510万', '单价13169元/平米')
('https://image1.ljcdn.com/441900-inspection/30e50098-b729-4066-b810-50e6dec6e71b.jpg.296x216.jpg', '长提一号、精装三房、环境优雅、一线海景房', '金湾花园  | 3室2厅 | 96平米 | 南 | 其他', '高楼层(共32层)2013年建塔楼  -  太平广场', '192万', '单价20000元/平米')
('https://image1.ljcdn.com/441900-inspection/f8dd57ab-22f5-4df8-a473-b2989c806c3e.jpg.296x216.jpg', '地标广场 3室2厅 255万', '地标广场  | 3室2厅 | 92平米 | 南 | 其他', '高楼层(共33层)2011年建塔楼  -  地标', '255万', '单价27718元/平米')
('https://image1.ljcdn.com/441900-inspection/896c5400-89d9-4651-8f0b-5cf5310d7643.jpg.296x216.jpg', '龙泉物业 大户型毛坯房  高楼层  视野开阔  采光充足', '龙泉豪苑  | 6室2厅 | 568平米 | 南 北 | 其他', '中楼层(共25层)2011年建塔楼  -  地标', '780万', '单价13733元/平米')
('https://image1.ljcdn.com/441900-inspection/e08ee730-6c82-473b-a0f3-074a32f92d20.jpg.296x216.jpg', '业主诚心出售，满两年税费低，正看公园', '龙泉都市华庭  | 4室2厅 | 174.92平米 | 南 | 其他', '中楼层(共29层)2004年建塔楼  -  虎门公园', '320万', '单价18295元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload9145c76c-57dd-4071-890f-57f7a8c1b254.jpg.296x216.jpg', '天虹商圈  精装修  中高楼层  户型方正  朝向好', '地标大厦  | 1室1厅 | 58.31平米 | 东南 | 其他', '中楼层(共24层)2010年建塔楼  -  地标', '83万', '单价14235元/平米')
('https://image1.ljcdn.com/441900-inspection/2596fbad-1517-491f-a1fd-6ab7e3e5966d.jpg.296x216.jpg', '虎门新联片区 中惠悦峰花园 三房精装 朝南花园洋房', '中惠悦峰  | 3室2厅 | 102平米 | 南 | 其他', '低楼层(共18层)2015年建塔楼  -  新联', '190万', '单价18628元/平米')
('https://image1.ljcdn.com/441900-inspection/6c2ae3ce-ffe5-4a39-8e11-a8df4a50d4d1.jpg.296x216.jpg', '此房是满两年的三房，带精装修，高楼层', '南部湾万科城  | 3室2厅 | 97平米 | 东南 | 其他', '高楼层(共32层)2015年建塔楼  -  大宁', '220万', '单价22681元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadb08a63d3-4961-473c-b3f1-7baa56597bb7.jpg.296x216.jpg', '精装修四房，格局方正...............', '虎门国际公馆  | 4室2厅 | 116平米 | 东南 | 其他', '高楼层(共18层)2013年建板楼  -  新联', '260万', '单价22414元/平米')
('https://image1.ljcdn.com/441900-inspection/3479d98f-fdcd-4ce5-ba00-f4769d183e87.jpg.296x216.jpg', '一手房东，广东唯家庭一套房子。带两个车位出售。', '海岸国际  | 4室2厅 | 200平米 | 东南 | 其他', '高楼层(共30层)2006年建塔楼  -  太平广场', '380万', '单价19000元/平米')
('https://image1.ljcdn.com/441900-inspection/36da673b-3abe-43c4-87f7-3aa9dd0c1579.jpg.296x216.jpg', '此房中高楼层  采光通风 格局方正  精装三房', '虎门国际公馆  | 3室2厅 | 95.12平米 | 西南 | 其他', '中楼层(共18层)2011年建塔楼  -  新联', '198万', '单价20816元/平米')
('https://image1.ljcdn.com/441900-inspection/f2e92a70-8293-47c3-946d-b2625c0670ba.jpg.296x216.jpg', '太平广场商圈竹洲豪苑 小高层 江景两房', '竹洲豪苑  | 2室1厅 | 79.38平米 | 东 西北 | 其他', '高楼层(共12层)2005年建塔楼  -  太平广场', '112万', '单价14110元/平米')
('https://image1.ljcdn.com/441900-inspection/e2dde69d-d42a-44a6-a006-19d6d17849bf.jpg.296x216.jpg', '东海城堡环莞快线出入口 高楼层采光好 户型方正', '丰泰东海城堡  | 3室2厅 | 91平米 | 北 | 其他', '中楼层(共18层)2013年建塔楼  -  新联', '169万', '单价18572元/平米')
('https://image1.ljcdn.com/441900-inspection/a4554892-806b-4a88-8071-3ce5c0ddaf25.jpg.296x216.jpg', '虎门南部湾万科城   精装修3房2厅空房出售', '南部湾万科城  | 3室2厅 | 95平米 | 西南 | 其他', '中楼层(共31层)2015年建塔楼  -  大宁', '220万', '单价23158元/平米')
('https://image1.ljcdn.com/441900-inspection/2e7f162f-37a7-4a4d-aa23-e45914e516ce.jpg.296x216.jpg', '此房带租约出售  买来即收租做房东', '中惠悦峰  | 3室2厅 | 87平米 | 东南 | 其他', '低楼层(共18层)2015年建塔楼  -  新联', '170万', '单价19541元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload28ed9350-a425-46c1-81a2-5014d20f8931.jpg.296x216.jpg', '此房万达广场 一居室 CBD 装修公寓 繁华地段', '万达华府  | 1室1厅 | 52.25平米 | 南 | 其他', '中楼层(共28层)2014年建塔楼  -  万达', '84万', '单价16077元/平米')
('https://image1.ljcdn.com/441900-inspection/c11e9eae-df6f-4f67-8799-ed6a74ab8a9b.jpg.296x216.jpg', '南部湾万科城精装三房 看花园别墅 业主诚心出售', '南部湾万科城  | 3室2厅 | 95平米 | 西南 | 其他', '高楼层(共34层)2015年建塔楼  -  大宁', '230万', '单价24211元/平米')
('https://image1.ljcdn.com/441900-inspection/dfd5b6b1-e9e6-461d-a8f6-a5192db7a9d8.jpg.296x216.jpg', '天虹商圈  精装修  中高楼层  户型方正  朝向好', '地标大厦  | 1室1厅 | 58.31平米 | 东南 | 其他', '中楼层(共24层)2010年建塔楼  -  地标', '85万', '单价14578元/平米')
('https://image1.ljcdn.com/441900-inspection/214ab32e-a6ae-420b-8fe9-208981a98f41.jpg.296x216.jpg', '金地琥悦毛坯房出售。。。。。。', '金地琥悦  | 3室2厅 | 100平米 | 南 | 其他', '低楼层(共15层)2014年建塔楼  -  万达', '200万', '单价20000元/平米')
('https://image1.ljcdn.com/441900-inspection/b21ea855-583f-422e-82fe-cd1f4a781a18.jpg.296x216.jpg', '户型方正赠送家具家电 业主自住在东海城堡', '丰泰东海城堡  | 3室2厅 | 90平米 | 北 | 其他', '低楼层(共18层)2013年建塔楼  -  新联', '180万', '单价20000元/平米')
('https://image1.ljcdn.com/441900-inspection/bccddb7b-aed7-48b9-9039-0208a4aa61de.jpg.296x216.jpg', '精装修，高楼层，近地铁，精装带送家电', '虎门国际公馆  | 3室2厅 | 130平米 | 东南 | 其他', '高楼层(共10层)2011年建塔楼  -  新联', '280万', '单价21539元/平米')
('https://image1.ljcdn.com/441900-inspection/127a92b8-93c1-469e-b78e-e6d5cc0a8d91.jpg.296x216.jpg', '东海城堡湖边别墅 景观尽收眼底', '丰泰东海城堡   | 联排别墅 | 5室2厅 | 234.5平米 | 南 | 其他', '3层2013年建暂无数据  -  新联', '780万', '单价33263元/平米')
('https://image1.ljcdn.com/441900-inspection/ae51b28d-a5e9-447c-9e7d-4e7f6a0f3e1a.jpg.296x216.jpg', '此房满两年，免增值税，门的繁华地段', '新兴大厦  | 3室2厅 | 108平米 | 东 | 其他', '低楼层(共13层)2000年建塔楼  -  黄河中心', '180万', '单价16667元/平米')
('https://image1.ljcdn.com/441900-inspection/b03913aa-bfe7-41fa-8b9e-90301ae8dac4.jpg.296x216.jpg', '装修精美，小区环境宜人，适合居住', '万科紫台  | 3室2厅 | 140平米 | 北 | 其他', '中楼层(共26层)2010年建塔楼  -  地标', '280万', '单价20000元/平米')
('https://image1.ljcdn.com/441900-inspection/b68d4105-ac0f-48cd-86a0-af85ae040907.jpg.296x216.jpg', '单身公寓  精装修  业主诚心出售', '地标大厦  | 1室1厅 | 58平米 | 西南 | 其他', '低楼层(共25层)2010年建塔楼  -  地标', '87万', '单价15000元/平米')
('https://image1.ljcdn.com/441900-inspection/d137e521-a690-4800-8836-3933b52da2b1.jpg.296x216.jpg', '精装修，大四房，业主诚心出售...', '海岸国际  | 4室2厅 | 270平米 | 南 | 其他', '中楼层(共28层)2006年建塔楼  -  太平广场', '486万', '单价18000元/平米')
('https://image1.ljcdn.com/441900-inspection/2a972b23-5f3e-43eb-9a62-dc2c031391dc.jpg.296x216.jpg', '建兴大厦 黄河位置 精装修大两房 满五 业主诚心出售', '建兴大厦  | 2室2厅 | 86.23平米 | 东南 | 其他', '中楼层(共8层)板楼  -  太平广场', '95万', '单价11018元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload5d831447-8382-4df9-9a51-f727dea4e015.jpg.296x216.jpg', '万达繁华地段 此房万达广场 一居室 CBD 装修公寓', '万达华府  | 1室1厅 | 56.95平米 | 南 | 其他', '中楼层(共28层)2014年建塔楼  -  万达', '92万', '单价16155元/平米')
('https://image1.ljcdn.com/441900-inspection/5471bb4a-8113-4c2f-9afe-eefccc0c993c.jpg.296x216.jpg', '此房满五年不唯一 免增值税 产权清晰 能交易过户', '丰泰东海城堡   | 联排别墅 | 5室2厅 | 197平米 | 西南 北 东北 | 其他', '3层2013年建暂无数据  -  新联', '500万', '单价25381元/平米')
('https://image1.ljcdn.com/441900-inspection/7709cd59-86d1-45ca-8f5c-d433a6b6bf09.jpg.296x216.jpg', '滨海湾新区 天虹商圈 不夜天美食广场 沿江高速路口', '地标大厦  | 1室1厅 | 76平米 | 东北 | 其他', '高楼层(共24层)2010年建塔楼  -  地标', '120万', '单价15790元/平米')
('https://image1.ljcdn.com/441900-inspection/07075568-3ff6-4a2e-a3b8-f9231f967f36.jpg.296x216.jpg', '中惠悦峰 南北通透的好房子 视野好 小区管理好！', '中惠悦峰  | 3室1厅 | 87.07平米 | 西南 | 其他', '低楼层(共18层)2015年建塔楼  -  新联', '180万', '单价20674元/平米')
('https://image1.ljcdn.com/441900-inspection/e677baaa-0bd9-4c79-a836-e8bfac6a688e.jpg.296x216.jpg', '南部湾万科城 中高楼层 精装三房 业主诚心出售', '南部湾万科城  | 3室2厅 | 95平米 | 东南 | 精装', '低楼层(共34层)2015年建塔楼  -  大宁', '230万', '单价24211元/平米')
('https://image1.ljcdn.com/441900-inspection/3fe5b4bb-db4d-4e16-929e-d650fc034843.jpg.296x216.jpg', '沿江高速出口  万科紫台 品质四房', '万科紫台  | 4室2厅 | 190平米 | 东南 | 其他', '低楼层(共26层)2010年建塔楼  -  地标', '360万', '单价18948元/平米')
('https://image1.ljcdn.com/441900-inspection/d6993cb6-9aff-43e5-be91-2c45ae9040e5.jpg.296x216.jpg', '南部湾万科城  别墅户型方正  采光好  业主诚心出售', '南部湾万科城   | 联排别墅 | 5室2厅 | 162平米 | 南 | 其他', '3层2014年建暂无数据  -  大宁', '550万', '单价33951元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload6aecfdba-1522-4242-8851-7b16cd2215e8.jpg.296x216.jpg', '飞龙山庄 大三房 满二年免收增值税', '飞龙山庄  | 4室2厅 | 198平米 | 北 | 其他', '低楼层(共13层)2004年建塔楼  -  黄河中心', '257.4万', '单价13000元/平米')
('https://image1.ljcdn.com/441900-inspection/64c3b047-44a8-4d66-a00c-aaf1d3a2abac.jpg.296x216.jpg', '东海城堡满五唯一3房，免双税，装修花了伍拾万！', '丰泰东海城堡  | 3室2厅 | 90.62平米 | 北 | 精装', '高楼层(共18层)2013年建塔楼  -  新联', '195万', '单价21519元/平米')
('https://image1.ljcdn.com/441900-inspection/59a5ccef-3378-4b02-b693-88c87328aafe.jpg.296x216.jpg', '满五唯一，180平大四房，看房方便，正看虎门公园', '中联大厦  | 3室2厅 | 180平米 | 南 | 其他', '中楼层(共28层)2004年建塔楼  -  虎门公园', '350万', '单价19445元/平米')
('https://image1.ljcdn.com/441900-inspection/66e8cc1b-d659-4a5e-8ad7-0b76912db082.jpg.296x216.jpg', '虎门国际公馆、独栋别墅、环境优雅，配套成熟', '虎门国际公馆   | 双拼别墅 | 7室2厅 | 668平米 | 南 | 其他', '3层2012年建暂无数据  -  新联', '1600万', '单价23953元/平米')
('https://image1.ljcdn.com/441900-inspection/b017da15-a6d4-4e5c-9f9a-e2962ad26bd7.jpg.296x216.jpg', '永业楼  简单装修三房  电楼下黄河市场  繁华地段', '永业楼  | 3室2厅 | 87平米 | 东南 | 其他', '高楼层(共8层)1993年建板楼  -  黄河中心', '50万', '单价5748元/平米')
('https://image1.ljcdn.com/441900-inspection/987e00e7-392a-4d73-93aa-5610541f30b1.jpg.296x216.jpg', '虎门高铁站旁边，广深高速入口旁边，交通便利', '虎门国际公馆   | 双拼别墅 | 5室2厅 | 546.03平米 | 东南 | 其他', '3层2012年建暂无数据  -  新联', '1100万', '单价20146元/平米')
('https://image1.ljcdn.com/441900-inspection/57791829-477d-444f-9713-c544fc190402.jpg.296x216.jpg', '房子满两年没有增值税 整栋楼入住率高', '万达华府  | 1室1厅 | 33平米 | 北 | 其他', '中楼层(共28层)2014年建塔楼  -  万达', '58万', '单价17576元/平米')
('https://image1.ljcdn.com/441900-inspection/dc1f4588-a983-4094-8da9-b6a33e97a904.jpg.296x216.jpg', '滨海湾新区 天虹商圈 不夜天美食广场 沿江高速路口', '地标大厦  | 1室1厅 | 58平米 | 西南 | 其他', '高楼层(共24层)2010年建塔楼  -  地标', '90万', '单价15518元/平米')
