('https://image1.ljcdn.com/510100-inspection/test-9bbd51cb-92b9-402c-8438-0615cb5db19d.png.296x216.jpg', '锦城苑套三 小区环境优美 安静', '锦城苑  | 3室2厅 | 131.58平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  茶店子', '180万', '单价13680元/平米')
('https://image1.ljcdn.com/510100-inspection/test-630855b6-6e4f-47a0-ac84-2477eddbeaac.png.296x216.jpg', '一环边 新熙门 智能小区 有装修', '新熙门  | 3室1厅 | 71.78平米 | 东南 | 其他 | 有电梯', '高楼层(共32层)2012年建板塔结合  -  沙湾', '140万', '单价19505元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c42d4d51-b629-4834-872a-c89e675706f2.png.296x216.jpg', '蓝光富丽城居家套三出售+客厅正带阳台+明厨明卫', '蓝光富丽城  | 3室1厅 | 112.32平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2005年建板楼  -  金牛万达', '185万', '单价16471元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ae8f56fe-ef5f-4048-92c9-1b38fc657845.png.296x216.jpg', '红旗巷6号+带外墙砖的多层小区。', '红旗巷6号  | 2室1厅 | 70.3平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  金牛万达', '98万', '单价13941元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c88390e5-6cef-43b6-8503-bcb95ad46cc8.png.296x216.jpg', '马鞍东路社区，中间楼层，户型方正，有装修', '马鞍东路社区  | 3室2厅 | 105.6平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1999年建板楼  -  马鞍路', '148万', '单价14016元/平米')
('https://image1.ljcdn.com/510100-inspection/test-87f6ae9f-32c9-441f-a17b-29f4b72bb1cc.png.296x216.jpg', '金都花园   套三   户型方正   采光好', '金都花园  | 3室2厅 | 148.16平米 | 西南 | 其他 | 有电梯', '中楼层(共16层)2003年建板楼  -  蜀汉路', '255万', '单价17212元/平米')
('https://image1.ljcdn.com/510100-inspection/test-de77fd5f-8abc-491a-b62f-f429ef54a209.png.296x216.jpg', '万科金域西岭 客厅阳台 套二 看房预约', '万科金域西岭  | 2室2厅 | 90.56平米 | 西南 | 精装 | 有电梯', '中楼层(共35层)2012年建板楼  -  国宾', '190万', '单价20981元/平米')
('https://image1.ljcdn.com/510100-inspection/test-38650820-04e1-4587-8db4-b6c41c3d8065.png.296x216.jpg', '华侨城原岸套三双卫，正对中庭，俯瞰别墅区', '华侨城原岸  | 3室2厅 | 122.58平米 | 南 | 其他 | 有电梯', '中楼层(共34层)2015年建板塔结合  -  华侨城', '310万', '单价25290元/平米')
('https://image1.ljcdn.com/510100-inspection/test-73310a82-b9d6-4a3a-8746-ab4563cf18cd.png.296x216.jpg', '交大智能三期电梯套三，还有大车位', '交大智能三期  | 3室2厅 | 118.11平米 | 南 | 其他 | 有电梯', '中楼层(共8层)2001年建板楼  -  九里堤', '216万', '单价18289元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9f8c68c7-2d29-462e-b185-63027a3eb1ba.png.296x216.jpg', '抚琴 标准套二，客厅带阳台，户型方正 无遮挡 采光好', '抚琴西南街45号  | 2室2厅 | 67平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)板楼  -  抚琴小区', '90万', '单价13433元/平米')
('https://image1.ljcdn.com/510100-inspection/2e8bdc66-2d66-4c98-ab0d-f1c714aefb7b.jpg.296x216.jpg', '金房月圆+低楼+套三+有采光+不临街', '金房月圆  | 3室2厅 | 120.62平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2000年建板楼  -  营门口', '172万', '单价14260元/平米')
('https://image1.ljcdn.com/510100-inspection/test-654a2362-d1c9-4db7-8145-14a91ba34351.png.296x216.jpg', '蜀汉小区，中间楼层，自住装修，看房约', '蜀汉小区  | 2室2厅 | 77.62平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  一品天下', '112万', '单价14430元/平米')
('https://image1.ljcdn.com/510100-inspection/e4d760d6-7913-4d06-8e32-831cd320a7ec.jpg.296x216.jpg', '2003年电梯小区跃层楼顶带花园带装修', '新世界丽晶花园  | 4室2厅 | 150.08平米 | 西 | 精装 | 有电梯', '高楼层(共12层)2003年建板楼  -  通惠门', '360万', '单价23988元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7d8299b1-127e-4790-a460-f35253e7a006.png.296x216.jpg', '老沙湾会展旁边，标准大套三，简单装修。', '明苑公寓  | 3室1厅 | 130.1平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)2000年建塔楼  -  沙湾', '160万', '单价12299元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7b9a5637-9ca4-4e6e-a775-63fc6fc5aac7.png.296x216.jpg', '金牛万达A组团居家装修，诚心出售。', '金牛万达A组团  | 2室1厅 | 74.25平米 | 西 | 其他 | 有电梯', '高楼层(共32层)2012年建塔楼  -  金牛万达', '160万', '单价21549元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1eb794ee-bb4b-4052-b393-a36f0df6d90d.png.296x216.jpg', '恒和华园，标准套二，户型方正，配套齐全适合居家', '恒和华园  | 2室2厅 | 80.45平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  花照壁', '113万', '单价14046元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a68b85ff-e3e2-4deb-899a-8161754af905.png.296x216.jpg', '凯丽豪景电梯套二、采光好、视野开阔、精装修', '凯丽豪景  | 2室2厅 | 85.09平米 | 北 | 其他 | 有电梯', '低楼层(共32层)2008年建板楼  -  一品天下', '215万', '单价25268元/平米')
('https://image1.ljcdn.com/510100-inspection/cb00e45b-666b-4c22-937c-6e8418a24cdf.jpg.296x216.jpg', '小区是2001年的多层小区总过14栋 504户房子是大错层', '千禧花园  | 4室2厅 | 173.28平米 | 西北 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  金府', '240万', '单价13851元/平米')
('https://image1.ljcdn.com/510100-inspection/test-689f06ac-21cd-4939-a56a-4eb1be58b22d.png.296x216.jpg', '全兴酒厂单位房 户型好 采光好 双阳台', '抚琴西路199号  | 2室1厅 | 86.3平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1996年建塔楼  -  抚琴小区', '115万', '单价13326元/平米')
('https://image1.ljcdn.com/510100-inspection/test-73533fb1-bcb2-43cd-a077-6bb5b1bb6368.png.296x216.jpg', '凯瑞花都     明厨明卫   客厅带阳台', '凯瑞花都  | 2室2厅 | 92.25平米 | 西南 | 其他 | 有电梯', '中楼层(共18层)2008年建塔楼  -  抚琴小区', '178万', '单价19296元/平米')
('https://image1.ljcdn.com/510100-inspection/test-38f27b61-a65c-4184-8992-b69751d1acef.png.296x216.jpg', '2梯4户+户型方正+明厨明卫+低楼层+前后不临街', '兴元绿洲一期  | 3室1厅 | 113.13平米 | 南 | 简装 | 有电梯', '低楼层(共22层)2007年建塔楼  -  金府', '155万', '单价13702元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e7286708-2465-4de5-8f3e-28192b88807d.png.296x216.jpg', '百佳庭院 标准套二  中间楼层', '百佳庭院  | 2室1厅 | 84.45平米 | 东南 | 其他', '中楼层(共11层)暂无数据  -  金牛万达', '129万', '单价15276元/平米')
('https://image1.ljcdn.com/510100-inspection/test-72c62572-d68d-4448-9f49-769c644c99fa.png.296x216.jpg', '标准套一，安静不临街，适合自己住', '平福路122号  | 1室1厅 | 45.84平米 | 西南 | 其他 | 无电梯', '高楼层(共7层)1998年建板楼  -  金牛万达', '59.8万', '单价13046元/平米')
('https://image1.ljcdn.com/510100-inspection/0f7d6df2-8f2a-4b83-b2db-fb4ce0f286ab.jpg.296x216.jpg', '二环边多层套二，前后对中庭，交通便利，配套齐全', '红旗巷5号  | 2室1厅 | 74.29平米 | 西 | 简装 | 无电梯', '高楼层(共7层)2000年建板楼  -  金牛万达', '105万', '单价14134元/平米')
('https://image1.ljcdn.com/510100-inspection/test-35ddc8c5-9818-41b8-9b8f-f5f613f17d6f.png.296x216.jpg', '华侨城东岸优质毛坯平层，板式结构，电梯入户', '华侨城东岸一期  | 3室2厅 | 142.73平米 | 西南 东北 | 毛坯 | 有电梯', '中楼层(共4层)2011年建板塔结合  -  华侨城', '410万', '单价28726元/平米')
('https://image1.ljcdn.com/510100-inspection/test-870769ab-e7b1-4a49-94d2-25c38a6710b0.png.296x216.jpg', '标准套二，户型格局方正规整，视野开阔，阳光充足', '凯丽豪景  | 2室2厅 | 85.61平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2008年建板楼  -  一品天下', '210万', '单价24530元/平米')
('https://image1.ljcdn.com/510100-inspection/test-76cbc140-2dc7-45c4-9519-d49dde4a17f1.png.296x216.jpg', '金房苑琴园 套三双卫 有装修 有家具家电', '金房苑琴园  | 3室2厅 | 157.69平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  营门口', '235万', '单价14903元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fb1c687f-a23e-4a23-b4a5-124dc31e4987.png.296x216.jpg', '外化成小区，才装修的房子，套三，四楼', '外化成五里墩东街143号  | 3室1厅 | 76.01平米 | 西南 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  一品天下', '114万', '单价14999元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bebc72c4-e32c-4427-8b56-efaee3d14d7e.png.296x216.jpg', '70年产权的住宅，水电通，气不通。', '幸福丽景  | 3室1厅 | 82.9平米 | 西 | 其他 | 无电梯', '中楼层(共5层)2000年建板楼  -  营门口', '83万', '单价10013元/平米')
('https://image1.ljcdn.com/510100-inspection/test-da6a91bf-e856-4e7e-857d-bbf04a125893.png.296x216.jpg', '一环外+套二双卫+户型方正+安静+不临街', '互助公寓  | 2室2厅 | 100.6平米 | 南 | 其他', '低楼层(共7层)暂无数据  -  金牛万达', '128万', '单价12724元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1ddd03ed-9cef-436d-9a20-a35709e9d3f9.png.296x216.jpg', '交大智能二期精装双卫套三出售中', '交大智能二期  | 3室2厅 | 105.47平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  西南交大', '168万', '单价15929元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f00ff64a-80d0-43cc-9fb4-eaec2c323b66.png.296x216.jpg', '洞子口 标准套二 西南朝向 中间楼层', '第一园  | 2室2厅 | 103.6平米 | 西南 | 其他 | 有电梯', '高楼层(共11层)2007年建塔楼  -  五块石', '129万', '单价12452元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5732fe8a-272d-4469-9736-0a4fd373466a.png.296x216.jpg', '千和馨城 套一 带阳台  有装修', '千和馨城  | 1室2厅 | 50.89平米 | 东南 | 其他 | 有电梯', '中楼层(共12层)2006年建板塔结合  -  蜀汉路', '80万', '单价15721元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadec3148a3-7c35-433a-bd87-6c1c3a7ada49.jpg.296x216.jpg', '金牛区 2.5环内 长福苑 标准套二 明厨明卫', '长福苑  | 2室1厅 | 75.49平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  金府', '97万', '单价12850元/平米')
('https://image1.ljcdn.com/510100-inspection/7b1efb15-d7a0-4ab7-bade-9491f123e26f.jpg.296x216.jpg', '蜀明东路10号，套一，简单装修.', '蜀明东路10号  | 1室1厅 | 47.77平米 | 东南 | 其他', '低楼层(共7层)板楼  -  茶店子', '65万', '单价13607元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3f0d0c55-2002-441a-aad3-efc064836af1.png.296x216.jpg', '阳光金沙 低楼层 户型方正 有钥匙 看房方便', '阳光金沙  | 3室1厅 | 95平米 | 东北 | 其他 | 无电梯', '低楼层(共6层)2006年建板楼  -  蜀汉路', '183万', '单价19264元/平米')
('https://image1.ljcdn.com/510100-inspection/test-63e63e66-a502-428f-8e55-46b18189be38.png.296x216.jpg', '二环路西三段26号，标准套二，视野好', '二环路西三段26号  | 2室2厅 | 69.88平米 | 东南 | 其他', '中楼层(共7层)2000年建板楼  -  一品天下', '99万', '单价14168元/平米')
('https://image1.ljcdn.com/510100-inspection/test-16d822ae-4acc-4392-9cee-3fce3f14ce52.png.296x216.jpg', '智慧康城中楼层标准套一，户型方正 中楼层', '交大智能四期  | 1室1厅 | 59.46平米 | 东南 | 简装 | 无电梯', '中楼层(共7层)2001年建板楼  -  西南交大', '92万', '单价15473元/平米')
('https://image1.ljcdn.com/510100-inspection/1cd95383-f3bc-4d95-8904-83556f8d9d88.jpg.296x216.jpg', '金牛区洞子口五块石蓝光花满庭下跃，带花园，采光好', '蓝光花满庭一期  | 4室3厅 | 137.88平米 | 北 | 简装 | 有电梯', '低楼层(共20层)2009年建板塔结合  -  五块石', '200万', '单价14506元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c164e2b7-ee5a-4666-9fe8-26ec91cec4fc.png.296x216.jpg', '平福路120号标准套二顶楼带平台可围花园', '平福路120号  | 2室1厅 | 66.05平米 | 东南 | 其他', '高楼层(共7层)1998年建暂无数据  -  金牛万达', '86.8万', '单价13142元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bb37e36e-d700-47ac-9bd9-1ad4172ceada.png.296x216.jpg', '一环内多层老小区户型方正安静不临街', '张家巷  | 3室2厅 | 98.21平米 | 南 | 其他', '高楼层(共7层)暂无数据  -  马鞍路', '128万', '单价13034元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3a32fe61-b514-4765-9769-9cb86924ef36.png.296x216.jpg', '文家东巷17号 全新装修 中间楼层 不临街', '文家东巷17号  | 2室1厅 | 61.67平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1995年建塔楼  -  沙湾', '96.8万', '单价15697元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6d0d3a19-219d-4fb3-80be-f1800a276a38.png.296x216.jpg', '电梯小高层 1梯4户 精装套3双卫 家具家电', '康馨源  | 3室2厅 | 155.7平米 | 西南 | 其他 | 有电梯', '高楼层(共9层)2003年建板楼  -  一品天下', '280万', '单价17984元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8e375d8e-d050-4a08-a6fe-097d5855d107.png.296x216.jpg', '恒大西锦城，简装，套二，朝中庭，出售', '恒大西锦城  | 2室2厅 | 87.44平米 | 西南 | 其他 | 有电梯', '低楼层(共29层)2013年建塔楼  -  国宾', '196万', '单价22416元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3e42cb54-8f6b-4cf1-bbba-d3385683ab8d.png.296x216.jpg', '西景花园套二，有装修，采光好，户型方正', '西景花园  | 2室1厅 | 82.26平米 | 东北 | 其他 | 有电梯', '低楼层(共11层)2004年建塔楼  -  一品天下', '165万', '单价20059元/平米')
('https://image1.ljcdn.com/510100-inspection/test-94b41b47-7c73-4e06-85c7-b0c02df21274.png.296x216.jpg', '欧波罗标准套二，精装修，可以直接拎包入住。', '欧波罗  | 2室1厅 | 74.74平米 | 东南 | 其他 | 有电梯', '低楼层(共19层)2008年建板楼  -  九里堤', '130万', '单价17394元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dc937f0b-8542-4a22-b9bf-200723c3a477.png.296x216.jpg', '一环内 格林尚元丽舍 随时可以看房子', '格林尚元丽舍  | 1室1厅 | 47.6平米 | 南 | 其他 | 有电梯', '中楼层(共20层)2007年建板楼  -  马鞍路', '60万', '单价12606元/平米')
('https://image1.ljcdn.com/510100-inspection/a07442af-1a35-44ac-a412-de78ba8ab0ea.jpg.296x216.jpg', '一品天下大街A区套二户型，有阳台', '一品天下A区  | 2室1厅 | 62.54平米 | 东南 | 其他 | 有电梯', '中楼层(共7层)2005年建板楼  -  茶店子', '145万', '单价23186元/平米')
('https://image1.ljcdn.com/510100-inspection/test-06262674-71b7-4ca3-9b3a-384251bf903e.png.296x216.jpg', '一品荷花，二环边上，标准套一，有装修', '一品荷花  | 1室2厅 | 61.42平米 | 北 | 其他 | 有电梯', '中楼层(共18层)2008年建塔楼  -  五块石', '78万', '单价12700元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2bba2308-d7ee-45aa-81a4-cc5bb7b99dab.png.296x216.jpg', '营康西路184号 精装修 套二 户型方正', '营康西路184号  | 2室1厅 | 59.68平米 | 东北 | 精装', '高楼层(共7层)板楼  -  一品天下', '95万', '单价15919元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9810a695-f15d-4961-b8e4-a516b696334b.png.296x216.jpg', '两河锦地   户型方正采光好 居家装修', '两河锦地  | 1室2厅 | 62.36平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2009年建板楼  -  高家庄', '78万', '单价12509元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4f91a5c1-0d1e-4d71-a03f-9eb605a24b55.png.296x216.jpg', '宜居两室 已改套一 有装修 双阳台 可拎包入住', '芙蓉华庭  | 2室1厅 | 79.96平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2008年建板楼  -  金牛万达', '115万', '单价14383元/平米')
('https://image1.ljcdn.com/510100-inspection/test-60dc33cb-8fba-4628-81c7-737cf19b9195.png.296x216.jpg', '低楼层，标准套二，简单装修，采光充足', '银沙横街15号  | 2室1厅 | 43.88平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)板楼  -  营门口', '68万', '单价15497元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1ab803d0-2967-4d1a-8271-7dfc346cf7b0.png.296x216.jpg', '龙门镇二期+有装修+不临街安静', '龙门镇二期  | 2室1厅 | 65.81平米 | 西南 | 其他 | 有电梯', '中楼层(共32层)2013年建塔楼  -  金牛万达', '130万', '单价19754元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b7fb9256-80cb-4dee-94bc-a34536712080.png.296x216.jpg', '上层建筑，套三，有装修，有飘窗，客厅带阳台', '上层建筑  | 3室2厅 | 109.49平米 | 南 | 其他 | 有电梯', '中楼层(共27层)2008年建板楼  -  蜀汉路', '200万', '单价18267元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f1cf442b-36c7-4acf-a1f7-07a253b4ae1a.png.296x216.jpg', '沙河源街道川建设区 两居室 适合居家', '沙河源街道川建社区  | 2室1厅 | 74.52平米 | 南 | 其他', '中楼层(共7层)板楼  -  华侨城', '88万', '单价11809元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ce43f404-d269-421c-90b7-44b16de92136.png.296x216.jpg', '标准套三 户型方正 低楼层 交通便利', '二环路西三段93号  | 3室2厅 | 98.68平米 | 东南 | 其他', '低楼层(共7层)1994年建塔楼  -  抚琴小区', '120万', '单价12161元/平米')
