('https://image1.ljcdn.com/370600-inspection/288344a8-efb0-40b8-86ce-0746113bf520.jpg.296x216.jpg', '南北通透，打头房，南厅双南卧，封闭式，带45平花园', '御景观城  | 4室2厅 | 218.91平米 | 南 北 | 毛坯', '低楼层(共22层)2015年建板楼  -  后七夼', '400万', '单价18273元/平米')
('https://image1.ljcdn.com/370600-inspection/bbe6ff70-5a08-4808-bc5c-070fa5b3fac5.jpg.296x216.jpg', '户型方正，精装修全名户型业主配合，看房方便', '万光府前花园  | 2室2厅 | 93.77平米 | 南 | 其他', '低楼层(共18层)2008年建板楼  -  迎春大街', '140万', '单价14931元/平米')
('https://image1.ljcdn.com/370600-inspection/5e7fa683-f754-470e-9497-2245ff0edb15.JPG.296x216.jpg', '清泉寨多层楼房两居室，房主诚意出售', '清泉寨城南区  | 2室2厅 | 71.35平米 | 南 北 | 其他', '高楼层(共6层)1997年建板楼  -  大学城', '91万', '单价12755元/平米')
('https://image1.ljcdn.com/370600-inspection/9298eb32-a18a-4d9e-92db-e946312f7bc9.jpg.296x216.jpg', '小区东边东南向五个窗户看海 全明户型 装修两居', '南山世纪华府  | 2室2厅 | 110.03平米 | 东南 | 简装', '高楼层(共29层)2007年建塔楼  -  大学城', '166万', '单价15087元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload94c84ea1-5c13-4f71-9246-b934124935ac.jpg.296x216.jpg', '钥匙房，精装未住小两居！两房朝阳，带阳台。', '大华上海滩花园  | 2室1厅 | 71.68平米 | 南 | 毛坯', '低楼层(共18层)2012年建板楼  -  三滩社区', '115万', '单价16044元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_uploadcda68ff1-56ba-4e7a-a7de-2136ffb0394a.jpg.296x216.jpg', '世纪华庭海景装修四居室 高楼层 产证满二可贷款了', '南山世纪华庭  | 4室2厅 | 220.69平米 | 南 北 | 其他', '高楼层(共32层)2010年建板楼  -  大学城', '245万', '单价11102元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload05835104-09b8-424c-be37-4c50b491e0b5.jpg.296x216.jpg', '南山世纪华府 南向两室 高楼层 采光好 带装修', '南山世纪华府  | 2室1厅 | 103.38平米 | 南 | 其他', '高楼层(共33层)2007年建板楼  -  大学城', '165万', '单价15961元/平米')
('https://image1.ljcdn.com/370600-inspection/a4e878a3-313c-442b-9edc-118936d8186c.jpg.296x216.jpg', '刚需小两居，双南卧室采光好，中间楼层视野开阔', '大华上海滩花园  | 2室1厅 | 76.72平米 | 南 | 其他', '低楼层(共18层)2012年建板楼  -  三滩社区', '91万', '单价11862元/平米')
('https://image1.ljcdn.com/370600-inspection/1b034748-af2b-49c2-99a0-83fb2463ca96.jpg.296x216.jpg', '南北通透 大三居   双南卧  南向阳台', '曹家花园小区  | 3室1厅 | 88.7平米 | 南 北 | 其他', '高楼层(共7层)2002年建板楼  -  迎春大街', '105万', '单价11838元/平米')
('https://image1.ljcdn.com/370600-inspection/test-a5fdb5b9-c7f0-430c-ac3c-1b3f988499fe.png.296x216.jpg', '南向两居室，带阳台精装修看房方便', '万光府前花园  | 2室1厅 | 68.5平米 | 南 | 其他', '中楼层(共23层)2010年建塔楼  -  迎春大街', '105万', '单价15329元/平米')
('https://image1.ljcdn.com/370600-inspection/173d6039-e80a-40f3-9f5b-7638b9db48c4.jpg.296x216.jpg', '错层 南北通透  一梯两户 精装修 采光好', '绿色家园  | 4室2厅 | 209.14平米 | 南 北 | 精装', '中楼层(共4层)2002年建板楼  -  迎春大街', '270万', '单价12911元/平米')
('https://image1.ljcdn.com/370600-inspection/bf0e3442-8a0a-4e6c-b5c3-1c417c0742b1.jpg.296x216.jpg', '中高楼层，东打头，精装修，送车位！', '天籁花园  | 3室2厅 | 142.15平米 | 南 北 | 其他', '中楼层(共18层)2008年建板楼  -  山海南路', '210万', '单价14774元/平米')
('https://image1.ljcdn.com/370600-inspection/d40f8fa9-5546-423f-b4b3-51993ba45d8c.jpg.296x216.jpg', '曹家花园小区 3室2厅 125万', '曹家花园小区  | 3室2厅 | 88.7平米 | 南 北 | 其他', '中楼层(共7层)2002年建板楼  -  迎春大街', '125万', '单价14093元/平米')
('https://image1.ljcdn.com/370600-inspection/1b6254c8-7457-4482-b0ce-8a327addc02a.JPG.296x216.jpg', '前七夼，飞龙苑，小鹏上一楼三居室', '飞龙苑  | 3室2厅 | 97.34平米 | 南 北 | 其他', '低楼层(共7层)2001年建板楼  -  前七夼', '236万', '单价24245元/平米')
('https://image1.ljcdn.com/370600-inspection/689ace93-5f13-42e7-8745-172a1c39eafa.jpg.296x216.jpg', '天籁花园，南北通透大三居，改善住房，塔山隧道南', '天籁花园  | 3室2厅 | 141平米 | 南 北 | 精装', '高楼层(共18层)2008年建板楼  -  山海南路', '206万', '单价14610元/平米')
('https://image1.ljcdn.com/370600-inspection/3dbb2c83-a85e-4017-af07-e26a6996b989.jpg.296x216.jpg', '成熟小区，南北通透 采光无遮挡，交通便利', '福地隆城  | 4室2厅 | 154.79平米 | 南 北 | 毛坯', '高楼层(共32层)2013年建板楼  -  科技大道', '172万', '单价11112元/平米')
('https://image1.ljcdn.com/370600-inspection/fdc46e57-af31-433c-8361-7954b13b6d32.jpg.296x216.jpg', '典雅装修 拎包入住 南向朝阳大客厅 观海卧室 经典户型', '南山世纪华庭  | 3室2厅 | 155.79平米 | 南 北 | 精装', '中楼层(共28层)2009年建板楼  -  大学城', '200万', '单价12838元/平米')
('https://image1.ljcdn.com/370600-inspection/5321a82d-4669-446f-8997-2035a1e66d1a.jpg.296x216.jpg', '清泉康乐宫 1号楼复式 上下一样大 毛坯房 南北通透', '清泉康乐宫  | 4室2厅 | 154.88平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  大学城', '232万', '单价14980元/平米')
('https://image1.ljcdn.com/370600-inspection/9a7e4994-a02c-4c7b-a2e2-bb079c235f8e.jpg.296x216.jpg', '紧靠佳世客 单价一万四 三居室 南北通透 打头房', '祥隆天合城  | 3室2厅 | 104.77平米 | 南 北 | 其他', '高楼层(共18层)2007年建板楼  -  迎春大街', '147万', '单价14031元/平米')
('https://image1.ljcdn.com/370600-inspection/e1414676-1f07-47c6-94fb-ca008b306f7d.jpg.296x216.jpg', '上海滩经典耳朵户型+南厅双南卧+南北通透全明户型', '大华上海滩花园  | 3室2厅 | 118平米 | 南 北 | 毛坯', '低楼层(共12层)2012年建板楼  -  三滩社区', '178万', '单价15085元/平米')
('https://image1.ljcdn.com/370600-inspection/a90bcd23-df41-4a98-b25b-7fbdd03f92a6.jpg.296x216.jpg', '名敦道 欧式装修 同意贷款  采光好', '名敦道小区  | 4室2厅 | 192.63平米 | 南 北 | 精装', '低楼层(共10层)暂无数据  -  后七夼', '430万', '单价22323元/平米')
('https://image1.ljcdn.com/370600-inspection/c1d154b8-3f87-4a50-a9d9-b21bfda92b53.JPG.296x216.jpg', '电力小区，南北向，采光好视野开阔', '电力小区  | 3室2厅 | 75.5平米 | 南 北 | 其他', '高楼层(共6层)1999年建板楼  -  石沟屯', '158万', '单价20928元/平米')
('https://image1.ljcdn.com/370600-inspection/db60ccdb-10d9-4f69-9603-742e89b7b71d.jpg.296x216.jpg', '南厅双南卧，全明户型，动静分离主卧带内置7平米阳台', '福地隆城  | 2室1厅 | 95.2平米 | 南 北 | 精装', '中楼层(共29层)2013年建板楼  -  科技大道', '145万', '单价15232元/平米')
('https://image1.ljcdn.com/370600-inspection/427f0db9-d9ae-436b-8414-dbe1f43e63a9.JPG.296x216.jpg', '清泉寨城北区精心装修三居室，房主诚意出售', '清泉寨城北区  | 3室2厅 | 122.71平米 | 南 北 | 其他', '低楼层(共6层)2002年建板楼  -  大学城', '191万', '单价15566元/平米')
('https://image1.ljcdn.com/370600-inspection/81d7a7cc-4854-4362-ba7d-a0a497919daf.jpg.296x216.jpg', '满五唯一  精装修 全明户型  三南卧北客厅 同意贷款', '佳隆山庄  | 3室2厅 | 165.61平米 | 南 北 | 精装', '中楼层(共12层)2006年建板楼  -  后七夼', '289万', '单价17451元/平米')
('https://image1.ljcdn.com/370600-inspection/0ea4cf9a-1db2-4d40-bf3a-4bc484426972.jpg.296x216.jpg', '上海滩花园南北通透三居室采光好楼层好', '大华上海滩花园  | 3室2厅 | 112.45平米 | 南 北 | 简装', '中楼层(共12层)2012年建板楼  -  三滩社区', '168万', '单价14940元/平米')
('https://image1.ljcdn.com/370600-inspection/04ae5739-7a92-40a3-951f-f3ec6ff2def0.jpg.296x216.jpg', '星海湾南北通透 小高层 花园小区', '南山世纪星海湾  | 3室2厅 | 242.8平米 | 南 北 | 毛坯', '中楼层(共11层)2008年建塔楼  -  大学城', '310万', '单价12768元/平米')
('https://image1.ljcdn.com/370600-inspection/b4dfe79e-49f2-4df9-8ffd-0c73123e01de.jpg.296x216.jpg', '精装修，南北通透，楼层好西大头，视野开阔', '万泰麓溪公馆  | 3室2厅 | 174.21平米 | 南 北 | 其他', '低楼层(共18层)2012年建板楼  -  迟家', '355万', '单价20378元/平米')
('https://image1.ljcdn.com/370600-inspection/38699aaa-f361-4d3e-93bc-7d21afe33333.jpg.296x216.jpg', '前七夼 三居室 简单装修 全明户型 看房方便', '晖光路  | 3室2厅 | 88.01平米 | 南 北 | 其他', '高楼层(共6层)1999年建板楼  -  前七夼', '136万', '单价15453元/平米')
('https://image1.ljcdn.com/370600-inspection/c8e522c7-1c63-4e5f-87e6-7b7bbc0d17d7.jpg.296x216.jpg', '暖山国际 183平大平层 无遮挡  户型合理 采光好', '暖山国际  | 3室2厅 | 183.78平米 | 南 北 | 毛坯', '高楼层(共26层)2015年建板塔结合  -  南塂', '258万', '单价14039元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload9c4eda29-9fb0-4300-a6de-219456d6edff.jpg.296x216.jpg', '一梯两户小高层公摊小，毛坯房南厅双南卧顶层带阁楼', '大华上海滩花园  | 3室2厅 | 130.88平米 | 南 北 | 毛坯', '高楼层(共12层)2012年建板楼  -  三滩社区', '200万', '单价15282元/平米')
('https://image1.ljcdn.com/370600-inspection/631c10d2-f2c5-4554-be98-a58b6722ec22.jpg.296x216.jpg', '新出上海滩花园 复式带露台 精装修南北通透', '大华上海滩花园  | 3室2厅 | 171.33平米 | 南 北 | 其他', '高楼层(共18层)2012年建板楼  -  三滩社区', '260万', '单价15176元/平米')
('https://image1.ljcdn.com/370600-inspection/0a176c08-4350-4176-8e4a-0415c1d59944.JPG.296x216.jpg', '东南向 一线海景 70年产权 民水民电 高楼层 随时看房', '黄海国际中心  | 3室2厅 | 156.02平米 | 东南 | 其他', '高楼层(共21层)2008年建塔楼  -  黄海', '230万', '单价14742元/平米')
('https://image1.ljcdn.com/370600-inspection/80b5b789-f590-45f8-8cbb-1e15093f5294.jpg.296x216.jpg', '华府新上房源 精装修 家具家电全送 高楼层采光视野好', '南山世纪华府  | 2室2厅 | 105.86平米 | 南 | 其他', '高楼层(共30层)2007年建板楼  -  大学城', '170万', '单价16059元/平米')
('https://image1.ljcdn.com/370600-inspection/dafc9a7c-458b-4882-95e6-385906ec12ef.jpg.296x216.jpg', '封闭小区 生活便利 南北通透 拎包入住 采光充足', '佳隆山庄  | 3室2厅 | 114.56平米 | 南 北 | 其他', '高楼层(共12层)2006年建板楼  -  后七夼', '235万', '单价20514元/平米')
('https://image1.ljcdn.com/370600-inspection/8c3ad020-674a-4bdc-878c-d7830324e191.jpg.296x216.jpg', '华府三居室  小区南排  南厅双南卧户型  看房方便', '南山世纪华府  | 3室2厅 | 145.67平米 | 南 北 | 毛坯', '低楼层(共30层)2007年建塔楼  -  大学城', '224万', '单价15378元/平米')
('https://image1.ljcdn.com/370600-inspection/e33248bd-4778-41f8-a517-3f7dbc157ccd.jpg.296x216.jpg', '欧式小高层，顶层复式带露台，看山看海', '万泰麓溪公馆  | 6室2厅 | 263.5平米 | 南 北 | 其他', '高楼层(共18层)2012年建板楼  -  迟家', '500万', '单价18976元/平米')
('https://image1.ljcdn.com/370600-inspection/9fa4382b-3622-4d4c-a6a8-4d6f8f8c5bf6.jpg.296x216.jpg', '天籁花园南北通透精装两居室，户型方正，采光很好', '天籁花园  | 2室2厅 | 87.65平米 | 南 北 | 其他', '中楼层(共12层)2008年建板楼  -  山海南路', '135万', '单价15403元/平米')
('https://image1.ljcdn.com/370600-inspection/34ffe411-30db-4a47-bd53-7b7d0f6a7918.jpg.296x216.jpg', '德尚世家+77平+双南卧+南北通透+带装修', '德尚世家  | 2室1厅 | 77.54平米 | 南 北 | 简装', '低楼层(共13层)2008年建板楼  -  三滩社区', '120万', '单价15476元/平米')
('https://image1.ljcdn.com/370600-inspection/3537b0f2-9282-4dd8-8891-a29976acb23c.JPG.296x216.jpg', '清泉寨纯南向一居室，中等装修可直接拎包入住', '清泉寨城北区  | 1室1厅 | 38.55平米 | 南 | 其他', '中楼层(共7层)2002年建板楼  -  大学城', '59万', '单价15305元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload393f259e-5f00-4568-8562-6588e3d2752b.jpg.296x216.jpg', '南北通透，带阳台，两室两厅，送家具，采光好.', '绿色家园  | 2室2厅 | 93.93平米 | 南 北 | 精装', '低楼层(共14层)2005年建塔楼  -  迎春大街', '125万', '单价13308元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload90f9108e-1edb-44b0-a42f-32b3e584437f.jpg.296x216.jpg', '南山世纪华庭距离海最近的一栋楼，海景效果很好', '南山世纪华庭  | 3室1厅 | 158平米 | 南 北 | 毛坯', '低楼层(共27层)2009年建板楼  -  大学城', '199万', '单价12595元/平米')
('https://image1.ljcdn.com/370600-inspection/26079e3c-22de-444c-b40f-23fc6a2bc0ef.JPG.296x216.jpg', '南山世纪华府东排 南厅双南卧 海景相当好', '南山世纪华府  | 4室2厅 | 200平米 | 南 | 精装', '高楼层(共33层)2007年建塔楼  -  大学城', '330万', '单价16500元/平米')
('https://image1.ljcdn.com/370600-inspection/3e39b2de-f470-4f5b-891f-fb96b0e42105.jpg.296x216.jpg', '天合城\u3000新出精装未住四居室\u3000东打头南北通透\u3000带东西', '祥隆天合城  | 4室2厅 | 143.22平米 | 南 北 | 精装', '低楼层(共17层)2008年建塔楼  -  迎春大街', '205万', '单价14314元/平米')
('https://image1.ljcdn.com/370600-inspection/848a282d-6b38-41b3-bb7b-9a91e853625b.jpg.296x216.jpg', '南厅双南卧精装两居室 ，厨房带阳台。', '德尚世家上品  | 2室2厅 | 78平米 | 南 | 其他', '中楼层(共26层)2016年建板楼  -  三滩社区', '120万', '单价15385元/平米')
('https://image1.ljcdn.com/370600-inspection/59932a55-ecb6-47da-895e-2634d6876cc1.jpg.296x216.jpg', '南北通透三居室  南厅南卧 客厅带阳台 采光好 通风好', '天籁花园  | 3室1厅 | 112.73平米 | 南 北 | 其他', '低楼层(共12层)2008年建板楼  -  山海南路', '180万', '单价15968元/平米')
('https://image1.ljcdn.com/370600-inspection/c6d1c023-0dd0-443e-a1dd-e37866eb8dde.jpg.296x216.jpg', '清泉寨城南区 2室2厅 116万', '清泉寨城南区  | 2室2厅 | 84.5平米 | 南 北 | 其他', '高楼层(共5层)1997年建板楼  -  大学城', '116万', '单价13728元/平米')
('https://image1.ljcdn.com/370600-inspection/43ca4207-8c07-4740-81f2-b8f922c53f85.jpg.296x216.jpg', '莱山晨光小区 复式 交通便利 配套齐全', '晨光小区  | 2室2厅 | 73.22平米 | 南 北 | 其他', '高楼层(共7层)2000年建板楼  -  迎春大街', '109万', '单价14887元/平米')
('https://image1.ljcdn.com/370600-inspection/f9ab9e9c-b690-4862-a660-b86bdaa9a000.JPG.296x216.jpg', '海洋花园看海大三居，电梯房，烟大，房主诚意出售', '海洋花园  | 3室2厅 | 147.98平米 | 西北 | 其他', '高楼层(共18层)2005年建塔楼  -  大学城', '220万', '单价14867元/平米')
('https://image1.ljcdn.com/370600-inspection/512f90d7-6b3b-4202-8883-654cbde6d063.jpg.296x216.jpg', '毛坯大一居室 户型方正 可装成自己喜欢的风格', '万光府前花园  | 1室1厅 | 57.68平米 | 北 | 毛坯', '低楼层(共23层)2010年建塔楼  -  迎春大街', '75万', '单价13003元/平米')
('https://image1.ljcdn.com/370600-inspection/0a78e0f7-17d4-40c8-b04b-de44ee50471a.jpg.296x216.jpg', '绿色家园南向两居室采光充足视野开阔', '绿色家园  | 2室1厅 | 79.36平米 | 南 | 其他', '中楼层(共10层)2006年建板塔结合  -  迎春大街', '120万', '单价15121元/平米')
('https://image1.ljcdn.com/370600-inspection/fbaa5baf-66e8-4126-b51b-806525c57e7c.jpg.296x216.jpg', '四季花城毛坯三居室 两个卫生间 通透效果好 欢迎来看', '四季花城  | 3室2厅 | 120.09平米 | 东南 | 毛坯', '高楼层(共16层)2010年建塔楼  -  迎春大街', '190万', '单价15822元/平米')
('https://image1.ljcdn.com/370600-inspection/5db46797-ced2-4f03-85b6-fc96e97e6020.jpg.296x216.jpg', '海滨小区南北通透 拜占庭风格年代新 精装修好格局', '海滨花园小区梓林街  | 3室2厅 | 150.1平米 | 南 北 | 精装', '高楼层(共7层)2000年建板楼  -  后七夼', '265万', '单价17655元/平米')
('https://image1.ljcdn.com/370600-inspection/a50e8fc8-a33d-4dd5-945f-cb1aff7e2204.jpg.296x216.jpg', '东南朝向+采光充足+格局方正+中间楼层+配套齐全', '绿色家园  | 3室2厅 | 110平米 | 东南 | 其他', '中楼层(共10层)2006年建板塔结合  -  迎春大街', '140万', '单价12728元/平米')
('https://image1.ljcdn.com/370600-inspection/689be13b-9598-440a-8a56-ee402502a854.jpg.296x216.jpg', '房子是东打头客厅，采光好，户型方正', '绿色家园  | 2室2厅 | 89.38平米 | 东北 | 精装', '高楼层(共22层)2006年建塔楼  -  迎春大街', '120万', '单价13426元/平米')
('https://image1.ljcdn.com/370600-inspection/496519ca-5eb0-4791-a64d-d76ebbad4c70.jpg.296x216.jpg', '南向  赠送面积大    居住舒适', '暖山国际  | 2室2厅 | 104.52平米 | 南 | 毛坯', '中楼层(共24层)2012年建板楼  -  南塂', '135万', '单价12917元/平米')
('https://image1.ljcdn.com/370600-inspection/21fb87df-6edf-4a04-837d-836f8bff869d.jpg.296x216.jpg', '保利香榭里公馆经典南向两居室，高楼层视野采光好', '保利香榭里公馆  | 2室2厅 | 96.84平米 | 南 | 毛坯', '高楼层(共29层)2014年建板楼  -  山海南路', '150万', '单价15490元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload65bffe83-83fb-440f-bf79-51ff9eeba443.jpg.296x216.jpg', '绿色家园 精装修 复式 带半地下 一楼带小院', '绿色家园  | 4室1厅 | 86平米 | 西南 | 其他', '低楼层(共16层)2006年建板楼  -  迎春大街', '165万', '单价19187元/平米')
