('https://image1.ljcdn.com/440300-inspection/f5fb9520-a010-4641-819b-0b9bafb940ed.jpg.296x216.jpg', '桃源居三区一栋电梯小户型低总价一房一厅', '桃源居三区  | 1室1厅 | 57.13平米 | 西南 | 其他 | 有电梯', '中楼层(共9层)2003年建塔楼  -  桃源居', '248万', '单价43410元/平米')
('https://image1.ljcdn.com/440300-inspection/test-83a8425f-ab3d-4e20-819c-6ad1d1c4b6de.png.296x216.jpg', '西城上筑花园 2室2厅 550万', '西城上筑花园  | 2室2厅 | 75.51平米 | 东北 | 其他 | 有电梯', '低楼层(共31层)2006年建塔楼  -  宝安中心', '550万', '单价72839元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9710eca8-adde-478a-92d9-68d0a6e9f803.png.296x216.jpg', '海滨城广场 3室2厅 540万', '海滨城广场  | 3室2厅 | 106.4平米 | 东北 | 其他 | 有电梯', '中楼层(共11层)1999年建板塔结合  -  翻身', '540万', '单价50752元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadba814885-1feb-4368-8e3e-6d31ac1c319e.jpg.296x216.jpg', '御龙居 4室2厅 860万', '御龙居  | 4室2厅 | 166.2平米 | 南 | 其他 | 有电梯', '高楼层(共15层)2004年建板塔结合  -  西乡', '860万', '单价51745元/平米')
('https://image1.ljcdn.com/440300-inspection/test-cb7e4e91-d107-4ad7-a967-d147fbf94380.png.296x216.jpg', '40平大阳台   宝中高品质大4房  户型方正', '尚都二期  | 4室2厅 | 203.34平米 | 东 南 西 | 其他 | 有电梯', '高楼层(共31层)2006年建塔楼  -  宝安中心', '1630万', '单价80162元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3cb6b4de-b6fc-4a06-849a-8eea6dd6d829.png.296x216.jpg', '五房一步到位 爱家人 就选幸福海岸', '幸福海岸二期  | 5室2厅 | 203.94平米 | 东南 | 毛坯 | 有电梯', '低楼层(共21层)2007年建塔楼  -  宝安中心', '1800万', '单价88262元/平米')
('https://image1.ljcdn.com/440300-inspection/1de32f4b-cf94-4081-8a72-919abe4b4867.jpg.296x216.jpg', '领翔华府 3室2厅 495万', '领翔华府  | 3室2厅 | 84.44平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)2013年建板塔结合  -  西乡', '495万', '单价58622元/平米')
('https://image1.ljcdn.com/440300-inspection/11b9bf59-c0f0-4a1c-b12d-fc4a028de614.jpg.296x216.jpg', '槟城西岸 3室1厅 460万', '槟城西岸  | 3室1厅 | 54.69平米 | 西北 | 精装 | 有电梯', '中楼层(共30层)2008年建板楼  -  碧海', '460万', '单价84111元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload23c8279e-5c28-4e3c-9abd-59bcd34dba25.jpg.296x216.jpg', '都市翠海华苑 2室1厅 432万', '都市翠海华苑  | 2室1厅 | 56.5平米 | 东北 | 其他 | 有电梯', '中楼层(共22层)2005年建板塔结合  -  新安', '432万', '单价76461元/平米')
('https://image1.ljcdn.com/440300-inspection/test-dd539630-04f1-45d0-be36-8445271d84d9.png.296x216.jpg', '惊艳品质总价低 离前海欢乐海岸2公里 一五号线800米', '庆华花园  | 3室2厅 | 96.47平米 | 西南 | 其他 | 无电梯', '中楼层(共7层)1998年建板塔结合  -  翻身', '430万', '单价44574元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4d275c26-d845-42b0-8d03-a0c7bab5441b.png.296x216.jpg', '新安园 3室2厅 560万', '新安园  | 3室2厅 | 107.35平米 | 南 | 精装 | 无电梯', '中楼层(共7层)2000年建板塔结合  -  翻身', '560万', '单价52166元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload2a087cc4-79fe-4a21-981f-c04e2c151d95.jpg.296x216.jpg', '宝中仅此花园小户型，南向税少，红本在手，总价低', '花样年花郡  | 1室1厅 | 36.21平米 | 西南 | 精装 | 有电梯', '中楼层(共20层)2010年建板塔结合  -  宝安中心', '300万', '单价82851元/平米')
('https://image1.ljcdn.com/440300-inspection/6838363e-8c3d-49dd-9eb1-281fb24994ed.jpg.296x216.jpg', '宝安 西乡 地铁口 万象新天 自住精装修东南向两房', '万象新天  | 2室2厅 | 62.79平米 | 东南 | 其他 | 有电梯', '低楼层(共14层)2012年建塔楼  -  西乡', '400万', '单价63705元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e0da9d27-dd7d-41d9-882d-1370dfbfce64.png.296x216.jpg', '凤凰雅居 3室2厅 420万', '凤凰雅居  | 3室2厅 | 71.72平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)2009年建板塔结合  -  桃源居', '420万', '单价58562元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4cac1215-2761-43ce-bf02-296d3a1a05e9.png.296x216.jpg', '桃源居二区 3室2厅 520万', '桃源居二区  | 3室2厅 | 112.82平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2004年建板塔结合  -  桃源居', '520万', '单价46092元/平米')
('https://image1.ljcdn.com/440300-inspection/e9e68c55-ae10-409f-9c18-265cb942242b.jpg.296x216.jpg', '泰华俊庭 3室1厅 460万', '泰华俊庭  | 3室1厅 | 83.12平米 | 西北 | 其他 | 有电梯', '高楼层(共32层)2005年建板塔结合  -  翻身', '460万', '单价55342元/平米')
('https://image1.ljcdn.com/440300-inspection/80a3daad-3c1a-49af-a1c2-6254a6216c29.jpg.296x216.jpg', '凤凰雅居 2室2厅 310万', '凤凰雅居  | 2室2厅 | 47.66平米 | 西南 | 其他 | 有电梯', '中楼层(共30层)2009年建板塔结合  -  桃源居', '310万', '单价65045元/平米')
('https://image1.ljcdn.com/440300-inspection/test-211bc0df-c403-433d-8daf-ca6ffbb7be77.png.296x216.jpg', '满五年唯一 住家大四房 可三代同堂 中间层通透', '鸿昌花园  | 4室1厅 | 126.74平米 | 东南 西北 | 其他 | 有电梯', '中楼层(共17层)2004年建塔楼  -  翻身', '568万', '单价44817元/平米')
('https://image1.ljcdn.com/440300-inspection/2770fe18-03db-4225-8ddc-f878cd60f630.jpg.296x216.jpg', '33区商住楼宝安区 3室1厅 350万', '33区商住楼宝安区  | 3室1厅 | 84.8平米 | 东南 | 其他 | 无电梯', '中楼层(共8层)1993年建板塔结合  -  新安', '350万', '单价41274元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadac089f04-2f89-4e8a-804f-a64519f55ef8.jpg.296x216.jpg', '好的房子总会有！满5唯一，花园中间安静大三房！', '桃源居十七区  | 3室2厅 | 111.13平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2006年建板塔结合  -  桃源居', '460万', '单价41393元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload083832c7-9f00-4e90-b8cd-494ce09c816e.jpg.296x216.jpg', '前海辐射区 宝安实验 户型方正 自住精装 急售随时看房', '中商花园  | 4室2厅 | 128.05平米 | 东南 | 其他 | 有电梯', '高楼层(共9层)1999年建板塔结合  -  翻身', '650万', '单价50762元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7991b20e-ab32-446f-b54e-18c5ebe7cdc6.png.296x216.jpg', '红本在手标准的简装三房，高楼层视野好', '碧海富通城六期  | 3室1厅 | 82.31平米 | 南 | 简装 | 有电梯', '高楼层(共30层)2013年建板塔结合  -  碧海', '530万', '单价64391元/平米')
('https://image1.ljcdn.com/440300-inspection/424d911b-6088-4dad-b13e-35e54dd89cad.jpg.296x216.jpg', '与地铁无缝对接，精装2房，提包就住', '合正汇一城  | 2室1厅 | 74.91平米 | 西北 | 精装 | 有电梯', '中楼层(共31层)2012年建板塔结合  -  西乡', '485万', '单价64745元/平米')
('https://image1.ljcdn.com/440300-inspection/test-2963a8f5-6998-4f88-95e0-6a48c0edb5a7.png.296x216.jpg', '鸿荣源品质物业 精装小两房 高楼层视野好 采光通风好', '西城雅筑  | 2室1厅 | 49.51平米 | 东北 | 精装 | 有电梯', '高楼层(共31层)2013年建板塔结合  -  宝安中心', '390万', '单价78772元/平米')
('https://image1.ljcdn.com/440300-inspection/e5bacde0-1ea7-404f-a7c6-5abbae1b7eb5.jpg.296x216.jpg', '宝安固戍领翔华府洋房 层高总共五层一梯两户阳台朝南', '领翔华府  | 4室2厅 | 149.54平米 | 东 南 | 其他 | 无电梯', '中楼层(共5层)2015年建板塔结合  -  西乡', '1020万', '单价68210元/平米')
('https://image1.ljcdn.com/440300-inspection/test-726a45f2-d997-4277-8344-f645d1e6b92c.png.296x216.jpg', '1/5[双地铁]步行至[宝体][壹方城] [总价低]全明设计!!', '卡罗社区  | 1室1厅 | 46.37平米 | 西南 | 简装 | 有电梯', '中楼层(共16层)2007年建板塔结合  -  翻身', '312万', '单价67285元/平米')
('https://image1.ljcdn.com/440300-inspection/test-20963eb3-fa13-43dc-a32c-996044655cf9.png.296x216.jpg', '宝安体育馆旁！高楼层电梯大3房赠送大露台！看房方便', '理想居  | 3室2厅 | 109.85平米 | 东南 东北 | 其他 | 有电梯', '高楼层(共31层)2003年建板塔结合  -  翻身', '560万', '单价50979元/平米')
('https://image1.ljcdn.com/440300-inspection/d348adda-a362-42c8-8a7e-9033a6be26d7.jpg.296x216.jpg', '海湾明珠 4室2厅 730万', '海湾明珠  | 4室2厅 | 141.91平米 | 东北 | 其他 | 无电梯', '中楼层(共7层)2004年建板塔结合  -  西乡', '730万', '单价51442元/平米')
('https://image1.ljcdn.com/440300-inspection/test-f40fb824-8ee8-4b79-aa9d-23b16bf3005d.png.296x216.jpg', '精装一房 居家温馨 拎包入住 适合两口之家', '碧海富通城五期  | 1室1厅 | 36.18平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2009年建板楼  -  碧海', '226万', '单价62466元/平米')
('https://image1.ljcdn.com/440300-inspection/e779de40-5715-4e6e-a57b-47e2a0aff904.jpg.296x216.jpg', '桃源居十二区 3室1厅 455万', '桃源居十二区  | 3室1厅 | 114平米 | 南 | 其他 | 有电梯', '低楼层(共8层)1997年建塔楼  -  桃源居', '455万', '单价39913元/平米')
('https://image1.ljcdn.com/440300-inspection/3c34ffff-4412-43db-93d0-c7bace0cf1eb.jpg.296x216.jpg', '恒丰工业城 2室1厅 225万', '恒丰工业城  | 2室1厅 | 74平米 | 南 | 其他', '低楼层(共8层)1994年建板塔结合  -  曦城', '225万', '单价30406元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload4c13ece8-d5f4-4cce-ab39-cc8b889196e9.jpg.296x216.jpg', '双地铁口，精致两房，满五红本税费少', '中信湾上六座  | 2室1厅 | 65.21平米 | 东 | 简装 | 有电梯', '中楼层(共17层)2009年建板塔结合  -  碧海', '408万', '单价62568元/平米')
('https://image1.ljcdn.com/440300-inspection/bde803e5-8535-4226-b16f-9ed025fd5af0.jpg.296x216.jpg', '中海九号公馆三期 4室2厅 1850万', '中海九号公馆三期  | 4室2厅 | 177.3平米 | 南 | 毛坯 | 无电梯', '1层2015年建暂无数据  -  曦城', '1850万', '单价104343元/平米')
('https://image1.ljcdn.com/440300-inspection/test-dce223f2-9784-4361-9e0a-5ef407089202.png.296x216.jpg', '海湾明珠 2室2厅 465万', '海湾明珠  | 2室2厅 | 75.77平米 | 东 | 其他 | 无电梯', '高楼层(共7层)2004年建板塔结合  -  西乡', '465万', '单价61370元/平米')
('https://image1.ljcdn.com/440300-inspection/3aa53fc1-abd2-4b68-987e-02f201111b4e.jpg.296x216.jpg', '代出税费+电梯+原始户型三房两卫双阳台+周五预约看房', '海湾明珠  | 3室2厅 | 105.12平米 | 西北 | 简装 | 有电梯', '低楼层(共12层)2003年建板塔结合  -  西乡', '530万', '单价50419元/平米')
('https://image1.ljcdn.com/440300-inspection/test-707a9cb7-bfc3-4333-9661-5b202aecce61.png.296x216.jpg', '前海铂寓 2室1厅 330万', '前海铂寓  | 2室1厅 | 56.37平米 | 南 | 其他', '中楼层(共15层)2016年建板塔结合  -  碧海', '330万', '单价58542元/平米')
('https://image1.ljcdn.com/440300-inspection/e8f840a5-6273-4f78-89e4-cd0146cde100.jpg.296x216.jpg', '宝中居家大三房 隔壁海雅缤纷城', '新宝苑  | 3室1厅 | 127.61平米 | 西北 | 简装 | 有电梯', '高楼层(共15层)1997年建板塔结合  -  新安', '580万', '单价45451元/平米')
('https://image1.ljcdn.com/440300-inspection/test-5c0b6db0-dbf1-4666-acce-35f5dd290d10.png.296x216.jpg', '泰华俊庭 3室2厅 460万', '泰华俊庭  | 3室2厅 | 83.18平米 | 东北 | 其他 | 有电梯', '中楼层(共32层)2005年建板塔结合  -  翻身', '460万', '单价55302元/平米')
('https://image1.ljcdn.com/440300-inspection/test-eafbc43a-03ca-462b-b89c-2e121f316a2d.png.296x216.jpg', '华安苑 3室2厅 348万', '华安苑  | 3室2厅 | 85.2平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1994年建板塔结合  -  翻身', '348万', '单价40846元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadac17527c-4800-48dc-9bfa-1395e27c95c0.jpg.296x216.jpg', '看花园电梯四房两卫，适合改善型客户购买。', '富通蟠龙居  | 4室2厅 | 109.58平米 | 西南 | 其他 | 有电梯', '高楼层(共11层)2002年建塔楼  -  西乡', '628万', '单价57310元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c151ff3a-52d9-4477-b0ac-328cac2f37fd.png.296x216.jpg', '高层两房，视野通风很好，现在业主诚心出售。', '金成时代家园  | 2室2厅 | 80.14平米 | 西北 | 精装 | 有电梯', '高楼层(共18层)2006年建板塔结合  -  宝安中心', '510万', '单价63639元/平米')
('https://image1.ljcdn.com/440300-inspection/test-0e087d1d-2572-4083-b6d1-46fa0b62b7be.png.296x216.jpg', '洪浪一村 3室2厅 570万', '洪浪一村  | 3室2厅 | 90.4平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1993年建板塔结合  -  新安', '570万', '单价63054元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload86ea2022-43f9-488b-a0fe-8d494eec1099.jpg.296x216.jpg', '满两年，全新的装修，随时可以看房，', '富通蟠龙居  | 3室2厅 | 87.71平米 | 东北 | 精装 | 无电梯', '中楼层(共7层)2002年建塔楼  -  西乡', '445万', '单价50736元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload7f035ed5-6cd2-45c7-aeb0-b6e68b945bd3.jpg.296x216.jpg', '小区密度1.8 绿化65% 客厅正出阳台 花园社区 双阳台', '碧海富通城一期  | 2室2厅 | 71.18平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2006年建板楼  -  碧海', '408万', '单价57320元/平米')
('https://image1.ljcdn.com/440300-inspection/903b1a97-9d6c-43f0-90e6-3609aa65b5a3.jpg.296x216.jpg', '宝体地铁口金成时代家园卧室出阳台大四房', '金成时代家园  | 4室2厅 | 138.71平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2006年建板塔结合  -  宝安中心', '880万', '单价63442元/平米')
('https://image1.ljcdn.com/440300-inspection/test-bc6ccd6a-d1a3-4997-95b2-379e040c6ce0.png.296x216.jpg', '碧涛阁 3室2厅 460万', '碧涛阁  | 3室2厅 | 107.8平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1997年建板塔结合  -  翻身', '460万', '单价42672元/平米')
('https://image1.ljcdn.com/440300-inspection/0d034b31-aa31-4a2b-87ee-8cde796ed7b9.jpg.296x216.jpg', '深业新岸线 大花园社区 精致装修四房 满五年 红本在手', '深业新岸线一期  | 4室1厅 | 148.36平米 | 东南 | 精装 | 有电梯', '低楼层(共22层)2005年建塔楼  -  宝安中心', '1090万', '单价73470元/平米')
('https://image1.ljcdn.com/440300-inspection/test-25d26982-f248-4aab-a1ce-9cfa3051845c.png.296x216.jpg', '滨海春城 3室2厅 600万', '滨海春城  | 3室2厅 | 116.92平米 | 东 南 | 其他 | 有电梯', '中楼层(共30层)2006年建塔楼  -  翻身', '600万', '单价51318元/平米')
('https://image1.ljcdn.com/440300-inspection/dc94fdbe-bb22-4bbc-b8d5-e9e8f4195dd8.jpg.296x216.jpg', '此房已经满两年了，保养好，厅高3.9米，看花园', '碧海名园  | 3室2厅 | 76.09平米 | 西南 | 其他 | 无电梯', '高楼层(共6层)2004年建板塔结合  -  西乡', '410万', '单价53884元/平米')
('https://image1.ljcdn.com/440300-inspection/test-25ccbb69-f011-4095-bd88-a67bf61aa1fd.png.296x216.jpg', '富通好旺角一期 2室1厅 500万', '富通好旺角一期  | 2室1厅 | 76.91平米 | 东北 | 其他 | 有电梯', '高楼层(共33层)2004年建板塔结合  -  宝安中心', '500万', '单价65012元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload5e331547-8cb5-482a-8690-b88d243afc06.jpg.296x216.jpg', '高发一期顶楼复试，超高赠送，使用率很高。', '第五大道高发西岸花园一期  | 5室3厅 | 279.37平米 | 南 北 | 精装 | 有电梯', '高楼层(共29层)2007年建板塔结合  -  宝安中心', '2680万', '单价95931元/平米')
('https://image1.ljcdn.com/440300-inspection/df27d435-194f-4712-9e74-982b6ad6cfe5.jpg.296x216.jpg', '花园社区小三房，客厅出阳台，高楼层，景观佳', '领航城领秀花园  | 3室1厅 | 80.37平米 | 东南 南 | 其他', '中楼层(共31层)2016年建板塔结合  -  西乡', '450万', '单价55992元/平米')
('https://image1.ljcdn.com/440300-inspection/test-5f3ca8e1-990d-4e64-8953-67ac56750890.png.296x216.jpg', '中洲华府 4室2厅 960万', '中洲华府  | 4室2厅 | 142.51平米 | 北 | 其他 | 有电梯', '低楼层(共31层)2013年建板塔结合  -  新安', '960万', '单价67364元/平米')
('https://image1.ljcdn.com/440300-inspection/2a0b3470-5af3-443c-81b1-4927de2a3751.jpg.296x216.jpg', '相邻宝安体育馆、海岸城物业、满五唯一、居住舒适安静', '西海岸花园  | 3室2厅 | 104.93平米 | 东北 | 其他 | 有电梯', '高楼层(共11层)2000年建板塔结合  -  翻身', '575万', '单价54799元/平米')
('https://image1.ljcdn.com/440300-inspection/898be9cd-8c99-4db6-8f04-b73ba0796791.jpg.296x216.jpg', '满两年免增值税，高楼层视野开阔。', '金港华庭  | 3室2厅 | 87.54平米 | 东北 | 简装 | 有电梯', '高楼层(共31层)2009年建板塔结合  -  西乡', '460万', '单价52548元/平米')
('https://image1.ljcdn.com/440300-inspection/acca28cd-68f3-413c-aeec-137ce90204a0.jpg.296x216.jpg', '御龙居四房采光好住家安静舒适满两年费用少', '御龙居  | 4室2厅 | 133平米 | 西南 | 其他 | 有电梯', '低楼层(共14层)2004年建板塔结合  -  西乡', '640万', '单价48121元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload449755ca-a4f8-48bf-ae64-b5ac4acb3266.jpg.296x216.jpg', '1号罗宝线瑞翔居 高层精装三房 业主诚售', '富通V都会  | 3室1厅 | 89.4平米 | 东 | 其他 | 有电梯', '高楼层(共11层)2014年建板塔结合  -  西乡', '480万', '单价53692元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b4a2f4b1-d8d9-4081-82bb-ec34971f3847.png.296x216.jpg', '幸福珺湾 3室2厅 548万', '幸福珺湾  | 3室2厅 | 88.44平米 | 西南 | 其他', '低楼层(共31层)2017年建板塔结合  -  碧海', '548万', '单价61963元/平米')
