('https://image1.ljcdn.com/120000-inspection/96beb4cd-34f3-4d7e-986b-e5ec08f711ee.jpg.296x216.jpg', '东惠家园 东向两居室 随时签约 诚意出售', '东惠家园  | 2室1厅 | 60.85平米 | 东 | 简装 | 有电梯', '高楼层(共31层)板楼  -  真理道', '135万', '单价22186元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload45c5d3c8-83fc-4056-a276-66ece69b95a8.jpg.296x216.jpg', '万东花园 通透两室 满五唯一 税费少 精装修 临地铁', '万东花园  | 2室2厅 | 98平米 | 东 南 | 简装 | 有电梯', '高楼层(共34层)板楼  -  向阳楼', '245万', '单价25000元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload905acdbc-5360-45d0-aaa7-5dbcb204bf91.jpg.296x216.jpg', '临营东里南北通透两居室 看房方便', '临营东里  | 2室1厅 | 69.07平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  真理道', '125万', '单价18098元/平米')
('https://image1.ljcdn.com/120000-inspection/e4c984b1-ce86-4c2f-9914-5bc71e2da612.jpg.296x216.jpg', '聚安西园 1室1厅 182万', '聚安西园  | 1室1厅 | 53.83平米 | 南 东北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  春华街', '182万', '单价33811元/平米')
('https://image1.ljcdn.com/120000-inspection/24667471-2311-4b45-a224-ec88e1e688b7.jpg.296x216.jpg', '浅水湾 出行便利 配套齐  采光好 此房是正式70年住宅', '卓越浅水湾  | 2室1厅 | 27.45平米 | 南 | 其他 | 有电梯', '低楼层(共52层)板楼  -  大王庄', '150万', '单价54645元/平米')
('https://image1.ljcdn.com/120000-inspection/97afe719-a512-47b8-9dac-ce5ce7ea7202.jpg.296x216.jpg', '金昌里 2室1厅 165万', '金昌里  | 2室1厅 | 56.37平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  大直沽', '165万', '单价29271元/平米')
('https://image1.ljcdn.com/120000-inspection/1345dc40-52ff-4bb4-b0c0-f0c59c87ffdc.jpg.296x216.jpg', '此房顶楼带阁楼 户型方正 .户型布局无浪费面积', '靓东花园  | 2室1厅 | 69.06平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  二号桥街', '140万', '单价20273元/平米')
('https://image1.ljcdn.com/120000-inspection/66ac6b62-a5f6-4d73-b3b6-ec758964e93a.jpg.296x216.jpg', '光华公寓通透两室户型，通风比较好，业主诚意出售！', '光华公寓  | 2室2厅 | 68.73平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  富民路', '174万', '单价25317元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload67156072-7e4d-41ac-8556-7e1157634ba8.jpg.296x216.jpg', '绿萱园 小区环境不错 视野开阔 成熟社区', '太阳城绿萱园  | 3室1厅 | 147.95平米 | 南 北 | 其他 | 有电梯', '高楼层(共9层)板楼  -  太阳城', '395万', '单价26699元/平米')
('https://image1.ljcdn.com/120000-inspection/94a7fcd1-2e53-4c00-9a07-cb9a7ecfcb86.jpg.296x216.jpg', '华光里 2室1厅 交通便利 小区环境干净舒适 适合居住', '华光里  | 2室1厅 | 64.84平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  春华街', '118万', '单价18199元/平米')
('https://image1.ljcdn.com/120000-inspection/a5d16bfa-f567-475b-9e97-352c85ab0b12.jpg.296x216.jpg', '天泉东里 1室1厅 95万', '天泉东里  | 1室1厅 | 41.33平米 | 东南 | 简装 | 无电梯', '高楼层(共7层)板楼  -  万新村', '95万', '单价22986元/平米')
('https://image1.ljcdn.com/120000-inspection/6e564ffd-e929-4bef-92b1-ebc289b51116.jpg.296x216.jpg', '久福园 1室1厅 210万', '久福园  | 1室1厅 | 72.47平米 | 东 | 其他 | 有电梯', '中楼层(共13层)板楼  -  唐家口', '210万', '单价28978元/平米')
('https://image1.ljcdn.com/120000-inspection/fa6ca171-ca46-4532-b6f6-2f638c86178d.jpg.296x216.jpg', '房本面积27.6  实际使用面积83平', '卓越浅水湾  | 2室1厅 | 27.6平米 | 东 | 其他 | 有电梯', '中楼层(共52层)板楼  -  大王庄', '160万', '单价57972元/平米')
('https://image1.ljcdn.com/120000-inspection/b819ef1a-3ab4-4afb-844e-b548b25df149.jpg.296x216.jpg', '配套较齐 采光较好 业主诚意出售 干净整洁.', '弘轩公寓  | 2室1厅 | 71.93平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)板楼  -  唐家口', '200万', '单价27805元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload9d0bc871-92f2-4274-a428-1bbaf6bbd98e.jpg.296x216.jpg', '天津站后广场 低楼层 采光好 过五年 看房方便', '秋实园  | 2室1厅 | 73.63平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)板楼  -  春华街', '245万', '单价33275元/平米')
('https://image1.ljcdn.com/120000-inspection/eebb1aa9-5ec3-4034-ae73-8db607b8f333.jpg.296x216.jpg', '福东北里 三楼 户型方正 诚意出售有钥匙看房方便', '福东北里  | 2室1厅 | 62.32平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  二号桥街', '153万', '单价24551元/平米')
('https://image1.ljcdn.com/120000-inspection/403def48-0381-45dc-ae11-9065cfc6b45f.jpg.296x216.jpg', '明和里 一室一厅 大一室 采光好', '明和里  | 1室1厅 | 47.15平米 | 东 | 其他 | 无电梯', '高楼层(共6层)板楼  -  春华街', '112万', '单价23754元/平米')
('https://image1.ljcdn.com/120000-inspection/da4f5134-7a44-4faf-a8ee-3dbd5745963b.jpg.296x216.jpg', '林枫花园 两居室 交通方便 户型方正', '林枫花园  | 2室1厅 | 104.32平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  大王庄', '360万', '单价34510元/平米')
('https://image1.ljcdn.com/120000-inspection/6f457ece-ee36-4325-9483-b9eb1c87ff3b.jpg.296x216.jpg', '城市之光别馆公寓 1室0厅 110万', '城市之光别馆公寓  | 1室0厅 | 50.2平米 | 南 | 其他 | 有电梯', '中楼层(共28层)板楼  -  春华街', '110万', '单价21913元/平米')
('https://image1.ljcdn.com/120000-inspection/15e47e4b-3497-4492-80a4-75bca864766a.jpg.296x216.jpg', '融科金月湾 三室 两卫 通透户型 精装修 视野无遮挡', '融科金月湾  | 3室2厅 | 134.91平米 | 南 | 其他 | 有电梯', '中楼层(共17层)板楼  -  富民路', '450万', '单价33356元/平米')
('https://image1.ljcdn.com/120000-inspection/bbd9f87a-a59f-4d0d-8d55-49de0847932f.jpg.296x216.jpg', '地铁 中间楼层 采光好 小区环境好 中间楼', '美福园  | 2室2厅 | 106.16平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  春华街', '325万', '单价30615元/平米')
('https://image1.ljcdn.com/120000-inspection/63ee6c4d-2079-425b-b3d5-e2e735acde22.jpg.296x216.jpg', '城市之光月光园 3室2厅 442万', '城市之光月光园  | 3室2厅 | 130.45平米 | 南 | 其他 | 有电梯', '低楼层(共16层)板楼  -  春华街', '442万', '单价33883元/平米')
('https://image1.ljcdn.com/120000-inspection/365835e8-5086-4f91-a73b-73892c699999.jpg.296x216.jpg', '松风东里 2室1厅 126万', '松风东里  | 2室1厅 | 59.58平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  万新村', '126万', '单价21149元/平米')
('https://image1.ljcdn.com/120000-inspection/a46d7d31-387e-4441-a5f3-a2d694ca32ef.jpg.296x216.jpg', '临营西里 1室1厅 107万', '临营西里  | 1室1厅 | 44.94平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)板楼  -  真理道', '107万', '单价23810元/平米')
('https://image1.ljcdn.com/120000-inspection/7f6f7284-ad8c-4f7e-904c-c662d1825259.jpg.296x216.jpg', '东瑞家园 2室1厅 195万', '东瑞家园  | 2室1厅 | 85.15平米 | 东 北 | 其他 | 有电梯', '中楼层(共32层)板楼  -  真理道', '195万', '单价22901元/平米')
('https://image1.ljcdn.com/120000-inspection/651d8e32-3652-4571-9f99-246f5f2d98e0.jpg.296x216.jpg', '新天地家园 3室2厅 600万', '新天地家园  | 3室2厅 | 166.75平米 | 南 北 | 精装 | 有电梯', '中楼层(共29层)板楼  -  春华街', '600万', '单价35983元/平米')
('https://image1.ljcdn.com/120000-inspection/0b6f6154-33bc-4d69-a706-6316665ab060.jpg.296x216.jpg', '红顶花园南园  采光好  赠送13平米左右露台  赠阁楼', '红顶花园南园  | 2室1厅 | 84.2平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  向阳楼', '172万', '单价20428元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload01d3b871-33a7-46e8-82d8-eb7002d1b4c4.jpg.296x216.jpg', '秋实园 2室1厅 282万', '秋实园  | 2室1厅 | 99.77平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)板楼  -  春华街', '282万', '单价28266元/平米')
('https://image1.ljcdn.com/120000-inspection/340becfe-b4cd-4603-a539-c3e6e1fd97c8.jpg.296x216.jpg', '荣泰公寓 两居室 交通便利 出行方便', '荣泰公寓  | 2室1厅 | 101.89平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)板楼  -  大王庄', '315万', '单价30916元/平米')
('https://image1.ljcdn.com/120000-inspection/c777ef70-3d34-43e2-ac03-5d9be18ab6df.jpg.296x216.jpg', '试验楼 2室1厅 175万', '试验楼  | 2室1厅 | 77.41平米 | 东 西 | 其他', '高楼层(共4层)板楼  -  中山门街', '175万', '单价22607元/平米')
('https://image1.ljcdn.com/120000-inspection/35eeb7a2-d8fd-46f9-9e1b-4d42ff5a3b27.jpg.296x216.jpg', '益寿东里 1室1厅 90万', '益寿东里  | 1室1厅 | 40.21平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  常州道', '90万', '单价22383元/平米')
('https://image1.ljcdn.com/120000-inspection/8616989a-ecdb-426a-a62f-050e8d9ba957.jpg.296x216.jpg', '林盛里私产房 小砖楼三楼户型通透', '林盛里  | 2室1厅 | 80.61平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  大王庄', '248万', '单价30766元/平米')
('https://image1.ljcdn.com/120000-inspection/9ba3090e-4314-4f13-a7d4-d6dba29bfee0.jpg.296x216.jpg', '大直沽八号路  双阳两室  不临街 临花园 闹中取静', '大直沽八号路  | 2室1厅 | 79.37平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  大直沽', '206万', '单价25955元/平米')
('https://image1.ljcdn.com/120000-inspection/b99a0148-9392-4217-946e-4ee8bc9b7e28.jpg.296x216.jpg', '尚东雅园南北通透 大H附送地下车位 下楼万达广场', '尚东雅园  | 2室2厅 | 117.57平米 | 南 北 | 简装 | 有电梯', '低楼层(共28层)板楼  -  上杭路', '350万', '单价29770元/平米')
('https://image1.ljcdn.com/120000-inspection/fddc0ea9-65fd-4785-8350-4da463b7193b.jpg.296x216.jpg', '紫玉园三楼 精装 室内保持很好 即买即住 无需二次装修', '紫玉园  | 2室2厅 | 93.24平米 | 南 | 精装 | 无电梯', '中楼层(共6层)板楼  -  太阳城', '268万', '单价28744元/平米')
('https://image1.ljcdn.com/120000-inspection/73588e12-2633-47d9-a9f4-59c3f8f5d44e.jpg.296x216.jpg', '东瑞家园 2室2厅 168万', '东瑞家园  | 2室2厅 | 87.46平米 | 西北 | 其他 | 有电梯', '高楼层(共30层)板楼  -  真理道', '168万', '单价19209元/平米')
('https://image1.ljcdn.com/120000-inspection/e21869f6-05d7-454c-ac87-e1c00bbe3688.jpg.296x216.jpg', '福东里 2室1厅 158万', '福东里  | 2室1厅 | 88.72平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  二号桥街', '158万', '单价17809元/平米')
('https://image1.ljcdn.com/120000-inspection/e2b3bbfb-bcad-4245-b6da-301f5c460543.jpg.296x216.jpg', '私产满五年 出行便利 格局方正 视野开阔', '第六大道陆典庭园  | 3室2厅 | 82.55平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)板楼  -  上杭路', '239万', '单价28953元/平米')
('https://image1.ljcdn.com/120000-inspection/bef63105-27da-4115-8d85-ebc8bfed6143.jpg.296x216.jpg', '一楼精装修，拎包入住，近轻轨，过两年', '明家庄园  | 2室1厅 | 84.09平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)板楼  -  二号桥街', '268万', '单价31871元/平米')
('https://image1.ljcdn.com/120000-inspection/6b04c8fe-f2f0-44a1-b0f1-53c3317ea112.jpg.296x216.jpg', '祥瑞家园 2室1厅 156万', '祥瑞家园  | 2室1厅 | 64.27平米 | 西南 西北 | 其他 | 有电梯', '中楼层(共32层)板楼  -  常州道', '156万', '单价24273元/平米')
('https://image1.ljcdn.com/120000-inspection/2dffcf52-1c49-4ca9-8106-d5391c2044eb.jpg.296x216.jpg', '六纬路7号院 两室夹厅户型方正 屋子干净明亮', '六纬路7号院  | 2室1厅 | 61.69平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)板楼  -  大王庄', '195万', '单价31610元/平米')
('https://image1.ljcdn.com/120000-inspection/c8b727f3-1ef2-4339-9b81-602d06c1fb93.jpg.296x216.jpg', '友爱南里 2室1厅 120万', '友爱南里  | 2室1厅 | 41.56平米 | 东 西 | 其他 | 有电梯', '高楼层(共18层)板楼  -  中山门街', '120万', '单价28874元/平米')
('https://image1.ljcdn.com/120000-inspection/e041fe21-fc5d-4255-969d-e0dc586aff71.jpg.296x216.jpg', '翠郁里 1室1厅 120万', '翠郁里  | 1室1厅 | 51.72平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  向阳楼', '120万', '单价23202元/平米')
('https://image1.ljcdn.com/120000-inspection/aaa5c0d2-8566-4066-8768-99adbafb040f.jpg.296x216.jpg', '城市之星大厦 1室1厅 92万', '城市之星大厦  | 1室1厅 | 41.87平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)板楼  -  春华街', '92万', '单价21973元/平米')
('https://image1.ljcdn.com/120000-inspection/71517738-25dc-42c9-a51e-3bc8c0c94fcd.jpg.296x216.jpg', '绿萱园 平层两室 全明通透 电梯洋房 满五无二', '太阳城绿萱园  | 2室2厅 | 113.01平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)板楼  -  太阳城', '290万', '单价25662元/平米')
('https://image1.ljcdn.com/120000-inspection/575e566f-bfc7-4d1e-85ea-8dd403165590.jpg.296x216.jpg', '中等装修  业主诚意出售  看房方便', '凤岐东里  | 2室1厅 | 55.46平米 | 西 | 精装 | 无电梯', '高楼层(共6层)板楼  -  万新村', '111万', '单价20015元/平米')
('https://image1.ljcdn.com/120000-inspection/98a7e001-8b92-4886-a443-954bad466328.jpg.296x216.jpg', '靓锦名居 一室一厅 南北通透 看房方便', '靓锦名居  | 1室1厅 | 65.46平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)板楼  -  大直沽', '185万', '单价28262元/平米')
('https://image1.ljcdn.com/120000-inspection/9187a179-4730-4512-ae2b-963b6e88e5c5.jpg.296x216.jpg', '康馨里 交通便利  户型规整  视野较好', '康馨里  | 2室2厅 | 108.65平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  春华街', '285万', '单价26232元/平米')
('https://image1.ljcdn.com/120000-inspection/64a2ccb9-dd7c-45d8-b6e9-eaf8e2f7d840.jpg.296x216.jpg', '丰盛园 两居室 南北通透 交通便利', '丰盛园  | 2室1厅 | 70.02平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)板楼  -  大王庄', '250万', '单价35705元/平米')
('https://image1.ljcdn.com/120000-inspection/48972bea-045c-4f84-80aa-dc6c8c6f6f3b.jpg.296x216.jpg', '华馨公寓 南北通透精装房 过两年 看房方便', '华馨公寓  | 2室1厅 | 88.07平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  唐家口', '289万', '单价32815元/平米')
('https://image1.ljcdn.com/120000-inspection/c604d952-1d40-4372-935e-73b953e8a783.jpg.296x216.jpg', '唐口新村六段 两室 精装修 业主诚意出售', '唐口新村六段  | 2室1厅 | 57.9平米 | 东 西 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  唐家口', '160万', '单价27634元/平米')
('https://image1.ljcdn.com/120000-inspection/d6420df2-b602-446a-b2bd-cf817b4dd0a0.jpg.296x216.jpg', '程林里小区 交通便利 小区环境干净舒适 适合居住', '程林里  | 2室1厅 | 58.88平米 | 南 西 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  上杭路', '133万', '单价22589元/平米')
('https://image1.ljcdn.com/120000-inspection/934f6539-c829-4de0-83a3-020137965fa6.jpg.296x216.jpg', '华馨公寓 中间楼层 价位低 小户型', '华馨公寓  | 1室1厅 | 55.88平米 | 南 | 其他 | 无电梯', '中楼层(共7层)板楼  -  唐家口', '178万', '单价31854元/平米')
('https://image1.ljcdn.com/120000-inspection/70d505a2-ae31-4c75-820d-1c5c0f9cbe97.jpg.296x216.jpg', '冠华公寓 2室1厅 254万', '冠华公寓  | 2室1厅 | 75.81平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  大王庄', '254万', '单价33505元/平米')
('https://image1.ljcdn.com/120000-inspection/ec1d3960-8b8e-4341-bc70-e62d7a219ed6.jpg.296x216.jpg', '此房过五年 H户型通透  精装修 全明户型', '明家庄园  | 2室1厅 | 83.21平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  二号桥街', '215万', '单价25839元/平米')
('https://image1.ljcdn.com/120000-inspection/774ad903-e2fb-4b71-8272-8f96ef5fa4f7.jpg.296x216.jpg', '南北通透 户型方正 采光充足 交通便利 配套齐全', '中山门西里  | 2室1厅 | 88.18平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  中山门街', '245万', '单价27785元/平米')
('https://image1.ljcdn.com/120000-inspection/c53f1281-d13d-4ba7-b3de-60236ae67f54.jpg.296x216.jpg', '新博园两居 中间楼层 业主诚售 看房方便', '新博园  | 2室1厅 | 87.89平米 | 西北 | 其他 | 有电梯', '中楼层(共33层)板楼  -  春华街', '294万', '单价33451元/平米')
('https://image1.ljcdn.com/120000-inspection/7c373334-9064-40a3-aa8f-3b1f98532c7b.jpg.296x216.jpg', 'loft 两室  视野开阔 诚意出售', '柏丽花园  | 2室1厅 | 58.55平米 | 西北 | 其他 | 有电梯', '高楼层(共19层)板楼  -  常州道', '203万', '单价34672元/平米')
('https://image1.ljcdn.com/120000-inspection/b8ca94e8-458f-4bb0-9f7e-60b3bfcc3b08.jpg.296x216.jpg', '大洋嘉园 二楼 前排 精装修 拎包入住', '第六大道大洋嘉园  | 3室2厅 | 149.38平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)板楼  -  上杭路', '426万', '单价28518元/平米')
('https://image1.ljcdn.com/120000-inspection/41f12395-1e01-41a1-a6e4-9230728af705.jpg.296x216.jpg', '大户型  交通便利  户型规整  视野较好', '华康里  | 2室1厅 | 75.25平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  春华街', '166万', '单价22060元/平米')
('https://image1.ljcdn.com/120000-inspection/d488c5c9-ce21-41b7-8186-7b84d2d98a64.jpg.296x216.jpg', '弘轩公寓 2室1厅 305万', '弘轩公寓  | 2室1厅 | 109.11平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)板楼  -  唐家口', '305万', '单价27954元/平米')
('https://image1.ljcdn.com/120000-inspection/d0a87356-27b0-40a5-9c7a-c32470617886.jpg.296x216.jpg', '来安里三期 精装修 双阳两室 朝向正 满五唯一 价可谈', '来安里  | 2室1厅 | 72.57平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  上杭路', '183万', '单价25218元/平米')
('https://image1.ljcdn.com/120000-inspection/2cd0b294-b1dc-4e5d-8755-2fcad2e134e6.jpg.296x216.jpg', '滨河家园 南北朝向 双阳台 低楼层 采光无遮挡', '滨河家园  | 2室1厅 | 105.01平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  富民路', '326万', '单价31045元/平米')
('https://image1.ljcdn.com/120000-inspection/a2922512-2dc3-4667-bf2f-366113852908.jpg.296x216.jpg', '中粮大道 大三室 交通便利 配套齐全 中间楼层', '中粮大道  | 3室1厅 | 146.51平米 | 南 北 | 其他 | 有电梯', '低楼层(共43层)板楼  -  大王庄', '620万', '单价42318元/平米')
