('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload92662a90-6e06-4386-a6a6-69d133013027.jpg.296x216.jpg', '长白岛 万科城二期 南向 户型规整 两室 中间好楼层', '万科城二期  | 2室2厅 | 102.04平米 | 南 | 精装', '低楼层(共33层)2006年建板塔结合  -  和平区', '175万', '单价17151元/平米')
('https://image1.ljcdn.com/210100-inspection/0abff1d2-7ce6-40c1-99ec-bc9a0c9633d2.JPG.296x216.jpg', '昌鑫置地广场 南北三室 采光好 户型方正 不把山', '昌鑫置地广场  | 3室2厅 | 150平米 | 南 北 | 精装', '高楼层(共31层)2006年建板楼  -  和平区', '180万', '单价12000元/平米')
('https://image1.ljcdn.com/210100-inspection/c31fc660-2906-46f3-b31d-a41781d9b9b3.jpg.296x216.jpg', '中海和平之门 2室2厅 125万', '中海和平之门  | 2室2厅 | 84.91平米 | 南 北 | 其他', '高楼层(共34层)2016年建板楼  -  和平区', '125万', '单价14722元/平米')
('https://image1.ljcdn.com/210100-inspection/14889d23-d312-4120-bb26-c9ffcca4002d.JPG.296x216.jpg', '长白 远洋天地 精装南北两室 视野开阔 采光好 低楼层', '远洋天地  | 2室2厅 | 97.16平米 | 南 北 | 精装', '低楼层(共8层)2008年建板楼  -  和平区', '193万', '单价19865元/平米')
('https://image1.ljcdn.com/210100-inspection/d2d642bd-35a2-4bd3-a4fc-999c0f84c4de.jpg.296x216.jpg', '长白 远洋天地 品质园区 房子满五年 带地下室', '远洋天地  | 5室2厅 | 144平米 | 南 北 | 其他', '低楼层(共8层)2008年建板楼  -  和平区', '495万', '单价34375元/平米')
('https://image1.ljcdn.com/210100-inspection/50f62ffc-8fb7-4745-9c62-6bb6ca9de8b6.jpg.296x216.jpg', '新加坡城清水小高三室 户型方正 采光充足', '新加坡城  | 3室2厅 | 134.64平米 | 南 北 | 其他', '低楼层(共12层)2012年建板楼  -  和平区', '200万', '单价14855元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload2ade42ae-0767-4118-a095-96195d791dd7.jpg.296x216.jpg', '长白万科城 南北通透 采光好  一梯二户 有赠送6平', '万科城四期  | 3室1厅 | 137.17平米 | 南 北 | 其他', '低楼层(共31层)2009年建板楼  -  和平区', '302万', '单价22017元/平米')
('https://image1.ljcdn.com/210100-inspection/e3fc0bb1-a900-45ff-862e-a261f9476448.jpg.296x216.jpg', '越秀星汇蓝海 2室1厅 97万', '越秀星汇蓝海  | 2室1厅 | 81.08平米 | 南 北 | 其他', '高楼层(共33层)2016年建板楼  -  和平区', '97万', '单价11964元/平米')
('https://image1.ljcdn.com/210100-inspection/57a80190-20de-4970-97dc-71a80620b648.jpg.296x216.jpg', '格林玫瑰湾 2室1厅 165万', '格林玫瑰湾  | 2室1厅 | 89.2平米 | 南 北 | 其他', '中楼层(共34层)2018年建板楼  -  和平区', '165万', '单价18498元/平米')
('https://image1.ljcdn.com/210100-inspection/aa60a3f3-7087-4969-b578-521221e800ae.jpg.296x216.jpg', '长白岛格林生活坊 3室2厅 126平 多层 精装 拎包即住', '格林生活坊一期  | 3室2厅 | 126平米 | 南 北 | 其他', '低楼层(共6层)2009年建板楼  -  和平区', '245万', '单价19445元/平米')
('https://image1.ljcdn.com/210100-inspection/da4202c2-ab7c-4c4e-b14b-7ed373b6b214.jpg.296x216.jpg', '九洲御府 2室1厅 95万', '九洲御府  | 2室1厅 | 88.49平米 | 南 北 | 其他', '低楼层(共31层)2014年建板楼  -  和平区', '95万', '单价10736元/平米')
('https://image1.ljcdn.com/210100-inspection/542c39fb-35f0-4224-9752-ced898e2ce98.jpg.296x216.jpg', '世茂新五里河 2室2厅 220万', '世茂新五里河  | 2室2厅 | 144.22平米 | 南 北 | 其他', '低楼层(共58层)2016年建板楼  -  和平区', '220万', '单价15255元/平米')
('https://image1.ljcdn.com/210100-inspection/e80271ed-d766-457a-805b-1ffbc5548546.jpg.296x216.jpg', '万科城二期 南北通透，精装 三居，全天采光  视野好', '万科城二期  | 3室2厅 | 127平米 | 南 北 | 精装', '高楼层(共34层)2006年建板塔结合  -  和平区', '188万', '单价14804元/平米')
('https://image1.ljcdn.com/210100-inspection/65edafcd-ed45-492f-97e1-ef1f11f56e3e.jpg.296x216.jpg', '此房一楼带花园 带两层地下室 清水房 园区优美', '九洲御府  | 4室2厅 | 157.46平米 | 南 北 | 其他', '低楼层(共6层)2014年建板楼  -  和平区', '340万', '单价21593元/平米')
('https://image1.ljcdn.com/210100-inspection/c621ae41-7f09-4ae8-b30d-a73187276b42.jpg.296x216.jpg', '长白 万科城 两室两厅 经典格局 精装修 拎包入住', '万科城五期  | 2室2厅 | 102.82平米 | 南 北 | 精装', '高楼层(共34层)2009年建板楼  -  和平区', '210万', '单价20425元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploaddcfd627c-07ba-4c6f-af8e-76714b9ea983.jpg.296x216.jpg', '长白岛，远洋天地，精装三室，户型方正，采光充足', '远洋天地  | 3室2厅 | 136.46平米 | 南 北 | 其他', '低楼层(共8层)2008年建板楼  -  和平区', '315万', '单价23084元/平米')
('https://image1.ljcdn.com/210100-inspection/551a9954-72ac-47cf-914b-f721ad97e776.jpg.296x216.jpg', '万科城二期 3室2厅 260万', '万科城二期  | 3室2厅 | 162.1平米 | 东南 | 其他', '高楼层(共32层)2006年建板塔结合  -  和平区', '260万', '单价16040元/平米')
('https://image1.ljcdn.com/210100-inspection/fbb0d25b-9c97-4470-bbae-d16e0457dd50.jpg.296x216.jpg', '长白岛 中海和平之门一期 清水两室 南北通透 采光充足', '中海和平之门  | 2室2厅 | 84.93平米 | 南 北 | 其他', '高楼层(共34层)2016年建板楼  -  和平区', '140万', '单价16485元/平米')
('https://image1.ljcdn.com/210100-inspection/8f3098eb-5442-46cc-839e-3ceaf17cd48a.jpg.296x216.jpg', '五里河城 2室2厅 110万', '五里河城  | 2室2厅 | 116平米 | 南 北 | 其他', '低楼层(共15层)2006年建板楼  -  和平区', '110万', '单价9483元/平米')
('https://image1.ljcdn.com/210100-inspection/3f8d0779-2ac7-4f80-8c78-2de3a4718eb8.jpg.296x216.jpg', '长白岛 长白新城  南北通透 采光好', '长白新城  | 2室1厅 | 66.81平米 | 南 北 | 其他', '低楼层(共34层)2006年建板楼  -  和平区', '71万', '单价10628元/平米')
('https://image1.ljcdn.com/210100-inspection/ec0c0d9b-ce5a-4c61-bd48-4d027d2ad89c.jpg.296x216.jpg', '万科城三期 3室2厅 280万', '万科城三期  | 3室2厅 | 114.03平米 | 南 北 | 其他', '中楼层(共4层)2006年建板塔结合  -  和平区', '280万', '单价24555元/平米')
('https://image1.ljcdn.com/210100-inspection/790f9a1c-6de3-402f-a16f-acff13940d58.JPG.296x216.jpg', '长白商圈远洋天地三室两厅精装修一天未住！才光极好', '远洋天地  | 3室2厅 | 145.5平米 | 南 北 | 其他', '中楼层(共9层)2008年建板楼  -  和平区', '310万', '单价21306元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload80e22473-bc48-474d-85b2-553cbefa6676.jpg.296x216.jpg', '长白岛 三室两厅两卫 深航翡翠城 南北通透 简装。', '深航翡翠城  | 3室2厅 | 139.35平米 | 南 北 | 简装', '低楼层(共33层)2010年建板楼  -  和平区', '215万', '单价15429元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload8f0af8e4-f244-4121-830c-9a07682addee.jpg.296x216.jpg', '长白岛满五年，送12平露台，20万装修，视野开阔采光好', '格林生活坊一期  | 3室2厅 | 135.94平米 | 南 北 | 其他', '高楼层(共25层)2009年建板楼  -  和平区', '215万', '单价15816元/平米')
('https://image1.ljcdn.com/210100-inspection/d29ef9a9-df27-4aca-9dab-0aa16a53ce26.JPG.296x216.jpg', '中海国际社区一期 南北通透 精装修', '中海国际社区一期  | 3室2厅 | 135.36平米 | 南 北 | 其他', '高楼层(共33层)2009年建板楼  -  和平区', '248万', '单价18322元/平米')
('https://image1.ljcdn.com/210100-inspection/c9c86e94-7502-4cde-bc5b-5e7b661e08da.jpg.296x216.jpg', '九洲御府 3室2厅 215万', '九洲御府  | 3室2厅 | 130平米 | 南 北 | 其他', '中楼层(共6层)2016年建板楼  -  和平区', '215万', '单价16539元/平米')
('https://image1.ljcdn.com/210100-inspection/78803315-c0a9-4378-8352-a15e2948dc6e.jpg.296x216.jpg', '和平长白岛 新加坡城 多层洋房 精装修 拎包住', '新加坡城  | 3室2厅 | 96.79平米 | 南 北 | 其他', '高楼层(共6层)2012年建板楼  -  和平区', '145万', '单价14981元/平米')
('https://image1.ljcdn.com/210100-inspection/43530eff-ff71-493d-a12b-0da4f4a3887d.jpg.296x216.jpg', '格林生活坊一期 3室2厅 190万', '格林生活坊一期  | 3室2厅 | 127.58平米 | 西南 北 | 其他', '中楼层(共24层)2009年建板楼  -  和平区', '190万', '单价14893元/平米')
('https://image1.ljcdn.com/210100-inspection/ef7d97de-0c50-40d5-bbd5-e617babd3b9e.jpg.296x216.jpg', '中海和平之门 3室2厅 160万', '中海和平之门  | 3室2厅 | 100.57平米 | 南 北 | 其他', '低楼层(共34层)2016年建板楼  -  和平区', '160万', '单价15910元/平米')
('https://image1.ljcdn.com/210100-inspection/cdc0f222-190b-4f91-8f89-e9028314c670.jpg.296x216.jpg', '和平长白岛南 九洲湾景汇 三室精装 小高 房主挥泪甩甩', '九洲湾景汇  | 3室2厅 | 127.81平米 | 南 北 | 精装', '高楼层(共9层)暂无数据  -  和平区', '165万', '单价12910元/平米')
('https://image1.ljcdn.com/210100-inspection/1259caee-b9ee-4e1c-8b40-a7a22f9a3472.jpg.296x216.jpg', '中科院社区 简单装修 南北通透 低楼层', '中科院社区  | 2室1厅 | 57.64平米 | 南 北 | 精装', '低楼层(共6层)板楼  -  和平区', '51万', '单价8849元/平米')
('https://image1.ljcdn.com/210100-inspection/dfbdf62e-8465-4d5f-b0b3-21ba3fb8fabc.jpg.296x216.jpg', '长白 圣水苑 精装两室 南北通透 看房方便', '圣水苑  | 2室1厅 | 126.06平米 | 南 北 | 其他', '中楼层(共21层)2006年建板楼  -  和平区', '200万', '单价15866元/平米')
('https://image1.ljcdn.com/210100-inspection/1a8d5b1e-7d6c-4dd6-8ef6-42dd410151b5.jpg.296x216.jpg', '长白岛 新加坡城 南向 精装修小户型', '新加坡城  | 1室1厅 | 52.41平米 | 南 | 其他', '中楼层(共32层)2012年建板楼  -  和平区', '80万', '单价15265元/平米')
('https://image1.ljcdn.com/210100-inspection/35678206-5550-4236-b872-e6d7b10417be.jpg.296x216.jpg', '万科城 小高层 精装西南北两室', '万科城一期  | 2室1厅 | 96.13平米 | 西南 | 精装', '中楼层(共11层)2006年建板楼  -  和平区', '170万', '单价17685元/平米')
('https://image1.ljcdn.com/210100-inspection/166ca42a-b905-4568-bb75-b9d71bee85a6.jpg.296x216.jpg', '格林玫瑰湾 南北 双南 一北卧 不把山 有钥匙随时看房', '格林玫瑰湾  | 3室2厅 | 126.19平米 | 南 北 | 其他', '高楼层(共33层)板楼  -  和平区', '240万', '单价19019元/平米')
('https://image1.ljcdn.com/210100-inspection/9dfad9c3-0b61-4aed-a04c-797b884aa58b.jpg.296x216.jpg', '长白岛 外滩叁号 两室 精装修 视野好 采光足', '外滩叁号  | 2室2厅 | 67.87平米 | 西南 | 精装', '中楼层(共33层)板楼  -  和平区', '125万', '单价18418元/平米')
('https://image1.ljcdn.com/210100-inspection/2e496fc4-bafa-444f-9ea5-9985fcef91a2.JPG.296x216.jpg', '长白岛 长白新城  精装修两室  低楼层', '长白新城  | 2室1厅 | 67平米 | 南 | 其他', '低楼层(共34层)2006年建板楼  -  和平区', '72万', '单价10747元/平米')
('https://image1.ljcdn.com/210100-inspection/85bbfbb8-597a-4b9b-8f83-66db4ed070c0.JPG.296x216.jpg', '新加坡城精装修拎包即住满五南北采光好', '新加坡城  | 2室2厅 | 90.43平米 | 南 北 | 其他', '中楼层(共32层)2012年建板楼  -  和平区', '135万', '单价14929元/平米')
('https://image1.ljcdn.com/210100-inspection/b2ac0fc7-3322-4be1-88f3-53dbb7038ab3.JPG.296x216.jpg', '万科紫金苑南北三室采光好满五年', '万科紫金苑  | 3室2厅 | 178.8平米 | 南 北 | 其他', '中楼层(共18层)2000年建板楼  -  和平区', '205万', '单价11466元/平米')
('https://image1.ljcdn.com/210100-inspection/27a35c1c-22cd-481a-97d6-1a8ba0288def.jpg.296x216.jpg', '长白 远洋和平府 精装南北通透两居室 采光充足 视野好', '远洋和平府  | 2室2厅 | 79.65平米 | 南 北 | 其他', '低楼层(共33层)2011年建板楼  -  和平区', '150万', '单价18833元/平米')
('https://image1.ljcdn.com/210100-inspection/ce370610-ee27-49ba-8439-b617df39087b.jpg.296x216.jpg', '尚景新世界 1室1厅 170万', '尚景新世界  | 1室1厅 | 75.8平米 | 南 | 精装', '低楼层(共33层)板楼  -  和平区', '170万', '单价22428元/平米')
('https://image1.ljcdn.com/210100-inspection/fce91dcf-f845-4181-a9f1-a233adb783b1.JPG.296x216.jpg', '世茂五里河 花园物业 户型好 楼层好 诚意出售', '世茂新五里河  | 3室2厅 | 166.47平米 | 南 北 | 简装', '高楼层(共58层)2016年建板楼  -  和平区', '220万', '单价13216元/平米')
('https://image1.ljcdn.com/210100-inspection/3abce818-dd78-452b-a078-d4b9c2cc7bf4.jpg.296x216.jpg', '和平 长白 新加坡城 南向一室一厅 精装 车位一起卖', '新加坡城  | 1室1厅 | 61.3平米 | 南 | 精装', '高楼层(共24层)2012年建板楼  -  和平区', '83万', '单价13540元/平米')
('https://image1.ljcdn.com/210100-inspection/3caf85db-6dfa-4ee3-a510-70cb19cd9b72.jpg.296x216.jpg', '中海一期 全新方林装修 2室 采光视野好 不把山', '中海国际社区一期  | 2室1厅 | 91.47平米 | 南 | 精装', '低楼层(共33层)2009年建板楼  -  和平区', '155万', '单价16946元/平米')
('https://image1.ljcdn.com/210100-inspection/a9af94ac-3e51-44ed-a5d2-c2ba03aca776.JPG.296x216.jpg', '万科城一楼花园地下室 南北通透 2室 精装修 保持好', '万科城四期  | 2室1厅 | 110平米 | 南 北 | 精装', '低楼层(共33层)2009年建板楼  -  和平区', '250万', '单价22728元/平米')
('https://image1.ljcdn.com/210100-inspection/e394caa0-61ba-401f-8531-5ed739fc85d2.JPG.296x216.jpg', '河景，精装修，户型方正，南北通透', '御景新世界  | 3室2厅 | 155平米 | 南 北 | 其他', '中楼层(共33层)2014年建板楼  -  和平区', '400万', '单价25807元/平米')
('https://image1.ljcdn.com/210100-inspection/85f9659b-efad-4d27-8c72-01120646bbe4.jpg.296x216.jpg', '长白 万科鹿特丹 精装修 看房方便 南北通透', '万科鹿特丹  | 2室2厅 | 91.32平米 | 南 北 | 其他', '高楼层(共31层)2016年建板楼  -  和平区', '160万', '单价17521元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload967fb1a1-ae31-489e-a4e5-e23563df402e.jpg.296x216.jpg', '长白  远洋三好郡 两室精装修 送家具家电', '远洋三好郡  | 2室1厅 | 68.01平米 | 东北 | 其他', '中楼层(共32层)2010年建板楼  -  和平区', '125万', '单价18380元/平米')
('https://image1.ljcdn.com/210100-inspection/439b48e4-9a81-4b6f-bccf-344a60d86e33.JPG.296x216.jpg', '御景新世界 3室2厅 418万', '御景新世界  | 3室2厅 | 155平米 | 南 北 | 其他', '低楼层(共32层)2014年建板楼  -  和平区', '418万', '单价26968元/平米')
('https://image1.ljcdn.com/210100-inspection/38c6e6da-84d7-4491-bc45-73b5b20ec74f.jpg.296x216.jpg', '长白岛 长白新城 南北通透 精装修 适合各种人群居住', '长白新城  | 2室1厅 | 76.8平米 | 南 北 | 其他', '低楼层(共34层)2006年建板楼  -  和平区', '76万', '单价9896元/平米')
('https://image1.ljcdn.com/210100-inspection/87f2b522-96e6-47c7-80e2-25af797c288e.jpg.296x216.jpg', '长白岛 外滩  精装修  南北通透三室', '外滩叁号  | 3室2厅 | 132平米 | 东 南 北 | 精装', '高楼层(共33层)2011年建板楼  -  和平区', '220万', '单价16667元/平米')
('https://image1.ljcdn.com/210100-inspection/fecb7ea9-c32a-477c-87bf-57e1d05addc1.JPG.296x216.jpg', '翠堤豪园 双拼别墅 精装修 四室户型 园区环境好', '翠堤豪园  | 4室2厅 | 236.4平米 | 南 西 北 | 精装', '低楼层(共2层)板楼  -  和平区', '900万', '单价38072元/平米')
('https://image1.ljcdn.com/210100-inspection/dec57d0a-2e2b-45be-b7cd-2e5c61980b51.JPG.296x216.jpg', '长白中海和平之门 精装两室 满二年 品质小区 人车分流', '中海和平之门  | 2室2厅 | 85平米 | 南 北 | 精装', '低楼层(共34层)2016年建板楼  -  和平区', '135万', '单价15883元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload11270342-201d-43f5-be75-baf4868d5b45.jpg.296x216.jpg', '长白岛，远洋天地，精装修，满五年，无欠款', '远洋天地  | 3室2厅 | 136.82平米 | 南 北 | 其他', '中楼层(共32层)2008年建板楼  -  和平区', '251万', '单价18346元/平米')
('https://image1.ljcdn.com/210100-inspection/f7c07243-7410-4f65-8e18-3d5a435fdc86.jpg.296x216.jpg', '万科城五期 3室2厅 340万', '万科城五期  | 3室2厅 | 169.77平米 | 南 北 | 其他', '高楼层(共32层)2009年建板楼  -  和平区', '340万', '单价20028元/平米')
('https://image1.ljcdn.com/210100-inspection/3fac7d49-2286-45b1-b3fd-b017a4dab049.jpg.296x216.jpg', '长白岛 华润幸福里 洋房园区 三室两卫 精装修保持好', '华润幸福里  | 3室2厅 | 140.6平米 | 南 北 | 其他', '低楼层(共23层)板楼  -  和平区', '352万', '单价25036元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload28821c02-c308-4068-8550-3c04183b7f63.jpg.296x216.jpg', '长白岛中海明珠 南向毛坯 中间楼层 采光充足 视野开阔', '中海国际社区三期明珠  | 2室2厅 | 91.46平米 | 南 | 毛坯', '中楼层(共33层)2012年建板楼  -  和平区', '150万', '单价16401元/平米')
('https://image1.ljcdn.com/210100-inspection/577d3128-ef08-4ee0-814d-a25d4bb00f02.jpg.296x216.jpg', '九洲御府 2室1厅 80万', '九洲御府  | 2室1厅 | 69平米 | 南 | 其他', '高楼层(共31层)2016年建板楼  -  和平区', '80万', '单价11595元/平米')
('https://image1.ljcdn.com/210100-inspection/ee6593df-a17b-458c-89a4-4b73670f8680.jpg.296x216.jpg', '越秀小户型 南北两室 满两年 赠送家具家电拎包入住', '越秀星汇蓝海  | 2室1厅 | 62平米 | 南 北 | 其他', '低楼层(共33层)2016年建板楼  -  和平区', '93万', '单价15000元/平米')
('https://image1.ljcdn.com/210100-inspection/7552087b-2bbd-4d1b-826a-d39e5ce85387.jpg.296x216.jpg', '和平之门 两室两厅 精装修 配套齐全', '中海和平之门  | 2室2厅 | 75平米 | 东南 | 其他', '中楼层(共27层)2016年建板楼  -  和平区', '124万', '单价16534元/平米')
