('https://image1.ljcdn.com/510100-inspection/test-2895d2af-f5a8-4878-b3ba-329c510a4f6b.png.296x216.jpg', '校园路交大卡布里城标准装修套一', '交大卡布里城  | 1室1厅 | 50.59平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2008年建板塔结合  -  犀浦', '62万', '单价12256元/平米')
('https://image1.ljcdn.com/510100-inspection/test-788ef3c1-2d8f-4790-b22d-e5e704d4344a.png.296x216.jpg', '绿地国际花都三期 临河套二清水房  满两年', '绿地国际花都三期  | 2室2厅 | 78平米 | 东北 | 其他 | 有电梯', '低楼层(共32层)2014年建板楼  -  郫县城区', '90万', '单价11539元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload7e8968c6-1b63-4ec4-a649-817d69e88b50.jpg.296x216.jpg', '花样年龙年国际套三单卫的清水房', '花样年龙年中心  | 3室2厅 | 85.97平米 | 南 | 其他 | 有电梯', '高楼层(共26层)2015年建板塔结合  -  郫县城区', '98万', '单价11400元/平米')
('https://image1.ljcdn.com/510100-inspection/test-36a786b1-a174-4987-ba34-19f757e6858e.png.296x216.jpg', '华润橡树湾洋房+清水+没有增值税', '华润橡树湾B区  | 3室2厅 | 140.92平米 | 东南 | 其他 | 有电梯', '中楼层(共6层)2013年建板塔结合  -  橡树湾', '200万', '单价14193元/平米')
('https://image1.ljcdn.com/510100-inspection/test-abb5814a-bf2f-41ad-9b40-48ee0c53ca83.png.296x216.jpg', '套二 业主自住装修，带家具家电', '龙湖弗莱明戈一期  | 2室1厅 | 72平米 | 西北 | 其他 | 有电梯', '低楼层(共34层)2012年建板楼  -  郫县城区', '120万', '单价16667元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d4138014-6f83-4518-91bd-3632d685c9b6.png.296x216.jpg', '房子是派克公馆三期的房子，装修套二，带东西一起出售', '派克公馆  | 2室2厅 | 86.06平米 | 东北 | 其他 | 有电梯', '高楼层(共18层)2011年建板塔结合  -  成外', '121万', '单价14060元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadc5cddda1-3a05-4897-9049-cdff39e3fd50.jpg.296x216.jpg', '滨河花园+清水套四双卫顶跃+出售', '滨河花园  | 4室2厅 | 167.18平米 | 西南 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  郫县万达', '160万', '单价9571元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f4b13559-b26e-4b69-a824-e79f0a1ea4ed.png.296x216.jpg', '中铁塔米亚+装修套二+低楼层+小区有游泳池', '中铁塔米亚  | 2室2厅 | 75.31平米 | 西北 | 其他 | 有电梯', '低楼层(共17层)2011年建板塔结合  -  成外', '102万', '单价13545元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f530d596-2cad-41cb-a09d-d35f5ee97469.png.296x216.jpg', '郫都区，红光镇天邑宏御花园，带飘窗，带阳台。。。', '天邑宏御花园御苑  | 3室2厅 | 131.2平米 | 西北 | 其他 | 有电梯', '低楼层(共19层)2016年建塔楼  -  橡树湾', '130万', '单价9909元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0a7f92ea-8d71-441a-9824-03653ed9e67b.png.296x216.jpg', '西江月 装修套三 对中庭 带家具家电 东南朝向', '西江月  | 3室2厅 | 114.01平米 | 东南 | 精装 | 有电梯', '中楼层(共17层)2011年建塔楼  -  成外', '175万', '单价15350元/平米')
('https://image1.ljcdn.com/510100-inspection/test-55115e6d-d987-499d-99a1-b6c10fb5e3a1.png.296x216.jpg', '银丰园二区+清水房+业主全款购买', '银丰园二区  | 3室2厅 | 133.81平米 | 东南 | 其他', '中楼层(共7层)暂无数据  -  橡树湾', '92万', '单价6876元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ffa20d19-47b9-4414-abbd-117b26c4a5e2.png.296x216.jpg', '派克三期装修标准套二，带家具家电', '派克公馆  | 2室2厅 | 83.75平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2011年建板塔结合  -  成外', '120万', '单价14329元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0a972d2d-b759-46f3-a839-0a1a0b5d8f94.png.296x216.jpg', '置信逸都 全款购买 满二年 看房方便', '置信逸都C区  | 3室2厅 | 124.69平米 | 东北 | 其他 | 有电梯', '高楼层(共33层)2012年建板塔结合  -  郫县万达', '127万', '单价10186元/平米')
('https://image1.ljcdn.com/510100-inspection/test-218927e6-bfc7-4aa9-9bdc-35fba9e5b4a2.png.296x216.jpg', '万基金蓝湾装修房，满两年，采光通风效果好', '万基金蓝湾  | 1室1厅 | 48.29平米 | 西南 | 其他 | 有电梯', '低楼层(共18层)2009年建板塔结合  -  红光', '51万', '单价10562元/平米')
('https://image1.ljcdn.com/510100-inspection/c3bc9f93-56ef-4e65-97b0-f1278d84f32c.jpg.296x216.jpg', '348厂家属院，精装套三 中间楼层+满两年出售', '348厂家属院  | 3室1厅 | 90.96平米 | 东南 | 其他', '中楼层(共7层)暂无数据  -  郫县万达', '75万', '单价8246元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fc666390-e1b8-40fd-82a7-71301bfbc549.png.296x216.jpg', '西江月+装修套三+ 采光好+视野对中庭', '西江月  | 3室2厅 | 128.05平米 | 东南 | 其他 | 有电梯', '中楼层(共17层)2009年建板楼  -  成外', '185万', '单价14448元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0851e091-b385-485c-b2f0-0f7f9811d89c.png.296x216.jpg', '348厂家属院  1楼  出售', '348厂家属院  | 3室2厅 | 104.03平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2000年建板楼  -  郫县万达', '95万', '单价9132元/平米')
('https://image1.ljcdn.com/510100-inspection/test-eedd102c-5670-4d6e-a849-72bc816be246.png.296x216.jpg', '中信未来城北区套三双卫装修房客厅带阳台', '中信未来城北区  | 3室2厅 | 95.65平米 | 西北 | 其他 | 有电梯', '低楼层(共33层)2013年建塔楼  -  郫县城区', '113万', '单价11814元/平米')
('https://image1.ljcdn.com/510100-inspection/d9888d0a-9774-4fde-9f90-ac7155f1049e.jpg.296x216.jpg', '中信未来城南区套一出售，户型方正', '中信未来城南区  | 1室1厅 | 51平米 | 东南 | 其他 | 有电梯', '高楼层(共16层)2013年建塔楼  -  郫县城区', '68万', '单价13334元/平米')
('https://image1.ljcdn.com/510100-inspection/test-30894a2b-d3b3-418d-bffb-e79c9a866e25.png.296x216.jpg', '置信逸都+套三双卫+客厅带大阳台', '置信逸都C区  | 3室1厅 | 124平米 | 西南 | 其他 | 有电梯', '中楼层(共33层)2012年建板塔结合  -  郫县万达', '130万', '单价10484元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b4f28226-3156-4d02-b165-1a9b60379b97.png.296x216.jpg', '派克公馆洋房 带入户花园 有露台 户型通透采光好 清水', '派克公馆  | 3室2厅 | 161.02平米 | 东南 | 毛坯 | 有电梯', '高楼层(共6层)2007年建板楼  -  成外', '268万', '单价16644元/平米')
('https://image1.ljcdn.com/510100-inspection/test-751aa2ec-4914-4250-b5c2-648571850fc1.png.296x216.jpg', '景尚景套三双卫电梯精装房家具家电出售', '景尚景一期  | 3室2厅 | 125.34平米 | 东 | 精装 | 有电梯', '高楼层(共26层)2012年建板楼  -  郫县城区', '138万', '单价11011元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9061ec18-dac0-4d7e-a612-a880ae48a642.png.296x216.jpg', '四季豪廷，清水套三，产权在手，满两年', '四季豪廷  | 3室1厅 | 123.18平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)2010年建板塔结合  -  郫县城区', '153万', '单价12421元/平米')
('https://image1.ljcdn.com/510100-inspection/test-78a1e46c-27f4-4639-8544-e66d6a421d25.png.296x216.jpg', '交通方便 精装套二 中铁奥维尔', '中铁奥维尔  | 2室2厅 | 65平米 | 东南 | 其他 | 有电梯', '高楼层(共31层)2014年建板塔结合  -  郫县城区', '70万', '单价10770元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c2bd7d64-e9f4-481e-b0ec-4bdd624d20fc.png.296x216.jpg', '此房已满两年，无需增值税，绿化好，环境好，安静。', '正成名城左岸  | 2室0厅 | 57.11平米 | 西北 | 其他 | 有电梯', '高楼层(共22层)2008年建塔楼  -  红光', '43万', '单价7530元/平米')
('https://image1.ljcdn.com/510100-inspection/test-733b65b8-8e27-492b-bfc6-678a0433c2bf.png.296x216.jpg', '龙城国际+套三双卫+清水房+不临街', '龙城国际  | 3室2厅 | 138.8平米 | 东南 | 其他 | 有电梯', '中楼层(共10层)2013年建板塔结合  -  橡树湾', '240万', '单价17292元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload067199e7-c5c3-473c-b3f8-83c0fdb1112f.jpg.296x216.jpg', '犀浦装修套二 直接可以入住 视野开阔', '尚林家园  | 2室1厅 | 88.3平米 | 东南 | 精装 | 有电梯', '中楼层(共26层)2009年建板楼  -  犀浦', '100万', '单价11326元/平米')
('https://image1.ljcdn.com/510100-inspection/test-82712237-1dc5-4a5f-a9ab-4b974cb71c4e.png.296x216.jpg', '山木居 精装修 有家具家电 不临街 满两年', '山木居  | 3室2厅 | 97.71平米 | 东北 | 其他', '低楼层(共18层)板楼  -  红光', '90万', '单价9211元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9c416332-1d9c-4730-9ecf-84138bf7bca6.png.296x216.jpg', '此房是房东全款购买。主要是多余房产', '滨河花园  | 3室2厅 | 106平米 | 西南 | 其他 | 无电梯', '低楼层(共6层)2007年建板楼  -  郫县万达', '96万', '单价9057元/平米')
('https://image1.ljcdn.com/510100-inspection/test-24e66abe-a2cf-4a3b-8703-fae61d1cdd40.png.296x216.jpg', '成都后花园二期，花园清水洋房，满两年，没有增值税', '成都后花园二期  | 4室2厅 | 240.03平米 | 东南 | 其他 | 有电梯', '高楼层(共12层)板楼  -  成外', '350万', '单价14582元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadcd42814e-1353-4889-a178-e16a0c9b2588.jpg.296x216.jpg', '顶跃带花园，清水套五双卫，房子满两年，视野好', '天府上河居  | 5室2厅 | 160.43平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2009年建板楼  -  郫县城区', '79万', '单价4925元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e820575a-2644-425a-96f7-b09b366013f3.png.296x216.jpg', '五彩城套二清水房，户型方正，客厅带阳台，采光好', '五彩城  | 2室1厅 | 75平米 | 东南 | 其他 | 有电梯', '低楼层(共31层)2014年建板楼  -  郫县城区', '81万', '单价10800元/平米')
('https://image1.ljcdn.com/510100-inspection/test-10d18373-b6fe-4889-a384-6d726ebf58a0.png.296x216.jpg', '派克公馆 清水套二 双主卧户型 前后对中庭', '派克公馆  | 2室2厅 | 90.31平米 | 西北 | 其他 | 有电梯', '中楼层(共18层)2011年建板塔结合  -  成外', '138万', '单价15281元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d854b680-43d3-4483-a8cb-7c727c69fe7f.png.296x216.jpg', '绿地国际花都精装套二+对中庭+带平台', '绿地国际花都三期  | 2室1厅 | 73.66平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2014年建板楼  -  郫县城区', '80万', '单价10861元/平米')
('https://image1.ljcdn.com/510100-inspection/test-08fb2779-9ae2-4794-a6f7-9733c6a7a988.png.296x216.jpg', '天邑宏御花园房子出售          。', '天邑宏御花园御苑  | 2室2厅 | 93.43平米 | 东北 | 其他 | 有电梯', '高楼层(共25层)2016年建塔楼  -  橡树湾', '98万', '单价10490元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a26a331c-a97f-446b-90aa-89402ab70c8b.png.296x216.jpg', '合能四季城一期精装修套三出售，家具家电齐全', '合能四季城一期  | 3室2厅 | 93.22平米 | 东 | 精装 | 有电梯', '中楼层(共29层)2013年建板塔结合  -  犀浦', '135万', '单价14482元/平米')
('https://image1.ljcdn.com/510100-inspection/test-86f8307d-da5a-41b7-b8fa-531533312f7c.png.296x216.jpg', '中冶田园世界清水套三，客厅带阳台', '中冶田园世界  | 3室2厅 | 87.03平米 | 东北 | 其他 | 有电梯', '高楼层(共25层)2013年建板塔结合  -  郫县城区', '90万', '单价10342元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7dafc775-cb8e-4a37-95da-ae388866060b.png.296x216.jpg', '西江月套三装修房，客厅卧室不临街，带家具家电出售', '西江月  | 3室2厅 | 109.95平米 | 东南 | 精装 | 有电梯', '高楼层(共17层)2009年建塔楼  -  成外', '165万', '单价15007元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload53021709-b457-43b0-b349-f1c4aaaa2c89.jpg.296x216.jpg', '郫都区 西门 装修大套二 东南向 视野好', '上河苑  | 2室1厅 | 78.53平米 | 东南 | 其他', '高楼层(共18层)板楼  -  郫县城区', '65万', '单价8278元/平米')
('https://image1.ljcdn.com/510100-inspection/test-aae2b5f0-43c9-448a-85c2-da4ac63ccddd.png.296x216.jpg', '派克公馆 小高层套二 对中庭 不临街 客厅带阳台', '派克公馆  | 2室2厅 | 88.88平米 | 东 | 其他 | 有电梯', '中楼层(共14层)2008年建板塔结合  -  成外', '135万', '单价15190元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8cfd8ad4-98ab-436a-a45f-464deb7c1c9f.png.296x216.jpg', '山木居 有装修 有家具家电 可拎包入住', '山木居  | 3室2厅 | 96.53平米 | 东南 | 其他', '低楼层(共18层)板楼  -  红光', '97万', '单价10049元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f1a0e0d7-aecd-4d7b-89d6-57f1a677b1ce.png.296x216.jpg', '南兴巷94号 装修套三 客厅带阳台', '南兴巷94号  | 3室2厅 | 107.24平米 | 东南 | 其他', '高楼层(共6层)暂无数据  -  郫县城区', '67万', '单价6248元/平米')
('https://image1.ljcdn.com/510100-inspection/test-893177be-c565-4d3c-9f0d-f7cf79a5c1dd.png.296x216.jpg', '鹃城园四期 1室1厅 42万', '鹃城园四期  | 1室1厅 | 46.09平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2000年建板楼  -  郫县城区', '42万', '单价9113元/平米')
('https://image1.ljcdn.com/510100-inspection/test-af7c046e-e19d-4e1b-967e-03e855e02d94.png.296x216.jpg', '季柳园，标准套二，有装修，不临街', '交大万嘉季柳园  | 2室2厅 | 86平米 | 东南 | 精装 | 有电梯', '低楼层(共26层)2013年建塔楼  -  犀浦', '93万', '单价10814元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c8d15bef-34fb-4761-ae60-c51186016342.png.296x216.jpg', '成都后花园三期 清水房，现在空置状态', '成都后花园三期  | 4室2厅 | 113.54平米 | 东 | 毛坯 | 有电梯', '高楼层(共25层)2012年建塔楼  -  成外', '190万', '单价16735元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1026d530-7020-4673-b5f3-bad3e20433e9.png.296x216.jpg', '交大季柳园 套三双卫 主卧带卫生间和衣帽间 诚心出售', '交大万嘉季柳园  | 3室1厅 | 122.47平米 | 西北 | 其他 | 有电梯', '低楼层(共26层)2013年建塔楼  -  犀浦', '126.5万', '单价10330元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dcec1bc9-3442-4362-9286-e2a2454fc260.png.296x216.jpg', '一里阳光带花园朝南对中庭装修三方', '一里阳光  | 3室2厅 | 122.97平米 | 西南 | 其他 | 无电梯', '低楼层(共6层)2013年建板塔结合  -  郫县万达', '140万', '单价11385元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bc929349-c338-4d1a-9c2b-441864b4bdbc.png.296x216.jpg', '标准套二，位置安静，有装修，明厨明卫，采光好。', '交大万嘉樟菊园  | 2室2厅 | 91.04平米 | 东南 | 精装 | 有电梯', '中楼层(共26层)2014年建塔楼  -  犀浦', '98万', '单价10765元/平米')
('https://image1.ljcdn.com/510100-inspection/test-debe8b2c-6d41-4add-a25b-54f918c75b03.png.296x216.jpg', '华邑阳光里装修套三单卫，保养不错', '华邑阳光里  | 3室2厅 | 88.53平米 | 东南 | 其他 | 有电梯', '中楼层(共30层)2015年建板塔结合  -  犀浦', '134万', '单价15137元/平米')
('https://image1.ljcdn.com/510100-inspection/test-23916629-e858-4cf0-9bcb-127da4b9ab8d.png.296x216.jpg', '通透精装套三 客厅带阳台+书房 双中庭安静 一梯两户', '派克公馆  | 3室2厅 | 133.69平米 | 东北 | 其他 | 有电梯', '中楼层(共12层)2011年建板楼  -  成外', '238万', '单价17803元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadbec229a9-bf72-4d6a-a508-01b6e05bb806.jpg.296x216.jpg', '此房房龄新，有装修 ，装修保存好，适合居家。', '蓉树园  | 3室2厅 | 83.27平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)2014年建板楼  -  红光', '95万', '单价11409元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a9880317-4837-4421-8b6d-619d5336c49c.png.296x216.jpg', '樟菊园清水套三双卫，东南朝向可看湖，赠送车位', '交大万嘉樟菊园  | 3室2厅 | 117.92平米 | 东南 | 毛坯 | 有电梯', '高楼层(共26层)2014年建塔楼  -  犀浦', '145万', '单价12297元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e2e968ad-5ddb-48a2-8107-d207389ff260.png.296x216.jpg', '西江月装修套三，对中庭，位置安静', '西江月  | 3室2厅 | 139.59平米 | 西北 | 其他 | 有电梯', '中楼层(共17层)2009年建板楼  -  成外', '205万', '单价14686元/平米')
('https://image1.ljcdn.com/510100-inspection/test-67e4b7b6-fb85-4743-b3da-4524e8ec172a.png.296x216.jpg', '不临街+两梯两户+通透户型+楼层好+采光充足', '派克公馆  | 4室2厅 | 191.93平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2011年建板塔结合  -  成外', '290万', '单价15110元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c3758ca5-9a70-4d63-8878-4972f3d6f5b4.png.296x216.jpg', '宇众曼城，中间楼层，有阳台，有采光', '宇众曼城  | 1室1厅 | 34.4平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2013年建板楼  -  红光', '23万', '单价6687元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e0e21d99-c13b-4e0c-8c8d-404cd6304a11.png.296x216.jpg', '绿茵豪庭新装大户型，可出租可自住，看房方便', '绿茵豪庭B区  | 4室2厅 | 145.23平米 | 东南 西北 | 简装 | 有电梯', '中楼层(共11层)2008年建板楼  -  成外', '145万', '单价9985元/平米')
