('https://image1.ljcdn.com/340100-inspection/140b7668-86a7-4d29-bd92-5990a7ee96e1.JPG.296x216.jpg', '琥珀名城沁园 3室1厅 130万', '琥珀名城沁园  | 3室1厅 | 95.84平米 | 南 | 其他', '低楼层(共18层)2009年建塔楼  -  龙岗', '130万', '单价13565元/平米')
('https://image1.ljcdn.com/340100-inspection/be3ddb0e-59d1-4f32-9762-73238846fd1f.JPG.296x216.jpg', '华业苑 顶楼复式，三房 采光好  小区环境优美。', '华业苑  | 3室2厅 | 139.36平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  和平路', '160万', '单价11482元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload83ab56d1-db9e-4c53-81d8-0f641d096f0a.jpg.296x216.jpg', '两居室  交通便利  采光足  70年产权  公摊小', '红星村  | 2室1厅 | 73.2平米 | 南 | 其他', '高楼层(共7层)1988年建板楼  -  长淮', '84万', '单价11476元/平米')
('https://image1.ljcdn.com/340100-inspection/f3495977-a273-4d46-a2e1-542cd75c8f36.jpg.296x216.jpg', '花溪新村 三房 适合刚需 配套完善', '花溪新村  | 3室1厅 | 72.72平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  铜陵路', '88万', '单价12102元/平米')
('https://image1.ljcdn.com/340100-inspection/945889a9-ebdd-482c-b2d1-1ba5cf10ec0d.jpg.296x216.jpg', '群力新村 中上楼层 南北通透 精装1居室 拎包入住', '群力新村  | 1室1厅 | 45.17平米 | 南 北 | 其他', '中楼层(共7层)2000年建板楼  -  明光路', '62万', '单价13726元/平米')
('https://image1.ljcdn.com/340100-inspection/293d7e95-f808-43b1-8697-7a7e6367f96b.jpg.296x216.jpg', '吟春园 4室2厅 202万', '吟春园  | 4室2厅 | 156.77平米 | 南 北 | 其他', '高楼层(共6层)2002年建板楼  -  三里街', '202万', '单价12886元/平米')
('https://image1.ljcdn.com/340100-inspection/012c50e7-bbdc-4c77-bc20-1ccc6438964f.jpg.296x216.jpg', '鸣香苑 精装两室 户型方正 满五不唯一', '鸣香苑  | 2室1厅 | 80.91平米 | 西 | 其他', '高楼层(共18层)2000年建塔楼  -  明光路', '130万', '单价16068元/平米')
('https://image1.ljcdn.com/340100-inspection/05c06ec4-fd98-4a42-bf3e-f74d838e36ae.jpg.296x216.jpg', '蓝岸雅居 3室2厅 精装 通透 满五 唯一', '蓝岸雅居  | 3室2厅 | 138.95平米 | 南 | 其他', '中楼层(共26层)2010年建塔楼  -  明光路', '235万', '单价16913元/平米')
('https://image1.ljcdn.com/340100-inspection/71e50994-07a5-416f-ab84-990360dc2116.JPG.296x216.jpg', '中间楼层，采光充足，视野开阔.', '园林都市  | 3室2厅 | 104.68平米 | 南 北 | 其他', '中楼层(共18层)2008年建塔楼  -  铜陵路', '135万', '单价12897元/平米')
('https://image1.ljcdn.com/340100-inspection/4a91aa90-a080-4213-8455-44e41a29453d.jpg.296x216.jpg', '信地城市广场 1室1厅 60万', '信地城市广场  | 1室1厅 | 45.39平米 | 东北 | 其他', '高楼层(共32层)2011年建塔楼  -  长淮', '60万', '单价13219元/平米')
('https://image1.ljcdn.com/340100-inspection/c2909c1c-6186-4ca6-9f0e-f1eb147fd5c4.JPG.296x216.jpg', '瑞泰城市家园 2室2厅 100万', '瑞泰城市家园  | 2室2厅 | 80.22平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  龙岗', '100万', '单价12466元/平米')
('https://image1.ljcdn.com/340100-inspection/76f60a25-450e-40fa-bde8-23011a63fe1c.JPG.296x216.jpg', '橘郡万绿园 1室1厅 77万', '橘郡万绿园  | 1室1厅 | 62.05平米 | 南 | 其他', '中楼层(共16层)2004年建板楼  -  铜陵路', '77万', '单价12410元/平米')
('https://image1.ljcdn.com/340100-inspection/ebd5b066-cc85-498e-bf08-ca1535ddf524.JPG.296x216.jpg', '长江东路 九狮水岸小区 精装两居 环境优美 户型方正', '九狮水岸  | 2室1厅 | 84平米 | 南 北 | 其他', '低楼层(共6层)板楼  -  龙岗', '96万', '单价11429元/平米')
('https://image1.ljcdn.com/340100-inspection/19cfea4b-2ec5-4058-b1d3-f4f25b1e5122.JPG.296x216.jpg', '银都苑 复式楼 采光好 交通方便', '银都苑  | 4室3厅 | 154平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  嘉山路', '149万', '单价9676元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadf95ab04a-245e-4abc-bf1c-4d7bcd92f76a.JPG.296x216.jpg', '真实房源  静安新城南区，采光好', '静安新城南区  | 1室1厅 | 51.84平米 | 南 | 其他', '中楼层(共12层)塔楼  -  大兴镇', '51万', '单价9838元/平米')
('https://image1.ljcdn.com/340100-inspection/3be8a93d-c6b7-442a-ba08-881092e1ed98.JPG.296x216.jpg', '和平广场 繁华商圈 宝业城市绿苑 多层无公摊', '宝业城市绿苑北区  | 2室1厅 | 67.28平米 | 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  和平路', '110万', '单价16350元/平米')
('https://image1.ljcdn.com/340100-inspection/ae7bd59b-993e-4339-899f-25ee098ea800.jpg.296x216.jpg', '香江世纪名城 大三房 采光充足  配套齐全 看房方便', '香江世纪名城  | 3室2厅 | 123.44平米 | 南 | 其他', '低楼层(共11层)2006年建板楼  -  铜陵路', '136万', '单价11018元/平米')
('https://image1.ljcdn.com/340100-inspection/be485fb1-7a8b-4e6f-9d3e-ca39c09a3feb.JPG.296x216.jpg', '新泉路与新蚌埠路交叉口  金桥湾花园  满五  看房方便', '金桥湾花园  | 3室2厅 | 123.58平米 | 南 北 | 其他', '低楼层(共18层)2006年建板塔结合  -  嘉山路', '142万', '单价11491元/平米')
('https://image1.ljcdn.com/340100-inspection/7a559fd9-4b01-465e-9857-00a30629584b.jpg.296x216.jpg', '锦怡家园 北一环与恒大之间 单价低', '锦怡家园  | 2室2厅 | 73.7平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  胜利路', '82万', '单价11127元/平米')
('https://image1.ljcdn.com/340100-inspection/2d8dcb8e-97c2-4050-b439-eec2cbda5ad3.JPG.296x216.jpg', '瑞泰城市家园 地铁口 精装3房 采光无限号', '瑞泰城市家园  | 3室2厅 | 92.35平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  龙岗', '110万', '单价11912元/平米')
('https://image1.ljcdn.com/340100-inspection/c5df2708-03e4-4680-a107-ad02fe025960.jpg.296x216.jpg', '楼层好  采光充足   业主诚心出售', '胜利新村  | 1室1厅 | 49.37平米 | 南 | 其他', '中楼层(共6层)2004年建板楼  -  长淮', '64万', '单价12964元/平米')
('https://image1.ljcdn.com/340100-inspection/82044442-aef2-4e02-beea-024f84f11ee7.jpg.296x216.jpg', '兰亭园 大四室 南北通透 东边户 采光无影响 精装修', '兰亭园  | 4室2厅 | 194.57平米 | 南 北 | 其他', '高楼层(共18层)2006年建板楼  -  胜利路', '220万', '单价11307元/平米')
('https://image1.ljcdn.com/340100-inspection/73509d6e-9f39-4cbe-87e6-569a7c0412a1.JPG.296x216.jpg', '玉兰苑 3室2厅 123万', '玉兰苑  | 3室2厅 | 128.1平米 | 南 北 | 简装', '中楼层(共6层)2000年建塔楼  -  龙岗', '123万', '单价9602元/平米')
('https://image1.ljcdn.com/340100-inspection/b35bb70e-bed7-45ec-b920-33de10e93711.JPG.296x216.jpg', '中间楼层精装修大四房，全明户型小区环境优美满五少税', '宝业城市绿苑东区  | 4室2厅 | 134.55平米 | 南 | 其他', '中楼层(共18层)2008年建板楼  -  和平路', '232万', '单价17243元/平米')
('https://image1.ljcdn.com/340100-inspection/35237fd0-79f8-4e15-a288-c90a66e96672.jpg.296x216.jpg', '七里香榭 精装修三房 大客厅 中间楼层', '七里香榭  | 3室2厅 | 94.54平米 | 南 | 其他', '中楼层(共34层)2012年建塔楼  -  长淮', '155万', '单价16396元/平米')
('https://image1.ljcdn.com/340100-inspection/67f8caae-1190-43f1-b52d-2c0e26be6aa5.jpg.296x216.jpg', '西边套，南北通透，精致装修，送家具家电，拎包入住', '御景湾  | 2室2厅 | 90.3平米 | 南 北 | 其他', '高楼层(共33层)2009年建板塔结合  -  明光路', '180万', '单价19934元/平米')
('https://image1.ljcdn.com/340100-inspection/288bbce8-0349-4c37-8d45-57638c3b39dc.jpg.296x216.jpg', '侨康苑北一环  交通便利  带车位  看房方便', '侨康苑  | 3室2厅 | 131.27平米 | 南 | 精装', '中楼层(共7层)2009年建板楼  -  胜利路', '178万', '单价13560元/平米')
('https://image1.ljcdn.com/340100-inspection/6bfe7a35-468c-4f3e-80a5-59d8c9367d0d.jpg.296x216.jpg', '紫云府 2室2厅 155万', '紫云府  | 2室2厅 | 80.33平米 | 南 | 其他', '高楼层(共34层)2012年建板楼  -  三里街', '155万', '单价19296元/平米')
('https://image1.ljcdn.com/340100-inspection/989edb9a-19ad-43be-8d75-d4dbe88d8781.JPG.296x216.jpg', '丽水天锦苑 2室1厅 77万', '丽水天锦苑  | 2室1厅 | 61.81平米 | 南 | 其他', '低楼层(共18层)2010年建板塔结合  -  龙岗', '77万', '单价12458元/平米')
('https://image1.ljcdn.com/340100-inspection/d4f33746-9f6b-4fe3-b5e3-a6783c15e5a6.JPG.296x216.jpg', '顶楼复式，采光充足，大露台，四室朝南', '皇马花园  | 5室2厅 | 168.39平米 | 南 | 其他', '高楼层(共6层)板楼  -  龙岗', '170万', '单价10096元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload1ae53d40-0343-4e96-8599-7ef9424ba62a.JPG.296x216.jpg', '大通小 三十八中  单价低 欢迎随时看房', '万和新城广场  | 1室1厅 | 59.2平米 | 东 | 其他', '中楼层(共22层)2009年建塔楼  -  和平路', '78万', '单价13176元/平米')
('https://image1.ljcdn.com/340100-inspection/d9246616-8591-42e8-a4e1-86f8376bd799.JPG.296x216.jpg', '钢北新村 2室1厅 55万', '钢北新村  | 2室1厅 | 50.7平米 | 南 | 其他', '低楼层(共6层)板楼  -  红光', '55万', '单价10849元/平米')
('https://image1.ljcdn.com/340100-inspection/1e89641f-b293-4283-bea7-01d847121fa4.JPG.296x216.jpg', '万绿园 品质小区  配套成熟  交通便利   居住舒服', '橘郡万绿园  | 3室2厅 | 124.5平米 | 南 北 | 其他', '低楼层(共16层)2004年建板楼  -  铜陵路', '139万', '单价11165元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload33113edd-57d0-47cc-ba18-a959c6edb377.jpg.296x216.jpg', '琅琊小区 刚需小两房 采光好 总价低', '琅琊小区  | 2室1厅 | 56.98平米 | 南 | 其他', '高楼层(共6层)1997年建板楼  -  三里街', '67.5万', '单价11847元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadc8b1ef02-65d2-4309-a35c-fa62db4aea87.JPG.296x216.jpg', '满五年 南北通透 采光充足 看房方便 毛坯房', '皇马花园  | 2室2厅 | 90.74平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  龙岗', '109万', '单价12013元/平米')
('https://image1.ljcdn.com/340100-inspection/c57a40db-3d03-4b6e-9753-dc86e73d1d8c.jpg.296x216.jpg', '总价低，交通方便，周边设施齐全，拎包入住！', '南都雲庭  | 1室1厅 | 49.1平米 | 西南 | 精装', '低楼层(共33层)2011年建塔楼  -  三里街', '80万', '单价16294元/平米')
('https://image1.ljcdn.com/340100-inspection/cc3ace5a-6752-4f69-87e0-7e46e5118bde.jpg.296x216.jpg', '锦怡家园 4室3厅 175万', '锦怡家园  | 4室3厅 | 175平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  胜利路', '175万', '单价10000元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload641154af-0947-4592-9706-9ae471452e78.jpg.296x216.jpg', '未来家园，正规三室，东边户两室朝南，小区环境好', '未来家园  | 3室2厅 | 93.39平米 | 南 | 其他', '低楼层(共27层)2012年建塔楼  -  长淮', '142万', '单价15206元/平米')
('https://image1.ljcdn.com/340100-inspection/7c41bc45-e354-42bd-98f1-3b490144cc48.JPG.296x216.jpg', '南北通透 赠送大露台 复试40万精装 交通便利', '月亮湾亲水嘉园  | 3室2厅 | 106.48平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  龙岗', '135万', '单价12679元/平米')
('https://image1.ljcdn.com/340100-inspection/af7f489c-83be-4a75-a7fb-2b69665e378d.JPG.296x216.jpg', '万达华府 3室1厅 148万', '万达华府  | 3室1厅 | 87.85平米 | 南 北 | 其他', '高楼层(共34层)暂无数据  -  方庙', '148万', '单价16847元/平米')
('https://image1.ljcdn.com/340100-inspection/a59ff819-b7a5-49b3-a396-e4de4f2c42c4.JPG.296x216.jpg', '华都城市花园 3室2厅 136万', '华都城市花园  | 3室2厅 | 103.71平米 | 南 | 其他', '中楼层(共6层)板楼  -  龙岗', '136万', '单价13114元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadcb90be87-a514-4f6b-b1b8-4d495bd15720.JPG.296x216.jpg', '鼎元府邸 2室1厅 138万', '鼎元府邸  | 2室1厅 | 73.18平米 | 南 | 其他', '低楼层(共32层)2011年建塔楼  -  和平路', '138万', '单价18858元/平米')
('https://image1.ljcdn.com/340100-inspection/37b91b67-9a38-4845-abcb-e38c45a79534.jpg.296x216.jpg', '铜陵路宝业城市绿苑东区电梯房中高楼层两室朝南采光好', '宝业城市绿苑东区  | 2室2厅 | 96.69平米 | 南 | 其他', '中楼层(共18层)2008年建板楼  -  和平路', '170万', '单价17582元/平米')
('https://image1.ljcdn.com/340100-inspection/76b5177e-fdb5-4e2c-8161-91dee6bd82c3.jpg.296x216.jpg', '精装修婚房复式楼 南北通透 随时看房', '罗马花园西区  | 4室2厅 | 130平米 | 南 北 | 精装', '高楼层(共6层)板楼  -  长淮', '135万', '单价10385元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploaddba24d3c-e4ef-4e65-b9d5-b7f17bc50be2.JPG.296x216.jpg', '此房满五年，  精装修 楼层佳 采光好', '钢北新村  | 2室1厅 | 56.5平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  红光', '54.5万', '单价9647元/平米')
('https://image1.ljcdn.com/340100-inspection/557e20bf-1368-4633-b924-090cf850a9fd.JPG.296x216.jpg', '橘郡万绿园 临泉路 小三居 南北通透 楼层好采光无遮挡', '橘郡万绿园  | 3室2厅 | 94.34平米 | 南 北 | 其他', '低楼层(共6层)2004年建板楼  -  铜陵路', '120万', '单价12720元/平米')
('https://image1.ljcdn.com/340100-inspection/78454d8c-62d0-4068-8863-dd76bf2551bf.JPG.296x216.jpg', '中间楼层，采光充足，视野开阔。', '柏莊春暖花开  | 3室2厅 | 104.93平米 | 南 | 其他', '低楼层(共34层)2015年建塔楼  -  七里站', '165万', '单价15725元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload2b6ab781-9413-46d8-89a2-e20ef9c66c7f.jpg.296x216.jpg', '银屏花园 顶楼复式 采光好 诚售 看房方便', '银屏花园  | 3室2厅 | 104.6平米 | 南 | 其他', '高楼层(共6层)2002年建板楼  -  胜利路', '120万', '单价11473元/平米')
('https://image1.ljcdn.com/340100-inspection/3e1a893b-b111-4289-ac7b-1e988b92b019.JPG.296x216.jpg', '美晨雅阁 2室2厅 125万', '美晨雅阁  | 2室2厅 | 86.63平米 | 南 北 | 其他', '中楼层(共6层)2009年建塔楼  -  嘉山路', '125万', '单价14430元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploade6722cc4-1559-4ec2-8aff-655c61f666b3.jpg.296x216.jpg', '紫云府 2室2厅 169万', '紫云府  | 2室2厅 | 88.41平米 | 南 | 精装', '中楼层(共34层)2012年建板楼  -  三里街', '169万', '单价19116元/平米')
('https://image1.ljcdn.com/340100-inspection/0d56a269-4933-4fb9-a694-44d9eeb86164.JPG.296x216.jpg', '和平路 市二院 纺织二村 精装五房', '纺织二村  | 5室2厅 | 131.77平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  和平路', '135万', '单价10246元/平米')
('https://image1.ljcdn.com/340100-inspection/2f29c58e-9b8f-4a4b-8089-ea794cd746eb.JPG.296x216.jpg', '橘郡万绿园满庭芳 2室2厅 128万', '橘郡万绿园满庭芳  | 2室2厅 | 90.93平米 | 南 北 | 其他', '中楼层(共6层)2007年建板楼  -  铜陵路', '128万', '单价14077元/平米')
('https://image1.ljcdn.com/340100-inspection/e913e949-18b9-4a4f-b767-7091f64eaf8a.JPG.296x216.jpg', '纺织二村 2室2厅 88万', '纺织二村  | 2室2厅 | 66.73平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  和平路', '88万', '单价13188元/平米')
('https://image1.ljcdn.com/340100-inspection/3d460166-3f58-40b2-a186-fbf4703639e7.JPG.296x216.jpg', '斯瑞新景苑 2室2厅 100万', '斯瑞新景苑  | 2室2厅 | 89.32平米 | 南 | 其他', '中楼层(共6层)板楼  -  龙岗', '100万', '单价11196元/平米')
('https://image1.ljcdn.com/340100-inspection/c4287d0d-d1a0-44f9-b105-c49aeac48456.jpg.296x216.jpg', '香江国际佳元 2室2厅 104万', '香江国际佳元  | 2室2厅 | 78.15平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  长淮', '104万', '单价13308元/平米')
('https://image1.ljcdn.com/340100-inspection/222d05d4-f085-44dd-804c-d30b6069cb9f.jpg.296x216.jpg', '城建琥珀名城 南北通透 满五 业主诚售 采光充足', '琥珀名城茗园  | 3室2厅 | 100.27平米 | 南 北 | 其他', '低楼层(共6层)板楼  -  龙岗', '120万', '单价11968元/平米')
('https://image1.ljcdn.com/340100-inspection/99a44443-c077-4ec1-9e3e-e3a4f251aa13.JPG.296x216.jpg', '满五唯一，业主诚心卖，精装修。', '琥珀名城沁园  | 3室1厅 | 95.42平米 | 南 | 其他', '低楼层(共18层)2009年建塔楼  -  龙岗', '136万', '单价14253元/平米')
('https://image1.ljcdn.com/340100-inspection/5e672e34-28ee-478c-8107-a117f5e3461b.jpg.296x216.jpg', '沿河小区 一梯两户 中间楼层 采光良好', '市政大院小区  | 2室1厅 | 67平米 | 南 北 | 其他', '中楼层(共6层)暂无数据  -  胜利路', '90万', '单价13433元/平米')
('https://image1.ljcdn.com/340100-inspection/5a390cdf-4888-46aa-a7d8-556e2e82f884.jpg.296x216.jpg', '锦绣豪庭 正规一居室 明光路地铁口 诚心出售', '锦绣豪庭  | 1室1厅 | 54.94平米 | 南 | 其他', '高楼层(共32层)2012年建塔楼  -  胜利路', '81万', '单价14744元/平米')
('https://image1.ljcdn.com/340100-inspection/ba818f16-dd4d-4f50-8dfa-101bca5ffc2b.jpg.296x216.jpg', '临泉路与新蚌埠路交叉口.火车站附近.拎包入住，精装修', '未来家园  | 3室1厅 | 87.28平米 | 南 | 精装', '中楼层(共27层)塔楼  -  长淮', '130万', '单价14895元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadb0c168ce-f791-4815-9754-e6dbbaca72af.JPG.296x216.jpg', '万和3房 不吵 精装修 价格可谈 业主诚心出售', '万和新城广场  | 3室2厅 | 109.7平米 | 南 | 其他', '高楼层(共27层)2009年建塔楼  -  和平路', '185万', '单价16865元/平米')
('https://image1.ljcdn.com/340100-inspection/a44e0671-0e04-4f31-8581-b9c0bf05956d.jpg.296x216.jpg', '宝文大厦 中间楼层 采光好 单价低', '宝文大厦  | 1室1厅 | 75.51平米 | 东北 | 其他', '中楼层(共12层)暂无数据  -  长淮', '91万', '单价12052元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadc839acb9-3711-4a96-994e-095e802cd354.JPG.296x216.jpg', '为你而选为你为家 利港银河新城  家电齐全拎包入住', '利港银河新城  | 2室2厅 | 85.95平米 | 南 | 其他', '中楼层(共16层)2009年建塔楼  -  嘉山路', '130万', '单价15126元/平米')
