('https://image1.ljcdn.com/shfdfs-image/20171130/86c1bddc-d736-4555-9e2e-6148af580ff6.jpg.296x216.jpg', '2016年次新小区，市中牛B住宅，8/10号地铁全南户型', '复兴珑御  | 2室2厅 | 140平米 | 南 | 精装', '中楼层(共32层)板楼  -  老西门', '1730万', '单价123572元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/17ea4df5-8c1c-4757-bfa6-5337aa39d670.png.280x210.jpg', '蒙西小区 1室1厅 370万', '蒙西小区  | 1室1厅 | 44.88平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1987年建板楼  -  五里桥', '370万', '单价82443元/平米')
('https://image1.ljcdn.com/310000-inspection/test-19b295df-1a6d-4dc8-b9aa-9706940daa9f.png.296x216.jpg', '达新大楼 2室1厅 645万', '达新大楼  | 2室1厅 | 76平米 | 南 | 简装 | 有电梯', '中楼层(共15层)1992年建板楼  -  五里桥', '645万', '单价84869元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161117/dd04b9bf-04e5-48f7-a0bf-b6c3eb8cbc25.jpg.296x216.jpg', '新华南园大厦 2室1厅 610万', '新华南园大厦  | 2室1厅 | 68.2平米 | 南 | 精装 | 有电梯', '中楼层(共28层)2004年建塔楼  -  世博滨江', '610万', '单价89443元/平米')
('https://image1.ljcdn.com/310000-inspection/test-393b2498-463b-4ded-99bf-399a59d86562.png.296x216.jpg', '华润外滩九里 3室2厅 2450万', '华润外滩九里  | 3室2厅 | 187.98平米 | 南 | 精装 | 有电梯', '中楼层(共25层)2010年建板楼  -  黄浦滨江', '2450万', '单价130334元/平米')
('https://image1.ljcdn.com/310000-inspection/test-beb7a3f3-642d-4c78-84f4-c38aac666bee.png.296x216.jpg', '南北通透的大两房，小区里 ji 售的一套两房', '滨江名人苑  | 2室2厅 | 114.96平米 | 南 北 | 精装 | 有电梯', '低楼层(共31层)板楼  -  黄浦滨江', '1000万', '单价86987元/平米')
('https://image1.ljcdn.com/310000-inspection/040edfa0-5df0-4153-8bc6-61b73237361f.jpg.296x216.jpg', '天天花园 2室2厅 823万', '天天花园  | 2室2厅 | 137.3平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)1997年建塔楼  -  打浦桥', '823万', '单价59942元/平米')
('https://image1.ljcdn.com/310000-inspection/92808280-e1be-40a0-b549-54decbbbc1f8.jpg.296x216.jpg', '南北通透，全明户型，普通住宅唯一税少，采光通风好', '永泰街43弄  | 2室0厅 | 52.48平米 | 南 | 精装', '高楼层(共7层)1986年建板楼  -  董家渡', '420万', '单价80031元/平米')
('https://image1.ljcdn.com/310000-inspection/test-71930239-5ffa-43c0-8c0f-6d7343153a67.png.296x216.jpg', '北蒙三小区 1室1厅 345万', '北蒙三小区  | 1室1厅 | 42.6平米 | 西南 | 其他 | 有电梯', '低楼层(共7层)1989年建板楼  -  五里桥', '345万', '单价80986元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6cbbefa3-4f25-46cc-9ab6-0ea85f9f0137.png.296x216.jpg', '驰骋大楼 2室1厅 880万', '驰骋大楼  | 2室1厅 | 80.72平米 | 南 | 简装 | 有电梯', '高楼层(共26层)塔楼  -  世博滨江', '880万', '单价109019元/平米')
('https://image1.ljcdn.com/310000-inspection/47e0f827-1056-4234-b9c3-5f3e966509bf.jpg.296x216.jpg', '满五年唯一，随时看房，诚意出售，追求有缘人接手', '西凌新邨  | 2室1厅 | 52.71平米 | 北 | 简装 | 有电梯', '高楼层(共7层)1992年建板楼  -  蓬莱公园', '350万', '单价66402元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f6e004b4-d235-497e-b372-8b13486bb85f.png.296x216.jpg', '低于市场价诚意出售。地贴口，自主率高、户型方正.', '桃源兴城苑  | 3室2厅 | 136.89平米 | 南 | 精装 | 有电梯', '中楼层(共26层)2003年建板楼  -  五里桥', '1300万', '单价94967元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160418/708cd3d9-c5cb-40aa-a898-da1a4500e104.jpg.296x216.jpg', '上海外国语大 学 附 属 小 学  高区江景房，带大露台', '雾晓大楼  | 2室2厅 | 125平米 | 南 | 简装 | 有电梯', '高楼层(共20层)1988年建板楼  -  世博滨江', '1200万', '单价96000元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e7c98aad-0609-4c46-862d-d6ba642a91fc.png.296x216.jpg', '春江大楼 2室1厅 530万', '春江大楼  | 2室1厅 | 68.44平米 | 南 | 简装 | 有电梯', '低楼层(共20层)1984年建塔楼  -  世博滨江', '530万', '单价77441元/平米')
('https://image1.ljcdn.com/310000-inspection/1f854b95-1cf0-48c4-aa53-92bdd70cfc1f.jpg.296x216.jpg', '老业主委托 出售两房换三房 要看房或沟通价格敬请来电', '南浦公寓  | 2室2厅 | 92.5平米 | 南 | 简装 | 有电梯', '中楼层(共26层)1996年建塔楼  -  蓬莱公园', '728万', '单价78703元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171014/6459e708-00e8-4e10-b105-0e1448bd749f.jpg.296x216.jpg', '中福花苑 1室1厅 400万', '中福花苑  | 1室1厅 | 42.46平米 | 西 | 简装 | 有电梯', '中楼层(共15层)2003年建塔楼  -  蓬莱公园', '400万', '单价94207元/平米')
('https://image1.ljcdn.com/310000-inspection/5fa2a2e9-292d-4b05-850e-941295401e5a.jpg.296x216.jpg', '翠湖雅苑+3房复式+满五唯一+送车位+随时可看', '翠湖天地雅苑  | 3室2厅 | 204平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2003年建板楼  -  新天地', '3000万', '单价147059元/平米')
('https://image1.ljcdn.com/310000-inspection/e1b85b95-5904-4d62-8961-d13d015e33ca.jpg.296x216.jpg', '天天花园 2室2厅 816万', '天天花园  | 2室2厅 | 136.26平米 | 西南 西 | 简装 | 有电梯', '低楼层(共32层)1997年建塔楼  -  打浦桥', '816万', '单价59886元/平米')
('https://image1.ljcdn.com/310000-inspection/83096aa2-3450-4dad-9646-31cfc70fdfe5.jpg.296x216.jpg', '全明_双阳台【售后公房_税少】临空看中国馆_梅赛德斯', '南园小区  | 3室1厅 | 103.54平米 | 东南 | 简装 | 有电梯', '中楼层(共29层)1994年建塔楼  -  打浦桥', '740万', '单价71470元/平米')
('https://image1.ljcdn.com/310000-inspection/6a5215e8-708e-4c74-b0e0-edec077e9e7f.jpg.296x216.jpg', '瑞金新苑 3室2厅 1180万', '瑞金新苑  | 3室2厅 | 128.21平米 | 南 | 简装 | 有电梯', '中楼层(共28层)板楼  -  新天地', '1180万', '单价92037元/平米')
('https://image1.ljcdn.com/310000-inspection/test-239a8eed-edab-4939-858c-24724fbfb80b.png.296x216.jpg', '精装两室户  单价低  总价低  税费低  方便看房', '打浦路339弄  | 3室0厅 | 48.86平米 | 西 北 | 精装 | 无电梯', '低楼层(共6层)1982年建板楼  -  打浦桥', '345万', '单价70610元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170925/78cafc1a-f3a0-45b1-ae7a-a2d2a7683cc9.jpg.296x216.jpg', '产权房 新装修 带露台 客厅挑空 采光好 业主诚意出售', '龙门邨  | 6室2厅 | 400平米 | 南 | 精装 | 无电梯', '低楼层(共3层)1934年建板楼  -  豫园', '5000万', '单价125000元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d2912077-edc3-4534-bf30-e4cc6a4f73a1.png.280x210.jpg', '城申公寓，朝南两房，采光好，诚意出售，近地铁，公园', '城申公寓  | 2室2厅 | 83.97平米 | 南 | 简装 | 有电梯', '中楼层(共20层)1996年建塔楼  -  五里桥', '726万', '单价86460元/平米')
('https://image1.ljcdn.com/310000-inspection/test-0d837521-7c8e-448d-9455-bb2edf34540a.png.296x216.jpg', '南北通三房 随时看房  地铁双线', '弘辉名苑  | 3室2厅 | 124.1平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共33层)2005年建板楼  -  世博滨江', '1180万', '单价95085元/平米')
('https://image1.ljcdn.com/310000-inspection/fef8f6d9-9aba-4fba-92d8-e557dda9acb3.jpg.296x216.jpg', '永业高层3房出售，带地暖带地下车位，钥匙看房方便', '永业公寓  | 3室2厅 | 143.39平米 | 南 北 | 精装 | 有电梯', '高楼层(共35层)2003年建板楼  -  五里桥', '1700万', '单价118558元/平米')
('https://image1.ljcdn.com/310000-inspection/7ccee320-823a-4944-82c0-4254bbda5c41.jpg.296x216.jpg', '售后公房【五年唯一】好楼层_好户型_朝外全明', '春江小区(卢湾)  | 2室0厅 | 53.04平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)1984年建板楼  -  世博滨江', '390万', '单价73530元/平米')
('https://image1.ljcdn.com/310000-inspection/909fd0c1-fe08-4a4a-bfcf-d16b68f5e4a4.jpg.296x216.jpg', '《高区南北3房》视野开阔，无抵押，带有产权车位', '黄浦丽园  | 3室2厅 | 160.34平米 | 南 | 精装 | 有电梯', '中楼层(共26层)2008年建板楼  -  蓬莱公园', '1600万', '单价99788元/平米')
('https://image1.ljcdn.com/310000-inspection/9f97236a-01d0-47b1-9366-fc9d4a1563b4.jpg.296x216.jpg', '黄浦江江景房+赠送顶楼复式面积+露台', '紫荆新苑  | 3室2厅 | 76.74平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  世博滨江', '730万', '单价95127元/平米')
('https://image1.ljcdn.com/310000-inspection/1e8e1c6e-8e3b-43ff-bbdb-1089bc864b19.jpg.296x216.jpg', '地铁4/8号线，对口徽宁三小，房东急售，看房随时', '瞿溪新村  | 2室1厅 | 52平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1964年建板楼  -  世博滨江', '368万', '单价70770元/平米')
('https://image1.ljcdn.com/310000-inspection/74a9a734-cf94-492b-a3ea-79c2691aa498.jpg.296x216.jpg', '中福花苑 2室2厅 820万', '中福花苑  | 2室2厅 | 79.98平米 | 南 | 精装 | 有电梯', '低楼层(共19层)2003年建板楼  -  蓬莱公园', '820万', '单价102526元/平米')
('https://image1.ljcdn.com/310000-inspection/e0812be6-99bf-4417-917c-44a4a08aa44e.jpg.296x216.jpg', '高区南北通三房！满五年唯一！居家精装修带地暖！', '重矿大厦  | 3室2厅 | 143平米 | 南 | 精装 | 有电梯', '高楼层(共24层)1996年建塔楼  -  五里桥', '1080万', '单价75525元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1ea9ebf9-14b1-4597-a222-a33f3de22cc4.png.296x216.jpg', '北京东路335-355号 1室1厅 330万', '北京东路335-355号  | 1室1厅 | 37.16平米 | 南 | 精装', '高楼层(共7层)1984年建板楼  -  南京东路', '330万', '单价88806元/平米')
('https://image1.ljcdn.com/310000-inspection/96520349-1e6b-4782-85e8-6a7a53ad82fc.jpg.296x216.jpg', '《高区南北3房》视野阔 采光佳 诚意售 有一个产权车位', '黄浦丽园  | 3室2厅 | 160.51平米 | 南 北 | 精装 | 有电梯', '高楼层(共26层)2008年建板楼  -  蓬莱公园', '1600万', '单价99683元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/27137aa4-1bf2-4f5c-af75-03195419dbc3.png.280x210.jpg', '悦来小区 1室1厅 350万', '悦来小区  | 1室1厅 | 43.36平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  黄浦滨江', '350万', '单价80720元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/8247d3e1-c15c-461d-a5eb-409c543a8126.png.280x210.jpg', '人民广场+1号线地铁口+苏州河景+满五年税少', '新闸路272-280号  | 1室1厅 | 33.27平米 | 北 | 精装 | 有电梯', '高楼层(共7层)1976年建板楼  -  人民广场', '260万', '单价78149元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160919/2e411fc7-8565-478d-95a3-f4390f7b2612.jpg.296x216.jpg', '弘辉名苑 3室2厅 1080万', '弘辉名苑  | 3室2厅 | 143.71平米 | 西南 | 精装 | 有电梯', '低楼层(共22层)2005年建塔楼  -  世博滨江', '1080万', '单价75152元/平米')
('https://image1.ljcdn.com/310000-inspection/acffc296-1f15-41a2-abd0-3563182a0e69.jpg.296x216.jpg', '满五年精装一房，拎包入住，诚意出售，售后公房', '瑞福小区  | 1室1厅 | 53.46平米 | 南 | 简装 | 有电梯', '低楼层(共23层)1990年建塔楼  -  豫园', '398万', '单价74449元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171231/18ddf811-4c51-49ea-ac5c-c1ba9f37930d.jpg.296x216.jpg', '满五唯一，诚意出售，看房方便。欢迎质询', '打浦路303弄  | 1室1厅 | 40.93平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1964年建板楼  -  打浦桥', '285万', '单价69632元/平米')
('https://image1.ljcdn.com/310000-inspection/test-75267241-85d0-4aa7-93b8-3db5fa70356e.png.296x216.jpg', '瑞雪大楼 小户型总价低电梯房  满五唯一  售后公房。', '瑞雪大楼  | 2室1厅 | 56.96平米 | 东南 | 精装 | 有电梯', '低楼层(共22层)1991年建塔楼  -  淮海中路', '510万', '单价89537元/平米')
('https://image1.ljcdn.com/310000-inspection/0ccdb526-2ed7-4349-8651-09a0a61d0eef.jpg.296x216.jpg', '高区户型正，楼层好，税费少，近地铁，绿化好，总价低', '西凌新邨  | 2室1厅 | 84平米 | 东 | 精装 | 有电梯', '中楼层(共32层)1995年建塔楼  -  蓬莱公园', '670万', '单价79762元/平米')
('https://image1.ljcdn.com/310000-inspection/911f3d53-0e87-440f-8921-8c0024d5c15b.jpg.296x216.jpg', '两房朝南，户型方正，满五唯一，临日月光', '大同小区(黄浦)  | 2室1厅 | 49.3平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  打浦桥', '420万', '单价85193元/平米')
('https://image1.ljcdn.com/310000-inspection/84f7dcd5-c515-4e81-834f-acb946d57cfe.jpg.296x216.jpg', '【很好楼层，南北通透】【婚房装修】全天采光无遮挡', '南花苑  | 2室2厅 | 96.15平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1997年建板楼  -  董家渡', '880万', '单价91524元/平米')
('https://image1.ljcdn.com/310000-inspection/test-4512fc4f-f64a-46a6-a5e0-fa18b3a66412.png.296x216.jpg', '海潮新村 满五唯一中间楼层 看房基本都方便 诚意出售', '海潮新村  | 2室1厅 | 50.94平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1993年建板楼  -  蓬莱公园', '450万', '单价88340元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171130/882a245b-321a-46b1-a7f2-f221e3185303.jpg.296x216.jpg', '品质物业 繁华商圈 经典复式户型 车位充足诚意出售', '复地雅园  | 2室2厅 | 120.55平米 | 东南 | 其他 | 有电梯', '中楼层(共21层)2007年建塔楼  -  豫园', '1200万', '单价99544元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1f0c4788-c11a-405f-a0c8-e5726dbb766b.png.296x216.jpg', '瑞金二路淮海中路 低总价  产权房 1982年竣工贷款25年', '瑞金二路24号  | 1室1厅 | 39.6平米 | 东南 | 精装 | 无电梯', '高楼层(共6层)1982年建板楼  -  淮海中路', '400万', '单价101011元/平米')
('https://image1.ljcdn.com/310000-inspection/34820f3e-dcb7-4b95-8f01-5c545dbfeadb.jpg.296x216.jpg', '陕西南路整栋产权新里 南北向层高高，房型正气保养好', '陕西南路271弄  | 5室1厅 | 120平米 | 南 | 简装 | 无电梯', '低楼层(共3层)板楼  -  淮海中路', '1100万', '单价91667元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160505/7e595965-63ca-4fa8-8495-3c92108be973.jpg.296x216.jpg', '单价小区低，董家渡金融板块，想象空间大，自住优选', '中福花苑  | 1室2厅 | 54.1平米 | 东 | 精装 | 有电梯', '中楼层(共15层)2003年建板楼  -  蓬莱公园', '460万', '单价85028元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5e560609-c1b0-48b3-b3c8-d9cc8c21f97a.png.296x216.jpg', '大众家园 2室2厅 950万', '大众家园  | 2室2厅 | 104.24平米 | 南 | 精装 | 有电梯', '低楼层(共7层)2001年建板楼  -  五里桥', '950万', '单价91136元/平米')
('https://image1.ljcdn.com/310000-inspection/test-51a738d9-1054-4eb7-8aa3-1e3b0b83b6dd.png.296x216.jpg', '南北通透双阳台，三年前精装修，采光充足，满五唯一', '淡水湾花园  | 3室2厅 | 148.95平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2008年建板楼  -  新天地', '1700万', '单价114133元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6e8a53af-17f9-4f78-ad71-ead121fea841.png.296x216.jpg', '老西门地段 高品质住宅 南北通全明三房 闹中取静', '黄浦众鑫城  | 3室2厅 | 145.18平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2002年建板楼  -  老西门', '1300万', '单价89545元/平米')
('https://image1.ljcdn.com/310000-inspection/e6112c5c-520a-4f4c-b72d-29c1ca40d5a2.jpg.296x216.jpg', '早期外销房，空间使用大，高区采光好 业主诚意出售', '雁荡大厦  | 2室2厅 | 99平米 | 东北 | 简装 | 有电梯', '高楼层(共25层)1985年建塔楼  -  淮海中路', '900万', '单价90910元/平米')
('https://image1.ljcdn.com/310000-inspection/9e0cb241-08c9-498b-a585-f5e8400a64c8.jpg.296x216.jpg', '86年竣工+两房朝南+有客厅+满五年+厨卫全明+户型方正', '丽园新村  | 2室1厅 | 49.58平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1985年建板楼  -  五里桥', '410万', '单价82695元/平米')
('https://image1.ljcdn.com/310000-inspection/55e2fbcf-902d-4a04-9b79-6642e45ab74b.jpg.296x216.jpg', '2年唯一+豫园铂金地段+业主诚意+价格可谈+独嫁委托', '西姚小区  | 3室0厅 | 51.71平米 | 东 | 简装 | 无电梯', '中楼层(共6层)1984年建板楼  -  豫园', '410万', '单价79289元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b6d1d374-2ea6-4e0e-808f-2587028e2d17.png.296x216.jpg', '丽园路710弄 2室1厅 530万', '丽园路710弄  | 2室1厅 | 58.65平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1986年建板楼  -  五里桥', '530万', '单价90367元/平米')
('https://image1.ljcdn.com/310000-inspection/fe7f897c-752e-4e70-b767-ec37a5163f5e.jpg.296x216.jpg', '海琪园大三房，宜家装修圆幅大厅，正对黄浦江', '海琪园  | 3室2厅 | 168.75平米 | 东 西 | 精装 | 有电梯', '低楼层(共30层)2003年建板楼  -  黄浦滨江', '1850万', '单价109630元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c3c79066-6eda-4d12-a5d0-dab27571f20d.png.296x216.jpg', '开元坊 2室2厅 910万', '开元坊  | 2室2厅 | 96.36平米 | 南 | 简装 | 有电梯', '中楼层(共34层)2002年建板楼  -  老西门', '910万', '单价94438元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161025/7a4b21d3-f8f6-42fa-a2ba-6f3e6eefec75.jpg.296x216.jpg', '三开间朝南，房型正气、采光还可以，价格可谈', '仁德坊  | 2室2厅 | 93.82平米 | 南 | 简装 | 有电梯', '低楼层(共31层)2001年建板楼  -  五里桥', '780万', '单价83138元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d323842b-6dc3-4a0d-b731-1fc54d6dbf1c.png.280x210.jpg', '淮海中路茂名南路三房+南北通透+两房朝南，一房朝北', '淮海中路834号  | 3室0厅 | 103平米 | 南 | 精装', '高楼层(共4层)暂无数据  -  淮海中路', '1200万', '单价116505元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ed2cb5dc-e4a2-43e9-a085-e14a6a763612.png.296x216.jpg', '送双车位，238平米大三房，小区花园位置，婚房装修', '融创滨江壹号院  | 3室2厅 | 238.93平米 | 南 | 精装 | 有电梯', '低楼层(共27层)2012年建板楼  -  世博滨江', '2800万', '单价117190元/平米')
