('https://image1.ljcdn.com/610100-inspection/f45f11cd-1807-4376-bd53-a2e2e5aa712d.jpg.296x216.jpg', '配套齐全，教育医疗交通都很方便 标准两居室', '御锦城V青年  ', '中楼层(共34层)塔楼  -  浐灞', '103万', '单价14110元/平米')
('', '恒大绿洲 两室精装 不临街安静舒怡 业主诚心出售', '恒大绿洲  ', '中楼层(共18层)板塔结合  -  浐灞', '140万', '单价17338元/平米')
('', '满三满二，有抵押，可自还      小高层顶楼', '恒大绿洲  ', '高楼层(共11层)板塔结合  -  浐灞', '248万', '单价16987元/平米')
('', '翠屏湾一期小两室，业主换房出售，价格优惠，交通便利', '翠屏湾1期  ', '中楼层(共18层)板塔结合  -  浐灞', '110万', '单价13446元/平米')
('https://image1.ljcdn.com/610100-inspection/test-3f1df5eb-657d-44bb-b7fb-843727f991ad.png.296x216.jpg', '御锦城三期V青年 简 装 两 居 室', '御锦城V青年  ', '中楼层(共30层)塔楼  -  浐灞', '106万', '单价14440元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_upload79dfa9d1-1e3e-4c27-b951-2fccd7f44474.jpg.296x216.jpg', '一室一厅，满五满二，南向，新房，业主诚意出售', '翠屏湾二期  ', '高楼层(共20层)塔楼  -  浐灞', '73万', '单价24704元/平米')
('https://image1.ljcdn.com/610100-inspection/test-60c8587c-e99a-47d1-b4df-778b10c47a81.png.296x216.jpg', '满五满二，精装修，有赠送面积，明厨明卫，产权清晰。', '翠屏湾二期  ', '中楼层(共18层)板塔结合  -  浐灞', '160万', '单价14206元/平米')
('', '浐灞半岛生态区A10小三室业主诚心出售', '浐灞半岛A10区  ', '低楼层(共24层)板塔结合  -  浐灞', '190万', '单价16380元/平米')
('', '辛家庙矿山路缇香郡精装三室87平145万满三满二', '中铁缇香郡  ', '低楼层(共33层)暂无数据  -  浐灞', '150万', '单价17266元/平米')
('', '精装修干净舒适看房方便小区安静金裕青青家园 2室1厅', '金裕青青家园  ', '中楼层(共11层)板楼  -  浐灞', '123万', '单价10424元/平米')
('', '精装修，上下两层设计，靠谱出售', '上上墅  ', '低楼层(共18层)板塔结合  -  浐灞', '120万', '单价23288元/平米')
('https://image1.ljcdn.com/610100-inspection/d110d109-ee7b-4b54-9aca-6b6fe00958df.jpg.296x216.jpg', '复式2居，交通便利，满足平时的衣食住行', '东方罗马花园  ', '高楼层(共16层)板塔结合  -  浐灞', '95万', '单价22094元/平米')
('https://image1.ljcdn.com/610100-inspection/ab7bd817-2b07-41a2-887b-1b4dd90ef5f7.jpg.296x216.jpg', '三号地铁口，近桃花潭公园，近灞河临浐河。诚心出售', '浐灞半岛A6区  ', '低楼层(共18层)塔楼  -  浐灞', '78万', '单价16250元/平米')
('https://image1.ljcdn.com/610100-inspection/e1a7d6cd-a3b0-4c48-98e7-20b9571eef64.jpg.296x216.jpg', '简装 南北通透 河景房  视野开阔  采光好', '浐灞半岛A14区  ', '高楼层(共18层)板塔结合  -  浐灞', '400万', '单价20302元/平米')
('', '沁水新城  精装一室 拎包入住  业主诚心出售', '沁水新城  ', '高楼层(共24层)塔楼  -  浐灞', '58万', '单价15761元/平米')
('', '御锦城乔治de公园 3室2厅 169万', '御锦城乔治de公园  ', '高楼层(共33层)板塔结合  -  浐灞', '169万', '单价16818元/平米')
('', '恒大绿洲   精装  三室，满2年，.湖景房出售', '恒大绿洲  ', '高楼层(共11层)板塔结合  -  浐灞', '240万', '单价16403元/平米')
('', '优质大三居，临浐河，桃花潭公园。', '长力小区  ', '高楼层(共6层)板楼  -  浐灞', '102万', '单价7961元/平米')
('https://image1.ljcdn.com/610100-inspection/test-2ab11105-729b-4f9b-bf80-eda736aba89c.png.296x216.jpg', '御锦城3期，改善户型，毛坯3+1，自由装修，看房提前约', '御锦城V青年  ', '中楼层(共34层)塔楼  -  浐灞', '158万', '单价12994元/平米')
('https://image1.ljcdn.com/610100-inspection/test-a3ad7870-c87c-4a5b-b2f5-66a0b689ca62.png.296x216.jpg', '南北通透，采光十足格局分布合理', '中建尚城  ', '中楼层(共34层)暂无数据  -  浐灞', '200万', '单价14791元/平米')
('https://image1.ljcdn.com/610100-inspection/72fd6c2e-f3ae-4458-9abf-9287c651ee4a.jpg.296x216.jpg', '满三满二 南北通透 小区环境优美。', '浐灞半岛A15区  ', '高楼层(共18层)板塔结合  -  浐灞', '360万', '单价16118元/平米')
('', '装修两居，一楼带花园，满三不满二，', '水岸东方3期  ', '低楼层(共18层)板楼  -  浐灞', '140万', '单价15660元/平米')
('', '荣德棕榈湾   房子满五满二  业主诚心出售', '荣德棕榈湾  ', '高楼层(共30层)塔楼  -  浐灞', '140万', '单价15218元/平米')
('', '御锦城三期 地铁口  绿化好 教育资源丰富', '御锦城V青年  ', '中楼层(共30层)塔楼  -  浐灞', '110万', '单价15278元/平米')
('https://image1.ljcdn.com/610100-inspection/389ea27b-df52-4ceb-b24d-a3301a951ef6.jpg.296x216.jpg', '半岛15区 全明南北户型 低楼层 适合老人孩子房本在手', '浐灞半岛A15区  ', '低楼层(共23层)板塔结合  -  浐灞', '139万', '单价15292元/平米')
('https://image1.ljcdn.com/610100-inspection/test-e1790056-1e45-4465-ab23-d4286c75496e.png.296x216.jpg', '桃花潭旁，精装两室，地铁口，南北通透，交通便利', '金裕青青家园西区  ', '高楼层(共12层)板塔结合  -  浐灞', '100万', '单价10516元/平米')
('', '普华经典两室，带花园，满三年，房本在手，近灞河。', '普华浅水湾  ', '低楼层(共33层)暂无数据  -  浐灞', '120万', '单价14867元/平米')
('', '精装俩室，采光好，楼层好，业主诚心出售', '御锦城V青年  ', '中楼层(共34层)塔楼  -  浐灞', '160万', '单价19423元/平米')
('', '龙湖香醍，一室毛坯，诚心出售，环境优美。', '龙湖香醍国际社区  ', '中楼层(共32层)板楼  -  浐灞', '52万', '单价12872元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_upload8a137414-0c1d-4b94-b619-6c688276fa00.jpg.296x216.jpg', '城东 电厂西路 半坡D铁口 丽水花都 精装三室 诚心出售', '丽水花都  ', '高楼层(共6层)板楼  -  浐灞', '123万', '单价10948元/平米')
('https://image1.ljcdn.com/610100-inspection/24514d33-7420-49db-a5d4-6368e6c40e8a.jpg.296x216.jpg', '龙湖香醍 花园洋房 精装底跃  业主自住 诚售 可看房', '龙湖香醍国际社区  ', '低楼层(共9层)暂无数据  -  浐灞', '600万', '单价26593元/平米')
('', '浐灞 浐河东路 水岸东方三期 两室朝南 随时签约', '水岸东方3期  ', '低楼层(共27层)板塔结合  -  浐灞', '120万', '单价12996元/平米')
('', '恒大绿洲，小三室，户型方正，满五满二', '恒大绿洲  ', '低楼层(共18层)板塔结合  -  浐灞', '160万', '单价14954元/平米')
('', '龙湖一居室大开间，毛坯房，朝南向，楼层好，位置佳。', '龙湖香醍国际社区  ', '中楼层(共32层)板楼  -  浐灞', '52万', '单价12872元/平米')
('https://image1.ljcdn.com/610100-inspection/test-fce8a04a-103a-4043-96eb-9638b261719d.png.296x216.jpg', '东方罗马花园 精装一室 全明户型 36平55万 可按揭', '东方罗马花园  ', '中楼层(共27层)板塔结合  -  浐灞', '55万', '单价15198元/平米')
('https://image1.ljcdn.com/610100-inspection/69116a77-ceca-448d-b3f0-2e796fe9e40a.jpg.296x216.jpg', '地铁三号线桃花潭站，经典四居，精装修，满三满二', '振业泊公馆  ', '中楼层(共31层)暂无数据  -  浐灞', '248万', '单价17955元/平米')
('', '精装修 交通方便 配套齐全 靠谱出售', '灞业大境  ', '中楼层(共32层)板塔结合  -  浐灞', '125万', '单价13288元/平米')
('', '证在手，满五满二，顶楼南户，老社区，地理位置佳', '灞桥园丁花苑  ', '高楼层(共6层)板楼  -  浐灞', '90万', '单价8440元/平米')
('', '城东/浐灞/浐河边/龙湖香醍/1居室/双气', '龙湖香醍国际社区  ', '低楼层(共32层)板楼  -  浐灞', '52万', '单价12875元/平米')
('https://image1.ljcdn.com/610100-inspection/6f32943d-4ba9-4c4f-b9f8-47f020614709.jpg.296x216.jpg', '房屋满三满二，房本在手，业主随时可以签约，有钥匙', '龙湖香醍国际社区  ', '高楼层(共32层)板楼  -  浐灞', '53万', '单价12190元/平米')
('https://image1.ljcdn.com/610100-inspection/26355a64-08dd-4c77-8180-5976e39f660f.jpg.296x216.jpg', '业主精装自住  满三满二 欢迎看房', '龙湖香醍国际社区  ', '高楼层(共29层)暂无数据  -  浐灞', '200万', '单价15749元/平米')
('', '御锦城鹭湾小高层精装修 南北通透', '御锦城鹭湾  ', '低楼层(共18层)板楼  -  浐灞', '190万', '单价14985元/平米')
('', '满三不满二，业主急售精装修，交通便利', '灞业大境  ', '低楼层(共33层)板塔结合  -  浐灞', '135万', '单价14782元/平米')
('', '水岸东方1期 2室2厅 126万', '水岸东方1期  ', '低楼层(共28层)塔楼  -  浐灞', '126万', '单价15181元/平米')
('https://image1.ljcdn.com/610100-inspection/60a28ced-8d57-47e7-b50e-982bd617a711.jpg.296x216.jpg', '浐河边 水岸东方2期 精装两室 双阳卧室', '水岸东方2期  ', '中楼层(共18层)板塔结合  -  浐灞', '135万', '单价13140元/平米')
('https://image1.ljcdn.com/610100-inspection/test-3c6cf61d-3076-4d48-ac15-068a48c7d528.png.296x216.jpg', '恒大绿洲，品牌精装新房，诚意出售。', '恒大绿洲  ', '高楼层(共32层)板塔结合  -  浐灞', '210万', '单价13944元/平米')
('', '两居精装房子，满五满二，低楼层，生活便利', '东方罗马花园  ', '低楼层(共16层)板塔结合  -  浐灞', '80万', '单价18649元/平米')
('', '长乐坡地铁口 精装复式两居室 业主诚售 婚房短住可看', '沁水新城  ', '低楼层(共24层)板塔结合  -  浐灞', '130万', '单价14286元/平米')
('https://image1.ljcdn.com/610100-inspection/686eea20-201c-4f8e-a5c1-c8a98b2e6758.jpg.296x216.jpg', '罗马两室户型方正，采光充足，有证可按揭', '东方罗马花园  ', '中楼层(共10层)板楼  -  浐灞', '115万', '单价22116元/平米')
('https://image1.ljcdn.com/610100-inspection/5fee7644-90a5-48b8-8963-e4b8493c4f4d.jpg.296x216.jpg', '浐灞半岛A11区 精装修 楼层居中', '浐灞半岛A11区  ', '中楼层(共27层)板塔结合  -  浐灞', '155万', '单价16284元/平米')
('', 'A6区 南北通透 顶层好风景 好风景呀好风景', '浐灞半岛A6区  ', '高楼层(共11层)板塔结合  -  浐灞', '120万', '单价15190元/平米')
('', '浐灞半岛A15区 纯南户型 高楼层 采光好 户型方正', '浐灞半岛A15区  ', '高楼层(共18层)板塔结合  -  浐灞', '150万', '单价16927元/平米')
('https://image1.ljcdn.com/610100-inspection/424b7acb-de4d-4b5a-b10c-2fa9281033ae.jpg.296x216.jpg', '御锦城2期鹭湾  2室2厅1厨1卫  带车位  满5满2', '御锦城鹭湾  ', '中楼层(共34层)板塔结合  -  浐灞', '150万', '单价17242元/平米')
('https://image1.ljcdn.com/610100-inspection/c28fb215-0f4d-4afe-aede-7b805518f1b7.jpg.296x216.jpg', '御锦城3期 一室一厅 精装修  满五，满二随时交易 急售', '御锦城V青年  ', '低楼层(共34层)塔楼  -  浐灞', '75万', '单价15900元/平米')
('', '御锦城乔治de公园 2室2厅 180万', '御锦城乔治de公园  ', '高楼层(共18层)板塔结合  -  浐灞', '180万', '单价20892元/平米')
('https://image1.ljcdn.com/610100-inspection/6435c8dd-0ddb-4c66-b90e-2f2be057a206.jpg.296x216.jpg', '浐灞生态区地铁口浐灞半岛小区精致一居室，48平75万', '浐灞半岛A6区  ', '低楼层(共18层)塔楼  -  浐灞', '68万', '单价14108元/平米')
('https://image1.ljcdn.com/610100-inspection/0a31a631-b441-443e-93bb-3fc2d15cf9fe.jpg.296x216.jpg', '满三满二，精装修，家具家电全赠送，拎包入住', '浐灞半岛A6区  ', '中楼层(共18层)塔楼  -  浐灞', '82万', '单价14366元/平米')
('', '咸宁东路恒大绿洲满三满二无增值税精装修', '恒大绿洲  ', '高楼层(共11层)板塔结合  -  浐灞', '190万', '单价15274元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_upload06971470-17cb-4b5b-989d-afe8bee34278.jpg.296x216.jpg', '御锦城三期、1室1厅1厨1卫、毛坯房任意装修。', '御锦城V青年  ', '高楼层(共34层)塔楼  -  浐灞', '65万', '单价13500元/平米')
('https://image1.ljcdn.com/610100-inspection/91c274f9-1c20-47a7-9e90-ec51639bdc99.jpg.296x216.jpg', '御锦城V青年 精装一室  厨卫齐全  诚心出售', '御锦城V青年  ', '中楼层(共34层)塔楼  -  浐灞', '70万', '单价15522元/平米')
('https://image1.ljcdn.com/610100-inspection/64e188cb-76e2-4b38-9ac0-8622ad729daa.jpg.296x216.jpg', '香江湾 浐灞河景房 毛坯 采光充足 交通便利 260万', '香江湾  ', '低楼层(共32层)板楼  -  浐灞', '235万', '单价15360元/平米')
('https://image1.ljcdn.com/610100-inspection/9cc1c3a7-a4fa-41da-ad8b-55881d688fe5.jpg.296x216.jpg', '长乐坡地铁口龙湖香醍公寓 精装一居室 业主诚售可看', '龙湖香醍国际社区  ', '低楼层(共32层)板楼  -  浐灞', '55万', '单价13581元/平米')
('https://image1.ljcdn.com/610100-inspection/afd053c8-1b11-455a-9aed-5df38c3d96d3.jpg.296x216.jpg', '浐灞半岛A14区 简装3室2厅1厨2卫', '浐灞半岛A14区  ', '中楼层(共11层)板塔结合  -  浐灞', '254万', '单价20000元/平米')
('https://image1.ljcdn.com/610100-inspection/12a897f6-8082-40b5-8380-b5b6b0097acb.jpg.296x216.jpg', '三号地铁口，豪 装三室，家具家电全配，近桃花潭公园', '振业泊墅  ', '低楼层(共27层)暂无数据  -  浐灞', '368万', '单价23866元/平米')
('https://image1.ljcdn.com/610100-inspection/a7657290-5902-48b0-bfcf-2d6d258aab64.jpg.296x216.jpg', '房子是大四室，户型方正，采光好', '华清园  ', '中楼层(共7层)板塔结合  -  浐灞', '155万', '单价9873元/平米')
('https://image1.ljcdn.com/610100-inspection/fc5fd1d9-9707-4224-9b95-5d3dfe21e1b9.jpg.296x216.jpg', '御锦城6期学 区房，简装空房，业主诚心出售', '御锦城理想树  ', '低楼层(共32层)板塔结合  -  浐灞', '120万', '单价15728元/平米')
('https://image1.ljcdn.com/610100-inspection/0dd92d81-3d62-4784-889e-ae3e28ce1665.jpg.296x216.jpg', 'A13区挨着灞河，精装修，户型方正，四室。', '浐灞半岛A13区  ', '高楼层(共23层)板楼  -  浐灞', '235万', '单价19916元/平米')
('https://image1.ljcdn.com/610100-inspection/test-a5f7b23e-155e-4576-8f9e-738b6321884e.png.296x216.jpg', '房子满五满二，房本在手，装修成本很高。', '浐灞半岛A11区  ', '高楼层(共27层)板塔结合  -  浐灞', '270万', '单价18916元/平米')
('https://image1.ljcdn.com/610100-inspection/3a53314f-182c-42eb-94ff-87c0eea88d26.jpg.296x216.jpg', '灞河边 观景房 纯南毛坯两室 园林小区', '香江湾  ', '中楼层(共32层)板楼  -  浐灞', '168万', '单价15127元/平米')
('https://image1.ljcdn.com/610100-inspection/a47ca5d6-0499-4cea-8d84-76591e8682f5.jpg.296x216.jpg', '翠屏湾3期精装婚房，业主置换，靠谱出售', '翠屏湾3期巴厘小镇  ', '中楼层(共33层)板塔结合  -  浐灞', '126万', '单价14905元/平米')
('https://image1.ljcdn.com/610100-inspection/0c2ce446-d4e2-4163-baf9-69f90916dd62.jpg.296x216.jpg', '花园洋房 小区自带水冷空调 南北通透 户型方正 采光好', '枫林九溪  ', '中楼层(共6层)暂无数据  -  浐灞', '348万', '单价19514元/平米')
