('https://image1.ljcdn.com/210200-inspection/test-17f96236-17af-40cd-aa32-b43cc0d2e7a8.png.296x216.jpg', '大华精装修三室,拎包即住,随时看房.', '大华锦绣华城一期  | 3室2厅 | 91.35平米 | 南 北 | 精装 | 有电梯', '高楼层(共30层)2010年建板楼  -  庙岭', '235万', '单价25726元/平米')
('https://image1.ljcdn.com/210200-inspection/a858ad7e-23b2-4be0-8631-eba8620028a8.JPG.296x216.jpg', '新新园一期 4室2厅 190万', '新新园一期  | 4室2厅 | 160.74平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  庙岭', '190万', '单价11821元/平米')
('https://image1.ljcdn.com/210200-inspection/0c6810cb-7cbf-434b-bbdb-c4ed48a2a647.JPG.296x216.jpg', '高新园软件园中铁旁精装两室中间楼层', '谷歌里  | 2室1厅 | 59.32平米 | 西北 | 其他 | 无电梯', '中楼层(共5层)2009年建板楼  -  七贤岭', '85万', '单价14330元/平米')
('https://image1.ljcdn.com/210200-inspection/test-693c5ae4-0268-4d13-a900-92fa683b159d.png.296x216.jpg', '楼层好 采光好 南北通透 交通便利封闭小区人车分流', '招商兰溪谷  | 3室2厅 | 127平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共30层)2015年建板楼  -  万达', '285万', '单价22441元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload69b8ac46-b7ad-4f82-a71f-bc2004e7de3a.jpg.296x216.jpg', '悦丽海湾 3室1厅 188万', '悦丽海湾  | 3室1厅 | 88.21平米 | 南 | 简装 | 有电梯', '高楼层(共33层)2014年建板楼  -  小平岛', '188万', '单价21313元/平米')
('https://image1.ljcdn.com/210200-inspection/e0569674-a050-4f42-a693-f2c91cf37bc5.JPG.296x216.jpg', '大有恬园 2室1厅 93万', '大有恬园  | 2室1厅 | 93.13平米 | 南 北 | 精装 | 无电梯', '地下室(共6层)2005年建板楼  -  凌水', '93万', '单价9987元/平米')
('https://image1.ljcdn.com/210200-inspection/2f681ddd-d362-489c-9142-d10c79d182b2.JPG.296x216.jpg', '大华四期 精装四室 楼层好 视野佳', '大华锦绣华城四期  | 4室2厅 | 132.3平米 | 南 北 | 精装 | 有电梯', '高楼层(共28层)2015年建板楼  -  庙岭', '350万', '单价26456元/平米')
('https://image1.ljcdn.com/210200-inspection/6a4a2212-d4e0-44c4-a6b7-c8dcd1b9e959.jpg.296x216.jpg', '高新园 精装1室西南向采光充足 位置安静', '恒瑞坦城  | 1室0厅 | 48.06平米 | 东北 | 精装 | 有电梯', '中楼层(共30层)2015年建板楼  -  凌水', '96万', '单价19976元/平米')
('https://image1.ljcdn.com/210200-inspection/b6b3d8c4-1ac3-42a8-a52a-eef8ea76b296.jpg.296x216.jpg', '高新园区 2000年 海苑花园 2楼 保持好 入可住 无坡', '海苑花园  | 3室2厅 | 92.47平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2000年建板楼  -  凌水', '133万', '单价14384元/平米')
('https://image1.ljcdn.com/210200-inspection/426936cc-8b8c-4c3f-a475-893e2b40472e.jpg.296x216.jpg', '东方圣克拉二期 2室1厅 225万', '东方圣克拉二期  | 2室1厅 | 83.5平米 | 南 | 其他 | 有电梯', '低楼层(共29层)2011年建板楼  -  庙岭', '225万', '单价26947元/平米')
('https://image1.ljcdn.com/210200-inspection/32c6f23f-ced5-4f49-8560-c8bbecef4f13.jpg.296x216.jpg', '中海品质开发商金质物业配套成熟交通便利', '中海华庭  | 2室2厅 | 79.76平米 | 东南 | 精装 | 有电梯', '高楼层(共24层)2010年建板塔结合  -  万达', '185万', '单价23195元/平米')
('https://image1.ljcdn.com/210200-inspection/99a623c2-c973-44c2-bac8-e2f24a87f9a0.JPG.296x216.jpg', '小平岛亲海园 2室2厅 185万', '小平岛亲海园  | 2室2厅 | 105.25平米 | 南 | 简装 | 有电梯', '低楼层(共25层)2007年建板楼  -  小平岛', '185万', '单价17578元/平米')
('https://image1.ljcdn.com/210200-inspection/f8d3f728-0a3f-4dd8-8e66-9e6f608521f1.jpg.296x216.jpg', '亿达康派 4室2厅 400万', '亿达康派  | 4室2厅 | 166.7平米 | 南 北 | 精装 | 有电梯', '高楼层(共17层)2006年建板楼  -  软件园', '400万', '单价23996元/平米')
('https://image1.ljcdn.com/210200-inspection/ca64e85d-61a2-4eb5-b70e-048100a8ae50.jpg.296x216.jpg', '半山壹号 改善三室两卫送地下车位 小区配有公立幼儿园', '海创半山壹号  | 3室2厅 | 134.54平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共11层)2011年建板楼  -  七贤岭', '245万', '单价18211元/平米')
('https://image1.ljcdn.com/210200-inspection/0c71487e-87a8-4a93-a36a-4ebe8ccf8db0.JPG.296x216.jpg', '高新软件园96平南北两室 交通方便 配套齐全 品牌装修', '大华爱琴湾  | 2室2厅 | 96.73平米 | 南 北 | 简装 | 有电梯', '中楼层(共25层)2010年建板楼  -  庙岭', '180万', '单价18609元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload01733c19-6523-4cc7-b0c6-72f82fc5b034.JPG.296x216.jpg', '康派一室小户型拎包入住 西南向', '亿达康派公寓  | 1室0厅 | 42.18平米 | 西南 | 精装 | 有电梯', '低楼层(共24层)2006年建板楼  -  软件园', '95万', '单价22523元/平米')
('https://image1.ljcdn.com/210200-inspection/fcc8a188-7223-4253-a899-f4ee96e51bd3.jpg.296x216.jpg', '大有二期三室南北通厅通透，装修保持好！送车库！', '大有恬园二期  | 3室2厅 | 108平米 | 南 北 | 精装 | 有电梯', '高楼层(共15层)2010年建板楼  -  凌水', '222万', '单价20556元/平米')
('https://image1.ljcdn.com/210200-inspection/test-1eb4a0b9-ecb7-4023-b215-611bc2fc2a20.png.296x216.jpg', '奢华一线海景房，国企品质，四室毛坯，可造性强', '国滨馆  | 4室1厅 | 183.21平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共18层)2015年建板楼  -  万达', '450万', '单价24562元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d79fee21-44cd-4dbe-a6da-cc8e9470c6cb.png.296x216.jpg', '嘉创E人国际 1室0厅 52万', '嘉创E人国际  | 1室0厅 | 35.04平米 | 南 | 简装 | 有电梯', '低楼层(共30层)2011年建板楼  -  万达', '52万', '单价14841元/平米')
('https://image1.ljcdn.com/210200-inspection/6c0cab53-b578-44e9-97a3-0976ff7d3a3f.jpg.296x216.jpg', '大华锦绣华城二期 3室2厅 275万', '大华锦绣华城二期  | 3室2厅 | 99.64平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)2013年建板楼  -  庙岭', '275万', '单价27600元/平米')
('https://image1.ljcdn.com/210200-inspection/3ddddbfa-339c-4b42-b1db-111d734d90fc.JPG.296x216.jpg', '此房是房主精心装修.环保材料，有25平的赠送面积.', '小平岛亲海园A2组团  | 2室2厅 | 95平米 | 南 北 | 精装 | 有电梯', '高楼层(共14层)2008年建板楼  -  小平岛', '206万', '单价21685元/平米')
('https://image1.ljcdn.com/210200-inspection/c19a209f-26dc-4d00-960c-79add414ce98.jpg.296x216.jpg', '大有文园 小户型公寓 北向朝向 精装修', '大有文园公寓  | 1室0厅 | 35.37平米 | 北 | 精装 | 有电梯', '低楼层(共6层)2010年建板楼  -  凌水', '40万', '单价11310元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload0310b321-cac8-4e97-a985-870ac743fd90.jpg.296x216.jpg', '万达广场软件园精装修小2室拎包即住温馨小户型', '恒瑞坦城  | 2室1厅 | 44平米 | 西 | 精装 | 有电梯', '低楼层(共30层)2015年建板楼  -  凌水', '105万', '单价23864元/平米')
('https://image1.ljcdn.com/210200-inspection/26e8147b-1ea1-495d-9759-92130b2753ab.JPG.296x216.jpg', '高新园区理工西门次新房大有文园花园小区', '大有文园  | 5室3厅 | 99.49平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2012年建板楼  -  凌水', '328万', '单价32969元/平米')
('https://image1.ljcdn.com/210200-inspection/ac03e23e-aa03-475b-922c-78d52d591729.JPG.296x216.jpg', '东方圣克拉一期精装修品质优选房', '东方圣克拉一期  | 4室2厅 | 165.24平米 | 南 北 | 精装 | 有电梯', '低楼层(共23层)2010年建板楼  -  庙岭', '590万', '单价35706元/平米')
('https://image1.ljcdn.com/210200-inspection/d5f14183-c821-4c24-b0c3-5cdf5333bd7a.jpg.296x216.jpg', '山海一家二期 2室2厅 175万', '山海一家二期  | 2室2厅 | 110.52平米 | 南 北 | 其他 | 有电梯', '低楼层(共12层)2005年建板楼  -  万达', '175万', '单价15835元/平米')
('https://image1.ljcdn.com/210200-inspection/b2c14bc4-03d1-410c-a14f-926cf57dde0e.jpg.296x216.jpg', '中铁诺德滨海花园 2室1厅 155万', '中铁诺德滨海花园  | 2室1厅 | 79平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2015年建板楼  -  七贤岭', '155万', '单价19621元/平米')
('https://image1.ljcdn.com/210200-inspection/298ee0de-9286-467b-90a5-45695fde8757.jpg.296x216.jpg', '亿达普罗旺斯二期 3室1厅 185万', '亿达普罗旺斯二期  | 3室1厅 | 86.54平米 | 南 北 | 精装', '中楼层(共11层)2014年建板楼  -  小平岛', '185万', '单价21378元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadb4dfbe3c-8509-4b04-bb6c-1d0950c3f7e8.jpg.296x216.jpg', '小平岛海角七号 2室2厅 195万', '小平岛海角七号  | 2室2厅 | 87平米 | 南 | 简装 | 有电梯', '中楼层(共34层)2011年建板楼  -  小平岛', '195万', '单价22414元/平米')
('https://image1.ljcdn.com/210200-inspection/4b412c7a-48fa-4791-aa7b-ab45297814c3.JPG.296x216.jpg', '亿达峦翠园 2室1厅 140万', '亿达峦翠园  | 2室1厅 | 58.59平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2010年建板楼  -  庙岭', '140万', '单价23895元/平米')
('https://image1.ljcdn.com/210200-inspection/test-b3b036ed-a05f-4dd1-a352-5610f7f3e115.png.296x216.jpg', '中间楼层 精装修好 户型好 地角好 近车站', '翰林观海公寓  | 1室0厅 | 38.66平米 | 东南 | 精装 | 无电梯', '中楼层(共5层)2003年建板楼  -  学府', '76万', '单价19659元/平米')
('https://image1.ljcdn.com/210200-inspection/test-79d7f5dc-7282-4d9a-97b6-838a6b65b4a3.png.296x216.jpg', '凌源街 2室1厅 90万', '凌源街  | 2室1厅 | 61.7平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)1990年建板楼  -  学府', '90万', '单价14587元/平米')
('https://image1.ljcdn.com/210200-inspection/85a5cb3e-b334-4410-99a7-0c1c5e208fde.jpg.296x216.jpg', '亿达普罗旺斯三期 3室2厅 280万', '亿达普罗旺斯三期  | 3室2厅 | 98.71平米 | 南 北 | 精装', '低楼层(共10层)2017年建板楼  -  七贤岭', '280万', '单价28366元/平米')
('https://image1.ljcdn.com/210200-inspection/d2597f45-797d-4890-bc50-7beb76702980.JPG.296x216.jpg', '小平岛亲海园A2组团 3室2厅 242万', '小平岛亲海园A2组团  | 3室2厅 | 130平米 | 南 北 | 其他 | 有电梯', '中楼层(共27层)2008年建板楼  -  小平岛', '242万', '单价18616元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2020cbd8-9aaa-4205-b5cd-c0554b140bcd.png.296x216.jpg', '软景E居 1室1厅 140万', '软景E居  | 1室1厅 | 47.41平米 | 西南 | 精装 | 有电梯', '中楼层(共31层)2011年建板楼  -  软件园', '140万', '单价29530元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload0c403b07-3cec-4f5d-a3d2-2a96d8964e37.jpg.296x216.jpg', '国滨馆 2室1厅 175万', '国滨馆  | 2室1厅 | 68.9平米 | 南 北 | 精装 | 有电梯', '低楼层(共32层)2015年建板楼  -  万达', '175万', '单价25400元/平米')
('https://image1.ljcdn.com/210200-inspection/test-c8fbf689-963f-40fe-a187-fd1c81653390.png.296x216.jpg', '育明高中 两室双南 楼层好不挡光', '育明高中  | 2室1厅 | 80.97平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  学府', '155万', '单价19143元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ac2bd535-3002-4444-a653-359d33400d6a.png.296x216.jpg', '亿达品质 精装修拎包入住 近地铁', 'city one  | 1室0厅 | 46.21平米 | 东 | 精装 | 有电梯', '中楼层(共11层)2006年建板楼  -  软件园', '78万', '单价16880元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload19fc39b6-feea-4b0b-a384-a7de4437ec60.jpg.296x216.jpg', 'MINI印象 1室0厅 90万', 'MINI印象  | 1室0厅 | 50.8平米 | 西南 | 精装 | 有电梯', '中楼层(共32层)2012年建塔楼  -  万达', '90万', '单价17717元/平米')
('https://image1.ljcdn.com/210200-inspection/f66b9290-0bfa-41d2-8638-6553d7b220cc.jpg.296x216.jpg', '大有二期前排2室南北向房款低装修保持好', '大有恬园二期  | 2室1厅 | 69.41平米 | 南 北 | 精装 | 有电梯', '低楼层(共9层)2010年建板楼  -  凌水', '116万', '单价16713元/平米')
('https://image1.ljcdn.com/210200-inspection/c137d215-48e3-41a3-9311-9cadf3810342.jpg.296x216.jpg', '高新万达南向大两室近万达景辉诚心出售', '中海紫御观邸二期  | 2室2厅 | 91.2平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2013年建板楼  -  万达', '198万', '单价21711元/平米')
('https://image1.ljcdn.com/210200-inspection/cfc9fd22-2d82-46d2-98da-a063dc1b37bb.jpg.296x216.jpg', '紫御观邸三期五明户型,南北通透欧式精装修好房', '中海紫御观邸三期  | 2室2厅 | 106.87平米 | 南 北 | 精装 | 有电梯', '低楼层(共32层)2014年建板楼  -  万达', '225万', '单价21054元/平米')
('https://image1.ljcdn.com/210200-inspection/c08bb12a-82f2-4f9c-904a-e4a1ceca495d.JPG.296x216.jpg', '圣克拉三期  中间楼层 户型好 南北通厅 位置好', '东方圣克拉三期  | 2室1厅 | 85.58平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共32层)2015年建板楼  -  庙岭', '225万', '单价26292元/平米')
('https://image1.ljcdn.com/210200-inspection/fc32cbc8-8bde-4559-9bd9-03587d4126a0.jpg.296x216.jpg', '亿达康派公寓 1室1厅 116万', '亿达康派公寓  | 1室1厅 | 56.02平米 | 东北 | 精装 | 有电梯', '中楼层(共24层)2006年建板楼  -  软件园', '116万', '单价20707元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload1819139e-8ba3-4f93-93cb-540d926e0354.JPG.296x216.jpg', '老年公寓三室 育明陪读 双语九年连读', '老年公寓  | 3室1厅 | 83.28平米 | 东 西 | 精装 | 无电梯', '高楼层(共7层)1995年建板楼  -  软件园', '152万', '单价18252元/平米')
('https://image1.ljcdn.com/210200-inspection/test-36280715-1852-4781-b974-62e66ad553fc.png.296x216.jpg', '大华锦绣华城一期 2室1厅 240万', '大华锦绣华城一期  | 2室1厅 | 94.56平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2010年建板楼  -  庙岭', '240万', '单价25381元/平米')
('https://image1.ljcdn.com/210200-inspection/76384c50-1139-4795-9689-a571d8bfd743.JPG.296x216.jpg', '亿达普罗旺斯 3室2厅 350万', '亿达普罗旺斯  | 3室2厅 | 151.53平米 | 南 北 | 精装 | 有电梯', '中楼层(共9层)2014年建板楼  -  小平岛', '350万', '单价23098元/平米')
('https://image1.ljcdn.com/210200-inspection/fecd91a8-16b2-496c-9557-bfa2eff91e2a.jpg.296x216.jpg', '精装一室 中间楼层 保持干净 拎包入住', '小平岛海悦山  | 1室0厅 | 28.52平米 | 西北 | 精装 | 有电梯', '中楼层(共31层)2011年建板楼  -  小平岛', '65万', '单价22792元/平米')
('https://image1.ljcdn.com/210200-inspection/32c1ef23-0b24-438f-a5c3-a3e739901a67.jpg.296x216.jpg', '普罗旺斯一期 一楼下越户型 带花园 带仓库40平', '亿达普罗旺斯  | 4室3厅 | 132.62平米 | 南 北 | 其他 | 有电梯', '低楼层(共9层)2014年建板楼  -  小平岛', '400万', '单价30162元/平米')
('https://image1.ljcdn.com/210200-inspection/test-da153564-aea3-480f-b78d-298a537027e7.png.296x216.jpg', '小平岛E西组团 2室2厅 248万', '小平岛E西组团  | 2室2厅 | 139.7平米 | 南 北 | 精装 | 有电梯', '中楼层(共10层)2007年建板楼  -  小平岛', '248万', '单价17753元/平米')
('https://image1.ljcdn.com/210200-inspection/7a494f72-fdae-4d94-a9ee-1556960761ed.jpg.296x216.jpg', '邻海园，南北通透，海景房。送30平米的房子', '小平岛E东组团  | 2室2厅 | 131.55平米 | 南 北 | 其他 | 有电梯', '高楼层(共14层)2007年建板楼  -  小平岛', '285万', '单价21665元/平米')
('https://image1.ljcdn.com/210200-inspection/8f0c2af5-359b-4269-986a-7aecb0554848.jpg.296x216.jpg', '婚房装修，次新房，交通便利，南北通厅，落地窗', '哈佛世纪  | 2室1厅 | 88.5平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2014年建板楼  -  凌水', '199万', '单价22486元/平米')
('https://image1.ljcdn.com/210200-inspection/760ff13c-bb05-4519-933a-7fe076e775d7.JPG.296x216.jpg', '恒大御景湾 3室2厅 258万', '恒大御景湾  | 3室2厅 | 106平米 | 南 北 | 其他 | 有电梯', '高楼层(共33层)2017年建板楼  -  万达', '258万', '单价24340元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f944fe7e-fd46-442d-ae25-565b768fdc55.png.296x216.jpg', '软件园小区 2室1厅 92万', '软件园小区  | 2室1厅 | 59.36平米 | 东 南 北 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  软件园', '92万', '单价15499元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload119b44ec-0c4e-48b6-96c9-da11b4e74f3d.jpg.296x216.jpg', '温馨两室 地中海风格 精装修拎包入住', '中海华庭  | 2室1厅 | 64平米 | 南 | 精装 | 有电梯', '低楼层(共24层)2010年建板塔结合  -  万达', '148万', '单价23125元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d6621895-73e4-4ad2-8c62-99ff1e332c51.png.296x216.jpg', '芝麻街 1室0厅 87万', '芝麻街  | 1室0厅 | 56.29平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2010年建塔楼  -  万达', '87万', '单价15456元/平米')
('https://image1.ljcdn.com/210200-inspection/test-03d5dc8b-c8b8-450c-9c36-2c983f4e912f.png.296x216.jpg', '双语九年连读，软景E居，精装修一室', '软景E居  | 1室1厅 | 46.87平米 | 东北 | 精装 | 有电梯', '高楼层(共31层)2011年建板楼  -  软件园', '125万', '单价26670元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploada23f10ff-29cd-49c7-9ee4-c03e6c83c9fa.jpg.296x216.jpg', '嘉创E人国际 1室0厅 44万', '嘉创E人国际  | 1室0厅 | 35.04平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2011年建板楼  -  万达', '44万', '单价12558元/平米')
('https://image1.ljcdn.com/210200-inspection/2361773d-f377-400b-890e-a5eca0ef5ea0.JPG.296x216.jpg', '东方圣克拉二期 6室1厅 1128万', '东方圣克拉二期  | 6室1厅 | 202平米 | 南 北 | 精装 | 有电梯', '低楼层(共29层)2011年建板楼  -  庙岭', '1128万', '单价55842元/平米')
('https://image1.ljcdn.com/210200-inspection/2bcbe6cb-6cc0-4fd5-b401-ec01072cc57a.JPG.296x216.jpg', '小平岛E东组团 2室2厅 202万', '小平岛E东组团  | 2室2厅 | 95.14平米 | 南 北 | 精装 | 有电梯', '低楼层(共14层)2007年建板楼  -  小平岛', '202万', '单价21232元/平米')
('https://image1.ljcdn.com/210200-inspection/7059d4cc-ab56-4cb3-a1ab-1c18ce59b440.jpg.296x216.jpg', '大有恬园 4室2厅 195万', '大有恬园  | 4室2厅 | 121.19平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2010年建板楼  -  凌水', '195万', '单价16091元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2a381408-4841-4b2d-bd35-ed5ce5edc629.png.296x216.jpg', '三室两卫 装修保持好 诚心卖 采光好', '弘基一期  | 4室2厅 | 133.01平米 | 南 西 北 | 精装 | 有电梯', '中楼层(共11层)2001年建板楼  -  学府', '285万', '单价21427元/平米')
