('https://image1.ljcdn.com/510100-inspection/test-bb5bc628-e1c2-4253-86b3-fef603380145.png.296x216.jpg', '此房满两年，低楼层， 小区刷卡进入', '交大庭院  | 3室2厅 | 105.43平米 | 南 | 精装 | 无电梯', '低楼层(共7层)1999年建板楼  -  五大花园', '135万', '单价12805元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a54ead36-ea6a-47d8-9ced-53599afff7d7.png.296x216.jpg', '武侯新城 绿地圣路易名邸 套二 不临街', '绿地圣路易名邸二期  | 2室2厅 | 85.79平米 | 南 | 精装 | 有电梯', '低楼层(共12层)2013年建板塔结合  -  簇桥', '155万', '单价18068元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ed1782ab-7da3-4d94-bf9f-b5dce40a81f0.png.296x216.jpg', '外双楠标准套二 客厅挑高3.9米 一梯两户 很安静', '丽景华庭一期  | 2室2厅 | 88.84平米 | 西 | 精装 | 有电梯', '中楼层(共10层)2003年建板楼  -  外双楠', '155万', '单价17448元/平米')
('https://image1.ljcdn.com/510100-inspection/test-34f13b95-df58-4135-87ed-5e72cb629c6d.png.296x216.jpg', '曼哈顿一期上跃套二 户型方正 采光好', '曼哈顿一期  | 2室1厅 | 99.37平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2003年建板塔结合  -  航空路', '175万', '单价17611元/平米')
('https://image1.ljcdn.com/510100-inspection/7e49a758-7657-4dc8-ac21-d9b37724f0ae.jpg.296x216.jpg', '交大格外 中间楼层 开发商统一装修', '交大万通格外  | 2室1厅 | 72.19平米 | 西北 | 其他 | 有电梯', '低楼层(共18层)2011年建板楼  -  丽都', '140万', '单价19394元/平米')
('https://image1.ljcdn.com/510100-inspection/dc5fb4c4-c5a1-4b05-be41-9f3eed9d78a6.JPG.296x216.jpg', '川大花园，电梯一梯两户，不临街，南北通透', '川大花园（北园）  | 3室2厅 | 130.95平米 | 南 北 | 其他', '高楼层(共11层)2001年建板楼  -  川大', '350万', '单价26728元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1d73985b-55f2-465f-b00a-a6ce63f69208.png.296x216.jpg', '武侯区火车南站东路多层小套三。', '火车南站东路17号  | 3室1厅 | 64.36平米 | 南 | 简装', '低楼层(共6层)1998年建板楼  -  火车南站', '90.9万', '单价14124元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload0066d22b-fc01-49f6-a4db-994899ea6b6a.jpg.296x216.jpg', '保利花园标准套二，不临街，满两年自家物业管理好。', '保利花园二期  | 2室1厅 | 76.74平米 | 东南 | 简装 | 有电梯', '低楼层(共15层)2012年建板楼  -  新双楠', '170万', '单价22153元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6b7aa0f1-4f9b-40a5-a376-a94e06f8a7c2.png.296x216.jpg', '省公安厅宿舍新上套三，错层大套三，同面积花园！', '省公安厅宿舍  | 3室2厅 | 126.45平米 | 东 | 其他 | 无电梯', '高楼层(共7层)1999年建板楼  -  双楠', '210万', '单价16608元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bf2d0056-d783-46d6-a7b1-7c5ebc70a96c.png.296x216.jpg', '户型方正 前后带阳台 小区绿化好 餐厅外面带大阳台', '中华名园一期  | 3室2厅 | 164.66平米 | 东南 | 其他 | 有电梯', '高楼层(共11层)2006年建板楼  -  武侯立交', '290万', '单价17613元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7685b826-2734-4d8a-a319-170db371c9b5.png.296x216.jpg', '嘉楠美地+有装修的套二+看房子预约看房', '嘉楠美地  | 2室2厅 | 69.76平米 | 西南 | 其他 | 有电梯', '高楼层(共18层)2014年建板楼  -  草金立交', '120万', '单价17202元/平米')
('https://image1.ljcdn.com/510100-inspection/test-124e6693-d91c-4304-8c39-4a7d6990d527.png.296x216.jpg', '红星苑+带阳台+明厨明卫+采光好', '红星苑  | 2室2厅 | 90.48平米 | 东 | 其他 | 无电梯', '中楼层(共7层)1997年建板楼  -  川音', '136万', '单价15031元/平米')
('https://image1.ljcdn.com/510100-inspection/test-568a7217-1a17-44b2-b183-453f4970d33f.png.296x216.jpg', '中筑西府兰庭，标准套二 有装修，对中庭。', '中筑西府兰庭  | 2室1厅 | 67.17平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2016年建板楼  -  新双楠', '139万', '单价20694元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e30f8f49-71d0-4cdc-a9d1-4e3699e21de3.png.296x216.jpg', '玲珑郡   套二户型     装修房', '玲珑郡  | 2室2厅 | 69.89平米 | 东 | 其他 | 有电梯', '中楼层(共13层)2012年建板楼  -  簇桥', '138万', '单价19746元/平米')
('https://image1.ljcdn.com/510100-inspection/test-541e34ad-0b44-489b-a171-3faf4be0a57d.png.296x216.jpg', '龙湖套二有装修 不临街 中间楼层', '龙湖金楠天街  | 2室1厅 | 77.84平米 | 北 | 其他 | 有电梯', '低楼层(共24层)2015年建板楼  -  五大花园', '165万', '单价21198元/平米')
('https://image1.ljcdn.com/510100-inspection/test-aa553d34-c7b5-42d4-96de-67a4087887b3.png.296x216.jpg', '卫欣苑套三双卫 朝南采光好 随时看房', '卫欣苑  | 3室2厅 | 132.17平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2002年建板楼  -  红牌楼', '159万', '单价12030元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a1e4aa5e-30d7-4b65-a2e0-af6bc5d1806d.png.296x216.jpg', '有装修，满2年，刚需小套三，户型方正。', '翠堤春晓  | 3室2厅 | 88平米 | 西北 | 其他 | 无电梯', '中楼层(共6层)2002年建板楼  -  五大花园', '135万', '单价15341元/平米')
('https://image1.ljcdn.com/510100-inspection/test-67e91a71-e8ac-425a-9a08-ad550f4028d1.png.296x216.jpg', '郭家桥正街5号套二高楼层南北通透', '郭家桥正街5号  | 2室1厅 | 68.26平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2009年建板楼  -  川大', '105万', '单价15383元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cedc881a-c6c2-4e62-b453-05d1c393b606.png.296x216.jpg', '中粮祥云三期花园小高层套三双卫有装修', '中粮祥云三期  | 3室2厅 | 137.88平米 | 西南 | 其他 | 有电梯', '中楼层(共7层)2014年建板楼  -  武侯立交', '388万', '单价28141元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b90001e3-dfa6-4462-a121-2937440cd097.png.296x216.jpg', '华都星公馆二期 西三环草金立交 标准套二 带装修', '华都星公馆二期  | 2室1厅 | 88平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2004年建板楼  -  草金立交', '106万', '单价12046元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bb208e9d-463a-473d-8fdb-fe3733a06d6b.png.296x216.jpg', '双楠华苑   套二双卫   人车分流', '双楠华苑  | 2室2厅 | 90.71平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2000年建板塔结合  -  双楠', '130万', '单价14332元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c2a3d932-874c-425e-b814-6f79f689f3a7.png.296x216.jpg', '居家精装大三居，对中庭，带三个阳台', '百草苑  | 3室2厅 | 143平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2002年建板楼  -  双楠', '241万', '单价16854元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6c960a53-52ab-4f44-9d6d-86fa0a878493.png.296x216.jpg', '晋阳银座  中间楼层  有装修', '晋阳银座  | 2室2厅 | 88.43平米 | 东 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  五大花园', '70万', '单价7916元/平米')
('https://image1.ljcdn.com/510100-inspection/test-45eed1ff-ef3a-4ae1-afb4-d455f7a117f1.png.296x216.jpg', '中楼层套三，方正户型带阳台，有装修', '金地花园  | 3室2厅 | 129.33平米 | 北 | 其他 | 无电梯', '低楼层(共6层)2003年建板楼  -  双楠', '203万', '单价15697元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e7b70ac3-a97f-446e-a886-fe53e183924b.png.296x216.jpg', '中粮精装套二，户型好，位置采光好。', '中粮祥云二期  | 2室2厅 | 87.19平米 | 西南 西 | 其他 | 有电梯', '高楼层(共17层)2014年建板塔结合  -  武侯立交', '240万', '单价27527元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4497f4cb-7827-4cbf-869c-28b80d82d514.png.296x216.jpg', '中铁瑞城三号线标准套一，保养比较好，可拎包入住！', '中铁瑞城三号线  | 1室1厅 | 51平米 | 东南 | 简装 | 有电梯', '中楼层(共10层)2012年建板楼  -  新双楠', '110万', '单价21569元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload8f73deaa-019a-4a67-b0bb-d95333cc762e.jpg.296x216.jpg', '风尚国际    套四双卫   有装修', '风尚国际  | 4室2厅 | 153.75平米 | 东南 | 其他 | 有电梯', '中楼层(共15层)2003年建板楼  -  高升桥', '310万', '单价20163元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1c1e90c8-5c8e-48a2-953e-c7559df9bae0.png.296x216.jpg', '洗面桥东一街3号！套二双卫！看房方便！交通便利！', '洗面桥东一街3号  | 2室1厅 | 81平米 | 北 | 简装 | 无电梯', '中楼层(共7层)板塔结合  -  华西', '113万', '单价13951元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a4588677-2b43-4fa9-8d96-52da9b869ebf.png.296x216.jpg', '成 通 小 区 标 准 套 一', '成通小区  | 1室1厅 | 42.59平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  武侯立交', '62万', '单价14558元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c29bbd76-978d-49ab-b0b7-cbb74fb74804.png.296x216.jpg', '常春藤花园 套三 不临街 采光好', '中海常春藤花园  | 3室2厅 | 102.35平米 | 西南 | 简装 | 有电梯', '低楼层(共15层)2006年建板楼  -  龙湾', '238万', '单价23254元/平米')
('https://image1.ljcdn.com/510100-inspection/test-65a64528-07b7-48de-ae75-a93532b33f8f.png.296x216.jpg', '梓桐苑 套三双卫 居家装修 南北朝向', '梓桐苑  | 3室2厅 | 144.47平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2002年建板楼  -  桐梓林', '245万', '单价16959元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e79f4810-7725-41c6-a8bc-8ee6990aafea.png.296x216.jpg', '兴元嘉园  电梯套二  客厅带阳台 随时可看', '兴元嘉园  | 2室1厅 | 89.17平米 | 西南 | 简装 | 有电梯', '中楼层(共9层)2005年建板楼  -  武侯立交', '118万', '单价13234元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c99b258b-71a2-4327-b4aa-b5388e0d10dc.png.296x216.jpg', '龙湖金楠天街，精装套三，带全套家具家电，适合居家', '龙湖金楠天街  | 3室1厅 | 110.13平米 | 东南 | 其他 | 有电梯', '高楼层(共24层)2015年建板楼  -  五大花园', '270万', '单价24517元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e59ac6e2-346b-4156-8821-459ce1f98598.png.296x216.jpg', '二环边套一，价格美丽，位置优越，等不及想换主人', '竹园一期  | 1室1厅 | 40.61平米 | 东 东南 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  红牌楼', '58.5万', '单价14406元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9e2c6e79-3bb0-4c57-828f-ad4969b6e6ec.png.296x216.jpg', '电梯洋房，精装套二，带大平台花园。', '中铁金花国际城  | 2室2厅 | 76.64平米 | 南 | 其他 | 有电梯', '低楼层(共9层)板楼  -  簇桥', '130万', '单价16963元/平米')
('https://image1.ljcdn.com/510100-inspection/test-02e2c6e6-a245-4703-a879-6b1f4883cdd2.png.296x216.jpg', '时代100套三 客厅带阳台 中间楼层 东北向', '时代100  | 3室2厅 | 125.52平米 | 东北 | 其他 | 有电梯', '中楼层(共16层)2002年建塔楼  -  川音', '210万', '单价16731元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d1ac9bbc-d8fa-48ad-8c9e-2ae6b4efd68f.png.296x216.jpg', '花间集 带平台 套二 带装修 明厨明卫 朝东', '花间集  | 2室2厅 | 72.69平米 | 东南 | 简装 | 有电梯', '中楼层(共18层)2008年建板楼  -  龙湾', '160万', '单价22012元/平米')
('https://image1.ljcdn.com/510100-inspection/test-863ee6bf-d809-43ea-ba80-1877c4838ca7.png.296x216.jpg', '精装套二 带屋顶花园 朝东不临街', '文化公寓  | 2室2厅 | 78.91平米 | 东 | 其他 | 无电梯', '高楼层(共7层)2001年建板楼  -  双楠', '130万', '单价16475元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9edda2c8-0504-47be-9486-e689c3afe309.png.296x216.jpg', '首航欣程 三十万自住装修 不临街套二', '首航欣程  | 2室2厅 | 76.33平米 | 西南 | 其他 | 有电梯', '高楼层(共32层)2014年建塔楼  -  棕北', '192万', '单价25154元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d15a6a1b-0c8a-433f-9308-4ad34d1acebb.png.296x216.jpg', '首座带入户花园的大套二 朝南 装修好', '首座  | 2室2厅 | 128.31平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2010年建板塔结合  -  桐梓林', '330万', '单价25719元/平米')
('https://image1.ljcdn.com/510100-inspection/c00a7a8c-2f72-4d7a-8422-9846d8d92262.jpg.296x216.jpg', '竹韵天府，对中庭套二，精装修，拎包入住', '竹韵天府  | 2室2厅 | 78.53平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)2004年建板楼  -  武侯立交', '120万', '单价15281元/平米')
('https://image1.ljcdn.com/510100-inspection/f8fdc81c-58d7-4498-96f8-d0a7aee1b79b.JPG.296x216.jpg', '锦官新城西区！~精装跃层套6！！！', '锦官新城西区  | 6室2厅 | 272.12平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2003年建塔楼  -  航空路', '550万', '单价20212元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5b85092e-d77e-4fc6-b5c2-04ea20e38631.png.296x216.jpg', '海德花苑一厅一厨一卫，楼层好，客厅朝南，光照充足。', '海德花苑  | 2室1厅 | 62.9平米 | 南 | 简装', '低楼层(共12层)塔楼  -  川大', '116万', '单价18442元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e45f3cd5-08be-446c-9914-538b0f6f908c.png.296x216.jpg', '百花福园中楼层套三，居家装修户型方正', '百花福园  | 3室2厅 | 97.65平米 | 西 | 其他 | 无电梯', '中楼层(共7层)2000年建板塔结合  -  双楠', '138万', '单价14133元/平米')
('https://image1.ljcdn.com/510100-inspection/test-280f50ea-c4e4-4ddc-b0d1-2e016dce20aa.png.296x216.jpg', '小区是1996年的多层住宅，物业费0.24元一平米;', '红运花园馨苑  | 2室1厅 | 81.6平米 | 东南 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  五大花园', '98万', '单价12010元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f3bc74a4-1e84-471c-b7bb-f10c3f9b91ba.png.296x216.jpg', '内双楠浣花溪旁套四中楼层，户型方正', '金地花园  | 4室2厅 | 172.75平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  双楠', '295万', '单价17077元/平米')
('https://image1.ljcdn.com/510100-inspection/test-91065414-e38e-420f-800c-78958870da09.png.296x216.jpg', '丽景华庭 标间户型 诚心出售。', '丽景华庭二期  | 1室0厅 | 43.4平米 | 东 | 其他 | 有电梯', '高楼层(共16层)2006年建板楼  -  外双楠', '65万', '单价14977元/平米')
('https://image1.ljcdn.com/510100-inspection/test-faaa8426-9360-4004-9b45-65e218401560.png.296x216.jpg', '驿鑫乡卿城 标准套一 客厅带也阳台 精装修', '驿鑫乡卿城  | 1室1厅 | 74平米 | 南 | 精装 | 有电梯', '低楼层(共13层)2007年建板楼  -  草金立交', '109万', '单价14730元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7e7b6054-5f1d-4757-98c8-15dd5a69e7b4.png.296x216.jpg', '国嘉南苑 标准套三 安静不临街', '国嘉南苑一期  | 3室2厅 | 149.61平米 | 东 | 其他 | 有电梯', '低楼层(共20层)1999年建板楼  -  华西', '209万', '单价13970元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3ee18b4f-c3dd-4bf4-acea-f0c40df53fe4.png.296x216.jpg', '电信局宿舍 高楼层有装修 有阳台采光好 随时看房', '林荫街9号  | 3室2厅 | 117.97平米 | 东南 西北 | 其他 | 无电梯', '高楼层(共7层)2002年建板楼  -  川音', '150万', '单价12716元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b3b1e605-35ae-4e76-aff2-6a9adfcb9efe.png.296x216.jpg', '三环内 电梯小高层 标准套二 拎包入住', '兴元丽园B区  | 2室2厅 | 63.9平米 | 东南 | 简装 | 有电梯', '中楼层(共11层)2004年建板塔结合  -  武侯立交', '98万', '单价15337元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cf5efd39-966d-4b8d-a809-65e9147d5c71.png.296x216.jpg', '套三双卫 精装修 保养好 大理石地砖 进口品牌卫浴', '丽都花园丽府  | 3室1厅 | 124.62平米 | 南 西南 | 其他 | 有电梯', '高楼层(共16层)2011年建板楼  -  丽都', '340万', '单价27283元/平米')
('https://image1.ljcdn.com/510100-inspection/test-850e9cd3-21bd-47ce-aff3-362e86a26efa.png.296x216.jpg', '观南上域  写字楼  成熟商圈', '观南上域  | 1室0厅 | 125.18平米 | 西 | 其他 | 有电梯', '高楼层(共20层)2008年建板塔结合  -  桐梓林', '172万', '单价13741元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f75f5863-5936-4501-9551-7346d00436cc.png.296x216.jpg', '保利花园三房，有装修，通透户型', '保利花园三期  | 3室2厅 | 100.68平米 | 东 | 其他 | 有电梯', '高楼层(共15层)2012年建板楼  -  新双楠', '251万', '单价24931元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d2dfe979-bb35-4500-8a6d-35568363db25.png.296x216.jpg', '金地贝福里 精装 套三三卫 内跃带花园 安静 采光好', '金地贝福里花园  | 3室1厅 | 201.94平米 | 东 南 | 精装 | 有电梯', '高楼层(共18层)2007年建塔楼  -  桐梓林', '405万', '单价20056元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d147aaaa-4a49-4c74-a812-a388f8a8cc63.png.296x216.jpg', '临清水河，优品道，双公园环境好，装修保养好。', '翠堤春晓  | 3室2厅 | 92.11平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2002年建板楼  -  五大花园', '150万', '单价16285元/平米')
('https://image1.ljcdn.com/510100-inspection/test-58fa6af4-4209-4266-8bd3-16d5e1a18bc2.png.296x216.jpg', '高升桥南街，两居室，采光好，视野开阔。', '高升桥南街13号  | 2室1厅 | 74.2平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  高升桥', '100万', '单价13478元/平米')
