('https://image1.ljcdn.com/440100-inspection/e74c660e-183a-4352-a7f9-531a9954f25b.jpg.296x216.jpg', '科城山庄精装五房 南北通透 近地铁', '科城山庄  | 6室2厅 | 239平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)2012年建塔楼  -  科学城', '850万', '单价35565元/平米')
('https://image1.ljcdn.com/440100-inspection/e12b9e9d-bba2-41ab-9a8d-bba55a84f39e.jpg.296x216.jpg', '怡港花园 户型方正 通风采光好', '怡港花园  | 3室2厅 | 117.96平米 | 西北 | 精装 | 有电梯', '中楼层(共11层)1999年建塔楼  -  区府', '410万', '单价34758元/平米')
('https://image1.ljcdn.com/440100-inspection/e70d835e-c4da-48ab-95ce-283ff32e6811.jpg.296x216.jpg', '金碧领秀国际别墅 怡园东校区', '金碧领秀国际   | 独栋别墅 | 5室4厅 | 166.14平米 | 南 | 精装 | 无电梯', '1层2007年建暂无数据  -  区府', '800万', '单价48153元/平米')
('https://image1.ljcdn.com/440100-inspection/e39e8f7e-dc3a-4124-93a5-d5e88a1dc81f.jpg.296x216.jpg', '黄埔花园 2室2厅 360万', '黄埔花园  | 2室2厅 | 87.3平米 | 南 | 简装 | 有电梯', '中楼层(共11层)2011年建塔楼  -  区府', '360万', '单价41238元/平米')
('https://image1.ljcdn.com/440100-inspection/7d769e6a-a4d4-4667-b67e-441510a65513.jpg.296x216.jpg', '雅居乐富春山居 南北对流 4房视野开阔', '雅居乐富春山居  | 4室2厅 | 202平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)2014年建塔楼  -  科学城', '808万', '单价40000元/平米')
('https://image1.ljcdn.com/440100-inspection/4f0dc6cf-c645-4243-b71b-89f5f156908d.jpg.296x216.jpg', '金碧世纪花园  温馨两房，安静望花园，看房方便', '金碧世纪花园  | 2室2厅 | 68平米 | 北 | 简装 | 有电梯', '中楼层(共32层)2004年建塔楼  -  区府', '265万', '单价38971元/平米')
('https://image1.ljcdn.com/440100-inspection/acff43ad-9264-4170-92d4-6a0784134df4.jpg.296x216.jpg', '金碧领秀国际 1室0厅 158万', '金碧领秀国际  | 1室0厅 | 35平米 | 北 | 精装 | 有电梯', '低楼层(共33层)2007年建塔楼  -  区府', '158万', '单价45143元/平米')
('https://image1.ljcdn.com/440100-inspection/ee7a7770-f639-4dd6-b250-29aebec4d20a.jpg.296x216.jpg', '万科金色悦府 3室2厅 350万', '万科金色悦府  | 3室2厅 | 85.59平米 | 南 | 精装 | 有电梯', '低楼层(共31层)2014年建塔楼  -  区府', '350万', '单价40893元/平米')
('https://image1.ljcdn.com/440100-inspection/test-51128b9b-93aa-42ec-9a3f-94136afe7adb.png.296x216.jpg', '怡港花园 2室2厅 260万', '怡港花园  | 2室2厅 | 75.73平米 | 北 | 精装 | 无电梯', '低楼层(共9层)1999年建塔楼  -  区府', '260万', '单价34333元/平米')
('https://image1.ljcdn.com/440100-inspection/273e962f-e70f-464b-a367-4233b2264015.jpg.296x216.jpg', '金碧世纪花园 温馨两房 通风采光好', '金碧世纪花园  | 2室2厅 | 71.98平米 | 北 | 精装 | 有电梯', '低楼层(共17层)2004年建塔楼  -  区府', '290万', '单价40289元/平米')
('https://image1.ljcdn.com/440100-inspection/b635330f-83d3-4b2b-ba03-36086c00bba2.jpg.296x216.jpg', '墩美小区 通风采光好 格局好', '墩美小区  | 2室2厅 | 77平米 | 南 | 简装 | 无电梯', '高楼层(共9层)塔楼  -  开发区', '150万', '单价19481元/平米')
('https://image1.ljcdn.com/440100-inspection/523046c6-af57-4b5a-a897-f26a5be7575a.jpg.296x216.jpg', '银丰花园银丰二街 1室1厅 176万', '银丰花园银丰二街  | 1室1厅 | 54.32平米 | 北 | 简装 | 无电梯', '高楼层(共9层)1999年建塔楼  -  区府', '176万', '单价32401元/平米')
('https://image1.ljcdn.com/440100-inspection/354e9c38-24e1-4f2e-82b0-e92426875e2d.jpg.296x216.jpg', '精装三房 中楼层 生活方便', '港湾路  | 3室1厅 | 92.2平米 | 东 西 | 简装 | 无电梯', '低楼层(共11层)1995年建塔楼  -  区府', '380万', '单价41215元/平米')
('https://image1.ljcdn.com/440100-inspection/efac28d8-4e90-42f2-a7b6-41129393b9b7.jpg.296x216.jpg', '大沙地东路 方正三房 交通便利', '大沙地东路  | 2室2厅 | 77平米 | 南 | 简装 | 无电梯', '中楼层(共8层)1998年建塔楼  -  区府', '255万', '单价33117元/平米')
('https://image1.ljcdn.com/440100-inspection/d3f07c91-5b0a-430d-991e-285072e740c4.jpg.296x216.jpg', '全新装修，南北对流，高层视野好', '新福港鼎峰  | 3室2厅 | 88.39平米 | 南 北 | 精装 | 无电梯', '高楼层(共28层)塔楼  -  科学城', '368万', '单价41634元/平米')
('https://image1.ljcdn.com/440100-inspection/e80827c1-4f05-452a-97f6-64a8e5e82968.jpg.296x216.jpg', '银丰花园 南向低层两房 精装修', '银丰花园银丰二街  | 2室2厅 | 86平米 | 南 | 精装 | 无电梯', '低楼层(共9层)1999年建塔楼  -  区府', '276万', '单价32094元/平米')
('https://image1.ljcdn.com/440100-inspection/ae2019b0-0ed5-425f-a559-fdf2a716bae2.jpg.296x216.jpg', '雅居乐富春山居 4室2厅 650万', '雅居乐富春山居  | 4室2厅 | 181.49平米 | 东南 | 其他 | 有电梯', '中楼层(共21层)2014年建塔楼  -  科学城', '650万', '单价35815元/平米')
('https://image1.ljcdn.com/440100-inspection/8b5a3399-52b1-4338-a74e-c4efae37b997.jpg.296x216.jpg', '金逸雅居 高层户型 三房', '金逸雅居  | 3室2厅 | 108.37平米 | 东北 | 精装 | 有电梯', '中楼层(共17层)2006年建塔楼  -  区府', '416万', '单价38388元/平米')
('https://image1.ljcdn.com/440100-inspection/f98de5e5-5b51-4ed7-9bcc-2998326500bd.jpg.296x216.jpg', '地铁文冲站！万科物业实用温馨三房！高层视野景观好！', '万科金色悦府  | 3室2厅 | 85.64平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2014年建塔楼  -  区府', '380万', '单价44372元/平米')
('https://image1.ljcdn.com/440100-inspection/f10fa519-b539-4b03-ad71-e478cbd16106.jpg.296x216.jpg', '金碧世纪花园，南向两房，温馨装修，安静望花园', '金碧世纪花园  | 2室2厅 | 68.47平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2004年建塔楼  -  区府', '258万', '单价37681元/平米')
('https://image1.ljcdn.com/440100-inspection/aba6e8b0-18d7-4cc1-9e10-d42a7621386e.jpg.296x216.jpg', '万科金色悦府 3室2厅 430万', '万科金色悦府  | 3室2厅 | 100.2平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2014年建塔楼  -  区府', '430万', '单价42915元/平米')
('https://image1.ljcdn.com/440100-inspection/ad35a6dc-55e3-4fd4-aef7-1515edf4cf72.jpg.296x216.jpg', '新安苑 2室2厅 228万', '新安苑  | 2室2厅 | 70.73平米 | 南 | 其他 | 无电梯', '高楼层(共9层)1998年建塔楼  -  区府', '228万', '单价32236元/平米')
('https://image1.ljcdn.com/440100-inspection/476c8c05-74e0-4962-9bb2-4c41200a7983.jpg.296x216.jpg', '珍宝巴士楼 中高层 格局方正 两房改三房', '珍宝巴士楼  | 3室1厅 | 64.5平米 | 南 北 | 简装 | 无电梯', '高楼层(共9层)塔楼  -  区府', '195万', '单价30233元/平米')
('https://image1.ljcdn.com/440100-inspection/be556272-9866-41ea-9bd6-9b524b4cd1b6.jpg.296x216.jpg', '夏园大厦 3室1厅 200万', '夏园大厦  | 3室1厅 | 88.41平米 | 南 | 简装', '高楼层(共9层)塔楼  -  开发区', '200万', '单价22622元/平米')
('https://image1.ljcdn.com/440100-inspection/b4c5d29a-279e-4b16-b8eb-365b9d2ada4b.jpg.296x216.jpg', '悦涛雅苑 3室2厅 335万', '悦涛雅苑  | 3室2厅 | 86.28平米 | 东北 | 简装 | 有电梯', '高楼层(共13层)2000年建塔楼  -  区府', '335万', '单价38828元/平米')
('https://image1.ljcdn.com/440100-inspection/10d44157-60e7-402e-a9ad-cc534246063e.jpg.296x216.jpg', '金碧世纪花园 采光好 交通便利 格局方正', '金碧世纪花园  | 2室2厅 | 73平米 | 北 | 其他 | 有电梯', '低楼层(共17层)2004年建塔楼  -  区府', '360万', '单价49316元/平米')
('https://image1.ljcdn.com/440100-inspection/81724e35-8a08-4b23-9b66-899f6c24b340.jpg.296x216.jpg', '金碧世纪花园 3室2厅 580万', '金碧世纪花园  | 3室2厅 | 162平米 | 南 | 精装 | 有电梯', '低楼层(共25层)2006年建塔楼  -  区府', '580万', '单价35803元/平米')
('https://image1.ljcdn.com/440100-inspection/a8ed9b1a-ecf5-4622-a3f5-1a5173df4387.jpg.296x216.jpg', '精装两房，设计温馨，楼层佳，采光通风好', '金碧世纪花园  | 2室2厅 | 69平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2004年建塔楼  -  区府', '260万', '单价37682元/平米')
('https://image1.ljcdn.com/440100-inspection/7459f38d-ee9e-423a-a80c-2b181c7b259d.jpg.296x216.jpg', '怡港花园 电梯两房 户型方正', '怡港花园  | 2室2厅 | 87平米 | 西北 | 精装 | 有电梯', '高楼层(共24层)1999年建塔楼  -  区府', '375万', '单价43104元/平米')
('https://image1.ljcdn.com/440100-inspection/a0d8aee3-5cce-4da3-8421-2e5e78c877c5.jpg.296x216.jpg', '怡港花园 园中园复试四房 格局方正', '怡港花园  | 4室1厅 | 156.75平米 | 北 | 其他 | 有电梯', '高楼层(共11层)1999年建塔楼  -  区府', '595万', '单价37959元/平米')
('https://image1.ljcdn.com/440100-inspection/9a2914e1-783c-4b53-ba22-b077f5aea83c.jpg.296x216.jpg', '雅居乐富春山居 1室1厅 250万', '雅居乐富春山居  | 1室1厅 | 66.21平米 | 南 | 其他 | 有电梯', '中楼层(共9层)2014年建塔楼  -  科学城', '250万', '单价37759元/平米')
('https://image1.ljcdn.com/440100-inspection/adc21b7e-706f-4bb0-acda-814ffb122d63.jpg.296x216.jpg', '高楼层 格局方正 采光好 温馨小两房', '煤气公司宿舍  | 2室1厅 | 50.3平米 | 南 | 简装 | 无电梯', '高楼层(共8层)1993年建塔楼  -  区府', '165万', '单价32804元/平米')
('https://image1.ljcdn.com/440100-inspection/b55595dc-0793-487b-b082-c4c5c1237ac1.jpg.296x216.jpg', '黄埔花园 高层三房 格局方正 四期楼盘', '黄埔花园  | 3室2厅 | 90.18平米 | 西 | 简装 | 有电梯', '高楼层(共24层)2011年建塔楼  -  区府', '388万', '单价43026元/平米')
('https://image1.ljcdn.com/440100-inspection/1ac29700-b622-4482-a6bb-5023e14afcb6.jpg.296x216.jpg', '荔园小区，高层两房，通风采光好', '荔园小区  | 2室2厅 | 76.5平米 | 南 | 精装 | 无电梯', '高楼层(共9层)1995年建塔楼  -  区府', '225万', '单价29412元/平米')
('https://image1.ljcdn.com/440100-inspection/64d50e7d-2f2f-4a10-bd20-752eeeddbc24.jpg.296x216.jpg', '富域尚品居 精装南向三房 户型方正', '富域尚品居  | 3室2厅 | 93.68平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2009年建塔楼  -  开发区', '270万', '单价28822元/平米')
('https://image1.ljcdn.com/440100-inspection/e3164be7-73df-4c9e-bb4c-cefa2ff9d811.jpg.296x216.jpg', '龙光峰景华庭 房屋敞亮 户型方正', '龙光峰景华庭  | 2室2厅 | 75.84平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2009年建塔楼  -  科学城', '235万', '单价30987元/平米')
('https://image1.ljcdn.com/440100-inspection/a2d15be0-90ed-4d87-99ae-f4db081856c0.jpg.296x216.jpg', '三村远洋宿舍 中层框架南向俩房 免装修 配套成熟', '三村远洋宿舍  | 2室1厅 | 71.02平米 | 南 | 简装 | 无电梯', '中楼层(共8层)1999年建塔楼  -  区府', '210万', '单价29570元/平米')
('https://image1.ljcdn.com/440100-inspection/f6491b20-9414-4716-9ba6-da7ce968189c.jpg.296x216.jpg', '黄埔花园 4室2厅 750万', '黄埔花园  | 4室2厅 | 148.38平米 | 北 | 精装 | 有电梯', '中楼层(共26层)2011年建塔楼  -  区府', '750万', '单价50546元/平米')
('https://image1.ljcdn.com/440100-inspection/248d8bb6-61d2-4026-84ab-38c2e09525c6.jpg.296x216.jpg', '丰逸尚居 温馨电梯两房 楼龄新', '丰逸尚居  | 2室2厅 | 64.05平米 | 南 | 精装 | 有电梯', '低楼层(共29层)2012年建塔楼  -  区府', '248万', '单价38720元/平米')
('https://image1.ljcdn.com/440100-inspection/f1c1a7b4-fcfd-4bb8-a7e6-5b87abafecb5.jpg.296x216.jpg', '精装两房，中高楼层，视野开阔，随时看房', '金碧世纪花园  | 2室2厅 | 68平米 | 北 | 精装 | 有电梯', '中楼层(共32层)2004年建塔楼  -  区府', '250万', '单价36765元/平米')
('https://image1.ljcdn.com/440100-inspection/57a01aa3-bead-4dd1-9675-579a0eee18a0.jpg.296x216.jpg', '东苑小区 温馨四房 带怡园校区', '东苑小区  | 4室2厅 | 123.75平米 | 南 | 简装 | 有电梯', '高楼层(共17层)2000年建塔楼  -  区府', '428万', '单价34586元/平米')
('https://image1.ljcdn.com/440100-inspection/be1ad939-9c49-4f0d-8844-866372abdb3e.jpg.296x216.jpg', '海关大院 3室2厅 416万', '海关大院  | 3室2厅 | 104.25平米 | 南 | 精装 | 有电梯', '高楼层(共30层)1998年建塔楼  -  区府', '416万', '单价39905元/平米')
('https://image1.ljcdn.com/440100-inspection/195c9c2e-d0a7-4049-a49c-ab51b8442e45.jpg.296x216.jpg', '龙光峰景华庭 3室2厅 265万', '龙光峰景华庭  | 3室2厅 | 93.87平米 | 东北 | 其他 | 有电梯', '低楼层(共18层)2009年建塔楼  -  科学城', '265万', '单价28231元/平米')
('https://image1.ljcdn.com/440100-inspection/f19576a6-da4f-44bf-84c8-9b2d3245fa45.jpg.296x216.jpg', '南向三房，户型方正，精装望泳池，随时看房', '金碧世纪花园  | 3室1厅 | 96平米 | 南 | 精装 | 有电梯', '高楼层(共32层)2004年建塔楼  -  区府', '380万', '单价39584元/平米')
('https://image1.ljcdn.com/440100-inspection/5a081c26-ad14-4782-bec0-98c7b227a6b4.jpg.296x216.jpg', '东港花园 高层南向望江景 地铁口80米', '东港花园  | 3室2厅 | 93平米 | 南 | 精装 | 有电梯', '低楼层(共24层)2013年建塔楼  -  区府', '350万', '单价37635元/平米')
('https://image1.ljcdn.com/440100-inspection/d281ea70-4bd6-486c-b09f-53869a080edb.jpg.296x216.jpg', '银丰花园银丰二街 2室2厅 245万', '银丰花园银丰二街  | 2室2厅 | 80.58平米 | 南 | 精装 | 无电梯', '中楼层(共9层)1999年建塔楼  -  区府', '245万', '单价30405元/平米')
('https://image1.ljcdn.com/440100-inspection/b5e05988-806b-4508-9d77-cddb4eb4852c.jpg.296x216.jpg', '金港花园 精装两房 电梯高层 黄埔大沙地', '金港花园  | 2室2厅 | 76.83平米 | 东 | 精装 | 有电梯', '中楼层(共24层)2000年建塔楼  -  区府', '265万', '单价34492元/平米')
('https://image1.ljcdn.com/440100-inspection/63be8d28-422f-441b-95af-d2f42689178d.jpg.296x216.jpg', '黄埔花园 4房2厅 格局方正 优雅', '黄埔花园  | 4室2厅 | 148平米 | 东北 | 精装 | 有电梯', '高楼层(共26层)2011年建塔楼  -  区府', '565万', '单价38176元/平米')
('https://image1.ljcdn.com/440100-inspection/977a09d2-0fc0-4f09-83d2-b60d5f2ea7b8.jpg.296x216.jpg', '万科城市花园 实用南北向三房', '万科城市花园  | 3室2厅 | 93.5平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2003年建塔楼  -  区府', '370万', '单价39573元/平米')
('https://image1.ljcdn.com/440100-inspection/acbdeb51-2aa1-49b9-bbf3-fe329c09d52a.jpg.296x216.jpg', '宽敞四房 舒适安心 东南向 无遮挡', '宏康花园五期宏康东筑  | 4室2厅 | 123.87平米 | 南 | 精装 | 有电梯', '低楼层(共22层)2009年建塔楼  -  开发东区', '256万', '单价20667元/平米')
('https://image1.ljcdn.com/440100-inspection/60101ea1-fefe-4b1b-8290-8dbaa82bbb04.jpg.296x216.jpg', '万科城市花园 方正二房 望花园', '万科城市花园  | 2室2厅 | 79.81平米 | 北 | 精装 | 有电梯', '中楼层(共11层)2003年建塔楼  -  区府', '295万', '单价36963元/平米')
('https://image1.ljcdn.com/440100-inspection/test-8ac9c4ac-2a4b-4ecb-a3fe-03c131ea338b.png.296x216.jpg', '泰景花园   电梯大三房  交通便利  安静小区', '泰景花园大沙北路  | 3室2厅 | 113.4平米 | 南 北 | 精装 | 无电梯', '低楼层(共8层)2000年建塔楼  -  区府', '325万', '单价28660元/平米')
('https://image1.ljcdn.com/440100-inspection/cda7dc8a-fde5-4f7c-a7fa-c2df2abcf1c4.jpg.296x216.jpg', '银丰小区 舒适3房 保养新净 南北通透', '银丰花园银丰二街  | 3室2厅 | 100.92平米 | 南 北 | 精装 | 无电梯', '中楼层(共9层)1999年建塔楼  -  区府', '350万', '单价34681元/平米')
('https://image1.ljcdn.com/440100-inspection/968f85a1-0f34-4c65-93f0-b0c9612ef84b.jpg.296x216.jpg', '海关大院 电梯三房 格局方正 家私家电齐', '海关大院  | 3室2厅 | 105平米 | 东南 | 精装 | 有电梯', '中楼层(共30层)1998年建塔楼  -  区府', '350万', '单价33334元/平米')
('https://image1.ljcdn.com/440100-inspection/b782e78e-4f6a-4029-9efb-9b5f42ecf76a.jpg.296x216.jpg', '黄埔花园 高层一房一厅 东南望江', '黄埔花园  | 1室1厅 | 62.13平米 | 东南 | 其他 | 有电梯', '高楼层(共24层)2011年建塔楼  -  区府', '268万', '单价43136元/平米')
('https://image1.ljcdn.com/440100-inspection/e150e9eb-1823-4390-a47b-c1dcf73dadaa.jpg.296x216.jpg', '金碧世纪花园 3室2厅 350万', '金碧世纪花园  | 3室2厅 | 85平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2004年建塔楼  -  区府', '350万', '单价41177元/平米')
('https://image1.ljcdn.com/440100-inspection/d795a8d1-bf7e-4523-8719-853499a30db3.jpg.296x216.jpg', '金碧世纪花园 实用三房 园林景观', '金碧世纪花园  | 3室2厅 | 163平米 | 南 | 简装 | 有电梯', '低楼层(共25层)2004年建塔楼  -  区府', '620万', '单价38037元/平米')
('https://image1.ljcdn.com/440100-inspection/c4de02e5-7cf7-4ebd-ad6a-44aa5713236d.jpg.296x216.jpg', '宏康小筑 房屋敞亮 户型方正 保养良好', '宏康小筑  | 3室1厅 | 88.05平米 | 西北 | 精装', '高楼层(共8层)塔楼  -  科学城', '155万', '单价17604元/平米')
('https://image1.ljcdn.com/440100-inspection/0bc22e57-3b7d-4a82-8a67-732d82c6c337.jpg.296x216.jpg', '黄埔花园  南向4房 视野好 望园内', '黄埔花园  | 4室2厅 | 142平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2011年建塔楼  -  区府', '680万', '单价47888元/平米')
('https://image1.ljcdn.com/440100-inspection/5b90d45e-5cd3-4860-95d7-d24cb86e4eed.jpg.296x216.jpg', '黄埔花园 南向大三房 格局方正 带主卫', '黄埔花园  | 3室2厅 | 123.96平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2011年建塔楼  -  区府', '535万', '单价43160元/平米')
('https://image1.ljcdn.com/440100-inspection/09ca971d-5901-4e2e-9003-143ca6bca028.jpg.296x216.jpg', '宏康花园五期宏康东筑 南向三房', '宏康花园五期宏康东筑  | 3室2厅 | 100.4平米 | 东南 | 简装', '低楼层(共22层)2009年建塔楼  -  开发东区', '215万', '单价21415元/平米')
('https://image1.ljcdn.com/440100-inspection/46567887-261f-4a4d-994e-18e26bb23086.jpg.296x216.jpg', '文船生活区 南向大三房 中楼层', '文船生活区东区  | 3室2厅 | 85平米 | 东 西 | 简装 | 无电梯', '中楼层(共5层)1999年建塔楼  -  区府', '212万', '单价24942元/平米')
