('https://image1.ljcdn.com/340100-inspection/d314142f-f3da-4dd7-ac64-9a151bec095b.JPG.296x216.jpg', '恒盛招牌敞亮大三房 南北双阳台 无遮挡采光', '恒盛皇家花园  | 3室2厅 | 132.96平米 | 南 北 | 其他', '低楼层(共24层)2013年建板楼  -  林店', '170万', '单价12786元/平米')
('https://image1.ljcdn.com/340100-inspection/5d4da5ec-ed2c-4498-9714-9df954f64e48.jpg.296x216.jpg', '云滨花园 2室1厅 115万', '云滨花园  | 2室1厅 | 74.12平米 | 南 | 其他', '中楼层(共30层)2012年建塔楼  -  亳州', '115万', '单价15516元/平米')
('https://image1.ljcdn.com/340100-inspection/b90beee5-24c0-4f87-9786-7b457b7e54dd.JPG.296x216.jpg', '大润发对面杏林雅苑大两房 中高楼层 采光优质', '杏林雅苑  | 2室1厅 | 79.6平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  杏林', '92万', '单价11558元/平米')
('https://image1.ljcdn.com/340100-inspection/34834bff-d344-4153-a9f5-59902f14e2fe.jpg.296x216.jpg', '工行宿舍 两室一厅 交通便利 有小区环境 适合居住', '工行宿舍  | 2室1厅 | 85.7平米 | 南 | 其他', '高楼层(共6层)板楼  -  三孝口', '167万', '单价19487元/平米')
('https://image1.ljcdn.com/340100-inspection/af1b2172-67df-4501-a214-6315ee6ec37b.jpg.296x216.jpg', '橡树湾  3室1厅  215万', '橡树湾  | 3室1厅 | 98.55平米 | 南 | 其他', '低楼层(共24层)2013年建塔楼  -  海棠', '215万', '单价21817元/平米')
('https://image1.ljcdn.com/340100-inspection/76983b5d-1647-4ed8-9f5e-2221fddd221d.jpg.296x216.jpg', '人民巷八号大院 两房朝南户型好 西边户 采光好', '桐城路137号  | 2室1厅 | 63.44平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  三孝口', '190万', '单价29950元/平米')
('https://image1.ljcdn.com/340100-inspection/cadabfa5-ae4d-4a35-b2e8-fc7e8769060e.jpg.296x216.jpg', '万科森林公园御庭 毛坯边户四房 四室两厅一厨两卫', '万科森林公园御庭  | 4室2厅 | 125.92平米 | 南 | 其他', '中楼层(共34层)2015年建塔楼  -  森林公园', '280万', '单价22237元/平米')
('https://image1.ljcdn.com/340100-inspection/625ab3df-127c-40bf-84b7-17b89cc9bb85.jpg.296x216.jpg', '此房满五年，没有增值税，精装修，采光足', '中铁国际城广园  | 3室2厅 | 80平米 | 南 | 其他', '高楼层(共34层)2012年建板楼  -  杏花村', '145万', '单价18125元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload2a30ff00-b65f-4257-9652-6a63b80802a3.jpg.296x216.jpg', '柏景湾 5室2厅 390万', '柏景湾  | 5室2厅 | 196.33平米 | 南 北 | 其他', '高楼层(共6层)2009年建塔楼  -  亳州', '390万', '单价19865元/平米')
('https://image1.ljcdn.com/340100-inspection/47a4c49e-f2a0-493f-98d8-000ab5d01633.jpg.296x216.jpg', '富世广场，交通便利配套齐全楼层良好', '富世广场  | 2室1厅 | 63.43平米 | 北 | 其他', '中楼层(共29层)2012年建塔楼  -  逍遥津', '118万', '单价18604元/平米')
('https://image1.ljcdn.com/340100-inspection/78316818-bd37-41c0-9e10-ed86eac61fcd.jpg.296x216.jpg', '为你而选为你为家，云滨花园一室一厅，拎包即住', '云滨花园  | 1室1厅 | 43.82平米 | 南 | 其他', '中楼层(共30层)2012年建塔楼  -  亳州', '60万', '单价13693元/平米')
('https://image1.ljcdn.com/340100-inspection/644211d1-81ef-4b3c-8220-b994fa6196cf.JPG.296x216.jpg', '源祥广场 2室2厅 142万', '源祥广场  | 2室2厅 | 92.43平米 | 南 | 其他', '低楼层(共32层)2015年建板楼  -  杏林', '142万', '单价15363元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload3aa65411-5f5a-4867-95c6-5dbbdf5edda3.jpg.296x216.jpg', '文一，纯正三方，改善刚需均可，户型房子，采光充足', '文一名门湖畔  | 3室2厅 | 96.51平米 | 南 | 其他', '低楼层(共27层)2015年建塔楼  -  四里河', '149万', '单价15439元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload52a6cdf2-0b64-4951-8211-53cbe9293a69.jpg.296x216.jpg', '置地栢景雅筑 精装两房 好楼层 带暖气 南北通透', '置地栢景雅筑  | 2室2厅 | 89.85平米 | 南 北 | 其他', '高楼层(共18层)2014年建塔楼  -  亳州', '190万', '单价21147元/平米')
('https://image1.ljcdn.com/340100-inspection/b3455914-9909-4949-847c-dc304b9f6a0b.jpg.296x216.jpg', '利港四季华庭 1室1厅 62万', '利港四季华庭  | 1室1厅 | 40.93平米 | 北 | 其他', '中楼层(共20层)2010年建板楼  -  四里河', '62万', '单价15148元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload9c9df8a4-ab54-47ee-9a34-a162780fca4a.jpg.296x216.jpg', '复式房，户型大，楼上楼下一样，适合一家人住', '中铁国际城品园  | 6室2厅 | 191.57平米 | 南 | 其他', '高楼层(共34层)2016年建塔楼  -  四里河', '265万', '单价13834元/平米')
('https://image1.ljcdn.com/340100-inspection/b1479118-cfdf-417d-9678-62ccb07f2f22.jpg.296x216.jpg', '楼层好，采光好，视野开阔，户型方正，公摊小', '领域花园  | 2室1厅 | 52.8平米 | 南 | 其他', '高楼层(共24层)2008年建塔楼  -  海棠', '95万', '单价17993元/平米')
('https://image1.ljcdn.com/340100-inspection/7a291f50-41a0-4574-9a1f-dd44f1e1ecf9.jpg.296x216.jpg', '中铁国际城桂园 3室2厅 153万', '中铁国际城桂园  | 3室2厅 | 81.72平米 | 南 | 其他', '低楼层(共34层)2012年建塔楼  -  四里河', '153万', '单价18723元/平米')
('https://image1.ljcdn.com/340100-inspection/55662d29-1ade-4e7f-9470-b80475040f88.jpg.296x216.jpg', '康居馨苑 3室2厅 165万', '康居馨苑  | 3室2厅 | 106.26平米 | 南 | 其他', '高楼层(共18层)2010年建塔楼  -  亳州', '165万', '单价15528元/平米')
('https://image1.ljcdn.com/340100-inspection/b8cdefa5-0d3f-470c-821a-776fd9a452ec.jpg.296x216.jpg', '为您寻找一个温馨的家，标准两房，居家装修', '芙蓉苑北村  | 2室2厅 | 77.55平米 | 南 | 其他', '中楼层(共6层)2007年建板楼  -  海棠', '120万', '单价15474元/平米')
('https://image1.ljcdn.com/340100-inspection/049459e1-236e-4e19-bc11-7b806951dd74.jpg.296x216.jpg', '亳州城 1室1厅 85万', '亳州城  | 1室1厅 | 57.22平米 | 南 北 | 其他', '中楼层(共6层)2002年建板楼  -  亳州', '85万', '单价14855元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload1d373d07-3c41-41da-bf41-3e34724f1f1b.jpg.296x216.jpg', '此房户型方正，小区地理位置好。', '淮河路421号  | 1室1厅 | 41.8平米 | 南 | 其他', '高楼层(共7层)板塔结合  -  三孝口', '90万', '单价21532元/平米')
('https://image1.ljcdn.com/340100-inspection/fda7dc19-2125-4a4e-b588-344c95f4837f.jpg.296x216.jpg', '碧水源 3室2厅 150万', '碧水源  | 3室2厅 | 88.75平米 | 南 | 其他', '低楼层(共11层)2010年建板楼  -  四里河', '150万', '单价16902元/平米')
('https://image1.ljcdn.com/340100-inspection/c37ee8db-d742-4ca0-9468-76f5962d8f65.JPG.296x216.jpg', '碧水兰庭大两房，单价低，采光好，交通便利', '碧水兰庭  | 2室2厅 | 91.46平米 | 南 北 | 其他', '低楼层(共18层)2013年建板楼  -  林店', '108万', '单价11809元/平米')
('https://image1.ljcdn.com/340100-inspection/92e79759-48a5-4a51-b4c3-cad9cc94f90c.jpg.296x216.jpg', '万科御庭 前排无遮挡  采光视野不错 正前排毛坯', '万科森林公园御庭  | 3室2厅 | 106平米 | 南 北 | 其他', '低楼层(共34层)2015年建塔楼  -  森林公园', '240万', '单价22642元/平米')
('https://image1.ljcdn.com/340100-inspection/e9466087-41d8-420c-b1c7-b133b0f959a3.jpg.296x216.jpg', '居家装修，买好就可以居住，实在大2房。', '北美印象雅苑  | 2室2厅 | 93.41平米 | 南 | 其他', '中楼层(共18层)2008年建板楼  -  海棠', '140万', '单价14988元/平米')
('https://image1.ljcdn.com/340100-inspection/2db56414-252c-4990-b3e0-fd8ee0832a3f.JPG.296x216.jpg', '亳州路南淝河柏景湾2017年新房小三室纯毛坯中间楼层', '柏景湾  | 3室2厅 | 111.27平米 | 南 | 毛坯', '低楼层(共32层)2009年建塔楼  -  亳州', '248万', '单价22289元/平米')
('https://image1.ljcdn.com/340100-inspection/96773959-4542-4ac7-b8c0-22ae322bf46c.jpg.296x216.jpg', '海亮蘭郡花园 精装边户三居室 高楼层采光好 满两年', '海亮兰郡花园  | 3室2厅 | 119.08平米 | 南 北 | 其他', '中楼层(共27层)2012年建塔楼  -  森林公园', '165万', '单价13857元/平米')
('https://image1.ljcdn.com/340100-inspection/87e13d89-9377-4096-81d4-595442b4b54c.jpg.296x216.jpg', '淮河路边，北面是杏花公园，环境好，总价低中间楼层', '淮河路439号  | 2室1厅 | 51.89平米 | 南 | 其他', '中楼层(共6层)板楼  -  三孝口', '98万', '单价18887元/平米')
('https://image1.ljcdn.com/340100-inspection/86b3b1d6-faee-478c-ba5f-a657c4d7fd9f.jpg.296x216.jpg', '优质三房，万小店小区，一楼带院子', '万小店小区  | 3室2厅 | 99.64平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  亳州', '155万', '单价15557元/平米')
('https://image1.ljcdn.com/340100-inspection/6323772a-c64e-4978-bab9-2afae7379b99.jpg.296x216.jpg', '紫桐新村(C区.D区) 3室1厅 132万', '紫桐新村(C区.D区)  | 3室1厅 | 91.27平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  四里河', '132万', '单价14463元/平米')
('https://image1.ljcdn.com/340100-inspection/8e1c155a-093b-49d9-a2ff-0fb79715b85c.jpg.296x216.jpg', '此房地理位置安静，小区环境优美，配套设施完善', '四泉花园北区  | 2室1厅 | 79.15平米 | 南 | 其他', '高楼层(共11层)2009年建塔楼  -  四里河', '107万', '单价13519元/平米')
('https://image1.ljcdn.com/340100-inspection/d7e5dbe5-6d75-4277-9219-70164fc2376d.jpg.296x216.jpg', '华安家园 精品大两房，简装，可随意设计你的理想家园', '华安家园  | 2室1厅 | 106平米 | 南 北 | 其他', '低楼层(共6层)2007年建板楼  -  亳州', '175万', '单价16510元/平米')
('https://image1.ljcdn.com/340100-inspection/c0a6a998-3dee-4cd2-9b71-9857489bd2ca.jpg.296x216.jpg', '瑞地祥和府 2室1厅 92万', '瑞地祥和府  | 2室1厅 | 55.17平米 | 北 | 其他', '中楼层(共20层)2012年建塔楼  -  海棠', '92万', '单价16676元/平米')
('https://image1.ljcdn.com/340100-inspection/9def0736-c0fa-48c2-8bbf-34c2a506decb.jpg.296x216.jpg', '为你而选为你为家楼层好，采光足交通便利，配套齐全。', '畅园新村  | 2室2厅 | 72平米 | 南 北 | 其他', '低楼层(共6层)1998年建塔楼  -  亳州', '108万', '单价15000元/平米')
('https://image1.ljcdn.com/340100-inspection/6923e6c5-8122-4fbc-a736-cf299e5efedd.JPG.296x216.jpg', '北都花园 3室2厅 131万', '北都花园  | 3室2厅 | 98.79平米 | 南 | 其他', '中楼层(共6层)2004年建板楼  -  杏林', '131万', '单价13261元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadb0183744-0fc5-4c00-8eb7-9172adc1b321.jpg.296x216.jpg', '此房满两年，中间楼层，采光好，业主诚售', '中铁国际城旭园  | 3室2厅 | 89.95平米 | 南 北 | 其他', '高楼层(共18层)2011年建板楼  -  杏花村', '145万', '单价16121元/平米')
('https://image1.ljcdn.com/340100-inspection/d1e5d63b-13d6-486f-bb91-bfa3b9ebcc1a.jpg.296x216.jpg', '领域花园 3室2厅 132万', '领域花园  | 3室2厅 | 77平米 | 东南 | 其他', '中楼层(共24层)2008年建塔楼  -  海棠', '132万', '单价17143元/平米')
('https://image1.ljcdn.com/340100-inspection/bf483413-1533-4304-846b-ed6c320bb9be.JPG.296x216.jpg', '荣城南苑南区 2室2厅 100万', '荣城南苑南区  | 2室2厅 | 92.32平米 | 南 | 其他', '中楼层(共11层)2014年建板楼  -  林店', '100万', '单价10832元/平米')
('https://image1.ljcdn.com/340100-inspection/77ae0ba2-1cbe-46e9-959e-acf8fb508024.JPG.296x216.jpg', '为你而选 为你为家 和煦园 好房出售', '和煦园  | 3室2厅 | 92.03平米 | 南 北 | 其他', '中楼层(共6层)2003年建板楼  -  亳州', '145万', '单价15756元/平米')
('https://image1.ljcdn.com/340100-inspection/c28509d8-d46a-4b71-94e4-926e4842f0ca.jpg.296x216.jpg', '公安厅宿舍，正规单位，楼层适中，环境好，精装修', '省公安厅宿舍  | 3室1厅 | 68.58平米 | 南 | 其他', '中楼层(共4层)暂无数据  -  三孝口', '190万', '单价27705元/平米')
('https://image1.ljcdn.com/340100-inspection/8f83bdee-c8f7-4dfe-a950-f636e646850d.jpg.296x216.jpg', '世纪家园 3室2厅 190万', '世纪家园  | 3室2厅 | 109.53平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  亳州', '190万', '单价17347元/平米')
('https://image1.ljcdn.com/340100-inspection/e9f823b8-b431-4b43-b65c-cadb9d101740.jpg.296x216.jpg', '沿河路 万家华庭 三居室 拎包入住', '万家华庭  | 3室2厅 | 129.81平米 | 南 北 | 其他', '中楼层(共18层)2009年建塔楼  -  亳州', '210万', '单价16178元/平米')
('https://image1.ljcdn.com/340100-inspection/818d180b-77dd-4876-b0bd-6a68652db47c.JPG.296x216.jpg', '融侨悦城 2室2厅 120万', '融侨悦城  | 2室2厅 | 88.81平米 | 南 | 其他', '高楼层(共33层)2017年建板楼  -  林店', '120万', '单价13512元/平米')
('https://image1.ljcdn.com/340100-inspection/44a98593-fcc6-4daf-aaff-7c65efb11f8d.JPG.296x216.jpg', '空间布局有致，和谐有序，清新空气自由穿行', '恒盛皇家花园  | 2室2厅 | 80.67平米 | 南 | 其他', '中楼层(共29层)2013年建板楼  -  林店', '110万', '单价13636元/平米')
('https://image1.ljcdn.com/340100-inspection/1e81641d-264d-4aee-b7a1-9ebe59a50698.jpg.296x216.jpg', '长安天玺 3室2厅 150万 总价低', '长安天玺  | 3室2厅 | 91.37平米 | 南 | 其他', '中楼层(共26层)2014年建塔楼  -  亳州', '145万', '单价15870元/平米')
('https://image1.ljcdn.com/340100-inspection/8a1e0fe0-c133-49b9-b94d-0f950ef4e5c6.jpg.296x216.jpg', '亳州城 2室1厅 70万', '亳州城  | 2室1厅 | 56.51平米 | 南 | 其他', '高楼层(共7层)2002年建板楼  -  亳州', '70万', '单价12388元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadd1cf862a-2c32-4eb3-9675-c8fcf9ab336e.JPG.296x216.jpg', '大富绿洲精装朝南两房 刚需客最该买 看房方便', '大富绿州  | 2室2厅 | 86.83平米 | 南 | 其他', '高楼层(共29层)2011年建塔楼  -  杏林', '114万', '单价13130元/平米')
('https://image1.ljcdn.com/340100-inspection/fdbb831d-41fd-4a80-968e-d5f0bcd0c218.jpg.296x216.jpg', '高品质小区，环境优美，临近庐州公园，天然氧吧', '万科森林公园嘉庭  | 3室2厅 | 90平米 | 南 | 毛坯', '低楼层(共28层)暂无数据  -  森林公园', '195万', '单价21667元/平米')
('https://image1.ljcdn.com/340100-inspection/135ed77d-324f-4737-9979-047d7687e531.JPG.296x216.jpg', '高河埂新村 2室1厅 105万', '高河埂新村  | 2室1厅 | 71.85平米 | 南 | 其他', '中楼层(共7层)暂无数据  -  双岗', '105万', '单价14614元/平米')
('https://image1.ljcdn.com/340100-inspection/e876e9d9-202a-4e41-8500-c6285d322e8a.jpg.296x216.jpg', '正规大院，户型方正，可停车，三室两厅，两室朝南', '省团校宿舍  | 3室2厅 | 86.21平米 | 南 北 | 其他', '中楼层(共7层)板楼  -  三孝口', '199万', '单价23084元/平米')
('https://image1.ljcdn.com/340100-inspection/26d8fa25-322d-4923-994f-f678fa5575a4.jpg.296x216.jpg', '房子是 中间楼层 两房朝南户型  业主诚心出售', '橡树湾  | 3室2厅 | 102.4平米 | 南 | 其他', '中楼层(共24层)2013年建塔楼  -  海棠', '216万', '单价21094元/平米')
('https://image1.ljcdn.com/340100-inspection/c66a6044-5a78-44c7-b2b0-44b0f4482d70.JPG.296x216.jpg', '恒盛花园经典两房精装修拎包入住', '恒盛皇家花园  | 2室2厅 | 89.71平米 | 南 | 其他', '低楼层(共33层)2013年建板楼  -  林店', '115万', '单价12820元/平米')
('https://image1.ljcdn.com/340100-inspection/7550b5d7-b476-41e7-a5c0-34b5e29618b1.jpg.296x216.jpg', '此房满两年，精装修，南北通透，诚心出售，有燃气', '宿州路311号  | 1室1厅 | 27.65平米 | 南 北 | 其他', '高楼层(共6层)塔楼  -  逍遥津', '52万', '单价18807元/平米')
('https://image1.ljcdn.com/340100-inspection/610ab2c1-5868-4488-8927-56f2540ad942.jpg.296x216.jpg', '辰龙大厦 2室1厅 95万', '辰龙大厦  | 2室1厅 | 62.95平米 | 东 | 精装', '中楼层(共31层)2010年建塔楼  -  四里河', '95万', '单价15092元/平米')
('https://image1.ljcdn.com/340100-inspection/59d17431-8e8b-4bb9-b4ba-22c04732e376.jpg.296x216.jpg', '万科森林公园洋房+大户型+毛坯房+无遮挡+视野好', '万科森林公园馨园  | 4室2厅 | 180.1平米 | 南 北 | 其他', '高楼层(共4层)暂无数据  -  森林公园', '600万', '单价33315元/平米')
('https://image1.ljcdn.com/340100-inspection/3194b351-f77b-4553-8cad-03c866287ff1.jpg.296x216.jpg', '畅和家园 2室1厅 86万', '畅和家园  | 2室1厅 | 66.93平米 | 南 | 其他', '中楼层(共24层)塔楼  -  亳州', '86万', '单价12850元/平米')
('https://image1.ljcdn.com/340100-inspection/57d24feb-eb26-453c-8906-9168e591e80c.jpg.296x216.jpg', '万科森林公园御庭+精装修+钥匙房+采光充足+诚心出售', '万科森林公园御庭  | 3室2厅 | 87.37平米 | 南 | 其他', '中楼层(共28层)2015年建塔楼  -  森林公园', '200万', '单价22892元/平米')
('https://image1.ljcdn.com/340100-inspection/759102a6-a649-4575-9236-0f4b4d607a39.jpg.296x216.jpg', '富世广场 2室1厅 150万', '富世广场  | 2室1厅 | 87.45平米 | 北 | 其他', '高楼层(共29层)2012年建塔楼  -  逍遥津', '150万', '单价17153元/平米')
('https://image1.ljcdn.com/340100-inspection/f693275c-486e-495e-b010-4777998e2599.jpg.296x216.jpg', '为你而选为你为家10年多层复式阳光充足', '亳州南路商住楼  | 5室2厅 | 169平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  亳州', '164万', '单价9705元/平米')
('https://image1.ljcdn.com/340100-inspection/94e5153d-35d4-4064-ac3c-88451ebb69e7.jpg.296x216.jpg', '正规小区  可停车  带供暖    四房  院子', '红星路177号  | 4室1厅 | 110.28平米 | 南 | 其他', '低楼层(共6层)板楼  -  三孝口', '390万', '单价35365元/平米')
('https://image1.ljcdn.com/340100-inspection/d7d7e06d-623d-41b9-ae2d-9fcc35dd1388.jpg.296x216.jpg', '海亮红玺台 3室2厅 398万', '海亮红玺台  | 3室2厅 | 141平米 | 南 北 | 其他', '低楼层(共18层)2014年建塔楼  -  海棠', '398万', '单价28227元/平米')
('https://image1.ljcdn.com/340100-inspection/73a4ae4d-4b7e-4de2-a04e-cdec493b3776.jpg.296x216.jpg', '楼层合适 采光充足 环境舒适 视野开阔', '寿春六巷8号  | 3室1厅 | 82.66平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  逍遥津', '142万', '单价17179元/平米')
('https://image1.ljcdn.com/340100-inspection/89864510-1569-49e8-82d2-3d85e8a0bcc6.JPG.296x216.jpg', '小区位于北一环商圈，装修好，地理位置好出行方便。', '金域蓝湾  | 3室2厅 | 112.9平米 | 南 北 | 其他', '低楼层(共18层)2008年建板楼  -  亳州', '218万', '单价19310元/平米')
