('https://image1.ljcdn.com/510100-inspection/test-96e02ce2-04f0-4862-bc65-c720c9250cfb.png.296x216.jpg', '套三双卫 主卧带阳台  此房满五年且唯一免个税', '东苑D区  | 3室2厅 | 135平米 | 西南 | 简装 | 有电梯', '低楼层(共26层)2009年建板楼  -  东苑', '248万', '单价18371元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fcc280a1-8d07-4f88-ba8e-6988d8c87185.png.296x216.jpg', '仁和春天国际花园精装三房诚心出售', '仁和春天国际花园  | 3室2厅 | 143.47平米 | 东北 | 其他 | 有电梯', '高楼层(共31层)2014年建板塔结合  -  金融城', '428万', '单价29833元/平米')
('https://image1.ljcdn.com/510100-inspection/test-309d7867-a933-4794-ad30-5f1ae18dfb7d.png.296x216.jpg', '城南名著 精装套二 家具家电 中等楼层', '城南名著  | 2室2厅 | 89.64平米 | 东 | 其他 | 有电梯', '中楼层(共18层)2007年建板楼  -  广都', '145万', '单价16176元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a330b866-6191-4b01-986c-7c82838333fa.png.296x216.jpg', '大源伊藤旁边 华润凤凰城二期满2 中庭套三 安静不吵', '华润凤凰城二期  | 3室2厅 | 111.46平米 | 西南 | 精装 | 有电梯', '高楼层(共25层)2010年建板塔结合  -  大源', '320万', '单价28710元/平米')
('https://image1.ljcdn.com/510100-inspection/test-826f06b6-0286-49db-8cbb-7029e2f44d7b.png.296x216.jpg', '新里维多利亚公寓新上套二 有家具家电，朝南通透户型', '新里维多利亚公寓  | 2室1厅 | 93.03平米 | 南 | 其他 | 有电梯', '中楼层(共13层)2005年建板楼  -  神仙树', '188万', '单价20209元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9171b609-686c-438e-ba4f-c0f41c918d68.png.296x216.jpg', '保利心语花园二期 自住精装套三带家具家电出售', '保利心语花园二期  | 3室2厅 | 118.22平米 | 东北 | 其他 | 有电梯', '中楼层(共32层)2012年建板塔结合  -  大源', '349万', '单价29522元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1f430276-f220-4021-8b9f-4d273834195e.png.296x216.jpg', '天府名居标准套二双卫 视野采光好 前后对中庭', '天府名居  | 2室2厅 | 101.92平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2006年建塔楼  -  天府长城', '195万', '单价19133元/平米')
('https://image1.ljcdn.com/510100-inspection/test-519df9a6-3a04-4cb3-94f0-be46661e900c.png.296x216.jpg', '高新南 肖家河 电梯套一 可以改套二 户型方正带阳台', '金色起跑线  | 1室1厅 | 54.44平米 | 东北 | 简装 | 有电梯', '中楼层(共12层)2004年建板楼  -  衣冠庙', '88万', '单价16165元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1792eb98-49ab-45e8-8a48-f81a0b44cbc9.png.296x216.jpg', '中德英伦联邦 城堡主卧 横厅设计 精装修满两年', '中德英伦联邦A区  | 3室2厅 | 104.13平米 | 西北 | 其他 | 有电梯', '高楼层(共33层)2013年建板塔结合  -  中德', '283万', '单价27178元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7321ed84-b9b9-4d98-b47f-fdaac14d02ea.png.296x216.jpg', '天悦府自住套二，户型方正，中楼层采光好，居家优选', '天悦府  | 2室2厅 | 89.59平米 | 西 | 其他 | 有电梯', '中楼层(共31层)2014年建板塔结合  -  大源', '265万', '单价29580元/平米')
('https://image1.ljcdn.com/510100-inspection/test-852b932d-e533-4f55-be86-cc0e75231f5b.png.296x216.jpg', '对中庭+位置安静+有装修+中间楼层', '南城都汇汇尚园  | 3室2厅 | 135.87平米 | 南 | 其他 | 有电梯', '高楼层(共22层)2014年建塔楼  -  市一医院', '370万', '单价27232元/平米')
('https://image1.ljcdn.com/510100-inspection/test-baf1a1fc-3374-4e98-95cc-f949876d652d.png.296x216.jpg', '奥克斯广场精装朝北三房两厅。。', '奥克斯广场  | 3室2厅 | 130.51平米 | 北 | 其他 | 有电梯', '低楼层(共30层)2013年建板塔结合  -  金融城', '350万', '单价26818元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6e12bd10-77c8-4ea8-88e0-a6ee2fd5aed7.png.296x216.jpg', '套四双卫 安静不临街，户型方正', '银都花园怡苑一期  | 4室2厅 | 140.62平米 | 北 | 其他 | 无电梯', '中楼层(共6层)2001年建板楼  -  紫荆', '278万', '单价19770元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3ecb2802-5b0e-4780-832b-6ea68b616d9b.png.296x216.jpg', '中海城南华府南北三居 客厅带阳台 高楼层 清水房', '中海城南华府  | 3室2厅 | 163.47平米 | 南 北 | 其他 | 有电梯', '高楼层(共31层)2013年建板塔结合  -  金融城', '650万', '单价39763元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d06bce1d-88bd-400b-a71d-e4d59b55f17f.png.296x216.jpg', '龙湖精装大套三，大阳台，看公园', '龙湖世纪峰景  | 3室2厅 | 276.28平米 | 东南 南 西南 西 | 其他 | 有电梯', '中楼层(共44层)2017年建板楼  -  新会展', '550万', '单价19908元/平米')
('https://image1.ljcdn.com/510100-inspection/test-552a4d8f-be61-4a8d-8bdc-1f19a934a751.png.296x216.jpg', '龙湖世纪峰景~高楼层套四~装修~有车位~满两年~看锦江', '龙湖世纪峰景  | 4室2厅 | 184.24平米 | 东南 | 精装 | 有电梯', '高楼层(共49层)2017年建板楼  -  新会展', '500万', '单价27139元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e414e270-08c6-4db3-917b-f6302b8b4104.png.296x216.jpg', '南城都汇精装修两房，可拎包入住。', '南城都汇汇馨园三期  | 2室2厅 | 89.9平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2012年建板塔结合  -  市一医院', '200万', '单价22247元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c79b2ec4-075c-484e-955b-4f418ff1cb03.png.296x216.jpg', '花园小区 香港开发商 时代晶科名苑', '时代晶科名苑  | 2室2厅 | 114.51平米 | 西 | 精装 | 有电梯', '低楼层(共20层)2013年建塔楼  -  市一医院', '260万', '单价22706元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a14ad45f-b82b-4126-8b47-0ef8c26c1a98.png.296x216.jpg', '保利心语花园四期通透套二户型。', '保利心语花园四期  | 2室2厅 | 77.32平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2014年建塔楼  -  大源', '205万', '单价26514元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d6a01e86-7bf3-4d9f-ad55-b5294d58031b.png.296x216.jpg', '棕榈泉费尔蒙公寓 开发商装修套三双卫 朝东', '成都棕榈泉国际中心  | 3室1厅 | 128.69平米 | 东 | 其他 | 有电梯', '高楼层(共36层)2015年建板塔结合  -  新会展', '405万', '单价31471元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bbdedda9-4115-43f7-99c9-fdce280bd30c.png.296x216.jpg', '紫荆 套一 一梯两户 坐北朝南 采光好前后阳台', '紫竹北街27号  | 1室1厅 | 41.69平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2000年建板塔结合  -  紫荆', '54万', '单价12953元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f3b4b601-cfee-4153-996d-b6ffee580a20.png.296x216.jpg', '蒂梵尼TOWN装修套二，中间楼层。', '蒂梵尼TOWN  | 2室2厅 | 79.24平米 | 东 | 其他 | 有电梯', '高楼层(共34层)2017年建板楼  -  广都', '140万', '单价17668元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1e3b66c6-b295-4394-b793-1431a67b284b.png.296x216.jpg', '大有智慧 有装修 直接入住 朝南 采光好', '大有智慧  | 2室1厅 | 48.36平米 | 南 | 其他', '中楼层(共31层)板楼  -  新会展', '98万', '单价20265元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ae7cc097-a76f-4306-b557-1a1987ebac11.png.296x216.jpg', '卡斯摩广场端头套二 开发商统一装修', '卡斯摩广场  | 2室2厅 | 66.96平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2012年建塔楼  -  中和', '115万', '单价17175元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0cdbbe90-0caa-4079-bf54-6fa44f7407d4.png.296x216.jpg', '套三双卫  业主自住 客厅带阳台 有装修 可拎包入住', '凯丽滨江花园  | 3室2厅 | 134平米 | 东南 | 精装 | 有电梯', '高楼层(共33层)2008年建塔楼  -  天府长城', '322万', '单价24030元/平米')
('https://image1.ljcdn.com/510100-inspection/test-33c7ece4-c8de-4b41-ae23-d1d3a1a65b1f.png.296x216.jpg', '中海翠屏湾      套四     清水', '中海翠屏湾  | 4室2厅 | 86.54平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2009年建板楼  -  城南宜家', '210万', '单价24267元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fb2f5ed7-6b68-45d4-80ea-a5f13885f2c2.png.296x216.jpg', '中德英伦联邦清水套三双卫，赠送大', '中德英伦联邦A区  | 3室1厅 | 86.52平米 | 东南 | 毛坯 | 有电梯', '低楼层(共33层)2013年建塔楼  -  中德', '215万', '单价24850元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3dea5ced-d1af-4a3c-a1cc-8f706b59c951.png.296x216.jpg', '御廷上郡 标准套二 居家装修 满两年 带家具家电', '御廷上郡  | 2室2厅 | 72.37平米 | 东 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  中和', '148万', '单价20451元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dd89811f-36f6-4f3d-8deb-ca91fc01f6d9.png.296x216.jpg', '天鹅湖花园 居家装修  正朝南 中高楼层 大阳台', '天鹅湖花园  | 4室1厅 | 200.37平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2008年建塔楼  -  新会展', '385万', '单价19215元/平米')
('https://image1.ljcdn.com/510100-inspection/test-db7d9bfb-2a98-4d38-98d2-ebd9b650dd22.png.296x216.jpg', '蒂梵尼标准套二，居家装修，无按揭，满两年，对中庭', '蒂梵尼TOWN  | 2室2厅 | 82.7平米 | 北 | 其他 | 有电梯', '中楼层(共25层)2017年建板塔结合  -  广都', '150万', '单价18138元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bd3352c4-1da2-4332-923d-9b3c794bb47b.png.296x216.jpg', '高 新 区 装 修 套 二 带 家 具 家 电 出 售', '鸿阁一号  | 2室2厅 | 86.7平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2009年建塔楼  -  广都', '145万', '单价16725元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4ed48722-3261-4406-8616-ee3e9ad9a8d2.png.296x216.jpg', '装修套二，带双阳台 楼层好，视野开阔', '天悦府  | 2室1厅 | 87.61平米 | 西 | 精装 | 有电梯', '中楼层(共31层)2014年建板塔结合  -  大源', '260万', '单价29677元/平米')
('https://image1.ljcdn.com/510100-inspection/1810ca1f-4c96-4449-9356-6720ee6b06a7.jpg.296x216.jpg', '中海翠屏湾  带阳台   装修房', '中海翠屏湾  | 5室2厅 | 114.76平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2009年建板楼  -  城南宜家', '348万', '单价30325元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e0edea7d-aa04-421f-9a20-722aa6fb90cb.png.296x216.jpg', '低楼层，客厅正带阳台，户型比较方正，房子安静', '凯德世纪名邸  | 3室2厅 | 92.04平米 | 西北 | 其他', '低楼层(共22层)2016年建板塔结合  -  大源', '220万', '单价23903元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4c293fb7-6c20-492c-8817-9df5dfe30a20.png.296x216.jpg', '英郡一期 套三双卫带书房 精装修', '英郡一期  | 4室1厅 | 147平米 | 东南 | 精装 | 有电梯', '高楼层(共32层)2009年建塔楼  -  新会展', '330万', '单价22449元/平米')
('https://image1.ljcdn.com/510100-inspection/test-72d4a174-d7ea-41f4-8d07-3feec25ac84d.png.296x216.jpg', '南城都汇汇智园 套三 有装修 高楼层视野好', '南城都汇汇智园二期  | 3室2厅 | 139.03平米 | 西 | 简装 | 有电梯', '高楼层(共18层)2010年建塔楼  -  市一医院', '305万', '单价21938元/平米')
('https://image1.ljcdn.com/510100-inspection/test-28d2ad94-6e36-49ad-993a-502af8726dae.png.296x216.jpg', '美年广场美岸 套三户型 3室2厅1厨1卫有装修 带车位', '美年广场美岸  | 3室2厅 | 86.2平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2012年建板楼  -  新会展', '215万', '单价24942元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6b97c9a2-1808-492d-9619-562fb6a39e47.png.296x216.jpg', '南城都汇汇馨园，朝西精装修套二', '南城都汇汇馨园三期  | 2室2厅 | 89.9平米 | 西 | 其他 | 有电梯', '低楼层(共18层)2012年建板塔结合  -  市一医院', '200万', '单价22247元/平米')
('https://image1.ljcdn.com/510100-inspection/f775dd4f-fa23-4b32-bd06-1c8c8166b8ef.jpg.296x216.jpg', '户型方正，单卫大卧室，带储藏间', '都城雅颂居  | 2室1厅 | 92.93平米 | 东 | 其他 | 有电梯', '低楼层(共26层)2012年建板塔结合  -  大源', '243万', '单价26149元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c682a3f2-5c0b-41dd-a0ba-48720c2faad0.png.296x216.jpg', '高新区 套二单卫 自住装修 满五年', '鸿阁一号  | 2室2厅 | 88.76平米 | 北 | 其他 | 有电梯', '中楼层(共24层)2009年建塔楼  -  广都', '149万', '单价16787元/平米')
('https://image1.ljcdn.com/510100-inspection/test-05ebcd1c-ea64-4bec-a90c-039ef30bc6e4.png.296x216.jpg', '泰和佳园套四双卫，带两大阳台，居家装修房。', '泰和佳园  | 4室2厅 | 153.32平米 | 东南 | 简装 | 有电梯', '低楼层(共18层)2006年建塔楼  -  天府长城', '295万', '单价19241元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5a327d8f-49c9-45a2-bdd4-c1d59c83c133.png.296x216.jpg', '仁和春天精装大套四 大横厅设计 中式装修送家具家电', '仁和春天国际花园  | 4室1厅 | 177平米 | 北 | 精装 | 有电梯', '低楼层(共31层)2014年建板塔结合  -  金融城', '710万', '单价40113元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bcd339bf-fb17-47db-ba90-1a3def219001.png.296x216.jpg', '高新区新北紧凑精装套2 户型方正采光好', '神仙树馨苑  | 2室2厅 | 55.69平米 | 东 西南 | 其他 | 有电梯', '中楼层(共23层)2011年建板塔结合  -  新北', '105万', '单价18855元/平米')
('https://image1.ljcdn.com/510100-inspection/7e033fb2-5e85-4908-b25c-919f5b3f48b2.jpg.296x216.jpg', '剑南大道 清凤时代城 水电气三通', '清凤时代城  | 2室1厅 | 53.9平米 | 北 | 其他', '高楼层(共32层)2016年建板塔结合  -  大源', '81万', '单价15028元/平米')
('https://image1.ljcdn.com/510100-inspection/3615f344-fe47-4dbe-9566-12041c2569858.JPG.296x216.jpg', '低楼层，套四，有装修，不临街。', '东苑E区  | 4室2厅 | 153.83平米 | 南 | 精装 | 有电梯', '低楼层(共28层)2010年建塔楼  -  东苑', '405万', '单价26328元/平米')
('https://image1.ljcdn.com/510100-inspection/test-de4ad027-2c43-4c75-bb75-fa2fa45f73d2.png.296x216.jpg', '芳草街小区，一楼带大花园，采光好，不临街', '芳草街4号新1号  | 3室1厅 | 59.84平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)1997年建板楼  -  芳草', '93万', '单价15542元/平米')
('https://image1.ljcdn.com/510100-inspection/test-438805fe-d5fc-4152-b0a7-9ca656af908b.png.296x216.jpg', '核动力方正套二  带装修 带双阳台', '紫荆核动力院宿舍  | 2室2厅 | 63.47平米 | 东 西 | 其他 | 无电梯', '高楼层(共7层)1998年建板塔结合  -  紫荆', '86万', '单价13550元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a1aae687-b06b-419d-87ca-9935ba6ce490.png.296x216.jpg', '蒂梵尼TOMN+有装修+套一+朝东', '蒂梵尼TOWN  | 1室1厅 | 50.3平米 | 东 | 其他 | 有电梯', '高楼层(共34层)2017年建板楼  -  广都', '97万', '单价19285元/平米')
('https://image1.ljcdn.com/510100-inspection/test-db522dd1-11bf-453c-9aca-8606da6e08d9.png.296x216.jpg', '瑞升花园 3室1厅 交通便利 小区环境干净舒适 适合居住', '瑞升花园  | 3室1厅 | 91.5平米 | 北 | 简装 | 无电梯', '中楼层(共7层)2002年建板楼  -  芳草', '166万', '单价18143元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b833d4bb-0df2-4761-a54d-7f7e9be7cfd5.png.296x216.jpg', '中德英伦联邦装修套三，期待您的实地评鉴', '中德英伦联邦A区  | 3室2厅 | 85.87平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2013年建板塔结合  -  中德', '249万', '单价28998元/平米')
('https://image1.ljcdn.com/510100-inspection/test-816ca8ad-4966-4536-8126-2759fa367b67.png.296x216.jpg', '华润凤凰城三期 装修套三单卫 客厅带阳台', '华润凤凰城三期  | 3室2厅 | 85.61平米 | 东北 | 其他 | 有电梯', '中楼层(共32层)2013年建板楼  -  大源', '280万', '单价32707元/平米')
('https://image1.ljcdn.com/510100-inspection/test-aefa4631-cd99-43ba-a674-a9891accb2e8.png.296x216.jpg', '多层套二，位置安静，居住舒适，交通便利', '和平祥苑  | 2室1厅 | 64.22平米 | 东 | 简装', '高楼层(共7层)暂无数据  -  东苑', '108万', '单价16818元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3397fd82-1f96-4941-a2e6-254013fd99ef.png.296x216.jpg', '华润凤凰城一期通透型套三带双阳台', '华润凤凰城一期  | 3室2厅 | 134平米 | 东 | 其他 | 有电梯', '低楼层(共27层)2013年建板塔结合  -  大源', '356万', '单价26568元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3e13dd7b-57ab-41b9-a4fd-e62114473350.png.296x216.jpg', '金融城天府欣苑东区高楼层，看公园，有装修自己住。', '天府欣苑东区  | 3室1厅 | 189平米 | 南 | 其他 | 有电梯', '高楼层(共16层)2009年建板楼  -  金融城', '750万', '单价39683元/平米')
('https://image1.ljcdn.com/510100-inspection/test-84c5acc5-2181-489f-bb26-d9306175f1f6.png.296x216.jpg', '自住装修 套三朝南 视野开阔 采光好', '保利心语花园四期  | 3室2厅 | 88.25平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2014年建塔楼  -  大源', '255万', '单价28896元/平米')
