('https://image1.ljcdn.com/440300-inspection/test-27ca7970-81d4-4663-8f34-54cfdb4292a5.png.296x216.jpg', '视野好，满2年，可改小3房业主自住装修保养好', '朗庭豪园  | 2室2厅 | 71.68平米 | 东北 | 精装 | 有电梯', '中楼层(共18层)2000年建塔楼  -  福田保税区', '470万', '单价65570元/平米')
('https://image1.ljcdn.com/440300-inspection/c9e32c5a-ac25-4d85-bd5e-95e5c7d99f8d.jpg.296x216.jpg', '皇御苑一期 2室1厅 390万', '皇御苑一期  | 2室1厅 | 69.59平米 | 西北 | 其他 | 有电梯', '低楼层(共35层)2001年建板塔结合  -  皇岗', '390万', '单价56043元/平米')
('https://image1.ljcdn.com/440300-inspection/2f027914-7133-4391-adbf-2a3892bb2b43.jpg.296x216.jpg', '中旅国际公馆2期 3室2厅 1900万', '中旅国际公馆2期  | 3室2厅 | 116.94平米 | 南 北 | 其他 | 有电梯', '高楼层(共30层)2006年建板塔结合  -  香蜜湖', '1900万', '单价162477元/平米')
('https://image1.ljcdn.com/440300-inspection/f012815d-16eb-481d-a292-82ed92905844.jpg.296x216.jpg', '福田新洲:蜜园南向安静三房，满五唯一，花园社区。', '蜜园  | 3室1厅 | 80.7平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2007年建塔楼  -  新洲', '550万', '单价68154元/平米')
('https://image1.ljcdn.com/440300-inspection/9a7e3968-3963-481e-b77b-fc680ab3a1ce.jpg.296x216.jpg', '梅林一村十三区 4室2厅 1150万', '梅林一村十三区  | 4室2厅 | 121平米 | 北 | 其他 | 有电梯', '高楼层(共18层)1999年建板塔结合  -  梅林', '1150万', '单价95042元/平米')
('https://image1.ljcdn.com/440300-inspection/0969d9a3-1acb-4ef8-8e3b-47926d36536e.jpg.296x216.jpg', '国泰豪园 满五年唯一 闹中取静 住家精装修', '国泰豪园  | 3室1厅 | 97.38平米 | 北 | 其他 | 有电梯', '中楼层(共16层)2003年建板塔结合  -  景田', '780万', '单价80099元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c444477e-9e64-4cc9-a7ab-191d9f3dd4e1.png.296x216.jpg', '位置安静采光好南向复试可做成2套居住', '福景大厦  | 5室1厅 | 216.45平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)1998年建板塔结合  -  莲花', '1300万', '单价60061元/平米')
('https://image1.ljcdn.com/440300-inspection/58ca6a97-20eb-4571-ac3c-80db421400eb.jpg.296x216.jpg', '绿景新苑：地面花园东南向实用3房，看房方便业主诚卖', '绿景新苑  | 3室1厅 | 86.12平米 | 东南 | 精装 | 有电梯', '中楼层(共27层)2002年建塔楼  -  新洲', '520万', '单价60381元/平米')
('https://image1.ljcdn.com/440300-inspection/test-eed58c08-0d08-4764-ac9b-6f01db6e21e2.png.296x216.jpg', '精装东北向两房 一手业主免个税 看京基与荔枝公园', '中泰燕南名庭  | 2室1厅 | 77.6平米 | 东北 | 其他 | 有电梯', '高楼层(共22层)2005年建板塔结合  -  华强北', '780万', '单价100516元/平米')
('https://image1.ljcdn.com/440300-inspection/test-750cde3b-a743-4905-8b6e-5db24cc13fbc.png.296x216.jpg', '凯丰花园二期 1室0厅 185万', '凯丰花园二期  | 1室0厅 | 29.66平米 | 西北 | 其他 | 有电梯', '低楼层(共18层)2006年建板塔结合  -  梅林', '185万', '单价62374元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload6e884a87-e251-45e2-8e92-74ba2de1eeb1.jpg.296x216.jpg', '红本在手 安静位置 通透通风 满五唯一 有车位 精装修', '万科温馨家园  | 4室2厅 | 136.86平米 | 东 西 | 精装 | 有电梯', '中楼层(共12层)2001年建塔楼  -  香蜜湖', '1350万', '单价98641元/平米')
('https://image1.ljcdn.com/440300-inspection/b4a42fa4-5377-453d-b342-6662d0e4ff24.jpg.296x216.jpg', '香蜜湖 金地香蜜山  视野采光好 精装修', '金地香蜜山  | 3室2厅 | 121.27平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2004年建板塔结合  -  香蜜湖', '1150万', '单价94830元/平米')
('https://image1.ljcdn.com/440300-inspection/5c35bb60-3642-4b56-b9cb-59433db3e965.JPG.296x216.jpg', '4房2厅2卫，红本在手，地铁口，满2年', '福田花园大厦  | 4室2厅 | 122.39平米 | 北 | 其他 | 有电梯', '低楼层(共27层)2001年建板塔结合  -  石厦', '560万', '单价45756元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4805dacf-01bc-4cfc-b085-2edd53acbba8.png.296x216.jpg', '封闭式大花园，双花园带泳池 卧室带飘窗 业主诚心出售', '皇庭世纪  | 2室2厅 | 63.2平米 | 西北 | 其他 | 有电梯', '低楼层(共31层)2004年建塔楼  -  石厦', '470万', '单价74368元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e7e5b5a6-7861-4a8a-b131-89dbc100a97e.png.296x216.jpg', '祥云天都世纪大厦 3室1厅 520万', '祥云天都世纪大厦  | 3室1厅 | 95.81平米 | 东南 | 其他 | 有电梯', '高楼层(共32层)2007年建塔楼  -  新洲', '520万', '单价54275元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload6791ad07-a3e3-4f18-bed8-700bf263a371.jpg.296x216.jpg', '行万水千山、看灯火万家、高楼层、满五唯一低税费！', '水木澜山居  | 3室2厅 | 87.83平米 | 南 | 精装 | 有电梯', '高楼层(共34层)2008年建板塔结合  -  梅林', '690万', '单价78561元/平米')
('https://image1.ljcdn.com/440300-inspection/88edf71a-c5ef-4e37-9d36-fbf1151ce44e.JPG.296x216.jpg', '城中雅苑正规大三房。红本满五年一手业主。安静看花园', '城中雅苑  | 3室2厅 | 131平米 | 西南 | 其他 | 有电梯', '高楼层(共16层)2004年建塔楼  -  福田中心', '1200万', '单价91604元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadc890ec90-f4cb-4d96-b405-b3a4873d19e4.jpg.296x216.jpg', '蓝湾半岛128平 精装三房 看花园 看海景', '绿景蓝湾半岛  | 3室1厅 | 128.81平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2003年建塔楼  -  沙尾', '900万', '单价69871元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3e148643-08c7-46cd-90c2-e5992bee0832.png.296x216.jpg', '精致小复式2房+东南向无遮挡+满五年无欠款', '皇御苑四期  | 2室1厅 | 58.25平米 | 东南 | 精装 | 有电梯', '低楼层(共30层)2011年建板塔结合  -  皇岗', '415万', '单价71245元/平米')
('https://image1.ljcdn.com/440300-inspection/605ccfa2-add0-43a1-9025-dd0c25fe6fba.JPG.296x216.jpg', '上沙地铁口旁 金地物业 户型方正 通风采光好', '金地花园  | 1室1厅 | 35.14平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1993年建板塔结合  -  上下沙', '190万', '单价54070元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1eb6abe6-2518-4c2f-ab48-0dc8fd9b0041.png.296x216.jpg', '五环新村 3室2厅 515万', '五环新村  | 3室2厅 | 90.76平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1995年建板塔结合  -  黄木岗', '515万', '单价56744元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload707fe084-84c0-4e57-aa53-7f07ec79e6a2.jpg.296x216.jpg', '绿景虹湾16年小区地铁无缝链接 空中花园带6万平购物', '绿景虹湾  | 5室1厅 | 148.67平米 | 西北 | 毛坯', '低楼层(共45层)2015年建板塔结合  -  梅林', '1200万', '单价80716元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c444308b-d568-4994-a0a2-c2febeef9af5.png.296x216.jpg', '金地香蜜山 宽敞3+1房 带车位 送12平入户 侨外', '金地香蜜山  | 3室2厅 | 134.67平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2004年建板塔结合  -  香蜜湖', '1280万', '单价95048元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload9d909b91-ef84-4318-a090-dc18748bcdf3.jpg.296x216.jpg', '地铁口物业，户型方正，满五唯一，红本在手', '祥云天都世纪大厦  | 4室2厅 | 95.81平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2007年建塔楼  -  新洲', '580万', '单价60537元/平米')
('https://image1.ljcdn.com/440300-inspection/0009bac7-b237-45e7-a41e-6ea1bde36892.jpg.296x216.jpg', '公园旁边 高层三房 通风采光佳 满五业主唯一住房', '岗厦变电综合楼  | 2室1厅 | 82.87平米 | 北 | 精装 | 有电梯', '高楼层(共23层)1994年建板塔结合  -  福田中心', '375万', '单价45252元/平米')
('https://image1.ljcdn.com/440300-inspection/test-eb87cece-7e00-4b9e-ae7e-07f2fb5626c9.png.296x216.jpg', '地铁口物业，大社区中的2房户型。', '缇香名苑  | 2室2厅 | 71.83平米 | 东 北 | 精装 | 有电梯', '低楼层(共24层)2004年建板塔结合  -  景田', '613万', '单价85341元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9ab10134-51d4-4b83-bc9f-02b888369654.png.296x216.jpg', '工会住宅楼 4室1厅 680万', '工会住宅楼  | 4室1厅 | 96.75平米 | 东 西 | 其他 | 无电梯', '中楼层(共7层)1991年建板楼  -  华强北', '680万', '单价70285元/平米')
('https://image1.ljcdn.com/440300-inspection/d50c6830-3e05-46bd-ad71-530c7c6a5ec2.jpg.296x216.jpg', '汇龙花园 4室2厅 770万', '汇龙花园  | 4室2厅 | 134.04平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1997年建板塔结合  -  梅林', '770万', '单价57446元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload914f63d1-828a-4a43-bbaf-9993d75fe7b3.jpg.296x216.jpg', '金港小区大方厅南向，红本在手优质好盘，有钥匙即看', '金港豪庭  | 2室2厅 | 76.99平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2003年建塔楼  -  皇岗', '500万', '单价64944元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload45de9473-0d09-4a56-abb7-384b47b3ee57.jpg.296x216.jpg', '户型棒地段好，诚心卖税费少，随时看房', '沙尾电话机楼  | 3室1厅 | 93平米 | 南 | 其他 | 有电梯', '中楼层(共23层)1993年建塔楼  -  新洲', '460万', '单价49463元/平米')
('https://image1.ljcdn.com/440300-inspection/939d6f16-87e2-4e1b-ba07-8304f3a5b1850.JPG.296x216.jpg', '中城天邑花园  高层看海景   视野开阔  俯瞰新洲', '绿景中城天邑花园  | 3室1厅 | 137.48平米 | 南 北 | 简装 | 有电梯', '高楼层(共32层)2008年建板塔结合  -  新洲', '1050万', '单价76375元/平米')
('https://image1.ljcdn.com/440300-inspection/test-589b1ec5-e57c-4346-94e3-92f72a22a9e5.png.296x216.jpg', '景田西小区  双地铁口物业   通透三房  业主诚心出售', '景田西小区  | 3室2厅 | 86.4平米 | 北 | 其他 | 无电梯', '高楼层(共7层)1994年建板塔结合  -  景田', '580万', '单价67130元/平米')
('https://image1.ljcdn.com/440300-inspection/41be7f3e-f467-439d-a2a0-00a4e56bb490.jpg.296x216.jpg', '精致装修自住房，满五唯一，红本在手', '福星花园大厦  | 3室2厅 | 101.38平米 | 西 | 精装 | 有电梯', '高楼层(共28层)1992年建板塔结合  -  华强南', '495万', '单价48827元/平米')
('https://image1.ljcdn.com/440300-inspection/ab6791ed-06b8-4a39-9267-981fe17cabcb.jpg.296x216.jpg', '享受景秀教育资源 花园式社区 南向精装安静3房 税费少', '景蜜村  | 3室1厅 | 85.59平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1997年建板楼  -  景田', '650万', '单价75944元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7feb25b9-a8d4-460a-a427-112a640f4b50.png.296x216.jpg', '户型方正，使用率高，价格便宜，业主诚心卖', '长福花园  | 2室2厅 | 72.5平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1992年建板塔结合  -  莲花', '580万', '单价80000元/平米')
('https://image1.ljcdn.com/440300-inspection/test-8e070308-d6ec-4731-94b5-3228be7bad9e.png.296x216.jpg', 'TT国际公寓  诚心出售，  满两年', 'TT国际公寓  | 1室1厅 | 39.8平米 | 北 | 简装 | 有电梯', '高楼层(共29层)2005年建板塔结合  -  景田', '340万', '单价85428元/平米')
('https://image1.ljcdn.com/440300-inspection/cb94b637-934d-43ca-b063-445b918393de.jpg.296x216.jpg', '红树家邻实用两房，户型方正，采光好！', '红树家邻  | 2室1厅 | 50.88平米 | 东北 | 简装 | 有电梯', '中楼层(共9层)2003年建板塔结合  -  上下沙', '335万', '单价65842元/平米')
('https://image1.ljcdn.com/440300-inspection/8ad79777-ea23-4822-ab96-0eecc696b19c.JPG.296x216.jpg', '赛格绿茵阁 2室1厅 480万', '赛格绿茵阁  | 2室1厅 | 69.82平米 | 东 | 精装 | 有电梯', '高楼层(共18层)1999年建板塔结合  -  皇岗', '480万', '单价68749元/平米')
('https://image1.ljcdn.com/440300-inspection/test-37c8a1a8-21f1-49f2-818d-0fbe7bfc3f07.png.296x216.jpg', '精致户型，三阳台--享受无限阳光生活', '半山御景  | 3室2厅 | 86.5平米 | 南 | 其他 | 有电梯', '低楼层(共10层)2008年建板塔结合  -  梅林', '750万', '单价86706元/平米')
('https://image1.ljcdn.com/440300-inspection/test-25b5d02e-bc6e-4061-af0a-419b2488ed4c.png.296x216.jpg', '正规三房  厅出阳台，朝南，红本在手', '新新家园  | 3室2厅 | 94.89平米 | 西南 | 其他 | 有电梯', '中楼层(共32层)2002年建板塔结合  -  石厦', '810万', '单价85362元/平米')
('https://image1.ljcdn.com/440300-inspection/test-2bae1a44-abfd-4c10-b9b4-ff03d48205ff.png.296x216.jpg', '长乐花园4房3卫东南向，80万浅色调精装修，品质住宅！', '长乐花园  | 4室2厅 | 156.99平米 | 南 | 精装 | 有电梯', '低楼层(共29层)1995年建塔楼  -  百花', '1480万', '单价94274元/平米')
('https://image1.ljcdn.com/440300-inspection/d302a3e0-ba10-4323-9961-03113f8d0786.jpg.296x216.jpg', '豪峰园 方正4房 品质小区 配套完善', '豪峰园  | 4室2厅 | 157.54平米 | 南 北 | 精装 | 有电梯', '低楼层(共12层)1999年建塔楼  -  香蜜湖', '1380万', '单价87597元/平米')
('https://image1.ljcdn.com/440300-inspection/d8726c1c-9196-4915-a26e-f13179a236b2.JPG.296x216.jpg', '红本在手，南向的三房，装修漂亮。', '朗庭豪园  | 3室2厅 | 91.94平米 | 西南 | 精装 | 有电梯', '低楼层(共18层)2000年建塔楼  -  福田保税区', '650万', '单价70699元/平米')
('https://image1.ljcdn.com/440300-inspection/8b79785a-1dfe-4958-895b-8b6acecd9ca2.jpg.296x216.jpg', '红本在手满五年 大阳台户型方正 客厅南北对流 采光好', '显锐大厦  | 3室1厅 | 69.04平米 | 东北 | 精装 | 有电梯', '中楼层(共19层)1998年建板塔结合  -  皇岗', '360万', '单价52144元/平米')
('https://image1.ljcdn.com/440300-inspection/5cebc446-feb1-4436-ab77-47fa0153f9ca.JPG.296x216.jpg', '户型方正实用高，大社区，交通生活方便', '益田村  | 3室1厅 | 77平米 | 北 | 其他 | 无电梯', '高楼层(共7层)1995年建板塔结合  -  石厦', '460万', '单价59741元/平米')
('https://image1.ljcdn.com/440300-inspection/test-bf716667-3d1b-4bf1-a84a-21893d3be245.png.296x216.jpg', '南向3房 户型方正 安静 住家装修', '星河华居  | 3室2厅 | 90.74平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2003年建板塔结合  -  皇岗', '580万', '单价63919元/平米')
('https://image1.ljcdn.com/440300-inspection/dcaa17ed-f676-464e-9cb6-d14d01b6f73c.jpg.296x216.jpg', '景发花园 106平米大两房 景田地铁口物业', '景发花园  | 3室2厅 | 105.94平米 | 东南 | 简装 | 有电梯', '低楼层(共28层)2000年建板塔结合  -  景田', '600万', '单价56636元/平米')
('https://image1.ljcdn.com/440300-inspection/test-dfb25c5b-0a2b-4ec6-b1ad-6a8251425d90.png.296x216.jpg', '京基滨河时代  开阔四房 宽敞大客厅  尊贵不凡', '京基滨河时代  | 4室2厅 | 185.03平米 | 东 | 其他 | 有电梯', '低楼层(共45层)2014年建板塔结合  -  上下沙', '1650万', '单价89175元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a326d874-e123-4f6a-8ed3-9b38db6011ca.png.296x216.jpg', '中旅国际公馆2期 3室2厅 1650万', '中旅国际公馆2期  | 3室2厅 | 103.86平米 | 东 | 精装 | 有电梯', '中楼层(共30层)2006年建板塔结合  -  香蜜湖', '1650万', '单价158868元/平米')
('https://image1.ljcdn.com/440300-inspection/test-5242c8d7-dd3b-4f68-a300-aa524dcbc0a0.png.296x216.jpg', '绿景中城天邑，精致南向三房出售，户型方正车位1：1', '绿景中城天邑花园  | 3室2厅 | 98.41平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2008年建板塔结合  -  新洲', '739万', '单价75094元/平米')
('https://image1.ljcdn.com/440300-inspection/6d636b59-3c4b-4f1d-8448-eaf51132db7d.jpg.296x216.jpg', '9号线梅景站，车位充足，配套完善，方正两房！', '绿景虹湾  | 2室1厅 | 51.42平米 | 东北 | 精装 | 有电梯', '中楼层(共46层)2015年建板楼  -  梅林', '420万', '单价81681元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload96b262b6-065a-4d7e-809f-be6fae820cd6.JPG.296x216.jpg', '复式四房，看房有钥匙，朝南户型，2013年入伙小区。', '嘉葆润金座  | 4室1厅 | 60.59平米 | 南 | 其他 | 有电梯', '中楼层(共20层)2013年建板塔结合  -  新洲', '638万', '单价105298元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4896cc84-77a9-4df5-bb07-224b6671ba90.png.296x216.jpg', '红本在手，精装修，南北通户型，高层采光好', '福泉花园  | 3室2厅 | 93.71平米 | 南 北 | 其他 | 有电梯', '高楼层(共20层)1996年建塔楼  -  皇岗', '520万', '单价55491元/平米')
('https://image1.ljcdn.com/440300-inspection/test-040e3d09-9576-4629-b072-e0c947949a36.png.296x216.jpg', '尚书苑双阳台户型，东南向三房精装修', '尚书苑  | 3室1厅 | 85.26平米 | 东南 | 精装 | 有电梯', '中楼层(共16层)2005年建板塔结合  -  梅林', '565万', '单价66268元/平米')
('https://image1.ljcdn.com/440300-inspection/test-706aebcf-8cac-42eb-a101-ec4f7401dad1.png.296x216.jpg', '（新）VR看房 南向 安静满5年红本 换房诚售', '碧海云天一期  | 4室2厅 | 168.56平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2003年建板塔结合  -  竹子林', '1660万', '单价98482元/平米')
('https://image1.ljcdn.com/440300-inspection/ba562bb4-ce3d-4123-93be-b7bc2739c7fa.JPG.296x216.jpg', '满五唯一，红本在手，高层看海无遮挡', '万科金域蓝湾三期  | 3室1厅 | 133.41平米 | 南 | 精装 | 有电梯', '高楼层(共45层)2007年建板塔结合  -  上下沙', '1150万', '单价86201元/平米')
