('https://image1.ljcdn.com/320100-inspection/test-b5172b44-0260-41aa-a27f-eb6d338862b7.png.296x216.jpg', '满五唯一      拎包住  看房方便', '花雨南庭  | 3室1厅 | 79.36平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2009年建板楼  -  洪家园', '310万', '单价39063元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload96d9d96f-5ce1-4dce-a266-cf26cf095317.JPG.296x216.jpg', '邓府婚装两房 双卧朝南 看房方便', '邓府山村  | 2室1厅 | 70.2平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  雨花新村', '190万', '单价27066元/平米')
('https://image1.ljcdn.com/320100-inspection/3bb297fb-5bca-49e1-b4f0-dc27a2f63b0d.jpg.296x216.jpg', '雨花西路 3室2厅 300万', '雨花西路  | 3室2厅 | 97.44平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)1990年建板楼  -  雨花新村', '300万', '单价30789元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload76e68955-bd45-43fe-bbac-a0d165352240.JPG.296x216.jpg', '邓府山村 精装修 配套完善 交通便利', '邓府山村  | 2室1厅 | 67.01平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1998年建板楼  -  雨花新村', '170万', '单价25370元/平米')
('https://image1.ljcdn.com/320100-inspection/8768ef20-590f-423c-8136-4aa8f791e750.jpg.296x216.jpg', '雨花新村刚需客户 好房推荐 楼层低', '雨花新村三村  | 3室1厅 | 68.76平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1988年建板塔结合  -  雨花新村', '189万', '单价27487元/平米')
('https://image1.ljcdn.com/320100-inspection/f9c71194-d527-4b20-a61f-6232c9869077.jpg.296x216.jpg', '精装修  双卧朝南  交通便捷  采光好 拎包入住', '能仁里16号  | 2室1厅 | 56.07平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1985年建板楼  -  雨花新村', '158万', '单价28180元/平米')
('https://image1.ljcdn.com/320100-inspection/6e07d499-6f0c-41dc-a9f6-8a3088927b55.JPG.296x216.jpg', '广厦嘉苑 4房 采光好 诚心出售', '广厦嘉苑  | 4室3厅 | 151.19平米 | 南 北 | 精装 | 有电梯', '高楼层(共7层)2003年建板楼  -  雨花新村', '425万', '单价28111元/平米')
('https://image1.ljcdn.com/320100-inspection/5238f1fd-8d3f-406d-8dae-69086be26bd0.jpg.296x216.jpg', '刚需三房 楼层佳  采光好 户型方正', '小行路35号  | 3室1厅 | 62.4平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共5层)1990年建板塔结合  -  小行', '170万', '单价27244元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadb105f08d-4dbb-4c2a-9d10-6a2f65d14d6f.jpg.296x216.jpg', '满两年，居家精装修，挑高两层，物业配套齐全，保养好', '蓝岸尚城  | 2室1厅 | 50.65平米 | 南 | 其他 | 有电梯', '低楼层(共12层)2008年建板塔结合  -  铁心桥', '175万', '单价34551元/平米')
('https://image1.ljcdn.com/320100-inspection/f83b3c1c-d9f5-4002-a0c1-3a1b9202070c.jpg.296x216.jpg', '金地自在城第一街区 5室1厅 410万', '金地自在城第一街区  | 5室1厅 | 170.66平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2011年建板楼  -  雨花台其它', '410万', '单价24025元/平米')
('https://image1.ljcdn.com/320100-inspection/6fef2d8b-211c-4f22-9c0b-090ba91eeb50.jpg.296x216.jpg', '凤凰和美 精装修 楼层好 看房方便 交通便利', '凤凰和美  | 3室1厅 | 118.36平米 | 南 北 | 其他 | 有电梯', '中楼层(共34层)2011年建塔楼  -  能仁里', '470万', '单价39710元/平米')
('https://image1.ljcdn.com/320100-inspection/2b542d10-19ba-4d4f-9226-abbfb51d7bfe.jpg.296x216.jpg', '能仁里 虹悦城 安德门 中华门 低楼层 精装修', '锦虹美苑  | 2室1厅 | 84.81平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  能仁里', '291万', '单价34312元/平米')
('https://image1.ljcdn.com/320100-inspection/e31ef1cb-460b-4189-94b9-d2149dc43902.jpg.296x216.jpg', '金蕊家苑 南北通透 户型方正 交通便利', '金蕊家苑  | 2室2厅 | 92.55平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2007年建板楼  -  安德门', '294万', '单价31767元/平米')
('https://image1.ljcdn.com/320100-inspection/4a63acb4-851e-4041-92f9-f8a78a69344d.jpg.296x216.jpg', '安德门商圈  不临地铁 南北通透  采光充足', '时光澔韵  | 3室2厅 | 127.31平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2010年建板楼  -  小行', '448万', '单价35190元/平米')
('https://image1.ljcdn.com/320100-inspection/e6b20351-40c2-42bd-8357-5dd9e399842b.jpg.296x216.jpg', '此房已满两年 采光无遮挡 小区环境好物业负责', '善水湾花园  | 3室2厅 | 128.73平米 | 南 北 | 其他', '高楼层(共11层)2015年建板楼  -  铁心桥', '378万', '单价29364元/平米')
('https://image1.ljcdn.com/320100-inspection/ae001478-90a2-4a05-a3a7-5014cb88ff8c.jpg.296x216.jpg', '配套齐全 采光好 动静分离 实用面积大', '蓝岸尚城  | 2室1厅 | 51.56平米 | 东 | 精装 | 有电梯', '高楼层(共12层)2008年建板塔结合  -  铁心桥', '180万', '单价34911元/平米')
('https://image1.ljcdn.com/320100-inspection/e153efe9-7f97-479f-8425-e2aaba8d78f6.jpg.296x216.jpg', '亚东国际公寓 楼层好采光佳 视野宽阔 配套实施齐全', '亚东国际公寓  | 1室1厅 | 55.64平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2009年建板塔结合  -  能仁里', '210万', '单价37743元/平米')
('https://image1.ljcdn.com/320100-inspection/7d915517-4bf2-46fa-9704-a0918f97623a.jpg.296x216.jpg', '四季阳光大平层一套 值得珍惜的好房 户型好 中间楼层', '四季阳光花园  | 3室2厅 | 112.92平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2005年建板塔结合  -  雨花新村', '370万', '单价32767元/平米')
('https://image1.ljcdn.com/320100-inspection/4be5ea22-3c44-4b08-9739-9b162db0ed12.jpg.296x216.jpg', '业主诚心出售 楼层适中 前面无遮挡 采光不错', '邓府山村  | 2室2厅 | 95.33平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1999年建板楼  -  雨花新村', '255万', '单价26750元/平米')
('https://image1.ljcdn.com/320100-inspection/40c92487-dc0a-47b0-aaef-ac4b1ccc3b78.jpg.296x216.jpg', '蓝岸尚城 实用面积大 婚装 少税', '蓝岸尚城  | 2室2厅 | 48.84平米 | 南 | 精装 | 有电梯', '高楼层(共12层)2008年建板塔结合  -  铁心桥', '170万', '单价34808元/平米')
('https://image1.ljcdn.com/320100-inspection/7d53c8f9-b836-4d5c-adce-6d994bf17952.jpg.296x216.jpg', '中华门 单总价低 阳台大 好房必', '四季阳光花园  | 3室2厅 | 98.37平米 | 东 南 北 | 其他 | 无电梯', '低楼层(共6层)2005年建板塔结合  -  雨花新村', '340万', '单价34564元/平米')
('https://image1.ljcdn.com/320100-inspection/2241e48f-65cb-494e-a3ce-29d0439763ab.jpg.296x216.jpg', '此房 满二 楼层不错采光充足 实用面积大 户型方正', '春江新城沁顺坊  | 3室2厅 | 103.62平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2005年建板楼  -  铁心桥', '241万', '单价23259元/平米')
('https://image1.ljcdn.com/320100-inspection/test-c851554d-c6c9-4285-a5ef-c0e56e330012.png.296x216.jpg', '邓府山村    配套完善 交通便利 采光充足', '邓府山村  | 2室1厅 | 50.69平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1991年建板塔结合  -  雨花新村', '135万', '单价26633元/平米')
('https://image1.ljcdn.com/320100-inspection/28f1e697-9652-4e00-bda1-9f1db0b66885.jpg.296x216.jpg', '宋都南郡国际南区 2室2厅 180万', '宋都南郡国际南区  | 2室2厅 | 68.65平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2016年建塔楼  -  雨花台其它', '180万', '单价26220元/平米')
('https://image1.ljcdn.com/320100-inspection/b3d42482-3d0c-4109-93fa-bbb8bc695296.jpg.296x216.jpg', '满五年 南北通透 精装2房 带电梯 采光好', '金蕊家苑  | 2室2厅 | 90.35平米 | 南 北 | 精装 | 有电梯', '中楼层(共10层)2007年建板楼  -  安德门', '278万', '单价30770元/平米')
('https://image1.ljcdn.com/320100-inspection/1b802e09-ba32-4179-a6ed-7b2f25571cc5.jpg.296x216.jpg', '基础设施完善 交通便利 采光好', '时光澔韵  | 3室1厅 | 107.8平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2010年建板楼  -  小行', '375万', '单价34787元/平米')
('https://image1.ljcdn.com/320100-inspection/0e1e5b28-7cad-404c-90d8-4c94cc79831d.jpg.296x216.jpg', '安德门商圈 中间楼层 采光充足 业主比较诚心出售', '德安花园  | 2室2厅 | 88.09平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2004年建板塔结合  -  安德门', '274万', '单价31105元/平米')
('https://image1.ljcdn.com/320100-inspection/2ba3314c-e5e2-43be-bb73-f3014d75d758.jpg.296x216.jpg', '翠岛三房  楼层高 视野开阔  居家装修', '翠岛花城兰芷苑  | 3室2厅 | 132.03平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2004年建板塔结合  -  宁南', '502万', '单价38022元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload85628dce-58a7-47fb-976f-0deda2c7c26d.jpg.296x216.jpg', '精装 业主诚意出售 满二无增值税', '金地自在城第四街区  | 3室2厅 | 83.11平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2013年建板塔结合  -  雨花台其它', '215万', '单价25870元/平米')
('https://image1.ljcdn.com/320100-inspection/37c9b108-692f-433e-92b0-0f7a3d82c458.jpg.296x216.jpg', '南部新城 近大明路地铁站 2003年小区 少有三房', '郁金香花苑  | 3室1厅 | 75.7平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2003年建板楼  -  宁南', '280万', '单价36989元/平米')
('https://image1.ljcdn.com/320100-inspection/e25f9ab0-106b-4f2d-b7f9-feb3696ef5ca.jpg.296x216.jpg', '金地自在城六期 三房 满两年 自主装修', '金地自在城第六街区  | 3室2厅 | 106.28平米 | 南 北 | 其他 | 有电梯', '中楼层(共30层)2013年建塔楼  -  雨花台其它', '285万', '单价26816元/平米')
('https://image1.ljcdn.com/320100-inspection/e613dca4-1abb-4a8e-80ec-bb11cec464f6.jpg.296x216.jpg', '翠岛花城 大三房 采光充足 可做连家店', '翠岛花城兰芷苑  | 3室2厅 | 134.36平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2004年建板塔结合  -  宁南', '450万', '单价33493元/平米')
('https://image1.ljcdn.com/320100-inspection/58669e53-b076-483e-98e2-5d7e42dce925.jpg.296x216.jpg', '近河西 小行商圈 精装修 拎包住', '名城世家花园  | 2室2厅 | 87.83平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2012年建板楼  -  小行', '330万', '单价37573元/平米')
('https://image1.ljcdn.com/320100-inspection/0d214153-8a23-4295-b095-96bb10a0d29e.jpg.296x216.jpg', '三开间朝南 户型方正 中间楼层 采光好 房龄新', '玻纤院  | 3室1厅 | 88.3平米 | 南 北 | 其他', '中楼层(共7层)2010年建板塔结合  -  能仁里', '245万', '单价27747元/平米')
('https://image1.ljcdn.com/320100-inspection/9feeced5-8bf8-4391-8f61-3e0b6650cd97.jpg.296x216.jpg', '中华门 虹悦城 交通便利 配套齐全 素质住户', '亚东国际公寓  | 1室1厅 | 58.05平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2009年建板塔结合  -  能仁里', '205万', '单价35315元/平米')
('https://image1.ljcdn.com/320100-inspection/61dc8fc2-eb17-4d36-8371-f743b811ebfc.jpg.296x216.jpg', '此房挑高户型，配套齐全，采光好，动静分离', '蓝岸尚城  | 2室2厅 | 50.19平米 | 南 | 其他 | 有电梯', '中楼层(共12层)2008年建板塔结合  -  铁心桥', '176万', '单价35067元/平米')
('https://image1.ljcdn.com/320100-inspection/cfd275d2-a7c5-4e09-94f3-7e75a480e078.jpg.296x216.jpg', '万科金色里程开发商交付精装修中高楼层视野采光好', '万科金色里程  | 2室1厅 | 70.89平米 | 南 | 其他 | 有电梯', '高楼层(共9层)2010年建板塔结合  -  铁心桥', '238万', '单价33574元/平米')
('https://image1.ljcdn.com/320100-inspection/7b034591-547f-4ce7-919a-8784df363b77.jpg.296x216.jpg', '时光澔韵 2室2厅 305万', '时光澔韵  | 2室2厅 | 82.91平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2007年建板楼  -  小行', '305万', '单价36787元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload2b7e9d25-4454-44ac-8f24-a84936762a05.jpg.296x216.jpg', '钱家村 户型方正 采光好 看房方便', '钱家村  | 2室1厅 | 56.86平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2010年建板楼  -  能仁里', '155万', '单价27260元/平米')
('https://image1.ljcdn.com/320100-inspection/10e50577-b643-4f2b-a4c8-a17e8f2b952d.jpg.296x216.jpg', '时光澔韵 3室2厅 430万', '时光澔韵  | 3室2厅 | 117.5平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2010年建板楼  -  小行', '430万', '单价36596元/平米')
('https://image1.ljcdn.com/320100-inspection/1f095a2f-5400-4d0e-86ec-edc1b2446d6d.jpg.296x216.jpg', '中间楼层 采光视野佳 双卧朝南', '蓝筹谷  | 2室2厅 | 73.18平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2009年建板塔结合  -  铁心桥', '285万', '单价38946元/平米')
('https://image1.ljcdn.com/320100-inspection/465c2a11-0f31-4091-b30c-cb4b472237f5.JPG.296x216.jpg', '基础设施完善 采光充足 业主诚心出售', '时光澔韵  | 2室2厅 | 82.04平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2007年建板楼  -  小行', '285万', '单价34740元/平米')
('https://image1.ljcdn.com/320100-inspection/4cf2a7bf-1afe-433a-a1cc-9b106a4de44f.jpg.296x216.jpg', '大两房 婚装 南北通透 看房方便', '君悦城市花园  | 2室2厅 | 93.73平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2008年建板楼  -  能仁里', '305万', '单价32541元/平米')
('https://image1.ljcdn.com/320100-inspection/5ec9f9c4-d784-4ee3-9c68-6aaf1d214aa7.JPG.296x216.jpg', '铁心桥蓝岸尚城大复式  采光充足 南北通透', '蓝岸尚城  | 3室2厅 | 115.74平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2007年建板塔结合  -  铁心桥', '280万', '单价24193元/平米')
('https://image1.ljcdn.com/320100-inspection/bd815a50-fa63-4c6b-a02f-cff0ae7d2ff2.jpg.296x216.jpg', '小行商圈 近河西  精装小2房 楼层高 采光充足', '名城世家花园  | 2室1厅 | 58.98平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  小行', '232万', '单价39336元/平米')
('https://image1.ljcdn.com/320100-inspection/586974be-acc9-4e97-94ab-e3f2294a7152.jpg.296x216.jpg', '蓝岸尚城 挑高户型 采光好 实用面积大', '蓝岸尚城  | 2室1厅 | 51.54平米 | 东 | 简装 | 有电梯', '高楼层(共12层)2008年建板塔结合  -  铁心桥', '170万', '单价32985元/平米')
('https://image1.ljcdn.com/320100-inspection/test-6d3d4005-cc9e-487b-b3a6-cca484b63dea.png.296x216.jpg', '此房是二期大三房 装修还不错 全明户型 采光没有影响', '阅城国际花园怡然园  | 3室2厅 | 129.36平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2009年建板塔结合  -  宁南', '560万', '单价43291元/平米')
('https://image1.ljcdn.com/320100-inspection/d2a2bea0-940c-4b4c-8496-9483fa485e6e.jpg.296x216.jpg', '精装复式 万科物业 交通便利 业主急卖 地铁口', '万科金色里程  | 2室2厅 | 68.5平米 | 南 | 其他 | 有电梯', '低楼层(共9层)2010年建板塔结合  -  铁心桥', '232万', '单价33869元/平米')
('https://image1.ljcdn.com/320100-inspection/7e0efd57-825e-4363-8ef5-ed26675ed276.jpg.296x216.jpg', '德安花园 3室2厅 405万', '德安花园  | 3室2厅 | 131.83平米 | 南 北 | 其他 | 有电梯', '低楼层(共9层)2004年建板塔结合  -  安德门', '405万', '单价30722元/平米')
('https://image1.ljcdn.com/320100-inspection/ea873d9f-6e0c-40c4-86e8-fdb21d9d95f2.jpg.296x216.jpg', '亚东观云国际  精装修  配套完善 交通便利', '亚东观云国际  | 2室2厅 | 80.31平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2012年建塔楼  -  能仁里', '348万', '单价43333元/平米')
('https://image1.ljcdn.com/320100-inspection/6635c176-278f-47dc-a9d3-e17eb7e37042.jpg.296x216.jpg', '总价低  刚需房 装修好 配套成熟 交通便利', '德盈国际  | 2室1厅 | 48.43平米 | 西 | 其他 | 有电梯', '低楼层(共18层)2012年建塔楼  -  能仁里', '260万', '单价53686元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload04007347-83e2-443f-8261-7da4aac005e5.jpg.296x216.jpg', '满二年 商品房 婚装 近地铁 带阁楼', '景明佳园谐景苑  | 2室1厅 | 72.34平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1999年建板塔结合  -  宁南', '170万', '单价23501元/平米')
('https://image1.ljcdn.com/320100-inspection/ec5efea1-5014-4531-a8b0-e4e93394c3fb.JPG.296x216.jpg', '地段不错 交通便利 居家装修实用两房 中间楼层', '蓝筹谷  | 2室1厅 | 78.1平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2009年建板塔结合  -  铁心桥', '300万', '单价38413元/平米')
('https://image1.ljcdn.com/320100-inspection/5812919f-55d0-4a81-b3f5-36f3effbb39e.jpg.296x216.jpg', '时光澔韵三四期 顶楼带跃层 小区中间 位置静谧', '时光澔韵  | 5室2厅 | 172.25平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2010年建板楼  -  小行', '597万', '单价34659元/平米')
('https://image1.ljcdn.com/320100-inspection/86e774a5-b235-4f55-974d-de266f69e552.jpg.296x216.jpg', '时光三房，楼层好，视野开阔，采光充足，出行便利', '时光澔韵  | 3室2厅 | 107.8平米 | 南 北 | 简装 | 有电梯', '中楼层(共18层)2010年建板楼  -  小行', '372万', '单价34509元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadd94da0e9-4794-415e-928c-1de40df02833.JPG.296x216.jpg', '满五年，东边户，居家装修，采光充足，户型方正', '绿岛华庭  | 3室2厅 | 121.96平米 | 南 北 | 其他 | 有电梯', '低楼层(共17层)2004年建板塔结合  -  能仁里', '410万', '单价33618元/平米')
('https://image1.ljcdn.com/320100-inspection/5b798030-78ed-4328-a4a5-5c2ae674cdbc.jpg.296x216.jpg', '满两年，精装修，高楼层，视野好，双阳台', '善水湾花园  | 2室2厅 | 78.61平米 | 南 | 其他', '高楼层(共17层)塔楼  -  铁心桥', '248万', '单价31549元/平米')
('https://image1.ljcdn.com/320100-inspection/12ce7d3d-8a72-455c-8428-7d28c2d224ed.jpg.296x216.jpg', '万科品牌 精装复式 宁静舒适 封闭式管理 人车分流', '万科金色里程  | 2室1厅 | 68.5平米 | 南 | 其他 | 有电梯', '低楼层(共9层)2010年建板塔结合  -  铁心桥', '228万', '单价33285元/平米')
