('https://image1.ljcdn.com/210100-inspection/91925fd1-4c5c-4156-aa19-5bfdf4ebed4f.JPG.296x216.jpg', '金域蓝湾，小高层精装修，双南双北四室两厅', '万科金域蓝湾  | 4室2厅 | 176.47平米 | 南 北 | 精装', '中楼层(共11层)2009年建板楼  -  浑南新区', '290万', '单价16434元/平米')
('https://image1.ljcdn.com/210100-inspection/20a8115f-52bd-4f24-8d98-89ef6a0b90ba.jpg.296x216.jpg', '康泰家园 2室2厅 62万', '康泰家园  | 2室2厅 | 88.88平米 | 南 北 | 其他', '中楼层(共7层)2000年建板楼  -  浑南新区', '62万', '单价6976元/平米')
('https://image1.ljcdn.com/210100-inspection/f81fd391-7275-4a4b-9122-659a8f33a561.JPG.296x216.jpg', '名流印象一期 3室2厅 155万', '名流印象一期  | 3室2厅 | 129.91平米 | 南 北 | 其他', '中楼层(共32层)2012年建塔楼  -  浑南新区', '155万', '单价11932元/平米')
('https://image1.ljcdn.com/210100-inspection/5dfad5e5-6be9-4952-a68d-951a01a6e3c1.jpg.296x216.jpg', '君海朗郡 小高层顶跃 实得120平 装修好 拎包入住', '君海朗郡  | 2室2厅 | 65.71平米 | 南 | 精装', '高楼层(共17层)暂无数据  -  浑南新区', '70万', '单价10653元/平米')
('https://image1.ljcdn.com/210100-inspection/a57c574f-c9a5-4d3c-aa61-83da0c9aa831.jpg.296x216.jpg', '长白商圈 格林英郡 两室一厅 精装修 赠家具家电', '格林英郡  | 2室1厅 | 68.95平米 | 东 南 北 | 精装', '高楼层(共13层)2004年建板楼  -  浑南新区', '82万', '单价11893元/平米')
('https://image1.ljcdn.com/210100-inspection/0aaf0642-4e28-4384-b825-4a1519388b64.jpg.296x216.jpg', '名流印象二期 3室2厅 145万', '名流印象二期  | 3室2厅 | 134.21平米 | 南 北 | 其他', '低楼层(共29层)2012年建板楼  -  浑南新区', '145万', '单价10804元/平米')
('https://image1.ljcdn.com/210100-inspection/b4f88ea6-2ff8-4113-ae74-7db23a9d4a15.JPG.296x216.jpg', '瑞宝国际花苑精装朝南两居室看房方便', '瑞宝国际花苑  | 2室1厅 | 83.14平米 | 南 | 精装', '高楼层(共30层)2011年建板楼  -  浑南新区', '86万', '单价10344元/平米')
('https://image1.ljcdn.com/210100-inspection/cd9d40e7-c64e-4c9e-88e5-fa2fff4f153d.JPG.296x216.jpg', '浑南奥体  南北通透  两居室  精装修', '金水花城二期  | 2室1厅 | 131.02平米 | 南 北 | 其他', '中楼层(共12层)2004年建板楼  -  浑南新区', '160万', '单价12212元/平米')
('https://image1.ljcdn.com/210100-inspection/eb10b2cb-f045-483b-aba6-306f8ea4f20c.JPG.296x216.jpg', 'AT浑南区建大 东亚国际城 精装一室 楼层好 视野好', '东亚国际城  | 1室0厅 | 47.02平米 | 西北 | 精装', '高楼层(共26层)2010年建板塔结合  -  浑南新区', '37万', '单价7869元/平米')
('https://image1.ljcdn.com/210100-inspection/08fcacfb-fa2a-4d7a-86e4-3fa9e5118e25.jpg.296x216.jpg', '名流印象一期 4室2厅 140万', '名流印象一期  | 4室2厅 | 143.92平米 | 南 北 | 其他', '高楼层(共11层)2012年建板楼  -  浑南新区', '140万', '单价9728元/平米')
('https://image1.ljcdn.com/210100-inspection/b71f425e-30fa-403e-9a97-d0d39046d2ff.JPG.296x216.jpg', '鑫科苑 4室2厅 189万', '鑫科苑  | 4室2厅 | 167.02平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  浑南新区', '189万', '单价11317元/平米')
('https://image1.ljcdn.com/210100-inspection/c7b03237-e9c0-43b7-8833-7ac3d325204b.jpg.296x216.jpg', '沿海赛洛城 1室1厅 62万', '沿海赛洛城  | 1室1厅 | 69.66平米 | 西北 | 其他', '中楼层(共32层)2012年建塔楼  -  浑南新区', '62万', '单价8901元/平米')
('https://image1.ljcdn.com/210100-inspection/b223111d-6cda-404a-9d9a-6eed012c593d.JPG.296x216.jpg', '塞纳家园 2室2厅 96万', '塞纳家园  | 2室2厅 | 94.26平米 | 南 北 | 其他', '高楼层(共6层)2011年建板楼  -  浑南新区', '96万', '单价10185元/平米')
('https://image1.ljcdn.com/210100-inspection/6febec5e-8c13-4f7b-b00a-459f5d3b8c1f.jpg.296x216.jpg', '小石城89平三室改两室大户型 满两年 通风好急售', '郡原小石城  | 2室2厅 | 89.69平米 | 东 南 北 | 精装', '低楼层(共33层)2010年建板楼  -  浑南新区', '86万', '单价9589元/平米')
('https://image1.ljcdn.com/210100-inspection/7cee9d93-fb8b-485c-b455-e7d7790e336d.JPG.296x216.jpg', '《奥体建大》《金地三室》《精装修》', '金地滨河国际·上城  | 3室2厅 | 79.07平米 | 南 北 | 其他', '高楼层(共31层)2009年建板塔结合  -  浑南新区', '110万', '单价13912元/平米')
('https://image1.ljcdn.com/210100-inspection/7d4bc890-8894-4b91-af56-aa9748ed2120.jpg.296x216.jpg', '浑南 奥体 保利达江湾城 精装三室 南北户型', '保利达江湾城一期  | 3室2厅 | 110.8平米 | 南 北 | 其他', '低楼层(共32层)2015年建板楼  -  浑南新区', '160万', '单价14441元/平米')
('https://image1.ljcdn.com/210100-inspection/d4908a45-5a0e-42d1-9609-9a6f3ff8480f.JPG.296x216.jpg', '房子自住保持很好，品牌装修，楼层视野很好', '郡原小石城  | 2室1厅 | 77.52平米 | 南 | 精装', '中楼层(共31层)2018年建板楼  -  浑南新区', '72万', '单价9288元/平米')
('https://image1.ljcdn.com/210100-inspection/86fa854e-ffc1-47ba-b106-16518847d6ca.JPG.296x216.jpg', '金地国际花园浑南奥体商圈户型方正采光充足', '金地国际花园  | 2室2厅 | 90.86平米 | 南 北 | 精装', '高楼层(共25层)2007年建板楼  -  浑南新区', '135万', '单价14859元/平米')
('https://image1.ljcdn.com/210100-inspection/test-2ad5d377-d35a-4b5a-bbc8-5c35bf7f876b.png.296x216.jpg', '浑南 建大 金地滨河国际左岸 精装修 南北通透 两室', '金地滨河国际·左岸  | 2室2厅 | 88.61平米 | 南 北 | 精装', '中楼层(共33层)2015年建板楼  -  浑南新区', '120万', '单价13543元/平米')
('https://image1.ljcdn.com/210100-inspection/b2f5075f-10df-4c34-a822-3ea2336749cb.jpg.296x216.jpg', '金地锦城西区 3室2厅 210万', '金地锦城西区  | 3室2厅 | 126平米 | 南 北 | 其他', '高楼层(共6层)2015年建板楼  -  浑南新区', '210万', '单价16667元/平米')
('https://image1.ljcdn.com/210100-inspection/3cc13515-7d96-472c-b97d-e14ea6157d78.JPG.296x216.jpg', '金地檀溪 两室 精装修 南北通透 楼层好', '金地檀溪  | 2室2厅 | 88平米 | 南 北 | 精装', '低楼层(共30层)2014年建板楼  -  浑南新区', '137万', '单价15569元/平米')
('https://image1.ljcdn.com/210100-inspection/d11222ab-649d-4e42-9392-908a73740c3f.JPG.296x216.jpg', '此房浑南新区 南北户型  精装修', '富都丽景  | 3室2厅 | 122.73平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  浑南新区', '136万', '单价11082元/平米')
('https://image1.ljcdn.com/210100-inspection/225f4242-db1e-4b66-8479-f75ed9410ce7.jpg.296x216.jpg', '顶盛国际花园 3室2厅 78万', '顶盛国际花园  | 3室2厅 | 103.02平米 | 南 北 | 精装', '低楼层(共24层)暂无数据  -  浑南新区', '78万', '单价7572元/平米')
('https://image1.ljcdn.com/210100-inspection/84016c8c-5667-4f4a-923c-139b1880af17.JPG.296x216.jpg', '万科金域蓝湾精装修三室南北带车位', '万科金域蓝湾  | 3室2厅 | 143平米 | 南 北 | 精装', '低楼层(共29层)2009年建板楼  -  浑南新区', '240万', '单价16784元/平米')
('https://image1.ljcdn.com/210100-inspection/24f42eef-1c77-4711-a804-04b9e8efd1b7.JPG.296x216.jpg', '雍熙金园 标准户型 采光好 视野佳', '雍熙金园  | 4室2厅 | 142.45平米 | 南 北 | 简装', '高楼层(共9层)2007年建板楼  -  浑南新区', '140万', '单价9829元/平米')
('https://image1.ljcdn.com/210100-inspection/test-f5379327-293a-4113-b13c-b8362aae7ec5.png.296x216.jpg', '万科明天广场 精装修 70年产权  有钥匙随时看房', '万科明天广场  | 2室2厅 | 94.43平米 | 南 北 | 精装', '低楼层(共27层)板楼  -  浑南新区', '128万', '单价13556元/平米')
('https://image1.ljcdn.com/210100-inspection/fdb2b082-fa28-4ffb-9de1-2b7cd4863aef.jpg.296x216.jpg', '洋房4跃5 墅级装修 赠南北露台 超大主卧套房 挑空客厅', '碧桂园公园里  | 4室2厅 | 219.39平米 | 南 北 | 精装', '中楼层(共5层)2019年建板楼  -  浑南新区', '252万', '单价11487元/平米')
('https://image1.ljcdn.com/210100-inspection/6817a443-d854-4100-b77d-2dfdf84c5962.JPG.296x216.jpg', '浑南 金地长青湾丹陛 精装修三室', '金地长青湾·丹陛  | 3室2厅 | 137.2平米 | 南 北 | 精装', '中楼层(共8层)2011年建板楼  -  浑南新区', '220万', '单价16035元/平米')
('https://image1.ljcdn.com/210100-inspection/a5468777-6724-45b9-b0b0-df7ee50f3f3d.jpg.296x216.jpg', '后林新村 2室2厅 65万', '后林新村  | 2室2厅 | 102.2平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  浑南新区', '65万', '单价6361元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadc5498c0c-bb13-495b-8538-f6d180aab55a.JPG.296x216.jpg', '金地长青湾·丹陛 4室2厅 225万', '金地长青湾·丹陛  | 4室2厅 | 178.44平米 | 南 北 | 其他', '中楼层(共26层)2011年建板楼  -  浑南新区', '225万', '单价12610元/平米')
('https://image1.ljcdn.com/210100-inspection/d251de3f-04ec-4c68-81b3-71d40f1c792d.JPG.296x216.jpg', '建大 金地檀溪三室 精装修 带花园', '金地檀溪  | 3室1厅 | 124.12平米 | 南 北 | 精装', '低楼层(共30层)2014年建板楼  -  浑南新区', '185万', '单价14905元/平米')
('https://image1.ljcdn.com/210100-inspection/2fc45fd0-d7e5-4d63-9ff7-229c6dd87b5f.jpg.296x216.jpg', '万科新榆公馆 三室两厅一厨两卫 精装修 有车库', '万科新榆公馆  | 3室2厅 | 139平米 | 南 北 | 其他', '高楼层(共9层)2008年建板楼  -  浑南新区', '135万', '单价9713元/平米')
('https://image1.ljcdn.com/210100-inspection/18417576-4938-4984-9214-76ccc985f1d1.jpg.296x216.jpg', '泰莱枫尚 2室2厅 80万', '泰莱枫尚  | 2室2厅 | 92.86平米 | 南 西 北 | 其他', '高楼层(共33层)2014年建板楼  -  浑南新区', '80万', '单价8616元/平米')
('https://image1.ljcdn.com/210100-inspection/cf88e551-8efd-47b5-8464-3c42abaa0709.jpg.296x216.jpg', '华茂央府，精装修，满五年，高楼层，诚心出售', '华茂中心  | 2室1厅 | 79.86平米 | 南 | 精装', '中楼层(共32层)板楼  -  浑南新区', '89万', '单价11145元/平米')
('https://image1.ljcdn.com/210100-inspection/e404719f-5025-4f37-bf83-089fd4e99248.JPG.296x216.jpg', 'SR精装修 两室 出行便利 交通方便 配套全，带车位', 'SR国际新城  | 2室1厅 | 107平米 | 南 北 | 其他', '低楼层(共30层)2009年建塔楼  -  浑南新区', '120万', '单价11215元/平米')
('https://image1.ljcdn.com/210100-inspection/394372ea-fc47-461a-bddd-eaebc70a6567.jpg.296x216.jpg', '郡原小石城 3室2厅 155万', '郡原小石城  | 3室2厅 | 129.15平米 | 南 北 | 其他', '中楼层(共5层)板楼  -  浑南新区', '155万', '单价12002元/平米')
('https://image1.ljcdn.com/210100-inspection/5897ab6b-bc58-41f5-baa3-0c20cc39b110.jpg.296x216.jpg', '君海 两室 不挡光 明厅视野好 装修好 没住过', '君海朗郡  | 2室2厅 | 58.64平米 | 东 | 精装', '高楼层(共17层)暂无数据  -  浑南新区', '61万', '单价10403元/平米')
('https://image1.ljcdn.com/210100-inspection/ff054e2f-fb54-4a03-8cf2-3b866a735a3b.jpg.296x216.jpg', '博信双E港 3室2厅 105万', '博信双E港  | 3室2厅 | 126.89平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  浑南新区', '105万', '单价8275元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload7cc914bc-e478-4f9c-91ec-9fd9a0d95526.JPG.296x216.jpg', '东亚国际城 建筑大学旁 不临街 精装一室 拎包即住', '东亚国际城  | 1室1厅 | 66.81平米 | 南 | 精装', '中楼层(共20层)2010年建板塔结合  -  浑南新区', '65万', '单价9730元/平米')
('https://image1.ljcdn.com/210100-inspection/8b57ca09-728f-431b-8a62-f8bbce6553c3.jpg.296x216.jpg', '万科新榆公馆精装三室两厅一厨两卫房源', '万科新榆公馆  | 3室2厅 | 96.5平米 | 南 北 | 其他', '中楼层(共9层)2008年建板楼  -  浑南新区', '115万', '单价11918元/平米')
('https://image1.ljcdn.com/210100-inspection/935440e0-621b-4826-8d69-8988711ba055.JPG.296x216.jpg', '东亚国际城 2室2厅 96万', '东亚国际城  | 2室2厅 | 107平米 | 南 北 | 简装', '高楼层(共28层)2010年建板塔结合  -  浑南新区', '96万', '单价8972元/平米')
('https://image1.ljcdn.com/210100-inspection/2954bb07-2bc8-4995-8fb7-1d377bed0b99.jpg.296x216.jpg', '伊丽雅特湾二期 8室2厅 510万', '伊丽雅特湾二期  | 8室2厅 | 270平米 | 南 北 | 其他', '低楼层(共7层)板楼  -  浑南新区', '510万', '单价18889元/平米')
('https://image1.ljcdn.com/210100-inspection/fcb1516e-d059-43c2-9e78-6e751c689ce5.jpg.296x216.jpg', '碧桂园公园里 3室2厅 100万', '碧桂园公园里  | 3室2厅 | 104.78平米 | 南 北 | 其他', '高楼层(共25层)暂无数据  -  浑南新区', '100万', '单价9544元/平米')
('https://image1.ljcdn.com/210100-inspection/f90daf1b-710d-40ed-a121-edb695741390.JPG.296x216.jpg', '浑南奥体东华润奉天九里高档小区大三居户型好', '华润奉天九里  | 3室2厅 | 147平米 | 南 北 | 毛坯', '中楼层(共24层)2017年建板楼  -  浑南新区', '290万', '单价19728元/平米')
('https://image1.ljcdn.com/210100-inspection/1b31cbe4-2af4-4dcd-99cf-270343e3ca84.JPG.296x216.jpg', '浑南奥体金地长青湾三室两厅一厨两卫', '金地长青湾  | 3室2厅 | 176平米 | 南 北 | 精装', '中楼层(共26层)2011年建板楼  -  浑南新区', '248万', '单价14091元/平米')
('https://image1.ljcdn.com/210100-inspection/73fcdcbe-7a14-4b3e-8b52-c0ebe22afc8b.JPG.296x216.jpg', '金地滨河国际 2室2厅 118万', '金地滨河国际  | 2室2厅 | 91.72平米 | 南 北 | 其他', '高楼层(共31层)2010年建板楼  -  浑南新区', '118万', '单价12866元/平米')
('https://image1.ljcdn.com/210100-inspection/dee4413b-6433-40e0-87b0-c6caf967e22a.JPG.296x216.jpg', '浑南 奥体 建大 文华街三号院 标准两室赠送面积大', '文华街三号院  | 2室2厅 | 87.62平米 | 南 北 | 简装', '低楼层(共30层)2012年建板楼  -  浑南新区', '85万', '单价9701元/平米')
('https://image1.ljcdn.com/210100-inspection/da5c9d78-3b61-4e96-a39c-f1fb72ef7d4b.jpg.296x216.jpg', '金地锦城西区 3室2厅 168万', '金地锦城西区  | 3室2厅 | 110.56平米 | 南 北 | 其他', '低楼层(共28层)2015年建板楼  -  浑南新区', '168万', '单价15196元/平米')
('https://image1.ljcdn.com/210100-inspection/58d444ac-f378-407b-83bf-d8a9b0071bef.jpg.296x216.jpg', '浑南奥体世纪大厦精装一室交通方便', 'LOHAS上院  | 1室1厅 | 59.41平米 | 东北 | 精装', '高楼层(共33层)2011年建板塔结合  -  浑南新区', '45万', '单价7575元/平米')
('https://image1.ljcdn.com/210100-inspection/660203f7-bcb1-4bd6-bde0-9c12ff3e3f0e.JPG.296x216.jpg', '南北通透  1楼叠拼  花园100平左右 带车库 交通便利', '伊丽雅特湾一期  | 4室2厅 | 209平米 | 东南 北 | 其他', '低楼层(共4层)暂无数据  -  浑南新区', '330万', '单价15790元/平米')
('https://image1.ljcdn.com/210100-inspection/b97cb89d-ad8e-44ec-b9f8-c2c6c603009f.JPG.296x216.jpg', '浑南区奥体建大万科格林旁华润奉天九里精装修两居室', '华润奉天九里  | 2室2厅 | 97.02平米 | 南 北 | 其他', '中楼层(共25层)2017年建板楼  -  浑南新区', '188万', '单价19378元/平米')
('https://image1.ljcdn.com/210100-inspection/f14f7809-8a3c-4f34-95bd-6082f70e7191.jpg.296x216.jpg', '华发首府 4室2厅 285万', '华发首府  | 4室2厅 | 175.76平米 | 南 北 | 其他', '高楼层(共33层)2015年建板楼  -  浑南新区', '285万', '单价16216元/平米')
('https://image1.ljcdn.com/210100-inspection/a519c58f-6e14-4a4e-9109-3b315f290e37.jpg.296x216.jpg', '郡原小石城二期，中间楼层，全天采光，有钥匙随时看。', '郡原小石城  | 2室2厅 | 71.88平米 | 南 | 毛坯', '中楼层(共33层)2010年建板楼  -  浑南新区', '60万', '单价8348元/平米')
('https://image1.ljcdn.com/210100-inspection/cba49e79-9476-4f1e-9ab9-8a75343e754e.jpg.296x216.jpg', '首创光和城 2室2厅 105万', '首创光和城  | 2室2厅 | 86.73平米 | 南 北 | 精装', '高楼层(共34层)2017年建板楼  -  浑南新区', '105万', '单价12107元/平米')
('https://image1.ljcdn.com/210100-inspection/048fe020-2eef-41ed-b2da-e872bef0a05b.JPG.296x216.jpg', '华发一期标准南北通透三居室 采光好 视野佳 精装修', '华发首府  | 3室2厅 | 167.3平米 | 南 北 | 其他', '低楼层(共33层)2015年建板楼  -  浑南新区', '248万', '单价14824元/平米')
('https://image1.ljcdn.com/210100-inspection/6d8ece8b-2b9d-4d3e-ae14-150fa22ebcd4.jpg.296x216.jpg', '浑南奥体 首创国际城精装修3室2卫中间层 业主诚心出售', '首创国际城  | 3室2厅 | 120.3平米 | 南 北 | 其他', '中楼层(共34层)2010年建板楼  -  浑南新区', '140万', '单价11638元/平米')
('https://image1.ljcdn.com/210100-inspection/d1b2796a-54b2-4fe0-baeb-cfab75b3d315.jpg.296x216.jpg', '金地锦城西区 2室2厅 120万', '金地锦城西区  | 2室2厅 | 88.42平米 | 南 北 | 精装', '低楼层(共27层)2015年建板楼  -  浑南新区', '120万', '单价13572元/平米')
('https://image1.ljcdn.com/210100-inspection/385db618-8f24-4dd6-824f-6ee40ac158b8.JPG.296x216.jpg', '金地棕榈岛三室精装空中花园高品质', '金地棕榈岛  | 3室2厅 | 119.65平米 | 南 北 | 精装', '低楼层(共39层)塔楼  -  浑南新区', '160万', '单价13373元/平米')
('https://image1.ljcdn.com/210100-inspection/f9825195-3f3a-4a5a-9fd8-66c3f8aa9720.jpg.296x216.jpg', 'SR国际新城 3室2厅 125万', 'SR国际新城  | 3室2厅 | 122.12平米 | 南 北 | 其他', '低楼层(共30层)2009年建塔楼  -  浑南新区', '125万', '单价10236元/平米')
('https://image1.ljcdn.com/210100-inspection/3a4c14bf-ffab-472b-8129-543dcca10020.jpg.296x216.jpg', '浑南 首创国际城 简单装修 独立的洗衣间  出行方便', '首创国际城  | 2室2厅 | 89.94平米 | 南 | 简装', '高楼层(共33层)2010年建板楼  -  浑南新区', '105万', '单价11675元/平米')
('https://image1.ljcdn.com/210100-inspection/a74c4b82-aeef-403a-8b66-c48aef3e9c45.JPG.296x216.jpg', '浑南 奥体 建大 河景房 金地长青湾 精装修 南北通透', '金地长青湾  | 4室2厅 | 200平米 | 南 北 | 其他', '高楼层(共26层)2011年建板楼  -  浑南新区', '299万', '单价14950元/平米')
