('https://image1.ljcdn.com/210100-inspection/63801fa1-218a-4288-aaf2-7fbd0644fe5d.JPG.296x216.jpg', '南风雅苑 3室2厅 102万', '南风雅苑  | 3室2厅 | 119.72平米 | 东 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  铁西区', '102万', '单价8520元/平米')
('https://image1.ljcdn.com/210100-inspection/0aece6cc-28fe-408f-9fdc-5e36e90935dc.jpg.296x216.jpg', '建设花园 多层  南北通透 两室 精装 保持好 拎包即住', '建设花园  | 2室1厅 | 60.87平米 | 南 北 | 精装', '高楼层(共6层)1999年建板塔结合  -  铁西区', '56万', '单价9200元/平米')
('https://image1.ljcdn.com/210100-inspection/e5ee44a8-5f4a-40f1-bdcb-2bf1ab508b8d.jpg.296x216.jpg', '鑫丰又一城 3室2厅 100万', '鑫丰又一城  | 3室2厅 | 79.09平米 | 西南 北 | 其他', '高楼层(共6层)2008年建塔楼  -  铁西区', '100万', '单价12644元/平米')
('https://image1.ljcdn.com/210100-inspection/e810d009-a045-4bfe-ac74-9e3eb306f00d.jpg.296x216.jpg', '第一城G组团 1室0厅 54万', '第一城G组团  | 1室0厅 | 45.14平米 | 南 | 其他', '中楼层(共17层)2008年建板塔结合  -  铁西区', '54万', '单价11963元/平米')
('https://image1.ljcdn.com/210100-inspection/63bfd8f7-f51a-49c6-9dba-8d1e0ae1feb5.jpg.296x216.jpg', '兰亭馨居二期 2室1厅 68.5万', '兰亭馨居二期  | 2室1厅 | 68.41平米 | 南 北 | 其他', '中楼层(共6层)2013年建板楼  -  铁西区', '68.5万', '单价10014元/平米')
('https://image1.ljcdn.com/210100-inspection/1f4aa78a-e2ac-4bc7-8c30-5a95ce74f4a2.jpg.296x216.jpg', '浅草七期多层二楼南北通透标准户型两室+不临街不把山', '浅草绿阁七期廊桥溪语  | 2室1厅 | 76.04平米 | 南 北 | 其他', '中楼层(共5层)2009年建板楼  -  铁西区', '85万', '单价11179元/平米')
('https://image1.ljcdn.com/210100-inspection/c5a8a328-baa7-4b23-b040-fefdc4d18510.jpg.296x216.jpg', '巴塞罗那二期 2室1厅 115万', '巴塞罗那二期  | 2室1厅 | 75.75平米 | 南 北 | 其他', '高楼层(共24层)2008年建板楼  -  铁西区', '115万', '单价15182元/平米')
('https://image1.ljcdn.com/210100-inspection/de8879bf-a7c3-48fb-b5ea-e73cbe6772af.jpg.296x216.jpg', '伯伦时代 2室1厅 55万', '伯伦时代  | 2室1厅 | 57.05平米 | 西 | 其他', '中楼层(共32层)2009年建板楼  -  铁西区', '55万', '单价9641元/平米')
('https://image1.ljcdn.com/210100-inspection/0950f50d-69ce-47af-a1f1-d594605134b8.JPG.296x216.jpg', '凯旋门 2室2厅 165万', '凯旋门  | 2室2厅 | 96.45平米 | 南 北 | 精装', '高楼层(共34层)2011年建板楼  -  铁西区', '165万', '单价17108元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadeb9248ab-ba5c-4ce7-b0d8-ca2c53a82c10.jpg.296x216.jpg', '启工街第壹城园区内东南精装三室南明厅不临街采光好', '第一城B组团  | 3室2厅 | 111.93平米 | 东南 | 其他', '中楼层(共30层)2008年建板塔结合  -  铁西区', '110万', '单价9828元/平米')
('https://image1.ljcdn.com/210100-inspection/7181b138-53c6-448d-aa8f-118ab340ed1a.JPG.296x216.jpg', '此房子带花园带地下室，房主自住保持比较好', '富雅豪临  | 2室2厅 | 83.44平米 | 南 西 北 | 其他', '低楼层(共16层)2006年建塔楼  -  铁西区', '125万', '单价14981元/平米')
('https://image1.ljcdn.com/320100-inspection/bb31531d-391b-4795-8ca4-c6ef83e2c69f.JPG.296x216.jpg', '华润凯旋门 南北通透四室 精装修 拎包入住 带花园', '凯旋门  | 4室2厅 | 163.19平米 | 南 北 | 其他', '低楼层(共12层)2011年建板楼  -  铁西区', '430万', '单价26350元/平米')
('https://image1.ljcdn.com/210100-inspection/4b9ccf98-ca33-4664-a27d-591efda9e06e.JPG.296x216.jpg', '铁西 一环内 南向 一室户型 精装修 拎包入住', '保利百合花园南园  | 1室0厅 | 59.64平米 | 南 | 其他', '低楼层(共24层)2007年建板楼  -  铁西区', '58万', '单价9726元/平米')
('https://image1.ljcdn.com/210100-inspection/b2eae888-2d96-4ca2-97c0-581e552e0b53.jpg.296x216.jpg', '新湖中国印象 2室2厅 135万', '新湖中国印象  | 2室2厅 | 98平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  铁西区', '135万', '单价13776元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload04b5d923-c70f-488b-a8e9-c7641cf164b6.jpg.296x216.jpg', '黎明西部风情 4室2厅 123万', '黎明西部风情  | 4室2厅 | 83平米 | 东南 | 其他', '高楼层(共10层)2015年建板楼  -  铁西区', '123万', '单价14820元/平米')
('https://image1.ljcdn.com/210100-inspection/8b653575-8f80-41eb-bf72-ace6d8e95ac1.jpg.296x216.jpg', '南北两室户型 沈辽路晋斯豪庭 园区安静 交通方便', '晋斯豪庭  | 2室2厅 | 111.7平米 | 南 北 | 精装', '高楼层(共7层)2002年建板楼  -  铁西区', '83万', '单价7431元/平米')
('https://image1.ljcdn.com/210100-inspection/179878ed-3878-4e42-ae18-a330cd3f1cdf.jpg.296x216.jpg', '浅草七期南向一室一厅湖景房+精装修+拎包即住', '浅草绿阁七期廊桥溪语  | 1室1厅 | 49平米 | 南 | 其他', '低楼层(共11层)2009年建板楼  -  铁西区', '53万', '单价10817元/平米')
('https://image1.ljcdn.com/210100-inspection/74c7b2f1-a06c-406b-831d-a7bcb3d29d72.jpg.296x216.jpg', '北四路 假日蓝湾 精装修 采光好 交通便利', '假日蓝湾  | 2室1厅 | 66.83平米 | 南 | 其他', '高楼层(共24层)2009年建板楼  -  铁西区', '62万', '单价9278元/平米')
('https://image1.ljcdn.com/320100-inspection/73501600-8125-4b8b-904f-35c2f53b96a1.JPG.296x216.jpg', '君临天下熙城桃源 南北通透标准户型 精装修', '君临天下熙城桃源  | 6室3厅 | 111.13平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  铁西区', '126万', '单价11339元/平米')
('https://image1.ljcdn.com/210100-inspection/8c0490b3-f6c8-4034-904e-dac1d81969a4.JPG.296x216.jpg', '铁西 御和园两室 看房方便 有意向联系', '新湖御和园  | 2室1厅 | 70.06平米 | 西 | 其他', '低楼层(共31层)2011年建板楼  -  铁西区', '80万', '单价11419元/平米')
('https://image1.ljcdn.com/210100-inspection/b25455e1-60a5-4f46-a691-c97ce4978c7e.JPG.296x216.jpg', '云华园三室精装修，南北通透    ，', '云华园  | 3室2厅 | 120.3平米 | 南 北 | 其他', '高楼层(共6层)2007年建板楼  -  铁西区', '120万', '单价9976元/平米')
('https://image1.ljcdn.com/210100-inspection/c103ae99-bda7-4f59-81a3-8598e784e9d4.JPG.296x216.jpg', '雍添金园 2室1厅 122万', '雍添金园  | 2室1厅 | 113平米 | 南 北 | 其他', '中楼层(共7层)2004年建板楼  -  铁西区', '122万', '单价10797元/平米')
('https://image1.ljcdn.com/210100-inspection/test-c1376f95-c71b-4312-8001-ca241bf11996.png.296x216.jpg', '万达星摩尔商圈，南北通透三室，一环里，品牌高档园区', '金地名京一期  | 3室2厅 | 117.42平米 | 西南 北 | 其他', '高楼层(共31层)2012年建板楼  -  铁西区', '155万', '单价13201元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload20566065-df08-4ac0-bcb3-a2d4dbfde6a9.jpg.296x216.jpg', '浅草绿阁枫丹白露 南北标户 精装修 保持好 拎包住', '浅草绿阁六期枫丹白露  | 2室1厅 | 90.58平米 | 南 西 北 | 精装', '高楼层(共23层)板楼  -  铁西区', '118万', '单价13028元/平米')
('https://image1.ljcdn.com/210100-inspection/fa16a94d-9cdc-43b9-8754-5bf2caab5b2f.jpg.296x216.jpg', '第壹城精装修跃层南向两居室看房方便', '第一城A组团  | 2室2厅 | 124.36平米 | 南 | 其他', '中楼层(共18层)2008年建板塔结合  -  铁西区', '120万', '单价9650元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload93ba6a4d-273f-477c-9266-0995b2af0f33.jpg.296x216.jpg', '兴华街小北三路 鑫丰熙区府多层南北 封闭园区交通便利', '鑫丰熙区府  | 2室2厅 | 90平米 | 南 北 | 精装', '高楼层(共6层)2014年建板楼  -  铁西区', '148万', '单价16445元/平米')
('https://image1.ljcdn.com/210100-inspection/23b44ffa-0a7a-45d6-a6d4-1f43b5e83d0a.JPG.296x216.jpg', '第壹城东区小高层顶楼南北通透三室两卫+赠阁楼露台', '第一城C组团  | 3室2厅 | 121.11平米 | 南 北 | 其他', '高楼层(共12层)2008年建板塔结合  -  铁西区', '155万', '单价12799元/平米')
('https://image1.ljcdn.com/210100-inspection/42faeb1a-0d67-4443-aecd-4fee6851d60b.JPG.296x216.jpg', '爱馨苑 2室1厅 94万', '爱馨苑  | 2室1厅 | 110.7平米 | 南 北 | 其他', '中楼层(共7层)2001年建板楼  -  铁西区', '94万', '单价8492元/平米')
('https://image1.ljcdn.com/210100-inspection/31a0c60e-14e8-4a33-b145-ce99e68b5569.JPG.296x216.jpg', '新湖御和园 5室2厅 484万', '新湖御和园  | 5室2厅 | 241.95平米 | 南 北 | 其他', '高楼层(共9层)2011年建板楼  -  铁西区', '484万', '单价20005元/平米')
('https://image1.ljcdn.com/210100-inspection/d6264f38-a959-4568-bbef-6a91f0b705ea.jpg.296x216.jpg', '沈辽路万达 金硕园 多层南北通透南客厅 不把山不临街', '金硕园  | 3室2厅 | 145平米 | 南 北 | 精装', '中楼层(共7层)2003年建板楼  -  铁西区', '130万', '单价8966元/平米')
('https://image1.ljcdn.com/210100-inspection/576840b2-0ff2-4a91-9bc5-3b9b51ea1935.JPG.296x216.jpg', '罗马假日  高档装修，家具家电全部赠送，拎包入住', '罗马假日  | 1室1厅 | 42.12平米 | 东 | 其他', '高楼层(共36层)2007年建板楼  -  铁西区', '68万', '单价16145元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploade11822df-62f2-473c-8d48-d0ecb709d942.jpg.296x216.jpg', '此房是伯伦时代园区内的高层的中间楼层', '伯伦时代  | 1室1厅 | 46.9平米 | 北 | 其他', '中楼层(共32层)2009年建板楼  -  铁西区', '46万', '单价9809元/平米')
('https://image1.ljcdn.com/210100-inspection/4b33b484-b5ea-4247-9992-055dc8e2a334.jpg.296x216.jpg', '新湖北国之春 3室2厅 140万', '新湖北国之春  | 3室2厅 | 116.16平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  铁西区', '140万', '单价12053元/平米')
('https://image1.ljcdn.com/210100-inspection/9d863c56-33f2-42b4-a4a7-d878ebe5f804.JPG.296x216.jpg', '爵仕观邸 2室1厅 130万', '爵仕观邸  | 2室1厅 | 89.78平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  铁西区', '130万', '单价14480元/平米')
('https://image1.ljcdn.com/210100-inspection/32b18f6f-7500-4ab2-b43d-8f3bf60dad49.jpg.296x216.jpg', '江南春城A区 4室2厅 130万', '江南春城A区  | 4室2厅 | 130平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  铁西区', '130万', '单价10000元/平米')
('https://image1.ljcdn.com/320100-inspection/c74105cb-9826-4a90-b817-5b828654f050.JPG.296x216.jpg', '北二路兴工街保利百园花园东园 明厅 南卧室 电梯房', '保利百合花园东园  | 1室1厅 | 61.39平米 | 东南 | 其他', '中楼层(共26层)2006年建板楼  -  铁西区', '72万', '单价11729元/平米')
('https://image1.ljcdn.com/210100-inspection/1e780d60-7c4f-4989-a67d-f144a312ba60.JPG.296x216.jpg', '标准三室公摊小、装修保持好、小高好楼层采光充足', '富雅豪临  | 3室2厅 | 125.16平米 | 南 北 | 其他', '高楼层(共12层)2006年建塔楼  -  铁西区', '150万', '单价11985元/平米')
('https://image1.ljcdn.com/210100-inspection/ee7a516d-c58e-4b6f-b306-2e37b6246570.jpg.296x216.jpg', '重工街北四路 铁西体育场 龙湖花千树 精装修 多层三室', '龙湖花千树  | 3室2厅 | 97.59平米 | 南 北 | 其他', '高楼层(共6层)2015年建暂无数据  -  铁西区', '130万', '单价13322元/平米')
('https://image1.ljcdn.com/210100-inspection/23b0817d-d1b0-45b7-b3d1-285abcb04020.JPG.296x216.jpg', '铁西沈阳站西出口 兴龙苑 南北通透  带阁楼', '兴龙苑  | 2室1厅 | 103平米 | 南 北 | 精装', '高楼层(共6层)板楼  -  铁西区', '95万', '单价9224元/平米')
('https://image1.ljcdn.com/210100-inspection/bae2b5d0-0dec-409c-b73a-22705e99fa33.jpg.296x216.jpg', '沈阳站 鑫丰花园 南北两室 多层顶楼', '鑫丰花园  | 2室1厅 | 99.75平米 | 南 北 | 其他', '高楼层(共7层)2013年建板楼  -  铁西区', '60万', '单价6016元/平米')
('https://image1.ljcdn.com/210100-inspection/44c19f05-47af-431e-9917-cb205de6efbf.jpg.296x216.jpg', '第一城E组团 2室1厅 78万', '第一城E组团  | 2室1厅 | 78.07平米 | 西北 | 其他', '高楼层(共30层)2008年建板塔结合  -  铁西区', '78万', '单价9992元/平米')
('https://image1.ljcdn.com/210100-inspection/19345ebe-8b1e-432a-8bdf-3855c6f21ed2.jpg.296x216.jpg', '其仕和裕 3室2厅 650万', '其仕和裕  | 3室2厅 | 185平米 | 南 北 | 精装', '低楼层(共2层)板楼  -  铁西区', '650万', '单价35136元/平米')
('https://image1.ljcdn.com/210100-inspection/72d8612a-4fc1-43b1-bcec-e2fa2ead6312.jpg.296x216.jpg', '万达广场 全明户型采光好  成熟地段', '万达广场A组团  | 2室2厅 | 99.07平米 | 南 西 北 | 简装', '低楼层(共33层)2011年建板楼  -  铁西区', '85万', '单价8580元/平米')
('https://image1.ljcdn.com/210100-inspection/test-04d8a9fe-ebd5-49ff-ad54-da0eab23bbc4.png.296x216.jpg', '第一城A组团 2室2厅 81万', '第一城A组团  | 2室2厅 | 86.43平米 | 东北 | 其他', '低楼层(共24层)2008年建板塔结合  -  铁西区', '81万', '单价9372元/平米')
('https://image1.ljcdn.com/210100-inspection/4ef42d3e-e5c9-4c42-81d5-a749ac2f84ce.jpg.296x216.jpg', '第壹城东北向厅卧分离 精装修 拎包住', '第一城F组团  | 1室1厅 | 54.29平米 | 东北 | 精装', '高楼层(共30层)2010年建板塔结合  -  铁西区', '53万', '单价9763元/平米')
('https://image1.ljcdn.com/210100-inspection/73a190a9-bf7c-480c-b69b-31296c7914d4.JPG.296x216.jpg', '鑫丰雅苑 3室2厅 120万', '鑫丰雅苑  | 3室2厅 | 103平米 | 南 西 北 | 其他', '高楼层(共6层)2006年建板楼  -  铁西区', '120万', '单价11651元/平米')
('https://image1.ljcdn.com/210100-inspection/a349c282-66c9-4b01-b002-f54e78d8c9de.jpg.296x216.jpg', '第一城F组团 2室2厅 98万', '第一城F组团  | 2室2厅 | 86.88平米 | 东南 | 其他', '高楼层(共30层)2010年建板塔结合  -  铁西区', '98万', '单价11280元/平米')
('https://image1.ljcdn.com/210100-inspection/511f495e-5771-4c4c-b178-8cc27a238eeb.jpg.296x216.jpg', '凯旋门 3室2厅 285万', '凯旋门  | 3室2厅 | 158.9平米 | 南 北 | 其他', '低楼层(共8层)板楼  -  铁西区', '285万', '单价17936元/平米')
('https://image1.ljcdn.com/210100-inspection/test-eeffbd02-756f-4780-b7c0-e71415fd6e2e.png.296x216.jpg', '第壹城南北通透精装两室不临街不把山', '第一城B组团  | 2室2厅 | 94.5平米 | 南 北 | 其他', '低楼层(共30层)2008年建板塔结合  -  铁西区', '105万', '单价11112元/平米')
('https://image1.ljcdn.com/210100-inspection/bf724b4e-6baf-4068-8c38-afa7e2b2cb03.JPG.296x216.jpg', '万达广场 两室精装 采光好中间楼层 看房方便', '万达广场C组团  | 2室2厅 | 77.89平米 | 西北 | 精装', '低楼层(共33层)2011年建板楼  -  铁西区', '74万', '单价9501元/平米')
('https://image1.ljcdn.com/210100-inspection/a042a46e-1349-4fd4-b44f-ef4f569d26a3.JPG.296x216.jpg', '爵仕观邸 2室2厅 160万', '爵仕观邸  | 2室2厅 | 94.37平米 | 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  铁西区', '160万', '单价16955元/平米')
('https://image1.ljcdn.com/210100-inspection/75f17a4d-b84c-4b0c-ada2-403ef9d72edc.jpg.296x216.jpg', '金地名京二期 4室2厅 360万', '金地名京二期  | 4室2厅 | 197.38平米 | 东南 北 | 精装', '中楼层(共6层)2012年建板楼  -  铁西区', '360万', '单价18239元/平米')
('https://image1.ljcdn.com/210100-inspection/test-f1d443d3-dc11-4480-a308-906799d25cd1.png.296x216.jpg', '新湖御和园 2室1厅 86万', '新湖御和园  | 2室1厅 | 66.44平米 | 西 | 其他', '高楼层(共32层)2011年建板楼  -  铁西区', '86万', '单价12945元/平米')
('https://image1.ljcdn.com/210100-inspection/487f47de-29a8-4fe7-a4ce-0d8f7543c358.JPG.296x216.jpg', '万科城市花园 3室2厅 125万', '万科城市花园  | 3室2厅 | 132平米 | 南 北 | 其他', '中楼层(共6层)暂无数据  -  铁西区', '125万', '单价9470元/平米')
('https://image1.ljcdn.com/210100-inspection/2840e702-445b-42f4-ac5e-6cdfd234c4f4.jpg.296x216.jpg', '绿厦爵仕汇 2室1厅 162万', '绿厦爵仕汇  | 2室1厅 | 89.95平米 | 南 北 | 其他', '高楼层(共5层)2011年建板楼  -  铁西区', '162万', '单价18011元/平米')
('https://image1.ljcdn.com/320100-inspection/8aa8de91-adf4-4f08-9b2e-1822a206faab.JPG.296x216.jpg', '兴华街北二路 新湖御和园 小高层精装修南北通透', '新湖御和园  | 2室2厅 | 110.03平米 | 东 南 北 | 其他', '低楼层(共19层)2011年建板楼  -  铁西区', '145万', '单价13179元/平米')
('https://image1.ljcdn.com/210100-inspection/986dd0cf-6f14-410e-9c21-5ca275a7ac79.jpg.296x216.jpg', '云峰街，红星国际 ，56平，复式，精装修即住即办公', '红星国际  | 1室1厅 | 56.24平米 | 南 | 其他', '低楼层(共22层)2012年建塔楼  -  铁西区', '65万', '单价11558元/平米')
('https://image1.ljcdn.com/210100-inspection/db31027b-f2be-4005-a623-c9b0e24b08f6.jpg.296x216.jpg', '龙湖花千树 3室2厅 215万', '龙湖花千树  | 3室2厅 | 142.09平米 | 南 北 | 精装', '高楼层(共6层)2015年建板塔结合  -  铁西区', '215万', '单价15132元/平米')
('https://image1.ljcdn.com/210100-inspection/1a85363f-b62d-48b7-81fd-cdac7796cb80.jpg.296x216.jpg', '金地名京二期 5室2厅 380万', '金地名京二期  | 5室2厅 | 201.17平米 | 南 北 | 其他', '高楼层(共6层)2012年建板楼  -  铁西区', '380万', '单价18890元/平米')
('https://image1.ljcdn.com/210100-inspection/4d077092-25db-4281-b401-d238bbfd2f23.jpg.296x216.jpg', '南北通透户型  东明厅   把东山', '鑫丰俪城  | 2室2厅 | 75.88平米 | 南 北 | 其他', '高楼层(共26层)2008年建板楼  -  铁西区', '75万', '单价9885元/平米')
('https://image1.ljcdn.com/210100-inspection/2d2ddb4f-8f46-46f6-ba45-7128e331044b.jpg.296x216.jpg', '鑫丰国际 精装小二室 好楼层 采光好', '鑫丰国际  | 2室1厅 | 63平米 | 南 西 | 其他', '高楼层(共26层)2007年建板楼  -  铁西区', '55万', '单价8731元/平米')
('https://image1.ljcdn.com/210100-inspection/d1e3e661-244c-4e67-8be8-0c40f563addd.jpg.296x216.jpg', '第一城F组团 1室0厅 43.5万', '第一城F组团  | 1室0厅 | 46.78平米 | 西北 | 其他', '低楼层(共30层)2010年建板塔结合  -  铁西区', '43.5万', '单价9299元/平米')
