('https://image1.ljcdn.com/330100-inspection/2ba2f57e-745b-44b1-a42a-8263d7b9573f.jpg.296x216.jpg', '金成经典4跃5好户型，中间楼层，全明格局。', '金成花园  | 3室2厅 | 132.77平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  文一西路', '480万', '单价36153元/平米')
('https://image1.ljcdn.com/330100-inspection/42751ce4-e40e-4e2c-9c04-763bcf9a789e.jpg.296x216.jpg', '可以自主装修 可做四房两厅 一梯两户', '德雅花园  | 4室2厅 | 111.52平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1995年建板楼  -  文教', '530万', '单价47526元/平米')
('https://image1.ljcdn.com/330100-inspection/fc221582-44ac-4188-a4a8-8be1da9f019a.jpg.296x216.jpg', '三房 西边套 中间楼层 文三街school 房东诚心卖', '美都新村  | 3室1厅 | 92.08平米 | 南 | 简装 | 无电梯', '高楼层(共7层)2000年建板楼  -  文三西路', '420万', '单价45613元/平米')
('https://image1.ljcdn.com/330100-inspection/dd6817c2-e528-419d-a172-e5cda149fc03.jpg.296x216.jpg', '紫金文苑新上大三房，户型正气，', '紫金文苑  | 3室2厅 | 132.46平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2003年建板楼  -  申花', '615万', '单价46430元/平米')
('https://image1.ljcdn.com/330100-inspection/f19eb1f6-7dc9-4b20-81a7-443852af3931.jpg.296x216.jpg', '中兴公寓，自住精装，业主诚心出售', '中兴公寓  | 2室2厅 | 75.05平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  文三西路', '330万', '单价43971元/平米')
('https://image1.ljcdn.com/330100-inspection/test-3f54f34d-081c-4f16-8039-e32c34503acc.png.296x216.jpg', '物华小区VR好房 带院子 诚心出售', '物华小区  | 2室1厅 | 69.41平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1998年建板楼  -  嘉绿', '265万', '单价38179元/平米')
('https://image1.ljcdn.com/330100-inspection/0ffcebc5-1c75-4cda-aa82-c17c39e5babb.jpg.296x216.jpg', '南北朝向，中间楼层，采光充足。', '莫干山路515号  | 2室2厅 | 65.96平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1995年建板楼  -  文教', '380万', '单价57611元/平米')
('https://image1.ljcdn.com/330100-inspection/cc21de5e-74a9-4a99-902d-938d7d463be2.jpg.296x216.jpg', '户型方正，得房率高，看房方便，房东诚意', '金地自在城  | 3室2厅 | 88.5平米 | 南 | 精装 | 有电梯', '高楼层(共25层)2012年建板楼  -  三墩', '350万', '单价39549元/平米')
('https://image1.ljcdn.com/330100-inspection/159a715f-755d-438b-9352-53a69bc9ba57.jpg.296x216.jpg', '房龄新，中间楼层 采光好，户型南北通透  ，全明户型', '留和家苑  | 2室1厅 | 62.95平米 | 南 北 | 精装', '低楼层(共6层)2000年建板楼  -  西溪', '220万', '单价34949元/平米')
('https://image1.ljcdn.com/330100-inspection/1bafde3e-61cf-4e37-912d-4b463fe520b0.jpg.296x216.jpg', '建工新村 高楼层 采光好 视野开阔', '建工新村  | 2室1厅 | 59.41平米 | 南 北 | 简装 | 无电梯', '高楼层(共4层)1987年建板楼  -  学军', '386万', '单价64973元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadd96d9119-34d7-4995-be92-9837f078d411.JPG.296x216.jpg', '紫郡西苑楼幢位置好楼层佳的三房很适合一家人入住', '协安紫郡  | 3室2厅 | 89.24平米 | 南 | 简装 | 有电梯', '中楼层(共20层)2015年建板楼  -  三墩', '395万', '单价44263元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload8f06b7f4-3a75-43ca-8178-5a5ab5d8e388.jpg.296x216.jpg', '简约清新的装修  可以入住 不沿街', '浙江油田留下小区  | 2室1厅 | 60.6平米 | 南 北 | 简装', '高楼层(共6层)1991年建板楼  -  西溪', '198万', '单价32674元/平米')
('https://image1.ljcdn.com/330100-inspection/75c06d3a-2426-49ff-b128-ea5b6e43a2ec.jpg.296x216.jpg', '精装修 西边套 满2年 中间楼层 户型方正赠送面积多', '坤和和家园  | 3室1厅 | 88.65平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2011年建板楼  -  西溪', '418万', '单价47152元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadb5141d10-d3f4-46d7-b9ef-cd8b277aac4d.jpg.296x216.jpg', '学军 十三中   楼层好   采光好  带地暖   学籍不占', '西溪河东  | 4室2厅 | 159.32平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1996年建板楼  -  学军', '1050万', '单价65906元/平米')
('https://image1.ljcdn.com/330100-inspection/427c6248-9f32-436d-98d0-ac797e3016f9.jpg.296x216.jpg', '小区中间位置,低楼层，诚心出售大三房', '枫华府第  | 3室2厅 | 155.2平米 | 南 | 简装 | 有电梯', '低楼层(共25层)2008年建板楼  -  翠苑', '880万', '单价56702元/平米')
('https://image1.ljcdn.com/330100-inspection/291d3145-6f74-480d-91c1-95ad63715cae.JPG.296x216.jpg', '新星小区 精装三房 精装修60万 业主诚心出售', '新星小区  | 3室2厅 | 120.2平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)1998年建板楼  -  三墩', '378万', '单价31448元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload2a94fdb1-b800-4338-8514-5ed59ac7fe4f.jpg.296x216.jpg', '梧桐公寓 温馨三房 南北都有窗户诚心出售', '梧桐公寓  | 3室2厅 | 125平米 | 南 | 简装 | 有电梯', '低楼层(共21层)2008年建板楼  -  文教', '790万', '单价63200元/平米')
('https://image1.ljcdn.com/330100-inspection/2490cd7e-e12b-4872-aa3d-5a8d63c2cd20.jpg.296x216.jpg', '坤和西溪里 3室2厅 450万', '坤和西溪里  | 3室2厅 | 88.47平米 | 南 | 简装 | 有电梯', '低楼层(共14层)2011年建板楼  -  西溪', '450万', '单价50865元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload3024cdd2-24cf-41f2-9947-5ab6717e965f.jpg.296x216.jpg', '松木场河东 4室2厅 780万', '松木场河东  | 4室2厅 | 123.42平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1985年建板楼  -  黄龙', '780万', '单价63199元/平米')
('https://image1.ljcdn.com/330100-inspection/a1f47f8a-fd92-4e87-ad91-ed24db1db767.jpg.296x216.jpg', '崇文公寓 三房朝南 学军电梯房 中间楼层', '崇文公寓  | 3室2厅 | 124.16平米 | 南 北 | 精装 | 有电梯', '中楼层(共7层)2006年建板楼  -  学军', '1100万', '单价88596元/平米')
('https://image1.ljcdn.com/330100-inspection/3805117f-3804-4ce8-87ed-80a993ad3217.jpg.296x216.jpg', '金都花园 2室2厅 248万', '金都花园  | 2室2厅 | 70.1平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1997年建板楼  -  文三西路', '248万', '单价35379元/平米')
('https://image1.ljcdn.com/330100-inspection/90890f43-1e83-455f-be9c-ee7cd6ea731e.jpg.296x216.jpg', '简单装修。不沿街。房东诚心出售！！', '金都花园  | 2室2厅 | 73平米 | 东 西 | 简装 | 无电梯', '中楼层(共7层)1997年建板楼  -  文三西路', '280万', '单价38357元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload015eec78-580b-4aa7-942c-6afcacbe59e8.jpg.296x216.jpg', '油田小区  两房朝南小户型   视野宽阔  采光充足', '浙江油田留下小区  | 2室2厅 | 70.2平米 | 南 北 | 简装', '高楼层(共6层)1991年建板楼  -  西溪', '230万', '单价32764元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload020e6898-3156-4f8c-8707-6ae0cf53bf0b.jpg.296x216.jpg', '户型正气，装修清爽，采光充足。。', '府苑新村  | 2室2厅 | 94.7平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1999年建板楼  -  文三西路', '438万', '单价46252元/平米')
('https://image1.ljcdn.com/330100-inspection/80af5ec5-77cd-43fe-b723-63ba20982c0e.jpg.296x216.jpg', '学军十三中本部  无增值税 中档居家装修', '马塍路33号  | 3室1厅 | 86.5平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)1983年建板楼  -  学军', '665万', '单价76879元/平米')
('https://image1.ljcdn.com/330100-inspection/53cc6039-3c90-4e52-a095-fecbed1d2f2c.JPG.296x216.jpg', '白马尊邸120方大三房 精装修业主自住 诚心出售', '白马尊邸  | 3室2厅 | 120.92平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2009年建塔楼  -  三墩', '470万', '单价38869元/平米')
('https://image1.ljcdn.com/330100-inspection/d1dd4e70-3b16-43b9-93c5-aa9e18cc5f77.jpg.296x216.jpg', '配套齐全 交通便利 环境优美 视野不错', '中海西溪华府  | 3室2厅 | 89平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2013年建板楼  -  西溪', '495万', '单价55618元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload4a5a47ec-e0f4-4fe1-a7b4-38f1ac6c1e32.jpg.296x216.jpg', '西城年华大两居自住精装修30万采光没有遮挡', '广宇西城年华  | 2室2厅 | 99.55平米 | 南 西 | 精装 | 有电梯', '低楼层(共26层)2007年建塔楼  -  申花', '550万', '单价55249元/平米')
('https://image1.ljcdn.com/330100-inspection/5b0e2fbf-2f9d-4f46-95b8-e50679b853d6.jpg.296x216.jpg', '中兴公寓 中间楼层 东边套 不沿马路', '中兴公寓  | 2室2厅 | 73.38平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  文三西路', '345万', '单价47016元/平米')
('https://image1.ljcdn.com/330100-inspection/351d3974-c066-4d4c-849a-5cdf9f8dff3f.jpg.296x216.jpg', '中海定山府满二 舒适3房 诚心出售', '中海定山府  | 3室2厅 | 88.86平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2010年建板楼  -  转塘', '319万', '单价35900元/平米')
('https://image1.ljcdn.com/330100-inspection/488c7d44-d5f9-4a21-9c19-7ea2e7668b9e.jpg.296x216.jpg', '文二路小区 下宁桥 工大福利房 两室两厅 两房朝南', '文二路162号  | 2室2厅 | 75.63平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1998年建板楼  -  文教', '488万', '单价64525元/平米')
('https://image1.ljcdn.com/330100-inspection/754a45ad-3a6f-4ab5-8ab7-e00e4cd9a907.jpg.296x216.jpg', '现代简约风，装修新，省去您装修的精力，中间楼层', '阳光地带西区  | 3室2厅 | 136.8平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2003年建板楼  -  文一西路', '830万', '单价60673元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload4acd6ba5-3da2-488c-a3d1-66726090a828.jpg.296x216.jpg', '嘉绿名苑精装修好房出售，采光好，不沿街两房', '嘉绿名苑  | 2室2厅 | 93.92平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2004年建板塔结合  -  嘉绿', '490万', '单价52173元/平米')
('https://image1.ljcdn.com/330100-inspection/b7c9801c-c99f-4767-af81-6ec272ccbdb3.jpg.296x216.jpg', '中兴公寓 两房精装 中间楼层 采光充足。', '中兴公寓  | 2室2厅 | 88.19平米 | 南 | 精装 | 无电梯', '中楼层(共7层)2000年建板楼  -  文三西路', '450万', '单价51027元/平米')
('https://image1.ljcdn.com/330100-inspection/31bada4a-b949-437a-9b22-14299cecc79f.jpg.296x216.jpg', '嘉绿西苑 5室2厅 761万', '嘉绿西苑  | 5室2厅 | 169.15平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)2001年建板楼  -  嘉绿', '761万', '单价44990元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload8c4695e0-c6b4-47eb-973b-6cc0f46bf1ea.jpg.296x216.jpg', '房东诚心卖，旁边设施设备齐全。', '高教新村  | 2室2厅 | 75平米 | 南 | 简装 | 无电梯', '高楼层(共7层)2000年建板楼  -  文一西路', '378万', '单价50400元/平米')
('https://image1.ljcdn.com/330100-inspection/bb075c82-4f3c-4cdd-a311-6adc0b874d31.jpg.296x216.jpg', '两房厅朝东，楼层3楼，采光充足', '里东山弄  | 2室1厅 | 63.52平米 | 东 | 简装 | 无电梯', '中楼层(共7层)1995年建平房  -  黄龙', '405万', '单价63760元/平米')
('https://image1.ljcdn.com/330100-inspection/a85fd379-ceca-4431-bcdd-5f16d060023c.JPG.296x216.jpg', '都市阳光嘉苑西湖区总价低小两房看房方便', '都市阳光嘉苑  | 2室1厅 | 63.28平米 | 南 北 | 简装 | 有电梯', '低楼层(共18层)2010年建板楼  -  良渚', '189万', '单价29868元/平米')
('https://image1.ljcdn.com/330100-inspection/c7db32b4-4019-44eb-ab3c-7dfb6258b7c5.jpg.296x216.jpg', '紫金庭园大三房两卫 楼梯房中间楼层 精装修 诚心出售', '紫金庭园  | 3室2厅 | 147.9平米 | 南 | 简装 | 无电梯', '中楼层(共7层)2005年建板楼  -  文三西路', '650万', '单价43949元/平米')
('https://image1.ljcdn.com/330100-inspection/9cc82f76-0eb6-4d1a-9417-0db82d403ace.jpg.296x216.jpg', '新上精装三房，中间楼层，户型方正。', '黄龙公寓  | 3室1厅 | 126.88平米 | 北 | 精装 | 无电梯', '低楼层(共6层)2005年建板楼  -  古荡', '500万', '单价39408元/平米')
('https://image1.ljcdn.com/330100-inspection/6015259a-34c4-4baa-aef3-c5a9fde4dd08.jpg.296x216.jpg', '视野开阔 采光好  经典四居室', '华苑公寓  | 4室2厅 | 115.85平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  文一西路', '688万', '单价59388元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload93e82b98-a8e1-46fe-947c-c1f246d2585d.jpg.296x216.jpg', '紫金庭园 新上房源 顶楼带阁楼', '紫金庭园  | 2室2厅 | 104.79平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2005年建板楼  -  文三西路', '492万', '单价46952元/平米')
('https://image1.ljcdn.com/330100-inspection/564fdeef-6ccf-4f01-a5fe-e8bd631d440c.JPG.296x216.jpg', '紫金港湾 2室2厅 368万', '紫金港湾  | 2室2厅 | 96.74平米 | 南 北 | 精装 | 有电梯', '低楼层(共17层)2007年建板楼  -  三墩', '368万', '单价38041元/平米')
('https://image1.ljcdn.com/330100-inspection/9cdd74ad-da78-404f-bfc1-b59a99c127f9.jpg.296x216.jpg', '户型好，俗称飞机户型，地铁房，房东诚心卖，香樟公寓', '香樟公寓  | 3室2厅 | 99.7平米 | 南 | 简装 | 无电梯', '中楼层(共7层)2001年建塔楼  -  文三西路', '490万', '单价49148元/平米')
('https://image1.ljcdn.com/330100-inspection/c5cf64df-b80c-44f1-af74-a138a206180b.jpg.296x216.jpg', '师苑新村 地铁口 交通方便 不沿马路', '师苑新村  | 3室1厅 | 76.09平米 | 南 北 | 精装 | 无电梯', '低楼层(共7层)1995年建板楼  -  文教', '515万', '单价67684元/平米')
('https://image1.ljcdn.com/330100-inspection/78d13c8e-e100-4a65-b745-bafae43bf572.jpg.296x216.jpg', '房子带露台，房东诚心出售，不沿马路。', '金都新城  | 5室1厅 | 207.62平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1999年建板楼  -  文三西路', '750万', '单价36124元/平米')
('https://image1.ljcdn.com/330100-inspection/59ce1ef9-b12c-44dc-b20a-31dd8d821137.jpg.296x216.jpg', '品质小区  房龄新 总价低 一梯两户', '黄龙公寓  | 2室1厅 | 77.41平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1999年建板楼  -  古荡', '320万', '单价41339元/平米')
('https://image1.ljcdn.com/330100-inspection/f7a479c3-2d13-4676-a893-d545601d0838.jpg.296x216.jpg', '两房朝南 户型好 精装 满五唯一', '丹枫新村  | 2室1厅 | 66.2平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1999年建板楼  -  文三西路', '280万', '单价42297元/平米')
('https://image1.ljcdn.com/330100-inspection/044e37a1-693b-41d7-a74b-2bd49faa89da.jpg.296x216.jpg', '此房满二年，户型好，视野无遮挡，采光充足，诚心出售', '坤和和家园  | 3室2厅 | 88.94平米 | 南 | 简装 | 有电梯', '中楼层(共10层)2014年建板楼  -  西溪', '430万', '单价48348元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload3dd1c5a9-5fec-420a-b181-8550e127ad04.jpg.296x216.jpg', '总价低，带花园，交通便利，配套齐全，诚心出售！', '浙江油田留下小区  | 2室1厅 | 57.5平米 | 南 | 简装', '低楼层(共6层)1991年建板楼  -  西溪', '185万', '单价32174元/平米')
('https://image1.ljcdn.com/330100-inspection/efac4120-92e6-4bcc-b446-8bf8e2ecc474.jpg.296x216.jpg', '黄姑山小区 房改房 中间楼层 采光充足 户型方正', '黄姑山小区  | 2室1厅 | 65.02平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1996年建板楼  -  古荡', '269万', '单价41372元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload3543d55f-c7c7-48c3-ad79-25e591f33c33.jpg.296x216.jpg', '诚园5期致诚苑三房格局，采光无遮挡，绿城统一精装。', '西溪诚园致诚苑  | 3室2厅 | 87.94平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2015年建板楼  -  西溪', '658万', '单价74824元/平米')
('https://image1.ljcdn.com/330100-inspection/ab35d910-3816-44b6-985d-45f77fca2a4b.jpg.296x216.jpg', '和家园开发商精装2房 满五唯一 户型正气 总价低', '坤和和家园  | 2室1厅 | 78平米 | 南 北 | 精装 | 有电梯', '低楼层(共15层)2011年建板楼  -  西溪', '345万', '单价44231元/平米')
('https://image1.ljcdn.com/330100-inspection/e7850811-e8f0-4cdf-885a-4ebdbd9effe7.jpg.296x216.jpg', '紫金公寓 温馨两房 边套全明户型', '紫金公寓  | 2室1厅 | 60.07平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)1996年建板楼  -  文三西路', '280万', '单价46613元/平米')
('https://image1.ljcdn.com/330100-inspection/e6b88c21-95ef-4c07-988f-76cf08c01bfd.jpg.296x216.jpg', '万科品质小区精装三房，满两年中间楼层，采光好无遮挡', '西溪蝶园二期  | 3室2厅 | 173.99平米 | 南 北 | 精装 | 有电梯', '中楼层(共14层)2012年建板楼  -  西溪', '1000万', '单价57475元/平米')
('https://image1.ljcdn.com/330100-inspection/45a65e4d-4d8c-410a-9b5d-77278eb2f4fc.jpg.296x216.jpg', '小区环境好，房屋采光好，前后带有花园', '泊林漫谷  | 3室2厅 | 131.38平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2010年建板楼  -  小和山', '330万', '单价25118元/平米')
('https://image1.ljcdn.com/330100-inspection/1c5e2859-364a-42b3-99fa-03c8126981be.jpg.296x216.jpg', '西湖区 大两房边套户型 可改三房 看房方便 诚心出售', '润达花园  | 2室2厅 | 77.5平米 | 东 南 北 | 简装 | 无电梯', '低楼层(共6层)1997年建板楼  -  三墩', '256万', '单价33033元/平米')
('https://image1.ljcdn.com/330100-inspection/ddb3be50-484b-4c33-9825-afd1ec32f08c.JPG.296x216.jpg', '西湖区  新世纪花苑 三房两卫中间楼层精装修', '新世纪花苑  | 3室2厅 | 114.5平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)1998年建板楼  -  三墩', '380万', '单价33188元/平米')
('https://image1.ljcdn.com/330100-inspection/test-e34a5b57-c09a-43ac-9c05-78740c26625f.png.296x216.jpg', '求是村低总价小套，两房采光好。', '求是村  | 2室1厅 | 43.9平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1988年建板楼  -  黄龙', '300万', '单价68338元/平米')
('https://image1.ljcdn.com/330100-inspection/test-2ce5c529-57ed-4e26-a4b2-6ffabc9433a0.png.296x216.jpg', '金色蓝庭 精装公寓总价低 品质好', '金色蓝庭  | 1室2厅 | 78.83平米 | 南 | 精装 | 有电梯', '低楼层(共23层)2010年建板楼  -  嘉绿', '234万', '单价29685元/平米')
