('https://image1.ljcdn.com/330100-inspection/df63673a-b304-46da-a708-6c0f9c85ab3a.jpg.296x216.jpg', '降低身价，只为遇见你，急降40万诚心卖', '钱塘景苑  | 4室2厅 | 171.5平米 | 南 北 | 简装 | 有电梯', '中楼层(共12层)2000年建板楼  -  彩虹城', '630万', '单价36735元/平米')
('https://image1.ljcdn.com/330100-inspection/d161c179-3a58-420e-beb2-552f5b05f6f3.JPG.296x216.jpg', '康康谷 精装修LOFT 2室2卫 近地铁 交通便利 配套齐全', '中赢康康谷  | 2室2厅 | 45.34平米 | 东北 | 精装', '中楼层(共18层)2017年建板楼  -  滨江区政府', '210万', '单价46317元/平米')
('https://image1.ljcdn.com/330100-inspection/00ac0a1d-5472-4fbd-ad7a-5eab6ec7d0e7.jpg.296x216.jpg', '近地铁口，民水民电，一居室，精装修保养很好', '天鸿君邑  | 1室1厅 | 56.6平米 | 北 | 精装 | 有电梯', '中楼层(共29层)2010年建板楼  -  浦沿', '120万', '单价21202元/平米')
('https://image1.ljcdn.com/330100-inspection/f77f30bf-2bbd-41a9-90bc-31122fb067b1.jpg.296x216.jpg', '碧水豪园 5室2厅 800万', '碧水豪园   | 联排别墅 | 5室2厅 | 220平米 | 南 | 精装 | 无电梯', '2层2005年建暂无数据  -  彩虹城', '800万', '单价36364元/平米')
('https://image1.ljcdn.com/330100-inspection/5f85dfae-ed9e-4ba5-b6d7-08ee71178044.JPG.296x216.jpg', '江南豪园新出大三房，满五年，学籍未占用。诚心出售', '江南豪园  | 3室2厅 | 150.14平米 | 南 | 精装 | 有电梯', '低楼层(共26层)2005年建板楼  -  滨江区政府', '630万', '单价41961元/平米')
('https://image1.ljcdn.com/330100-inspection/795d4986-1fea-41da-a64e-a88d860ea583.JPG.296x216.jpg', '寰宇新上精装修5房，可以拎包入住！房东诚心出售！', '寰宇天下  | 5室2厅 | 258.37平米 | 南 西南 | 精装 | 有电梯', '中楼层(共31层)2014年建板楼  -  滨江区政府', '1495万', '单价57863元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload467d57aa-b565-48aa-b974-3badc41c6b07.jpg.296x216.jpg', '江南文苑一楼有架空带花园房子!', '江南文苑  | 1室2厅 | 68平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2010年建板楼  -  浦沿', '310万', '单价45589元/平米')
('https://image1.ljcdn.com/330100-inspection/a885df5c-9ca4-42f2-83f5-a10de9a4aaf6.JPG.296x216.jpg', '此房楼层好，视野开阔，精装，可拎包入住，诚心出售', '江滨澜廷  | 1室1厅 | 48.1平米 | 西 | 精装', '24层2014年建板楼  -  滨江区政府', '190万', '单价39502元/平米')
('https://image1.ljcdn.com/330100-inspection/edc7a20c-5ccc-4fb6-b4c5-b82b90bfc89e.JPG.296x216.jpg', '倾城之恋 3室2厅 570万', '倾城之恋  | 3室2厅 | 114.64平米 | 南 北 | 简装 | 有电梯', '中楼层(共15层)2005年建板塔结合  -  滨江区政府', '570万', '单价49721元/平米')
('https://image1.ljcdn.com/330100-inspection/383658b0-679e-4964-9732-0d0abffab385.JPG.296x216.jpg', '滨康地铁站500米 青年公寓4.79m挑高 视野开阔', '玲珑府  | 3室1厅 | 49.98平米 | 西 | 精装 | 有电梯', '21层2016年建板楼  -  西兴', '175万', '单价35015元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload5544ce6e-b841-46fb-b5f3-392d397138cc.jpg.296x216.jpg', '中兴和园大三房 60万精装 高楼层南北通透满五唯一好房', '中兴和园  | 3室2厅 | 137平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2009年建板楼  -  彩虹城', '435万', '单价31752元/平米')
('https://image1.ljcdn.com/330100-inspection/test-d99ac575-ca78-4ae0-806d-81fd3b90a3c7.png.296x216.jpg', '南岸晶都花园 3室2厅 470万', '南岸晶都花园  | 3室2厅 | 132.65平米 | 南 北 | 简装 | 有电梯', '中楼层(共26层)2007年建板楼  -  长河', '470万', '单价35432元/平米')
('https://image1.ljcdn.com/330100-inspection/d42a0550-0370-4d44-92c7-65f46fdb89f1.JPG.296x216.jpg', '寰宇天下 品质两房 精装很少住 带车位 诚心出售', '寰宇天下  | 2室2厅 | 89.32平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2014年建板楼  -  滨江区政府', '560万', '单价62696元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadf78c2fc0-4b4f-43b3-a7e0-d2ddc3046b01.JPG.296x216.jpg', '南北通透   地铁口     采光充足', '欣盛东方郡东区  | 2室1厅 | 89.23平米 | 南 北 | 简装 | 有电梯', '高楼层(共33层)2009年建板楼  -  滨江区政府', '520万', '单价58277元/平米')
('https://image1.ljcdn.com/330100-inspection/d9a8c662-1f4b-4aa1-8e0e-d0f3256cafd6.jpg.296x216.jpg', '身临钱江美景     坐赏彩虹绿意', '彩虹城  | 3室2厅 | 156平米 | 南 北 | 精装 | 有电梯', '中楼层(共28层)2006年建板楼  -  彩虹城', '880万', '单价56411元/平米')
('https://image1.ljcdn.com/330100-inspection/0dc00a47-5c48-4a79-a040-def96ddb087f.jpg.296x216.jpg', '天寓 4室2厅 750万', '天寓  | 4室2厅 | 168.89平米 | 南 | 简装 | 有电梯', '中楼层(共32层)2007年建板楼  -  彩虹城', '750万', '单价44408元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload7d9b49af-e768-4a13-a9f6-90df0c2471d8.JPG.296x216.jpg', '钱塘春晓自住装修3居室大三房业主诚心出售', '钱塘春晓  | 3室2厅 | 154平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2005年建板楼  -  滨江区政府', '680万', '单价44156元/平米')
('https://image1.ljcdn.com/330100-inspection/483dca3a-dcbe-4dbf-8ff8-d199272947d1.jpg.296x216.jpg', '杭二中 大两房 租金高  装修保养好   看房方便', '天鸿君邑  | 2室2厅 | 95平米 | 南 | 简装 | 有电梯', '高楼层(共29层)2010年建板楼  -  浦沿', '253万', '单价26632元/平米')
('https://image1.ljcdn.com/330100-inspection/3d002820-dd83-40ba-a94c-871d72758df7.JPG.296x216.jpg', '滨文苑 精装修大三房 户型方正 厨卫全明 好楼层', '滨文苑  | 3室2厅 | 117.1平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2006年建板楼  -  浦沿', '380万', '单价32451元/平米')
('https://image1.ljcdn.com/330100-inspection/6b7dc3fa-bbfc-4406-9eec-469ac39c2d20.jpg.296x216.jpg', '倾城之恋 三房朝南 动静分离 采光好', '倾城之恋  | 3室1厅 | 123.99平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2005年建板楼  -  滨江区政府', '650万', '单价52424元/平米')
('https://image1.ljcdn.com/330100-inspection/9b5f1004-8b7b-4965-8a10-a56f31fc9b0a.jpg.296x216.jpg', '交通便利，次新小区， 楼层高采光好', '东和云第  | 2室1厅 | 87.37平米 | 南 北 | 精装 | 有电梯', '中楼层(共32层)2014年建板楼  -  浦沿', '380万', '单价43494元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload959acd98-e103-4de5-a30d-3fe41ab10c41.JPG.296x216.jpg', '满两年，三房朝南，南北双阳台。', '温兴风情苑  | 3室2厅 | 139平米 | 南 北 | 简装 | 有电梯', '高楼层(共17层)2007年建板楼  -  西兴', '500万', '单价35972元/平米')
('https://image1.ljcdn.com/330100-inspection/aef5b7de-e316-483f-b640-6ea422acf03b.JPG.296x216.jpg', '龙湖春江彼岸精装3方2卫 超大阳台  满两年 高楼层', '龙湖春江彼岸  | 3室2厅 | 101.47平米 | 南 | 精装 | 有电梯', '高楼层(共33层)2015年建板楼  -  奥体', '668万', '单价65833元/平米')
('https://image1.ljcdn.com/330100-inspection/5c7ff956-1c7e-46c3-9711-15afcb0ce0db.JPG.296x216.jpg', '水印城 楼层好 阳光充足 视野宽阔', '水印城  | 2室1厅 | 62平米 | 南 | 简装 | 有电梯', '高楼层(共15层)2008年建板楼  -  长河', '380万', '单价61291元/平米')
('https://image1.ljcdn.com/330100-inspection/2d4f9dad-f1ca-4db2-8281-b9e5b6c09fb4.jpg.296x216.jpg', '满五唯一，东边套带25方露台，全屋地暖，意大利设计师', '天寓  | 4室2厅 | 200.17平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2007年建板楼  -  彩虹城', '1000万', '单价49958元/平米')
('https://image1.ljcdn.com/330100-inspection/8b4be263-7544-43e7-b628-81cd9354e219.JPG.296x216.jpg', '杭州印一线江景公寓，房东诚心出售！', '融创杭州印  | 3室2厅 | 238.64平米 | 西 | 精装', '中楼层(共39层)2017年建板楼  -  滨江区政府', '1100万', '单价46095元/平米')
('https://image1.ljcdn.com/330100-inspection/8ca3bbb3-cc5f-4d72-8bd7-c18d48b3dfcb.jpg.296x216.jpg', '自住精装修 大三房 南北通透 带大阳台', '贺田尚城  | 3室2厅 | 137.65平米 | 南 北 | 精装 | 无电梯', '低楼层(共5层)2003年建板楼  -  浦沿', '530万', '单价38504元/平米')
('https://image1.ljcdn.com/330100-inspection/4bade229-8ef5-4640-be28-35d9d862b54c.JPG.296x216.jpg', '滨江区政府一线江景精装修公寓，loft高层', '江滨澜廷  | 3室1厅 | 43.7平米 | 东 | 精装', '24层2014年建板楼  -  滨江区政府', '320万', '单价73227元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadec5e028f-70cd-45fe-a13d-c7115f1c6bad.JPG.296x216.jpg', '官河锦庭   89方   三房两卫', '中天官河锦庭  | 3室1厅 | 89.5平米 | 南 | 简装 | 有电梯', '高楼层(共34层)2015年建板楼  -  西兴', '430万', '单价48045元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload2ce7ca11-4c60-4e4b-8549-f59310336e30.JPG.296x216.jpg', '寰宇天下 2室1厅 526万', '寰宇天下  | 2室1厅 | 89.74平米 | 南 北 | 精装 | 有电梯', '中楼层(共34层)2014年建板楼  -  滨江区政府', '526万', '单价58614元/平米')
('https://image1.ljcdn.com/330100-inspection/548e8bbe-cc1c-411e-b563-a8040654bd56.JPG.296x216.jpg', '中南公寓精装两房  送露台 低总价', '中南公寓  | 2室2厅 | 81.6平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1996年建板楼  -  长河', '380万', '单价46569元/平米')
('https://image1.ljcdn.com/330100-inspection/2586dabc-0b4c-4785-9552-4159ed92424e.JPG.296x216.jpg', '买一层得两层，另有100多万精装修同户型，诚心出售', '寰宇天下  | 2室1厅 | 86平米 | 南 | 毛坯 | 有电梯', '低楼层(共34层)2014年建板楼  -  滨江区政府', '628万', '单价73024元/平米')
('https://image1.ljcdn.com/330100-inspection/1858ced6-6613-40b2-9e98-ba70c689df65.jpg.296x216.jpg', '江涛阁：精装三房  全明户型  配套成熟  满五唯一', '江涛阁  | 3室2厅 | 124.7平米 | 西北 | 精装 | 有电梯', '中楼层(共18层)2008年建塔楼  -  彩虹城', '458万', '单价36729元/平米')
('https://image1.ljcdn.com/330100-inspection/a0580143-eac9-45fb-96e5-cd0a289e1488.JPG.296x216.jpg', '海威钱塘之星精装loft，随时可以入住', '海威钱塘之星  | 2室1厅 | 43平米 | 北 | 精装', '中楼层(共18层)2016年建板楼  -  滨江区政府', '250万', '单价58140元/平米')
('https://image1.ljcdn.com/330100-inspection/20da4cf3-30b1-48ea-ae51-e6018e8b3f9c.JPG.296x216.jpg', '官河公寓总价低 业主诚心出售，满五年。', '官河公寓  | 3室1厅 | 88.24平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1996年建板楼  -  西兴', '300万', '单价33999元/平米')
('https://image1.ljcdn.com/330100-inspection/41938dbf-a4a0-4a7d-a3fb-561d39d97847.jpg.296x216.jpg', '中南白马湖 次新房 采光充足  视野好', '中南白马湖壹号  | 3室2厅 | 88平米 | 南 西 北 | 毛坯', '高楼层(共18层)2017年建板楼  -  白马湖', '300万', '单价34091元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadf1697778-9e0d-45db-8fd4-5646fd771464.jpg.296x216.jpg', '贺田二期璟湾，品质三房诚心出售。', '贺田尚城  | 3室2厅 | 133.5平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2003年建板楼  -  浦沿', '550万', '单价41199元/平米')
('https://image1.ljcdn.com/330100-inspection/test-7879fece-e4ea-4a8f-b499-479b406b384b.png.296x216.jpg', '东方郡35万精装修两房 双阳台 免双税 诚售', '欣盛东方郡西区  | 2室1厅 | 89平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2010年建板楼  -  滨江区政府', '485万', '单价54495元/平米')
('https://image1.ljcdn.com/330100-inspection/1bcee398-207a-47b0-8ef5-6292ee9d6dae.JPG.296x216.jpg', '风情苑精装修大2室，中间楼层，视野开阔', '温兴风情苑  | 2室1厅 | 93.01平米 | 南 北 | 精装 | 有电梯', '中楼层(共17层)2007年建板楼  -  西兴', '370万', '单价39781元/平米')
('https://image1.ljcdn.com/330100-inspection/2ddb301a-e4e4-44f5-96f0-b1d2577e5458.jpg.296x216.jpg', '彩虹城新出一居室高新SCHOOL 临滨江樱花跑道 价格可谈', '彩虹城  | 1室1厅 | 69.24平米 | 东南 | 精装 | 有电梯', '低楼层(共20层)2007年建板楼  -  彩虹城', '340万', '单价49105元/平米')
('https://image1.ljcdn.com/330100-inspection/3172aca1-c601-4973-a981-d73f9cd38449.jpg.296x216.jpg', '滨江精品上叠排，150万美式装修', '碧水豪园   | 联排别墅 | 4室2厅 | 205平米 | 南 | 精装 | 无电梯', '2层2005年建暂无数据  -  彩虹城', '900万', '单价43903元/平米')
('https://image1.ljcdn.com/330100-inspection/ddab9cb7-924a-4ec3-a433-2d2b73ae5bf5.JPG.296x216.jpg', '欣盛东方郡 中间套户型 业主诚心出售', '欣盛东方郡西区  | 2室2厅 | 88.89平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2010年建板楼  -  滨江区政府', '508万', '单价57150元/平米')
('https://image1.ljcdn.com/330100-inspection/d2061d75-eb5f-484a-87aa-bb4aa3462b07.JPG.296x216.jpg', '南岸晶都东边套小户型 楼层佳 采光好 诚心出售', '南岸晶都花园  | 1室1厅 | 64.5平米 | 东 南 | 精装 | 有电梯', '中楼层(共26层)2007年建板楼  -  长河', '283万', '单价43876元/平米')
('https://image1.ljcdn.com/330100-inspection/7a6eb620-6644-4471-a26b-5a1bcdfea8af.JPG.296x216.jpg', '精装修满五唯一可看江景拎包入住有车位大四房西边套', '白金海岸  | 4室2厅 | 168.82平米 | 南 北 | 精装 | 有电梯', '中楼层(共13层)2006年建板楼  -  长河', '760万', '单价45019元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadcce08e8a-3c09-491e-bfcc-9e6e3a698025.jpg.296x216.jpg', '精装修70万入住1年，赠送80方露台', '盛元慧谷  | 3室2厅 | 119平米 | 南 北 | 精装 | 有电梯', '34层2008年建板楼  -  彩虹城', '630万', '单价52942元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploada352e17a-d8e3-41d6-94f9-8ff7466571b6.JPG.296x216.jpg', '南岸晶都四房欧式精装修家电家具全送房东诚心出售', '南岸晶都花园  | 4室2厅 | 172平米 | 南 | 精装 | 有电梯', '低楼层(共15层)2007年建板楼  -  长河', '630万', '单价36628元/平米')
('https://image1.ljcdn.com/330100-inspection/15b7d45f-dc48-499d-9d4c-cece48ed7660.JPG.296x216.jpg', '白金海岸 小户型 自住精装 看房方便', '白金海岸  | 2室2厅 | 93.57平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2006年建板楼  -  长河', '475万', '单价50765元/平米')
('https://image1.ljcdn.com/330100-inspection/aa2b6844-cec4-463a-bda8-fbaf868cad4b.jpg.296x216.jpg', '钱江湾花园 好户型 小两居 采光好 一梯三户', '钱江湾花园  | 2室1厅 | 46.83平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2003年建板楼  -  浦沿', '250万', '单价53385元/平米')
('https://image1.ljcdn.com/330100-inspection/bf249a46-6188-42e9-99d8-3c55c4520c7d.JPG.296x216.jpg', '满两年 有车位 视野开阔能看江 南北通 户型好 诚心卖', '绿城明月江南  | 3室2厅 | 173平米 | 西南 | 精装 | 有电梯', '高楼层(共31层)2014年建板楼  -  滨江区政府', '1050万', '单价60694元/平米')
('https://image1.ljcdn.com/330100-inspection/f927a19d-c0ac-44d5-a10a-e4b3d511a1d5.JPG.296x216.jpg', '中赢康康谷  4.79米层高LOFT结构 地铁口500米', '中赢康康谷  | 2室1厅 | 45平米 | 北 | 精装', '中楼层(共18层)2017年建板楼  -  滨江区政府', '210万', '单价46667元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload1a60b031-f53f-4e5d-a882-67ad4d4c4067.jpg.296x216.jpg', '户型佳 南北通透 采光好 满五唯一', '贺田尚城  | 4室2厅 | 152.59平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2003年建板楼  -  浦沿', '580万', '单价38011元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload745793c1-1769-4849-8b21-013c2d0d899b.jpg.296x216.jpg', '户型方正，出行方便，距离宝龙城仅600米', '现代印象广场  | 1室1厅 | 75平米 | 南 | 简装 | 有电梯', '低楼层(共30层)2007年建塔楼  -  彩虹城', '136万', '单价18134元/平米')
('https://image1.ljcdn.com/330100-inspection/16785fda-4ab2-4ed8-8aa2-d8b0ddf51217.JPG.296x216.jpg', '绿城物业 一线江景 精装公寓 总价低', '江滨澜廷  | 1室1厅 | 56.34平米 | 北 | 精装', '24层2014年建板楼  -  滨江区政府', '185万', '单价32837元/平米')
('https://image1.ljcdn.com/330100-inspection/6b40b701-9088-4c20-903b-39592c446b2e.JPG.296x216.jpg', '钱塘春晓 板楼顶跃  越三层 二层三层都带露台', '钱塘春晓  | 5室3厅 | 220平米 | 南 | 精装 | 有电梯', '高楼层(共7层)2005年建板楼  -  滨江区政府', '930万', '单价42273元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload270972bb-e8e2-47ce-aecf-b711cdff1009.JPG.296x216.jpg', '风景蝶院 经典小三居 南北通透三阳台 厨卫全明', '保亿风景蝶院观园  | 3室2厅 | 86.91平米 | 南 北 | 简装 | 有电梯', '低楼层(共25层)2010年建板楼  -  白马湖', '350万', '单价40272元/平米')
('https://image1.ljcdn.com/330100-inspection/2258443a-f769-4cee-b9c4-fc19dfe2376f.JPG.296x216.jpg', '欣盛东方郡东区 中间套 精装修 满五唯一 诚心出售', '欣盛东方郡东区  | 2室1厅 | 86.78平米 | 南 北 | 精装 | 有电梯', '低楼层(共27层)2009年建板楼  -  滨江区政府', '488万', '单价56235元/平米')
('https://image1.ljcdn.com/330100-inspection/ff9bb7d8-ecf4-4a71-847d-64fb4762598a.jpg.296x216.jpg', '观邸国际全明小三房 精装修 免双税 双阳台 可改两卫', '观邸国际  | 3室2厅 | 109.72平米 | 南 | 精装 | 有电梯', '低楼层(共33层)2008年建板塔结合  -  浦沿', '380万', '单价34634元/平米')
('https://image1.ljcdn.com/330100-inspection/3e919cf7-6123-4399-8f52-c11e500126f7.JPG.296x216.jpg', '白金海岸 只此一家  20多方院子 水榭楼台 只待良人', '白金海岸  | 4室2厅 | 169.94平米 | 南 | 精装 | 有电梯', '低楼层(共13层)2006年建板楼  -  长河', '680万', '单价40015元/平米')
('https://image1.ljcdn.com/330100-inspection/168b95bf-d99f-4c5a-82e7-4dac61253e72.JPG.296x216.jpg', '地铁口  精装修LOFT  次新房', '玲珑府  | 3室1厅 | 44.61平米 | 北 | 精装 | 有电梯', '高楼层(共21层)2016年建塔楼  -  西兴', '168.9万', '单价37857元/平米')
