('https://image1.ljcdn.com/210200-inspection/77c04763-38bb-4103-afb3-4104b70b0036.jpg.296x216.jpg', '金润三室 前后带院 门头已开好 位置好 适宜居住', '金润小区B区  | 3室1厅 | 102.18平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共7层)2010年建板楼  -  金润', '90万', '单价8808元/平米')
('https://image1.ljcdn.com/210200-inspection/930997c4-4bbd-4b17-9e69-d05471ef7b49.jpg.296x216.jpg', '金山小区 2室1厅 47万', '金山小区  | 2室1厅 | 63.2平米 | 南 | 简装 | 无电梯', '高楼层(共7层)2009年建板楼  -  南棉', '47万', '单价7437元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload5572a992-7ece-45cf-9a59-3cdf34f9af9e.jpg.296x216.jpg', '天鸿展视界 2室1厅 48万', '天鸿展视界  | 2室1厅 | 72.33平米 | 南 | 简装', '高楼层(共33层)板楼  -  古城汇金', '48万', '单价6637元/平米')
('https://image1.ljcdn.com/210200-inspection/08428df1-9eea-4263-b331-50d0ee0ff7c8.jpg.296x216.jpg', '此房是跃层房源，面积上下一样的，上下两层有赠送阳台', '华夏金城  | 2室2厅 | 107.06平米 | 南 | 精装 | 有电梯', '高楼层(共27层)2008年建板楼  -  古城汇金', '99.8万', '单价9322元/平米')
('https://image1.ljcdn.com/210200-inspection/57d86e71-1c31-4f76-8364-8a147316e2a9.jpg.296x216.jpg', '凤凰山花园 3室1厅 125万', '凤凰山花园  | 3室1厅 | 103.23平米 | 南 北 | 其他 | 有电梯', '中楼层(共9层)2009年建板楼  -  桃园', '125万', '单价12109元/平米')
('https://image1.ljcdn.com/210200-inspection/c4fea1d2-b71d-4555-b3c6-153c5dadfb89.jpg.296x216.jpg', '小区配套齐全，南北向，采光好，楼层好，交通便利！', '悦泰山里  | 2室1厅 | 55.68平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2009年建板楼  -  古城汇金', '75万', '单价13470元/平米')
('https://image1.ljcdn.com/210200-inspection/b4dc51ba-43cd-46a3-8699-13c26ae909d7.jpg.296x216.jpg', '毛坯清水大三室户型 中间楼层位置好 价格美丽', '德泰岭秀逸城B区  | 3室2厅 | 131.49平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共34层)2013年建板楼  -  桃园', '130万', '单价9887元/平米')
('https://image1.ljcdn.com/210200-inspection/d019e70a-e42d-4af6-a1e2-2185e8607bb4.jpg.296x216.jpg', '华邦郦城跃层房子精装修，两室两厅', '华邦俪城  | 2室2厅 | 75平米 | 南 北 | 精装 | 有电梯', '高楼层(共21层)2011年建板楼  -  桃园', '108万', '单价14400元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload5847a0b2-ee20-4321-9ab2-cb96fc3387ac.jpg.296x216.jpg', '东林世家跃层精装修，采光充足  田园风格，两个卫生间', '东林世家  | 2室1厅 | 45平米 | 西南 | 精装 | 有电梯', '高楼层(共19层)2008年建塔楼  -  碧海', '71万', '单价15778元/平米')
('https://image1.ljcdn.com/210200-inspection/380acbf7-ad94-42c3-83f2-5241dfefab2a.jpg.296x216.jpg', '古城乙区 3室2厅 50万', '古城乙区  | 3室2厅 | 90.3平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1992年建板楼  -  古城汇金', '50万', '单价5538元/平米')
('https://image1.ljcdn.com/210200-inspection/b5787689-2864-4f9b-a7b9-e5d0ee87b23a.jpg.296x216.jpg', '南棉小区 2室2厅 68万', '南棉小区  | 2室2厅 | 90.73平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1999年建板楼  -  南棉', '68万', '单价7495元/平米')
('https://image1.ljcdn.com/210200-inspection/c680f037-9658-40fd-9ab1-b167dbf27a48.jpg.296x216.jpg', '瀛海金州 精装修 地角好 出行方便 拎包入住', '瀛海金洲  | 2室1厅 | 84.4平米 | 西南 北 | 精装', '中楼层(共27层)2013年建板楼  -  南棉', '72万', '单价8531元/平米')
('https://image1.ljcdn.com/210200-inspection/c580faa2-f107-4082-adea-4470e18f938a.jpg.296x216.jpg', '金园新村南北通透两室一厅精装修拎包入住', '金园新村  | 2室1厅 | 79.68平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2004年建板楼  -  金华', '58.5万', '单价7342元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload7f505683-aef1-4766-b27c-ecc95cfb692b.jpg.296x216.jpg', '采光充足，视野开阔，配套完善，', '金元小区  | 2室1厅 | 53平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  金润', '32万', '单价6038元/平米')
('https://image1.ljcdn.com/210200-inspection/9dfe4e68-2dae-4cd7-80b4-06b79c68da3c.jpg.296x216.jpg', '劳动局小区 3室1厅 58万', '劳动局小区  | 3室1厅 | 96平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  光明', '58万', '单价6042元/平米')
('https://image1.ljcdn.com/210200-inspection/5de53977-951e-4989-9792-e291b669bd86.jpg.296x216.jpg', '中间楼层，采光充足，无遮挡,看房方便', '聚鑫小区一期  | 2室1厅 | 61.4平米 | 南 | 毛坯 | 无电梯', '高楼层(共7层)2000年建板楼  -  金纺', '30万', '单价4886元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload5321a779-c4e6-43da-b3d7-168b195ef530.jpg.296x216.jpg', '生辉3室2厅南北通厅通透户型合理采光视野佳位置好', '生辉第一城  | 3室2厅 | 113.47平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2007年建板楼  -  城润', '118万', '单价10400元/平米')
('https://image1.ljcdn.com/210200-inspection/252743b1-8df5-4332-b8d9-9d86361079d7.jpg.296x216.jpg', '建兴花园 双南卧 楼层低 采光好', '建兴花园  | 2室1厅 | 81.46平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)2005年建板楼  -  碧海', '70万', '单价8594元/平米')
('https://image1.ljcdn.com/210200-inspection/da6a1d9a-6e3a-44d1-8df9-bd56d52ca2bc.jpg.296x216.jpg', '劳动局小区 2室2厅 110万', '劳动局小区  | 2室2厅 | 103平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  光明', '110万', '单价10680元/平米')
('https://image1.ljcdn.com/210200-inspection/9823f02e-979a-4c2c-b03f-9adf7f82d241.jpg.296x216.jpg', '近金马路轻轨站 生辉第·一城两室 南北两室 交通便利', '生辉第一城  | 2室1厅 | 86平米 | 南 北 | 简装 | 有电梯', '中楼层(共15层)2007年建板楼  -  城润', '83万', '单价9652元/平米')
('https://image1.ljcdn.com/210200-inspection/037ce4fd-4f40-439a-a1f1-bd2ff960979d.jpg.296x216.jpg', '金润小区A区 2室1厅 35万', '金润小区A区  | 2室1厅 | 43.13平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2005年建板楼  -  金润', '35万', '单价8116元/平米')
('https://image1.ljcdn.com/210200-inspection/f6c5c19f-9077-4465-a8ee-f6543a3e0819.jpg.296x216.jpg', '金马路轻轨站  生辉 精装跃层 图片真实 随时', '生辉第一城  | 2室2厅 | 44.7平米 | 北 | 其他 | 有电梯', '中楼层(共18层)2007年建板楼  -  城润', '53.5万', '单价11969元/平米')
('https://image1.ljcdn.com/210200-inspection/26b986f2-c22e-4574-8059-5e139a680d6e.jpg.296x216.jpg', '框架的 有地下室的一楼 南北通厅的框架', '聚鑫小区二期  | 2室2厅 | 71.58平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2008年建板楼  -  金纺', '71万', '单价9919元/平米')
('https://image1.ljcdn.com/210200-inspection/ce665721-656f-42a2-acf1-24c516bb88b4.jpg.296x216.jpg', '桃园小区 2室1厅 33万', '桃园小区  | 2室1厅 | 49.33平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1992年建板楼  -  桃园', '33万', '单价6690元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload4675598f-059d-46c9-867c-be28233da84a.jpg.296x216.jpg', '玉兰花园 法式洋房 高档小区 精装修', '玉兰花园  | 3室2厅 | 102.79平米 | 南 北 | 精装', '高楼层(共12层)2016年建板楼  -  金华', '130万', '单价12648元/平米')
('https://image1.ljcdn.com/210200-inspection/167466fd-3dcd-4210-90dd-1e810c4614ce.jpg.296x216.jpg', '瀛海金洲 3室2厅 115万', '瀛海金洲  | 3室2厅 | 115.92平米 | 南 北 | 精装', '中楼层(共34层)2014年建板楼  -  南棉', '115万', '单价9921元/平米')
('https://image1.ljcdn.com/210200-inspection/110c4d9d-82f6-429b-9aa2-1a30e48f3400.JPG.296x216.jpg', '海天富地 3室2厅 115.8万', '海天富地  | 3室2厅 | 94平米 | 南 北 | 精装', '高楼层(共18层)2014年建板楼  -  东山', '115.8万', '单价12320元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload18f84e7b-7486-43a9-97f2-2d0e5a777c4c.jpg.296x216.jpg', '金润两室两厅南向采光充足视野宽阔', '金润小区B区  | 2室1厅 | 57.6平米 | 南 西 | 精装 | 无电梯', '高楼层(共6层)2010年建板楼  -  金润', '50万', '单价8681元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload71669cf7-b290-49b8-91f1-3f53cf40680b.jpg.296x216.jpg', '金海嘉园多层框架南北通透精装修拎包即住', '金海嘉园  | 2室1厅 | 73.72平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2009年建板楼  -  金纺', '77万', '单价10445元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadf0c3efba-7a72-4f16-abcc-52b6e646ffbb.jpg.296x216.jpg', '金州站前南山庄精装2室婚房赠送家具家电', '龙湾路小区  | 2室1厅 | 43平米 | 南 北 | 精装', '低楼层(共5层)2009年建板楼  -  城润', '29万', '单价6745元/平米')
('https://image1.ljcdn.com/210200-inspection/9330ca56-a335-4b3c-890f-c785eeb32e84.jpg.296x216.jpg', '站前，现代雅筑，两室一厅，精装修', '现代雅筑  | 2室1厅 | 72.69平米 | 西南 | 精装 | 有电梯', '中楼层(共30层)2009年建板楼  -  站前', '53万', '单价7292元/平米')
('https://image1.ljcdn.com/210200-inspection/124cad10-871e-4490-89e2-0b78ad866dd6.jpg.296x216.jpg', '精装修全明户型 ，跃层全明户型。', '金信陶然居  | 3室2厅 | 84.16平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2007年建板楼  -  桃园', '110万', '单价13071元/平米')
('https://image1.ljcdn.com/210200-inspection/17e62d5d-3381-4319-9801-38f0a258957f.jpg.296x216.jpg', '此房属于大户型，客厅超大，格局好，采光好南客厅，', '盛滨花园B区  | 2室1厅 | 68.52平米 | 南 北 | 简装 | 有电梯', '高楼层(共15层)2000年建板楼  -  站前', '46万', '单价6714元/平米')
('https://image1.ljcdn.com/210200-inspection/169158eb-88dc-4bec-aa05-3031866d2130.jpg.296x216.jpg', '生辉第yi城 三室样板间 精装顶跃 赠送大露台 近轻轨', '生辉第一城  | 4室1厅 | 120.48平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2007年建板楼  -  城润', '163.8万', '单价13596元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload26ed0f68-43ce-4543-b0e3-8b7265129a1d.jpg.296x216.jpg', '桃园小区简单装修2室1厅随时看房', '桃园小区  | 2室1厅 | 67.3平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1992年建板楼  -  桃园', '35万', '单价5201元/平米')
('https://image1.ljcdn.com/210200-inspection/e3c0825e-b9bc-455a-83b9-024823f7e4d2.jpg.296x216.jpg', '金海国际花园，精装修两室一厅，看好可议', '金海国际花园  | 2室1厅 | 81.78平米 | 南 | 精装 | 有电梯', '中楼层(共19层)2016年建板楼  -  金华', '67万', '单价8193元/平米')
('https://image1.ljcdn.com/210200-inspection/1ead2a92-6c10-442a-95d8-09396de98804.jpg.296x216.jpg', '站前体育场旁于洼小区 两室 送仓房 随时可看', '于洼小区  | 2室1厅 | 63平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  碧海', '35万', '单价5556元/平米')
('https://image1.ljcdn.com/210200-inspection/de61ad4e-2131-4ea4-bed2-1e70ada9d276.jpg.296x216.jpg', '自然天城 一楼 可开超市等  交通便利 新华 117', '自然天城C区  | 2室2厅 | 89.5平米 | 东南 北 | 简装 | 有电梯', '低楼层(共28层)2010年建板楼  -  金润', '70万', '单价7822元/平米')
('https://image1.ljcdn.com/210200-inspection/afab19c9-7d94-4e63-b276-e9c43614a2b4.JPG.296x216.jpg', '德泰岭秀逸城三室两厅两卫南北通厅通透', '德泰岭秀逸城  | 3室2厅 | 144.77平米 | 南 西 北 | 毛坯 | 有电梯', '低楼层(共18层)2013年建板楼  -  桃园', '155万', '单价10707元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadc66cd08f-3d41-4239-9d38-954466fd4b50.jpg.296x216.jpg', '金润小区两室两厅 精装修 拎包住', '金润小区B区  | 2室2厅 | 61.53平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2010年建板楼  -  金润', '50万', '单价8127元/平米')
('https://image1.ljcdn.com/210200-inspection/f8866693-a324-4d59-ab8c-b1fb35c492a6.jpg.296x216.jpg', '金信陶然居   一室   南北通透', '金信陶然居  | 1室0厅 | 35平米 | 南 | 简装 | 有电梯', '低楼层(共19层)2007年建板楼  -  桃园', '33万', '单价9429元/平米')
('https://image1.ljcdn.com/210200-inspection/cacc1785-4c9c-41b3-9b45-f260980627b5.jpg.296x216.jpg', '金山小区 两室两厅 南北通透 配套完善', '金山小区  | 2室1厅 | 96.75平米 | 南 北 | 简装 | 无电梯', '高楼层(共8层)2009年建板楼  -  南棉', '43万', '单价4445元/平米')
('https://image1.ljcdn.com/210200-inspection/d9540286-51b9-4571-aae3-c1ffb09f9e62.jpg.296x216.jpg', '配套齐全 出行便利 近公园 装修保持好 送仓房', '聚鑫小区一期  | 2室1厅 | 58.47平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1996年建板楼  -  金纺', '47万', '单价8039元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload5d464495-be07-42ad-880e-75a09c164110.jpg.296x216.jpg', '此房采光充足，配套实施齐全，交通便利，......', '桂林小区  | 2室1厅 | 42.37平米 | 南 | 毛坯 | 无电梯', '低楼层(共7层)2006年建板楼  -  古城汇金', '29.5万', '单价6963元/平米')
('https://image1.ljcdn.com/210200-inspection/76010510-32e9-4774-a8a0-e9461e531e88.jpg.296x216.jpg', '金星公寓，近118，大平三室，单价不贵，欢饮参观', '金星公寓  | 3室1厅 | 98.02平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)2000年建板楼  -  金纺', '56.5万', '单价5765元/平米')
('https://image1.ljcdn.com/210200-inspection/c6b4ecc8-f7dc-49d1-ae01-a970ba3fc0b5.jpg.296x216.jpg', '子是万科城一期房源，新房未住。品牌物业，品质之选', '万科城  | 3室1厅 | 117平米 | 南 北 | 其他 | 有电梯', '中楼层(共34层)2015年建板楼  -  金纺', '165万', '单价14103元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadacfd9712-3351-491a-80c3-926360114ab6.jpg.296x216.jpg', '框架新楼，南向卧室采光好，单价低', '天鸿展视界  | 2室1厅 | 74.86平米 | 南 北 | 毛坯', '低楼层(共33层)板楼  -  古城汇金', '50万', '单价6680元/平米')
('https://image1.ljcdn.com/210200-inspection/64697d71-0143-43a1-9f25-afa5ef20555f.jpg.296x216.jpg', '芙蓉花园 多层电梯 南北通透 一梯两户 拎包即住好楼层', '芙蓉花园（金州）  | 2室2厅 | 105.19平米 | 南 北 | 简装 | 无电梯', '低楼层(共8层)2007年建板楼  -  光明', '115万', '单价10933元/平米')
('https://image1.ljcdn.com/210200-inspection/acf0692e-43a8-473b-93cf-c2d2ed82cf89.jpg.296x216.jpg', '碧海尚城 三室两卫 南北通厅  中间楼层', '碧海尚城  | 3室1厅 | 140.36平米 | 南 北 | 精装 | 有电梯', '高楼层(共24层)2007年建板楼  -  碧海', '150万', '单价10687元/平米')
('https://image1.ljcdn.com/210200-inspection/73e09eed-b0db-443c-962c-a1a0b09d11ee.JPG.296x216.jpg', '八一路小区 1室1厅 27.5万', '八一路小区  | 1室1厅 | 50平米 | 南 | 其他', '中楼层(共6层)板楼  -  古城汇金', '27.5万', '单价5500元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadcaf3c833-0a61-4e54-a1d5-9d4dbc838db3.jpg.296x216.jpg', '金星小区，两室一厅，交通便利，117中', '金星小区  | 2室1厅 | 71平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2004年建板楼  -  金纺', '49万', '单价6902元/平米')
('https://image1.ljcdn.com/210200-inspection/d71aaf49-e26e-44fd-948c-da6d010d7b8f.jpg.296x216.jpg', '南北户型，采光充足，小区旁边就是新玛特商圈', '和平小区  | 2室2厅 | 117.15平米 | 南 北 | 简装 | 有电梯', '高楼层(共7层)1996年建板楼  -  光明', '86万', '单价7342元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadc807c2e3-2f5b-45bc-be9c-29b709a78220.jpg.296x216.jpg', '八一花园框架中间楼层，南北通厅两室采光好', '八一花园  | 2室2厅 | 106.07平米 | 南 北 | 简装', '中楼层(共7层)2000年建板楼  -  古城汇金', '85万', '单价8014元/平米')
('https://image1.ljcdn.com/210200-inspection/0deede97-378a-4df3-8c57-b2ecb8c50afd.jpg.296x216.jpg', '房主急售！一室一厅 精装 中间楼层 采光好', '金润小区B区  | 1室1厅 | 51.25平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2010年建板楼  -  金润', '40万', '单价7805元/平米')
('https://image1.ljcdn.com/210200-inspection/d099a0e8-623f-4ae0-9deb-bb41e2dbbd26.jpg.296x216.jpg', '房子位置好，厅大，南北卧，简单装修。', '朝阳小区  | 2室1厅 | 73.01平米 | 南 西 北 | 简装', '高楼层(共7层)板楼  -  碧海', '43.8万', '单价6000元/平米')
('https://image1.ljcdn.com/210200-inspection/1ae81d7c-eb70-43ce-9868-21f4b29d7291.jpg.296x216.jpg', '八一路小区 2室1厅 59万', '八一路小区  | 2室1厅 | 71平米 | 南 北 | 精装', '低楼层(共6层)1993年建板楼  -  古城汇金', '59万', '单价8310元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload313f22cb-1e16-41d0-90a6-bf098640e4c3.jpg.296x216.jpg', '糖果精装修房子的，房主急售，随时看房', '糖果小区  | 2室1厅 | 56.56平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2011年建板楼  -  金润', '45万', '单价7957元/平米')
('https://image1.ljcdn.com/210200-inspection/d516ac05-aa53-4fa0-b674-89c0ef4c554e.jpg.296x216.jpg', '房子中等装修,双南卧室家里保持干净,可拎包住', '桂林小区  | 2室1厅 | 67.43平米 | 南 北 | 简装 | 无电梯', '中楼层(共8层)2006年建板楼  -  古城汇金', '51万', '单价7564元/平米')
('https://image1.ljcdn.com/210200-inspection/15404bf5-9688-44c2-a30a-5f7353e37e24.jpg.296x216.jpg', '金海国际花园 3室1厅 66万', '金海国际花园  | 3室1厅 | 77.88平米 | 南 北 | 其他 | 有电梯', '高楼层(共19层)2016年建板楼  -  金华', '66万', '单价8475元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload45179ba3-81bf-48f7-bd1f-b8ff55763223.jpg.296x216.jpg', '金纺小区 多层 得房率高 简单装修', '金纺小区  | 2室1厅 | 51.16平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)1993年建板楼  -  金纺', '32.5万', '单价6353元/平米')
('https://image1.ljcdn.com/210200-inspection/b7592bb0-3511-4178-bbb8-e239c0d8b0e3.jpg.296x216.jpg', '万科金纺东山路新楼，地理位置好交通便利配套齐备中间', '万科城  | 2室1厅 | 76.8平米 | 东 南 | 精装 | 有电梯', '低楼层(共34层)2015年建板楼  -  金纺', '96万', '单价12500元/平米')
