('https://image1.ljcdn.com/370600-inspection/2268727c-fdd4-49e0-88b2-b373cd71b3dc.JPG.296x216.jpg', '翡翠小区+南通路+大三居+南北通透+年代新框架房', '通世里  | 3室2厅 | 111.44平米 | 南 北 | 精装', '中楼层(共5层)1999年建板楼  -  南通路', '208万', '单价18665元/平米')
('https://image1.ljcdn.com/370600-inspection/804f0461-c503-4829-9484-b09fdfaba795.jpg.296x216.jpg', '奇山路+格局好+配套齐全+停车方便+离早市近', '奇山路  | 2室1厅 | 65.4平米 | 南 北 | 其他', '高楼层(共7层)1995年建板楼  -  上夼', '55万', '单价8410元/平米')
('https://image1.ljcdn.com/370600-inspection/d648edb3-49ba-421b-b538-2c4617fe40c7.jpg.296x216.jpg', '*方便，南北通透，双阳卧室，生活方便', '葡萄山南路  | 2室1厅 | 57.73平米 | 南 北 | 简装', '高楼层(共5层)1998年建板楼  -  二马路', '160万', '单价27716元/平米')
('https://image1.ljcdn.com/370600-inspection/3ad4d111-7b57-4f5c-9081-547c9e92e481.jpg.296x216.jpg', '低楼层，框架房，年代新，精装修，南北通透，拎包入住', '金沟寨中心花园  | 2室2厅 | 113.2平米 | 南 北 | 精装', '低楼层(共6层)2006年建板楼  -  二马路', '310万', '单价27386元/平米')
('https://image1.ljcdn.com/370600-inspection/8f1e6a0c-1269-47fd-8684-5bbfedc2ca26.JPG.296x216.jpg', '云龙里 中间楼层 双南卧一北卧 单价低', '云龙里  | 3室1厅 | 71.77平米 | 南 北 | 简装', '中楼层(共6层)1989年建板楼  -  厚安', '144.6万', '单价20148元/平米')
('https://image1.ljcdn.com/370600-inspection/ae136206-611d-463a-965a-408c11998089.jpg.296x216.jpg', '中兴街 民生小区 距离十中300米 5楼非顶楼', '中兴街  | 3室2厅 | 67.61平米 | 东 西 北 | 简装', '高楼层(共6层)1989年建板楼  -  解放路', '135万', '单价19968元/平米')
('https://image1.ljcdn.com/370600-inspection/86494dd9-adf9-4905-99b9-5bdabcfa94e0.JPG.296x216.jpg', '迎春里 南北通透户型 楼层好 *方便', '迎春里  | 2室2厅 | 70.3平米 | 南 北 | 其他', '低楼层(共7层)1985年建板楼  -  毓璜顶', '132万', '单价18777元/平米')
('https://image1.ljcdn.com/370600-inspection/fe92e3fa-9f33-48a2-81be-1a5f89816160.jpg.296x216.jpg', '一中南山路年代新满五唯一户型格局好房主房主诚心出售', '南山路  | 2室1厅 | 62.66平米 | 南 北 | 简装', '低楼层(共7层)1996年建板楼  -  二马路', '165万', '单价26333元/平米')
('https://image1.ljcdn.com/370600-inspection/1e7fabdb-3021-44d5-8222-0b77eca866fd.jpg.296x216.jpg', '小户型 南北通透 装修别致 采光好 视野开阔，无遮挡', '福松街  | 2室1厅 | 57.69平米 | 南 北 | 精装', '高楼层(共5层)1982年建板楼  -  幸福', '56万', '单价9708元/平米')
('https://image1.ljcdn.com/370600-inspection/72c4ec26-618a-4d29-a0b7-149f0c8e0d5b.jpg.296x216.jpg', '上山路 三室一厅 南北通透 带电梯 精装修', '上山路小区  | 3室2厅 | 97.13平米 | 南 北 | 其他', '高楼层(共4层)板楼  -  上夼', '95万', '单价9781元/平米')
('https://image1.ljcdn.com/370600-inspection/b874f4b5-24f8-4c41-ae55-614484a173ac.jpg.296x216.jpg', '此房为南北通透，南大街封闭式小区，适合各类人群居住', '阳光御景花园  | 2室2厅 | 83.26平米 | 南 北 | 其他', '高楼层(共12层)2005年建塔楼  -  三站', '110万', '单价13212元/平米')
('https://image1.ljcdn.com/370600-inspection/619d6c40-63dd-44a0-9f40-c89f256b1220.JPG.296x216.jpg', '阳光100 东向两室两厅 楼层好 采光无遮拦 开发商装修', '阳光100  | 2室2厅 | 101.05平米 | 东 | 其他', '高楼层(共29层)2006年建塔楼  -  三水', '135万', '单价13360元/平米')
('https://image1.ljcdn.com/370600-inspection/e6f9bffc-2fa5-4492-b758-e5dc70bb6cb2.jpg.296x216.jpg', '此房为电梯房，装修好，直接入住，楼层适中', '华茂街  | 3室1厅 | 133.45平米 | 西北 | 其他', '中楼层(共30层)1998年建塔楼  -  厚安', '142万', '单价10641元/平米')
('https://image1.ljcdn.com/370600-inspection/0330cdaf-0bad-4099-877a-9bcc51b21515.jpg.296x216.jpg', '福莱花苑电梯房，精装修，进门厅双南卧室，中央空调', '福莱花苑  | 3室2厅 | 110.93平米 | 南 北 | 其他', '中楼层(共12层)2004年建板楼  -  厚安', '220万', '单价19833元/平米')
('https://image1.ljcdn.com/370600-inspection/26e7d1f6-5a0b-4e5b-a9c3-d4ff4cf7462a.JPG.296x216.jpg', '只楚路楚凤一街中间楼层双南卧2004年的房子', '阳光富景花园  | 2室2厅 | 84.8平米 | 南 北 | 其他', '中楼层(共6层)2005年建板楼  -  凤凰台', '118万', '单价13916元/平米')
('https://image1.ljcdn.com/370600-inspection/646ae9d9-ee1a-4c76-b447-aa9d06c7abb7.jpg.296x216.jpg', '福源路 3室1厅 92万', '福源路  | 3室1厅 | 76.03平米 | 南 北 | 其他', '低楼层(共6层)1992年建板楼  -  幸福', '92万', '单价12101元/平米')
('https://image1.ljcdn.com/370600-inspection/45782849-7912-4d6f-95f5-4fb46287fe21.JPG.296x216.jpg', '德新街，马赛克房，距离二中270米左右，中间楼层', '德新街  | 3室2厅 | 92.51平米 | 南 北 | 其他', '中楼层(共6层)1995年建板楼  -  毓璜顶', '230万', '单价24863元/平米')
('https://image1.ljcdn.com/370600-inspection/ffa11a4f-a26b-4342-9415-088eeb492825.JPG.296x216.jpg', '银都距二中650米左右（来自百度地图）+电梯精装海景房', '银都财富中心  | 3室1厅 | 138.48平米 | 南 北 | 精装', '低楼层(共52层)塔楼  -  毓璜顶', '280万', '单价20220元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload60736f29-609e-4266-b035-2642a45b8362.jpg.296x216.jpg', '中铁中高楼层，双南向大两居，毛坯房', '中铁逸都  | 2室2厅 | 85.79平米 | 南 | 其他', '高楼层(共27层)2013年建板楼  -  山海南路', '105万', '单价12240元/平米')
('https://image1.ljcdn.com/370600-inspection/test-c145c848-a965-4fd1-a87c-7c5cfc720009.png.296x216.jpg', '上夼西路 四楼 单价8800 一居室 生活方便 采光好', '上夼西路  | 1室1厅 | 37.5平米 | 西 | 其他', '中楼层(共8层)2000年建板楼  -  上夼', '33万', '单价8800元/平米')
('https://image1.ljcdn.com/370600-inspection/fb020542-920d-435c-b080-f85218b13a73.jpg.296x216.jpg', '装修1年，拎包入住，两居室，实用面积大，年代新', '三马路东  | 2室2厅 | 71.41平米 | 南 西北 | 精装', '低楼层(共7层)1998年建板楼  -  二马路', '199.8万', '单价27980元/平米')
('https://image1.ljcdn.com/370600-inspection/424945cc-2124-463c-b3d5-a7cf839dfe14.jpg.296x216.jpg', '福来花苑+朝阳住宅+精装修+户型好', '福来里  | 3室2厅 | 159.3平米 | 西南 | 其他', '高楼层(共23层)板楼  -  厚安', '318.6万', '单价20000元/平米')
('https://image1.ljcdn.com/370600-inspection/ff51d1b3-e0cd-41ed-9053-ce6be9f6d52f.JPG.296x216.jpg', '年代新 框架房2楼 采光好 装修好 停车方便', '通世里  | 3室2厅 | 105.63平米 | 东 南 北 | 精装', '低楼层(共6层)2000年建板楼  -  南通路', '210万', '单价19881元/平米')
('https://image1.ljcdn.com/370600-inspection/c3db8ef2-c4e2-4d94-9231-7a57ba09a58e.jpg.296x216.jpg', '民生小区，3楼，一梯两户，采光好，不临街不靠道', '东兴街  | 2室2厅 | 55.51平米 | 南 北 | 简装', '中楼层(共6层)1989年建板楼  -  解放路', '129万', '单价23240元/平米')
('https://image1.ljcdn.com/370600-inspection/c89ea071-50ea-4972-9f16-0fd9fb642b8e.jpg.296x216.jpg', '民生小区-十中-南山路-4楼-卫生间带窗户', '民生街  | 2室1厅 | 53.8平米 | 南 北 | 其他', '中楼层(共7层)1989年建板楼  -  解放路', '125万', '单价23235元/平米')
('https://image1.ljcdn.com/370600-inspection/9ec503ed-0b7e-489a-8f07-3ebcea4bc120.jpg.296x216.jpg', '上夼大厦+电梯房+南向采光好+楼下停车场+框架房', '上夼大厦  | 3室2厅 | 118.48平米 | 南 | 其他', '低楼层(共30层)2000年建板楼  -  上夼', '107万', '单价9032元/平米')
('https://image1.ljcdn.com/370600-inspection/a9960371-e673-4059-b9e3-d22854a5d76e.jpg.296x216.jpg', '今日花园+装修好+户型方正+南厅双南卧+车库和车位单卖', '今日花园  | 3室2厅 | 158.68平米 | 南 北 | 其他', '中楼层(共11层)2005年建板楼  -  上夼', '270万', '单价17016元/平米')
('https://image1.ljcdn.com/370600-inspection/5c0f31c1-807d-434f-874b-c4356a2f14e7.jpg.296x216.jpg', '纯南向两居室，产证满两年，采光无遮挡，楼层合适', '中铁逸都  | 2室2厅 | 85.79平米 | 南 | 其他', '低楼层(共27层)2013年建板楼  -  山海南路', '110万', '单价12823元/平米')
('https://image1.ljcdn.com/370600-inspection/27aa3c95-7100-4eb8-99b7-9fb9fa31dc02.jpg.296x216.jpg', '金沟寨三街+三楼+框架房+精装修+有钥匙', '金沟寨三街  | 3室2厅 | 81.36平米 | 南 北 | 精装', '中楼层(共6层)1998年建板楼  -  二马路', '210万', '单价25812元/平米')
('https://image1.ljcdn.com/370600-inspection/3d74842f-fe11-4ef9-97b7-ae55ee272587.JPG.296x216.jpg', '新桥桃园里 单价低，适合年轻人过渡 00年左右的房', '桃园里  | 2室1厅 | 59.62平米 | 南 北 | 其他', '高楼层(共7层)板楼  -  新桥', '46.5万', '单价7800元/平米')
('https://image1.ljcdn.com/370600-inspection/c57dcc75-bc4c-4130-b6c0-60d86b4b9d1d.jpg.296x216.jpg', '东打头精装修，双南卧，采光好没有遮挡', '芝罘岛中里  | 3室2厅 | 148.09平米 | 南 北 | 其他', '中楼层(共5层)暂无数据  -  幸福', '140万', '单价9454元/平米')
('https://image1.ljcdn.com/370600-inspection/8dc2cd66-f8b5-4e68-a44f-4e674a4f1cf3.JPG.296x216.jpg', '振华国际广场 南大街旁 精装修 三室两厅格局 可观海', '振华国际广场  | 3室2厅 | 107.96平米 | 东北 | 其他', '高楼层(共26层)2010年建板塔结合  -  三站', '168万', '单价15562元/平米')
('https://image1.ljcdn.com/370600-inspection/2520f70e-604d-41fd-9c1b-fda9ca649aa0.jpg.296x216.jpg', '北环山里小区，两室格局，简单装修，采光好 交通便利', '北环山里  | 2室1厅 | 54.41平米 | 南 | 其他', '高楼层(共5层)1990年建板楼  -  二马路', '132万', '单价24261元/平米')
('https://image1.ljcdn.com/370600-inspection/ac34eb3d-0354-4326-88e5-55077d99cc0a.jpg.296x216.jpg', '葡萄山里4楼南北通透的好房子。', '葡萄山里  | 3室1厅 | 62.72平米 | 南 北 | 简装', '中楼层(共5层)1982年建板楼  -  二马路', '170万', '单价27105元/平米')
('https://image1.ljcdn.com/370600-inspection/aef29048-0431-41b2-bc65-e7bd6997d41f.jpg.296x216.jpg', '南北通透，简单干净，采光好，位置安静，生活便捷', '上夼东路  | 2室2厅 | 75.84平米 | 南 北 | 简装', '中楼层(共6层)1992年建板楼  -  上夼', '100万', '单价13186元/平米')
('https://image1.ljcdn.com/370600-inspection/a86d1ba0-1e07-4d58-8fa9-189d4f37f459.JPG.296x216.jpg', '文化十四巷  3室马赛克房 买菜方便', '文化十四巷  | 3室1厅 | 72.88平米 | 南 北 | 其他', '高楼层(共6层)1990年建板楼  -  文化路', '70万', '单价9605元/平米')
('https://image1.ljcdn.com/370600-inspection/72ad3d6c-3226-4e9b-8b49-7f3e3ffe91d4.jpg.296x216.jpg', '南沟街 双南卧一北卧  南北通透 生活方便', '南沟街  | 3室1厅 | 72.75平米 | 南 北 | 精装', '中楼层(共6层)1980年建板楼  -  二马路', '175万', '单价24055元/平米')
('https://image1.ljcdn.com/370600-inspection/081ef055-ba75-49a8-9af3-928696341300.JPG.296x216.jpg', '南北通透户型，采光好，三室户型，生活便利', '乐山里小区  | 3室1厅 | 73.13平米 | 南 北 | 其他', '高楼层(共5层)1985年建板楼  -  毓璜顶', '143.8万', '单价19664元/平米')
('https://image1.ljcdn.com/370600-inspection/4a692a5c-ef9b-42c6-bb71-7ed6a7a2a4a3.jpg.296x216.jpg', '翡翠小区+钻石楼层+双南卧+精装修+停车方便', '通世里  | 2室1厅 | 67.03平米 | 东南 | 精装', '中楼层(共6层)1985年建板楼  -  南通路', '134万', '单价19992元/平米')
('https://image1.ljcdn.com/370600-inspection/43cddf45-bc66-4275-aa1c-6720b53ff2cc.jpg.296x216.jpg', '虹口大厦框架房+单价低+采光好+开间宽敞+两室一厅', '虹口大厦  | 2室1厅 | 125.12平米 | 西 | 其他', '高楼层(共29层)2000年建塔楼  -  解放路', '128万', '单价10231元/平米')
('https://image1.ljcdn.com/370600-inspection/afcf4a05-6f11-453b-a007-b39ad3f02a96.jpg.296x216.jpg', '此房为电梯房，装修好，直接入住，楼层适中', '华茂街  | 3室2厅 | 133.43平米 | 西北 | 其他', '低楼层(共30层)1998年建塔楼  -  厚安', '128万', '单价9594元/平米')
('https://image1.ljcdn.com/370600-inspection/f46b811b-7344-4a37-a416-a05eb25dfd1c.JPG.296x216.jpg', '香槟小镇多层小区双南卧，市证带小棚，可贷款', '香槟小镇  | 2室2厅 | 67.92平米 | 东 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  黄务', '102万', '单价15018元/平米')
('https://image1.ljcdn.com/370600-inspection/adf1b495-32ab-4bff-b335-f2b91b0f45dd.jpg.296x216.jpg', '第 一国际 电梯房 双南卧室 采光好 出行方便', '第一国际  | 2室1厅 | 76.97平米 | 南 | 其他', '中楼层(共31层)2010年建板楼  -  上夼', '112万', '单价14552元/平米')
('https://image1.ljcdn.com/370600-inspection/7154b594-4c46-41cb-b863-bf5fde81b7f5.jpg.296x216.jpg', '世茂广场东打头精装修南北通透。', '世茂广场  | 3室2厅 | 234.28平米 | 南 北 | 其他', '中楼层(共61层)2008年建塔楼  -  解放路', '430万', '单价18355元/平米')
('https://image1.ljcdn.com/370600-inspection/7958659c-1797-4c23-938d-41ee34b8f8bd.jpg.296x216.jpg', '南沟街 南北通透 三室两厅 采光好', '南沟街  | 3室2厅 | 86.15平米 | 南 北 | 简装', '中楼层(共7层)1996年建板楼  -  二马路', '215万', '单价24957元/平米')
('https://image1.ljcdn.com/370600-inspection/53f383d4-82ab-4ac9-adb7-364d0beae7a5.jpg.296x216.jpg', '金沟寨五街 3室1厅 207万', '金沟寨五街  | 3室1厅 | 83平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  二马路', '207万', '单价24940元/平米')
('https://image1.ljcdn.com/370600-inspection/9a1fd6fc-530a-433b-a749-e59a39f596e5.jpg.296x216.jpg', '顶层复式，精装修，实用面积大，拎包入住，环境优美', '华信家园  | 3室1厅 | 85.48平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  幸福', '115万', '单价13454元/平米')
('https://image1.ljcdn.com/370600-inspection/4c5096ca-eaab-4406-a370-7c52d823601b.JPG.296x216.jpg', '毓璜顶+二中+2楼+精装修+两室+看房方便+位置好', '世和胡同  | 2室1厅 | 52.57平米 | 南 北 | 其他', '低楼层(共6层)1985年建板楼  -  毓璜顶', '130万', '单价24729元/平米')
('https://image1.ljcdn.com/370600-inspection/f3becee8-e361-471d-b08d-f364ba4fef33.jpg.296x216.jpg', '房子格局好，双南卧室，采光充足，满五唯一，费用少', '桃花街  | 3室2厅 | 79.91平米 | 南 北 | 其他', '中楼层(共6层)1992年建板楼  -  厚安', '100万', '单价12515元/平米')
('https://image1.ljcdn.com/370600-inspection/2025b409-9000-44c1-9b87-48d43729161a.jpg.296x216.jpg', '二马路 干休所 2楼 3室朝南 明厨明卫', '二马路  | 3室2厅 | 115.91平米 | 南 北 | 简装', '低楼层(共6层)1995年建板楼  -  二马路', '270万', '单价23294元/平米')
('https://image1.ljcdn.com/370600-inspection/e2a4c925-6148-4931-9e0f-a7fb24eb4fd3.jpg.296x216.jpg', '南迎祥路+马赛克房+年代新+双南卧+停车方便', '南迎祥路  | 2室1厅 | 69.17平米 | 南 北 | 简装', '中楼层(共7层)1994年建板楼  -  上夼', '166万', '单价23999元/平米')
('https://image1.ljcdn.com/370600-inspection/bd8cf12c-4e10-40a1-8d38-3e9fad45836b.jpg.296x216.jpg', '停车场大院，一梯两户三室两厅，东西都留下', '上夼西路  | 3室2厅 | 84.05平米 | 南 北 | 其他', '高楼层(共6层)1996年建板楼  -  上夼', '86万', '单价10233元/平米')
('https://image1.ljcdn.com/370600-inspection/41fe9bce-f40f-4487-aa55-f9ff4d249ce7.JPG.296x216.jpg', '南北通透+采光好+地理位置优越', '西南河路  | 2室1厅 | 57.06平米 | 南 北 | 简装', '高楼层(共6层)1995年建板楼  -  毓璜顶', '110万', '单价19278元/平米')
('https://image1.ljcdn.com/370600-inspection/f18dfbbd-2363-48a7-bdda-a1463ac630c3.jpg.296x216.jpg', '银都新城市广场+大平方+金角+价格楼层好', '银都新城市广场  | 3室2厅 | 136.4平米 | 南 西 | 其他', '中楼层(共31层)2011年建塔楼  -  白石', '172万', '单价12610元/平米')
('https://image1.ljcdn.com/370600-inspection/85f5c72c-5772-4ec9-8cf0-9c5aa1331fe8.JPG.296x216.jpg', '此房满五年，户型是进门厅双南卧一北卧的格局采光好', '长生西路  | 3室2厅 | 75.92平米 | 南 北 | 简装', '高楼层(共6层)2002年建板楼  -  二马路', '175万', '单价23051元/平米')
('https://image1.ljcdn.com/370600-inspection/d5ff84ba-787e-4819-bc45-4a41d8b08330.jpg.296x216.jpg', '周乐街+三室格局+3楼+卫生间带明窗+双南卧+年代新', '周乐街  | 3室2厅 | 78.42平米 | 南 北 | 简装', '中楼层(共6层)1992年建板楼  -  解放路', '178万', '单价22699元/平米')
('https://image1.ljcdn.com/370600-inspection/985d6224-8403-4a0e-a6fe-9ee31d9bb8be.jpg.296x216.jpg', '上夼小区+一梯两户+通透两室+年代新+采光好', '上山路小区  | 2室2厅 | 59.27平米 | 南 北 | 其他', '高楼层(共6层)1992年建板楼  -  上夼', '65万', '单价10967元/平米')
('https://image1.ljcdn.com/370600-inspection/9a6858a5-771b-4ab9-93e7-84a5e484852b.jpg.296x216.jpg', '厚安小区北河街市场东南街南北通透马赛克', '东南街  | 2室1厅 | 56.19平米 | 南 北 | 简装', '高楼层(共6层)1998年建板楼  -  厚安', '70万', '单价12458元/平米')
('https://image1.ljcdn.com/370600-inspection/dbfdda63-b89a-4004-a4fe-891907ff5d48.jpg.296x216.jpg', '封闭电梯小区+南北通透+三室户型+视野优秀+不临街', '塔山明珠  | 3室2厅 | 110.79平米 | 南 北 | 其他', '高楼层(共13层)2010年建板楼  -  上夼', '190万', '单价17150元/平米')
('https://image1.ljcdn.com/370600-inspection/60fa0180-d656-422d-b384-8129381b2768.jpg.296x216.jpg', '南沟街 大三居  三楼东打头 保持不错 采光好', '南沟街  | 3室2厅 | 143.73平米 | 南 北 | 简装', '中楼层(共5层)1996年建板楼  -  二马路', '328万', '单价22821元/平米')
