('https://image1.ljcdn.com/310000-inspection/2f9fa6ab-9f0c-4960-a978-dceb7fe2ca2a.jpg.296x216.jpg', '住宅产权，看房方便，满五年，高区视野无遮挡', '庐迅大厦  | 2室2厅 | 95.79平米 | 东 | 其他 | 有电梯', '高楼层(共23层)塔楼  -  鲁迅公园', '490万', '单价51154元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170623/666a8255-1be1-411a-871d-da765ac5cc45.jpg.296x216.jpg', '买进价高 税费少 价格可谈 看房好约 东南带阳台', '瑞虹新城(一期)  | 2室2厅 | 88.18平米 | 东南 | 简装 | 有电梯', '高楼层(共32层)1998年建塔楼  -  临平路', '710万', '单价80518元/平米')
('https://image1.ljcdn.com/310000-inspection/94817cbd-17f4-4e0a-bcad-70c7521c3d88.jpg.296x216.jpg', '1梯3户，南北通透，精装全明，内有现代化垃圾分类站', '蒋家桥小区  | 2室1厅 | 54.22平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1985年建板楼  -  曲阳', '372万', '单价68610元/平米')
('https://image1.ljcdn.com/310000-inspection/ce3426a4-c073-4ba2-9e89-6703af4b0430.jpg.296x216.jpg', '锦苑小区 三楼 一室户 满五唯一 售后公房', '锦苑小区(虹口)  | 1室1厅 | 36.42平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1993年建板楼  -  凉城', '193万', '单价52993元/平米')
('https://image1.ljcdn.com/310000-inspection/test-067a0833-41d1-40d0-aa6d-d896e5db0056.png.296x216.jpg', '全明一室，正对生态花园，房子好，环境也好 适合居住', '星苑小区  | 1室0厅 | 38.99平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  凉城', '190万', '单价48731元/平米')
('https://image1.ljcdn.com/310000-inspection/test-aa1be82f-4784-4d4a-a9cd-fc22254addea.png.296x216.jpg', '次新房+满五年+精装修+税费少+拎包入住', '三兴苑  | 1室1厅 | 49.99平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2004年建板楼  -  江湾镇', '310万', '单价62013元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3ef2cc4c-bc08-486d-a9e6-51ca2886f461.png.296x216.jpg', '八号线，家乐福，曲阳医院，同济等等，满五唯一。', '玉田大楼  | 2室2厅 | 106.64平米 | 南 | 精装 | 有电梯', '低楼层(共20层)1996年建板楼  -  曲阳', '670万', '单价62829元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170225/e125c7f6-9d07-4ed4-ae4a-96ca7f3f7997.jpg.296x216.jpg', '低价三房，双轨交通3/8号线，看过来', '商业一村  | 3室2厅 | 101.35平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1958年建板楼  -  鲁迅公园', '535万', '单价52788元/平米')
('https://image1.ljcdn.com/310000-inspection/9a31b96c-ffb2-48fe-88c6-bae212104eed.jpg.296x216.jpg', '业主诚意出售，全明户型，客厅朝南带阳台，布局合理', '曲阳公寓  | 2室2厅 | 116.05平米 | 南 | 简装 | 有电梯', '中楼层(共20层)1999年建板楼  -  鲁迅公园', '750万', '单价64628元/平米')
('https://image1.ljcdn.com/310000-inspection/test-babb3d04-e7d1-4a1a-947c-ef031fd6b338.png.296x216.jpg', '南北通户型、一梯三户、满五年、户型方正，诚意出售。', '久耕小区  | 3室1厅 | 71平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1988年建板楼  -  北外滩', '500万', '单价70423元/平米')
('https://image1.ljcdn.com/310000-inspection/53161c62-83a8-46fc-8348-60da762a39fb.jpg.296x216.jpg', '锦苑小区少有两室户采光无遮挡近大柏树站诚意出售', '锦苑小区(虹口)  | 2室0厅 | 48.52平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1993年建板楼  -  凉城', '270万', '单价55648元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170305/34fae06f-bc72-4eda-826e-eea8aff0ffed.jpg.296x216.jpg', '赤峰小区一室一厅边套全明，高得房，房东诚意出售！', '赤峰小区  | 1室1厅 | 42.16平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  曲阳', '275万', '单价65228元/平米')
('https://image1.ljcdn.com/310000-inspection/test-529fc6fa-8d48-46f4-a61b-3d4611c5b657.png.296x216.jpg', '低层双天井，主卧全明，靠3号线江湾镇，生活便利', '逸仙小区  | 2室0厅 | 53.02平米 | 东南 | 精装 | 无电梯', '低楼层(共6层)1988年建板楼  -  江湾镇', '290万', '单价54697元/平米')
('https://image1.ljcdn.com/310000-inspection/a77ffb00-58f2-435d-ae2b-2d83e8eaee2e.jpg.296x216.jpg', '诚意出售一室《精装修+价格可谈》房东诚意出售！', '车站西路小区  | 1室0厅 | 30.82平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1985年建板楼  -  江湾镇', '160万', '单价51915元/平米')
('https://image1.ljcdn.com/310000-inspection/80c2db3a-7d74-4abe-8ede-6282b844b9ba.jpg.296x216.jpg', '地铁3号线，中间楼层，经典户型，花园位置，视野开阔', '灵新小区  | 1室1厅 | 34.29平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1989年建板楼  -  凉城', '186万', '单价54244元/平米')
('https://image1.ljcdn.com/shfdfs-image/20150917/43a88fc4-7129-4b0d-9ff4-83c8d00ee610.jpg.296x216.jpg', '看东方明珠黄浦江，单价低，业主诚意卖，有钥匙方便看', '东泰大厦  | 3室2厅 | 186.22平米 | 东南 | 精装 | 有电梯', '中楼层(共32层)1999年建塔楼  -  北外滩', '1200万', '单价64440元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ec021cc4-6859-41b1-8ac9-d910f74efdf6.png.296x216.jpg', '白金湾广场，南北直通，舒适两室，全屋地暖带', '白金湾府邸  | 2室2厅 | 127.68平米 | 南 | 精装 | 有电梯', '中楼层(共31层)板楼  -  北外滩', '1480万', '单价115915元/平米')
('https://image1.ljcdn.com/310000-inspection/7ad6d009-2b8a-4cfa-a039-024ad057d46b.jpg.296x216.jpg', '广中二村 1室1厅 178万', '广中二村  | 1室1厅 | 36平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1977年建板楼  -  凉城', '178万', '单价49445元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170514/9cf81f97-8d4b-41fe-8b60-26ab5526b40c.jpg.296x216.jpg', '虹仪小区+南北通4房+朝南户型+满五唯一+采光好+房龄新', '虹仪小区  | 3室1厅 | 92.78平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  鲁迅公园', '580万', '单价62514元/平米')
('https://image1.ljcdn.com/310000-inspection/57a7916f-2760-4ac3-a501-95e2ce5beb82.jpg.296x216.jpg', '次新小区，地铁3号线，满五唯一，南北通透，电梯中区', '逸虹景苑  | 2室2厅 | 100.71平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2005年建板楼  -  江湾镇', '728万', '单价72287元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadf54ffa58-69bc-4f8e-a64a-03dd0c9516d4.jpg.296x216.jpg', '此房满五年，房东诚意出售，看房方便，采光好，电梯房', '九联小区  | 1室1厅 | 49.92平米 | 南 | 简装 | 有电梯', '中楼层(共15层)1994年建塔楼  -  北外滩', '325万', '单价65105元/平米')
('https://image1.ljcdn.com/310000-inspection/test-713a1acf-b47d-4ef4-b9d3-9036d20c851b.png.296x216.jpg', '瑞虹新城二期(优贤生活) 2室2厅 850万', '瑞虹新城二期(优贤生活)  | 2室2厅 | 90.29平米 | 南 | 精装 | 有电梯', '低楼层(共39层)2005年建板楼  -  临平路', '850万', '单价94142元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160915/67295c4c-6255-4275-a120-b87dc47bc3ce.jpg.296x216.jpg', '内环内+西边套全明+送露台+鲁迅公园+虹口龙之梦', '嘉苑公寓  | 2室1厅 | 89平米 | 南 | 精装', '高楼层(共7层)1996年建板楼  -  鲁迅公园', '572万', '单价64270元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload0406625c-163d-4aa7-812e-46b88cb2163d.JPG.296x216.jpg', '24小时随时看房，满五产权清晰，诚意十足，急急急卖！', '虹口现代公寓  | 3室2厅 | 135平米 | 南 | 精装 | 有电梯', '高楼层(共35层)2002年建板楼  -  临平路', '940万', '单价69630元/平米')
('https://image1.ljcdn.com/310000-inspection/d3266890-3fc5-4991-be93-4d5a687b12f9.jpg.296x216.jpg', '可做顶楼复式 双轨地铁口 一梯三户 示范小区 满五唯一', '蒋家桥小区  | 2室1厅 | 54.22平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1987年建板楼  -  曲阳', '320万', '单价59019元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161109/fe535536-ff63-4ab3-a9a3-e47ddb71bf09.jpg.296x216.jpg', '此房为业主自住，业主诚意出售，满2年', '瑞虹新城璟庭  | 3室2厅 | 143.8平米 | 西南 | 精装 | 有电梯', '低楼层(共29层)2014年建板楼  -  临平路', '1320万', '单价91795元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3d2613bc-273c-495a-9d53-362a2b17a7a7.png.296x216.jpg', '一降再降，一房的价格买两房，一梯两户，看房随时好看', '新申小区  | 2室1厅 | 51.96平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  江湾镇', '238万', '单价45805元/平米')
('https://image1.ljcdn.com/310000-inspection/test-79daafa7-08f7-4c70-a0c0-9a6dfe4a6e78.png.296x216.jpg', '10号线+非底楼+精装修+直通全明一室户+全明户型+诚售', '祥东小区(虹口)  | 1室0厅 | 33.13平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1982年建板楼  -  曲阳', '212万', '单价63991元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5ce9e5d3-ef94-4092-92cc-610bbe0b4de1.png.280x210.jpg', '双南户型，采光好，楼层佳，地理位置优越', '八一小区  | 2室0厅 | 48.04平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1981年建板楼  -  曲阳', '315万', '单价65571元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170319/8cc453dc-b98a-4461-8df2-11025708da61.jpg.296x216.jpg', '锦苑小区精装修一楼带天井一室近大柏树站诚意出售！', '锦苑小区(虹口)  | 1室2厅 | 46.49平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1993年建板楼  -  凉城', '255万', '单价54851元/平米')
('https://image1.ljcdn.com/310000-inspection/test-cc9014b5-c17e-4a42-98b5-9446997babc0.png.296x216.jpg', '精装全明2房，有钥匙，实际面积大，付定金可以入！', '四平路幸福村  | 2室1厅 | 51平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1988年建板楼  -  曲阳', '328万', '单价64314元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f1e20508-fe6b-4daf-8194-fbb8684ed827.png.296x216.jpg', '河滨大楼 2室2厅 1230万', '河滨大楼  | 2室2厅 | 124.82平米 | 南 | 精装 | 有电梯', '中楼层(共11层)1936年建塔楼  -  四川北路', '1230万', '单价98542元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170502/76dd7625-0fc3-4101-b3d0-49a6eede09c1.jpg.296x216.jpg', '房子满五唯一 看房提前约都方便  诚意出售  1997年', '金机大厦(公寓)  | 2室2厅 | 78.9平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1997年建板楼  -  四川北路', '450万', '单价57035元/平米')
('https://image1.ljcdn.com/310000-inspection/test-54d25da0-7323-4c6a-afb2-805857f0f129.png.296x216.jpg', '售后公房 南北户型 毛坯房  钥匙房 看房方便', '三门二小区  | 2室1厅 | 65.51平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)1997年建板楼  -  江湾镇', '330万', '单价50374元/平米')
('https://image1.ljcdn.com/310000-inspection/294d881b-d9e1-43c1-a0d3-78704e8e82d9.jpg.296x216.jpg', '密云路471弄 1室1厅 250万', '密云路471弄  | 1室1厅 | 38.61平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)1983年建板楼  -  曲阳', '250万', '单价64751元/平米')
('https://image1.ljcdn.com/shfdfs-image/11/070528023050043B5D1A8063E3541D65/20130627142846514FL7XBKWR5U4OM6D/201308031731333632927.jpg.296x216.jpg', '送露台，全明户型，南北通透，产权清淅，看房方便', '紫虹嘉苑  | 2室2厅 | 112.37平米 | 南 | 精装 | 有电梯', '低楼层(共25层)2003年建板楼  -  临平路', '920万', '单价81873元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadff3a1dfb-c675-45ad-b734-7e8cdc9e704c.jpg.296x216.jpg', '精装修3楼，小区中间位置，房东急售，看中价格可以谈', '万康家园  | 2室1厅 | 52.43平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1995年建板楼  -  江湾镇', '280万', '单价53405元/平米')
('https://image1.ljcdn.com/310000-inspection/test-a01b07b5-3bc2-433d-8166-bcf670770c1e.png.296x216.jpg', '双东大两房，南北通透，中间楼层，满五唯一，诚意出售', '东体小区  | 2室1厅 | 51.48平米 | 东 | 简装 | 无电梯', '中楼层(共6层)1981年建板楼  -  曲阳', '315万', '单价61189元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc6d7d039-73b6-4694-a24c-a73631aaa0d7.jpg.296x216.jpg', '房改售房丨近地铁丨低楼层丨易养老', '中山北一路865弄  | 1室1厅 | 33.21平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1980年建板楼  -  凉城', '205万', '单价61729元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload37d71e79-e760-4436-971f-d4293a700848.jpg.296x216.jpg', '房子是边套全明户型，精装修拎包入住，虹口足球场', '广中路458号  | 1室0厅 | 36.3平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1984年建板楼  -  凉城', '190万', '单价52342元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploada411e1bd-fcd8-4622-8611-f7b8d27ecd0b.jpg.296x216.jpg', '诚意出售+总价低+厅房同宽+满五少税+近地铁+随时看房', '新三小区  | 1室1厅 | 37.93平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1982年建板楼  -  江湾镇', '205万', '单价54047元/平米')
('https://image1.ljcdn.com/310000-inspection/test-775fad4d-a6bd-4837-b1c0-a4b4ffbcd377.png.296x216.jpg', '海尚逸苑 2室2厅 500万', '海尚逸苑  | 2室2厅 | 88.93平米 | 南 | 毛坯 | 有电梯', '低楼层(共14层)2008年建板楼  -  江湾镇', '500万', '单价56224元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload947f7907-81da-4ea9-b0da-c7592b7b596e.jpg.296x216.jpg', '经典一室，主卧朝南，采光好，近鲁迅公园，交通便利', '欧五小区  | 1室1厅 | 31.45平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1982年建板楼  -  鲁迅公园', '210万', '单价66773元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170416/f1ac967d-bc1b-4863-8df2-575a8eefb632.jpg.296x216.jpg', '经理主推房源+价格可谈+装修好+随时看房+单价低!!!', '车南小区  | 2室2厅 | 58.37平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1995年建板楼  -  江湾镇', '355万', '单价60819元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c7905dcc-c56c-4781-832d-1d45b326c56d.png.296x216.jpg', '售后公房零税费+三房朝南+广灵路小.学+双轨交通随时看', '中山大厦  | 3室2厅 | 103.59平米 | 南 | 简装 | 有电梯', '中楼层(共27层)1989年建塔楼  -  凉城', '635万', '单价61300元/平米')
('https://image1.ljcdn.com/310000-inspection/fac8540a-1180-4489-a892-5feecf3ffa85.jpg.296x216.jpg', '一房的价格  两房的格局 品质小区 素质住户 正对花园', '文苑小区(虹口)  | 2室1厅 | 52.24平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  凉城', '255万', '单价48814元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload3bf126dc-e69e-498a-9025-bd92dc744e0e.jpg.296x216.jpg', '诚意出售！房东已约谈3次，地铁口的地段，全明电梯房', '逸仙小区  | 2室1厅 | 79.47平米 | 南 | 简装 | 有电梯', '高楼层(共18层)1993年建塔楼  -  江湾镇', '480万', '单价60401元/平米')
('https://image1.ljcdn.com/310000-inspection/test-27c6a23f-0d28-4103-bac5-ff62ba6370c5.png.296x216.jpg', '品质堪比金茂府 寥若晨星5房户型 满五唯一 200万装修', '宝华城市花园  | 5室2厅 | 162平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2010年建板楼  -  凉城', '1280万', '单价79013元/平米')
('https://image1.ljcdn.com/310000-inspection/test-a3bfa183-e7d8-4bb4-a255-751cc7553c0a.png.296x216.jpg', '酒店式三重大堂及住家会所，尽显现代简约、流畅质感。', '瑞虹新城铭庭  | 2室2厅 | 88.19平米 | 东南 | 精装 | 有电梯', '低楼层(共33层)2011年建板楼  -  临平路', '895万', '单价101486元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170404/0dfa36ee-33ba-4a5f-9a7e-c8bd72720d39.jpg.296x216.jpg', '上农新村 2室1厅 470万', '上农新村  | 2室1厅 | 58平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  曲阳', '470万', '单价81035元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b2501713-bf2f-4638-ac1e-623f8bb31d65.png.296x216.jpg', '恒升半岛 1室0厅 218万', '恒升半岛  | 1室0厅 | 36.25平米 | 南 | 精装 | 有电梯', '高楼层(共26层)2001年建塔楼  -  北外滩', '218万', '单价60138元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload692d82ed-ff78-411e-bc1a-82dbd9cea776.jpg.296x216.jpg', '曲阳路旁双南两房，采光佳，拎包入住，税费各付。', '八一小区  | 2室1厅 | 50.61平米 | 南 | 其他 | 无电梯', '高楼层(共5层)1980年建板楼  -  曲阳', '298万', '单价58882元/平米')
('https://image1.ljcdn.com/310000-inspection/test-06240da7-0ecc-45aa-aee1-f2cbb4baba41.png.296x216.jpg', '4号线、全南二房带三阳台、户型正气、看房提前约', '东方都市景苑  | 2室2厅 | 103.97平米 | 南 | 精装 | 有电梯', '中楼层(共19层)2002年建板楼  -  临平路', '830万', '单价79831元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploade2c23fa8-5b11-4e10-92dc-d7708e59ac57.jpg.296x216.jpg', '凉城三村 1室1厅 230万', '凉城三村  | 1室1厅 | 42.87平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1987年建板楼  -  凉城', '230万', '单价53651元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170508/ab2e5856-b885-44e0-b064-18acc2da449b.jpg.296x216.jpg', '望隆苑+品质小区+采光好+楼层好+', '望隆苑  | 2室2厅 | 98.3平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2002年建板楼  -  江湾镇', '760万', '单价77315元/平米')
('https://image1.ljcdn.com/310000-inspection/18037c88-7b80-43a6-81b7-e6d5f8c8907d.jpg.296x216.jpg', '视野开阔满五年唯一，税费低。居家装修，可拎包入住。', '香港丽园  | 4室2厅 | 137.41平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2001年建塔楼  -  临平路', '1008万', '单价73358元/平米')
('https://image1.ljcdn.com/310000-inspection/7f5f98f3-247c-47b1-b162-5486339e0178.jpg.296x216.jpg', '东渡名人大厦 1室1厅 355万', '东渡名人大厦  | 1室1厅 | 54.88平米 | 西南 | 其他 | 有电梯', '高楼层(共21层)2003年建塔楼  -  曲阳', '355万', '单价64687元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e0665a0e-a18b-40a3-9584-d3761eb103bc.png.296x216.jpg', '东体小区 1室1厅 220万', '东体小区  | 1室1厅 | 34.09平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1981年建板楼  -  曲阳', '220万', '单价64536元/平米')
