('https://image1.ljcdn.com/340100-inspection/b38fdbfa-b5e1-4192-959b-33a6be533b07.jpg.296x216.jpg', '绿怡居东区 2室1厅 94万', '绿怡居东区  | 2室1厅 | 51.8平米 | 南 北 | 其他', '低楼层(共6层)2004年建板楼  -  荷叶地', '94万', '单价18147元/平米')
('https://image1.ljcdn.com/340100-inspection/7427065d-c659-4218-9555-f9cfefdfd361.jpg.296x216.jpg', '此房满五年，户型方正，采光无影响', '绿怡居西区  | 2室1厅 | 64平米 | 南 | 其他', '低楼层(共6层)2004年建板楼  -  荷叶地', '115万', '单价17969元/平米')
('https://image1.ljcdn.com/340100-inspection/03481446-b894-4e1b-b171-9c8d9b4ea15c.jpg.296x216.jpg', '水墨兰庭自住装修两室 南北通透 居住舒适', '水墨兰庭  | 2室2厅 | 91.14平米 | 南 北 | 其他', '低楼层(共11层)2005年建板楼  -  笔架山', '215万', '单价23591元/平米')
('https://image1.ljcdn.com/340100-inspection/d9ed341b-6d4c-421f-9883-e6e37660b5b2.jpg.296x216.jpg', '房子精装修小区中间安静边户通透', '森林海  | 3室2厅 | 122.88平米 | 南 北 | 其他', '低楼层(共32层)2010年建塔楼  -  笔架山', '295万', '单价24008元/平米')
('https://image1.ljcdn.com/340100-inspection/44b2975c-0ba0-43eb-b3ea-b29bf9bcb59e.jpg.296x216.jpg', '湖畔春天 2室1厅 210万', '湖畔春天  | 2室1厅 | 90.96平米 | 南 | 其他', '低楼层(共18层)2006年建板楼  -  笔架山', '210万', '单价23088元/平米')
('https://image1.ljcdn.com/340100-inspection/5c93fa84-df3b-4f27-bc84-e112e664d42d.jpg.296x216.jpg', '楼层采光好，大户型南北通透，满二年，没增值税。', '恒大华府  | 3室2厅 | 185.09平米 | 南 北 | 精装', '中楼层(共32层)2012年建板楼  -  兴园', '390万', '单价21071元/平米')
('https://image1.ljcdn.com/340100-inspection/8e739bfb-6782-4362-bf32-def80bf477bf.jpg.296x216.jpg', '颐园世家  毛坯大三房  看房方便', '颐园世家  | 3室2厅 | 159.29平米 | 南 | 其他', '低楼层(共16层)2005年建板楼  -  笔架山', '375万', '单价23542元/平米')
('https://image1.ljcdn.com/340100-inspection/2aaacf22-7c47-4c1d-9e02-200a3f2929e3.jpg.296x216.jpg', '业主诚售，户型好，前面无遮挡，采光好。', '浅水湾  | 2室2厅 | 88.27平米 | 南 | 其他', '低楼层(共6层)2004年建塔楼  -  荷叶地', '180万', '单价20392元/平米')
('https://image1.ljcdn.com/340100-inspection/79ac1a40-9f87-45e6-a8f9-b590543cd25f.jpg.296x216.jpg', '房子是三期的，房龄新，楼层佳，采光好', '凯旋门  | 3室2厅 | 113平米 | 南 北 | 其他', '高楼层(共41层)2012年建塔楼  -  荷叶地', '350万', '单价30974元/平米')
('https://image1.ljcdn.com/340100-inspection/7a487047-87aa-4d6f-8cc1-15ea4027d5d8.JPG.296x216.jpg', '满五唯一，大三房 南北通透格局，楼层好小区位置安静', '国际丽晶城  | 3室2厅 | 125.25平米 | 南 北 | 其他', '低楼层(共18层)2006年建塔楼  -  笔架山', '300万', '单价23953元/平米')
('https://image1.ljcdn.com/340100-inspection/943142fc-f04f-4744-b388-93528057f4c6.JPG.296x216.jpg', '花园洋房，南面也是洋房无遮挡，日照时间长。', '融侨天骏  | 4室2厅 | 202平米 | 南 北 | 其他', '低楼层(共6层)2010年建塔楼  -  笔架山', '505万', '单价25000元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload94675891-7049-4d2f-813d-00fa467b1bb9.jpg.296x216.jpg', '楼层好，采光棒，户型好，满五年，大三居，位置安静', '天和园  | 3室1厅 | 131.44平米 | 南 北 | 其他', '中楼层(共18层)2008年建塔楼  -  笔架山', '295万', '单价22444元/平米')
('https://image1.ljcdn.com/340100-inspection/11c0afdd-008e-415c-98a9-8bf572f86213.jpg.296x216.jpg', '此房满五年，自住装修，拎包入住，采光好', '绿怡居西区  | 3室2厅 | 103平米 | 南 北 | 其他', '低楼层(共6层)2004年建板楼  -  荷叶地', '180万', '单价17476元/平米')
('https://image1.ljcdn.com/340100-inspection/133a3242-924c-4ce8-aae0-7c1581f73022.jpg.296x216.jpg', '此房满五年，视野宽阔，精装修拎包入住。', '森林海  | 2室1厅 | 66.2平米 | 北 | 其他', '高楼层(共28层)2010年建塔楼  -  笔架山', '150万', '单价22659元/平米')
('https://image1.ljcdn.com/340100-inspection/fbe79827-a33f-44c5-945c-45169620d4d6.JPG.296x216.jpg', '宋都西湖花苑  小两房  满了五年', '宋都西湖花苑  | 2室1厅 | 75.6平米 | 南 | 其他', '低楼层(共18层)2007年建板楼  -  笔架山', '205万', '单价27117元/平米')
('https://image1.ljcdn.com/340100-inspection/68b59694-b4ab-4516-87a5-3d2f7970441a.jpg.296x216.jpg', '国际花都玫瑰苑  小区中间位置 中高楼层采光好', '国际花都玫瑰苑  | 3室2厅 | 131.18平米 | 南 北 | 其他', '高楼层(共11层)2005年建板楼  -  荷叶地', '290万', '单价22108元/平米')
('https://image1.ljcdn.com/340100-inspection/f6793f0d-47f4-4ec4-9176-a63cb0724cb4.jpg.296x216.jpg', '此房精装修，业主诚心出售，楼层好，位置好，采光好', '栢悦公馆  | 3室2厅 | 143平米 | 南 北 | 其他', '高楼层(共40层)2012年建塔楼  -  荷叶地', '489万', '单价34196元/平米')
('https://image1.ljcdn.com/340100-inspection/9dcb7c47-c108-4334-be2b-9b915cbcac79.jpg.296x216.jpg', '满五唯一，小区人群素质高。物业是万科。', '天香苑  | 2室2厅 | 92.3平米 | 南 | 其他', '低楼层(共11层)2005年建塔楼  -  荷叶地', '180万', '单价19502元/平米')
('https://image1.ljcdn.com/340100-inspection/ccae377a-6b54-45a5-a214-dc5713c018b9.jpg.296x216.jpg', '为你而选为你为家 湖东景园南区 精装修拎包入住', '湖东景园南区  | 3室2厅 | 134.07平米 | 南 北 | 其他', '低楼层(共26层)2013年建板楼  -  荷叶地', '305万', '单价22750元/平米')
('https://image1.ljcdn.com/340100-inspection/bee38235-692d-4238-859b-d030a1b24103.jpg.296x216.jpg', '政务区  茗香苑   两房  位置安静   采光好', '茗香苑  | 2室2厅 | 90.52平米 | 南 | 其他', '低楼层(共18层)2012年建塔楼  -  荷叶地', '170万', '单价18781元/平米')
('https://image1.ljcdn.com/340100-inspection/773eafc1-7523-4e82-be5b-788a34ba3e04.jpg.296x216.jpg', '华邦世贸城 3室2厅 240万', '华邦世贸城  | 3室2厅 | 94平米 | 南 | 其他', '高楼层(共33层)2013年建板楼  -  荷叶地', '240万', '单价25532元/平米')
('https://image1.ljcdn.com/340100-inspection/10a05d59-47c4-4731-881d-ead9558951f6.jpg.296x216.jpg', '琥珀五环城房东城心出售  有钥匙看房方便', '琥珀五环城和雅阁  | 4室2厅 | 135平米 | 南 北 | 其他', '中楼层(共33层)2011年建塔楼  -  荷叶地', '276万', '单价20445元/平米')
('https://image1.ljcdn.com/340100-inspection/66470059-decf-4b83-b2d0-ea3c35d5ef8f.jpg.296x216.jpg', '浅水湾三房对外出售 精装修  好楼层', '浅水湾  | 3室2厅 | 134.7平米 | 南 北 | 其他', '中楼层(共11层)2004年建塔楼  -  荷叶地', '249万', '单价18486元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadc7bd6f48-253e-4649-bbeb-0594f4b894d4.jpg.296x216.jpg', '鹅湖旁，万达公寓，精装，拎包入住，单价低，交通便利', '天鹅湖万达广场  | 1室1厅 | 57平米 | 北 | 其他', '低楼层(共24层)2009年建板塔结合  -  笔架山', '53万', '单价9299元/平米')
('https://image1.ljcdn.com/340100-inspection/cba02681-bcd3-4c77-9722-fc3b34838c73.JPG.296x216.jpg', '浅水湾 采光通透 三房 实用性强', '浅水湾  | 3室2厅 | 104.78平米 | 南 | 其他', '高楼层(共6层)2004年建塔楼  -  荷叶地', '190万', '单价18134元/平米')
('https://image1.ljcdn.com/340100-inspection/1aa8d27c-46e7-433c-940d-69aaa75154e9.jpg.296x216.jpg', '业主自述满五年唯一，精装大三房，视野好，采光很赞', '栢悦公馆  | 3室2厅 | 113.8平米 | 南 北 | 其他', '低楼层(共33层)2012年建塔楼  -  荷叶地', '365万', '单价32074元/平米')
('https://image1.ljcdn.com/340100-inspection/8bbf5e47-e4d8-4105-b0ce-215a71ecaed1.jpg.296x216.jpg', '品质小区，改善选择，全明户型，居家自住', '天鹅湖九号  | 3室2厅 | 120.23平米 | 南 | 其他', '低楼层(共23层)2012年建板楼  -  荷叶地', '215万', '单价17883元/平米')
('https://image1.ljcdn.com/340100-inspection/94862ea5-8404-4014-9470-f895a1a608e1.jpg.296x216.jpg', '政务文一 精装三居室 户型方正 品质小区 中间楼层', '文一名门首府  | 3室1厅 | 89.6平米 | 南 | 其他', '中楼层(共27层)2017年建塔楼  -  兴园', '220万', '单价24554元/平米')
('https://image1.ljcdn.com/340100-inspection/ca5fb340-a3d4-4ae6-9e9f-cc0f03f4e3ab.JPG.296x216.jpg', '交通便利 房东诚售 采光充足 视野开阔', '山水名城  | 3室2厅 | 158.7平米 | 南 北 | 其他', '中楼层(共11层)2008年建塔楼  -  笔架山', '399万', '单价25142元/平米')
('https://image1.ljcdn.com/340100-inspection/102f00e5-7ece-473a-b8f7-206e06c04571.jpg.296x216.jpg', '满两年  市政冷暖双供 采光好', '湖东景园南区  | 3室2厅 | 138.13平米 | 南 北 | 其他', '中楼层(共26层)2013年建板楼  -  荷叶地', '300万', '单价21719元/平米')
('https://image1.ljcdn.com/340100-inspection/21a0c20e-12ca-4829-86c4-83a98bfc3d18.jpg.296x216.jpg', '南北通透  花园小区   满五唯一 居家装修', '浅水湾  | 3室2厅 | 134.82平米 | 南 北 | 其他', '中楼层(共11层)2004年建塔楼  -  荷叶地', '240万', '单价17802元/平米')
('https://image1.ljcdn.com/340100-inspection/49a89b1b-9f0f-49d0-b785-ae29d0158b05.jpg.296x216.jpg', '国际花都五期  雏菊苑 中高楼层  位置安静', '雏菊苑  | 2室2厅 | 99.19平米 | 南 | 其他', '高楼层(共24层)2005年建塔楼  -  荷叶地', '210万', '单价21172元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload21d497d2-ec29-4248-ada6-49cf2b217d32.jpg.296x216.jpg', '文一名  门 纯毛坯别墅 带前后院子送俩车位 上3下2层', '文一名门首府   | 独栋别墅 | 4室2厅 | 291.8平米 | 南 北 | 其他', '3层2016年建暂无数据  -  兴园', '610万', '单价20905元/平米')
('https://image1.ljcdn.com/340100-inspection/71d3fd53-3990-4383-a643-b89c30462378.jpg.296x216.jpg', '奥体中心旁 超大三房 单价低 总价低 好楼层', '明珠创世纪花园  | 3室2厅 | 134.27平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  荷叶地', '190万', '单价14151元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadb18a3b86-f026-4ec0-b0ca-2017ea90b39f.jpg.296x216.jpg', '满五年 精装修 视野开阔风景好', '乐富强御龙湾  | 2室2厅 | 77.59平米 | 西北 | 其他', '中楼层(共32层)2011年建塔楼  -  笔架山', '175万', '单价22555元/平米')
('https://image1.ljcdn.com/340100-inspection/cf19980f-20c2-4da2-9b30-7811cd5e5e80.jpg.296x216.jpg', '此房楼层好，采光好，视野开阔，位置安静。', '国际丽晶城  | 2室1厅 | 68.86平米 | 南 | 其他', '高楼层(共18层)2006年建塔楼  -  笔架山', '169万', '单价24543元/平米')
('https://image1.ljcdn.com/340100-inspection/6e755f05-b919-49aa-a392-8e299ef2f940.jpg.296x216.jpg', '南北通透 自住装修 满两年 户型正气', '常青花园  | 2室2厅 | 85.67平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  荷叶地', '140万', '单价16342元/平米')
('', '政务区，可看天鹅湖景观，满四年，高楼层', '栢悦公馆  | 3室2厅 | 143.13平米 | 南 | 其他', '高楼层(共44层)2012年建塔楼  -  荷叶地', '500万', '单价34934元/平米')
('https://image1.ljcdn.com/340100-inspection/b17b8e83-6843-4cda-b389-a36e7bd36c8f.JPG.296x216.jpg', '森林海，大两房朝南户型，看房方便', '森林海  | 2室2厅 | 100.31平米 | 南 | 其他', '高楼层(共32层)2010年建塔楼  -  笔架山', '230万', '单价22929元/平米')
('https://image1.ljcdn.com/340100-inspection/c418e8bf-c00d-4a57-82fe-6a6c8517f5f7.jpg.296x216.jpg', '信达居家两居 朝南 采光好 交通便利 配套完善', '信达水岸茗都  | 2室2厅 | 85.21平米 | 南 | 其他', '高楼层(共32层)2008年建板楼  -  笔架山', '210万', '单价24645元/平米')
('https://image1.ljcdn.com/340100-inspection/27e14d40-f5a5-43b1-bf31-bca118e6d7ee.jpg.296x216.jpg', '交通便利，配套齐全，小三房！！', '绿怡居西区  | 3室1厅 | 78平米 | 南 北 | 其他', '中楼层(共6层)2004年建板楼  -  荷叶地', '145万', '单价18590元/平米')
('https://image1.ljcdn.com/340100-inspection/d8c8d97c-14a1-4dba-8b24-fdac11e7f1a5.JPG.296x216.jpg', '该小区环境较好，周边配套设施齐全，宜住宜租', '发能太阳海岸  | 2室2厅 | 86平米 | 南 | 其他', '中楼层(共30层)2010年建塔楼  -  笔架山', '195万', '单价22675元/平米')
('https://image1.ljcdn.com/340100-inspection/57beee6a-71e1-4ee2-bbf8-c58a6b7f6891.JPG.296x216.jpg', '森林海精装修两房朝南 满五唯一 楼栋好高楼层视野开阔', '森林海  | 2室2厅 | 91.86平米 | 南 | 其他', '高楼层(共26层)2010年建塔楼  -  笔架山', '220万', '单价23950元/平米')
('https://image1.ljcdn.com/340100-inspection/953f97ed-5c6c-45ca-a853-02bc1956c08b.jpg.296x216.jpg', '为你而选为你为家 政务区精装品质2居室 随时拎包入住', '天鹅湖一号  | 2室2厅 | 85平米 | 南 | 其他', '高楼层(共34层)2011年建塔楼  -  荷叶地', '210万', '单价24706元/平米')
('https://image1.ljcdn.com/340100-inspection/3fea0586-fa68-47bf-9e87-923383dda0fa.jpg.296x216.jpg', '保利香槟国际  精装三房 采光无遮挡', '保利香槟国际  | 3室2厅 | 99.64平米 | 南 | 其他', '高楼层(共41层)2016年建塔楼  -  兴园', '278万', '单价27901元/平米')
('https://image1.ljcdn.com/340100-inspection/4916c882-b1c2-41ee-a946-da78efc185d8.jpg.296x216.jpg', '此房是房东自住精装修，满两年，两房朝南', '水墨兰庭北区  | 2室2厅 | 87.19平米 | 南 | 其他', '低楼层(共29层)2005年建板楼  -  笔架山', '226万', '单价25921元/平米')
('', '水墨兰庭北区2房，婚房装修，诚心出售。', '水墨兰庭北区  | 2室1厅 | 88平米 | 南 | 其他', '中楼层(共29层)2005年建板楼  -  笔架山', '230万', '单价26137元/平米')
('https://image1.ljcdn.com/340100-inspection/69b4ac4c-1875-4e7d-ab24-3770422369ba.jpg.296x216.jpg', '为你而选为你为家 位置好 楼层佳 业主诚心出售', '琥珀五环城和雅阁  | 3室2厅 | 102.17平米 | 南 | 其他', '中楼层(共31层)2011年建塔楼  -  荷叶地', '230万', '单价22512元/平米')
('https://image1.ljcdn.com/340100-inspection/136c5a46-fa05-41ba-a355-9f288b815a71.jpg.296x216.jpg', '国际花都郁金苑  中高楼层   位置安静  采光好', '国际花都郁金苑  | 3室2厅 | 126.76平米 | 南 | 其他', '中楼层(共10层)2003年建板楼  -  荷叶地', '265万', '单价20906元/平米')
('https://image1.ljcdn.com/340100-inspection/0d9a7916-4755-4572-bd5b-b0ea0ecde08b.jpg.296x216.jpg', '水墨多层两房，配套成熟，交通方便', '水墨兰庭  | 2室2厅 | 91平米 | 南 | 其他', '中楼层(共5层)2005年建板楼  -  笔架山', '255万', '单价28022元/平米')
('https://image1.ljcdn.com/340100-inspection/f5ddccb4-030d-4b78-8c2c-00365726f8c2.JPG.296x216.jpg', '国贸天琴湾 南向两居室   业主自住 看房提前约', '国贸天琴湾  | 2室2厅 | 96.71平米 | 南 | 其他', '高楼层(共34层)2012年建塔楼  -  笔架山', '251万', '单价25954元/平米')
('https://image1.ljcdn.com/340100-inspection/593251d8-ce45-48e8-91b1-144b58210ac1.JPG.296x216.jpg', '天鹅湾花园，户型方正，周边配套完善，交通方便', '天鹅湾花园  | 2室2厅 | 91.66平米 | 南 | 其他', '中楼层(共26层)2008年建塔楼  -  笔架山', '218万', '单价23784元/平米')
('https://image1.ljcdn.com/340100-inspection/190fb784-844b-4a4b-a7fb-83685c88e20d.jpg.296x216.jpg', '南北通透大三房+2016年精装修拎包入住+满2年+位置佳', '浅水湾  | 3室2厅 | 132平米 | 南 北 | 其他', '高楼层(共6层)2004年建塔楼  -  荷叶地', '228万', '单价17273元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadacad8363-d872-44d6-8bc7-bbaf46f11415.jpg.296x216.jpg', '此房户型方正，楼层中等偏上，采光良好，通风性好', 'imore公寓  | 1室1厅 | 77.8平米 | 南 | 其他', '中楼层(共35层)2014年建塔楼  -  笔架山', '132万', '单价16967元/平米')
('https://image1.ljcdn.com/340100-inspection/995d5b1e-0c73-422c-a548-b608d6de87e9.jpg.296x216.jpg', '金祁花园精致小三房，总价低，满五年，配套齐全！', '金祁花园  | 3室2厅 | 87.35平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  荷叶地', '142万', '单价16257元/平米')
('', '翠庭园 3室2厅 245万', '翠庭园  | 3室2厅 | 113平米 | 南 | 其他', '低楼层(共6层)2000年建板楼  -  笔架山', '245万', '单价21682元/平米')
('https://image1.ljcdn.com/340100-inspection/0952ce6c-6f00-4200-bc0b-06fa40331469.jpg.296x216.jpg', '为你而选，为你而家，毛坯三房，采光好，业主诚心出售', '琥珀五环城和风阁  | 3室1厅 | 98.8平米 | 南 | 其他', '低楼层(共33层)2016年建塔楼  -  荷叶地', '190万', '单价19231元/平米')
('https://image1.ljcdn.com/340100-inspection/37fc30d7-d782-49a5-8e65-e77b2938c6a9.JPG.296x216.jpg', '为你而选为你为家 新地中心精装2房 中间楼层 满两年', '新地中心  | 2室2厅 | 99.57平米 | 南 | 其他', '中楼层(共40层)2012年建塔楼  -  荷叶地', '265万', '单价26615元/平米')
('https://image1.ljcdn.com/340100-inspection/0c84dfc2-40fe-4c2c-97b2-4ad85e79f872.jpg.296x216.jpg', '银泰天鹅湖旁品质小区采光无遮挡，配套成熟', '华邦世贸城  | 3室1厅 | 106平米 | 南 北 | 其他', '高楼层(共30层)2013年建板楼  -  荷叶地', '255万', '单价24057元/平米')
('https://image1.ljcdn.com/340100-inspection/44988a30-13b7-46c9-9745-4eb141f44d33.jpg.296x216.jpg', '小区环境好，配套齐全，生活便利', '旭辉花园  | 3室2厅 | 89平米 | 南 | 其他', '低楼层(共34层)2012年建板楼  -  荷叶地', '232万', '单价26068元/平米')
('https://image1.ljcdn.com/340100-inspection/62b09eba-1125-44b3-8006-b0857bbeee7a.jpg.296x216.jpg', '南北通透自住装修 满两年 楼层高 采光好', '国际花都郁金苑  | 3室1厅 | 117.6平米 | 南 北 | 其他', '中楼层(共11层)2003年建板楼  -  荷叶地', '233万', '单价19813元/平米')
