('https://image1.ljcdn.com/340100-inspection/0d3ee94d-bdc6-4564-a0d1-4fb2a8bf040b.JPG.296x216.jpg', '此房满两年， 视野开阔采光好 精装，南北通透', '东冠繁华逸城  | 3室2厅 | 90.72平米 | 南 北 | 其他', '低楼层(共18层)2014年建塔楼  -  黄小', '148万', '单价16314元/平米')
('https://image1.ljcdn.com/340100-inspection/3d8391d8-0810-49a8-ab4b-6cf01ea02842.JPG.296x216.jpg', '华地翡翠蓝湾装修洋房，带产权车位', '华地翡翠蓝湾  | 3室2厅 | 107平米 | 南 | 其他', '中楼层(共8层)塔楼  -  翡翠', '210万', '单价19627元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5f6071d8-3ad1-42e9-a05d-730b71e4c283.png.280x210.jpg', '精装15万通透2房，家具家电可送，采光很好，诚售。', '禹洲华侨城二期柳园  | 2室2厅 | 86平米 | 南 北 | 其他', '中楼层(共6层)2012年建塔楼  -  染坊', '163万', '单价18954元/平米')
('https://image1.ljcdn.com/340100-inspection/3a87c2e5-df7a-40a6-9564-3c8f76cbd346.JPG.296x216.jpg', '长安萨尔斯堡居家四房，南北通透!', '长安萨尔斯堡  | 4室2厅 | 112.5平米 | 南 北 | 其他', '中楼层(共18层)2011年建板楼  -  桃花工业园', '176万', '单价15645元/平米')
('https://image1.ljcdn.com/340100-inspection/37bdab3f-d47c-4f56-90c4-2500312453b3.jpg.296x216.jpg', '肥西产证  中等装修保养好 房东诚心出售', '太平洋森公馆  | 3室2厅 | 112平米 | 南 | 其他', '高楼层(共28层)塔楼  -  染坊', '180万', '单价16072元/平米')
('https://image1.ljcdn.com/340100-inspection/e4bebd7c-b53c-4d10-aafa-2209591c29f8.JPG.296x216.jpg', '市政供暖  自住精装  带地下车位  2梯2户', '和安家园  | 4室2厅 | 143平米 | 南 北 | 其他', '低楼层(共27层)2009年建塔楼  -  桃花工业园', '248万', '单价17343元/平米')
('', '柏堰湖边，独栋别墅，小区中间位置，环境优美', '新华御湖庄园   | 联排别墅 | 5室3厅 | 425平米 | 东 | 其他', '3层暂无数据  -  柏堰', '1280万', '单价30118元/平米')
('https://image1.ljcdn.com/340100-inspection/c222d996-ec2e-4ab6-8435-66d6752ac86d.JPG.296x216.jpg', '此房满五年免增值税，自住精装修。', '长安萨尔斯堡  | 3室1厅 | 108.84平米 | 南 | 其他', '低楼层(共11层)2011年建板楼  -  桃花工业园', '163万', '单价14977元/平米')
('', '绿地海德公馆 4室2厅 215万', '绿地海德公馆  | 4室2厅 | 123.2平米 | 南 北 | 其他', '高楼层(共8层)暂无数据  -  长安', '215万', '单价17452元/平米')
('https://image1.ljcdn.com/340100-inspection/cb3ae744-3524-422d-949e-b7eeccb7cef8.jpg.296x216.jpg', '文一名门御府 3室2厅 155万', '文一名门御府  | 3室2厅 | 89.55平米 | 南 | 其他', '中楼层(共34层)塔楼  -  黄小', '155万', '单价17309元/平米')
('', '禹洲天玺 4室2厅 200万', '禹洲天玺  | 4室2厅 | 127平米 | 南 | 其他', '低楼层(共34层)板塔结合  -  繁华新园', '200万', '单价15749元/平米')
('https://image1.ljcdn.com/340100-inspection/465ae6e7-39c5-4a10-bb84-9920df1bc8c5.JPG.296x216.jpg', '长安萨尔斯堡 3室2厅 160万', '长安萨尔斯堡  | 3室2厅 | 97平米 | 南 北 | 其他', '高楼层(共6层)2011年建板楼  -  桃花工业园', '160万', '单价16495元/平米')
('', '小区环境好，交通便利，房型好，南北通透，开发商精装', '禹洲天玺  | 3室2厅 | 103.16平米 | 南 北 | 其他', '低楼层(共34层)暂无数据  -  繁华新园', '175万', '单价16964元/平米')
('https://image1.ljcdn.com/340100-inspection/25c3a19e-5476-46a5-ba8c-79bf94ec580a.JPG.296x216.jpg', '此房满两年， 视野开阔采光好 精装', '东冠繁华逸城  | 3室2厅 | 86平米 | 南 | 其他', '中楼层(共6层)2014年建板楼  -  黄小', '150万', '单价17442元/平米')
('', '东冠繁华逸城 精装三房 拎包入住', '东冠繁华逸城  | 3室2厅 | 89.95平米 | 南 | 其他', '中楼层(共18层)2014年建塔楼  -  黄小', '140万', '单价15565元/平米')
('https://image1.ljcdn.com/340100-inspection/5745e979-9389-4bc6-971a-c4909543fe57.JPG.296x216.jpg', '绿地新都会正规三房，新小区，环境好！', '绿地新都会  | 3室2厅 | 89平米 | 南 | 其他', '高楼层(共34层)塔楼  -  新港', '135万', '单价15169元/平米')
('', '绿地新都会 3室2厅 150万', '绿地新都会  | 3室2厅 | 103平米 | 南 北 | 其他', '高楼层(共34层)塔楼  -  新港', '150万', '单价14564元/平米')
('https://image1.ljcdn.com/340100-inspection/test-5834773d-a68d-48e2-9f5d-f799d859678e.png.296x216.jpg', '大三房采光好，交通方便，业主诚心，房屋各项优越', '东冠繁华逸城  | 3室2厅 | 125.6平米 | 南 北 | 其他', '低楼层(共11层)2014年建板楼  -  黄小', '162万', '单价12899元/平米')
('', '华南城紫荆名都 3室2厅 135万', '华南城紫荆名都  | 3室2厅 | 86平米 | 西南 | 其他', '中楼层(共34层)暂无数据  -  肥西', '135万', '单价15698元/平米')
('https://image1.ljcdn.com/340100-inspection/56508539-c886-4a5b-b739-a35d780c6248.JPG.296x216.jpg', '70年产权住宅，水电民用，新装修，采光无遮挡', '幸福大街西区  | 1室1厅 | 45.84平米 | 南 | 其他', '高楼层(共23层)2011年建板楼  -  桃花工业园', '68万', '单价14835元/平米')
('', '[为你而选为你为家]精装修 从未入住 新小区 肥西产证', '绿地海德公馆  | 4室2厅 | 115平米 | 南 北 | 其他', '中楼层(共34层)暂无数据  -  长安', '170万', '单价14783元/平米')
('https://image1.ljcdn.com/340100-inspection/2bf76095-7e75-4d38-b13e-98b27aa6f178.jpg.296x216.jpg', '大三居，通透格局，中间楼层，居住体验高', '学林雅苑  | 3室2厅 | 148.51平米 | 南 北 | 其他', '中楼层(共18层)2006年建塔楼  -  桃花工业园', '200万', '单价13468元/平米')
('', '名邦西城国际 3室2厅 173万', '名邦西城国际  | 3室2厅 | 117.77平米 | 南 北 | 其他', '中楼层(共32层)塔楼  -  肥西', '173万', '单价14690元/平米')
('https://image1.ljcdn.com/340100-inspection/827b5353-eed6-4b1f-bf2a-50d1722c9651.jpg.296x216.jpg', '新华御湖庄园 经典大四房 纯毛坯 环境优美', '新华御湖庄园  | 4室2厅 | 188.42平米 | 南 北 | 其他', '中楼层(共13层)塔楼  -  柏堰', '450万', '单价23883元/平米')
('', '新华御湖庄园内独栋别墅 南北通透 采光好 带大院子', '新华御湖庄园   | 联排别墅 | 6室2厅 | 412.64平米 | 南 北 | 其他', '2层暂无数据  -  柏堰', '1230万', '单价29809元/平米')
('https://image1.ljcdn.com/340100-inspection/8d551960-1def-47aa-92cb-10830b56dfde.jpg.296x216.jpg', '新华御湖庄园   毛坯大四居  位置安静   随时看房', '新华御湖庄园  | 4室2厅 | 175.3平米 | 南 北 | 其他', '中楼层(共15层)板塔结合  -  柏堰', '390万', '单价22248元/平米')
('', '旭日长安 2室1厅 110万', '旭日长安  | 2室1厅 | 72.55平米 | 南 | 其他', '高楼层(共11层)2009年建塔楼  -  黄小', '110万', '单价15162元/平米')
('', '绿地新都会 3室2厅 135万', '绿地新都会  | 3室2厅 | 87平米 | 南 | 其他', '中楼层(共34层)塔楼  -  新港', '135万', '单价15518元/平米')
('https://image1.ljcdn.com/340100-inspection/fd687560-1a2f-494d-87dc-b60f11c3a36c.JPG.296x216.jpg', '南空花园小区 3室2厅 146万', '南空花园小区  | 3室2厅 | 133平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  桃花工业园', '146万', '单价10978元/平米')
('', '鼎元公馆 2室2厅 143万', '鼎元公馆  | 2室2厅 | 82平米 | 南 | 其他', '高楼层(共26层)暂无数据  -  黄小', '143万', '单价17440元/平米')
('https://image1.ljcdn.com/340100-inspection/4dd3458c-e910-49ad-a6b7-dd022680aff9.jpg.296x216.jpg', '肥西产权，中环城商圈，户型方正，精装修', '东冠繁华逸城  | 4室3厅 | 83.15平米 | 南 北 | 其他', '高楼层(共6层)2014年建板楼  -  黄小', '152万', '单价18281元/平米')
('', '新华阳光国际 精装洋房  您的居家之选', '新华阳光国际  | 2室2厅 | 86平米 | 南 | 其他', '低楼层(共11层)2011年建板塔结合  -  柏堰', '138万', '单价16047元/平米')
('https://image1.ljcdn.com/340100-inspection/6efdfc7b-d468-4ecd-9e86-cbc801ecd90f.jpg.296x216.jpg', '业主诚心出售，两室朝南，采光好前面无遮挡。', '新华阳光国际  | 2室2厅 | 91.95平米 | 南 | 其他', '中楼层(共26层)2011年建板塔结合  -  柏堰', '141万', '单价15335元/平米')
('', '太平洋 精装大三房 南北通透 采光良好 您的居家之选', '太平洋森公馆  | 3室3厅 | 105平米 | 南 | 其他', '低楼层(共30层)塔楼  -  染坊', '150万', '单价14286元/平米')
('https://image1.ljcdn.com/340100-inspection/test-77f6f3d8-d344-439e-b59b-b83dac2e693d.png.296x216.jpg', '三开间朝南，采光好，看房方便，业主诚心', '文一名门绿洲  | 3室2厅 | 88.32平米 | 南 | 其他', '低楼层(共32层)暂无数据  -  繁华新园', '128万', '单价14493元/平米')
('', '太平洋森公馆 3室2厅 158万', '太平洋森公馆  | 3室2厅 | 105平米 | 南 | 其他', '高楼层(共34层)塔楼  -  染坊', '158万', '单价15048元/平米')
('https://image1.ljcdn.com/340100-inspection/test-81e41bac-2408-4118-9939-07cd116c8d39.png.296x216.jpg', '信地华地城边户大三房清水毛坯装修随意', '信地华地城  | 3室2厅 | 98.89平米 | 南 北 | 其他', '高楼层(共32层)2016年建塔楼  -  繁华新园', '150万', '单价15169元/平米')
('', '禹洲天玺 3室2厅 130万', '禹洲天玺  | 3室2厅 | 89平米 | 南 | 其他', '低楼层(共32层)板塔结合  -  繁华新园', '130万', '单价14607元/平米')
('', '华地翡翠蓝湾二期 毛坯三房 户型方正 采光好', '华地翡翠蓝湾二期  | 3室2厅 | 97.7平米 | 南 | 其他', '高楼层(共34层)塔楼  -  翡翠', '160万', '单价16377元/平米')
('', '肥西产证    户型方正   采光好   视野好   看房方便', '原树提香  | 2室1厅 | 61.77平米 | 南 | 其他', '高楼层(共32层)2017年建塔楼  -  桃花工业园', '103万', '单价16675元/平米')
('https://image1.ljcdn.com/340100-inspection/573670a6-391d-4421-bda9-a4e42b415538.jpg.296x216.jpg', '此房精装拎包入住 采光充足 户型好 环境优美南北通透', '禹洲华侨城二期柳园  | 2室2厅 | 82平米 | 南 北 | 其他', '高楼层(共6层)2012年建塔楼  -  染坊', '140万', '单价17074元/平米')
